ISO2,ISO_3,country_agg,age,date,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,test_recent,positive_recent,B0.1,B0.2,p_cli_smooth,p_cases_infected,p_cases_infected_smooth,p_cases_active
RE,REU,Réunion,2,2021-08-10,2021-01-09,100,2,75,0.02,0.0274394957835608,0.00761200149742512,0.000110489006992527,0.02,0.0274394957835608,0.00761200149742512,0.000110489006992527,0.0192559401447125,0.00998910650564959,30,1,5,36,0.0199407846364457,0.121951219512195,0.11348409888179,0.0199407846364457
RE,REU,Réunion,2,2021-08-11,2021-01-10,100,1,75,0.02,0.0274394957835608,0.00761977648245311,0.000110601428459959,0.02,0.0274394957835608,0.00761977648245311,0.000110601428459959,0.0192559401447125,0.00998910650564959,30,1,5,37,0.0199383688913134,0.119047619047619,0.113449082539981,0.0199383688913134
RE,REU,Réunion,2,2021-08-12,2021-01-11,100,1,75,0.02,0.0274394957835608,0.00765763494004833,0.00011114882564725,0.02,0.0274394957835608,0.00765763494004833,0.00011114882564725,0.0192559401447125,0.00998910650564959,30,1,5,38,0.0199359276304096,0.116279069767442,0.113377238604091,0.0199359276304096
RE,REU,Réunion,2,2021-08-14,2021-01-21,100,2,74,0.02,0.0274394957835608,0.00763720210929705,0.000110853389012449,0.02,0.0274394957835608,0.00763720210929705,0.000110853389012449,0.0192559401447125,0.00998910650564959,30,1,5,40,0.0199310448342202,0.111111111111111,0.113151848706203,0.0199310448342202
RE,REU,Réunion,2,2021-08-15,2021-01-29,100,2,73,0.02,0.0274394957835608,0.00748430417422779,0.000108642456045393,0.02,0.0274394957835608,0.00748430417422779,0.000108642456045393,0.0192559401447125,0.00998910650564959,29,1,5,42,0.0199286407980662,0.106382978723404,0.113012073762788,0.0199286407980662
RE,REU,Réunion,2,2021-08-16,2021-02-06,100,1,73,0.02,0.0274394957835608,0.00746464129340899,0.000108358102221609,0.02,0.0274394957835608,0.00746464129340899,0.000108358102221609,0.0192559401447125,0.00998910650564959,29,1,5,43,0.0199262859929604,0.104166666666667,0.112862837341174,0.0199262859929604
RE,REU,Réunion,2,2021-08-17,2021-02-12,100,1,73,0.02,0.0274394957835608,0.0074632890837837,0.000108338547097679,0.02,0.0274394957835608,0.0074632890837837,0.000108338547097679,0.0192559401447125,0.00998910650564959,30,1,5,44,0.0199239980089163,0.102040816326531,0.112710056714112,0.0199239980089163
RE,REU,Réunion,2,2021-08-18,2021-02-12,101,1,74,0.0198019801980198,0.0271705622473482,0.00744031380294159,0.000108006283524792,0.0198019801980198,0.0271705622473482,0.00744031380294159,0.000108006283524792,0.0190633807432654,0.00989018621779298,31,1,5,45,0.0199217938249704,0.1,0.112559191762133,0.0199217938249704
RE,REU,Réunion,2,2021-08-20,2021-02-12,103,2,75,0.0194174757281553,0.0266482036524112,0.00737080604529174,0.000107001030179728,0.0194174757281553,0.0266482036524112,0.00737080604529174,0.000107001030179728,0.0186895889639857,0.00969810823106835,31,1,6,46,0.0199177013785067,0.115384615384615,0.112282722292757,0.0199177013785067
RE,REU,Réunion,2,2021-08-21,2021-02-13,101,3,75,0.0198019801980198,0.0271705622473482,0.00773804465384321,0.000112311403729047,0.0198019801980198,0.0271705622473482,0.00773804465384321,0.000112311403729047,0.0190633807432654,0.00989018621779298,32,1,6,49,0.0199158435363872,0.109090909090909,0.112165735918416,0.0199158435363872
RE,REU,Réunion,2,2021-08-22,2021-02-14,100,1,75,0.02,0.0274394957835608,0.00775100422176634,0.000112498766622474,0.02,0.0274394957835608,0.00775100422176634,0.000112498766622474,0.0192559401447125,0.00998910650564959,32,1,6,50,0.0199141302487829,0.107142857142857,0.11206793757329,0.0199141302487829
RE,REU,Réunion,2,2021-08-23,2021-02-15,100,1,75,0.02,0.0274394957835608,0.00779057171564632,0.000113070798252209,0.02,0.0274394957835608,0.00779057171564632,0.000113070798252209,0.0192559401447125,0.00998910650564959,32,1,6,51,0.0199125746917876,0.105263157894737,0.111992587389931,0.0199125746917876
RE,REU,Réunion,2,2021-08-25,2021-02-20,100,1,75,0.02,0.0274394957835608,0.00779767775158285,0.000113173528568201,0.02,0.0274394957835608,0.00779767775158285,0.000113173528568201,0.0192559401447125,0.00998910650564959,32,1,6,52,0.0199099849483557,0.103448275862069,0.111920424857541,0.0199099849483557
RE,REU,Réunion,2,2021-08-26,2021-02-20,101,1,76,0.0198019801980198,0.0271705622473482,0.00775014648020984,0.000112486365903946,0.0198019801980198,0.0271705622473482,0.00775014648020984,0.000112486365903946,0.0190633807432654,0.00989018621779298,32,1,7,52,0.0199089724248889,0.11864406779661,0.111928358037299,0.0199089724248889
RE,REU,Réunion,2,2021-09-04,2021-02-22,100,1,76,0.02,0.0274394957835608,0.00777978397614879,0.000112914840985813,0.02,0.0274394957835608,0.00777978397614879,0.000112914840985813,0.0192559401447125,0.00998910650564959,31,1,8,52,0.0199095927979186,0.133333333333333,0.113574321391076,0.0199095927979186
