ISO3,country,region,count,cli,count_local_com,cli_local_com,date
AFG,Afghanistan,-99,13,2,13,13,2020-10-03
AFG,Afghanistan,Badakhshan,13,5,13,217,2020-10-03
AFG,Afghanistan,Badghis,6,2,6,21,2020-10-03
AFG,Afghanistan,Baghlan,2,0,2,0,2020-10-03
AFG,Afghanistan,Balkh,2,1,2,0,2020-10-03
AFG,Afghanistan,Daykundi,2,1,2,100,2020-10-03
AFG,Afghanistan,Farah,3,0,3,0,2020-10-03
AFG,Afghanistan,Faryab,1,0,1,50,2020-10-03
AFG,Afghanistan,Hirat,3,0,3,0,2020-10-03
AFG,Afghanistan,Jawzjan,1,0,1,5,2020-10-03
AFG,Afghanistan,Kabul,27,0,27,57,2020-10-03
AFG,Afghanistan,Kandahar,1,0,1,0,2020-10-03
AFG,Afghanistan,Khost,1,0,1,0,2020-10-03
AFG,Afghanistan,Kunduz,1,0,1,0,2020-10-03
AFG,Afghanistan,Laghman,1,0,1,0,2020-10-03
AFG,Afghanistan,Logar,1,0,1,0,2020-10-03
AFG,Afghanistan,Nangarhar,1,0,1,0,2020-10-03
AFG,Afghanistan,Paktya,1,0,1,1,2020-10-03
AFG,Afghanistan,Samangan,1,0,1,0,2020-10-03
AFG,Afghanistan,Sari Pul,1,0,1,1,2020-10-03
AFG,Afghanistan,Takhar,1,0,1,0,2020-10-03
AFG,Afghanistan,Uruzgan,1,1,1,1,2020-10-03
AFG,Afghanistan,Wardak,1,1,1,0,2020-10-03
ALA,Aland Islands,-99,1,0,1,0,2020-10-03
ALA,Aland Islands,Jomala,2,0,2,2,2020-10-03
ALA,Aland Islands,Kökar,1,0,1,0,2020-10-03
ALA,Aland Islands,Kumlinge,1,0,1,0,2020-10-03
ALA,Aland Islands,Mariehamn,3,0,3,0,2020-10-03
ALB,Albania,-99,4,1,4,0,2020-10-03
ALB,Albania,Berat,4,1,4,1,2020-10-03
ALB,Albania,Dibër,2,0,2,10,2020-10-03
ALB,Albania,Durrës,2,0,2,2,2020-10-03
ALB,Albania,Elbasan,8,0,8,4,2020-10-03
ALB,Albania,Fier,5,0,5,2,2020-10-03
ALB,Albania,Gjirokastër,2,0,2,0,2020-10-03
ALB,Albania,Korçë,2,0,2,1,2020-10-03
ALB,Albania,Lezhë,1,0,1,0,2020-10-03
ALB,Albania,Shkodër,6,0,6,0,2020-10-03
ALB,Albania,Tiranë,22,0,22,14,2020-10-03
ALB,Albania,Vlorë,3,0,3,20,2020-10-03
DZA,Algeria,-99,2,0,2,0,2020-10-03
DZA,Algeria,Adrar,3,0,3,7,2020-10-03
DZA,Algeria,Aïn Témouchent,2,0,2,0,2020-10-03
DZA,Algeria,Alger,29,0,29,42,2020-10-03
DZA,Algeria,Annaba,4,0,4,3,2020-10-03
DZA,Algeria,Batna,6,0,6,4,2020-10-03
DZA,Algeria,Béchar,3,0,3,0,2020-10-03
DZA,Algeria,Béjaïa,7,0,7,0,2020-10-03
DZA,Algeria,Biskra,5,1,5,2,2020-10-03
DZA,Algeria,Blida,6,0,6,8,2020-10-03
DZA,Algeria,Bordj Bou Arréridj,1,0,1,0,2020-10-03
DZA,Algeria,Bouira,2,0,2,0,2020-10-03
DZA,Algeria,Boumerdès,1,0,1,0,2020-10-03
DZA,Algeria,Chlef,2,0,2,1,2020-10-03
DZA,Algeria,Constantine,6,0,6,3,2020-10-03
DZA,Algeria,Djelfa,5,0,5,1,2020-10-03
DZA,Algeria,El Bayadh,1,0,1,0,2020-10-03
DZA,Algeria,El Oued,3,1,3,4,2020-10-03
DZA,Algeria,El Tarf,2,0,2,0,2020-10-03
DZA,Algeria,Ghardaïa,5,0,5,0,2020-10-03
DZA,Algeria,Jijel,3,0,3,1,2020-10-03
DZA,Algeria,Khenchela,2,0,2,0,2020-10-03
DZA,Algeria,M'Sila,2,0,2,0,2020-10-03
DZA,Algeria,Médéa,3,1,3,1,2020-10-03
DZA,Algeria,Mila,4,0,4,5,2020-10-03
DZA,Algeria,Mostaganem,2,1,2,0,2020-10-03
DZA,Algeria,Oran,8,0,8,2,2020-10-03
DZA,Algeria,Ouargla,5,0,5,7,2020-10-03
DZA,Algeria,Oum el Bouaghi,1,0,1,0,2020-10-03
DZA,Algeria,Sétif,5,1,5,4,2020-10-03
DZA,Algeria,Sidi Bel Abbès,2,0,2,0,2020-10-03
DZA,Algeria,Souk Ahras,1,0,1,0,2020-10-03
DZA,Algeria,Tipaza,5,1,5,1,2020-10-03
DZA,Algeria,Tissemsilt,1,0,1,0,2020-10-03
DZA,Algeria,Tizi Ouzou,4,0,4,1,2020-10-03
DZA,Algeria,Tlemcen,3,0,3,1,2020-10-03
ASM,American Samoa,-99,4,1,4,100,2020-10-03
ASM,American Samoa,Manu'a,1,1,1,1,2020-10-03
ASM,American Samoa,Unorganized,1,1,1,44,2020-10-03
AND,Andorra,Andorra la Vella,2,1,2,1,2020-10-03
AND,Andorra,Ordino,4,1,4,106,2020-10-03
AGO,Angola,Bengo,1,0,1,0,2020-10-03
AGO,Angola,Bié,1,0,1,0,2020-10-03
AGO,Angola,Cabinda,2,0,2,0,2020-10-03
AGO,Angola,Cuanza Norte,2,1,2,100,2020-10-03
AGO,Angola,Cuanza Sul,1,0,1,0,2020-10-03
AGO,Angola,Huambo,1,1,1,1,2020-10-03
AGO,Angola,Huíla,4,1,4,0,2020-10-03
AGO,Angola,Luanda,12,0,12,5,2020-10-03
AGO,Angola,Lunda Norte,1,0,1,0,2020-10-03
AGO,Angola,Malanje,1,0,1,0,2020-10-03
AGO,Angola,Zaire,1,0,1,0,2020-10-03
AIA,Anguilla,-99,1,0,1,0,2020-10-03
ATA,Antarctica,-99,4,3,4,131,2020-10-03
ATG,Antigua,-99,2,0,2,0,2020-10-03
ATG,Antigua,Barbuda,2,2,2,0,2020-10-03
ATG,Antigua,Saint Paul,1,0,1,100,2020-10-03
ARG,Argentina,-99,48,2,48,237,2020-10-03
ARG,Argentina,Buenos Aires,652,4,650,596,2020-10-03
ARG,Argentina,Catamarca,12,0,12,10,2020-10-03
ARG,Argentina,Chaco,43,1,43,24,2020-10-03
ARG,Argentina,Chubut,59,2,59,56,2020-10-03
ARG,Argentina,Ciudad Autónoma de Buenos Aires,147,1,146,80,2020-10-03
ARG,Argentina,Córdoba,260,8,260,845,2020-10-03
ARG,Argentina,Corrientes,43,0,43,19,2020-10-03
ARG,Argentina,Entre Ríos,83,2,82,150,2020-10-03
ARG,Argentina,Formosa,12,0,12,10,2020-10-03
ARG,Argentina,Jujuy,32,1,32,59,2020-10-03
ARG,Argentina,La Pampa,27,0,27,13,2020-10-03
ARG,Argentina,La Rioja,16,0,16,19,2020-10-03
ARG,Argentina,Mendoza,126,4,125,223,2020-10-03
ARG,Argentina,Misiones,38,1,38,4,2020-10-03
ARG,Argentina,Neuquén,56,2,56,87,2020-10-03
ARG,Argentina,Río Negro,60,1,60,128,2020-10-03
ARG,Argentina,Salta,100,7,99,227,2020-10-03
ARG,Argentina,San Juan,38,0,38,4,2020-10-03
ARG,Argentina,San Luis,23,0,23,9,2020-10-03
ARG,Argentina,Santa Cruz,29,0,29,35,2020-10-03
ARG,Argentina,Santa Fe,245,6,244,573,2020-10-03
ARG,Argentina,Santiago del Estero,27,0,27,34,2020-10-03
ARG,Argentina,Tierra del Fuego,24,1,24,83,2020-10-03
ARG,Argentina,Tucumán,110,3,110,490,2020-10-03
ARM,Armenia,-99,4,0,4,11,2020-10-03
ARM,Armenia,Ararat,1,0,1,20,2020-10-03
ARM,Armenia,Armavir,1,0,1,0,2020-10-03
ARM,Armenia,Erevan,5,0,5,1,2020-10-03
ARM,Armenia,Gegharkunik,1,0,1,0,2020-10-03
ARM,Armenia,Tavush,1,0,1,0,2020-10-03
ABW,Aruba,-99,6,0,6,0,2020-10-03
AUS,Australia,-99,28,0,28,1,2020-10-03
AUS,Australia,Ashmore and Cartier Islands,2,0,2,0,2020-10-03
AUS,Australia,Australian Antarctic Territory,2,0,2,0,2020-10-03
AUS,Australia,Australian Capital Territory,42,2,42,112,2020-10-03
AUS,Australia,Coral Sea Islands Territory,1,1,1,1,2020-10-03
AUS,Australia,New South Wales,205,1,205,9,2020-10-03
AUS,Australia,Northern Territory,18,0,18,4,2020-10-03
AUS,Australia,Queensland,188,1,188,10,2020-10-03
AUS,Australia,South Australia,80,2,80,3,2020-10-03
AUS,Australia,Tasmania,40,2,40,6,2020-10-03
AUS,Australia,Victoria,310,3,310,129,2020-10-03
AUS,Australia,Western Australia,108,2,108,108,2020-10-03
AUT,Austria,-99,7,0,7,0,2020-10-03
AUT,Austria,Burgenland,18,0,18,9,2020-10-03
AUT,Austria,Kärnten,29,2,29,5,2020-10-03
AUT,Austria,Niederösterreich,104,1,104,27,2020-10-03
AUT,Austria,Oberösterreich,65,1,65,26,2020-10-03
AUT,Austria,Salzburg,29,0,29,3,2020-10-03
AUT,Austria,Steiermark,64,1,64,16,2020-10-03
AUT,Austria,Tirol,46,0,46,7,2020-10-03
AUT,Austria,Vorarlberg,24,0,24,3,2020-10-03
AUT,Austria,Wien,134,0,133,46,2020-10-03
AZE,Azerbaijan,-99,2,0,2,0,2020-10-03
AZE,Azerbaijan,Agdash,1,0,1,1,2020-10-03
AZE,Azerbaijan,Agstafa,2,1,2,1,2020-10-03
AZE,Azerbaijan,Baku,6,0,6,0,2020-10-03
AZE,Azerbaijan,Barda,1,1,1,0,2020-10-03
AZE,Azerbaijan,Dashkasan,1,1,1,100,2020-10-03
AZE,Azerbaijan,Gakh,1,0,1,0,2020-10-03
AZE,Azerbaijan,Sumgayit,1,0,1,1,2020-10-03
BHS,Bahamas,-99,1,0,1,0,2020-10-03
BHS,Bahamas,Cat Island,1,0,1,4,2020-10-03
BHS,Bahamas,Central Andros,1,1,1,1,2020-10-03
BHS,Bahamas,West Grand Bahama,1,0,1,0,2020-10-03
BHR,Bahrain,Muharraq,1,0,1,0,2020-10-03
BHR,Bahrain,Southern,1,0,1,0,2020-10-03
BGD,Bangladesh,-99,6,0,6,1,2020-10-03
BGD,Bangladesh,Barisal,4,0,4,1,2020-10-03
BGD,Bangladesh,Chittagong,59,0,58,213,2020-10-03
BGD,Bangladesh,Dhaka,123,3,123,154,2020-10-03
BGD,Bangladesh,Khulna,27,1,27,20,2020-10-03
BGD,Bangladesh,Mymensingh,7,0,7,4,2020-10-03
BGD,Bangladesh,Rajasahi,21,2,21,189,2020-10-03
BGD,Bangladesh,Rangur,7,0,7,26,2020-10-03
BGD,Bangladesh,Sylhet,12,2,12,122,2020-10-03
BLR,Belarus,-99,16,2,16,35,2020-10-03
BLR,Belarus,Brest,20,1,20,32,2020-10-03
BLR,Belarus,Homyel',14,2,14,35,2020-10-03
BLR,Belarus,Hrodna,13,1,13,39,2020-10-03
BLR,Belarus,Mahilyow,12,0,12,11,2020-10-03
BLR,Belarus,Minsk,89,4,89,73,2020-10-03
BLR,Belarus,Vitsyebsk,16,0,16,16,2020-10-03
BEL,Belgium,-99,13,0,13,12,2020-10-03
BEL,Belgium,Bruxelles,87,0,87,69,2020-10-03
BEL,Belgium,Vlaanderen,209,2,209,32,2020-10-03
BEL,Belgium,Wallonie,155,3,155,54,2020-10-03
BLZ,Belize,Belize,2,1,2,13,2020-10-03
BEN,Benin,-99,3,0,3,0,2020-10-03
BEN,Benin,Atlantique,4,0,4,0,2020-10-03
BEN,Benin,Ouémé,2,0,2,0,2020-10-03
BMU,Bermuda,Sandys,1,0,1,0,2020-10-03
BTN,Bhutan,Chhukha,1,0,1,0,2020-10-03
BOL,Bolivia,-99,10,2,10,6,2020-10-03
BOL,Bolivia,Chuquisaca,14,1,14,83,2020-10-03
BOL,Bolivia,Cochabamba,70,1,70,55,2020-10-03
BOL,Bolivia,El Beni,5,0,5,7,2020-10-03
BOL,Bolivia,La Paz,114,4,114,96,2020-10-03
BOL,Bolivia,Oruro,18,1,18,24,2020-10-03
BOL,Bolivia,Pando,3,0,3,5,2020-10-03
BOL,Bolivia,Potosí,17,3,17,27,2020-10-03
BOL,Bolivia,Santa Cruz,78,1,78,85,2020-10-03
BOL,Bolivia,Tarija,24,1,24,40,2020-10-03
BIH,Bosnia and Herzegovina,-99,2,0,2,1,2020-10-03
BIH,Bosnia and Herzegovina,Brčko,1,0,1,0,2020-10-03
BIH,Bosnia and Herzegovina,Federacija Bosna i Hercegovina,42,2,42,16,2020-10-03
BIH,Bosnia and Herzegovina,Repuplika Srpska,21,1,21,8,2020-10-03
BVT,Bouvet Island,-99,1,1,1,0,2020-10-03
BRA,Brazil,-99,113,1,113,72,2020-10-03
BRA,Brazil,Acre,11,0,11,7,2020-10-03
BRA,Brazil,Alagoas,63,1,63,43,2020-10-03
BRA,Brazil,Amapá,20,1,20,9,2020-10-03
BRA,Brazil,Amazonas,126,7,126,125,2020-10-03
BRA,Brazil,Bahia,245,1,245,212,2020-10-03
BRA,Brazil,Ceará,151,1,151,88,2020-10-03
BRA,Brazil,Distrito Federal,122,4,122,96,2020-10-03
BRA,Brazil,Espírito Santo,166,4,166,133,2020-10-03
BRA,Brazil,Goiás,238,4,238,312,2020-10-03
BRA,Brazil,Maranhão,79,2,79,49,2020-10-03
BRA,Brazil,Mato Grosso,145,2,145,139,2020-10-03
BRA,Brazil,Mato Grosso do Sul,135,1,135,87,2020-10-03
BRA,Brazil,Minas Gerais,732,7,729,630,2020-10-03
BRA,Brazil,Pará,136,5,136,73,2020-10-03
BRA,Brazil,Paraíba,106,1,106,53,2020-10-03
BRA,Brazil,Paraná,657,7,656,415,2020-10-03
BRA,Brazil,Pernambuco,180,5,180,98,2020-10-03
BRA,Brazil,Piauí,57,1,57,39,2020-10-03
BRA,Brazil,Rio de Janeiro,900,8,900,858,2020-10-03
BRA,Brazil,Rio Grande do Norte,107,2,107,48,2020-10-03
BRA,Brazil,Rio Grande do Sul,724,7,723,481,2020-10-03
BRA,Brazil,Rondônia,55,2,55,74,2020-10-03
BRA,Brazil,Roraima,12,0,12,27,2020-10-03
BRA,Brazil,Santa Catarina,399,4,399,188,2020-10-03
BRA,Brazil,São Paulo,2739,15,2738,1671,2020-10-03
BRA,Brazil,Sergipe,42,2,42,22,2020-10-03
BRA,Brazil,Tocantins,24,0,24,15,2020-10-03
IOT,British Indian Ocean Territory,-99,1,0,1,1,2020-10-03
BRN,Brunei,-99,1,0,1,1,2020-10-03
BGR,Bulgaria,-99,6,0,6,10,2020-10-03
BGR,Bulgaria,Blagoevgrad,3,0,3,0,2020-10-03
BGR,Bulgaria,Burgas,13,0,13,1,2020-10-03
BGR,Bulgaria,Dobrich,6,0,6,0,2020-10-03
BGR,Bulgaria,Gabrovo,4,0,4,0,2020-10-03
BGR,Bulgaria,Grad Sofiya,14,0,14,0,2020-10-03
BGR,Bulgaria,Haskovo,2,0,2,0,2020-10-03
BGR,Bulgaria,Kardzhali,4,0,4,2,2020-10-03
BGR,Bulgaria,Kyustendil,2,0,2,0,2020-10-03
BGR,Bulgaria,Lovech,5,0,5,0,2020-10-03
BGR,Bulgaria,Montana,2,0,2,0,2020-10-03
BGR,Bulgaria,Pazardzhik,3,0,3,0,2020-10-03
BGR,Bulgaria,Pernik,2,0,2,1,2020-10-03
BGR,Bulgaria,Pleven,1,0,1,0,2020-10-03
BGR,Bulgaria,Plovdiv,19,0,19,115,2020-10-03
BGR,Bulgaria,Razgrad,6,0,6,0,2020-10-03
BGR,Bulgaria,Ruse,7,0,7,2,2020-10-03
BGR,Bulgaria,Shumen,5,1,5,7,2020-10-03
BGR,Bulgaria,Silistra,2,0,2,0,2020-10-03
BGR,Bulgaria,Sliven,2,0,2,0,2020-10-03
BGR,Bulgaria,Smolyan,2,0,2,0,2020-10-03
BGR,Bulgaria,Sofia,96,1,96,8,2020-10-03
BGR,Bulgaria,Stara Zagora,16,0,16,0,2020-10-03
BGR,Bulgaria,Targovishte,3,0,3,5,2020-10-03
BGR,Bulgaria,Varna,19,0,19,0,2020-10-03
BGR,Bulgaria,Veliko Tarnovo,5,0,5,0,2020-10-03
BGR,Bulgaria,Vidin,1,0,1,0,2020-10-03
BGR,Bulgaria,Vratsa,5,0,5,5,2020-10-03
BGR,Bulgaria,Yambol,5,0,5,1,2020-10-03
BFA,Burkina Faso,Centre,4,0,4,1,2020-10-03
BFA,Burkina Faso,Centre-Nord,1,0,1,0,2020-10-03
BFA,Burkina Faso,Est,1,0,1,0,2020-10-03
BFA,Burkina Faso,Haut-Bassins,2,0,2,0,2020-10-03
BDI,Burundi,Bujumbura-Mairie,1,0,1,0,2020-10-03
KHM,Cambodia,-99,2,0,2,0,2020-10-03
KHM,Cambodia,Bântéay Méanchey,2,0,2,2,2020-10-03
KHM,Cambodia,Batdâmbâng,4,0,4,7,2020-10-03
KHM,Cambodia,Kâmpóng Cham,1,0,1,0,2020-10-03
KHM,Cambodia,Kâmpóng Chhnang,1,0,1,0,2020-10-03
KHM,Cambodia,Kâmpóng Spœ,1,0,1,0,2020-10-03
KHM,Cambodia,Kâmpóng Thum,2,0,2,0,2020-10-03
KHM,Cambodia,Kâmpôt,1,0,1,0,2020-10-03
KHM,Cambodia,Kândal,3,0,3,0,2020-10-03
KHM,Cambodia,Krong Preah Sihanouk,1,0,1,0,2020-10-03
KHM,Cambodia,Phnom Penh,23,0,23,5,2020-10-03
KHM,Cambodia,Prey Vêng,1,0,1,0,2020-10-03
KHM,Cambodia,Siemréab,4,0,4,0,2020-10-03
KHM,Cambodia,Svay Rieng,1,0,1,1,2020-10-03
CMR,Cameroon,-99,3,0,3,0,2020-10-03
CMR,Cameroon,Adamaoua,7,2,7,10,2020-10-03
CMR,Cameroon,Centre,6,0,6,0,2020-10-03
CMR,Cameroon,Littoral,5,0,5,0,2020-10-03
CMR,Cameroon,Nord,2,1,2,1,2020-10-03
CMR,Cameroon,Nord-Ouest,1,0,1,0,2020-10-03
CAN,Canada,-99,18,0,18,0,2020-10-03
CAN,Canada,Alberta,220,4,219,21,2020-10-03
CAN,Canada,British Columbia,280,3,280,61,2020-10-03
CAN,Canada,Manitoba,121,1,121,5,2020-10-03
CAN,Canada,New Brunswick,62,0,62,3,2020-10-03
CAN,Canada,Newfoundland and Labrador,48,0,48,22,2020-10-03
CAN,Canada,Northwest Territories,3,0,3,3,2020-10-03
CAN,Canada,Nova Scotia,130,1,129,10,2020-10-03
CAN,Canada,Ontario,357,2,356,45,2020-10-03
CAN,Canada,Prince Edward Island,13,0,13,0,2020-10-03
CAN,Canada,Québec,332,0,332,39,2020-10-03
CAN,Canada,Saskatchewan,79,1,79,31,2020-10-03
CAN,Canada,Yukon,3,0,3,0,2020-10-03
CPV,Cape Verde,-99,2,0,2,0,2020-10-03
CPV,Cape Verde,Brava,1,1,1,0,2020-10-03
CAF,Central African Republic,Mambéré-Kadéï,1,1,1,20,2020-10-03
TCD,Chad,Chari-Baguirmi,1,1,1,0,2020-10-03
TCD,Chad,Ennedi Ouest,1,0,1,0,2020-10-03
TCD,Chad,Ville de N'Djamena,1,0,1,0,2020-10-03
CHL,Chile,-99,9,0,9,3,2020-10-03
CHL,Chile,Aisén del General Carlos Ibáñez del Campo,9,0,9,5,2020-10-03
CHL,Chile,Antofagasta,36,0,36,8,2020-10-03
CHL,Chile,Araucanía,47,0,47,16,2020-10-03
CHL,Chile,Arica y Parinacota,17,0,17,11,2020-10-03
CHL,Chile,Atacama,13,0,13,2,2020-10-03
CHL,Chile,Bío-Bío,89,0,89,81,2020-10-03
CHL,Chile,Coquimbo,38,0,38,17,2020-10-03
CHL,Chile,Libertador General Bernardo O'Higgins,47,0,47,20,2020-10-03
CHL,Chile,Los Lagos,51,1,51,11,2020-10-03
CHL,Chile,Los Ríos,27,1,27,1,2020-10-03
CHL,Chile,Magallanes y Antártica Chilena,21,1,21,46,2020-10-03
CHL,Chile,Maule,58,0,58,21,2020-10-03
CHL,Chile,Ñuble,26,1,26,16,2020-10-03
CHL,Chile,Región Metropolitana de Santiago,247,1,247,67,2020-10-03
CHL,Chile,Tarapacá,18,0,18,16,2020-10-03
CHL,Chile,Valparaíso,115,0,115,16,2020-10-03
COL,Colombia,-99,18,0,18,8,2020-10-03
COL,Colombia,Amazonas,1,0,1,0,2020-10-03
COL,Colombia,Antioquia,166,2,166,92,2020-10-03
COL,Colombia,Arauca,8,1,8,16,2020-10-03
COL,Colombia,Atlántico,94,3,94,14,2020-10-03
COL,Colombia,"Bogotá, Distrito Capital",451,5,451,195,2020-10-03
COL,Colombia,Bolívar,53,3,53,17,2020-10-03
COL,Colombia,Boyacá,42,0,42,8,2020-10-03
COL,Colombia,Caldas,51,0,51,22,2020-10-03
COL,Colombia,Caquetá,9,0,9,14,2020-10-03
COL,Colombia,Casanare,13,0,13,2,2020-10-03
COL,Colombia,Cauca,36,1,36,35,2020-10-03
COL,Colombia,Cesar,27,2,27,32,2020-10-03
COL,Colombia,Chocó,5,0,5,0,2020-10-03
COL,Colombia,Córdoba,20,2,20,4,2020-10-03
COL,Colombia,Cundinamarca,106,2,104,71,2020-10-03
COL,Colombia,Guainía,1,0,1,1,2020-10-03
COL,Colombia,Guaviare,3,1,3,7,2020-10-03
COL,Colombia,Huila,25,3,25,50,2020-10-03
COL,Colombia,La Guajira,12,0,12,8,2020-10-03
COL,Colombia,Magdalena,21,2,21,9,2020-10-03
COL,Colombia,Meta,24,0,24,18,2020-10-03
COL,Colombia,Nariño,49,2,49,8,2020-10-03
COL,Colombia,Norte de Santander,49,2,49,75,2020-10-03
COL,Colombia,Putumayo,6,1,6,0,2020-10-03
COL,Colombia,Quindío,29,0,29,22,2020-10-03
COL,Colombia,Risaralda,42,1,42,30,2020-10-03
COL,Colombia,San Andrés y Providencia,4,0,4,1,2020-10-03
COL,Colombia,Santander,74,2,74,24,2020-10-03
COL,Colombia,Sucre,14,1,14,6,2020-10-03
COL,Colombia,Tolima,40,2,40,20,2020-10-03
COL,Colombia,Valle del Cauca,228,3,228,89,2020-10-03
CRI,Costa Rica,-99,11,1,11,6,2020-10-03
CRI,Costa Rica,Alajuela,56,0,56,50,2020-10-03
CRI,Costa Rica,Cartago,41,2,41,32,2020-10-03
CRI,Costa Rica,Guanacaste,22,0,22,29,2020-10-03
CRI,Costa Rica,Heredia,47,0,47,87,2020-10-03
CRI,Costa Rica,Limón,17,1,17,39,2020-10-03
CRI,Costa Rica,Puntarenas,24,2,24,17,2020-10-03
CRI,Costa Rica,San José,148,0,148,106,2020-10-03
CIV,Côte d'Ivoire,Autonome d'Abidjan,20,0,20,2,2020-10-03
CIV,Côte d'Ivoire,Comoé,1,0,1,0,2020-10-03
CIV,Côte d'Ivoire,Denguélé,1,0,1,0,2020-10-03
CIV,Côte d'Ivoire,Gôh-Djiboua,1,0,1,0,2020-10-03
CIV,Côte d'Ivoire,Lagunes,11,0,11,1,2020-10-03
CIV,Côte d'Ivoire,Sassandra-Marahoué,2,1,2,43,2020-10-03
CIV,Côte d'Ivoire,Savanes,2,0,2,2,2020-10-03
HRV,Croatia,-99,7,0,7,1,2020-10-03
HRV,Croatia,Bjelovarska-Bilogorska,6,0,6,0,2020-10-03
HRV,Croatia,Brodsko-Posavska,1,0,1,0,2020-10-03
HRV,Croatia,Dubrovacko-Neretvanska,4,1,4,80,2020-10-03
HRV,Croatia,Grad Zagreb,57,0,57,26,2020-10-03
HRV,Croatia,Istarska,12,0,12,2,2020-10-03
HRV,Croatia,Karlovacka,6,0,6,10,2020-10-03
HRV,Croatia,Koprivničko-Križevačka,5,0,5,0,2020-10-03
HRV,Croatia,Krapinsko-Zagorska,4,0,4,0,2020-10-03
HRV,Croatia,Licko-Senjska,2,0,2,0,2020-10-03
HRV,Croatia,Medimurska,3,0,3,0,2020-10-03
HRV,Croatia,Osjecko-Baranjska,17,0,17,0,2020-10-03
HRV,Croatia,Požeško-Slavonska,1,0,1,0,2020-10-03
HRV,Croatia,Primorsko-Goranska,20,0,20,1,2020-10-03
HRV,Croatia,Šibensko-Kninska,3,0,3,0,2020-10-03
HRV,Croatia,Sisacko-Moslavacka,3,1,3,1,2020-10-03
HRV,Croatia,Splitsko-Dalmatinska,18,2,18,6,2020-10-03
HRV,Croatia,Varaždinska,6,0,6,0,2020-10-03
HRV,Croatia,Viroviticko-Podravska,5,0,5,1,2020-10-03
HRV,Croatia,Vukovarsko-Srijemska,8,0,8,0,2020-10-03
HRV,Croatia,Zadarska,8,0,8,0,2020-10-03
HRV,Croatia,Zagrebačka,19,0,19,1,2020-10-03
CYP,Cyprus,Famagusta,1,0,1,0,2020-10-03
CYP,Cyprus,Larnaca,1,1,1,10,2020-10-03
CYP,Cyprus,Limassol,2,0,2,0,2020-10-03
CZE,Czech Republic,-99,10,0,9,0,2020-10-03
CZE,Czech Republic,Jihočeský,42,0,42,12,2020-10-03
CZE,Czech Republic,Jihomoravský,86,1,86,42,2020-10-03
CZE,Czech Republic,Karlovarský,26,0,26,9,2020-10-03
CZE,Czech Republic,Kraj Vysočina,35,0,35,5,2020-10-03
CZE,Czech Republic,Královéhradecký,50,1,50,18,2020-10-03
CZE,Czech Republic,Liberecký,22,1,22,34,2020-10-03
CZE,Czech Republic,Moravskoslezský,63,3,63,45,2020-10-03
CZE,Czech Republic,Olomoucký,34,1,34,6,2020-10-03
CZE,Czech Republic,Pardubický,28,1,28,106,2020-10-03
CZE,Czech Republic,Plzeňský,40,0,40,6,2020-10-03
CZE,Czech Republic,Prague,132,2,132,59,2020-10-03
CZE,Czech Republic,Středočeský,101,1,100,22,2020-10-03
CZE,Czech Republic,Ústecký,78,5,78,122,2020-10-03
CZE,Czech Republic,Zlínský,29,0,29,12,2020-10-03
COD,Democratic Republic of the Congo,-99,2,0,2,0,2020-10-03
COD,Democratic Republic of the Congo,Kinshasa,3,0,3,3,2020-10-03
DNK,Denmark,-99,40,0,40,13,2020-10-03
DNK,Denmark,Hovedstaden,375,0,375,73,2020-10-03
DNK,Denmark,Midtjylland,332,5,332,65,2020-10-03
DNK,Denmark,Nordjylland,142,2,142,27,2020-10-03
DNK,Denmark,Sjælland,268,4,268,147,2020-10-03
DNK,Denmark,Syddanmark,270,3,270,48,2020-10-03
DJI,Djibouti,Obock,1,1,1,100,2020-10-03
DMA,Dominica,-99,2,0,2,0,2020-10-03
DOM,Dominican Republic,-99,17,1,17,10,2020-10-03
DOM,Dominican Republic,Azua,2,0,2,0,2020-10-03
DOM,Dominican Republic,Baoruco,1,0,1,0,2020-10-03
DOM,Dominican Republic,Barahona,4,0,4,1,2020-10-03
DOM,Dominican Republic,Distrito Nacional,66,3,66,116,2020-10-03
DOM,Dominican Republic,Duarte,3,0,3,5,2020-10-03
DOM,Dominican Republic,El Seibo,1,0,1,0,2020-10-03
DOM,Dominican Republic,Espaillat,4,0,4,28,2020-10-03
DOM,Dominican Republic,Hato Mayor,2,0,2,0,2020-10-03
DOM,Dominican Republic,Hermanas Mirabal,2,0,2,0,2020-10-03
DOM,Dominican Republic,La Altagracia,5,0,5,3,2020-10-03
DOM,Dominican Republic,La Romana,9,0,9,0,2020-10-03
DOM,Dominican Republic,La Vega,5,0,5,0,2020-10-03
DOM,Dominican Republic,María Trinidad Sánchez,2,0,2,2,2020-10-03
DOM,Dominican Republic,Monseñor Nouel,2,0,2,4,2020-10-03
DOM,Dominican Republic,Monte Cristi,3,0,3,4,2020-10-03
DOM,Dominican Republic,Monte Plata,5,0,5,0,2020-10-03
DOM,Dominican Republic,Peravia,2,0,2,0,2020-10-03
DOM,Dominican Republic,Puerto Plata,11,1,11,9,2020-10-03
DOM,Dominican Republic,Samaná,1,0,1,0,2020-10-03
DOM,Dominican Republic,San Cristóbal,10,1,10,2,2020-10-03
DOM,Dominican Republic,San José de Ocoa,2,0,2,0,2020-10-03
DOM,Dominican Republic,San Juan,3,0,3,0,2020-10-03
