ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
GH,GHA,Ghana,2,2020-12-26,2020-12-24,100,2,106594.8709268856,0,0,10,100,6989954.680780863,100,0,5,95,0,12,88,2,3,95,2,10,88,1,11,88,1,13,86,2,6,92,2,5,93,3,7,90,3,4,93,2,8,90,3,16,81,2,1,97,2,13,85,95,0,2,3,88,1,5,6,97,0,1,2,90,0,6,4,89,1,6,4,87,2,7,4,94,0,2,4,95,0,2,3,93,0,4,3,96,1,3,0,92,1,3,4,84,0,7,9,99,0,0,1,87,1,5,7,0,0,8,92,92,0,6,2,0,0,15,85,85,0,7,8,93,1,6,0,93,1,1,5,0,99,0,1,0,7,3,20,70,100,0,0,1,34,28,21,16,0,2,37,14,47,0,7,42,18,33,0,3,57,16,24,0,2,53,21,24,0,5,17,9,69,0,80,6,5,9,80,6,8,6,80,4,9,7,80,7,5,8,80,6,8,6,80,6,6,8,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,59,40,0,2,70,28,0,3,43,54,0,1,52,47,0,2,53,45,0,3,57,40,0,0,55,45,45,0,23,16,7,9,0,0,5,30,32,33,0,1,90,9,0,0,27,73,0,0,19,37,21,9,7,7,0,0,32,27,25,16,0,0,17,45,28,10,0,0,5,81,14,0,1,6,78,15,41,1,47,11,30,1,57,12,57,1,32,10,48,1,32,19,47,1,43,9,43,1,44,12,0,0,7,4,9,15,65,0,0,4,4,18,15,59,0,3,34,15,29,19,0,1,19,15,30,35,0,2,43,16,17,22,41,2,46,11,41,14,24,21,41,15,29,15,0,3,63,34,66,20,14,80,0,7,1,2,0,0,0,10,17,0,9,10,4,16,2,5,7,4,3,5,1,1,0,4,12,0,4,76,18,2,0,0,0,100,0,0,0,0,0,0,3,33,51,13,0,0,39,28,8,13,12,2.4444444444444446,1.5308279927654653,1.3333333333333333,0.5163977794943222,11.933333333333334,6.518426776489051,2.5913978494623655,1.9849244818609544
GH,GHA,Ghana,3,2020-12-26,2020-12-22,100,3,82297.0903639265,1,32432.061330492,16,100,5393531.053268583,100,1,8,91,1,10,89,1,2,97,1,15,84,0,20,80,0,12,88,1,5,94,0,2,98,0,13,87,0,3,97,0,5,95,1,29,70,1,4,95,2,21,77,92,1,5,2,90,1,2,7,98,0,0,2,85,0,8,7,80,1,9,10,88,1,5,6,95,0,3,2,98,1,0,1,87,0,4,9,97,0,1,2,95,0,2,3,71,0,15,14,96,1,3,0,79,1,7,13,0,0,9,91,91,0,6,3,0,1,23,76,77,2,6,15,94,0,5,1,94,0,3,3,0,97,0,3,0,9,0,35,56,100,0,0,0,38,29,19,14,0,0,52,20,28,0,7,51,17,25,0,6,59,9,26,0,8,51,13,28,0,8,16,10,66,0,65,13,11,11,65,11,7,17,65,6,23,6,65,14,5,16,65,13,9,13,65,13,7,15,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,59,40,0,1,65,34,0,0,48,52,0,0,56,44,0,1,44,55,0,1,36,63,0,0,51,49,49,0,28,15,5,3,0,0,4,25,37,34,0,0,98,2,0,0,24,76,0,1,35,29,21,11,2,1,0,1,18,29,33,19,0,1,30,37,26,6,0,0,3,92,5,0,2,2,85,11,41,3,49,7,35,3,52,10,52,3,39,6,44,3,35,18,56,1,34,9,64,0,27,9,0,2,1,7,8,10,72,0,1,3,2,19,13,62,0,2,31,20,29,18,0,2,15,18,30,35,0,3,41,17,20,19,42,1,47,10,42,16,16,26,42,15,27,16,0,0,70,30,70,24,6,76,3,12,1,2,0,0,0,6,6,0,6,8,8,25,2,7,5,4,2,2,5,4,1,2,13,0,1,90,9,0,0,0,0,0,100,0,0,0,0,0,1,45,44,10,0,3,28,30,14,15,10,2.3636363636363638,1.7676479074123115,1.875,0.83452296039628,13.513541666666667,6.6696266729210825,3.0252631578947367,1.9992002880435282
GH,GHA,Ghana,-99,2020-12-27,2020-12-26,100,4,181546.1573332584,2,109149.2660418769,6,86,7479665.4290752495,0,3,8,89,6,10,84,3,2,95,4,17,79,4,11,85,4,15,81,5,4,91,4,5,91,4,1,95,4,2,94,4,8,88,2,22,76,3,2,95,3,9,88,92,1,4,3,90,1,3,6,98,0,0,2,83,1,6,10,89,2,4,5,85,1,4,10,96,1,0,3,95,0,2,3,99,0,0,1,98,1,0,1,92,1,4,3,78,2,10,10,98,1,1,0,91,0,6,3,13,1,5,81,96,0,1,3,15,0,16,69,84,1,6,9,94,0,6,0,94,0,0,6,0,100,0,0,0,25,3,16,56,100,0,24,1,19,20,14,22,38,7,20,8,27,38,9,19,11,23,38,8,29,9,16,38,10,26,9,17,38,9,13,4,36,0,86,5,3,6,86,3,7,4,86,5,7,2,86,6,1,7,86,4,5,5,86,5,2,7,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,45,2,28,25,45,3,28,24,45,3,21,31,45,4,28,23,45,4,31,20,45,6,24,25,50,0,23,27,77,0,12,4,3,4,56,1,1,10,18,14,56,0,43,1,61,0,10,29,61,0,14,12,9,2,2,0,61,0,10,12,9,8,64,0,12,12,7,5,67,3,1,26,3,75,3,1,21,0,74,0,22,4,73,0,20,7,80,0,15,5,73,0,14,13,70,0,26,4,77,1,14,8,79,0,0,1,0,4,16,79,0,1,0,3,4,13,86,0,3,2,4,5,86,0,3,1,5,5,86,0,6,2,1,5,93,2,3,2,93,2,1,4,93,1,3,3,87,1,2,10,90,7,3,99,1,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,2.7,2.086904984371139,1.3333333333333333,0.5773502691896257,0,0,0,0
GH,GHA,Ghana,2,2020-12-27,2020-12-25,100,1,46900.174935866395,0,0,8,100,6218292.214815084,97,0,2,98,0,8,92,1,2,97,1,11,88,1,14,85,1,12,87,1,8,91,1,4,95,2,6,92,1,3,96,1,6,93,1,11,88,1,0,99,1,12,87,98,0,0,2,92,1,5,2,98,0,2,0,89,0,6,5,86,0,7,7,88,1,4,7,92,0,3,5,96,0,1,3,94,0,2,4,97,1,2,0,94,0,4,2,89,0,3,8,100,0,0,0,88,1,5,6,0,0,7,93,93,0,4,3,0,1,17,82,83,0,5,12,95,0,5,0,95,1,0,4,0,100,0,0,0,6,2,19,73,100,0,0,0,38,32,19,11,0,5,34,19,42,0,7,46,18,29,0,3,57,18,22,0,5,52,20,23,0,6,20,15,59,0,81,6,6,7,81,6,9,4,81,4,11,4,81,8,6,5,81,6,9,4,81,6,7,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,59,40,0,2,67,31,0,3,42,55,0,2,56,42,0,2,61,37,0,3,51,46,0,0,58,42,42,0,26,15,7,10,0,0,5,26,31,38,0,0,90,10,0,0,26,74,0,0,26,35,22,9,2,6,0,0,36,24,25,15,0,1,16,41,31,11,0,0,4,83,13,0,1,10,76,13,41,3,47,9,33,3,53,11,58,3,32,7,44,3,31,22,39,4,51,6,49,3,44,4,0,0,8,3,10,15,64,0,0,6,2,16,16,60,0,5,29,20,24,22,0,2,22,16,24,36,0,1,44,17,17,21,39,2,53,6,39,14,27,20,39,15,34,12,0,2,58,40,60,26,14,74,0,9,2,2,0,0,0,13,16,0,10,14,4,12,1,4,9,2,3,3,4,2,0,6,10,0,3,78,18,1,0,0,0,100,0,0,0,0,0,2,4,39,44,11,2,0,37,29,10,10,12,2.272727272727273,1.3182729428297617,1.25,0.5,12.48314606741573,7.54096744388845,2.8152173913043477,1.9607654248080748
GH,GHA,Ghana,3,2020-12-27,2020-12-23,100,3,82297.0903639265,1,32432.061330492,13,100,5253353.6618852,100,0,8,92,1,10,89,0,1,99,0,11,89,0,13,87,0,10,90,0,6,94,0,5,95,1,7,92,0,5,95,0,6,94,0,26,74,0,4,96,1,15,84,92,1,5,2,90,1,4,5,99,0,0,1,89,0,7,4,87,1,7,5,90,1,5,4,94,0,4,2,95,1,3,1,93,0,2,5,95,0,3,2,94,0,2,4,74,0,13,13,96,1,3,0,85,0,6,9,0,0,7,93,93,1,5,1,0,3,26,71,74,2,7,17,93,0,6,1,93,0,4,3,0,96,1,3,0,12,0,32,56,100,0,0,0,34,34,18,14,0,3,45,20,32,0,8,53,14,25,0,4,58,11,27,0,7,48,13,32,0,7,16,10,67,0,68,10,12,10,68,8,11,13,68,5,20,7,68,11,4,17,68,10,11,11,68,12,7,13,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,48,51,0,1,66,33,0,1,52,47,0,0,58,42,0,1,50,49,0,1,43,56,0,0,54,46,46,0,25,15,5,9,0,0,6,25,33,36,0,1,96,3,0,0,23,77,0,1,28,32,21,12,5,1,0,1,20,27,35,17,0,1,29,38,24,8,0,0,6,88,6,0,2,4,83,11,52,3,35,10,34,3,47,16,48,3,37,12,42,3,34,21,50,1,36,13,57,0,31,12,0,1,2,6,5,19,67,0,1,3,2,14,18,62,0,0,31,17,28,24,0,2,14,20,32,32,0,3,41,16,22,18,43,3,45,9,43,16,18,23,43,11,29,17,0,0,65,35,65,26,9,74,3,14,1,1,1,0,0,6,9,0,4,12,5,22,2,7,8,1,2,3,4,3,3,2,13,0,0,89,11,0,0,0,0,0,100,0,0,0,0,0,2,50,37,11,0,3,34,25,17,11,10,2.372549019607843,1.865055326940469,2.2,0.8366600265340757,13.291752577319588,6.913176882216381,2.9085106382978725,1.7412552371668202
GH,GHA,Ghana,-99,2020-12-28,2020-12-26,100,4,181546.1573332584,2,109149.2660418769,6,85,7360120.177249597,0,4,8,88,7,9,84,4,2,94,5,17,78,4,13,83,5,16,79,6,3,91,5,5,90,5,3,92,5,3,92,5,10,85,2,25,73,4,4,92,4,8,88,92,1,4,3,91,0,3,6,98,0,0,2,83,1,6,10,87,2,5,6,84,0,5,11,97,0,0,3,95,0,2,3,97,0,1,2,97,2,0,1,90,1,5,4,75,2,13,10,96,1,2,1,92,0,5,3,14,1,5,80,96,0,1,3,16,0,15,69,85,0,5,10,95,0,5,0,95,0,0,5,0,100,0,0,0,24,2,15,59,100,0,26,1,18,20,14,21,40,7,18,8,27,40,9,18,11,22,40,8,29,9,14,40,10,26,10,14,40,9,13,5,33,0,87,5,2,6,87,3,6,4,87,5,7,1,87,6,1,6,87,4,5,4,87,5,3,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,46,3,28,23,46,4,29,21,46,4,21,29,46,5,28,21,46,5,32,17,46,7,22,25,50,1,24,25,76,0,11,6,3,4,57,3,1,9,17,13,57,2,40,1,63,0,11,26,63,0,14,10,10,1,2,0,63,0,10,8,11,8,67,0,10,10,8,5,70,1,1,25,3,76,3,2,19,0,73,0,23,4,72,0,21,7,80,0,14,6,73,0,15,12,69,0,27,4,78,1,13,8,80,0,0,1,0,3,16,80,0,1,0,3,3,13,88,0,3,1,4,4,88,0,3,1,4,4,88,0,6,1,1,4,94,2,2,2,94,2,1,3,94,1,2,3,89,1,2,8,92,6,2,99,1,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,2.75,1.9838054014866837,1.3333333333333333,0.5773502691896257,0,0,0,0
GH,GHA,Ghana,2,2020-12-28,2020-12-25,100,1,46900.174935866395,0,0,8,100,6218292.214815084,97,0,2,98,0,8,92,1,2,97,1,11,88,1,14,85,1,12,87,1,8,91,1,4,95,2,6,92,1,3,96,1,6,93,1,11,88,1,0,99,1,12,87,98,0,0,2,92,1,5,2,98,0,2,0,89,0,6,5,86,0,7,7,88,1,4,7,92,0,3,5,96,0,1,3,94,0,2,4,97,1,2,0,94,0,4,2,89,0,3,8,100,0,0,0,88,1,5,6,0,0,7,93,93,0,4,3,0,1,17,82,83,0,5,12,95,0,5,0,95,1,0,4,0,100,0,0,0,6,2,19,73,100,0,0,0,38,32,19,11,0,5,34,19,42,0,7,46,18,29,0,3,57,18,22,0,5,52,20,23,0,6,20,15,59,0,81,6,6,7,81,6,9,4,81,4,11,4,81,8,6,5,81,6,9,4,81,6,7,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,59,40,0,2,67,31,0,3,42,55,0,2,56,42,0,2,61,37,0,3,51,46,0,0,58,42,42,0,26,15,7,10,0,0,5,26,31,38,0,0,90,10,0,0,26,74,0,0,26,35,22,9,2,6,0,0,36,24,25,15,0,1,16,41,31,11,0,0,4,83,13,0,1,10,76,13,41,3,47,9,33,3,53,11,58,3,32,7,44,3,31,22,39,4,51,6,49,3,44,4,0,0,8,3,10,15,64,0,0,6,2,16,16,60,0,5,29,20,24,22,0,2,22,16,24,36,0,1,44,17,17,21,39,2,53,6,39,14,27,20,39,15,34,12,0,2,58,40,60,26,14,74,0,9,2,2,0,0,0,13,16,0,10,14,4,12,1,4,9,2,3,3,4,2,0,6,10,0,3,78,18,1,0,0,0,100,0,0,0,0,0,2,4,39,44,11,2,0,37,29,10,10,12,2.272727272727273,1.3182729428297617,1.25,0.5,12.48314606741573,7.54096744388845,2.8152173913043477,1.9607654248080748
GH,GHA,Ghana,3,2020-12-28,2020-12-23,100,3,82297.0903639265,1,32432.061330492,13,100,5255731.076176444,100,0,8,92,1,10,89,0,1,99,0,11,89,0,13,87,0,10,90,0,6,94,0,5,95,1,7,92,0,5,95,0,6,94,0,26,74,0,4,96,1,15,84,92,1,5,2,90,1,4,5,99,0,0,1,89,0,7,4,87,1,7,5,90,1,5,4,94,0,4,2,95,1,3,1,93,0,2,5,95,0,3,2,94,0,2,4,74,0,13,13,96,1,3,0,85,0,6,9,0,0,7,93,93,1,5,1,0,3,26,71,74,2,7,17,93,0,6,1,93,0,4,3,0,96,1,3,0,12,0,32,56,100,0,0,0,34,33,18,15,0,3,44,20,33,0,8,53,13,26,0,4,58,11,27,0,7,48,13,32,0,7,16,10,67,0,68,10,12,10,68,8,11,13,68,5,20,7,68,11,4,17,68,10,11,11,68,12,7,13,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,47,52,0,1,65,34,0,1,52,47,0,0,58,42,0,1,50,49,0,1,43,56,0,0,54,46,46,0,26,14,5,9,0,0,6,25,33,36,0,1,96,3,0,0,23,77,0,1,28,32,21,12,5,1,0,1,21,27,34,17,0,1,29,39,23,8,0,0,6,88,6,0,2,4,83,11,53,3,34,10,35,3,46,16,48,3,37,12,42,3,34,21,50,1,36,13,57,0,31,12,0,1,2,6,5,20,66,0,1,3,2,15,18,61,0,0,32,17,27,24,0,2,14,20,32,32,0,3,41,16,22,18,43,3,45,9,43,16,18,23,43,11,29,17,0,0,65,35,65,26,9,74,3,14,1,1,1,0,0,6,9,0,4,12,5,22,2,7,8,1,2,3,4,2,3,2,14,0,0,89,11,0,0,0,0,0,100,0,0,0,0,0,2,50,36,12,0,3,33,25,17,11,11,2.372549019607843,1.865055326940469,2.2,0.8366600265340757,13.271134020618558,6.8989425331424075,2.9085106382978725,1.7412552371668202
GH,GHA,Ghana,-99,2020-12-30,2020-12-27,100,2,109496.03336703099,2,109496.03336703099,15,83,7493275.998510034,0,6,7,87,6,8,86,7,5,88,5,17,78,6,11,83,3,19,78,8,3,89,6,5,89,5,9,86,7,7,86,5,12,83,3,20,77,7,3,90,6,12,82,93,1,2,4,92,2,3,3,95,1,1,3,83,1,6,10,89,3,4,4,81,3,5,11,97,1,1,1,95,3,1,1,91,0,3,6,93,2,3,2,88,2,5,5,80,1,11,8,97,0,2,1,88,3,4,5,16,1,10,73,90,0,4,6,17,1,14,68,87,0,6,7,94,0,6,0,94,0,1,5,0,99,0,1,0,27,3,19,51,100,0,25,0,16,26,18,15,35,3,24,11,27,35,7,22,14,22,35,6,33,9,17,35,8,28,8,21,35,6,11,8,40,0,82,8,4,6,82,5,9,4,82,5,10,3,82,10,1,7,82,8,6,4,82,9,3,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,43,7,26,24,43,6,29,22,43,7,23,27,43,6,33,18,43,6,27,24,43,6,28,23,46,3,29,22,71,1,13,9,0,6,54,5,1,5,18,17,54,5,38,3,62,1,8,29,62,0,12,8,14,0,2,2,62,0,10,10,11,7,68,2,6,9,13,2,70,0,1,25,4,79,2,3,14,2,74,0,20,6,71,1,23,5,77,0,18,5,67,0,24,9,73,0,22,5,72,0,19,9,85,0,3,1,1,1,9,85,0,3,1,1,2,8,94,0,1,2,1,2,94,0,1,0,3,2,94,0,1,2,2,1,97,1,1,1,97,1,1,1,97,0,1,2,94,0,4,2,98,2,0,99,0,0,0,0,0,0,0,1,95,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,100,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,2.4444444444444446,1.9776529298921768,1.8333333333333333,1.1690451944500122,0,0,0,0
GH,GHA,Ghana,1,2020-12-30,2020-12-21,100,1,326744.965277285,0,0,6,100,8113044.1812459575,96,1,5,94,1,15,84,1,3,96,1,20,79,1,19,80,0,26,74,2,8,90,1,14,85,1,5,94,0,5,95,0,13,87,1,25,74,1,5,94,1,15,84,95,1,2,2,85,0,9,6,97,0,3,0,80,1,6,13,81,1,7,11,74,3,11,12,92,1,2,5,86,1,7,6,95,1,3,1,95,0,3,2,87,0,5,8,75,1,8,16,95,1,0,4,85,1,4,10,0,0,6,94,94,0,3,3,0,0,7,93,93,0,2,5,98,0,2,0,98,0,1,1,0,99,0,1,0,2,3,30,65,100,0,0,0,38,30,20,12,0,5,44,16,35,0,9,38,26,27,0,6,56,20,18,0,8,47,22,23,0,8,20,7,65,0,70,9,10,11,70,8,14,8,70,4,21,5,70,8,4,18,70,6,18,6,70,10,9,11,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,3,44,53,0,3,43,54,0,3,31,66,0,4,51,45,0,2,43,55,0,2,50,48,0,0,51,49,49,0,34,5,2,10,0,2,9,37,35,17,0,0,87,13,0,0,14,86,0,0,24,23,28,11,10,4,0,2,26,28,34,10,0,1,22,39,25,13,0,0,6,78,16,0,1,7,75,17,56,4,28,12,57,4,28,11,69,4,15,12,49,5,22,24,57,4,26,13,50,3,31,16,0,2,4,5,18,21,50,0,3,7,9,14,25,42,0,1,32,13,22,32,0,2,23,16,27,32,0,1,47,21,15,16,32,2,60,6,32,17,23,28,32,16,33,19,0,1,47,52,48,27,25,73,1,8,1,4,2,0,1,10,26,0,7,18,7,12,3,1,6,4,0,4,2,1,0,2,7,0,0,83,16,1,0,0,100,0,0,0,0,0,0,2,6,41,37,14,2,1,22,23,11,14,27,3,2.1251185925162073,0.75,0.5,11.153061224489797,6.624465807393552,2.8222222222222224,1.8637751816113743
GH,GHA,Ghana,2,2020-12-30,2020-12-26,100,1,44413.3703868895,1,44413.3703868895,6,100,6438710.690672654,96,1,4,95,1,8,91,1,3,96,1,19,80,1,18,81,1,14,85,1,10,89,1,6,93,1,8,91,1,5,94,1,2,97,0,22,78,1,1,98,1,11,88,96,0,1,3,92,0,5,3,97,1,2,0,81,0,8,11,82,1,5,12,86,0,4,10,90,0,4,6,94,0,2,4,92,0,2,6,95,0,4,1,98,0,1,1,78,1,11,10,99,1,0,0,89,1,6,4,0,0,5,95,95,0,3,2,0,2,15,83,85,0,3,12,97,0,3,0,97,0,0,3,0,100,0,0,0,5,1,19,75,100,0,0,0,39,33,14,14,0,4,44,16,36,0,4,47,20,29,0,2,61,17,20,0,3,53,17,27,0,3,17,14,66,0,81,8,6,5,81,7,8,4,81,2,14,3,81,9,3,7,81,6,8,5,81,8,5,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,51,49,0,1,64,35,0,2,42,56,0,2,55,43,0,1,54,45,0,1,45,54,0,0,52,48,48,0,28,7,7,10,0,0,6,21,33,40,0,0,90,10,0,3,23,74,0,1,29,29,23,12,2,4,0,0,25,29,33,13,0,1,19,48,24,8,0,1,5,80,14,0,2,9,77,12,49,4,36,11,36,4,46,14,58,3,30,9,45,4,26,25,46,5,42,7,55,3,36,6,0,2,8,2,9,16,63,0,2,4,7,9,19,59,0,4,26,19,21,30,0,1,31,12,24,32,0,1,45,22,18,14,33,5,58,4,33,18,21,28,33,15,35,17,0,0,61,39,61,27,12,73,0,12,1,4,0,0,1,9,12,0,5,14,6,17,1,3,10,1,1,3,6,1,0,4,16,0,1,74,25,0,0,0,0,100,0,0,0,0,0,3,3,47,39,8,3,2,35,27,12,9,12,2.9444444444444446,1.7635370404620825,1.25,0.5,12.872340425531913,7.522345268230994,2.782608695652174,1.7530261869781774
