ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C12..99,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
CL,CHL,Chile,6,2020-12-25,2020-12-24,100,0,0,0,0,8,100,1183867.3129126579,93,0,1,99,0,3,97,0,4,96,0,2,98,0,7,93,0,6,94,0,4,96,0,1,99,0,1,99,0,0,100,0,3,97,0,9,91,0,2,98,0,5,95,99,0,1,0,97,0,0,3,96,0,1,3,98,0,0,2,93,0,4,3,94,0,0,6,96,0,1,3,99,0,1,0,99,0,1,0,100,0,0,0,97,0,2,1,91,0,2,7,98,0,2,0,95,0,5,0,0,0,6,94,94,0,1,5,0,1,28,71,72,1,8,19,92,0,8,0,92,1,7,0,99,0,1,0,10,2,6,82,100,0,0,0,0,0,0,54,29,4,13,0,7,55,21,17,0,13,63,14,10,0,11,59,13,17,0,7,60,16,17,0,15,11,11,63,94,0,2,4,94,2,2,2,94,2,1,3,94,2,1,3,94,2,0,4,94,2,0,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,2,25,73,0,3,58,39,0,4,11,85,0,2,48,50,0,5,3,92,0,4,21,75,0,1,51,48,49,0,27,17,5,2,0,0,0,2,28,70,0,0,100,0,0,1,14,85,0,0,95,1,1,0,0,3,0,0,25,26,35,14,0,1,49,37,9,4,100,100,75,1,23,1,42,1,57,0,89,0,10,1,52,1,30,17,97,0,3,0,79,1,20,0,0,0,0,1,9,21,69,0,1,0,2,14,16,67,0,0,46,31,13,10,0,0,10,26,28,36,0,0,7,26,36,31,67,5,16,12,67,8,13,12,67,4,19,10,0,1,40,59,41,0,22,37,78,1,3,1,2,2,0,1,12,38,0,3,4,4,11,3,1,4,0,1,7,2,2,2,4,14,0,5,47,46,0,2,0,0,0,0,0,0,0,100,0,5,3,75,9,8,5,2,20,23,35,7,8,2.4,1.353358395757909,1.4,0.8944271909999157,12.687499999999998,5.68157224348109,2.641304347826087,1.3952944605456012
CL,CHL,Chile,-99,2020-12-26,2020-12-26,315,3,17721.80555313605,0,0,42,241,3226063.4122814154,0,2,6,307,2,38,275,2,11,302,2,32,281,3,61,251,5,41,269,1,37,277,5,15,295,3,11,301,5,6,304,5,26,284,3,53,259,3,6,306,3,42,270,309,0,1,5,277,4,16,18,304,1,5,5,283,2,14,16,254,3,26,32,274,4,18,19,278,1,21,15,300,0,6,9,304,3,1,7,309,1,4,1,289,2,16,8,262,2,25,26,309,1,3,2,273,3,23,16,73,1,21,220,296,0,2,17,76,15,80,144,236,4,16,59,299,0,16,0,299,3,13,0,312,2,1,0,112,3,24,176,315,0,0,0,0,94,2,92,61,35,31,116,12,91,39,57,116,18,99,47,35,116,21,96,41,41,116,21,92,35,51,116,22,36,26,115,293,7,8,7,293,7,7,8,293,7,9,6,293,8,10,4,293,7,4,11,293,8,5,9,315,0,0,0,315,0,0,0,315,0,0,0,315,0,0,0,315,0,0,0,315,0,0,0,315,0,0,0,315,0,0,0,315,0,0,0,315,0,0,0,315,0,0,0,315,0,0,0,131,13,52,119,131,7,94,83,131,13,30,141,131,8,76,100,131,11,19,154,131,10,44,130,150,2,83,80,232,0,58,17,6,2,159,3,0,13,51,89,159,4,151,1,167,3,23,122,167,1,128,4,1,1,1,12,167,1,47,50,35,15,173,0,44,68,23,7,315,315,266,1,46,2,224,2,88,1,286,1,25,3,242,2,44,27,297,1,11,6,274,2,37,2,185,0,3,4,10,26,87,185,0,3,6,11,32,78,202,2,49,31,15,16,202,2,23,31,22,35,202,2,32,34,17,28,261,8,39,7,261,11,20,23,261,3,34,17,221,0,38,56,259,1,24,31,302,2,2,0,0,0,0,2,7,269,1,4,1,5,2,2,1,2,3,0,4,1,1,2,1,16,315,0,0,0,0,0,315,0,0,0,0,0,0,0,0,315,0,0,0,0,315,0,0,0,0,0,0,2.6986301369863015,1.976844648443359,2.25,1.3904435743076142,0,0,0,0
CL,CHL,Chile,1,2020-12-26,2020-12-26,108,1,7771.57063605318,0,0,9,108,1365230.349960469,100,0,1,107,0,8,100,0,1,107,0,19,89,0,33,75,0,11,97,0,6,102,0,3,105,0,3,105,0,1,107,0,9,99,1,20,87,0,0,108,0,24,84,107,0,1,0,100,0,5,3,107,0,0,1,89,0,8,11,75,0,11,22,97,0,1,10,102,0,2,4,105,0,1,2,105,0,1,2,107,0,1,0,99,0,3,6,88,0,5,15,108,0,0,0,84,0,9,15,0,0,8,100,100,0,4,4,0,1,35,72,73,0,3,32,105,0,3,0,105,1,2,0,107,0,1,0,4,0,16,88,108,0,0,0,0,0,0,45,39,19,5,0,0,48,44,16,0,2,62,36,8,0,2,54,34,18,0,2,41,40,25,0,3,16,25,64,92,1,3,12,92,0,7,9,92,1,6,9,92,1,9,6,92,1,4,11,92,1,2,13,108,0,0,0,108,0,0,0,108,0,0,0,108,0,0,0,108,0,0,0,108,0,0,0,108,0,0,0,108,0,0,0,108,0,0,0,108,0,0,0,108,0,0,0,108,0,0,0,0,0,15,93,0,0,62,46,0,0,23,85,0,0,76,32,0,1,18,89,0,1,29,78,0,0,73,35,35,0,47,18,5,3,0,3,4,11,42,48,0,1,107,0,0,4,11,93,0,0,100,4,1,0,0,3,0,0,15,47,37,9,0,0,29,64,15,0,108,108,93,0,15,0,46,1,60,1,85,0,23,0,32,1,34,41,90,0,9,9,79,1,28,0,0,0,4,4,21,31,48,0,0,5,13,30,31,29,0,1,63,33,6,5,0,0,16,24,33,35,0,0,26,36,29,17,46,1,47,14,46,5,17,40,46,5,33,24,0,0,41,67,41,1,24,42,84,1,5,0,3,7,1,1,6,43,1,3,11,2,4,2,1,7,2,1,2,2,0,4,1,22,0,1,39,64,1,3,0,0,108,0,0,0,0,0,0,6,2,78,13,9,6,0,6,20,38,29,9,2.590909090909091,1.7972395305217195,1.1666666666666667,0.408248290463863,10.24578313253012,6.2300863480062985,3.795918367346939,1.6115509829313492
CL,CHL,Chile,2,2020-12-26,2020-12-26,206,0,0,0,0,43,206,1644467.5782138384,201,0,4,202,0,9,197,0,2,204,0,22,184,0,51,155,0,14,192,0,18,188,0,3,203,0,13,193,0,1,205,0,17,189,0,48,158,0,0,206,0,50,156,202,0,2,2,197,0,2,7,204,0,1,1,184,0,9,13,155,0,18,33,192,1,3,10,188,0,11,7,203,0,2,1,193,0,9,4,205,0,0,1,189,0,9,8,158,0,17,31,206,0,0,0,156,1,23,26,0,0,21,185,185,0,7,14,0,1,83,122,123,1,18,64,188,0,18,0,188,8,10,0,198,1,6,1,20,0,23,163,206,0,0,0,0,0,1,74,89,30,12,0,1,93,81,31,0,1,126,62,17,0,0,99,65,42,0,0,76,67,63,0,1,25,45,135,183,4,7,12,183,7,5,11,183,7,4,12,183,6,7,10,183,7,1,15,183,5,4,14,206,0,0,0,206,0,0,0,206,0,0,0,206,0,0,0,206,0,0,0,206,0,0,0,206,0,0,0,206,0,0,0,206,0,0,0,206,0,0,0,206,0,0,0,206,0,0,0,0,0,64,142,0,0,115,91,0,0,39,167,0,0,129,77,0,0,21,185,0,0,49,157,0,0,147,59,59,0,87,46,11,3,0,0,1,16,74,115,0,0,205,1,0,1,37,168,0,0,191,10,0,1,0,4,0,0,16,59,95,36,0,1,54,123,22,6,206,206,142,2,59,3,91,2,111,2,167,2,37,0,77,2,61,66,185,0,12,9,157,1,48,0,0,0,1,15,36,55,99,0,0,7,14,32,69,84,0,1,115,58,23,9,0,0,23,48,66,69,0,0,53,63,48,42,90,2,92,22,90,7,46,63,90,5,62,49,0,0,124,82,124,0,30,52,176,0,8,1,8,1,0,1,11,52,0,4,13,8,26,0,6,14,8,3,5,14,2,4,6,41,0,2,81,120,0,3,0,0,0,206,0,0,0,0,0,2,0,168,16,20,2,0,36,72,62,27,7,2.6226415094339623,1.6815685998420768,2.2222222222222223,1.262842524557225,9.81958762886598,6.2384340929992925,3.407960199004975,1.480789086402233
CL,CHL,Chile,3,2020-12-26,2020-12-26,206,1,7596.34253344207,0,0,30,206,1625147.930044161,203,1,1,204,1,15,190,1,0,205,1,16,189,0,36,170,1,17,188,1,12,193,1,2,203,1,3,202,1,5,200,1,6,199,1,43,162,1,2,203,0,21,185,205,0,1,0,191,0,7,8,206,0,0,0,190,1,5,10,170,2,13,21,189,0,10,7,194,0,7,5,204,0,1,1,203,0,2,1,201,1,3,1,200,0,4,2,163,1,16,26,204,0,2,0,185,0,15,6,0,0,18,188,188,0,5,13,0,3,87,116,119,1,21,65,185,2,19,0,185,4,17,0,202,3,1,0,25,1,16,164,206,0,0,0,0,0,0,89,66,27,24,0,2,94,65,45,0,4,127,43,32,0,4,101,51,50,0,5,87,56,58,0,6,16,39,145,190,0,7,9,190,3,2,11,190,3,3,10,190,4,9,3,190,4,1,11,190,4,2,10,206,0,0,0,206,0,0,0,206,0,0,0,206,0,0,0,206,0,0,0,206,0,0,0,206,0,0,0,206,0,0,0,206,0,0,0,206,0,0,0,206,0,0,0,206,0,0,0,0,1,50,155,0,0,108,98,0,1,30,175,0,1,117,88,0,2,14,190,0,1,39,166,0,0,127,79,79,0,84,34,6,3,0,1,1,19,77,108,0,0,206,0,0,4,28,174,0,0,192,5,3,0,0,6,0,0,30,56,81,39,0,1,68,110,19,8,206,206,156,1,47,2,98,2,105,1,176,2,27,1,89,1,55,61,192,1,10,3,167,0,38,1,0,1,2,6,22,48,127,0,0,4,8,18,53,123,0,1,107,62,15,21,0,0,35,47,58,66,0,0,62,62,47,35,82,4,100,20,82,26,45,53,82,26,61,37,0,0,145,61,145,0,31,30,175,3,5,1,3,3,2,3,11,30,0,9,18,14,23,3,8,13,4,4,10,11,12,2,7,38,0,3,87,114,0,2,0,0,0,0,206,0,0,0,0,3,1,166,19,17,3,1,37,54,76,26,9,3.158536585365854,1.9402781536315354,1.75,0.7745966692414834,11.141361256544503,6.293347885737138,3.4150000000000005,1.491272769268523
CL,CHL,Chile,4,2020-12-26,2020-12-26,200,0,0,0,0,24,200,1707160.685622418,191,1,1,198,1,15,184,1,3,196,1,16,183,1,27,172,1,12,187,0,10,190,1,5,194,0,8,192,1,0,199,0,6,194,1,38,161,1,3,196,1,35,164,199,0,1,0,185,0,5,10,197,0,2,1,184,1,8,7,173,0,11,16,188,1,8,3,190,0,5,5,195,1,3,1,192,0,7,1,200,0,0,0,194,0,4,2,162,2,13,23,197,0,3,0,165,1,18,16,0,0,14,186,186,0,0,14,0,2,79,119,121,0,26,53,174,1,25,0,174,3,23,0,197,0,3,0,28,1,13,158,200,0,0,0,0,0,0,106,49,22,23,0,5,99,58,38,0,6,136,36,22,0,8,114,45,33,0,7,109,46,38,0,9,26,37,128,187,2,8,3,187,5,4,4,187,4,4,5,187,5,4,4,187,5,3,5,187,5,4,4,200,0,0,0,200,0,0,0,200,0,0,0,200,0,0,0,200,0,0,0,200,0,0,0,200,0,0,0,200,0,0,0,200,0,0,0,200,0,0,0,200,0,0,0,200,0,0,0,0,2,65,133,0,3,114,83,0,6,33,161,0,3,107,90,0,5,15,180,0,4,42,154,0,0,113,87,87,0,67,29,15,2,0,0,0,10,49,141,0,0,200,0,0,2,42,156,0,0,183,8,1,0,0,8,0,0,35,60,66,39,0,3,70,101,17,9,200,200,135,1,64,0,86,1,113,0,167,1,31,1,93,2,72,33,185,1,12,2,158,1,40,1,0,2,1,3,23,48,123,0,0,2,6,32,45,115,0,2,91,72,16,19,0,2,24,42,64,68,0,0,52,50,54,44,98,7,71,24,98,25,32,45,98,17,57,28,0,0,129,71,129,0,29,42,171,1,7,1,5,5,0,1,9,42,1,10,9,7,16,4,7,13,8,4,10,7,8,0,7,47,0,3,84,112,1,0,0,0,0,0,0,200,0,0,0,7,3,152,16,22,7,1,9,48,78,36,21,2.9444444444444446,1.942039648634937,1.9090909090909092,0.8312094145936335,10.862433862433862,5.893750422676946,3.507936507936508,1.525035917327459
CL,CHL,Chile,5,2020-12-26,2020-12-26,168,1,3910.17198151409,0,0,33,167,1087384.7267175377,161,2,3,163,2,10,156,3,1,164,3,12,153,3,11,154,3,13,152,3,7,158,3,3,162,3,3,162,1,2,165,4,6,158,3,23,142,3,1,164,3,23,142,165,0,1,2,158,0,2,8,167,0,0,1,156,0,7,5,157,0,4,7,155,1,5,7,161,0,4,3,165,0,1,2,165,0,3,0,166,0,2,0,162,1,3,2,145,1,6,16,167,0,1,0,145,1,10,12,0,1,18,149,150,0,5,13,0,0,73,95,95,1,15,57,153,1,13,1,153,1,14,0,167,1,0,0,16,2,15,135,168,0,0,0,0,0,0,83,41,29,15,0,10,87,39,32,0,16,98,37,17,0,16,89,32,31,0,14,86,34,34,0,19,12,25,112,153,1,7,7,153,6,3,6,153,4,4,7,153,8,2,5,153,6,2,7,153,7,4,4,168,0,0,0,168,0,0,0,168,0,0,0,168,0,0,0,168,0,0,0,168,0,0,0,168,0,0,0,168,0,0,0,168,0,0,0,168,0,0,0,168,0,0,0,168,0,0,0,0,3,41,124,0,3,89,76,0,4,18,146,0,3,90,75,0,3,8,157,0,3,35,130,0,0,98,70,70,0,64,25,5,4,0,2,1,6,55,104,0,1,167,0,0,4,38,126,0,0,153,3,0,0,0,12,0,0,28,55,50,35,0,1,63,82,18,4,168,168,127,1,39,1,79,3,86,0,150,1,15,2,78,2,56,32,160,1,6,1,133,2,32,1,0,0,4,3,10,36,115,0,0,1,5,21,32,109,0,2,83,48,25,10,0,1,21,38,61,47,0,0,33,59,45,31,76,7,64,21,76,19,44,29,76,15,56,21,0,0,92,76,92,1,34,41,134,3,7,0,5,3,2,0,14,42,1,2,9,6,7,1,6,11,9,0,8,10,7,5,8,36,0,2,80,84,0,2,0,0,0,0,0,0,168,0,0,6,1,133,15,13,6,0,21,44,63,25,9,2.693877551020408,1.92790993946654,2,0.5345224838248488,11.92258064516129,5.354371298138023,3.0128205128205128,1.498331026292489
CL,CHL,Chile,6,2020-12-26,2020-12-25,100,0,0,0,0,14,100,995451.8956793607,95,2,1,97,1,4,95,1,1,98,2,5,93,2,9,89,2,8,90,1,4,95,0,2,98,2,1,97,1,0,99,2,3,95,2,6,92,2,0,98,2,6,92,99,0,1,0,96,0,0,4,99,0,0,1,95,0,3,2,91,0,3,6,92,0,1,7,96,0,3,1,98,0,1,1,99,0,1,0,100,0,0,0,97,0,3,0,94,0,4,2,100,0,0,0,94,0,2,4,0,0,7,93,93,0,1,6,0,4,28,68,72,1,11,16,89,0,10,1,89,2,9,0,98,0,2,0,16,1,7,76,100,0,0,0,0,0,0,57,28,6,9,0,12,46,25,17,0,10,65,15,10,0,11,57,14,18,0,10,57,13,20,0,14,13,13,60,93,2,3,2,93,2,3,2,93,3,2,2,93,2,1,4,93,3,1,3,93,2,4,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,3,7,90,0,2,46,52,0,3,6,91,0,1,47,52,0,3,5,92,0,3,16,81,0,0,50,50,50,1,34,9,6,0,0,0,0,6,40,54,0,0,100,0,0,1,11,88,0,0,90,1,0,0,0,9,0,0,25,32,33,10,0,1,49,38,8,4,100,100,93,0,7,0,54,0,45,1,94,0,6,0,53,0,32,15,95,1,3,1,84,0,15,1,0,0,1,1,10,23,65,0,0,0,2,8,31,59,0,0,52,33,9,6,0,0,8,23,32,37,0,0,12,32,27,29,56,6,29,9,56,13,16,15,56,10,27,7,0,1,23,76,24,0,28,48,72,2,5,3,3,0,1,1,13,49,0,2,4,1,9,1,4,1,0,3,2,1,3,1,2,17,0,1,54,44,0,1,0,0,0,0,0,0,0,100,0,5,2,73,9,11,5,1,17,23,38,13,3,2.411764705882353,1.6224527546823884,2.1666666666666665,1.1690451944500122,12.978723404255318,5.388116600753673,2.791208791208791,1.5457215755934797
CL,CHL,Chile,-99,2020-12-27,2020-12-27,342,1,2677.16886811718,0,0,44,270,3044814.659926635,0,6,3,333,5,23,314,6,8,328,6,24,312,7,57,278,3,55,284,5,25,312,5,6,331,5,13,324,6,6,330,5,36,301,6,63,273,5,9,328,10,58,274,339,0,3,0,319,0,13,10,334,1,4,3,318,3,9,12,285,0,24,33,287,3,27,25,317,1,13,11,336,0,2,4,329,1,6,6,336,1,5,0,306,4,18,14,279,5,22,36,333,2,5,2,284,3,32,23,71,1,25,245,323,0,8,11,84,10,110,138,233,4,36,69,306,2,34,0,306,6,30,0,336,2,2,2,137,2,27,176,342,0,0,0,0,104,3,83,84,42,26,135,13,102,54,38,135,23,107,52,25,135,17,100,51,39,135,20,87,52,48,135,28,28,30,121,321,4,7,10,321,7,7,7,321,6,8,7,321,5,6,10,321,5,4,12,321,4,5,12,342,0,0,0,342,0,0,0,342,0,0,0,342,0,0,0,342,0,0,0,342,0,0,0,342,0,0,0,342,0,0,0,342,0,0,0,342,0,0,0,342,0,0,0,342,0,0,0,154,3,59,126,154,1,106,81,154,6,30,152,154,2,91,95,154,3,22,163,154,2,49,137,177,0,83,82,259,1,57,16,5,4,185,4,2,11,58,82,185,4,153,0,195,6,33,108,195,0,121,10,3,2,0,11,195,0,27,57,42,21,198,5,53,62,14,10,342,342,289,1,51,1,242,2,96,2,316,2,22,2,257,3,52,30,322,1,14,5,298,0,42,2,217,1,2,6,7,27,82,217,0,4,4,19,25,73,228,2,49,43,7,13,228,1,20,30,26,37,228,0,37,39,20,18,275,7,45,15,275,11,33,23,275,5,42,20,243,2,33,64,278,1,35,28,325,0,2,1,4,0,1,2,7,299,0,1,4,5,2,1,1,1,0,1,1,0,2,1,8,15,342,0,0,0,0,0,342,0,0,0,0,0,0,0,0,342,0,0,0,0,342,0,0,0,0,0,0,2.7384615384615385,1.7845490703859572,2.2666666666666666,1.3345232785352157,0,0,0,0
CL,CHL,Chile,1,2020-12-27,2020-12-27,119,1,12433.691896766799,0,0,16,118,1408356.777668806,115,0,2,117,0,18,101,0,6,113,0,18,101,0,37,82,0,14,105,0,16,103,0,4,115,0,8,111,0,0,119,0,14,105,0,34,85,0,3,116,0,35,84,117,0,0,2,101,0,5,13,113,0,3,3,101,0,7,11,82,0,12,25,105,0,4,10,103,0,5,11,115,0,1,3,111,0,4,4,119,0,0,0,105,0,3,11,85,0,6,28,116,0,1,2,84,0,7,28,0,1,10,108,109,0,4,6,0,1,45,73,74,0,10,35,109,0,9,1,109,0,9,1,119,0,0,0,11,0,16,92,119,0,0,0,0,0,0,47,44,21,7,0,1,62,44,12,0,1,82,25,11,0,1,68,32,18,0,0,47,39,33,0,1,14,20,84,103,0,7,9,103,1,4,11,103,1,5,10,103,0,9,7,103,1,1,14,103,2,1,13,119,0,0,0,119,0,0,0,119,0,0,0,119,0,0,0,119,0,0,0,119,0,0,0,119,0,0,0,119,0,0,0,119,0,0,0,119,0,0,0,119,0,0,0,119,0,0,0,0,1,23,95,0,1,60,58,0,1,18,100,0,2,70,47,0,0,12,107,0,2,28,89,0,0,73,46,46,0,60,11,0,2,0,0,0,12,47,60,0,0,119,0,0,1,11,107,0,0,106,9,0,0,0,4,0,0,19,40,47,13,0,0,35,65,16,3,119,119,96,0,23,0,59,0,59,1,101,0,17,1,49,0,33,37,107,0,10,2,91,0,25,3,0,0,3,6,27,35,48,0,0,6,15,29,32,37,0,0,64,43,7,5,0,1,19,29,37,33,0,0,30,44,26,19,45,0,60,14,45,3,17,54,45,2,35,37,0,0,46,73,46,0,30,43,89,1,9,0,3,10,0,0,7,43,1,5,10,2,3,1,1,0,2,1,3,2,1,5,1,38,0,2,47,69,0,1,0,0,119,0,0,0,0,0,0,3,2,85,16,13,3,0,5,28,48,21,14,2.7951807228915664,1.799451380787762,1.6,0.5163977794943222,10.083333333333334,5.851975225091757,3.5982142857142856,1.6682505344101783
CL,CHL,Chile,2,2020-12-27,2020-12-27,261,0,0,0,0,60,261,1959231.1085994246,257,1,2,258,1,20,240,1,6,254,1,20,240,0,56,205,1,27,233,1,23,237,2,3,256,1,10,250,2,2,257,1,19,241,0,68,193,1,4,256,1,45,215,259,0,2,0,241,3,5,12,255,0,3,3,241,1,9,10,205,2,15,39,234,0,8,19,238,0,13,10,258,0,2,1,251,0,7,3,259,1,1,0,242,1,11,7,193,2,14,52,257,0,2,2,216,0,14,31,0,0,27,234,234,0,10,17,0,0,112,149,149,0,33,79,228,2,27,4,228,9,24,0,252,0,8,1,33,0,23,205,261,0,0,0,0,0,0,110,88,44,19,0,2,118,100,41,0,4,159,69,29,0,2,138,70,51,0,5,98,98,60,0,5,26,68,162,238,1,9,13,238,2,5,16,238,2,8,13,238,1,4,18,238,2,2,19,238,2,5,16,261,0,0,0,261,0,0,0,261,0,0,0,261,0,0,0,261,0,0,0,261,0,0,0,261,0,0,0,261,0,0,0,261,0,0,0,261,0,0,0,261,0,0,0,261,0,0,0,0,1,62,198,0,1,155,105,0,2,37,222,0,0,139,122,0,1,15,245,0,0,53,208,0,0,146,115,115,0,109,26,11,0,0,1,0,16,106,138,0,0,261,0,0,7,54,200,0,0,237,12,0,0,2,10,0,0,40,69,105,47,0,0,82,144,29,6,261,261,199,0,62,0,106,0,151,4,224,0,36,1,122,0,61,78,246,0,12,3,208,0,53,0,0,0,3,13,48,70,127,0,1,4,27,41,80,108,0,5,129,97,17,13,0,0,36,65,78,82,0,0,79,88,55,39,94,8,126,33,94,21,49,97,94,13,95,59,0,0,151,110,151,0,58,52,203,0,11,1,13,3,3,14,13,52,0,7,12,12,23,4,2,32,8,4,9,16,11,4,2,63,0,1,93,163,1,3,0,0,0,261,0,0,0,0,0,1,5,209,28,18,1,2,44,109,75,21,9,2.4685314685314683,1.8644343468896707,2.2222222222222223,1.5275252316519468,9.65,6.060572904689324,3.2817460317460316,1.4544834267975733
