ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C12..99,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
CL,CHL,Chile,5,2020-12-22,2020-12-22,149,1,2986.34743576526,0,0,21,149,1134329.2128417604,144,1,2,146,1,7,141,0,4,145,1,10,138,1,18,130,1,16,132,1,6,142,1,7,141,1,3,145,1,4,144,1,14,134,1,23,125,1,4,144,1,17,131,147,0,1,1,142,0,5,2,145,0,2,2,139,0,5,5,131,1,8,9,133,2,7,7,143,1,3,2,142,0,4,3,146,0,0,3,145,1,0,3,135,1,4,9,126,1,10,12,145,0,3,1,132,2,7,8,0,0,12,137,137,0,3,9,0,1,56,92,93,0,15,41,134,0,14,1,134,4,11,0,145,1,3,0,16,0,10,123,149,0,0,0,0,0,1,65,44,22,17,0,8,67,36,38,0,17,85,27,20,0,15,75,29,30,0,11,71,36,31,0,16,13,21,99,139,1,6,3,139,2,4,4,139,4,1,5,139,4,2,4,139,3,1,6,139,2,2,6,149,0,0,0,149,0,0,0,149,0,0,0,149,0,0,0,149,0,0,0,149,0,0,0,149,0,0,0,149,0,0,0,149,0,0,0,149,0,0,0,149,0,0,0,149,0,0,0,0,1,61,87,0,0,107,42,0,1,28,120,0,1,48,100,0,1,5,143,0,0,44,105,0,0,73,76,76,0,53,7,4,9,0,0,0,5,38,106,0,1,148,0,0,0,31,118,0,0,134,4,0,0,1,10,0,1,44,42,34,28,0,2,66,69,12,0,149,149,88,0,61,0,42,0,107,0,121,0,28,0,101,0,36,12,144,1,3,1,105,0,43,1,0,1,1,3,14,27,103,0,0,0,7,16,25,101,0,1,69,57,11,11,0,0,23,24,46,56,0,0,25,49,35,40,75,5,57,12,75,22,30,22,75,13,45,16,0,0,81,68,81,0,30,38,119,4,5,0,4,4,0,4,9,38,0,2,7,8,14,1,5,11,4,2,7,5,3,4,9,29,0,3,60,86,0,0,0,0,0,0,0,0,149,0,0,4,3,112,10,20,4,2,23,41,56,17,6,3,2.03100960115899,2.125,1.8077215335491088,12.569343065693431,5.534378678711975,2.9078014184397163,1.3984721725606646
CL,CHL,Chile,6,2020-12-22,2020-12-21,100,0,0,0,0,11,100,1226525.7297103005,93,0,1,99,2,7,91,2,1,97,1,5,94,3,7,90,1,5,94,0,2,98,2,1,97,0,2,98,0,1,99,0,3,97,1,10,89,2,2,96,1,9,90,99,0,1,0,93,0,4,3,99,0,0,1,95,0,4,1,93,0,3,4,95,0,2,3,98,0,2,0,99,0,1,0,98,0,2,0,99,0,0,1,97,1,1,1,90,1,4,5,98,0,1,1,91,0,4,5,0,0,8,92,92,0,0,8,0,5,24,71,76,1,7,16,93,0,7,0,93,0,7,0,100,0,0,0,13,2,5,80,100,0,0,0,0,0,0,50,17,20,13,1,10,45,23,21,1,11,52,17,19,1,9,51,14,25,1,9,51,20,19,1,15,5,16,63,95,2,1,2,95,1,3,1,95,1,2,2,95,1,2,2,95,1,2,2,95,2,0,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,5,18,77,0,1,70,29,0,3,13,84,0,1,35,64,0,3,7,90,0,3,18,79,0,0,52,48,48,0,44,4,3,1,0,1,1,4,29,65,0,2,98,0,0,0,18,82,0,0,88,4,1,1,0,6,0,0,27,32,31,10,0,4,41,42,10,3,100,100,82,1,17,0,30,2,68,0,87,1,12,0,65,1,25,9,93,1,6,0,82,2,16,0,0,0,0,3,12,27,58,0,0,0,1,12,26,61,0,2,46,37,4,11,0,1,12,27,26,34,0,0,15,28,27,30,57,6,21,16,57,9,14,20,57,6,24,13,0,0,31,69,31,0,14,55,86,0,2,0,0,1,0,0,11,55,0,2,3,2,7,1,1,1,4,0,3,2,2,1,3,13,0,4,43,51,1,1,0,0,0,0,0,0,0,100,0,4,4,75,9,8,4,4,16,27,33,13,3,2.409090909090909,1.6230216062021894,1.6,0.8944271909999157,12.211764705882352,5.726076770536073,2.5632183908045976,1.361438615183828
CL,CHL,Chile,-99,2020-12-23,2020-12-23,296,1,7277.47533980404,1,7277.47533980404,33,230,3326498.140845186,0,10,4,282,9,24,263,7,9,280,7,36,253,8,54,234,7,52,237,11,23,262,9,13,274,7,12,277,5,7,284,9,26,261,3,60,233,10,13,273,7,71,218,292,0,2,2,272,0,9,15,287,1,5,3,260,1,15,20,242,1,18,35,244,2,23,27,273,0,13,10,283,1,7,5,284,0,7,5,289,0,2,5,270,0,13,13,236,4,28,28,283,0,10,3,225,7,34,30,66,0,22,208,278,0,5,13,78,9,76,133,222,1,19,54,277,1,18,0,277,2,17,0,294,0,2,0,111,7,29,149,296,0,0,0,0,93,2,74,67,29,31,121,16,75,45,39,121,23,87,40,25,121,21,77,39,38,121,21,69,39,46,121,25,25,20,105,269,10,7,10,269,10,9,8,269,10,6,11,269,10,6,11,269,13,3,11,269,13,8,6,296,0,0,0,296,0,0,0,296,0,0,0,296,0,0,0,296,0,0,0,296,0,0,0,296,0,0,0,296,0,0,0,296,0,0,0,296,0,0,0,296,0,0,0,296,0,0,0,142,7,52,95,142,4,92,58,142,14,21,119,142,9,68,77,142,11,10,133,142,10,45,99,152,1,65,78,231,0,44,13,4,4,159,4,0,14,38,81,159,3,134,0,172,2,18,104,172,1,109,6,1,0,0,7,172,1,32,36,27,28,179,3,51,42,16,5,296,296,247,1,45,3,206,3,87,0,277,0,19,0,231,1,47,17,286,0,7,3,251,2,41,2,192,0,0,1,15,23,65,192,0,1,4,18,18,63,207,2,45,30,5,7,207,1,21,16,27,24,207,0,24,32,18,15,243,7,33,13,243,15,21,17,243,9,29,15,222,0,27,47,249,0,21,26,284,1,3,1,2,2,0,0,3,259,0,3,2,0,4,0,1,4,0,2,2,2,0,0,4,13,296,0,0,0,0,0,296,0,0,0,0,0,0,0,0,296,0,0,0,0,296,0,0,0,0,0,0,2.8,1.7959166059971166,1.7333333333333334,1.162919151265879,0,0,0,0
CL,CHL,Chile,1,2020-12-23,2020-12-23,109,0,0,0,0,5,109,1277722.2741412988,106,0,0,109,0,9,100,0,3,106,0,11,98,0,37,72,0,17,92,0,12,97,1,3,105,0,10,99,0,1,108,0,17,92,0,26,83,0,2,107,0,28,81,109,0,0,0,100,0,4,5,106,0,0,3,98,0,2,9,72,0,8,29,92,0,8,9,97,0,6,6,106,0,2,1,99,0,5,5,108,0,0,1,92,0,4,13,83,0,4,22,107,0,0,2,81,0,9,19,0,0,5,104,104,0,3,2,0,1,28,80,81,0,6,22,103,0,5,1,103,3,3,0,106,2,1,0,7,0,15,87,109,0,0,0,0,0,0,33,47,24,5,0,1,49,46,13,0,1,60,34,14,0,0,53,29,27,0,1,32,39,37,0,1,6,21,81,94,1,4,10,94,2,2,11,94,2,2,11,94,1,4,10,94,2,2,11,94,2,3,10,109,0,0,0,109,0,0,0,109,0,0,0,109,0,0,0,109,0,0,0,109,0,0,0,109,0,0,0,109,0,0,0,109,0,0,0,109,0,0,0,109,0,0,0,109,0,0,0,0,1,32,76,0,0,69,40,0,1,33,75,0,0,62,47,0,0,14,95,0,0,40,69,0,0,64,45,45,0,47,13,1,3,0,0,2,11,53,43,0,0,109,0,0,1,11,97,0,0,98,7,0,1,1,2,0,0,16,33,44,16,0,0,29,56,17,7,109,109,77,0,29,3,40,0,68,1,76,0,32,1,47,0,34,28,95,0,10,4,69,0,39,1,0,0,4,11,30,22,42,0,0,6,23,27,24,29,0,2,58,34,8,7,0,0,23,26,30,30,0,0,39,32,20,18,38,3,56,12,38,6,17,48,38,5,40,26,0,1,47,61,48,0,26,35,83,0,7,0,3,7,1,0,8,36,0,4,12,4,7,0,4,1,2,0,1,3,2,0,2,31,0,0,36,72,0,1,0,0,109,0,0,0,0,0,0,2,2,81,15,9,2,0,3,29,47,21,7,2.7866666666666666,2.022129820018737,1,0,8.898876404494382,6.576550877964806,3.5961538461538463,1.471537276688597
CL,CHL,Chile,2,2020-12-23,2020-12-23,173,0,0,0,0,35,173,1586584.4966383937,163,0,1,172,0,10,163,0,1,172,0,25,148,0,39,134,0,21,152,0,11,162,0,6,167,0,8,165,0,2,171,0,13,160,0,39,134,0,0,173,0,33,140,172,0,1,0,163,0,4,6,172,0,1,0,148,0,9,16,134,0,13,26,152,0,4,17,162,0,6,5,167,0,5,1,165,0,3,5,171,0,2,0,160,0,5,8,134,0,15,24,173,0,0,0,140,0,17,16,0,0,17,156,156,0,4,13,0,0,75,98,98,0,24,51,149,0,23,1,149,7,17,0,166,2,5,0,24,0,19,130,173,0,0,0,0,0,0,58,65,38,12,0,1,72,60,40,0,3,97,49,24,0,3,87,60,23,0,2,55,69,47,0,2,9,48,114,154,1,7,11,154,3,5,11,154,3,3,13,154,3,3,13,154,2,4,13,154,2,2,15,173,0,0,0,173,0,0,0,173,0,0,0,173,0,0,0,173,0,0,0,173,0,0,0,173,0,0,0,173,0,0,0,173,0,0,0,173,0,0,0,173,0,0,0,173,0,0,0,0,1,57,115,0,1,118,54,0,1,42,130,0,1,103,69,0,1,14,158,0,0,58,115,0,1,104,68,69,0,75,17,5,7,0,1,0,11,66,95,0,0,173,0,0,0,41,132,0,0,160,9,0,0,0,4,0,0,30,43,73,27,0,1,59,85,25,3,173,173,116,0,56,1,55,2,115,1,131,0,41,1,70,0,71,32,159,0,13,1,115,0,58,0,0,0,1,11,26,43,92,0,0,1,13,34,41,84,0,0,92,59,11,11,0,0,33,26,62,52,0,0,56,47,36,34,70,1,83,19,70,13,31,59,70,10,51,42,0,1,101,71,102,1,31,39,142,0,7,0,3,5,1,3,12,41,0,5,6,13,17,3,1,20,3,3,5,12,2,0,4,38,0,1,64,106,1,1,0,0,0,173,0,0,0,0,0,8,3,140,13,9,8,2,37,52,49,14,11,2.6129032258064515,1.8883640151137275,2.125,1.454876856186346,10.253048780487806,6.29867474405118,3.0625000000000004,1.4780894518509207
CL,CHL,Chile,3,2020-12-23,2020-12-23,176,1,19780.5232677391,0,0,26,175,1597308.3946203885,169,1,1,174,2,8,166,1,7,168,1,22,153,1,25,150,1,22,153,1,12,163,0,3,173,2,4,170,1,4,171,1,10,165,2,33,141,1,1,174,1,29,146,175,0,1,0,168,1,1,6,169,0,4,3,154,1,8,13,151,0,5,20,154,1,6,15,164,1,6,5,173,0,2,1,172,0,3,1,172,0,2,2,166,2,3,5,143,1,12,20,175,1,0,0,147,1,15,13,0,1,16,159,160,0,6,10,0,2,74,100,102,0,14,60,162,1,12,1,162,3,11,0,173,2,1,0,16,1,22,137,176,0,0,0,0,0,0,68,67,24,17,0,5,92,55,24,0,3,101,48,24,0,4,80,57,35,0,3,72,57,44,0,4,19,39,114,154,3,9,10,154,6,2,14,154,5,5,12,154,5,8,9,154,6,0,16,154,5,2,15,176,0,0,0,176,0,0,0,176,0,0,0,176,0,0,0,176,0,0,0,176,0,0,0,176,0,0,0,176,0,0,0,176,0,0,0,176,0,0,0,176,0,0,0,176,0,0,0,0,2,66,108,0,0,127,49,0,5,41,130,0,1,74,101,0,1,9,166,0,1,51,124,0,0,95,81,81,0,70,13,6,6,0,0,0,14,57,105,0,0,176,0,0,1,33,142,0,0,165,5,1,0,0,5,0,1,33,58,48,36,0,0,71,79,20,6,176,176,110,1,64,1,49,1,126,0,135,1,39,1,102,1,49,24,167,0,8,1,125,1,50,0,0,0,2,11,25,35,103,0,0,2,10,28,37,99,0,1,90,66,15,4,0,1,25,45,68,37,0,0,45,68,47,16,63,6,79,28,63,19,38,56,63,11,67,35,0,0,109,67,109,0,39,28,137,1,8,1,4,2,2,4,17,28,0,7,9,10,14,3,1,17,10,5,3,13,8,4,5,39,0,2,74,100,0,0,0,0,0,0,176,0,0,0,0,4,0,140,18,14,4,0,30,68,49,20,5,2.875,1.7744672939265995,1.6666666666666667,0.8997354108424372,10.608433734939759,5.692923939988257,3.087719298245614,1.446464677038297
CL,CHL,Chile,4,2020-12-23,2020-12-23,138,0,0,0,0,13,138,1604462.462482023,130,1,0,137,1,7,130,1,3,134,1,15,122,1,22,115,1,11,126,1,10,127,1,2,135,1,4,133,1,0,137,0,7,131,1,19,118,1,3,134,1,21,116,138,0,0,0,131,0,2,5,135,0,2,1,123,0,4,11,116,0,8,14,127,0,5,6,128,0,4,6,136,0,1,1,134,0,2,2,138,0,0,0,131,0,3,4,119,0,8,11,135,0,2,1,117,0,9,12,0,0,8,130,130,0,2,6,0,0,56,82,82,1,15,40,123,1,13,1,123,5,10,0,133,2,3,0,16,1,12,109,138,0,0,0,0,0,0,54,37,29,18,0,5,60,43,30,0,3,72,39,24,0,4,59,43,32,0,5,54,45,34,0,5,13,19,101,126,4,5,3,126,7,1,4,126,5,3,4,126,5,4,3,126,7,2,3,126,7,0,5,138,0,0,0,138,0,0,0,138,0,0,0,138,0,0,0,138,0,0,0,138,0,0,0,138,0,0,0,138,0,0,0,138,0,0,0,138,0,0,0,138,0,0,0,138,0,0,0,0,2,61,75,0,0,93,45,0,3,29,106,0,1,58,79,0,3,14,121,0,1,50,87,0,0,69,69,69,0,42,16,7,4,0,2,1,5,28,102,0,2,136,0,0,1,32,105,0,0,127,6,0,2,0,3,0,0,30,40,41,27,0,1,44,73,11,9,138,138,77,1,59,1,45,1,91,1,109,1,27,1,80,1,40,17,124,0,12,2,88,1,49,0,0,0,2,4,15,25,92,0,0,1,7,11,30,89,0,0,70,49,8,11,0,0,24,28,41,45,0,0,30,50,34,24,58,6,60,14,58,14,24,42,58,10,46,24,0,0,75,63,75,0,32,31,106,1,5,2,9,2,0,3,10,31,2,6,6,7,15,2,3,9,3,2,7,5,6,3,6,25,0,1,64,72,0,1,0,0,0,0,0,138,0,0,0,7,1,101,11,18,7,0,13,45,45,17,11,3.1607142857142856,2.034044655934983,1.8333333333333333,0.752772652709081,11.641221374045802,5.827083585478676,3.434108527131783,1.5504281729186442
CL,CHL,Chile,5,2020-12-23,2020-12-23,135,0,0,0,0,10,135,1142679.9152182417,127,0,1,134,0,7,128,0,0,135,0,10,125,0,13,122,0,13,122,0,6,129,0,1,134,0,3,132,0,1,134,1,4,130,1,14,120,0,1,134,0,17,118,134,0,1,0,128,0,2,5,135,0,0,0,125,0,5,5,122,0,5,8,122,1,5,7,129,0,3,3,134,0,0,1,132,0,2,1,134,0,0,1,131,1,1,2,121,0,7,7,134,0,0,1,118,0,13,4,0,0,6,129,129,0,1,5,0,1,48,86,87,3,13,32,122,0,13,0,122,3,10,0,132,0,2,1,17,2,12,104,135,0,0,0,0,0,0,54,38,25,18,0,3,64,32,36,0,6,83,23,23,0,10,63,29,33,0,6,66,24,39,0,9,18,14,94,123,2,1,9,123,1,7,4,123,2,5,5,123,2,4,6,123,2,3,7,123,2,2,8,135,0,0,0,135,0,0,0,135,0,0,0,135,0,0,0,135,0,0,0,135,0,0,0,135,0,0,0,135,0,0,0,135,0,0,0,135,0,0,0,135,0,0,0,135,0,0,0,0,1,60,74,0,0,98,37,0,1,27,107,0,1,56,78,0,1,7,127,0,1,48,86,0,1,74,60,61,0,50,12,5,7,0,0,1,11,47,76,0,0,135,0,0,1,25,109,0,0,122,4,0,0,1,8,0,0,30,39,46,20,0,0,61,57,9,8,135,135,75,1,56,3,37,0,96,2,108,0,25,2,79,1,36,19,128,1,6,0,87,1,47,0,0,0,2,1,19,28,85,0,0,1,5,16,26,87,0,4,71,33,13,14,0,1,10,35,47,42,0,0,18,49,47,21,68,7,45,15,68,9,33,25,68,8,43,16,0,1,77,57,78,0,22,35,113,2,3,1,3,3,2,0,8,36,0,1,10,6,11,2,3,8,3,6,5,6,3,1,9,25,0,1,56,77,0,1,0,0,0,0,0,0,135,0,0,3,6,98,7,21,3,1,19,36,48,18,10,2.8444444444444446,1.9063954034626276,1.8,0.8366600265340756,11.63271186440678,5.34575263320457,2.8333333333333335,1.6087262041752164
CL,CHL,Chile,6,2020-12-23,2020-12-22,100,0,0,0,0,13,100,1105275.3943218642,95,0,0,100,1,6,93,1,1,98,1,5,94,2,11,87,1,7,92,0,4,96,1,2,97,0,4,96,0,1,99,0,4,96,1,12,87,1,2,97,1,8,91,100,0,0,0,94,0,3,3,99,0,0,1,95,0,5,0,89,0,5,6,93,0,3,4,96,0,3,1,98,0,1,1,96,0,4,0,99,0,0,1,96,0,2,2,88,0,3,9,98,0,2,0,92,0,4,4,0,0,7,93,93,0,0,7,0,2,26,72,74,1,13,12,87,1,12,0,87,2,11,0,98,0,2,0,16,2,4,78,100,0,0,0,0,0,0,58,23,13,6,0,5,54,25,16,0,7,71,12,10,0,5,61,18,16,0,3,63,18,16,0,7,9,17,67,96,2,1,1,96,1,1,2,96,2,1,1,96,1,1,2,96,2,1,1,96,2,1,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,2,20,78,0,0,70,30,0,2,16,82,0,2,36,62,0,2,6,92,0,1,20,79,0,0,50,50,50,0,39,6,3,2,0,1,1,6,33,59,0,1,99,0,0,0,25,75,0,0,88,5,0,2,0,5,0,0,33,31,29,7,0,1,41,41,8,9,100,100,80,1,18,1,30,2,68,0,84,2,13,1,64,3,20,13,94,1,5,0,80,0,20,0,0,2,1,3,11,16,67,0,0,1,3,9,22,65,0,4,37,42,7,10,0,2,13,22,23,40,0,0,10,29,29,32,61,5,19,15,61,8,16,15,61,6,23,10,0,0,41,59,41,0,19,40,81,0,2,1,2,1,0,1,12,40,0,1,1,5,11,1,4,3,4,1,5,3,2,0,3,16,0,0,50,48,0,2,0,0,0,0,0,0,0,100,0,4,6,76,8,6,4,4,16,27,30,11,8,2.5,1.7533037597843886,2.5,1.9148542155126762,12.088888888888889,5.402131174219177,2.5280898876404496,1.4388275501605894
CL,CHL,Chile,-99,2020-12-24,2020-12-24,267,2,23195.8727049581,0,0,39,204,3561898.2332663536,0,5,4,258,6,18,243,4,9,254,7,31,229,5,44,218,6,35,226,6,20,241,4,12,251,6,11,250,5,4,258,5,21,241,5,47,215,6,7,254,5,52,210,263,2,2,0,249,2,6,10,258,1,4,4,236,1,13,17,223,1,13,30,232,2,14,19,247,1,12,7,255,0,7,5,256,1,4,6,263,1,1,2,246,2,6,13,220,3,17,27,260,1,2,4,215,3,26,23,63,0,22,182,249,0,5,13,76,7,68,116,200,2,18,47,249,0,18,0,249,3,15,0,264,1,2,0,109,3,21,134,267,0,0,0,0,91,3,73,43,28,29,114,12,77,32,32,114,16,83,27,27,114,16,84,24,29,114,16,69,31,37,114,21,34,17,81,248,4,8,7,248,6,7,6,248,3,8,8,248,5,6,8,248,6,5,8,248,5,7,7,267,0,0,0,267,0,0,0,267,0,0,0,267,0,0,0,267,0,0,0,267,0,0,0,267,0,0,0,267,0,0,0,267,0,0,0,267,0,0,0,267,0,0,0,267,0,0,0,135,2,60,70,135,1,93,38,135,4,23,105,135,2,57,73,135,2,10,120,135,2,45,85,149,0,60,58,207,0,44,5,5,6,155,0,2,8,35,67,155,2,109,1,164,1,20,82,164,1,87,6,0,2,0,7,164,0,33,18,29,23,169,2,39,40,10,7,267,267,211,3,52,1,178,2,83,4,245,0,20,2,213,1,37,16,259,0,7,1,224,1,40,2,184,1,1,4,11,16,50,184,1,1,4,15,12,50,196,3,32,19,6,11,196,0,16,19,14,22,196,0,23,20,12,16,232,3,21,11,232,6,15,14,232,2,26,7,212,0,26,29,238,0,13,16,260,0,1,1,0,2,0,0,3,239,0,1,0,2,2,1,0,2,2,0,0,1,0,1,3,13,267,0,0,0,0,0,267,0,0,0,0,0,0,0,0,267,0,0,0,0,267,0,0,0,0,0,0,2.8607594936708862,2.2402734334897025,2.3076923076923075,1.1094003924504583,0,0,0,0
CL,CHL,Chile,1,2020-12-24,2020-12-23,100,1,16430.4739446962,0,0,13,100,1417862.4771292668,98,0,1,99,0,12,88,0,6,94,0,13,87,0,39,61,0,13,87,0,12,88,0,4,96,0,9,91,0,2,98,0,18,82,0,26,74,0,3,97,0,19,81,99,0,1,0,88,0,5,7,94,0,2,4,87,0,2,11,61,0,13,26,87,0,2,11,88,0,7,5,96,0,3,1,91,0,2,7,98,0,0,2,82,0,8,10,74,0,5,21,97,0,0,3,81,0,5,14,0,0,9,91,91,0,2,7,0,1,30,69,70,0,8,22,92,0,7,1,92,2,6,0,98,1,1,0,9,0,18,73,100,0,0,0,0,0,0,32,44,17,7,0,1,46,43,10,0,2,56,28,14,0,1,41,38,20,0,2,26,42,30,0,2,4,21,73,82,5,4,9,82,4,4,10,82,6,4,8,82,5,3,10,82,6,1,11,82,5,3,10,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,2,23,75,0,1,63,36,0,2,26,72,0,1,62,37,0,1,12,87,0,0,42,58,0,0,65,35,35,0,46,12,3,4,0,0,2,9,45,44,0,0,100,0,0,1,13,86,0,0,86,9,0,1,1,3,0,0,15,27,42,16,0,0,29,48,16,7,100,100,77,0,22,1,37,0,61,2,74,0,25,1,38,0,31,31,88,0,7,5,58,0,41,1,0,0,5,8,24,24,39,0,0,8,13,26,26,27,0,0,49,37,8,6,0,0,11,25,32,32,0,0,23,36,20,21,41,5,41,13,41,7,15,37,41,6,37,16,0,1,34,65,35,0,19,46,81,0,2,1,1,8,0,0,7,47,0,3,8,1,5,0,1,3,1,0,2,2,1,0,0,26,0,2,38,58,0,2,0,0,100,0,0,0,0,0,0,1,3,79,10,7,1,0,9,28,43,14,5,2.391304347826087,1.5167437189424609,1.5,0.7559289460184544,9.340540540540541,6.504854223649957,3.231578947368421,1.4399514736131154
