ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C12..99,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
AU,AUS,Australia,2,2020-12-31,2020-12-22,1850,2,25499.962182052812,2,25499.962182052812,126,1849,18725403.353076074,1814,1,10,1839,0,147,1703,1,42,1807,1,426,1423,1,333,1516,2,263,1585,1,122,1727,1,37,1812,1,103,1746,1,14,1835,1,89,1760,1,373,1476,1,9,1840,1,193,1656,1840,0,8,2,1703,2,52,93,1808,2,7,33,1424,4,57,365,1517,3,78,252,1587,2,58,203,1728,2,56,64,1813,0,21,16,1747,0,33,70,1836,2,6,6,1761,0,36,53,1477,4,61,308,1841,0,4,5,1657,4,59,130,0,1,68,1781,1782,0,50,18,0,3,794,1053,1056,5,112,677,1738,1,107,4,1738,6,106,0,1844,2,4,0,120,10,45,1675,1850,0,0,0,0,0,0,1,823,615,287,124,0,4,562,1116,168,0,7,987,731,125,0,6,914,740,190,0,3,859,798,190,0,5,258,1051,536,0,1805,9,6,30,1805,8,9,28,1805,10,2,33,1805,5,18,22,1805,7,6,32,1805,8,5,32,1844,0,0,6,1844,1,0,5,1844,1,1,4,1844,1,0,5,1844,1,1,4,1844,1,2,3,1844,1,0,5,1848,0,0,2,1848,0,0,2,1848,0,0,2,1848,0,0,2,1848,0,0,2,0,1,698,1151,0,4,1368,478,0,3,1231,616,0,5,1278,567,0,2,488,1360,0,1,247,1602,0,1,1238,611,612,0,593,307,173,165,0,3,21,133,587,1106,0,2,1840,8,0,13,335,1502,0,0,204,253,240,178,931,44,0,0,244,351,789,466,0,7,217,607,691,328,1850,1850,1152,4,222,472,482,9,506,853,619,7,361,863,572,7,164,1107,1362,2,95,391,1603,1,142,104,0,2,23,64,244,365,1152,0,1,31,101,226,409,1082,0,14,235,606,615,380,0,0,36,115,307,1392,0,0,156,341,516,837,1353,7,354,136,1353,17,69,411,1353,17,171,309,0,3,1310,537,1313,0,296,241,1554,4,56,15,34,6,2,22,157,244,5,50,96,82,174,21,82,246,39,29,70,169,85,38,53,367,0,21,668,1139,12,10,0,0,0,1850,0,0,0,0,0,19,23,979,623,206,19,5,508,534,489,231,64,4.917400881057269,7.113685822585001,1.8656716417910448,1.2047321139177951,14.20771850170261,4.269523751604832,2.8943270300333706,1.3827625795970386
AU,AUS,Australia,3,2020-12-31,2020-12-22,1624,1,12459.0774183164,0,0,123,1624,16346628.17158217,1596,4,7,1613,5,118,1501,5,26,1593,4,313,1307,4,216,1404,5,213,1406,3,96,1525,5,30,1589,5,50,1569,4,16,1604,5,48,1571,3,287,1334,4,10,1610,5,152,1467,1617,0,5,2,1506,1,50,67,1598,0,6,20,1311,1,65,247,1408,1,62,153,1411,1,34,178,1528,0,46,50,1594,0,13,17,1574,0,23,27,1608,1,8,7,1576,0,23,25,1337,0,57,230,1614,0,6,4,1472,2,40,110,0,0,63,1561,1561,1,50,12,0,19,736,869,888,3,110,623,1514,0,107,3,1514,1,109,0,1623,1,0,0,132,11,39,1442,1624,0,0,0,0,0,0,4,700,550,255,115,0,6,441,1025,152,0,11,787,703,123,0,12,680,722,210,0,12,665,748,199,0,19,189,891,525,0,1585,6,5,28,1585,6,6,27,1585,8,3,28,1585,5,17,17,1585,9,5,25,1585,7,3,29,1618,0,0,6,1618,0,0,6,1618,0,0,6,1618,0,0,6,1618,0,0,6,1618,0,1,5,1618,0,0,6,1623,0,0,1,1623,0,0,1,1623,0,0,1,1623,0,0,1,1623,0,0,1,0,4,548,1072,0,1,1225,398,0,2,1043,579,0,1,1107,516,0,2,371,1251,0,1,183,1440,0,4,1041,579,583,0,506,255,147,133,0,4,17,104,400,1099,0,3,1617,4,0,13,304,1307,0,2,220,224,192,146,809,31,0,3,231,342,626,422,0,5,206,533,578,302,1624,1624,1076,12,141,395,399,15,452,758,581,14,296,733,517,13,143,951,1253,6,74,291,1441,4,93,86,0,3,13,43,149,258,1158,0,0,19,69,148,306,1082,0,6,189,558,540,331,0,1,40,77,247,1259,0,0,121,266,471,766,1237,7,274,106,1237,24,71,292,1237,17,128,242,0,4,1113,507,1117,1,257,249,1367,7,40,15,22,7,7,17,142,254,0,23,58,65,159,23,86,200,56,27,58,179,92,38,39,267,0,17,641,943,8,15,0,0,0,0,1624,0,0,0,0,17,24,895,508,180,17,9,278,411,506,310,93,4.626255380200861,6.508713161669834,1.9672131147540985,1.2644789851259437,14.51388888888889,3.9453647034347186,3.3250636132315523,1.4876731975592852
AU,AUS,Australia,4,2020-12-31,2020-12-22,1653,0,0,0,0,95,1652,17906264.966029625,1626,2,1,1650,3,115,1535,3,22,1628,4,260,1389,4,177,1472,2,211,1440,3,56,1594,3,12,1638,2,39,1612,3,7,1643,2,32,1619,2,215,1436,2,3,1648,2,110,1541,1652,0,1,0,1538,0,36,79,1631,0,8,14,1393,1,61,198,1476,1,46,130,1442,1,49,161,1597,0,25,31,1641,0,7,5,1614,0,15,24,1646,0,0,7,1621,0,15,17,1438,1,50,164,1650,0,2,1,1543,0,35,75,0,1,57,1595,1596,1,37,19,0,11,640,1002,1013,7,86,547,1567,0,85,1,1567,0,86,0,1653,0,0,0,104,14,20,1515,1653,0,0,0,0,0,0,0,794,498,230,131,0,12,413,1077,151,0,20,806,731,96,0,23,711,711,208,0,22,712,741,178,0,26,203,914,510,0,1633,5,5,10,1633,5,3,12,1633,5,3,12,1633,1,6,13,1633,5,2,13,1633,4,3,13,1646,0,0,7,1646,0,0,7,1646,0,0,7,1646,0,0,7,1646,0,1,6,1646,0,2,5,1646,0,1,6,1651,0,0,2,1651,0,0,2,1651,0,0,2,1651,0,1,1,1651,0,0,2,0,4,513,1136,0,6,1234,413,0,5,973,675,0,4,1081,568,0,2,346,1305,0,4,178,1471,0,1,1073,579,580,0,570,242,136,125,0,5,19,82,449,1098,0,6,1643,4,0,14,330,1309,0,1,245,228,197,122,821,39,0,2,254,399,601,397,0,8,201,575,550,319,1653,1653,1140,7,144,362,419,13,474,747,680,11,294,668,572,9,164,908,1307,5,68,273,1475,4,82,92,0,6,12,28,103,233,1271,0,2,16,51,156,285,1143,0,9,195,561,550,338,0,3,24,52,251,1323,0,1,95,247,478,832,1311,16,226,100,1311,46,47,249,1311,36,112,194,0,7,1130,516,1137,3,249,264,1404,5,45,12,26,7,8,10,136,274,1,42,61,68,169,22,87,249,60,36,52,136,82,26,55,233,0,12,637,990,2,12,0,0,0,0,0,1653,0,0,0,16,36,865,480,256,16,5,265,383,554,340,90,5.441850594227504,7.479287827019942,1.7169811320754718,1.098554268302839,14.248221092757305,3.8952193317094683,3.0257214554579672,1.4626433045990834
AU,AUS,Australia,5,2020-12-31,2020-12-22,1659,2,19660.973161364447,2,19660.973161364447,80,1658,15703166.908512158,1605,1,6,1652,1,106,1552,1,27,1631,0,214,1445,2,171,1486,2,201,1456,2,43,1614,1,22,1636,1,28,1630,0,8,1651,3,41,1615,1,171,1487,4,9,1646,3,77,1579,1653,0,4,2,1553,0,38,68,1632,0,9,18,1445,1,55,158,1488,0,36,135,1458,2,40,159,1616,0,21,22,1637,0,9,13,1631,0,11,17,1651,0,3,5,1618,0,15,26,1488,1,49,121,1650,0,4,5,1582,0,26,51,0,1,50,1608,1609,0,38,12,0,34,595,1030,1064,11,71,513,1588,2,67,2,1588,2,66,3,1657,1,1,0,116,20,14,1509,1659,0,0,0,0,0,0,1,818,497,229,114,0,28,452,1005,174,0,36,825,684,114,0,37,739,682,201,0,36,763,679,181,0,42,242,841,534,0,1645,3,5,6,1645,3,2,9,1645,4,1,9,1645,3,1,10,1645,4,2,8,1645,3,2,9,1654,0,0,5,1654,0,0,5,1654,0,0,5,1654,0,0,5,1654,0,0,5,1654,0,0,5,1654,0,0,5,1659,0,0,0,1659,0,0,0,1659,0,0,0,1659,0,0,0,1659,0,0,0,0,9,466,1184,0,5,1177,477,0,8,970,681,0,7,1002,650,0,9,287,1363,0,11,122,1526,0,1,953,705,706,0,499,240,125,89,0,4,10,76,433,1136,0,11,1641,7,0,21,320,1318,0,1,253,181,172,142,847,63,0,3,318,379,605,354,0,20,249,601,506,283,1659,1659,1193,6,140,320,482,8,431,738,689,7,294,669,657,7,170,825,1372,4,55,228,1537,0,45,77,0,2,12,19,102,186,1338,0,3,11,32,117,290,1206,0,10,178,531,575,365,0,1,18,60,207,1373,0,0,70,242,421,926,1347,20,204,88,1347,57,46,209,1347,41,111,160,0,7,906,746,913,2,289,455,1370,9,34,16,24,14,16,14,162,464,1,30,57,50,147,12,49,246,62,30,47,107,59,26,61,211,0,17,674,955,1,12,0,0,0,0,0,0,1659,0,0,28,54,775,474,328,28,20,343,461,465,274,68,6.614785992217898,9.280943987501521,1.666666666666667,1,13.735182849936947,3.9350224605015995,2.5159642401021713,1.3340229325850828
AU,AUS,Australia,6,2020-12-31,2020-12-22,1118,3,40034.17078252142,3,40034.17078252142,32,1116,14667828.653724292,1084,1,5,1112,3,78,1037,1,22,1095,4,128,986,4,109,1005,1,97,1020,4,39,1075,2,10,1106,3,20,1095,3,3,1112,3,32,1083,4,84,1030,4,7,1107,4,42,1072,1113,0,1,4,1040,1,24,53,1096,1,3,18,990,2,30,96,1009,1,24,84,1021,1,19,77,1079,1,15,23,1108,0,4,6,1098,1,6,13,1115,0,1,2,1086,2,12,18,1034,3,24,57,1111,0,4,3,1076,0,22,20,0,2,24,1092,1094,0,15,9,0,37,296,785,822,3,42,251,1076,0,41,1,1076,0,42,0,1118,0,0,0,82,25,15,996,1118,0,0,0,0,0,0,1,645,312,96,64,0,43,346,629,100,0,55,596,404,63,0,74,534,396,114,0,67,560,404,87,0,90,172,531,325,0,1103,4,5,6,1103,7,4,4,1103,8,1,6,1103,8,1,6,1103,9,1,5,1103,9,0,6,1113,0,0,5,1113,0,0,5,1113,0,0,5,1113,0,0,5,1113,0,0,5,1113,0,0,5,1113,0,0,5,1118,0,0,0,1118,0,0,0,1118,0,0,0,1118,0,0,0,1118,0,0,0,0,14,147,957,0,7,758,353,0,13,588,517,0,6,650,462,0,13,179,926,0,12,77,1029,0,3,666,449,452,1,402,136,85,42,0,5,11,46,336,720,0,7,1106,5,0,20,170,928,0,1,165,128,119,94,561,50,0,3,241,313,385,176,0,20,119,405,336,238,1118,1118,971,6,37,104,360,10,298,450,530,9,195,384,468,7,144,499,939,2,43,134,1041,3,30,44,0,11,7,8,36,95,961,0,0,4,15,54,135,910,0,20,95,357,387,259,0,3,5,19,105,986,0,1,19,104,249,745,995,12,65,46,995,33,16,74,995,25,40,58,0,10,247,861,257,1,150,710,968,7,15,2,9,8,4,7,98,721,1,12,21,29,42,8,22,63,9,8,16,37,16,9,26,78,0,24,511,580,0,3,0,0,0,0,0,0,0,1118,0,19,51,484,315,249,19,22,253,340,296,146,42,7.302631578947368,9.808085486307828,1.1428571428571428,0.9102589898327995,13.315023474178403,3.7967090548269344,2.2118320610687023,1.2419649228431635
AU,AUS,Australia,7,2020-12-31,2020-12-22,353,0,0,0,0,2,352,4450299.129983067,328,7,1,345,6,22,325,6,11,336,2,47,304,3,38,312,6,46,301,7,5,341,6,4,343,7,6,340,5,6,342,5,15,333,5,20,328,7,1,345,4,12,337,352,0,0,1,331,1,6,15,342,1,4,6,306,2,9,36,315,1,9,28,307,1,4,41,348,0,2,3,349,0,0,4,347,0,4,2,347,1,1,4,338,0,5,10,333,1,4,15,352,0,0,1,341,1,6,5,0,1,2,350,351,0,1,1,0,9,81,263,272,2,12,67,341,0,12,0,341,0,12,0,353,0,0,0,23,7,10,313,353,0,0,0,0,0,0,0,205,97,37,14,0,47,115,157,34,0,33,191,102,27,0,35,165,111,42,0,37,180,105,31,0,59,44,145,105,0,343,5,1,4,343,3,2,5,343,5,0,5,343,4,3,3,343,4,1,5,343,5,0,5,349,0,0,4,349,0,0,4,349,0,0,4,349,0,0,4,349,1,0,3,349,0,0,4,349,0,0,4,353,0,0,0,353,0,0,0,353,0,0,0,353,0,0,0,353,0,0,0,0,7,29,317,0,5,206,142,0,2,151,200,0,3,169,181,0,5,34,314,0,6,22,325,0,1,171,181,182,0,102,42,18,9,0,2,2,27,124,198,0,2,349,2,0,4,53,296,0,2,48,36,42,32,162,31,0,2,110,99,105,37,0,6,48,130,85,84,353,353,324,1,5,23,147,4,79,123,202,4,44,103,184,4,44,121,319,1,9,24,331,1,11,10,0,3,1,4,8,30,307,0,1,1,5,15,61,270,0,4,31,94,117,107,0,4,1,5,30,313,0,1,2,35,67,248,316,13,10,14,316,12,11,14,316,6,14,17,0,4,24,325,28,2,16,307,337,0,3,0,3,0,1,1,8,313,0,6,5,2,3,0,0,5,0,0,2,2,1,4,0,10,0,11,170,171,0,1,0,0,0,0,0,0,0,0,353,20,20,134,100,79,20,11,105,104,68,33,12,7.373626373626373,9.729278095462801,1,0,12.669811320754716,3.8865334877032294,2.0032154340836015,1.2299970948902441
AU,AUS,Australia,-99,2021-01-01,2020-12-23,2318,10,161795.10715935554,6,60024.588990040356,112,1956,27907210.039147425,0,19,25,2274,13,254,2051,22,66,2230,17,511,1790,15,372,1931,19,363,1936,17,155,2146,19,67,2232,22,130,2166,18,43,2257,22,133,2163,20,390,1908,19,40,2259,21,248,2049,2293,1,9,15,2064,14,95,145,2252,8,26,32,1807,16,129,366,1946,20,124,228,1955,18,73,272,2163,8,72,75,2251,5,22,40,2188,6,49,75,2275,5,21,17,2185,8,49,76,1928,11,104,275,2278,5,11,24,2070,12,88,148,357,5,72,1884,2257,0,40,21,432,38,633,1215,1695,17,82,524,2236,2,79,1,2236,2,80,0,2316,0,2,0,604,45,63,1606,2318,0,0,0,0,0,609,12,728,576,261,132,879,47,526,713,153,879,65,752,520,102,879,79,631,568,161,879,61,648,567,163,879,78,275,642,444,0,2267,15,7,29,2267,15,7,29,2267,15,7,29,2267,12,16,23,2267,16,7,28,2267,16,5,30,2135,9,2,172,2135,8,1,174,2135,9,6,168,2135,10,1,172,2135,10,17,156,2135,10,12,161,2135,11,10,162,2294,0,0,24,2294,0,1,23,2294,0,2,22,2294,0,1,23,2294,0,1,23,1115,16,363,824,1115,9,865,329,1115,18,728,457,1115,14,752,437,1115,18,311,874,1115,21,204,978,1278,7,590,443,1728,0,305,136,79,70,1361,8,9,69,282,589,1361,13,935,9,1547,9,106,656,1547,4,125,102,82,50,371,37,1547,9,177,209,256,120,1597,16,119,264,201,121,2318,2318,1987,7,117,207,1511,11,307,489,1641,9,221,447,1616,8,138,556,2032,7,53,226,2141,5,82,90,1707,9,6,14,73,74,435,1707,6,15,11,70,114,395,1853,6,68,134,147,110,1853,4,10,37,91,323,1853,4,33,98,122,208,2212,7,62,37,2212,16,17,73,2212,14,42,50,1958,6,89,265,2053,0,179,86,2290,2,4,2,1,1,0,1,17,2241,1,4,7,2,9,1,0,10,3,1,3,7,5,2,4,18,2318,0,0,0,0,0,2318,0,0,0,0,0,0,0,0,2318,0,0,0,0,2318,0,0,0,0,0,0,5.434980106100796,7.918015585759905,1.7017543859649125,0.8856981161107917,0,0,0,0
AU,AUS,Australia,1,2021-01-01,2020-12-23,954,2,13064.780693088842,0,0,82,954,9554689.274642354,926,0,4,950,0,90,864,0,29,925,0,209,745,0,216,738,0,160,794,0,84,870,0,21,933,0,76,878,0,4,950,1,49,904,0,221,733,0,9,945,0,116,838,950,0,4,0,864,3,30,57,925,1,6,22,745,2,26,181,738,1,41,174,794,2,25,133,870,2,32,50,933,1,10,10,878,1,20,55,950,0,3,1,905,0,15,34,733,2,34,185,945,0,3,6,838,1,21,94,0,0,53,901,901,0,34,19,0,0,376,578,578,0,63,313,891,0,60,3,891,1,62,0,953,0,1,0,63,6,36,849,954,0,0,0,0,0,0,0,472,324,118,40,0,0,396,508,50,0,1,585,324,44,0,0,565,312,77,0,0,528,350,76,0,0,169,523,262,0,918,4,5,27,918,4,5,27,918,3,3,30,918,3,15,18,918,3,5,28,918,2,6,28,846,0,0,108,846,1,0,107,846,0,3,105,846,0,2,106,846,0,3,105,846,0,7,101,846,0,1,107,944,0,0,10,944,0,1,9,944,0,2,8,944,0,1,9,944,0,1,9,0,1,423,530,0,1,669,284,0,2,647,305,0,2,721,231,0,2,332,620,0,2,182,770,0,0,680,274,274,0,319,158,104,99,0,0,15,98,354,487,0,0,949,5,0,8,142,804,0,0,104,136,102,102,480,30,0,0,94,199,415,246,0,3,94,309,356,192,954,954,531,5,117,301,285,4,213,452,307,3,168,476,233,4,79,638,622,1,47,284,772,2,85,95,0,0,16,52,156,187,543,0,0,24,79,153,234,464,0,13,109,285,323,224,0,0,20,77,151,706,0,2,75,171,244,462,708,3,178,65,708,13,41,192,708,10,91,145,0,2,613,339,615,0,180,159,774,2,35,11,26,15,1,2,88,161,1,22,104,23,85,12,23,85,18,3,40,34,20,25,11,287,0,13,312,604,15,10,0,0,954,0,0,0,0,0,0,20,23,455,333,123,20,3,119,218,308,205,81,4.307654205607476,6.335656583693157,1.5384615384615385,0.8736118055103185,13.070723684210526,3.7325794888200985,3.4767184035476717,1.470015170697387
AU,AUS,Australia,2,2021-01-01,2020-12-23,1826,2,25499.962182052812,2,25499.962182052812,94,1826,18150382.141813632,1793,1,11,1814,0,141,1685,1,37,1788,1,401,1424,1,320,1505,2,249,1575,1,125,1700,1,33,1792,1,97,1728,1,13,1812,1,87,1738,1,359,1466,1,8,1817,1,180,1645,1815,0,9,2,1685,1,48,92,1789,1,6,30,1425,4,57,340,1506,2,72,246,1577,1,53,195,1701,2,55,68,1793,0,21,12,1729,0,34,63,1813,2,5,6,1739,0,35,52,1467,3,61,295,1818,0,4,4,1646,3,56,121,0,0,54,1772,1772,0,40,14,0,4,777,1045,1049,5,112,660,1714,1,107,4,1714,6,106,0,1820,2,4,0,121,8,36,1661,1826,0,0,0,0,0,0,1,810,605,282,128,0,5,545,1104,172,0,10,955,733,128,0,7,902,723,194,0,4,831,806,185,0,8,245,1039,534,0,1790,8,5,23,1790,7,8,21,1790,9,2,25,1790,6,14,16,1790,7,5,24,1790,7,5,24,1595,2,0,229,1595,3,0,228,1595,4,9,218,1595,3,2,226,1595,3,14,214,1595,3,11,217,1595,3,6,222,1802,0,0,24,1802,0,2,22,1802,0,2,22,1802,0,2,22,1802,0,5,19,0,1,651,1174,0,3,1348,475,0,4,1213,609,0,5,1287,534,0,1,497,1328,0,2,237,1587,0,1,1248,577,578,0,599,302,178,169,0,2,20,125,567,1112,0,2,1815,9,0,12,312,1502,0,0,209,259,229,172,908,49,0,1,229,344,790,462,0,8,201,612,681,324,1826,1826,1175,3,205,443,478,9,504,835,613,7,362,844,539,7,168,1112,1329,2,92,403,1589,2,135,100,0,3,22,56,252,347,1146,0,2,33,93,229,395,1074,0,15,234,601,601,375,0,1,33,108,298,1386,0,1,147,332,509,837,1347,8,336,135,1347,21,60,398,1347,19,161,299,0,2,1269,555,1271,0,308,247,1518,4,54,15,30,5,1,25,174,249,4,49,92,77,169,23,79,255,37,29,70,169,78,39,47,360,0,19,650,1137,12,8,0,0,0,1826,0,0,0,0,0,20,22,958,628,198,20,5,516,511,472,234,68,5.076879271070615,7.397691452381109,1.7358490566037736,1.1120138245582687,14.292675893886967,4.195986114294424,2.904225352112676,1.4133599755332
AU,AUS,Australia,3,2021-01-01,2020-12-23,1630,1,12459.0774183164,0,0,118,1630,16206977.945563754,1602,2,7,1621,3,118,1509,3,25,1602,3,304,1323,2,213,1415,4,213,1413,1,94,1535,3,27,1600,3,53,1574,2,15,1613,3,43,1584,3,282,1345,2,11,1617,3,147,1480,1623,0,5,2,1512,1,53,64,1605,0,6,19,1326,1,62,241,1417,1,60,152,1417,1,36,176,1536,0,46,48,1603,0,13,14,1577,0,26,27,1615,1,8,6,1587,0,19,24,1348,0,59,223,1619,0,6,5,1483,2,39,106,0,0,61,1569,1569,1,49,11,0,18,721,891,909,2,105,614,1525,1,103,1,1525,1,104,0,1629,1,0,0,125,12,42,1451,1630,0,0,0,0,0,0,4,717,533,256,120,0,6,462,1008,154,0,10,805,693,122,0,12,687,719,212,0,10,682,745,193,0,16,204,897,513,0,1588,8,4,30,1588,7,8,27,1588,11,2,29,1588,7,16,19,1588,11,5,26,1588,9,3,30,1413,2,1,214,1413,3,1,213,1413,3,6,208,1413,3,1,213,1413,3,14,200,1413,3,13,201,1413,3,12,202,1599,0,1,30,1599,0,2,29,1599,0,2,29,1599,0,1,30,1599,0,3,28,0,5,519,1106,0,1,1216,413,0,3,1056,571,0,1,1115,514,0,2,385,1243,0,2,174,1454,0,4,1035,591,595,0,498,273,141,123,0,4,19,105,403,1099,0,4,1622,4,0,11,289,1330,0,2,218,224,188,145,819,34,0,2,228,356,632,412,0,5,205,548,573,299,1630,1630,1111,11,136,372,414,13,441,762,574,14,304,738,515,13,146,956,1245,5,75,305,1456,2,85,87,0,3,13,40,141,254,1179,0,0,19,64,143,313,1091,0,8,186,565,545,326,0,1,35,73,246,1275,0,0,116,259,484,771,1255,7,265,103,1255,26,67,282,1255,17,128,230,0,5,1088,537,1093,1,289,247,1341,7,44,17,23,9,10,18,161,253,0,25,55,71,152,24,90,195,53,28,57,177,101,42,37,270,0,17,644,947,7,15,0,0,0,0,1630,0,0,0,0,17,31,891,508,183,17,12,270,423,505,313,90,4.622076023391813,6.691328346419715,1.9491525423728813,1.265234458489936,14.481041131105398,3.981160676252585,3.3108280254777065,1.4914918944154532
