ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C12..99,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
AU,AUS,Australia,5,2021-01-02,2020-12-24,1499,2,19660.973161364447,2,19660.973161364447,68,1498,13811261.843681013,1458,1,4,1494,1,91,1407,1,18,1480,0,181,1318,2,139,1358,2,164,1333,1,36,1462,1,16,1482,0,26,1473,0,5,1494,2,33,1464,1,156,1342,3,6,1490,2,65,1432,1495,0,3,1,1408,0,31,60,1481,0,5,13,1318,1,48,132,1360,0,26,113,1335,1,36,127,1463,0,17,19,1483,0,5,11,1473,0,9,17,1494,0,1,4,1466,0,12,21,1343,0,42,114,1493,0,1,5,1434,0,21,44,0,1,43,1455,1456,0,32,11,0,23,524,952,975,8,57,459,1442,1,55,1,1442,1,54,2,1498,1,0,0,88,17,12,1382,1499,0,0,0,0,0,0,0,745,469,184,101,0,26,421,900,152,0,39,752,609,99,0,40,674,620,165,0,37,712,605,145,0,43,235,776,445,0,1487,2,4,6,1487,1,2,9,1487,3,1,8,1487,3,0,9,1487,3,0,9,1487,3,1,8,1250,17,1,231,1250,17,3,229,1250,16,3,230,1250,16,3,230,1250,18,24,207,1250,16,15,218,1250,16,19,214,1460,1,0,38,1460,1,2,36,1460,2,0,37,1460,1,1,37,1460,0,1,38,0,10,379,1110,0,6,1027,466,0,9,855,635,0,6,924,569,0,9,260,1230,0,12,102,1385,0,1,873,625,626,0,466,214,113,80,0,3,9,64,398,1025,0,10,1484,5,0,15,261,1223,0,0,231,169,166,116,764,53,0,2,286,364,549,298,0,17,218,556,451,257,1499,1499,1120,5,111,263,472,5,377,645,644,5,260,590,575,5,156,763,1239,4,50,206,1397,0,39,63,0,2,12,14,89,148,1234,0,2,9,27,102,261,1098,0,14,158,484,537,306,0,1,17,49,182,1250,0,0,58,223,369,849,1218,19,182,80,1218,48,42,191,1218,36,98,147,0,6,786,707,792,3,308,396,1191,13,39,19,19,15,16,13,174,405,0,35,50,48,127,10,46,216,60,26,39,87,59,25,58,208,0,13,607,866,0,13,0,0,0,0,0,0,1499,0,0,23,50,696,427,303,23,18,318,391,454,239,56,6.425339366515838,9.279733873820033,1.6578947368421055,1.0469083387294613,13.737630662020907,3.8989563335730493,2.483074753173484,1.3106409390790268
AU,AUS,Australia,6,2021-01-02,2020-12-24,1017,2,32471.974522753102,2,32471.974522753102,24,1015,12729282.735866109,987,2,3,1012,2,64,951,1,20,996,3,103,911,3,96,918,1,95,921,3,30,984,1,11,1005,4,16,997,2,3,1012,3,26,988,3,72,942,3,6,1008,3,33,981,1014,0,1,2,953,1,18,45,997,0,3,17,914,3,28,72,921,2,20,74,922,2,15,78,987,1,12,17,1006,1,5,5,1001,1,5,10,1014,0,2,1,991,2,9,15,945,3,23,46,1011,0,4,2,984,0,19,14,0,2,19,996,998,0,12,7,0,29,275,713,742,3,37,235,980,0,37,0,980,0,37,0,1017,0,0,0,69,23,13,912,1017,0,0,0,0,0,0,0,590,279,89,59,0,41,310,571,95,0,50,541,366,60,0,66,485,361,105,0,59,501,371,86,0,81,165,477,294,0,1004,4,5,4,1004,7,3,3,1004,8,1,4,1004,8,1,4,1004,9,0,4,1004,9,0,4,859,15,1,142,859,15,1,142,859,14,1,143,859,14,3,141,859,14,14,130,859,14,11,133,859,12,14,132,993,2,1,21,993,1,0,23,993,1,0,23,993,1,0,23,993,2,0,22,0,10,138,869,0,6,668,343,0,12,521,484,0,5,613,399,0,11,174,832,0,10,77,930,0,3,610,404,407,1,353,129,80,47,0,5,10,45,305,652,0,6,1005,6,0,15,137,865,0,1,157,123,104,73,517,42,0,3,213,287,347,167,0,19,106,365,306,221,1017,1017,879,4,38,96,349,8,264,396,496,7,177,337,404,5,133,475,843,2,45,127,940,3,32,42,0,10,6,8,34,82,877,0,0,4,17,50,116,830,0,19,85,321,352,240,0,4,6,17,89,901,0,1,21,94,212,689,902,13,63,39,902,30,17,68,902,22,40,53,0,10,226,781,236,2,147,632,870,6,13,1,9,8,5,7,98,644,1,13,19,23,36,10,19,59,15,10,16,34,10,8,27,73,0,16,460,537,0,4,0,0,0,0,0,0,0,1017,0,19,41,443,292,222,19,17,228,317,268,134,34,7.167300380228137,9.273338369556972,1.1176470588235294,0.781213234429025,13.320368474923235,3.753785612080712,2.24400417101147,1.2789050575083247
AU,AUS,Australia,7,2021-01-02,2020-12-24,326,0,0,0,0,2,326,3925181.8875961276,301,5,0,321,4,22,300,4,11,311,1,33,292,3,30,293,5,35,286,4,3,319,4,5,317,5,4,317,3,5,318,4,12,310,3,17,306,5,1,320,2,9,315,326,0,0,0,304,1,6,15,315,1,4,6,293,2,6,25,296,1,8,21,291,1,4,30,323,0,1,2,321,0,0,5,322,0,3,1,321,0,1,4,314,0,5,7,309,1,2,14,325,0,0,1,317,1,4,4,0,0,2,324,324,0,1,1,0,10,82,234,244,1,10,71,316,0,10,0,316,0,10,0,326,0,0,0,21,9,7,289,326,0,0,0,0,0,0,0,194,89,31,12,0,45,110,139,32,0,33,179,90,24,0,37,148,99,42,0,33,173,92,28,0,57,40,128,101,0,319,3,1,3,319,1,2,4,319,3,0,4,319,2,3,2,319,3,0,4,319,3,0,4,267,7,0,52,267,7,0,52,267,7,0,52,267,7,1,51,267,7,8,44,267,7,4,48,267,6,6,47,316,1,0,9,316,1,0,9,316,1,0,9,316,1,0,9,316,1,1,8,0,6,27,293,0,4,182,140,0,1,137,188,0,2,163,161,0,4,28,294,0,5,20,301,0,1,166,159,160,0,98,44,17,7,0,2,3,22,108,191,0,3,321,2,0,5,42,279,0,2,47,35,36,31,147,28,0,1,98,100,87,40,0,6,45,121,83,71,326,326,299,2,5,20,144,5,70,107,189,5,41,91,163,5,45,113,298,1,5,22,306,1,11,8,0,2,2,0,5,24,293,0,1,1,2,7,48,267,0,2,34,86,108,96,0,3,1,5,26,291,0,1,1,28,60,236,297,11,6,12,297,12,6,11,297,5,12,12,0,5,21,300,26,2,18,280,308,0,2,0,3,0,1,1,11,287,0,4,5,2,2,1,0,5,0,0,0,2,0,4,3,11,0,9,156,160,0,1,0,0,0,0,0,0,0,0,326,19,18,128,96,65,19,9,89,93,73,33,10,6.675,8.861486859838399,1,0,12.642140468227423,3.9052146475308773,2.056140350877193,1.3123220930880188
AU,AUS,Australia,-99,2021-01-03,2020-12-25,2244,7,129883.5244174374,5,55586.7059590096,102,1887,25496461.04694798,0,21,25,2198,11,247,1986,22,61,2161,18,482,1744,16,360,1868,20,343,1881,17,146,2081,21,61,2162,21,111,2112,20,44,2180,25,123,2096,19,365,1860,19,39,2186,21,253,1970,2219,2,8,15,1997,11,89,147,2183,7,24,30,1762,16,109,357,1884,17,114,229,1901,16,64,263,2098,8,63,75,2183,4,19,38,2133,4,42,65,2200,6,19,19,2121,8,47,68,1879,10,89,266,2205,3,13,23,1991,11,87,155,350,7,70,1817,2187,0,41,16,423,42,598,1181,1657,13,78,496,2166,2,73,3,2166,1,77,0,2243,0,1,0,597,42,56,1549,2244,0,0,0,0,0,597,12,713,555,246,121,854,44,518,686,142,854,64,725,497,104,854,72,616,546,156,854,62,616,553,159,854,75,263,620,432,0,2200,16,5,23,2200,15,5,24,2200,17,4,23,2200,13,13,18,2200,16,7,21,2200,16,4,24,2041,10,2,191,2041,9,1,193,2041,9,8,186,2041,10,1,192,2041,10,19,174,2041,11,15,177,2041,12,11,180,2217,0,0,27,2217,0,1,26,2217,0,2,25,2217,0,1,26,2217,0,1,26,1094,17,330,803,1094,12,806,332,1094,17,686,447,1094,13,731,406,1094,16,309,825,1094,18,202,930,1253,6,578,407,1666,0,312,126,74,66,1333,8,9,66,249,579,1333,10,896,5,1492,11,92,649,1492,5,114,97,73,58,374,31,1492,7,163,210,267,105,1534,16,112,253,212,117,2244,2244,1950,4,93,197,1497,6,281,460,1611,6,203,424,1566,6,125,547,1961,4,49,230,2069,5,73,97,1642,9,9,10,68,78,428,1642,7,14,15,67,121,378,1772,8,68,138,143,115,1772,4,8,38,93,329,1772,4,28,98,130,212,2142,4,67,31,2142,11,15,76,2142,12,38,52,1871,5,85,283,1961,1,195,87,2213,2,6,2,1,2,0,1,17,2165,1,4,7,3,11,1,0,9,2,1,3,6,5,2,3,21,2244,0,0,0,0,0,2244,0,0,0,0,0,0,0,0,2244,0,0,0,0,2244,0,0,0,0,0,0,5.332147790055249,7.988048851931166,1.5925925925925926,0.8130659078513456,0,0,0,0
AU,AUS,Australia,1,2021-01-03,2020-12-25,928,2,13064.780693088842,0,0,81,928,8511301.264125692,901,0,3,925,0,86,842,0,32,896,0,217,711,0,195,733,0,155,773,0,76,852,0,22,906,0,75,853,0,6,922,1,46,881,0,216,712,0,9,919,0,118,810,925,0,3,0,842,3,34,49,896,1,7,24,711,2,30,185,733,1,43,151,773,2,22,131,852,2,35,39,906,1,10,11,853,2,22,51,922,0,4,2,882,0,14,32,712,2,34,180,919,0,4,5,810,1,31,86,0,0,53,875,875,0,32,21,0,0,382,546,546,0,60,322,868,0,55,5,868,1,59,0,927,0,1,0,60,4,42,822,928,0,0,0,0,0,0,0,440,326,118,44,0,0,386,493,49,0,2,570,315,41,0,0,554,304,70,0,0,508,348,72,0,0,151,519,258,0,886,5,5,32,886,4,4,34,886,4,3,35,886,3,15,24,886,5,5,32,886,4,6,32,819,0,0,109,819,1,0,108,819,0,3,106,819,0,2,107,819,0,3,106,819,0,7,102,819,0,1,108,918,0,0,10,918,0,1,9,918,0,2,8,918,0,1,9,918,0,1,9,0,2,390,536,0,1,649,278,0,2,635,291,0,3,704,221,0,1,329,598,0,2,174,752,0,0,648,280,280,0,309,146,100,93,0,1,12,97,344,474,0,0,925,3,0,6,126,796,0,0,126,129,100,94,451,28,0,0,90,194,405,239,0,3,91,316,335,183,928,928,538,5,124,261,279,6,227,416,293,5,188,442,224,6,97,601,599,3,56,270,754,3,83,88,0,0,17,52,154,175,530,0,0,27,77,148,222,454,0,11,103,288,318,208,0,0,17,80,150,681,0,2,75,162,239,450,691,3,176,58,691,11,40,186,691,12,80,145,0,2,585,341,587,0,191,150,737,2,35,12,24,15,3,2,98,152,1,18,111,17,78,11,18,85,16,6,40,32,18,23,14,288,0,11,290,606,11,10,0,0,928,0,0,0,0,0,0,20,24,435,330,119,20,1,114,207,307,204,75,4.397542372881356,6.586151826570286,1.5192307692307692,0.7273477096955738,13.021300448430493,3.742871307506641,3.449886104783599,1.4615150402177726
AU,AUS,Australia,2,2021-01-03,2020-12-25,1709,1,6320.50345728491,1,6320.50345728491,95,1709,15984366.369507097,1676,1,7,1701,0,117,1592,1,26,1682,1,370,1338,1,283,1425,2,239,1468,1,114,1594,1,29,1679,2,89,1618,1,11,1697,1,76,1632,1,338,1370,1,6,1702,1,168,1540,1702,0,6,1,1592,0,36,81,1683,0,5,21,1339,3,51,316,1426,1,56,226,1470,0,53,186,1595,1,49,64,1680,0,17,12,1620,0,35,54,1698,1,4,6,1633,0,28,48,1371,2,54,282,1703,0,3,3,1541,2,50,116,0,0,53,1656,1656,0,38,15,0,7,731,971,978,5,103,623,1606,1,97,5,1606,7,96,0,1702,2,4,1,115,6,37,1551,1709,0,0,0,0,0,0,1,753,564,267,124,0,4,519,1035,151,0,11,891,688,119,0,8,842,665,194,0,5,778,748,178,0,8,234,967,500,0,1672,3,6,28,1672,4,5,28,1672,4,3,30,1672,3,13,21,1672,4,4,29,1672,4,3,30,1478,2,0,229,1478,3,0,228,1478,4,9,218,1478,3,2,226,1478,3,14,214,1478,3,11,217,1478,3,6,222,1685,0,0,24,1685,0,2,22,1685,0,2,22,1685,0,2,22,1685,0,5,19,0,1,561,1147,0,3,1237,469,0,4,1094,611,0,4,1201,504,0,1,460,1248,0,2,200,1507,0,0,1151,558,558,0,566,279,159,147,0,3,20,128,534,1024,0,3,1699,7,0,11,281,1417,0,0,209,258,203,163,829,47,0,1,212,315,776,405,0,8,178,563,646,314,1709,1709,1148,3,194,364,472,9,485,743,615,6,347,741,508,7,166,1028,1249,2,81,377,1509,2,116,82,0,2,20,41,234,340,1072,0,2,29,78,227,341,1032,0,12,225,558,576,338,0,1,29,115,266,1298,0,1,140,319,469,780,1250,6,335,118,1250,19,56,384,1250,18,155,286,0,3,1130,576,1133,0,344,232,1365,5,50,17,29,8,4,22,209,235,3,40,73,71,165,23,71,249,46,34,65,146,73,44,39,332,0,17,594,1081,10,7,0,0,0,1709,0,0,0,0,0,21,23,872,602,191,21,6,501,458,428,233,62,5.07633209417596,7.412229009353073,1.7884615384615385,1.2420182572864542,14.155904059040589,4.336764360745903,2.9106819553409777,1.4359894771959265
AU,AUS,Australia,3,2021-01-03,2020-12-25,1524,2,17304.51470374516,1,4845.43728542876,112,1524,14455868.345369108,1496,2,6,1516,3,113,1408,3,24,1497,3,281,1240,2,189,1333,4,206,1314,1,84,1439,3,28,1493,3,54,1467,2,9,1513,3,36,1485,3,261,1260,2,10,1512,3,139,1382,1518,0,5,1,1411,3,46,64,1500,1,5,18,1243,3,61,217,1335,2,50,137,1318,2,39,165,1440,0,43,41,1496,1,11,16,1470,0,25,29,1515,1,2,6,1488,1,15,20,1263,1,62,198,1514,0,6,4,1385,3,37,99,0,0,54,1470,1470,1,41,12,0,17,661,846,863,4,102,555,1422,1,100,1,1422,0,102,0,1524,0,0,0,123,14,33,1354,1524,0,0,0,0,0,0,3,665,485,250,121,0,5,428,941,150,0,8,756,646,114,0,10,643,675,196,0,8,649,689,178,0,14,183,842,485,0,1491,7,4,22,1491,6,5,22,1491,10,0,23,1491,7,9,17,1491,10,1,22,1491,9,2,22,1307,2,1,214,1307,3,1,213,1307,3,6,208,1307,3,1,213,1307,3,14,200,1307,3,13,201,1307,3,12,202,1493,0,1,30,1493,0,2,29,1493,0,2,29,1493,0,1,30,1493,0,3,28,0,6,423,1095,0,1,1091,432,0,4,946,574,0,1,1014,509,0,2,365,1157,0,2,155,1367,0,2,942,580,582,0,467,241,132,102,0,2,16,104,392,1010,0,5,1515,4,0,7,256,1261,0,1,211,209,153,134,783,33,0,2,224,342,605,351,0,3,191,537,527,266,1524,1524,1101,5,107,311,433,7,382,702,578,8,258,680,510,7,123,884,1159,3,60,302,1369,1,72,82,0,2,10,37,127,242,1106,0,0,11,59,138,295,1021,0,8,176,537,501,302,0,1,31,71,240,1181,0,0,110,245,444,725,1169,8,248,99,1169,29,61,265,1169,19,123,213,0,4,964,556,968,1,328,227,1196,6,42,20,26,10,14,21,189,232,0,25,54,62,141,22,80,190,48,26,47,165,95,36,43,258,0,18,601,886,5,14,0,0,0,0,1524,0,0,0,0,16,30,839,460,179,16,12,253,391,479,300,73,4.587596899224806,6.638432798755505,2.0961538461538463,1.287338269067041,14.340177960301164,3.9949395690159397,3.31926480599047,1.5239381450770095
AU,AUS,Australia,4,2021-01-03,2020-12-25,1583,0,0,0,0,86,1583,15654987.888749711,1559,3,3,1577,5,111,1467,4,19,1560,6,214,1363,6,163,1414,3,187,1393,4,61,1518,4,12,1567,4,27,1552,3,7,1573,4,26,1553,3,194,1386,3,3,1577,3,103,1477,1580,0,1,2,1472,0,35,76,1564,0,11,8,1369,1,53,160,1420,1,44,118,1396,1,44,142,1522,0,25,36,1571,0,7,5,1556,0,8,19,1576,0,1,6,1557,1,13,12,1389,1,42,151,1580,0,3,0,1480,0,31,72,0,0,54,1529,1529,0,38,16,0,13,617,953,966,3,91,523,1492,0,91,0,1492,1,90,0,1582,0,1,0,107,13,22,1441,1583,0,0,0,0,0,0,0,767,469,223,124,0,7,386,1036,154,0,20,753,704,106,0,20,684,680,199,0,21,675,720,167,0,22,185,877,499,0,1561,6,5,11,1561,6,5,11,1561,7,2,13,1561,3,7,12,1561,7,3,12,1561,6,2,14,1344,14,2,223,1344,14,1,224,1344,14,5,220,1344,15,2,222,1344,14,23,202,1344,13,19,207,1344,14,14,211,1546,0,1,36,1546,1,0,36,1546,1,0,36,1546,1,1,35,1546,1,2,34,0,8,418,1157,0,8,1137,438,0,6,910,667,0,5,1030,548,0,6,334,1243,0,7,151,1425,0,1,989,593,594,0,526,237,127,99,0,5,20,87,439,1032,0,9,1569,5,0,11,253,1319,0,0,247,211,175,113,799,38,0,0,230,407,612,334,0,8,192,567,541,275,1583,1583,1165,4,124,290,446,10,431,696,673,6,280,624,553,8,152,870,1249,4,75,255,1432,3,71,77,0,4,14,25,100,212,1228,0,1,18,46,140,240,1138,0,9,187,546,524,317,0,4,26,56,224,1273,0,1,88,254,457,783,1241,17,239,86,1241,47,54,241,1241,38,112,192,0,6,1000,577,1006,2,314,261,1269,7,43,19,32,8,6,7,192,269,2,41,55,63,167,20,67,216,55,34,46,136,96,29,48,239,0,13,601,953,2,14,0,0,0,0,0,1583,0,0,0,16,31,836,449,251,16,7,232,360,546,336,86,5.596605504587156,7.67481153008959,1.653061224489796,1.0114144470361641,14.20486018641811,3.8795707195230906,3.1040575916230364,1.4878804963006047
AU,AUS,Australia,5,2021-01-03,2020-12-25,1641,3,25695.034348262787,3,25695.034348262787,69,1640,14303746.00442154,1602,1,7,1633,1,100,1540,1,24,1616,0,190,1451,2,156,1483,2,174,1465,1,39,1601,1,20,1620,0,26,1615,0,7,1634,2,38,1601,1,164,1476,3,8,1630,2,78,1561,1634,1,4,2,1541,1,31,68,1617,0,6,18,1451,3,42,145,1485,2,36,118,1467,2,38,134,1602,1,18,20,1621,0,8,12,1615,0,12,14,1634,1,2,4,1603,2,14,22,1477,2,39,123,1633,0,2,6,1563,0,23,55,0,1,43,1597,1598,0,32,11,0,20,563,1058,1078,11,64,488,1577,1,60,3,1577,1,61,2,1640,1,0,0,95,20,16,1510,1641,0,0,0,0,0,0,0,827,509,201,104,0,32,444,1004,161,0,48,830,667,96,0,44,745,676,176,0,43,784,670,144,0,52,249,862,478,0,1625,4,4,8,1625,3,2,11,1625,5,1,10,1625,3,4,9,1625,5,1,10,1625,5,1,10,1392,17,1,231,1392,17,3,229,1392,16,3,230,1392,16,3,230,1392,18,24,207,1392,16,15,218,1392,16,19,214,1602,1,0,38,1602,1,2,36,1602,2,0,37,1602,1,1,37,1602,0,1,38,0,11,413,1217,0,6,1104,531,0,10,917,714,0,7,1000,634,0,11,280,1350,0,13,112,1516,0,1,946,694,695,0,526,222,109,89,0,5,12,77,446,1101,0,10,1625,6,0,19,278,1344,0,0,265,193,182,119,826,56,0,1,305,420,613,302,0,15,231,620,492,283,1641,1641,1228,5,122,286,537,5,425,674,724,5,294,618,641,6,182,812,1361,4,56,220,1529,0,39,73,0,2,11,15,92,166,1355,0,3,8,31,117,282,1200,0,16,178,543,589,315,0,1,17,53,209,1361,0,0,67,261,405,908,1313,21,217,90,1313,59,54,215,1313,46,113,169,0,5,830,806,835,3,362,441,1279,14,44,19,23,18,16,13,215,449,0,33,57,58,132,11,47,228,64,26,44,89,66,29,68,240,0,14,664,950,0,13,0,0,0,0,0,0,1641,0,0,22,55,761,471,332,22,21,352,434,477,275,60,6.031185031185031,8.717144532535226,1.6842105263157894,1.0424830845187962,13.68984126984127,3.8613796130508575,2.456354300385109,1.3184458096087528
AU,AUS,Australia,6,2021-01-03,2020-12-25,1095,2,32471.974522753102,2,32471.974522753102,32,1092,12747078.518669637,1063,3,3,1089,3,67,1025,2,17,1076,3,106,986,3,101,991,2,101,992,3,32,1060,2,13,1080,5,16,1074,3,3,1089,4,32,1059,3,69,1023,3,5,1087,3,37,1055,1092,0,1,2,1028,1,19,47,1078,0,3,14,989,2,23,81,994,2,22,77,994,2,14,85,1063,1,13,18,1082,1,4,8,1079,1,6,9,1092,0,2,1,1063,2,10,20,1026,3,21,45,1090,0,3,2,1058,0,16,21,0,3,22,1070,1073,0,13,9,0,30,295,770,800,2,39,254,1056,0,39,0,1056,0,39,0,1095,0,0,0,71,24,17,983,1095,0,0,0,0,0,0,2,631,296,98,68,0,47,326,621,101,0,55,577,397,66,0,66,512,401,116,0,57,541,399,98,0,79,181,518,317,0,1078,4,6,7,1078,6,5,6,1078,7,2,8,1078,7,2,8,1078,8,0,9,1078,8,0,9,937,15,1,142,937,15,1,142,937,14,1,143,937,14,3,141,937,14,14,130,937,14,11,133,937,12,14,132,1071,2,1,21,1071,1,0,23,1071,1,0,23,1071,1,0,23,1071,2,0,22,0,10,145,940,0,8,708,379,0,11,560,524,0,5,651,439,0,11,187,897,0,11,82,1002,0,2,634,459,461,1,375,130,77,51,0,3,9,47,338,698,0,6,1083,6,0,16,135,944,0,1,168,136,121,74,547,48,0,3,240,297,382,173,0,18,117,387,333,240,1095,1095,950,5,44,96,387,8,290,410,535,10,189,361,444,8,141,502,908,3,51,133,1013,4,34,44,0,9,6,8,34,85,953,0,0,5,18,54,123,895,0,17,100,335,390,253,0,5,7,19,95,969,0,1,23,110,224,737,962,13,74,46,962,31,25,77,962,23,50,60,0,10,240,845,250,2,160,683,935,6,13,4,10,7,4,6,110,695,1,15,22,23,46,11,18,62,15,8,17,36,11,9,27,79,0,16,488,587,0,4,0,0,0,0,0,0,0,1095,0,23,37,478,320,237,23,16,251,335,288,146,36,6.882616487455197,8.989145770901624,1.4,0.8825799501580878,13.33301797540208,3.744032837327577,2.2403474903474905,1.2767536864063287
