ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
AE,ARE,United Arab Emirates,4,2020-12-24,2020-12-21,100,0,0,0,0,18,100,2045014.4307354626,99,0,0,100,0,5,95,1,0,99,0,10,90,0,5,95,0,10,90,0,5,95,0,0,100,0,1,99,0,0,100,0,3,97,0,13,87,0,1,99,0,8,92,100,0,0,0,95,1,1,3,100,0,0,0,90,0,4,6,95,0,0,5,90,1,1,8,95,1,1,3,100,0,0,0,99,0,1,0,100,0,0,0,97,1,1,1,87,1,4,8,99,0,1,0,92,0,3,5,0,0,7,93,93,0,4,3,0,2,74,24,26,2,37,35,63,0,1,36,0,63,15,22,0,85,0,3,12,0,41,0,4,55,100,0,0,39,37,20,4,0,1,42,41,16,0,5,49,34,12,0,6,51,30,13,0,1,57,34,8,0,5,17,34,44,96,1,0,3,96,1,0,3,96,0,1,3,96,1,1,2,96,1,0,3,96,1,0,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,46,54,0,0,73,27,0,0,59,41,0,1,42,57,0,0,9,91,0,1,10,89,0,1,36,63,64,20,7,3,6,0,1,0,2,31,66,0,0,99,1,0,1,25,74,0,0,87,9,2,0,0,2,0,1,40,15,22,22,0,1,21,51,21,6,0,0,13,85,2,0,1,9,87,3,54,1,43,2,27,1,72,0,41,0,56,3,58,1,34,7,91,0,8,1,90,0,10,0,0,1,0,2,9,17,71,0,1,0,3,7,25,64,0,1,24,42,17,16,0,0,2,9,32,57,0,0,11,23,40,26,66,0,28,6,66,11,11,12,66,12,10,12,0,1,62,37,63,0,17,20,83,3,3,0,4,2,0,2,3,21,0,1,11,6,5,4,8,5,5,0,4,11,2,3,5,9,0,0,72,28,0,0,0,0,0,0,0,100,0,0,0,0,2,79,14,5,0,0,26,30,30,10,4,2.814814814814815,1.7767090804898693,2.5714285714285716,1.7182493859684491,14.632978723404255,4.947669991382657,3.3645833333333335,1.729738597024154
AE,ARE,United Arab Emirates,-99,2020-12-25,2020-12-25,120,2,31451.664480624997,0,0,21,104,2781141.3305056165,0,4,4,112,5,7,108,6,4,110,6,10,104,5,9,106,5,11,104,4,6,110,6,8,106,6,4,110,6,3,111,4,3,113,4,12,104,6,4,110,5,14,101,116,2,1,1,113,3,3,1,116,2,1,1,110,2,2,6,111,1,3,5,109,1,4,6,114,3,2,1,112,2,2,4,116,2,1,1,117,1,1,1,117,0,0,3,108,3,2,7,116,1,1,2,106,2,6,6,14,2,10,94,112,0,2,6,16,2,78,24,46,3,37,34,83,0,1,36,0,83,11,25,1,111,0,5,4,0,62,0,9,49,120,30,4,28,26,18,14,51,3,37,22,7,51,5,33,24,7,51,5,38,18,8,51,8,37,18,6,51,6,21,17,25,113,2,2,3,113,2,2,3,113,1,2,4,113,1,1,5,113,1,1,5,113,1,1,5,120,0,0,0,120,0,0,0,120,0,0,0,120,0,0,0,120,0,0,0,120,0,0,0,120,0,0,0,120,0,0,0,120,0,0,0,120,0,0,0,120,0,0,0,120,0,0,0,62,3,26,29,62,3,40,15,62,3,32,23,62,2,29,27,62,3,9,46,62,3,7,48,67,1,18,34,102,9,6,2,1,71,0,1,4,17,27,71,0,49,0,77,0,9,34,77,0,33,6,2,0,1,1,77,0,21,11,7,4,77,1,15,22,3,2,78,1,5,32,4,87,1,6,23,3,96,0,22,2,82,0,37,1,91,0,27,2,94,0,18,8,112,0,6,2,114,0,5,1,92,3,0,1,4,4,16,92,1,0,2,1,6,18,99,1,8,8,3,1,99,1,3,2,8,7,99,1,3,8,4,5,114,0,6,0,114,0,2,4,114,0,3,3,108,0,3,9,111,0,6,3,119,0,0,0,1,0,0,0,0,117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,120,0,0,0,0,0,120,0,0,0,0,0,0,0,0,120,0,0,0,0,120,0,0,0,0,0,0,2.375,1.9067956275430757,3.2,1.7888543819998317,0,0,0,0
AE,ARE,United Arab Emirates,2,2020-12-25,2020-12-24,100,0,0,0,0,37,100,2103898.4745856524,100,0,1,99,0,6,94,0,3,97,0,7,93,0,10,90,0,14,86,0,4,96,0,0,100,0,3,97,0,0,100,0,5,95,0,16,84,0,3,97,1,11,88,99,0,0,1,94,0,3,3,97,0,2,1,93,0,2,5,90,0,4,6,86,0,1,13,96,0,3,1,100,0,0,0,97,0,0,3,100,0,0,0,95,0,2,3,84,0,5,11,97,0,2,1,89,0,5,6,0,0,12,88,88,0,5,7,0,0,78,22,22,0,41,37,59,0,0,40,1,59,17,24,0,83,0,3,14,0,41,1,5,53,100,0,0,33,39,17,11,0,1,48,35,16,0,1,49,36,14,0,2,56,31,11,0,1,57,24,18,0,2,23,32,43,95,1,2,2,95,1,1,3,95,2,0,3,95,1,1,3,95,2,0,3,95,1,1,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,63,37,0,0,74,26,0,0,61,39,0,0,41,59,0,0,9,91,0,0,27,73,0,0,40,60,60,26,11,1,2,0,0,0,12,37,51,0,1,99,0,0,1,28,71,0,0,85,11,1,0,0,3,0,0,46,17,18,19,0,1,34,48,13,4,0,0,10,76,14,0,3,12,73,12,37,1,57,5,26,3,69,2,39,4,54,3,59,1,30,10,91,1,7,1,73,2,24,1,0,1,2,4,14,21,58,0,0,6,6,17,19,52,0,1,35,32,17,15,0,0,5,15,35,45,0,0,28,22,26,24,50,1,40,9,50,6,21,23,50,7,18,25,0,0,62,38,62,0,18,20,82,0,6,3,1,0,1,2,5,20,0,0,5,10,4,4,6,10,1,0,2,6,2,2,4,24,0,1,71,28,0,0,0,0,0,100,0,0,0,0,0,0,7,76,12,5,0,0,44,24,14,7,11,2.6666666666666665,2.1715080369345965,3.5000000000000004,1.957890020745122,13.89130434782609,5.5578012130641135,2.9239130434782608,1.7366995074475773
AE,ARE,United Arab Emirates,3,2020-12-25,2020-12-24,100,0,0,0,0,8,100,1669288.785932116,99,0,0,100,0,6,94,0,1,99,0,9,91,0,10,90,0,9,91,0,6,94,0,0,100,0,1,99,0,0,100,0,1,99,0,7,93,0,2,98,0,9,91,100,0,0,0,94,0,0,6,99,0,0,1,91,0,1,8,90,0,6,4,91,0,3,6,94,0,3,3,100,0,0,0,99,0,0,1,100,0,0,0,99,0,0,1,93,0,2,5,98,0,2,0,91,0,0,9,0,0,5,95,95,0,1,4,0,1,73,26,27,0,34,39,66,0,1,33,0,66,13,21,0,87,0,4,9,0,35,0,5,60,100,0,0,27,46,14,13,0,1,45,35,19,0,4,52,29,15,0,4,52,26,18,0,3,55,25,17,0,3,26,21,50,95,2,0,3,95,2,0,3,95,1,2,2,95,2,0,3,95,2,0,3,95,2,0,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,42,58,0,1,66,33,0,0,64,36,0,0,38,62,0,0,13,87,0,0,14,86,0,0,38,62,62,21,12,5,0,0,0,0,6,28,66,0,0,100,0,0,0,21,79,0,0,82,15,0,0,0,3,0,0,47,14,24,15,0,0,41,43,14,2,0,0,14,81,5,0,0,12,82,6,58,0,41,1,34,0,65,1,36,0,62,2,62,0,31,7,87,0,12,1,86,1,12,1,0,1,1,2,4,18,74,0,0,0,5,10,25,60,0,0,22,42,20,16,0,0,6,13,22,59,0,0,16,26,31,27,58,4,34,4,58,11,11,20,58,9,16,17,0,0,64,36,64,0,12,24,88,1,1,1,3,0,0,1,5,24,0,2,7,7,6,3,3,5,6,0,3,10,1,1,6,16,0,0,74,26,0,0,0,0,0,0,100,0,0,0,0,1,3,73,16,7,1,1,43,31,13,2,9,2.7586206896551726,2.6002084039250324,2,0,14.828282828282829,4.309553705858846,3.302083333333333,1.6740734541305413
AE,ARE,United Arab Emirates,4,2020-12-25,2020-12-22,100,0,0,0,0,18,100,2186870.109673791,98,0,0,100,0,3,97,1,0,99,0,11,89,0,7,93,0,8,92,0,5,95,0,0,100,0,1,99,0,0,100,0,2,98,0,13,87,0,1,99,0,7,93,100,0,0,0,97,1,1,1,100,0,0,0,89,0,3,8,93,0,1,6,92,1,1,6,95,1,1,3,100,0,0,0,99,0,1,0,100,0,0,0,98,1,0,1,87,1,3,9,99,0,1,0,93,0,3,4,0,0,7,93,93,0,1,6,0,3,69,28,31,2,40,27,60,0,2,37,1,60,17,23,0,83,0,4,13,0,45,0,4,51,100,0,0,37,38,17,8,0,1,45,38,16,0,4,54,32,10,0,6,50,27,17,0,2,55,31,12,0,5,14,34,47,96,2,0,2,96,2,0,2,96,1,1,2,96,2,0,2,96,2,0,2,96,1,1,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,49,51,0,0,76,24,0,0,62,38,0,0,46,54,0,0,9,91,0,0,15,85,0,0,39,61,61,22,9,3,5,0,1,0,3,23,73,0,1,99,0,0,2,23,75,0,0,84,11,2,0,0,3,0,0,37,13,23,27,0,1,28,49,18,4,0,0,18,80,2,0,1,9,84,6,51,1,47,1,24,1,75,0,38,0,60,2,54,1,40,5,91,0,8,1,85,0,13,2,0,1,0,0,13,16,70,0,2,0,2,10,27,59,0,1,30,39,14,16,0,0,3,10,28,59,0,0,12,24,34,30,64,2,30,4,64,10,16,10,64,13,10,13,0,1,65,34,66,0,12,22,88,2,1,0,3,2,0,0,4,23,0,1,7,2,5,4,7,8,4,0,5,11,5,2,4,12,0,0,73,27,0,0,0,0,0,0,0,100,0,0,0,1,2,81,12,4,1,0,24,33,27,9,6,2.64,1.7291616465790582,2.5714285714285716,1.7182493859684491,15.537234042553191,4.836153809078574,3.1612903225806446,1.6829730588962342
AE,ARE,United Arab Emirates,-99,2020-12-26,2020-12-25,100,0,0,0,0,6,87,2604161.600043781,0,3,1,96,3,3,94,1,3,96,3,9,88,2,7,91,2,11,87,3,4,93,3,3,94,3,3,94,2,1,97,1,1,98,3,12,85,4,8,88,3,11,86,99,0,0,1,97,1,1,1,97,0,2,1,91,1,3,5,93,0,4,3,89,1,3,7,96,0,2,2,97,0,1,2,97,1,1,1,99,0,1,0,99,0,1,0,88,0,6,6,92,0,4,4,89,0,6,5,12,1,6,81,98,0,2,0,17,5,57,21,45,2,23,30,77,0,2,21,0,77,5,18,0,95,0,3,2,0,50,1,2,47,100,29,3,26,16,12,14,45,3,25,16,11,45,6,26,14,9,45,6,29,11,9,45,5,27,13,10,45,5,14,16,20,98,0,0,2,98,0,0,2,98,0,1,1,98,0,0,2,98,0,2,0,98,0,1,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,53,0,21,26,53,0,32,15,53,0,24,23,53,0,20,27,53,0,9,38,53,0,12,35,57,1,12,30,88,5,6,0,1,61,1,0,2,12,24,61,1,38,0,66,1,5,28,66,1,26,5,0,0,0,2,66,1,19,7,3,4,66,2,17,11,3,1,68,0,2,28,2,75,1,5,17,2,80,0,19,1,69,0,31,0,76,0,23,1,80,0,16,4,91,0,9,0,88,0,12,0,82,0,0,0,1,3,14,82,0,0,1,3,3,11,87,1,4,5,1,2,87,0,0,3,3,7,87,1,0,5,2,5,96,0,3,1,96,0,2,2,96,0,3,1,90,0,3,7,93,0,4,3,100,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,2.392857142857143,1.5714886953385059,1,0,0,0,0,0
AE,ARE,United Arab Emirates,2,2020-12-26,2020-12-25,100,0,0,0,0,33,100,2176194.5087115197,100,0,0,100,0,6,94,0,2,98,0,9,91,0,11,89,0,12,88,0,7,93,0,3,97,0,1,99,0,1,99,0,3,97,0,17,83,0,1,99,0,10,90,100,0,0,0,94,0,0,6,98,0,2,0,91,0,2,7,89,0,2,9,88,0,2,10,93,0,3,4,97,0,1,2,99,0,1,0,99,0,1,0,97,0,0,3,83,0,2,15,99,0,1,0,90,0,4,6,0,0,11,89,89,0,5,6,0,0,81,19,19,0,47,34,53,0,2,45,0,53,21,26,0,79,0,3,18,0,47,1,3,49,100,0,0,29,39,19,13,0,1,47,34,18,0,1,44,37,18,0,2,52,26,20,0,2,49,28,21,0,3,19,24,54,97,1,0,2,97,1,0,2,97,0,1,2,97,1,0,2,97,0,1,2,97,1,0,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,53,47,0,0,68,32,0,1,61,38,0,1,45,54,0,1,21,78,0,0,21,79,0,0,40,60,60,30,7,0,3,0,0,2,7,38,53,0,0,100,0,0,0,23,77,0,0,84,11,1,0,0,4,0,0,46,24,15,15,0,0,33,46,17,4,0,1,11,79,9,0,2,13,74,11,47,0,51,2,32,1,65,2,39,1,58,2,55,0,39,6,79,1,18,2,79,0,21,0,0,0,0,4,17,24,55,0,0,2,6,17,19,56,0,1,29,30,21,19,0,0,9,16,22,53,0,0,22,25,24,29,53,2,39,6,53,8,20,19,53,7,21,19,0,0,65,35,65,0,21,14,79,0,4,2,2,0,1,2,10,14,0,1,10,14,2,1,6,9,1,0,1,11,5,3,6,16,0,1,72,25,0,2,0,0,0,100,0,0,0,0,0,0,3,76,16,5,0,0,47,33,14,4,2,2.375,2.3932329812544584,3.4444444444444446,1.9436506316151,14.771739130434783,4.702356811169361,2.752688172043011,1.3485573126936239
AE,ARE,United Arab Emirates,3,2020-12-26,2020-12-25,100,0,0,0,0,4,100,1738048.7104671705,99,1,0,99,1,5,94,1,1,98,1,5,94,1,9,90,1,6,93,1,6,93,1,1,98,1,1,98,0,1,99,1,1,98,1,7,92,1,1,98,1,8,91,100,0,0,0,95,0,0,5,99,0,0,1,95,0,3,2,91,0,5,4,94,0,3,3,94,0,3,3,99,0,1,0,99,0,0,1,99,0,0,1,99,0,1,0,93,0,2,5,99,0,1,0,92,0,3,5,0,0,4,96,96,0,0,4,0,2,72,26,28,0,34,38,66,0,0,33,1,66,13,21,0,87,0,4,9,0,36,0,7,57,100,0,0,31,39,18,12,0,1,43,35,21,0,3,54,27,16,0,4,55,20,21,0,3,50,32,15,0,5,26,28,41,93,3,0,4,93,3,0,4,93,2,2,3,93,3,0,4,93,2,1,4,93,3,0,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,43,56,0,0,76,24,0,1,70,29,0,1,44,55,0,1,18,81,0,1,12,87,0,0,33,67,67,22,5,4,2,0,0,1,6,29,64,0,0,100,0,0,0,25,75,0,0,83,15,1,0,0,1,0,0,41,23,25,11,0,0,31,48,15,6,0,0,15,79,6,0,1,13,80,6,57,1,40,2,24,1,72,3,30,1,66,3,56,1,39,4,82,0,16,2,88,1,11,0,0,0,1,2,10,21,66,0,0,1,4,18,27,50,0,0,30,36,20,14,0,0,9,11,25,55,0,0,15,25,25,35,60,1,33,6,60,11,15,14,60,8,16,16,0,0,58,42,58,0,19,23,81,0,3,2,2,0,1,1,10,23,0,1,6,9,4,4,4,9,7,1,2,9,0,1,7,13,0,2,75,22,0,1,0,0,0,0,100,0,0,0,0,1,1,74,15,9,1,1,42,32,12,6,6,2.8,2.70801280154532,1,0,15.105263157894736,4.779107199205785,2.7628865979381443,1.484455539052174
AE,ARE,United Arab Emirates,4,2020-12-26,2020-12-23,100,0,0,0,0,20,100,2088220.448960456,98,0,0,100,0,2,98,1,1,98,0,7,93,0,8,92,0,7,93,0,5,95,0,0,100,0,1,99,0,0,100,0,2,98,0,13,87,0,1,99,0,6,94,100,0,0,0,98,1,1,0,99,0,0,1,93,0,1,6,92,0,2,6,93,1,2,4,95,1,1,3,100,0,0,0,99,0,1,0,100,0,0,0,98,1,1,0,87,1,5,7,99,0,0,1,94,0,3,3,0,0,8,92,92,0,1,7,0,1,74,25,26,1,41,32,59,0,2,37,2,59,20,21,0,80,0,6,14,0,43,0,3,54,100,0,0,39,34,18,9,0,2,44,36,18,0,4,53,29,14,0,5,52,24,19,0,3,58,23,16,0,6,16,28,50,97,2,0,1,97,2,0,1,97,1,1,1,97,2,0,1,97,2,0,1,97,1,1,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,48,52,0,0,73,27,0,0,63,37,0,0,44,56,0,0,12,88,0,0,14,86,0,0,44,56,56,26,12,2,4,0,0,0,5,18,77,0,1,99,0,0,2,25,73,0,0,85,11,1,0,0,3,0,0,37,14,23,26,0,1,33,48,14,4,0,0,15,82,3,0,1,11,83,5,52,1,45,2,27,1,72,0,37,0,60,3,56,1,38,5,88,0,11,1,86,0,11,3,0,1,0,0,8,16,75,0,2,0,3,10,16,69,0,1,31,34,17,17,0,0,5,8,21,66,0,0,13,21,32,34,66,2,29,3,66,12,12,10,66,14,9,11,0,0,60,40,60,0,16,24,84,0,3,1,5,1,0,0,6,24,0,1,7,7,6,4,5,6,2,0,3,12,4,2,3,14,0,0,74,26,0,0,0,0,0,0,0,100,0,0,0,2,2,78,13,5,2,0,24,34,24,9,7,2.4782608695652173,1.7547225944288771,2.5,1.6035674514745464,14.973684210526313,5.180963734515526,3.0760869565217392,1.6722275441423746
AE,ARE,United Arab Emirates,-99,2020-12-27,2020-12-27,111,1,12823.3033930925,1,12823.3033930925,10,94,2284346.1323890765,0,5,4,102,6,11,94,6,1,104,4,7,100,5,13,93,5,8,98,4,7,100,6,4,101,3,6,102,5,2,104,5,6,100,3,15,93,6,2,103,4,13,94,107,0,2,2,100,0,4,7,110,0,1,0,104,0,1,6,98,0,2,11,103,0,1,7,104,1,2,4,107,0,3,1,105,0,1,5,109,0,1,1,105,0,2,4,96,0,8,7,109,0,1,1,98,0,4,9,16,1,5,89,108,0,1,2,20,4,59,28,52,1,32,26,79,0,0,29,3,79,14,18,0,98,0,5,8,0,58,1,8,44,111,33,2,30,24,14,8,44,2,37,19,9,44,4,39,14,10,44,4,37,16,10,44,3,41,13,10,44,5,16,19,27,106,1,2,2,106,1,2,2,106,2,1,2,106,2,2,1,106,2,1,2,106,2,1,2,111,0,0,0,111,0,0,0,111,0,0,0,111,0,0,0,111,0,0,0,111,0,0,0,111,0,0,0,111,0,0,0,111,0,0,0,111,0,0,0,111,0,0,0,111,0,0,0,55,2,38,16,55,2,36,18,55,5,26,25,55,4,27,25,55,5,7,44,55,5,9,42,62,1,13,35,98,5,4,1,3,63,1,0,5,13,29,63,0,48,0,68,1,11,31,68,0,36,6,0,0,0,1,68,0,17,3,12,11,71,2,17,17,2,2,76,0,10,23,2,82,2,4,20,3,76,1,34,0,79,1,30,1,88,1,22,0,87,1,21,2,105,0,6,0,103,0,8,0,88,0,0,0,4,4,15,88,0,0,0,3,8,12,92,0,9,4,4,2,92,0,2,2,6,9,92,0,1,9,5,4,101,0,6,4,101,3,4,3,101,3,6,1,97,0,4,10,101,0,5,5,108,0,0,1,2,0,0,0,0,105,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,3,111,0,0,0,0,0,111,0,0,0,0,0,0,0,0,111,0,0,0,0,111,0,0,0,0,0,0,3.1785714285714284,2.957145413182956,3.4999999999999996,2.1213203435596424,0,0,0,0
AE,ARE,United Arab Emirates,2,2020-12-27,2020-12-26,100,0,0,0,0,23,100,1864580.6105714417,100,0,1,99,0,10,90,0,2,98,0,12,88,0,11,89,0,10,90,0,9,91,0,5,95,0,2,98,0,0,100,0,3,97,0,12,88,0,3,97,0,13,87,99,0,0,1,90,0,1,9,98,0,2,0,88,0,1,11,89,0,0,11,90,0,3,7,91,0,1,8,95,0,2,3,98,0,1,1,100,0,0,0,97,0,0,3,88,0,0,12,97,0,1,2,87,0,3,10,0,0,10,90,90,0,7,3,0,0,78,22,22,0,32,46,68,0,1,29,2,68,8,24,0,92,0,1,5,2,32,1,8,59,100,0,0,33,37,22,8,0,0,49,31,20,0,0,54,30,16,0,1,56,22,21,0,1,53,26,20,0,2,12,26,60,92,3,0,5,92,3,0,5,92,0,3,5,92,3,1,4,92,2,1,5,92,3,0,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,53,46,0,1,63,36,0,1,59,40,0,1,53,46,0,1,20,79,0,0,26,74,0,0,43,57,57,29,8,2,4,0,0,2,9,36,53,0,0,99,1,0,0,21,79,0,0,76,17,0,0,1,6,0,0,38,26,20,16,0,0,27,55,14,4,0,0,5,89,6,0,0,9,81,10,47,1,50,2,37,1,60,2,41,1,54,4,47,1,42,10,80,1,17,2,74,1,24,1,0,0,1,4,15,31,49,0,0,1,5,17,30,47,0,0,31,32,28,9,0,0,9,20,23,48,0,0,20,34,25,21,46,2,46,6,46,9,18,27,46,8,22,24,0,0,61,39,61,0,20,19,80,0,3,1,1,0,0,2,13,19,0,0,8,9,8,2,8,2,5,0,2,8,1,4,5,19,0,0,61,36,0,3,0,0,0,100,0,0,0,0,0,0,1,82,11,6,0,1,39,32,13,7,8,2.738095238095238,2.4500823660572264,2.3,1.2516655570345725,14.436170212765957,4.582712983953581,2.865979381443299,1.4261608282040914
