ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
AE,ARE,United Arab Emirates,2,2020-12-31,2020-12-30,100,1,47429.2879093639,0,0,19,100,2509048.3317955863,97,0,1,99,0,7,93,0,4,96,0,12,88,0,14,86,0,12,88,0,6,94,0,2,98,0,6,94,0,2,98,0,2,98,0,21,79,0,3,97,0,17,83,99,0,0,1,93,0,3,4,96,1,2,1,88,2,3,7,86,2,5,7,88,1,7,4,94,0,3,3,98,0,0,2,94,0,2,4,98,0,2,0,98,0,1,1,79,1,6,14,97,2,1,0,83,0,9,8,0,0,10,90,90,0,2,8,0,1,67,32,33,1,36,30,64,0,1,34,1,64,16,19,1,84,0,6,8,2,38,1,8,53,100,0,0,37,30,24,9,0,1,51,23,25,0,2,48,31,19,0,4,50,30,16,0,5,52,26,17,0,4,15,26,55,92,1,4,3,92,2,1,5,92,1,4,3,92,1,3,4,92,0,4,4,92,2,1,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,54,46,0,0,57,43,0,0,50,50,0,0,51,49,0,0,12,88,0,0,24,76,0,0,41,59,59,32,5,2,2,0,1,0,5,40,54,0,1,98,1,0,1,21,78,0,0,79,16,1,0,0,4,0,0,35,21,23,21,0,1,28,43,20,8,0,0,6,84,10,0,2,10,78,10,46,1,49,4,43,2,54,1,50,2,45,3,49,2,42,7,88,0,10,2,76,1,23,0,0,1,2,7,19,16,55,0,1,3,9,20,15,52,0,2,31,31,20,16,0,1,6,13,29,51,0,0,27,31,22,20,42,5,44,9,42,12,20,26,42,18,17,23,0,1,55,44,56,0,20,24,80,2,6,0,2,1,0,1,8,25,1,0,4,11,3,3,5,4,3,0,2,10,2,2,5,20,0,0,60,37,0,3,0,0,0,100,0,0,0,0,0,3,3,76,8,10,3,1,39,19,23,4,11,2.5543478260869565,2.0929199721111735,2,1.3228756555322954,13.936170212765955,4.634625434374675,3.2359550561797756,1.7057554438783817
AE,ARE,United Arab Emirates,3,2020-12-31,2020-12-27,100,0,0,0,0,8,100,2057904.0475428933,99,1,0,99,1,5,94,0,3,97,1,14,85,1,7,92,2,10,88,1,3,96,1,3,96,2,1,97,1,1,98,1,3,96,1,11,88,1,2,97,1,9,90,100,0,0,0,95,0,1,4,97,0,2,1,86,0,4,10,93,0,3,4,90,0,4,6,97,0,1,2,97,0,1,2,99,0,0,1,99,0,0,1,97,0,2,1,89,0,3,8,98,0,0,2,91,0,3,6,0,0,6,94,94,0,2,4,0,2,80,18,20,0,43,37,57,0,3,39,1,57,10,33,0,90,0,1,9,0,45,2,1,52,100,0,0,36,38,13,13,0,0,40,40,20,0,4,50,31,15,0,2,54,28,16,0,2,52,31,15,0,4,20,28,48,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,40,59,0,2,68,30,0,2,51,47,0,0,45,55,0,1,7,92,0,1,13,86,0,0,35,65,65,22,9,0,4,0,0,1,4,27,68,0,1,98,1,0,1,32,67,0,0,87,9,0,1,0,3,0,0,43,23,16,18,0,0,32,43,20,5,0,0,9,85,6,0,1,14,78,7,60,1,38,1,32,0,68,0,49,1,48,2,55,0,40,5,93,0,5,2,87,0,12,1,0,0,1,1,12,27,59,0,0,1,3,15,27,54,0,1,24,35,25,15,0,0,5,10,19,66,0,0,18,24,26,32,58,2,32,8,58,9,8,25,58,6,17,19,0,0,57,43,57,0,22,21,78,0,6,3,1,0,0,1,11,21,0,0,6,13,5,6,6,8,2,0,2,6,2,2,4,17,0,5,67,28,0,0,0,0,0,0,100,0,0,0,0,1,1,78,11,9,1,1,38,24,26,4,6,2.5625,2.2279384366313524,1.4,0.5477225575051661,14.479591836734693,4.891038706195207,3.0526315789473686,1.7647157630972972
AE,ARE,United Arab Emirates,4,2020-12-31,2020-12-26,100,0,0,0,0,12,100,2024046.6116860232,96,0,1,99,0,6,94,0,0,100,0,10,90,0,11,89,0,13,87,0,4,96,0,1,99,0,0,100,0,0,100,0,4,96,0,9,91,1,3,96,0,8,92,99,0,0,1,94,0,1,5,100,0,0,0,90,0,2,8,89,0,2,9,87,0,4,9,96,0,0,4,99,0,1,0,100,0,0,0,100,0,0,0,96,0,3,1,91,0,3,6,97,0,0,3,92,0,4,4,0,0,5,95,95,0,1,4,0,4,70,26,30,0,33,37,67,0,1,30,2,67,12,21,0,88,0,1,11,0,37,2,6,55,100,0,0,46,29,17,8,0,4,48,34,14,0,5,53,31,11,0,5,51,33,11,0,2,52,37,9,0,5,17,30,48,94,1,2,3,94,2,1,3,94,2,2,2,94,1,4,1,94,2,2,2,94,2,0,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,41,58,0,0,67,33,0,1,51,48,0,1,41,58,0,3,13,84,0,1,15,84,0,0,47,53,53,27,12,3,5,0,0,1,3,32,64,0,0,100,0,0,0,25,75,0,0,93,5,0,0,0,2,0,0,38,20,22,20,0,1,45,39,12,3,0,1,14,82,3,0,2,20,74,4,59,1,39,1,33,2,64,1,49,2,48,1,59,1,33,7,87,1,12,0,85,0,15,0,0,1,0,0,9,21,69,0,0,1,3,9,23,64,0,0,28,35,25,12,0,0,4,5,25,66,0,0,15,18,29,38,67,4,24,5,67,12,8,13,67,10,12,11,0,0,61,39,61,0,20,19,80,2,3,1,4,1,0,0,9,19,0,0,4,10,9,2,4,9,3,0,3,14,1,1,3,18,0,2,67,31,0,0,0,0,0,0,0,100,0,0,0,4,5,72,14,5,4,2,20,42,19,6,7,2.3636363636363638,2.058794881389684,2.4,1.140175425099138,16.03157894736842,4.0827937649618855,2.956043956043956,1.4750675156833248
AE,ARE,United Arab Emirates,5,2020-12-31,2020-12-22,100,1,11567.333996020401,1,11567.333996020401,8,100,2033732.1146525724,98,2,1,97,2,6,92,2,1,97,2,8,90,2,6,92,2,7,91,2,2,96,2,1,97,2,4,94,2,3,95,2,1,97,2,6,92,2,2,96,2,7,91,99,1,0,0,94,2,1,3,99,1,0,0,92,1,3,4,94,0,2,4,93,0,3,4,98,0,1,1,99,1,0,0,96,1,1,2,97,1,1,1,99,0,1,0,94,2,1,3,98,1,0,1,93,0,3,4,0,0,6,94,94,0,3,3,0,5,77,18,23,0,32,45,68,0,1,31,0,68,15,17,0,85,0,1,14,0,37,1,2,60,100,0,1,50,24,16,9,0,6,43,39,12,0,7,54,30,9,0,7,53,25,15,0,5,57,30,8,0,6,16,38,40,98,1,0,1,98,1,0,1,98,1,0,1,98,1,1,0,98,0,2,0,98,1,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,3,40,57,0,1,73,26,0,4,53,43,0,3,48,49,0,4,11,85,0,5,8,87,0,0,34,66,66,24,5,3,2,0,0,0,4,43,53,0,0,100,0,0,1,25,74,0,0,93,5,1,0,1,0,0,0,43,15,26,16,0,3,28,48,13,8,0,0,17,81,2,0,0,17,79,4,60,0,37,3,27,0,71,2,47,0,53,0,52,0,41,7,89,0,9,2,92,0,8,0,0,0,0,4,5,6,85,0,0,0,1,5,17,77,0,0,17,33,36,14,0,0,4,3,14,79,0,0,11,19,24,46,70,2,24,4,70,11,8,11,70,11,10,9,0,1,57,42,58,0,18,24,82,1,4,4,2,0,0,0,7,25,0,2,13,9,11,2,8,5,2,0,1,6,2,1,3,10,0,1,74,23,0,2,0,0,0,0,0,0,100,0,0,1,2,80,7,10,1,1,31,33,19,9,6,2.8,2.6457513110645907,1,1.224744871391589,15.510416666666666,4.40811402963281,2.75,1.7888543819998315
AE,ARE,United Arab Emirates,-99,2021-01-01,2021-01-01,113,2,53035.8320287522,0,0,19,101,2580344.5467541376,0,1,4,108,1,8,104,1,2,110,1,12,100,1,5,107,1,13,99,1,5,107,1,1,111,1,3,109,1,3,109,2,4,107,1,18,94,1,5,107,1,13,99,109,0,2,2,105,0,2,6,111,0,2,0,101,0,2,10,108,0,2,3,100,0,4,9,108,0,1,4,112,0,0,1,110,0,0,3,110,0,3,0,109,0,1,3,95,0,6,12,108,0,2,3,100,0,6,7,12,0,12,89,102,0,5,6,13,2,72,26,42,2,34,35,79,0,2,31,1,79,19,15,0,94,0,2,16,1,52,2,11,48,113,24,2,26,29,24,8,43,4,26,23,17,43,5,35,16,14,43,6,39,13,12,43,6,39,14,11,43,6,15,16,33,103,3,2,5,103,2,2,6,103,2,4,4,103,2,4,4,103,2,3,5,103,3,2,5,60,4,3,46,60,4,3,46,60,4,3,46,60,4,4,45,60,3,6,44,60,4,9,40,60,6,6,41,104,1,2,6,104,1,2,6,104,3,1,5,104,3,1,5,104,3,1,5,63,1,18,31,63,1,35,14,63,1,37,12,63,2,25,23,63,2,16,32,63,1,11,38,67,1,18,27,95,12,5,0,1,71,0,0,2,18,22,71,0,42,0,78,0,6,29,78,0,34,1,0,0,0,0,78,0,14,10,9,2,81,0,13,15,4,0,83,0,4,22,4,90,1,5,12,5,96,0,15,2,78,0,34,1,77,1,33,2,88,0,22,3,97,0,16,0,102,0,10,1,92,0,0,0,2,5,14,92,0,1,1,4,3,12,98,0,4,6,2,3,98,0,1,0,3,11,98,0,1,4,4,6,109,0,4,0,109,0,2,2,109,1,1,2,103,0,4,6,107,0,4,2,111,0,2,0,0,0,0,0,0,108,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,0,113,0,0,0,0,0,113,0,0,0,0,0,0,0,0,113,0,0,0,0,113,0,0,0,0,0,0,2.725,2.9350883444529554,1.7,0.8232726023485646,0,0,0,0
AE,ARE,United Arab Emirates,2,2021-01-01,2020-12-31,100,1,47429.2879093639,0,0,20,99,2611584.5603794483,96,0,1,99,0,3,97,0,2,98,0,10,90,0,10,90,0,6,94,0,3,97,0,1,99,0,1,99,0,1,99,0,4,96,0,14,86,0,0,100,0,15,85,99,0,0,1,97,0,1,2,98,0,1,1,90,0,2,8,90,0,4,6,94,0,3,3,97,0,1,2,99,0,0,1,99,0,0,1,99,0,1,0,96,0,2,2,86,0,3,11,100,0,0,0,85,0,6,9,0,1,11,88,89,0,6,5,0,0,72,28,28,1,36,35,64,0,1,35,0,64,15,19,2,85,0,5,8,2,37,0,6,57,100,0,0,41,28,20,11,0,1,40,32,27,0,3,41,37,19,0,3,48,26,23,0,5,53,30,12,0,4,24,21,51,94,1,3,2,94,2,1,3,94,1,4,1,94,1,2,3,94,0,3,3,94,2,1,3,47,2,0,51,47,2,0,51,47,2,2,49,47,1,2,50,47,2,2,49,47,1,5,47,47,2,1,50,93,2,0,5,93,1,2,4,93,2,0,5,93,1,0,6,93,2,0,5,0,0,52,48,0,0,66,34,0,0,57,43,0,1,52,47,0,0,20,80,0,0,15,85,0,0,42,58,58,25,9,5,3,0,1,0,5,40,54,0,1,96,3,0,0,18,82,0,0,85,10,0,0,1,4,0,0,39,20,26,15,0,0,41,35,18,6,0,0,10,81,9,0,2,18,74,6,48,1,48,3,34,1,62,3,43,1,54,2,48,0,43,9,80,1,18,1,85,0,15,0,0,0,1,5,21,23,50,0,0,3,6,17,23,51,0,2,31,26,22,19,0,1,10,6,27,56,0,0,26,22,28,24,52,5,39,4,52,13,13,22,52,17,11,20,0,1,57,42,58,0,19,23,81,2,1,2,4,1,0,1,8,24,1,0,8,9,6,2,7,4,4,0,4,8,1,3,5,14,0,1,62,35,0,2,0,0,0,100,0,0,0,0,0,2,1,77,10,10,2,0,34,26,26,5,7,2.125,1.51870063307527,1.9,1.1972189997378648,14.404255319148938,4.811096378604227,3.175824175824175,1.7738433263735964
AE,ARE,United Arab Emirates,3,2021-01-01,2020-12-31,100,0,0,0,0,16,100,1860925.8879656708,100,1,0,99,1,5,94,0,1,99,1,9,90,1,7,92,1,5,94,1,2,97,1,1,98,1,1,98,1,0,99,1,6,93,1,11,88,1,0,99,1,5,94,100,0,0,0,95,0,0,5,99,0,0,1,91,0,1,8,93,0,3,4,95,0,2,3,98,0,0,2,99,0,0,1,99,0,0,1,100,0,0,0,94,2,0,4,89,1,2,8,100,0,0,0,95,0,3,2,0,0,11,89,89,0,7,4,0,3,76,21,24,0,34,42,66,1,1,31,1,66,13,21,0,87,1,3,9,0,37,1,5,57,100,0,0,38,41,11,10,0,0,44,42,14,0,2,48,36,14,0,2,59,25,14,0,2,55,35,8,0,3,16,34,47,95,2,0,3,95,2,0,3,95,2,0,3,95,0,3,2,95,2,0,3,95,2,0,3,49,0,1,50,49,1,1,49,49,0,2,49,49,0,2,49,49,1,2,48,49,0,3,48,49,0,1,50,95,0,1,4,95,0,1,4,95,0,0,5,95,0,0,5,95,0,1,4,0,0,45,55,0,1,73,26,0,1,61,38,0,0,51,49,0,1,15,84,0,1,17,82,0,0,40,60,60,23,12,0,5,0,0,1,3,24,72,0,1,98,1,0,1,28,71,0,0,89,5,2,1,0,3,0,0,34,19,24,23,0,0,35,40,19,6,0,0,13,83,4,0,1,17,76,6,55,2,43,0,27,2,71,0,39,2,57,2,49,0,40,11,85,1,14,0,83,0,15,2,0,0,0,0,10,28,62,0,1,0,4,11,26,58,0,2,25,38,20,15,0,0,6,10,26,58,0,0,16,24,30,30,60,1,30,9,60,4,12,24,60,2,16,22,0,2,57,41,59,0,21,20,79,0,5,1,2,1,0,1,11,22,0,0,9,11,7,4,2,6,3,1,1,10,1,5,9,9,0,1,68,30,0,1,0,0,0,0,100,0,0,0,0,0,1,81,14,4,0,1,30,28,26,6,9,2.903225806451613,2.687685977561087,1.5555555555555556,0.7264831572567789,14.719387755102039,5.241127174022923,3.214285714285715,1.6513037648207978
AE,ARE,United Arab Emirates,4,2021-01-01,2020-12-27,100,0,0,0,0,14,100,2075775.6597317401,97,1,0,99,0,5,95,1,0,99,1,10,89,1,10,89,1,10,89,1,1,98,1,1,98,1,0,99,1,0,99,1,1,98,1,8,91,2,2,96,1,7,92,100,0,0,0,95,0,0,5,100,0,0,0,90,0,2,8,90,0,2,8,90,0,3,7,99,0,0,1,99,0,1,0,100,0,0,0,100,0,0,0,99,0,1,0,92,0,2,6,98,0,0,2,93,0,3,4,0,0,6,94,94,0,1,5,0,7,71,22,29,0,38,33,62,0,1,36,1,62,11,27,0,89,0,1,10,0,45,3,7,45,100,0,0,52,30,12,6,0,4,50,37,9,0,5,53,35,7,0,6,55,29,10,0,3,54,37,6,0,5,20,35,40,93,2,2,3,93,3,2,2,93,3,2,2,93,1,4,2,93,3,2,2,93,3,0,4,74,1,0,25,74,1,0,25,74,1,0,25,74,1,0,25,74,1,2,23,74,1,2,23,74,1,0,25,98,0,1,1,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,0,1,37,62,0,1,72,27,0,2,56,42,0,1,43,56,0,3,13,84,0,1,15,84,0,0,45,55,55,23,10,5,7,0,0,0,3,32,65,0,0,100,0,0,0,28,72,0,0,91,6,0,0,0,3,0,0,40,21,18,21,0,0,43,41,14,2,0,1,17,79,3,0,3,19,74,4,63,2,34,1,28,3,68,1,44,3,52,1,57,1,37,5,87,1,11,1,85,0,15,0,0,2,0,0,13,18,67,0,1,1,3,11,21,63,0,0,23,37,24,16,0,0,2,7,20,71,0,0,10,23,23,44,67,6,21,6,67,13,7,13,67,10,10,13,0,2,61,37,63,0,17,20,83,2,3,1,1,0,0,0,10,22,0,0,3,8,9,1,5,7,3,0,3,11,2,1,6,19,0,2,66,32,0,0,0,0,0,0,0,100,0,0,0,3,4,81,9,3,3,1,22,35,23,7,9,2.5357142857142856,2.2849287671390264,2.3333333333333335,1.0327955589886444,15.621052631578946,4.278046251648409,3.260869565217391,1.6095154223826875
AE,ARE,United Arab Emirates,5,2021-01-01,2020-12-23,100,0,0,0,0,8,100,1963867.9046795107,99,2,0,98,2,4,94,2,0,98,2,8,90,2,6,92,2,7,91,2,3,95,2,0,98,2,3,95,2,1,97,2,1,97,2,5,93,2,1,97,2,9,89,100,0,0,0,96,1,0,3,100,0,0,0,92,0,3,5,94,0,2,4,93,0,3,4,97,0,2,1,100,0,0,0,97,0,1,2,99,0,0,1,99,0,1,0,95,1,1,3,99,0,0,1,91,0,4,5,0,0,8,92,92,0,2,6,0,5,80,15,20,0,35,45,65,0,0,35,0,65,15,20,0,85,0,0,15,0,40,2,3,55,100,0,2,53,25,13,7,0,6,47,38,9,0,7,55,31,7,0,7,53,27,13,0,5,59,31,5,0,6,20,36,38,97,1,0,2,97,1,0,2,97,1,0,2,97,1,1,1,97,0,2,1,97,1,0,2,92,2,0,6,92,2,0,6,92,2,1,5,92,2,1,5,92,1,2,5,92,2,2,4,92,2,1,5,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,0,3,43,54,0,1,73,26,0,4,52,44,0,3,49,48,0,4,9,87,0,5,9,86,0,0,32,68,68,21,6,3,2,0,0,0,5,44,51,0,0,100,0,0,1,25,74,0,0,92,5,1,0,1,1,0,0,44,13,27,16,0,2,30,48,14,6,0,0,20,76,4,0,0,20,74,6,57,1,39,3,27,1,70,2,48,1,51,0,51,0,40,9,91,0,8,1,91,1,8,0,0,0,0,3,4,6,87,0,0,0,2,4,17,77,0,0,16,33,33,18,0,0,4,3,17,76,0,0,11,16,28,45,73,1,21,5,73,10,5,12,73,10,8,9,0,1,57,42,58,0,22,20,78,2,5,4,3,1,0,0,7,21,0,2,12,11,8,2,7,7,2,0,1,8,3,1,3,12,0,2,75,21,0,2,0,0,0,0,0,0,100,0,0,1,2,79,8,10,1,1,28,32,22,9,7,2.3461538461538463,2.2080273130975114,0.5,0.5773502691896257,15.197916666666666,4.578254762097306,2.863157894736842,1.7661746517080201
AE,ARE,United Arab Emirates,-99,2021-01-02,2021-01-01,100,1,39159.8118408629,0,0,17,94,2279709.92955034,0,0,2,98,0,4,96,0,1,99,0,10,90,0,4,96,0,9,91,0,2,98,0,1,99,0,2,98,0,3,97,1,5,94,0,13,87,0,4,96,0,10,90,98,0,1,1,96,0,0,4,99,0,1,0,90,0,2,8,96,0,2,2,91,0,3,6,98,0,0,2,99,0,0,1,98,0,0,2,97,0,2,1,95,0,1,4,87,0,5,8,96,0,1,3,90,0,4,6,6,0,11,83,90,0,5,5,9,3,65,23,35,2,28,35,72,0,1,26,1,72,15,13,0,85,0,0,14,1,42,1,11,46,100,17,1,24,25,27,6,34,2,25,23,16,34,3,34,17,12,34,5,36,14,11,34,4,37,14,11,34,4,15,16,31,90,3,2,5,90,2,2,6,90,2,4,4,90,2,4,4,90,2,3,5,90,3,2,5,52,3,3,42,52,3,3,42,52,3,4,41,52,3,6,39,52,2,7,39,52,3,10,35,52,5,7,36,89,0,2,9,89,0,3,8,89,2,2,7,89,2,1,8,89,2,1,8,51,1,15,33,51,1,36,12,51,1,36,12,51,2,22,25,51,2,15,32,51,1,11,37,53,1,18,28,82,12,5,0,1,57,0,0,1,19,23,57,0,43,0,63,0,9,28,63,0,34,3,0,0,0,0,63,0,15,10,9,3,65,0,14,17,4,0,69,0,2,25,4,77,1,6,13,3,85,0,13,2,64,0,34,2,64,1,33,2,78,0,19,3,85,0,15,0,89,0,10,1,80,0,0,0,2,4,14,80,0,0,1,3,3,13,85,0,3,6,2,4,85,0,1,0,3,11,85,0,1,5,3,6,95,0,4,1,95,0,3,2,95,1,2,2,91,0,4,5,95,0,3,2,98,0,2,0,0,0,0,0,0,95,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,2.53125,2.8053448410880533,1.6666666666666667,0.8660254037844386,0,0,0,0
AE,ARE,United Arab Emirates,2,2021-01-02,2020-12-31,100,1,47429.2879093639,0,0,20,99,2589057.912023028,95,0,1,99,0,3,97,0,2,98,0,10,90,0,10,90,0,6,94,0,3,97,0,1,99,0,1,99,0,1,99,0,4,96,0,13,87,0,0,100,0,15,85,99,0,0,1,97,0,1,2,98,0,1,1,90,0,2,8,90,0,4,6,94,0,3,3,97,0,1,2,99,0,0,1,99,0,0,1,99,0,1,0,96,0,2,2,87,0,3,10,100,0,0,0,85,0,6,9,0,1,11,88,89,0,6,5,0,0,71,29,29,1,35,35,65,0,1,34,0,65,14,19,2,86,0,4,8,2,36,0,6,58,100,0,0,41,28,20,11,0,1,39,32,28,0,3,40,37,20,0,3,47,26,24,0,5,52,30,13,0,4,24,21,51,94,1,3,2,94,2,1,3,94,1,4,1,94,1,2,3,94,0,3,3,94,2,1,3,46,2,0,52,46,2,0,52,46,2,2,50,46,1,2,51,46,2,2,50,46,1,5,48,46,2,1,51,93,2,0,5,93,1,2,4,93,2,0,5,93,1,0,6,93,2,0,5,0,0,51,49,0,0,66,34,0,0,58,42,0,1,53,46,0,0,20,80,0,0,15,85,0,0,43,57,57,26,9,5,3,0,1,0,5,39,55,0,1,96,3,0,0,17,83,0,0,85,10,0,0,1,4,0,0,38,20,27,15,0,0,41,35,18,6,0,0,10,81,9,0,2,18,74,6,49,1,47,3,34,1,62,3,42,1,55,2,47,0,44,9,80,1,18,1,85,0,15,0,0,0,1,5,21,24,49,0,0,3,6,17,23,51,0,2,31,26,22,19,0,1,10,6,27,56,0,0,25,23,28,24,52,5,39,4,52,12,14,22,52,16,11,21,0,1,56,43,57,0,19,24,81,2,1,2,4,1,0,1,8,25,1,0,7,9,6,2,7,4,4,0,4,8,1,3,5,14,0,1,63,34,0,2,0,0,0,100,0,0,0,0,0,3,1,76,10,10,3,0,34,25,26,5,7,2.032258064516129,1.4487666241264656,1.9,1.1972189997378648,14.27659574468085,4.899866698470214,3.166666666666666,1.7816164860515822
