ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
GR,GRC,Greece,-99,2021-01-09,2020-12-31,332,1,11641.2958908597,0,0,45,281,38,2,4188186.2126112906,0,9,3,320,10,20,302,10,5,317,10,24,298,10,26,296,11,19,302,12,11,309,9,7,316,11,8,313,11,3,318,7,11,314,10,43,279,11,3,318,8,30,294,329,1,1,1,312,3,5,12,327,1,3,1,308,2,6,16,306,1,7,18,313,3,4,12,321,1,2,8,325,0,5,2,324,0,5,3,329,0,1,2,321,1,5,5,289,3,9,31,329,1,1,1,302,0,12,18,50,1,22,259,313,3,16,63,6,105,158,228,2,38,64,294,0,2,36,0,294,0,14,24,0,319,0,2,11,0,113,4,19,196,332,0,0,0,0,0,95,2,84,80,44,27,125,17,58,79,53,125,16,94,62,35,125,22,88,58,39,125,22,65,63,57,125,25,30,60,92,0,317,6,1,8,317,5,2,8,317,5,3,7,317,5,3,7,317,5,3,7,317,6,1,8,273,3,0,56,273,4,0,55,273,4,7,48,273,4,5,50,273,4,8,47,273,5,10,44,273,5,1,53,315,0,0,17,315,0,2,15,315,0,3,14,315,0,6,11,315,0,2,15,151,6,44,131,151,4,144,33,151,6,10,165,151,7,92,82,151,6,13,162,151,6,16,159,176,2,74,80,258,0,61,13,0,0,193,2,0,11,49,77,193,2,135,2,210,2,23,97,210,1,101,10,0,2,2,6,210,1,48,38,24,11,217,6,36,51,19,3,231,0,33,66,2,254,3,24,49,2,290,1,40,1,194,3,128,7,322,0,7,3,242,2,61,27,319,2,6,5,316,0,13,3,269,2,2,4,5,12,38,269,1,3,3,8,15,33,284,1,20,16,6,5,284,0,2,5,11,30,284,0,8,17,10,13,308,2,19,3,308,9,7,8,308,8,6,10,294,0,10,28,304,0,17,11,331,0,0,0,0,0,0,0,1,323,0,0,0,1,1,0,0,0,2,0,0,1,0,0,0,4,332,0,0,0,0,0,332,0,0,0,0,0,0,0,0,332,0,0,0,0,332,0,0,0,0,0,0,5.781944444444444,8.786406376383614,2.5714285714285716,1.696797241605749,0,0,0,0
GR,GRC,Greece,1,2021-01-09,2020-12-31,152,0,0,0,0,42,152,19,1,1494816.6386781333,148,0,0,152,0,10,142,0,2,150,0,21,131,0,23,129,0,9,143,0,9,143,0,2,150,0,2,150,0,0,152,0,6,146,0,23,129,0,3,149,0,21,131,152,0,0,0,142,0,3,7,150,0,0,2,131,0,7,14,129,0,3,20,143,0,2,7,143,0,1,8,150,0,0,2,150,0,1,1,152,0,0,0,146,0,1,5,129,0,4,19,149,0,2,1,131,1,9,11,0,0,19,133,133,5,14,0,1,49,102,103,0,19,30,133,0,1,18,0,133,0,8,11,0,144,0,4,3,1,20,0,9,123,152,0,0,0,0,0,0,0,51,51,29,21,0,1,34,84,33,0,1,73,58,20,0,1,71,53,27,0,1,50,58,43,0,1,10,53,88,0,143,2,1,6,143,2,2,5,143,1,2,6,143,2,1,6,143,1,3,5,143,1,4,4,113,0,0,39,113,0,0,39,113,0,3,36,113,0,0,39,113,0,2,37,113,0,4,35,113,0,0,39,144,0,0,8,144,0,1,7,144,0,0,8,144,0,1,7,144,0,0,8,0,0,14,138,0,0,84,68,0,0,6,146,0,0,99,53,0,1,11,140,0,0,11,141,0,0,93,59,59,0,73,15,4,1,0,0,0,30,67,55,0,0,152,0,0,1,6,145,0,0,111,19,5,1,1,15,0,0,32,45,57,18,0,0,34,60,42,16,0,0,27,110,15,0,0,21,117,14,138,0,14,0,68,0,83,1,146,0,6,0,53,0,51,48,141,0,3,8,141,0,11,0,0,2,4,18,30,36,62,0,0,8,17,34,36,57,0,0,51,66,31,4,0,0,9,19,40,84,0,0,32,48,47,25,72,1,67,12,72,11,16,53,72,9,25,46,0,0,35,117,35,0,47,70,105,0,11,0,4,11,3,1,17,70,0,7,10,3,7,0,3,2,5,0,3,5,0,8,1,28,0,2,67,81,1,1,0,0,152,0,0,0,0,0,0,4,4,82,36,26,4,0,17,46,62,17,6,4.776119402985074,5.717651815960571,2.2777777777777777,1.7083034430670598,14.003759398496241,4.073424700440308,3.1925925925925926,1.4377443792081819
GR,GRC,Greece,2,2021-01-09,2020-12-31,224,0,0,0,0,44,224,37,1,2459887.9925349453,221,0,0,224,0,10,214,0,0,224,0,23,201,0,32,192,0,13,211,0,7,217,0,8,216,0,5,219,0,0,224,0,10,214,0,37,187,1,4,219,0,18,206,224,0,0,0,214,0,1,9,224,0,0,0,201,0,1,22,192,0,4,28,211,0,6,7,217,0,2,5,216,0,3,5,219,1,3,1,224,0,0,0,214,0,3,7,187,0,7,30,220,0,3,1,206,0,5,13,0,0,23,201,201,7,16,0,0,94,130,130,0,37,57,187,0,1,36,0,187,0,12,25,0,212,0,6,6,0,37,1,18,168,224,0,0,0,0,0,0,1,72,66,53,32,0,1,39,122,62,0,4,95,87,38,0,4,104,70,46,0,4,46,91,83,0,3,16,67,138,0,206,7,3,8,206,6,2,10,206,4,6,8,206,8,1,9,206,7,2,9,206,8,0,10,170,1,0,53,170,1,0,53,170,1,1,52,170,1,2,51,170,1,4,49,170,1,3,50,170,1,0,53,218,0,0,6,218,0,0,6,218,0,0,6,218,0,0,6,218,0,0,6,0,3,44,177,0,1,150,73,0,3,22,199,0,1,143,80,0,2,7,215,0,2,28,194,0,0,127,97,97,0,100,17,4,6,0,0,3,20,97,104,0,2,221,1,0,3,21,200,0,0,194,22,3,0,1,4,0,0,67,66,65,26,0,2,75,96,36,15,0,0,52,171,1,0,0,35,185,4,180,1,41,2,74,1,146,3,202,0,22,0,81,1,85,57,217,0,5,2,196,0,27,1,0,0,3,14,43,49,115,0,0,7,16,33,61,107,0,1,96,84,30,13,0,0,5,15,62,142,0,1,49,74,51,49,101,6,101,16,101,32,17,74,101,25,41,57,0,2,106,116,108,0,61,55,163,0,30,1,5,5,1,1,18,57,0,9,11,7,19,5,6,15,3,0,2,20,3,13,8,46,0,3,106,115,0,0,0,0,0,224,0,0,0,0,0,3,2,155,36,28,3,1,76,85,50,8,1,4.738095238095238,6.784317578273338,2,1.51657508881031,14.464454976303317,5.378521399011989,2.6018779342723004,1.501695973341618
GR,GRC,Greece,3,2021-01-09,2020-12-31,372,0,0,0,0,52,372,59,1,3419434.4132015444,367,1,3,368,1,14,357,1,2,369,1,40,331,2,19,351,1,16,355,1,6,365,1,2,369,1,4,367,1,1,370,1,8,363,1,43,328,1,5,366,2,34,336,369,0,2,1,358,0,2,12,370,0,1,1,332,0,5,35,353,0,0,19,356,0,1,15,366,0,1,5,370,0,1,1,368,0,0,4,371,0,1,0,364,0,3,5,329,1,9,33,367,0,4,1,338,0,12,22,0,0,28,344,344,3,25,0,5,159,208,213,1,59,99,313,0,1,58,0,313,0,14,45,0,358,0,4,10,0,65,1,15,291,372,0,0,0,0,0,0,0,117,144,72,39,0,7,83,176,106,0,7,186,123,56,0,6,195,103,68,0,9,108,128,127,0,11,40,107,214,0,357,5,2,8,357,7,0,8,357,4,7,4,357,7,0,8,357,7,1,7,357,7,0,8,259,0,1,112,259,0,0,113,259,2,7,104,259,2,4,107,259,1,11,101,259,2,15,96,259,3,3,107,348,2,0,22,348,3,1,20,348,1,1,22,348,1,3,20,348,2,2,20,0,0,95,277,0,1,287,84,0,2,18,352,0,1,224,147,0,1,9,362,0,1,20,351,0,0,217,155,155,0,151,44,11,11,0,2,2,28,141,199,0,0,371,1,0,0,35,337,0,0,319,39,5,1,0,8,0,1,99,108,121,43,0,2,133,179,41,17,0,1,119,252,0,0,3,99,269,1,277,1,91,3,85,1,283,3,354,0,17,1,148,1,146,77,363,0,9,0,352,1,19,0,0,1,7,20,55,82,207,0,1,5,25,61,92,188,0,1,165,148,43,15,0,0,12,37,81,242,0,0,91,108,85,88,173,8,179,12,173,55,38,106,173,44,75,80,0,2,189,181,191,0,84,97,288,0,28,3,3,15,0,4,31,99,0,11,24,6,28,2,14,25,6,0,16,35,18,26,15,47,0,3,189,179,1,0,0,0,0,0,372,0,0,0,0,2,5,265,57,43,2,2,79,180,96,11,2,5.456896551724138,7.170461438525369,2.090909090909091,1.7970635017820682,14.899147727272725,4.720287108076466,2.6264044943820224,1.3335453094145073
GR,GRC,Greece,4,2021-01-09,2020-12-31,521,0,0,0,0,79,520,97,1,4824490.215861053,509,3,0,518,3,19,499,5,6,510,4,40,477,4,18,499,4,31,486,4,9,508,5,5,511,4,6,511,4,0,517,3,7,511,5,61,455,4,5,512,4,42,475,521,0,0,0,502,0,4,15,515,0,1,5,481,0,9,31,503,0,4,14,490,0,3,28,512,0,0,9,516,0,1,4,515,0,1,5,521,0,0,0,514,0,3,4,460,0,17,44,516,0,2,3,479,0,18,24,0,1,46,474,475,13,33,0,3,237,281,284,0,97,140,424,0,1,96,0,424,0,27,70,0,494,1,7,18,1,100,4,41,376,521,0,0,0,0,0,0,2,231,172,69,47,0,26,139,229,127,0,25,281,154,61,0,25,262,145,89,0,34,153,184,150,0,37,52,147,285,0,480,16,10,15,480,19,7,15,480,16,12,13,480,22,6,13,480,16,11,14,480,19,4,18,372,4,1,144,372,4,1,144,372,4,7,138,372,3,5,141,372,4,11,134,372,4,14,131,372,3,3,143,499,1,0,21,499,0,1,21,499,1,1,20,499,1,6,15,499,0,4,18,0,4,135,382,0,4,398,119,0,7,34,480,0,8,238,275,0,7,13,501,0,7,27,487,0,1,222,298,299,0,157,40,15,10,0,0,2,35,182,302,0,1,520,0,0,3,62,456,0,1,462,37,1,4,1,15,0,1,170,152,130,68,0,6,182,238,62,33,0,0,195,326,0,0,5,143,371,2,386,2,118,15,123,5,387,6,487,3,26,5,283,2,165,71,508,0,10,3,494,2,21,4,0,5,10,27,76,122,281,0,2,9,36,93,141,240,0,3,231,206,54,27,0,1,17,34,117,352,0,2,121,168,128,102,232,12,253,24,232,132,50,107,232,110,90,89,0,3,263,255,266,0,117,138,404,6,37,1,9,15,10,3,36,141,1,20,28,23,40,5,18,29,28,0,11,46,30,31,12,58,0,11,282,226,2,0,0,0,0,0,0,521,0,0,0,5,12,338,84,82,5,10,66,201,193,38,8,7.156716417910448,8.7863996729155,1.9705882352941178,1.3592621464926111,14.888438133874239,4.352567716457463,2.8249496981891347,1.4617230661316802
GR,GRC,Greece,5,2021-01-09,2020-12-31,339,0,0,0,0,56,339,47,1,2949463.853834974,325,2,1,336,5,10,324,3,4,332,4,20,315,4,18,317,3,23,313,3,3,333,3,8,328,3,2,334,3,1,335,4,7,328,3,20,316,4,3,332,3,18,318,338,0,1,0,329,0,1,9,335,0,1,3,319,0,7,13,321,0,4,14,316,1,7,15,336,0,1,2,331,0,3,5,337,0,2,0,338,0,0,1,332,0,4,3,319,0,8,12,336,0,2,1,321,0,8,10,0,0,32,307,307,6,26,0,4,119,216,220,0,47,72,292,0,1,46,0,292,0,18,29,0,321,0,6,12,0,51,2,29,257,339,0,0,0,0,0,0,1,180,96,33,29,0,35,107,132,65,0,52,161,90,36,0,29,196,70,44,0,44,110,106,79,0,60,43,87,149,0,310,14,7,8,310,17,2,10,310,11,11,7,310,17,3,9,310,17,5,7,310,17,4,8,243,5,0,91,243,5,1,90,243,5,2,89,243,5,10,81,243,3,22,71,243,5,20,71,243,6,6,84,308,2,5,24,308,2,7,22,308,3,4,24,308,2,10,19,308,2,3,26,0,5,63,271,0,1,268,70,0,3,23,313,0,1,157,181,0,3,13,323,0,3,16,320,0,0,144,195,195,0,106,30,3,5,0,1,1,31,120,186,0,0,338,1,0,2,22,315,0,0,283,24,4,5,1,22,0,2,134,87,68,48,0,1,146,149,24,19,0,1,194,144,0,0,2,138,198,1,276,2,57,4,71,4,258,6,316,0,16,7,182,3,114,40,326,0,7,6,323,0,14,2,0,1,3,15,58,66,196,0,4,2,20,49,99,165,0,5,138,134,40,22,0,0,12,25,70,232,0,0,81,96,91,71,162,19,143,15,162,90,28,59,162,70,67,40,0,4,124,211,128,0,76,135,263,0,15,1,7,8,2,1,42,139,2,9,13,9,23,7,5,9,12,1,11,22,23,16,6,32,0,5,199,133,1,1,0,0,0,0,0,0,339,0,0,9,12,213,46,59,9,10,49,118,117,32,4,7.038961038961039,8.741072977678062,2.090909090909091,1.5402254290506872,14.535474006116209,4.437033394297777,2.3076923076923075,1.3109255688799462
GR,GRC,Greece,6,2021-01-09,2020-12-31,127,0,0,0,0,6,126,14,0,3068792.454435812,123,1,0,126,2,1,124,1,1,125,2,5,120,0,5,122,2,10,115,1,4,122,2,1,124,1,1,125,2,0,125,1,5,121,1,7,119,2,0,125,2,7,118,127,0,0,0,126,0,1,0,126,0,0,1,122,0,0,5,122,0,2,3,117,0,2,8,123,0,3,1,126,0,0,1,126,0,0,1,127,0,0,0,122,0,4,1,120,0,0,7,127,0,0,0,120,0,3,4,0,1,5,121,122,1,4,0,8,28,91,99,0,14,14,113,0,0,13,1,113,0,1,13,0,126,0,0,1,0,22,0,10,95,127,0,0,0,0,0,0,0,93,18,8,8,0,25,45,40,17,0,29,56,32,10,0,25,62,26,14,0,32,43,34,18,0,40,15,34,38,0,117,4,3,3,117,5,4,1,117,5,2,3,117,6,0,4,117,5,1,4,117,6,1,3,89,1,0,37,89,1,0,37,89,1,0,37,89,1,1,36,89,1,7,30,89,1,5,32,89,1,2,35,118,1,0,8,118,1,0,8,118,1,0,8,118,0,1,8,118,1,0,8,0,1,15,111,0,1,102,24,0,1,10,116,0,1,52,74,0,1,3,123,0,1,8,118,0,0,56,71,71,0,45,11,0,0,0,1,3,7,55,61,0,2,125,0,0,2,7,118,0,0,112,7,0,1,0,7,0,0,56,27,32,12,0,5,53,55,10,4,0,0,94,31,2,0,4,79,44,0,112,0,13,2,25,1,100,1,117,0,8,2,75,1,40,11,124,0,3,0,119,0,7,1,0,0,0,5,10,21,91,0,0,0,6,14,40,67,0,3,58,47,14,5,0,1,2,5,25,94,0,0,14,29,30,54,84,6,36,1,84,27,5,11,84,25,11,7,0,3,28,96,31,0,8,88,119,0,1,0,0,1,0,0,6,91,1,2,6,2,5,1,2,4,2,1,0,6,1,1,0,2,0,4,90,33,0,0,0,0,0,0,0,0,0,127,0,3,2,76,7,39,3,2,26,45,41,9,1,9.478260869565217,10.941453971925434,1.3333333333333333,0.5773502691896257,15.851416666666667,4.772064770921613,1.9262295081967213,1.1653966287331392
GR,GRC,Greece,-99,2021-01-10,2021-01-01,241,1,11641.2958908597,0,0,32,206,24,1,2841974.0350985373,0,5,2,234,7,13,221,7,2,232,6,18,217,6,20,215,7,13,221,7,8,226,6,3,232,8,4,229,7,2,232,6,6,229,7,27,207,7,3,231,6,20,215,239,1,0,1,228,3,3,7,239,1,0,1,223,1,4,13,221,1,6,13,228,3,4,6,233,1,1,6,238,0,2,1,237,0,2,2,239,0,1,1,235,1,3,2,214,2,8,17,238,1,1,1,221,0,11,9,35,0,14,192,230,2,9,45,5,75,116,167,2,24,48,217,0,1,23,0,217,0,10,14,0,232,0,2,7,0,80,2,14,145,241,0,0,0,0,0,71,2,63,58,29,18,92,12,43,57,37,92,10,71,45,23,92,15,67,41,26,92,13,46,49,41,92,16,22,44,67,0,230,4,1,6,230,3,2,6,230,3,3,5,230,3,2,6,230,4,2,5,230,4,1,6,182,3,0,56,182,4,0,55,182,4,7,48,182,4,5,50,182,4,8,47,182,5,10,44,182,5,1,53,224,0,0,17,224,0,2,15,224,0,3,14,224,0,6,11,224,0,2,15,115,4,34,88,115,2,103,21,115,4,6,116,115,5,68,53,115,4,11,111,115,4,12,110,134,1,55,51,186,0,47,8,0,0,148,2,0,7,32,52,148,2,89,2,157,0,13,71,157,0,71,5,0,2,2,4,157,1,32,24,19,8,161,4,24,36,14,2,170,0,23,48,0,185,2,17,35,2,209,1,30,1,144,2,89,6,235,0,3,3,175,2,44,20,230,1,5,5,229,0,9,3,196,2,1,3,1,6,32,196,1,1,2,5,9,27,205,1,15,11,5,4,205,0,2,4,8,22,205,0,6,12,10,8,224,2,14,1,224,6,6,5,224,5,5,7,213,0,6,22,219,0,15,7,240,0,0,0,0,0,0,0,1,235,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,241,0,0,0,0,0,241,0,0,0,0,0,0,0,0,241,0,0,0,0,241,0,0,0,0,0,0,4.746,7.338831859446331,3,1.7320508075688772,0,0,0,0
GR,GRC,Greece,1,2021-01-10,2021-01-01,109,0,0,0,0,28,109,14,1,1013311.1592423135,105,0,0,109,0,5,104,0,1,108,0,18,91,0,17,92,0,3,106,0,6,103,0,1,108,0,1,108,0,0,109,0,4,105,0,12,97,0,1,108,0,15,94,109,0,0,0,104,0,2,3,108,0,0,1,91,0,6,12,92,0,2,15,106,0,0,3,103,0,0,6,108,0,0,1,108,0,0,1,109,0,0,0,105,0,1,3,97,0,2,10,108,0,0,1,94,1,7,7,0,0,13,96,96,3,10,0,1,37,71,72,0,14,23,95,0,1,13,0,95,0,6,8,0,103,0,4,2,0,15,0,2,92,109,0,0,0,0,0,0,0,34,37,21,17,0,1,20,61,27,0,1,51,43,14,0,0,54,36,19,0,1,37,39,32,0,1,6,37,65,0,107,1,0,1,107,1,1,0,107,0,2,0,107,1,0,1,107,1,1,0,107,0,2,0,70,0,0,39,70,0,0,39,70,0,3,36,70,0,0,39,70,0,2,37,70,0,4,35,70,0,0,39,101,0,0,8,101,0,1,7,101,0,0,8,101,0,1,7,101,0,0,8,0,0,12,97,0,0,55,54,0,0,3,106,0,0,70,39,0,1,8,100,0,0,6,103,0,0,63,46,46,0,49,10,4,0,0,0,0,20,48,41,0,0,109,0,0,1,4,104,0,0,79,15,2,1,0,12,0,0,23,34,40,12,0,0,24,45,29,11,0,0,15,82,12,0,0,16,82,11,97,0,12,0,54,0,55,0,106,0,3,0,39,0,36,34,101,0,2,6,103,0,6,0,0,2,2,12,23,29,41,0,0,7,8,30,24,40,0,0,41,43,21,4,0,0,5,11,33,60,0,0,23,34,35,17,52,0,47,10,52,7,12,38,52,7,17,33,0,0,25,84,25,0,35,49,74,0,9,0,2,5,3,1,15,49,0,6,5,2,5,0,2,1,4,0,3,3,0,6,1,22,0,2,45,61,1,0,0,0,109,0,0,0,0,0,0,4,4,53,25,23,4,0,9,37,45,9,5,5.363636363636363,6.584304484082738,2.25,1.864744681524183,13.773684210526316,4.104206729434999,3.2736842105263158,1.4024454725483784
GR,GRC,Greece,2,2021-01-10,2021-01-01,154,0,0,0,0,36,154,21,1,1586702.0668054053,151,0,0,154,0,7,147,0,0,154,0,15,139,0,21,133,0,10,144,0,4,150,0,4,150,0,3,151,0,0,154,0,7,147,0,27,127,0,3,151,0,13,141,154,0,0,0,147,0,1,6,154,0,0,0,139,0,1,14,133,0,3,18,144,0,5,5,150,0,1,3,150,0,1,3,151,1,1,1,154,0,0,0,147,0,3,4,127,0,5,22,151,0,3,0,141,0,4,9,0,0,18,136,136,6,12,0,0,60,94,94,0,21,39,133,0,1,20,0,133,0,3,18,0,151,0,2,1,0,21,1,15,117,154,0,0,0,0,0,0,1,49,44,35,25,0,1,28,83,42,0,2,67,57,28,0,2,72,46,34,0,2,35,57,60,0,1,12,52,89,0,139,5,3,7,139,5,1,9,139,3,5,7,139,6,1,8,139,5,1,9,139,6,0,9,101,1,0,52,101,1,0,52,101,1,1,51,101,1,2,50,101,1,4,48,101,1,3,49,101,1,0,52,148,0,0,6,148,0,0,6,148,0,0,6,148,0,0,6,148,0,0,6,0,3,21,130,0,1,95,58,0,3,13,138,0,1,98,55,0,2,5,147,0,2,17,135,0,0,88,66,66,0,73,9,2,4,0,0,1,15,72,66,0,2,152,0,0,3,13,138,0,0,131,17,3,0,0,3,0,0,44,50,45,15,0,1,51,71,21,10,0,0,33,121,0,0,0,23,128,3,133,0,20,1,59,0,92,3,141,0,13,0,56,0,54,44,149,0,3,2,137,0,16,1,0,0,3,11,33,29,78,0,0,5,15,24,40,70,0,1,69,56,20,8,0,0,5,9,41,99,0,1,36,48,32,37,70,3,70,11,70,23,9,52,70,16,30,38,0,2,71,81,73,0,43,38,111,0,24,1,4,3,0,1,10,40,0,6,7,2,17,1,6,10,1,0,2,13,3,9,3,34,0,2,68,84,0,0,0,0,0,154,0,0,0,0,0,3,2,104,25,20,3,1,57,53,34,5,1,5.482758620689655,7.671412823766146,2.0588235294117645,1.6382379343098377,14.554794520547945,5.508965510145237,2.563013698630137,1.6251477895077997
