ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
AF,AFG,Afghanistan,1,2021-01-03,2020-12-26,100,3,82261.98811365357,1,7274.60240170058,277,100,5434076.7664886,93,9,7,84,7,20,73,9,7,84,5,23,72,9,21,70,7,16,77,9,17,74,6,9,85,11,2,87,8,5,87,9,15,76,10,16,74,9,10,81,8,25,67,93,2,2,3,80,2,11,7,93,1,4,2,77,2,12,9,79,2,12,7,84,2,8,6,83,2,10,5,91,2,6,1,98,1,1,0,95,1,2,2,85,2,4,9,84,2,6,8,90,2,4,4,75,1,17,7,0,0,32,68,68,1,20,11,0,3,17,80,83,0,5,12,95,0,1,4,0,95,0,2,3,0,98,0,0,2,0,8,0,6,86,100,0,0,46,23,12,19,0,2,46,24,28,0,8,39,26,27,0,11,52,18,19,0,11,37,23,29,0,12,17,19,52,94,0,4,2,94,1,4,1,94,1,2,3,94,2,0,4,94,2,0,4,94,2,0,4,96,0,0,4,96,0,0,4,96,0,0,4,96,0,0,4,96,0,0,4,96,0,1,3,96,0,1,3,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,0,5,67,28,0,8,74,18,0,12,41,47,0,10,56,34,0,10,54,36,0,10,45,45,0,0,69,31,31,0,28,19,11,11,0,0,13,31,25,31,0,2,88,10,0,4,25,71,0,0,28,18,16,14,16,8,0,1,26,21,23,29,0,2,18,34,23,23,0,0,5,72,23,0,5,8,70,17,33,1,39,27,26,1,44,29,59,1,19,21,44,2,22,32,46,3,25,26,55,2,20,23,0,0,3,15,20,27,35,0,4,4,12,22,21,37,0,2,27,28,13,30,0,2,23,19,24,32,0,3,32,26,22,17,42,6,45,7,42,14,32,12,42,12,33,13,0,0,53,47,53,1,12,34,88,0,4,1,1,0,0,1,5,35,1,3,11,2,9,4,1,5,1,0,4,2,1,1,3,17,0,0,89,9,1,1,0,0,100,0,0,0,0,0,0,6,3,61,13,17,6,0,30,25,17,11,11,6,7.1274118724821856,12.666666666666664,29.146755108130534,12.988888888888889,4.293958244236423,3.6321839080459775,2.565943964879364
AF,AFG,Afghanistan,2,2021-01-03,2020-12-30,100,10,296838.692290014,4,84644.6826659965,253,100,4315126.269193893,97,5,11,84,3,20,77,6,3,91,5,15,80,5,23,72,2,18,80,4,20,76,6,5,89,6,4,90,5,6,89,6,11,83,6,16,78,5,13,82,4,26,70,89,2,2,7,80,2,8,10,97,1,0,2,85,2,9,4,77,2,12,9,82,2,11,5,80,2,12,6,95,0,2,3,96,1,1,2,94,2,2,2,89,0,6,5,84,1,9,6,87,2,7,4,74,1,12,13,0,0,33,67,67,1,16,16,0,0,26,74,74,1,10,15,90,0,1,7,2,90,0,4,4,2,96,0,3,0,1,11,2,4,83,100,0,0,51,20,14,15,0,10,49,18,23,0,17,43,16,24,0,14,60,13,13,0,20,41,13,26,0,19,17,11,53,96,1,2,1,96,2,1,1,96,0,3,1,96,2,1,1,96,1,2,1,96,2,1,1,81,4,1,14,81,4,2,13,81,3,4,12,81,4,1,14,81,4,3,12,81,4,5,10,81,4,4,11,91,0,5,4,91,0,5,4,91,0,4,5,91,1,5,3,91,1,4,4,0,2,71,27,0,4,70,26,0,5,47,48,0,5,55,40,0,4,48,48,0,6,52,42,0,1,58,41,42,0,19,14,9,16,0,0,8,23,45,24,0,2,84,14,0,4,30,66,0,1,28,18,16,10,23,4,0,0,30,10,30,30,0,3,20,29,31,17,0,4,8,77,11,0,7,8,76,9,29,3,43,25,30,2,41,27,53,2,24,21,45,4,22,29,52,4,22,22,48,3,31,18,0,2,2,10,14,25,47,0,3,5,10,21,25,36,0,6,33,25,19,17,0,6,11,30,25,28,0,4,30,31,17,18,39,8,50,3,39,17,30,14,39,15,33,13,0,2,60,38,62,1,21,16,79,0,7,2,1,0,0,0,11,19,0,7,6,5,9,3,0,10,3,1,3,4,7,1,3,19,0,2,89,6,0,3,0,0,0,100,0,0,0,0,0,2,4,58,14,22,2,2,39,23,17,12,5,5.732142857142857,6.242059891439019,9.148148148148149,18.989275725856228,13.696629213483147,4.862669708143923,3.4523809523809526,2.1419772528955514
AF,AFG,Afghanistan,3,2021-01-03,2020-12-23,100,7,475000.285499717,1,39433.2101000384,183,100,4164725.7115231915,98,4,10,86,2,23,75,3,6,91,3,15,82,3,15,82,2,15,83,3,15,82,5,7,88,4,7,89,3,7,90,4,7,89,3,17,80,4,12,84,4,16,80,90,3,5,2,77,4,10,9,94,3,1,2,85,5,4,6,85,1,9,5,85,4,4,7,85,3,5,7,93,2,2,3,93,3,2,2,93,4,3,0,93,2,3,2,83,3,7,7,88,4,4,4,84,2,7,7,0,0,39,61,61,1,22,16,0,2,28,70,72,1,9,18,91,0,3,6,0,91,0,7,2,0,93,0,1,6,0,12,2,9,77,100,0,0,54,18,17,11,0,5,54,14,27,0,14,45,18,23,0,13,56,12,19,0,16,39,18,27,0,15,16,16,53,91,7,2,0,91,8,1,0,91,7,2,0,91,8,1,0,91,9,0,0,91,8,1,0,91,1,0,8,91,1,0,8,91,1,2,6,91,1,1,7,91,1,1,7,91,0,2,7,91,0,2,7,96,1,1,2,96,1,3,0,96,0,3,1,96,1,2,1,96,1,2,1,0,4,61,35,0,7,68,25,0,9,42,49,0,8,55,37,0,8,40,52,0,4,45,51,0,0,58,42,42,0,17,16,8,17,0,2,5,25,40,28,0,1,98,1,0,2,19,79,0,1,32,24,20,7,14,2,0,1,29,21,23,26,0,1,24,33,26,16,0,1,12,77,10,0,2,15,79,4,39,1,40,20,32,2,44,22,58,2,21,19,45,2,28,25,60,2,20,18,55,2,35,8,0,2,5,8,21,20,44,0,0,5,12,21,19,43,0,0,25,34,20,21,0,0,8,26,24,42,0,0,27,27,14,32,46,4,42,8,46,17,20,17,46,16,27,11,0,0,69,31,69,0,17,14,83,1,3,1,1,4,2,2,3,14,0,2,9,7,10,1,5,5,1,0,7,7,7,2,9,14,0,2,83,14,0,1,0,0,0,0,100,0,0,0,0,0,3,65,21,11,0,3,32,24,16,13,12,8.088888888888889,8.516887561625651,5.9655172413793105,7.599261047819479,14.75,4.155732780452652,4.053763440860215,2.4333086769550127
AF,AFG,Afghanistan,-99,2021-01-04,2021-01-01,100,13,396483.8866353665,9,272002.3384030936,273,62,3690585.648373187,0,26,18,56,27,31,42,27,17,56,27,28,45,25,30,45,27,27,46,28,27,45,29,16,55,29,16,55,22,21,57,33,19,48,28,28,44,31,10,59,33,25,42,82,7,9,2,69,10,18,3,83,8,6,3,72,7,14,7,70,11,15,4,73,9,14,4,73,9,10,8,84,8,8,0,84,5,7,4,79,10,10,1,81,5,10,4,72,9,13,6,90,3,6,1,75,8,11,6,38,0,24,38,80,1,16,3,44,2,9,45,91,1,3,5,97,1,1,0,1,97,1,2,0,0,98,0,0,0,2,50,3,6,41,100,46,3,18,10,5,18,52,4,27,10,7,52,10,22,8,8,52,12,26,6,4,52,14,16,10,8,52,14,10,7,17,94,2,2,2,94,2,0,4,94,2,2,2,94,2,2,2,94,2,1,3,94,1,1,4,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,1,0,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,62,4,29,5,62,5,26,7,62,7,20,11,62,8,21,9,62,6,23,9,62,4,26,8,71,0,19,10,81,2,6,5,4,2,73,3,3,8,6,7,73,6,18,3,80,3,3,14,80,2,7,5,1,1,4,0,80,4,2,7,3,4,82,0,3,6,5,4,86,1,4,7,2,87,0,5,6,2,76,5,15,4,79,4,13,4,84,4,5,7,84,3,6,7,82,2,9,7,78,4,12,6,89,1,1,0,4,3,2,89,1,1,0,4,1,4,94,1,0,1,0,4,94,0,2,1,2,1,94,2,1,1,1,1,98,0,2,0,98,0,2,0,98,0,1,1,96,0,3,1,99,0,0,1,100,0,0,0,0,0,0,0,0,97,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,10.441176470588236,13.766871030408998,17.6,45.36014613229169,0,0,0,0
AF,AFG,Afghanistan,1,2021-01-04,2020-12-26,100,3,82261.98811365357,1,7274.60240170058,277,100,5434076.7664886,93,9,7,84,7,20,73,9,7,84,5,23,72,9,21,70,7,16,77,9,17,74,6,9,85,11,2,87,8,5,87,9,15,76,10,16,74,9,10,81,8,25,67,93,2,2,3,80,2,11,7,93,1,4,2,77,2,12,9,79,2,12,7,84,2,8,6,83,2,10,5,91,2,6,1,98,1,1,0,95,1,2,2,85,2,4,9,84,2,6,8,90,2,4,4,75,1,17,7,0,0,32,68,68,1,20,11,0,3,17,80,83,0,5,12,95,0,1,4,0,95,0,2,3,0,98,0,0,2,0,8,0,6,86,100,0,0,46,23,12,19,0,2,46,24,28,0,8,39,26,27,0,11,52,18,19,0,11,37,23,29,0,12,17,19,52,94,0,4,2,94,1,4,1,94,1,2,3,94,2,0,4,94,2,0,4,94,2,0,4,96,0,0,4,96,0,0,4,96,0,0,4,96,0,0,4,96,0,0,4,96,0,1,3,96,0,1,3,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,0,5,67,28,0,8,74,18,0,12,41,47,0,10,56,34,0,10,54,36,0,10,45,45,0,0,69,31,31,0,28,19,11,11,0,0,13,31,25,31,0,2,88,10,0,4,25,71,0,0,28,18,16,14,16,8,0,1,26,21,23,29,0,2,18,34,23,23,0,0,5,72,23,0,5,8,70,17,33,1,39,27,26,1,44,29,59,1,19,21,44,2,22,32,46,3,25,26,55,2,20,23,0,0,3,15,20,27,35,0,4,4,12,22,21,37,0,2,27,28,13,30,0,2,23,19,24,32,0,3,32,26,22,17,42,6,45,7,42,14,32,12,42,12,33,13,0,0,53,47,53,1,12,34,88,0,4,1,1,0,0,1,5,35,1,3,11,2,9,4,1,5,1,0,4,2,1,1,3,17,0,0,89,9,1,1,0,0,100,0,0,0,0,0,0,6,3,61,13,17,6,0,30,25,17,11,11,6,7.1274118724821856,12.666666666666664,29.146755108130534,12.988888888888889,4.293958244236423,3.6321839080459775,2.565943964879364
AF,AFG,Afghanistan,2,2021-01-04,2020-12-30,100,10,296838.692290014,4,84644.6826659965,253,100,4315126.269193893,97,5,11,84,3,20,77,6,3,91,5,15,80,5,23,72,2,18,80,4,20,76,6,5,89,6,4,90,5,6,89,6,11,83,6,16,78,5,13,82,4,26,70,89,2,2,7,80,2,8,10,97,1,0,2,85,2,9,4,77,2,12,9,82,2,11,5,80,2,12,6,95,0,2,3,96,1,1,2,94,2,2,2,89,0,6,5,84,1,9,6,87,2,7,4,74,1,12,13,0,0,33,67,67,1,16,16,0,0,26,74,74,1,10,15,90,0,1,7,2,90,0,4,4,2,96,0,3,0,1,11,2,4,83,100,0,0,51,20,14,15,0,10,49,18,23,0,17,43,16,24,0,14,60,13,13,0,20,41,13,26,0,19,17,11,53,96,1,2,1,96,2,1,1,96,0,3,1,96,2,1,1,96,1,2,1,96,2,1,1,81,4,1,14,81,4,2,13,81,3,4,12,81,4,1,14,81,4,3,12,81,4,5,10,81,4,4,11,91,0,5,4,91,0,5,4,91,0,4,5,91,1,5,3,91,1,4,4,0,2,71,27,0,4,70,26,0,5,47,48,0,5,55,40,0,4,48,48,0,6,52,42,0,1,58,41,42,0,19,14,9,16,0,0,8,23,45,24,0,2,84,14,0,4,30,66,0,1,28,18,16,10,23,4,0,0,30,10,30,30,0,3,20,29,31,17,0,4,8,77,11,0,7,8,76,9,29,3,43,25,30,2,41,27,53,2,24,21,45,4,22,29,52,4,22,22,48,3,31,18,0,2,2,10,14,25,47,0,3,5,10,21,25,36,0,6,33,25,19,17,0,6,11,30,25,28,0,4,30,31,17,18,39,8,50,3,39,17,30,14,39,15,33,13,0,2,60,38,62,1,21,16,79,0,7,2,1,0,0,0,11,19,0,7,6,5,9,3,0,10,3,1,3,4,7,1,3,19,0,2,89,6,0,3,0,0,0,100,0,0,0,0,0,2,4,58,14,22,2,2,39,23,17,12,5,5.732142857142857,6.242059891439019,9.148148148148149,18.989275725856228,13.696629213483147,4.862669708143923,3.4523809523809526,2.1419772528955514
AF,AFG,Afghanistan,3,2021-01-04,2020-12-23,100,7,475000.285499717,1,39433.2101000384,183,100,4164725.7115231915,98,4,10,86,2,23,75,3,6,91,3,15,82,3,15,82,2,15,83,3,15,82,5,7,88,4,7,89,3,7,90,4,7,89,3,17,80,4,12,84,4,16,80,90,3,5,2,77,4,10,9,94,3,1,2,85,5,4,6,85,1,9,5,85,4,4,7,85,3,5,7,93,2,2,3,93,3,2,2,93,4,3,0,93,2,3,2,83,3,7,7,88,4,4,4,84,2,7,7,0,0,39,61,61,1,22,16,0,2,28,70,72,1,9,18,91,0,3,6,0,91,0,7,2,0,93,0,1,6,0,12,2,9,77,100,0,0,54,18,17,11,0,5,54,14,27,0,14,45,18,23,0,13,56,12,19,0,16,39,18,27,0,15,16,16,53,91,7,2,0,91,8,1,0,91,7,2,0,91,8,1,0,91,9,0,0,91,8,1,0,91,1,0,8,91,1,0,8,91,1,2,6,91,1,1,7,91,1,1,7,91,0,2,7,91,0,2,7,96,1,1,2,96,1,3,0,96,0,3,1,96,1,2,1,96,1,2,1,0,4,61,35,0,7,68,25,0,9,42,49,0,8,55,37,0,8,40,52,0,4,45,51,0,0,58,42,42,0,17,16,8,17,0,2,5,25,40,28,0,1,98,1,0,2,19,79,0,1,32,24,20,7,14,2,0,1,29,21,23,26,0,1,24,33,26,16,0,1,12,77,10,0,2,15,79,4,39,1,40,20,32,2,44,22,58,2,21,19,45,2,28,25,60,2,20,18,55,2,35,8,0,2,5,8,21,20,44,0,0,5,12,21,19,43,0,0,25,34,20,21,0,0,8,26,24,42,0,0,27,27,14,32,46,4,42,8,46,17,20,17,46,16,27,11,0,0,69,31,69,0,17,14,83,1,3,1,1,4,2,2,3,14,0,2,9,7,10,1,5,5,1,0,7,7,7,2,9,14,0,2,83,14,0,1,0,0,0,0,100,0,0,0,0,0,3,65,21,11,0,3,32,24,16,13,12,8.088888888888889,8.516887561625651,5.9655172413793105,7.599261047819479,14.75,4.155732780452652,4.053763440860215,2.4333086769550127
AF,AFG,Afghanistan,-99,2021-01-13,2021-01-03,100,13,510087.88342445134,5,122158.7098941711,143,66,3674241.351228783,0,29,17,54,31,28,41,28,19,53,33,23,44,24,32,44,30,26,44,29,21,50,31,17,52,32,14,54,28,20,52,32,19,49,30,25,45,38,9,53,37,21,42,83,8,7,2,72,9,16,3,81,8,10,1,77,8,11,4,68,15,11,6,74,8,12,6,79,9,9,3,83,9,7,1,86,4,10,0,80,7,9,4,81,8,8,3,75,12,7,6,91,1,5,3,79,6,10,5,34,0,25,41,79,1,14,6,41,4,12,43,89,0,6,5,94,0,2,3,1,94,1,3,1,1,97,0,0,0,3,53,3,9,35,100,50,2,20,8,2,18,57,3,25,6,9,57,9,20,4,10,57,13,21,3,6,57,15,17,4,7,57,15,13,3,12,92,3,3,2,92,3,2,3,92,3,3,2,92,3,2,3,92,4,1,3,92,4,0,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,65,3,24,8,65,4,23,8,65,6,13,16,65,6,12,17,65,5,15,15,65,3,18,14,69,1,15,15,85,2,8,1,3,1,73,1,3,7,6,10,73,3,23,1,77,2,3,18,77,2,11,3,1,1,4,1,77,2,9,6,2,4,78,0,8,5,4,5,80,2,4,12,2,83,0,5,9,3,80,1,17,2,80,3,16,1,90,1,6,3,91,1,5,3,88,2,8,2,85,4,8,3,86,2,0,1,1,5,5,86,0,0,1,4,3,6,88,1,1,1,3,6,88,1,0,3,2,6,88,2,1,3,1,5,97,0,2,1,97,0,2,1,97,0,1,2,91,0,3,6,94,0,3,3,97,0,0,0,1,0,0,1,1,95,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,7.000000000000001,7.019971509913697,11.636363636363637,11.482793451706142,0,0,0,0
AF,AFG,Afghanistan,1,2021-01-13,2020-12-26,100,4,99620.64250657638,2,24633.25679462338,281,100,5668188.222582216,93,8,9,83,6,18,76,8,9,83,5,21,74,8,20,72,6,18,76,8,16,76,5,9,86,9,2,89,7,7,86,8,18,74,9,18,73,8,10,82,8,25,67,91,2,3,4,82,2,9,7,91,1,4,4,79,2,12,7,80,2,10,8,82,2,9,7,84,2,8,6,91,2,5,2,98,1,1,0,93,1,3,3,82,2,5,11,82,2,6,10,90,2,3,5,75,1,16,8,0,0,32,68,68,0,21,11,0,2,17,81,83,0,4,13,96,0,1,3,0,96,0,1,3,0,99,0,0,1,0,6,0,7,87,100,0,0,46,23,15,16,0,2,39,28,31,0,8,37,25,30,0,11,54,17,18,0,12,35,23,30,0,13,15,18,54,93,1,3,3,93,2,5,0,93,1,4,2,93,3,0,4,93,3,1,3,93,3,0,4,96,0,0,4,96,0,0,4,96,0,0,4,96,0,0,4,96,0,0,4,96,0,1,3,96,0,1,3,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,0,4,65,31,0,8,73,19,0,11,42,47,0,10,56,34,0,10,53,37,0,11,45,44,0,0,69,31,31,1,26,21,9,12,0,0,13,29,26,32,0,2,90,8,0,5,25,70,0,0,28,21,16,15,14,6,0,1,25,23,24,27,0,1,19,32,23,25,0,0,6,70,24,0,4,7,73,16,35,2,39,24,27,2,44,27,58,2,20,20,44,4,21,31,47,4,26,23,55,2,21,22,0,0,5,13,21,26,35,0,2,5,13,22,22,36,0,1,28,27,12,32,0,2,24,20,21,33,0,3,34,23,23,17,43,6,44,7,43,15,30,12,43,12,32,13,0,0,48,52,48,1,15,36,85,0,5,1,1,0,0,2,6,37,1,3,10,2,11,3,1,6,1,0,3,2,1,1,2,16,0,0,89,9,1,1,0,0,100,0,0,0,0,0,0,6,3,59,15,17,6,0,30,26,16,9,13,6.215686274509804,7.214745249806666,13.449999999999998,29.704642557581533,12.604395604395604,4.464375334875768,3.8181818181818183,2.6065587237496257
AF,AFG,Afghanistan,2,2021-01-13,2020-12-31,100,10,371750.1219467541,4,84644.6826659965,325,100,4873292.586143508,96,6,10,84,3,27,70,7,3,90,6,16,78,6,23,71,4,19,77,4,21,75,7,7,86,6,3,91,6,7,87,7,16,77,7,20,73,6,12,82,6,26,68,90,3,2,5,73,3,12,12,97,1,0,2,84,2,10,4,77,2,13,8,81,1,13,5,79,2,13,6,93,0,4,3,97,1,1,1,93,2,3,2,84,0,9,7,80,1,12,7,88,2,7,3,74,1,14,11,0,0,30,70,70,1,15,14,0,0,22,78,78,1,9,12,91,0,2,6,1,91,0,3,4,2,97,0,3,0,0,10,2,7,81,100,0,0,56,18,13,13,0,8,51,18,23,0,16,44,19,21,0,13,55,18,14,0,20,42,19,19,0,20,17,13,50,93,2,4,1,93,3,3,1,93,0,5,2,93,3,3,1,93,2,3,2,93,3,2,2,81,4,1,14,81,4,2,13,81,3,4,12,81,4,1,14,81,4,3,12,81,4,5,10,81,4,4,11,91,0,5,4,91,0,5,4,91,0,4,5,91,1,5,3,91,1,4,4,0,4,65,31,0,5,69,26,0,4,45,51,0,4,61,35,0,4,47,49,0,5,51,44,0,1,63,36,37,0,21,13,9,20,0,0,10,25,39,26,0,2,82,16,0,4,19,77,0,1,25,17,15,14,26,2,0,0,24,15,33,28,0,2,16,26,39,17,0,4,7,75,14,0,7,8,76,9,35,5,34,26,31,3,39,27,55,3,23,19,39,6,20,35,53,5,18,24,49,4,28,19,0,2,3,11,18,23,43,0,3,6,10,26,21,34,0,5,32,27,17,19,0,5,17,29,22,27,0,4,37,26,16,17,37,6,51,6,37,13,32,18,37,13,34,16,0,2,59,39,61,1,22,16,78,0,10,2,1,1,0,0,8,19,1,6,9,5,8,3,0,6,3,1,6,3,8,0,4,18,0,2,86,10,0,2,0,0,0,100,0,0,0,0,0,2,3,62,17,16,2,3,36,30,15,9,5,6.6000000000000005,7.119612973251348,12.8,39.196088240197305,13.258426966292133,4.797082659586024,3.614457831325301,2.196623380472661
