ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
AF,AFG,Afghanistan,2,2020-12-27,2020-12-25,100,4,97222.92577861283,2,47097.309885243296,298,100,3872121.1857586675,99,4,8,88,6,18,76,5,4,91,4,18,78,6,25,69,6,11,83,6,13,81,3,9,88,6,5,89,7,2,91,4,9,87,5,15,80,6,8,86,4,20,76,92,0,4,4,82,1,10,7,96,0,2,2,82,1,11,6,75,2,17,6,89,1,7,3,87,1,6,6,91,0,4,5,95,0,3,2,98,0,1,1,91,2,4,3,85,1,10,4,92,1,2,5,80,0,16,4,0,0,43,57,57,1,28,14,0,0,14,86,86,0,6,8,94,0,0,5,1,94,0,3,3,0,97,0,2,0,1,6,2,11,81,100,0,0,52,26,10,12,0,8,45,22,25,0,15,51,12,22,0,11,64,12,13,0,13,49,15,23,0,16,22,13,49,89,6,3,2,89,6,1,4,89,3,7,1,89,4,3,4,89,5,3,3,89,6,2,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,7,67,26,0,9,69,22,0,13,42,45,0,10,57,33,0,11,47,42,0,11,43,46,0,1,68,31,32,0,20,14,15,19,0,3,8,20,40,29,0,1,89,10,0,1,26,73,0,1,33,18,11,9,25,3,0,1,20,23,26,30,0,3,11,32,34,20,0,0,9,79,12,0,3,7,78,12,33,2,44,21,31,2,40,27,58,2,19,21,43,2,24,31,53,2,24,21,57,3,22,18,0,3,5,7,20,22,43,0,2,5,13,23,20,37,0,0,39,26,8,27,0,2,21,24,20,33,0,2,41,22,13,22,37,5,51,7,37,17,30,16,37,18,34,11,0,0,61,39,61,1,16,22,84,0,8,2,2,1,0,0,3,23,0,3,7,7,10,2,3,10,2,0,0,5,6,2,3,17,0,0,94,5,1,0,0,0,0,100,0,0,0,0,0,0,1,69,13,17,0,2,35,21,17,11,14,5.173076923076923,5.128624605769854,7.7105263157894735,9.403587281966336,14.579545454545457,4.241886348196235,3.989130434782609,2.50929947414247
AF,AFG,Afghanistan,-99,2020-12-28,2020-12-26,100,10,686826.6538594227,8,618806.7813404594,102,60,5007198.579475469,0,26,18,56,26,23,51,29,12,59,23,24,53,25,25,50,25,21,54,26,22,52,29,14,57,23,19,58,28,13,59,28,16,56,26,25,49,33,9,58,32,17,51,82,4,8,6,77,4,11,8,88,4,5,3,76,7,10,7,75,5,13,7,79,6,9,6,78,5,10,7,86,2,9,3,81,3,9,7,87,5,6,2,84,5,6,5,75,3,11,11,91,3,5,1,83,2,11,4,38,2,21,39,81,2,10,7,46,5,13,36,88,2,4,6,96,0,1,2,1,96,0,3,0,1,97,0,2,0,1,58,1,8,33,100,54,3,18,12,7,6,63,3,19,7,8,63,9,14,6,8,63,8,19,3,7,63,10,14,4,9,63,9,9,2,17,94,1,2,3,94,2,0,4,94,2,1,3,94,2,1,3,94,1,2,3,94,2,1,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,68,3,23,6,68,6,20,6,68,7,11,14,68,8,14,10,68,7,13,12,68,7,15,10,71,1,14,14,86,0,8,2,2,2,74,0,5,6,7,8,74,2,20,4,78,1,3,18,78,1,11,0,1,1,6,2,78,2,6,4,2,8,78,4,7,6,4,1,79,1,3,15,2,85,2,1,10,2,78,2,14,6,81,2,10,7,90,1,5,4,87,1,7,5,88,1,5,6,86,1,8,5,88,1,0,0,2,2,7,88,1,2,1,2,0,6,90,0,5,3,0,2,90,0,1,3,3,3,90,0,5,3,1,1,93,2,4,1,93,3,3,1,93,2,3,2,94,0,4,2,98,0,1,1,100,0,0,0,0,0,0,0,0,96,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,7.249999999999999,9.682458365518542,9.1,11.357327541674973,0,0,0,0
AF,AFG,Afghanistan,1,2020-12-28,2020-12-22,100,9,696182.5658925648,5,362991.2252771646,333,100,6109125.951283164,93,8,13,79,6,26,68,6,8,86,4,22,74,5,29,66,6,14,80,6,19,75,7,6,87,6,6,88,6,9,85,7,11,82,6,20,74,4,9,87,3,25,72,87,1,4,8,74,0,15,11,92,0,6,2,78,2,11,9,71,0,17,12,86,1,7,6,81,1,9,9,94,1,4,1,94,1,4,1,91,1,3,5,89,0,6,5,80,1,11,8,91,1,3,5,75,2,18,5,0,0,36,64,64,1,20,15,0,1,21,78,79,0,12,9,88,0,1,11,0,88,0,5,7,0,95,0,4,1,0,13,0,10,77,100,0,0,54,17,9,20,0,2,53,17,28,0,9,35,28,28,0,11,57,14,18,0,11,43,18,28,0,11,18,18,53,90,3,4,3,90,3,5,2,90,5,3,2,90,4,3,3,90,5,2,3,90,4,3,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,5,58,37,0,9,67,24,0,10,42,48,0,9,52,39,0,8,53,39,0,8,45,47,0,0,61,39,39,0,28,13,10,10,0,0,16,30,29,25,0,1,83,16,0,1,17,82,0,0,23,16,15,10,24,12,0,1,33,17,26,23,0,1,20,27,26,26,0,1,7,77,15,0,3,8,75,14,42,1,31,26,33,1,37,29,58,1,21,20,48,1,25,26,47,2,22,29,55,2,22,21,0,3,4,13,17,27,36,0,4,5,12,20,21,38,0,2,35,23,18,22,0,1,25,22,20,32,0,1,44,22,17,16,34,3,57,6,34,15,36,15,34,11,39,16,0,0,45,55,45,0,19,36,81,0,7,1,0,1,2,3,5,36,1,7,11,2,12,1,0,1,1,0,6,1,3,0,3,15,0,0,85,13,1,1,0,0,100,0,0,0,0,0,0,6,2,54,17,21,6,0,35,20,22,11,6,6.338709677419355,7.414968353595505,12.879999999999999,26.469038516727426,12.473118279569892,4.758496743468152,3.2325581395348837,2.763946107436851
AF,AFG,Afghanistan,2,2020-12-28,2020-12-25,100,4,97222.92577861283,2,47097.309885243296,298,100,3872121.1857586675,99,4,8,88,6,18,76,5,4,91,4,18,78,6,25,69,6,11,83,6,13,81,3,9,88,6,5,89,7,2,91,4,9,87,5,15,80,6,8,86,4,20,76,92,0,4,4,82,1,10,7,96,0,2,2,82,1,11,6,75,2,17,6,89,1,7,3,87,1,6,6,91,0,4,5,95,0,3,2,98,0,1,1,91,2,4,3,85,1,10,4,92,1,2,5,80,0,16,4,0,0,43,57,57,1,28,14,0,0,14,86,86,0,6,8,94,0,0,5,1,94,0,3,3,0,97,0,2,0,1,6,2,11,81,100,0,0,52,26,10,12,0,8,45,22,25,0,15,51,12,22,0,11,64,12,13,0,13,49,15,23,0,16,22,13,49,89,6,3,2,89,6,1,4,89,3,7,1,89,4,3,4,89,5,3,3,89,6,2,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,7,67,26,0,9,69,22,0,13,42,45,0,10,57,33,0,11,47,42,0,11,43,46,0,1,68,31,32,0,20,14,15,19,0,3,8,20,40,29,0,1,89,10,0,1,26,73,0,1,33,18,11,9,25,3,0,1,20,23,26,30,0,3,11,32,34,20,0,0,9,79,12,0,3,7,78,12,33,2,44,21,31,2,40,27,58,2,19,21,43,2,24,31,53,2,24,21,57,3,22,18,0,3,5,7,20,22,43,0,2,5,13,23,20,37,0,0,39,26,8,27,0,2,21,24,20,33,0,2,41,22,13,22,37,5,51,7,37,17,30,16,37,18,34,11,0,0,61,39,61,1,16,22,84,0,8,2,2,1,0,0,3,23,0,3,7,7,10,2,3,10,2,0,0,5,6,2,3,17,0,0,94,5,1,0,0,0,0,100,0,0,0,0,0,0,1,69,13,17,0,2,35,21,17,11,14,5.173076923076923,5.128624605769854,7.7105263157894735,9.403587281966336,14.579545454545457,4.241886348196235,3.989130434782609,2.50929947414247
AF,AFG,Afghanistan,-99,2020-12-30,2020-12-27,100,9,240795.71990357712,4,101637.48428486861,152,59,4499434.505422721,0,29,18,53,32,24,44,33,17,50,29,25,46,27,25,48,26,27,47,29,18,53,32,19,49,32,15,53,32,16,52,25,19,56,33,19,48,36,9,55,33,22,45,82,8,8,2,76,4,14,6,83,7,6,4,75,7,15,3,75,7,11,7,73,8,12,7,82,7,7,4,81,8,8,3,85,8,7,0,84,9,5,2,81,7,11,1,81,7,7,5,91,4,4,1,78,3,15,4,41,0,24,35,78,2,16,4,49,2,18,31,84,3,8,5,92,0,3,4,1,92,0,3,4,1,97,1,2,0,0,64,3,3,30,100,56,1,15,9,6,13,67,3,17,4,9,67,12,10,1,10,67,12,11,3,7,67,13,9,4,7,67,13,9,1,10,97,2,1,0,97,3,0,0,97,2,1,0,97,3,0,0,97,3,0,0,97,3,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,70,1,19,10,70,5,19,6,70,8,11,11,70,7,15,8,70,8,13,9,70,8,11,11,74,0,15,11,85,1,6,4,1,3,78,2,2,6,4,8,78,3,14,5,80,1,5,14,80,2,12,0,2,0,4,0,80,2,7,2,3,6,84,3,4,4,3,2,86,2,4,7,1,89,3,1,4,3,83,1,13,3,83,2,11,4,91,0,6,3,87,1,8,4,89,1,5,5,91,0,7,2,90,2,0,1,2,3,2,90,1,2,1,0,2,4,94,1,3,1,0,1,94,2,1,1,2,0,94,1,2,2,0,1,97,1,2,0,97,1,2,0,97,1,2,0,97,0,2,1,99,0,0,1,100,0,0,0,0,0,0,0,0,99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,6.172413793103448,7.52172551212838,10.846153846153847,11.119398618676534,0,0,0,0
AF,AFG,Afghanistan,1,2020-12-30,2020-12-23,100,7,597256.8413782686,3,264065.50076286827,316,100,6038464.408795615,91,8,9,83,8,21,71,8,8,84,6,20,74,7,25,68,7,15,78,8,18,74,6,6,88,9,4,87,8,9,83,9,12,79,8,19,73,7,8,85,6,27,67,91,1,2,6,79,0,12,9,92,0,5,3,80,2,9,9,75,0,14,11,85,1,5,9,82,1,11,6,94,2,3,1,96,1,2,1,91,1,2,6,88,0,6,6,81,1,9,9,92,1,2,5,73,2,18,7,0,0,33,67,67,1,20,12,0,1,24,75,76,0,11,13,89,0,1,10,0,89,0,4,7,0,96,0,2,2,0,12,0,9,79,100,0,0,53,19,9,19,0,1,52,17,30,0,9,38,24,29,0,13,55,14,18,0,13,40,19,28,0,13,18,15,54,91,2,5,2,91,4,3,2,91,4,4,1,91,4,3,2,91,5,2,2,91,4,3,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,7,63,30,0,11,68,21,0,14,41,45,0,13,53,34,0,13,51,36,0,12,46,42,0,0,63,37,37,0,26,16,11,10,0,0,13,33,25,29,0,2,86,12,0,2,22,76,0,0,26,15,16,12,21,10,0,1,33,19,23,24,0,2,21,27,25,25,0,0,5,80,15,0,4,9,72,15,37,2,35,26,32,1,38,29,59,1,20,20,47,2,24,27,49,3,23,25,54,3,22,21,0,2,3,13,17,30,35,0,4,7,11,23,19,36,0,3,32,25,16,24,0,1,25,22,20,32,0,1,39,23,21,16,38,3,54,5,38,14,36,12,38,12,37,13,0,0,51,49,51,0,15,34,85,0,6,1,0,1,2,3,2,34,1,6,13,2,10,2,1,3,1,0,5,1,3,0,3,15,0,0,88,10,1,1,0,0,100,0,0,0,0,0,0,8,2,57,13,20,8,0,32,22,18,12,8,6.696428571428571,8.011173203963082,14.476190476190476,28.716927146926864,12.634408602150538,4.752081800634875,3.4096385542168677,2.8457762650444898
AF,AFG,Afghanistan,2,2020-12-30,2020-12-25,100,4,97222.92577861283,2,47097.309885243296,364,100,3846252.221704297,99,3,8,89,5,15,80,4,4,92,4,17,79,5,23,72,4,12,84,4,14,82,2,7,91,5,5,90,6,2,92,3,10,87,5,13,82,5,7,88,3,22,75,92,0,3,5,85,1,9,5,96,0,2,2,83,1,11,5,77,2,12,9,88,2,6,4,86,1,7,6,93,0,4,3,95,0,3,2,98,0,1,1,90,2,5,3,87,1,8,4,93,1,2,4,78,0,16,6,0,0,42,58,58,1,25,16,0,0,19,81,81,0,8,11,92,0,0,6,2,92,0,3,5,0,97,0,1,0,2,8,2,11,79,100,0,0,51,23,14,12,0,8,45,21,26,0,16,47,13,24,0,10,68,10,12,0,11,47,15,27,0,15,20,15,50,89,6,3,2,89,6,1,4,89,3,7,1,89,4,3,4,89,5,3,3,89,6,2,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,7,71,22,0,10,69,21,0,14,43,43,0,12,55,33,0,13,47,40,0,13,46,41,0,1,64,35,36,0,19,13,17,15,0,2,6,21,46,25,0,1,89,10,0,2,27,71,0,1,31,18,14,9,23,4,0,1,23,21,29,26,0,3,12,32,35,18,0,0,8,78,14,0,3,7,78,12,29,2,44,25,31,2,40,27,57,2,18,23,45,2,24,29,53,2,28,17,54,3,25,18,0,3,5,8,18,23,43,0,2,6,13,23,20,36,0,1,40,26,10,23,0,3,20,25,21,31,0,2,38,27,12,21,35,9,49,7,35,18,32,15,35,18,35,12,0,0,63,37,63,1,15,21,85,0,6,2,1,1,0,0,5,22,0,3,4,8,11,2,1,12,3,0,0,4,5,3,3,19,0,0,94,5,1,0,0,0,0,100,0,0,0,0,0,0,1,67,12,20,0,2,37,19,19,11,12,6.938775510204081,9.544649817361265,9.944444444444445,18.17682110262478,14.681818181818182,4.098066419710066,3.804347826086957,2.4505623056660415
AF,AFG,Afghanistan,-99,2020-12-31,2020-12-30,100,11,973450.8772030121,7,707000.9535664569,135,68,6103354.90104085,0,23,19,58,26,27,47,30,19,51,27,28,45,25,29,46,27,22,51,26,22,52,29,16,55,29,12,59,25,24,51,25,24,51,26,25,49,33,13,54,27,30,43,81,8,9,2,73,6,16,5,81,2,12,5,72,7,12,9,71,9,12,8,78,7,12,3,78,8,12,2,84,6,9,1,88,5,4,3,76,7,9,8,76,10,9,5,75,7,13,5,87,2,7,4,70,7,16,7,31,1,29,39,76,2,13,9,37,7,14,42,87,1,9,3,91,1,4,3,1,91,1,7,1,0,93,1,5,0,1,55,2,4,39,100,46,5,28,8,0,13,51,9,22,7,11,51,16,17,7,9,51,18,18,7,6,51,18,20,5,6,51,19,12,4,14,96,2,1,1,96,2,1,1,96,2,1,1,96,2,1,1,96,2,1,1,96,2,1,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,57,8,20,15,57,8,25,10,57,12,19,12,57,11,18,14,57,12,13,18,57,9,11,23,61,2,25,12,75,1,14,5,0,5,69,3,5,4,8,11,69,4,19,8,72,2,6,20,72,2,11,2,5,2,4,2,72,3,8,5,6,6,74,3,7,5,4,7,76,0,3,14,7,77,2,5,11,5,81,1,13,5,76,1,14,9,82,1,10,7,83,2,7,8,87,1,5,7,89,1,8,2,80,1,2,3,2,2,10,80,0,2,3,1,6,8,86,1,5,2,3,3,86,0,4,2,3,5,86,0,7,2,0,5,93,1,5,1,93,2,3,2,93,3,1,3,89,1,5,5,95,0,2,3,98,0,0,1,0,1,0,0,0,95,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,7.228571428571429,9.77116319851945,9.153846153846153,14.507734453537498,0,0,0,0
AF,AFG,Afghanistan,1,2020-12-31,2020-12-24,100,5,345423.14433933713,2,222043.3806839906,307,100,5707058.949284307,91,9,7,84,8,21,71,9,7,84,7,21,72,9,23,68,9,12,79,10,17,73,7,9,84,11,3,86,8,9,83,10,13,77,10,17,73,9,7,84,8,28,64,93,1,2,4,79,1,12,8,93,0,5,2,79,1,10,10,77,0,14,9,88,1,4,7,83,1,11,5,91,3,4,2,97,1,1,1,91,1,2,6,87,1,2,10,83,1,7,9,93,1,1,5,72,1,19,8,0,0,32,68,68,1,19,12,0,2,24,74,76,0,10,14,90,0,1,9,0,90,0,3,7,0,97,0,1,2,0,12,0,8,80,100,0,0,51,23,9,17,0,1,50,21,28,0,10,35,26,29,0,13,57,14,16,0,13,39,18,30,0,13,16,17,54,92,1,5,2,92,3,4,1,92,3,3,2,92,4,1,3,92,4,1,3,92,3,1,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,5,67,28,0,10,71,19,0,14,41,45,0,11,54,35,0,11,50,39,0,12,46,42,0,0,65,35,35,0,26,17,13,9,0,0,15,30,24,31,0,2,86,12,0,3,20,77,0,0,27,19,17,11,18,8,0,1,28,19,25,27,0,2,21,30,24,23,0,0,7,75,18,0,6,9,71,14,33,2,41,24,29,1,41,29,59,1,21,19,46,2,22,30,50,3,24,23,54,3,22,21,0,2,3,15,18,27,35,0,5,6,10,24,18,37,0,3,31,26,13,27,0,2,25,20,22,31,0,3,37,25,18,17,38,6,48,8,38,15,35,12,38,14,36,12,0,0,51,49,51,1,14,34,86,0,5,2,1,1,1,1,3,35,1,6,11,2,9,2,1,4,0,0,5,3,1,1,4,15,0,0,89,10,1,0,0,0,100,0,0,0,0,0,0,8,3,57,12,20,8,0,30,25,15,11,11,6.7407407407407405,7.915080388357273,13.5,28.280482921720314,13.108695652173912,4.475713514825773,3.4352941176470586,2.696766400637594
AF,AFG,Afghanistan,2,2020-12-31,2020-12-26,100,3,73049.53468299353,0,0,318,100,4235965.296880291,99,3,5,92,3,9,88,4,3,93,4,11,85,5,14,81,3,10,87,4,10,86,3,4,93,5,4,91,4,4,92,3,9,88,5,12,83,6,6,88,3,19,78,95,1,1,3,91,1,5,3,97,0,1,2,89,0,7,4,86,0,8,6,90,1,5,4,90,0,6,4,96,0,1,3,96,0,2,2,96,1,1,2,91,1,4,4,88,1,7,4,94,0,4,2,81,0,10,9,0,0,36,64,64,1,17,18,0,0,22,78,78,0,9,13,91,0,0,7,2,91,0,4,5,0,96,0,2,0,2,9,2,8,81,100,0,0,47,25,12,16,0,10,42,20,28,0,15,47,13,25,0,12,66,6,16,0,12,47,12,29,0,15,21,12,52,92,4,1,3,92,4,1,3,92,1,5,2,92,2,4,2,92,4,1,3,92,4,1,3,98,0,1,1,98,0,1,1,98,0,1,1,98,0,1,1,98,0,2,0,98,0,1,1,98,0,1,1,98,0,2,0,98,0,2,0,98,0,2,0,98,0,2,0,98,0,2,0,0,5,70,25,0,6,68,26,0,10,41,49,0,8,51,41,0,9,50,41,0,9,52,39,0,0,63,37,37,0,19,13,18,13,0,2,7,22,40,29,0,1,90,9,0,2,34,64,0,1,33,21,11,4,25,5,0,1,24,17,27,31,0,4,17,28,33,18,0,3,8,76,13,0,5,5,79,11,30,3,44,23,32,2,42,24,59,2,20,19,49,3,23,25,50,2,32,16,48,4,34,14,0,2,4,7,17,25,45,0,2,6,10,20,23,39,0,2,36,27,12,23,0,4,16,25,24,31,0,3,34,29,12,22,37,8,51,4,37,17,32,14,37,13,38,12,0,0,60,40,60,1,16,23,84,0,5,2,1,1,0,0,7,24,0,4,5,5,11,1,0,11,4,0,0,4,4,3,4,20,0,1,92,4,1,2,0,0,0,100,0,0,0,0,0,0,3,60,15,22,0,2,42,21,14,9,12,7.090909090909091,10.509836326958204,10.724137931034482,19.964068708779457,14.352941176470587,4.584409091986564,3.6860465116279073,2.44112620059328
