ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
CR,CRI,Costa Rica,5,2020-12-26,2020-12-24,100,1,13113.763983873101,0,0,23,100,500327.9124435808,99,1,2,97,1,7,92,1,0,99,0,7,93,0,13,87,0,11,89,0,9,91,0,3,97,1,1,98,1,2,97,1,6,93,0,13,87,0,2,98,0,7,93,98,0,1,1,93,0,4,3,100,0,0,0,93,0,5,2,87,1,5,7,89,0,2,9,91,1,6,2,97,1,2,0,99,0,0,1,98,0,1,1,94,0,1,5,87,1,8,4,98,0,1,1,93,0,5,2,0,0,11,89,89,0,4,7,0,1,14,85,86,0,3,11,97,0,3,0,97,2,1,98,1,1,0,4,1,5,90,100,0,0,0,0,0,0,66,16,12,6,0,13,52,22,13,0,9,70,15,6,0,14,58,15,13,0,8,67,14,11,0,11,23,16,50,95,2,1,2,95,3,0,2,95,1,1,3,95,3,0,2,95,3,0,2,95,2,0,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,28,71,0,1,69,30,0,1,32,67,0,1,50,49,0,2,8,90,0,1,12,87,0,0,53,47,47,0,33,13,6,1,0,0,0,5,24,71,0,1,99,0,0,0,15,85,0,0,87,6,0,1,0,6,0,0,20,33,33,14,0,0,43,43,9,5,0,0,38,57,5,0,3,42,51,4,72,0,27,1,31,0,69,0,68,0,32,0,50,0,34,16,92,0,7,1,88,0,12,0,0,0,0,1,11,13,75,0,0,1,4,8,14,73,0,0,34,43,12,11,0,1,5,19,24,51,0,0,15,22,25,38,63,4,27,6,63,13,6,18,63,9,13,15,0,1,44,55,45,0,18,37,82,0,2,0,2,0,0,0,14,38,0,1,2,3,6,1,2,2,1,0,7,5,6,4,2,20,0,2,38,59,1,0,0,0,0,0,0,0,100,0,0,0,3,55,21,21,0,1,17,30,35,14,3,3.3428571428571434,1.9695155741041133,2.3333333333333335,1.4142135623730951,12.905263157894737,5.673892588942997,2.625,1.4308628239816112
CR,CRI,Costa Rica,6,2020-12-26,2020-12-21,100,0,0,0,0,26,100,942525.1426265571,95,2,0,98,2,7,91,1,0,99,2,7,91,2,14,84,1,10,89,3,6,91,1,0,99,2,1,97,2,0,98,2,2,96,1,14,85,1,1,98,1,12,87,100,0,0,0,93,0,1,6,100,0,0,0,93,0,1,6,86,0,5,9,90,1,1,8,94,0,1,5,100,0,0,0,99,0,0,1,100,0,0,0,98,0,0,2,86,1,3,10,99,0,1,0,88,1,6,5,0,0,14,86,86,0,3,11,0,6,7,87,93,1,2,4,98,1,1,0,98,1,1,99,0,1,0,9,1,6,84,100,0,0,0,0,0,0,64,19,10,7,0,19,41,31,9,0,20,59,16,5,0,17,55,18,10,0,13,67,15,5,0,20,16,22,42,94,1,1,4,94,2,2,2,94,1,1,4,94,2,1,3,94,1,2,3,94,2,0,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,3,12,85,0,2,68,30,0,3,33,64,0,1,48,51,0,2,7,91,0,2,19,79,0,0,48,52,52,0,35,10,2,1,0,1,0,2,41,56,0,1,99,0,0,4,25,71,0,0,84,7,2,1,0,6,0,0,28,33,28,11,0,1,43,45,7,4,0,0,45,53,2,0,2,47,49,2,88,1,9,2,32,1,66,1,67,1,30,2,52,0,28,20,93,0,7,0,81,1,18,0,0,2,0,2,11,19,66,0,0,1,3,3,20,73,0,0,21,43,15,21,0,0,7,5,20,68,0,0,11,18,16,55,71,1,23,5,71,14,6,9,71,11,9,9,0,0,22,78,22,0,15,63,85,1,4,0,1,0,1,0,8,63,0,1,1,1,1,0,1,2,1,0,4,5,0,2,2,16,0,3,59,37,0,1,0,0,0,0,0,0,0,100,0,5,0,47,26,22,5,0,22,27,29,12,5,2.607142857142857,2.3307809168902347,2.1,2.0789954839350235,13.515625,4.863101200825835,2.4623655913978495,1.41850456915592
CR,CRI,Costa Rica,-99,2020-12-27,2020-12-27,161,4,17857.57875979384,4,17857.57875979384,79,127,1016936.7021045063,0,3,9,149,2,25,134,5,10,146,5,29,127,2,40,119,2,26,133,6,26,129,4,8,149,5,15,141,3,7,151,6,22,133,3,49,109,4,18,139,3,31,127,152,2,5,2,136,2,12,11,151,1,6,3,132,2,17,10,121,1,17,22,135,2,10,14,135,3,16,7,153,0,6,2,146,3,6,6,154,0,4,3,139,3,11,8,112,2,25,22,143,4,10,4,130,5,16,10,33,1,30,97,138,0,9,14,43,3,18,97,143,0,1,17,160,0,1,0,160,1,0,160,1,0,0,49,4,15,93,161,0,0,0,0,51,1,73,23,6,7,63,8,57,16,17,63,15,67,12,4,63,14,62,15,7,63,15,63,18,2,63,18,25,26,29,147,5,5,4,147,7,3,4,147,6,2,6,147,7,2,5,147,7,2,5,147,8,3,3,161,0,0,0,161,0,0,0,161,0,0,0,161,0,0,0,161,0,0,0,161,0,0,0,161,0,0,0,161,0,0,0,161,0,0,0,161,0,0,0,161,0,0,0,161,0,0,0,67,4,29,61,67,4,62,28,67,6,41,47,67,4,42,48,67,7,15,72,67,2,30,62,76,1,37,47,124,0,23,8,1,5,83,0,1,5,26,46,83,0,77,1,89,1,11,60,89,0,59,6,0,0,1,6,89,0,22,20,20,10,92,3,25,29,9,3,96,0,25,33,7,109,2,22,21,7,134,2,23,2,102,4,55,0,122,2,36,1,122,2,26,11,148,0,12,1,134,2,23,2,112,0,0,1,7,16,25,112,0,0,2,4,13,30,125,0,15,13,2,6,125,0,6,11,10,9,125,0,12,12,5,7,139,2,20,0,139,7,9,6,139,5,11,6,130,0,12,19,142,0,12,7,158,0,0,0,0,2,0,0,1,148,0,2,2,3,0,0,0,0,0,0,0,0,0,1,0,5,161,0,0,0,0,0,161,0,0,0,0,0,0,0,0,161,0,0,0,0,161,0,0,0,0,0,0,3.1969696969696964,2.2478687134514224,3.578947368421053,2.2190035169388835,0,0,0,0
CR,CRI,Costa Rica,1,2020-12-27,2020-12-26,100,1,2774.2628980554805,0,0,36,100,514996.3643543621,97,1,3,96,0,9,91,1,8,91,1,20,79,1,30,69,1,14,85,1,14,85,1,3,96,1,11,88,1,3,96,1,11,88,0,26,74,1,6,93,1,23,76,97,0,1,2,91,0,5,4,92,0,3,5,80,0,8,12,70,0,9,21,86,1,9,4,86,0,6,8,97,0,1,2,89,0,6,5,97,0,2,1,89,0,2,9,74,0,7,19,94,0,2,4,77,0,10,13,0,0,18,82,82,0,5,13,0,0,11,89,89,0,1,10,99,1,0,0,99,0,1,100,0,0,0,1,0,8,91,100,0,0,0,0,0,0,56,28,15,1,0,1,60,27,12,0,2,71,23,4,0,1,63,27,9,0,2,62,27,9,0,1,20,38,41,92,5,0,3,92,3,2,3,92,3,2,3,92,4,1,3,92,4,1,3,92,5,1,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,2,14,84,0,0,53,47,0,0,30,70,0,0,71,29,0,1,15,84,0,1,21,78,0,1,65,34,35,0,45,11,6,3,0,2,0,13,44,41,0,0,100,0,0,1,8,91,0,0,81,13,0,1,0,5,0,0,16,35,38,11,0,0,18,68,12,2,0,1,17,63,19,0,1,27,47,25,86,0,14,0,47,0,52,1,70,0,28,2,29,0,36,35,85,0,8,7,79,0,21,0,0,2,3,8,10,31,46,0,0,4,10,15,32,39,0,2,50,33,8,7,0,0,11,20,21,48,0,0,21,32,22,25,47,1,45,7,47,9,13,31,47,7,18,28,0,0,37,63,37,0,20,43,80,0,1,0,3,2,3,0,11,43,1,3,1,0,3,0,3,3,2,0,2,5,2,3,0,29,0,2,39,58,0,1,0,0,100,0,0,0,0,0,0,1,1,51,33,14,1,1,4,25,48,18,3,2.212121212121212,1.318684093681174,2,1.5,10.358024691358025,4.809648225118207,3.5312499999999996,1.691795215926437
CR,CRI,Costa Rica,2,2020-12-27,2020-12-26,100,0,0,0,0,18,100,494137.86067896866,99,0,2,98,0,6,94,0,2,98,0,16,84,0,19,81,0,9,91,0,9,91,0,2,98,0,9,91,0,2,98,0,7,93,0,23,77,0,4,96,0,19,81,98,0,2,0,94,0,3,3,98,0,1,1,84,0,7,9,81,0,9,10,91,0,5,4,91,0,6,3,98,0,1,1,91,0,5,4,98,0,1,1,93,0,3,4,77,0,7,16,96,0,3,1,81,1,8,10,0,0,8,92,92,0,3,5,0,1,12,87,88,0,2,10,98,0,2,0,98,1,1,99,0,1,0,3,1,13,83,100,0,0,0,0,0,1,54,28,15,2,0,3,43,37,17,0,4,62,25,9,0,4,58,26,12,0,5,58,24,13,0,5,16,32,47,87,4,3,6,87,4,3,6,87,2,6,5,87,5,2,6,87,5,1,7,87,5,1,7,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,29,71,0,0,61,39,0,1,36,63,0,0,61,39,0,0,17,83,0,0,28,72,0,0,60,40,40,0,42,12,4,2,0,0,0,6,24,70,0,1,99,0,0,0,10,90,0,0,89,7,2,1,0,1,0,0,15,33,38,14,0,1,27,57,14,1,0,1,18,72,9,0,5,35,46,14,71,0,27,2,39,0,61,0,64,0,36,0,39,0,32,29,83,0,12,5,72,0,27,1,0,0,4,1,11,24,60,0,1,3,6,14,17,59,0,0,49,38,5,8,0,1,16,25,20,38,0,1,26,29,20,24,45,3,48,4,45,15,9,31,45,12,16,27,0,0,53,47,53,0,22,25,78,1,4,2,4,3,0,1,7,25,0,6,3,4,9,0,3,6,7,0,5,5,1,3,0,23,0,2,31,66,0,1,0,0,0,100,0,0,0,0,0,1,1,43,34,21,1,1,26,35,27,8,2,2.375,1.6710934119579794,2.25,1.752549163769328,10.929411764705883,5.329138756680593,3.1914893617021276,1.601589235893764
CR,CRI,Costa Rica,3,2020-12-27,2020-12-27,111,0,0,0,0,46,111,426400.01905705145,109,0,1,110,0,13,98,0,6,105,0,16,95,0,29,82,0,19,92,0,17,94,0,5,106,0,4,107,0,1,110,0,12,99,0,27,84,0,6,105,0,22,89,110,0,1,0,98,0,7,6,105,0,5,1,95,0,8,8,82,0,13,16,92,0,9,10,94,0,13,4,106,0,3,2,107,0,4,0,110,0,1,0,99,1,6,5,84,0,8,19,105,0,3,3,89,1,14,7,0,0,14,97,97,0,4,10,0,3,21,87,90,1,7,13,104,3,4,0,104,2,5,109,1,1,0,11,3,7,90,111,0,0,0,0,0,0,56,38,10,7,0,2,59,33,17,0,3,79,21,8,0,4,66,27,14,0,1,74,25,11,0,4,18,33,56,104,3,1,3,104,2,1,4,104,1,3,3,104,2,1,4,104,3,1,3,104,2,1,4,111,0,0,0,111,0,0,0,111,0,0,0,111,0,0,0,111,0,0,0,111,0,0,0,111,0,0,0,111,0,0,0,111,0,0,0,111,0,0,0,111,0,0,0,111,0,0,0,0,0,30,81,0,0,72,39,0,0,53,58,0,1,58,52,0,0,13,98,0,0,20,91,0,0,59,52,52,0,39,11,4,5,0,0,0,3,31,77,0,0,111,0,0,0,13,98,0,0,96,11,0,0,1,3,0,1,21,37,42,10,0,0,47,47,16,1,0,1,30,72,8,0,2,37,61,11,81,0,30,0,39,0,71,1,58,0,52,1,53,0,42,16,98,0,12,1,91,0,20,0,0,0,3,5,13,21,69,0,0,4,1,13,27,66,0,1,45,48,10,7,0,0,17,25,30,39,0,0,29,34,29,19,48,3,50,10,48,12,24,27,48,11,28,24,0,0,70,41,70,0,15,26,96,2,3,0,2,3,1,0,4,26,2,8,4,0,6,0,4,9,4,0,5,6,5,3,3,26,0,0,47,64,0,0,0,0,0,0,111,0,0,0,0,0,2,53,28,28,0,1,18,32,48,9,3,3.0526315789473686,1.6841811557589443,3.6666666666666665,2.1033883198882757,12.161904761904761,5.326139837421241,3.259259259259259,1.4811612668820353
CR,CRI,Costa Rica,4,2020-12-27,2020-12-26,100,1,6477.21510155669,0,0,30,100,513969.65401359356,96,1,1,98,2,7,91,2,2,96,1,9,90,2,16,82,1,14,85,2,15,83,2,2,96,2,3,95,2,1,97,1,7,92,1,15,84,2,2,96,2,14,84,99,0,1,0,93,0,3,4,98,0,1,1,91,0,6,3,84,0,6,10,86,0,4,10,85,0,7,8,98,0,2,0,97,0,1,2,99,0,1,0,93,1,4,2,85,0,2,13,98,0,2,0,86,0,8,6,0,0,14,86,86,0,2,12,0,4,16,80,84,0,1,15,99,0,1,0,99,1,0,99,0,1,0,5,2,11,82,100,0,0,0,0,0,0,58,28,9,5,0,7,50,29,14,0,8,66,19,7,0,7,61,20,12,0,5,64,21,10,0,6,28,30,36,89,3,5,3,89,4,1,6,89,3,6,2,89,3,3,5,89,4,1,6,89,3,3,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,31,68,0,3,56,41,0,4,38,58,0,3,40,57,0,3,8,89,0,0,21,79,0,1,42,57,58,0,25,6,8,3,0,0,0,1,36,63,0,0,100,0,0,3,13,84,0,1,92,4,1,0,0,2,0,0,21,29,34,16,0,0,36,55,7,2,0,0,31,66,3,0,2,43,51,4,69,1,30,0,44,1,53,2,62,2,35,1,60,1,29,10,92,1,5,2,79,0,21,0,0,0,1,0,6,18,75,0,1,1,0,10,16,72,0,0,48,37,9,6,0,0,11,26,23,40,0,0,22,35,23,20,43,2,47,8,43,10,20,27,43,8,32,17,0,0,52,48,52,0,18,30,82,1,2,0,3,3,0,0,9,30,1,5,6,3,14,1,2,4,2,0,4,2,5,1,4,16,0,0,51,49,0,0,0,0,0,0,0,100,0,0,0,2,2,50,25,21,2,0,8,20,50,15,5,3.027027027027027,1.8631885227940495,2.1538461538461537,1.3445044840729643,11.590309278350515,6.049747318002947,3.3333333333333335,1.3815831244715466
CR,CRI,Costa Rica,5,2020-12-27,2020-12-26,100,1,1434.44695436036,1,1434.44695436036,27,99,489258.946560547,99,1,1,98,1,9,90,2,2,96,1,9,90,1,11,88,1,13,86,0,6,94,1,2,97,1,3,96,1,3,96,1,4,95,1,9,90,1,2,97,1,10,89,99,0,1,0,91,0,7,2,98,0,1,1,91,0,6,3,89,0,5,6,87,0,4,9,94,0,6,0,98,0,2,0,97,0,1,2,97,0,2,1,96,0,1,3,91,0,5,4,98,0,1,1,90,0,6,4,0,1,11,88,89,0,3,8,0,1,14,85,86,0,4,10,96,0,4,0,96,2,2,98,0,2,0,5,3,9,83,100,0,0,0,0,0,0,61,24,10,5,0,9,54,24,13,0,10,65,17,8,0,13,54,22,11,0,11,58,22,9,0,14,18,18,50,91,2,1,6,91,2,2,5,91,1,3,5,91,2,0,7,91,2,0,7,91,2,1,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,25,74,0,1,65,34,0,1,29,70,0,2,45,53,0,2,9,89,0,1,21,78,0,0,46,54,54,1,33,11,1,0,0,1,0,5,27,67,0,1,99,0,0,2,14,84,0,0,88,5,0,0,1,6,0,0,29,34,26,11,0,0,39,50,4,7,0,0,40,57,3,0,6,46,45,3,75,0,25,0,35,1,64,0,71,1,28,0,55,1,34,10,91,1,7,1,79,2,19,0,0,0,0,1,9,16,74,0,0,1,2,11,16,70,0,1,29,50,8,12,0,0,9,17,25,49,0,0,20,24,20,36,56,4,34,6,56,18,9,17,56,16,14,14,0,0,45,55,45,0,20,35,80,1,2,2,2,0,0,1,12,35,0,2,5,4,8,0,4,2,2,0,6,4,5,3,2,18,0,2,36,62,0,0,0,0,0,0,0,0,100,0,0,0,4,60,19,17,0,3,22,27,35,11,2,3.1818181818181817,2.0070897067418514,2.4545454545454546,1.0357254813546264,12.770833333333334,5.567724975563069,2.795698924731183,1.4858692360464518
CR,CRI,Costa Rica,6,2020-12-27,2020-12-23,100,0,0,0,0,27,100,938643.9635856112,94,2,1,97,2,6,92,1,0,99,2,6,92,2,15,83,1,8,91,3,5,92,1,0,99,2,1,97,2,1,97,2,2,96,1,12,87,1,1,98,1,10,89,99,0,1,0,94,0,2,4,100,0,0,0,94,0,1,5,85,0,7,8,92,1,1,6,95,0,2,3,100,0,0,0,99,0,1,0,99,0,1,0,98,0,1,1,88,1,3,8,99,0,1,0,90,1,6,3,0,0,12,88,88,0,3,9,0,4,9,87,91,2,2,5,98,0,2,0,98,1,1,99,0,1,0,8,1,4,87,100,0,0,0,0,0,0,66,15,14,5,0,16,47,30,7,0,15,64,16,5,0,15,58,17,10,0,10,67,16,7,0,18,21,21,40,96,1,1,2,96,2,0,2,96,1,2,1,96,2,0,2,96,1,2,1,96,2,0,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,6,10,84,0,2,69,29,0,3,29,68,0,1,54,45,0,1,7,92,0,1,15,84,0,0,53,47,47,0,39,10,3,1,0,1,1,0,38,60,0,1,99,0,0,4,20,76,0,0,87,7,2,1,0,3,0,0,25,36,31,8,0,2,39,48,7,4,0,0,46,52,2,0,1,54,42,3,90,0,8,2,31,1,66,2,71,1,26,2,46,0,37,17,93,0,7,0,85,1,14,0,0,2,0,1,11,16,70,0,0,1,1,6,17,75,0,0,25,38,17,20,0,0,7,8,20,65,0,0,12,21,16,51,67,3,26,4,67,14,8,11,67,10,12,11,0,0,22,78,22,2,12,64,88,1,2,1,0,1,1,0,6,66,0,0,2,0,1,0,1,3,2,0,2,6,0,2,2,13,0,1,61,38,0,0,0,0,0,0,0,0,0,100,0,5,0,47,23,25,5,0,24,27,29,10,5,2.72,2.227105745132009,2.6666666666666665,2,13.622340425531915,5.010572784103611,2.3956043956043955,1.373390944415568
CR,CRI,Costa Rica,-99,2020-12-28,2020-12-27,100,3,21727.43053124846,2,6988.19487516996,57,78,575676.4505411705,0,3,5,92,2,14,84,4,9,87,5,19,76,1,23,76,2,15,83,3,20,77,3,5,92,4,8,88,2,4,94,3,14,83,3,28,69,3,11,86,3,20,77,95,0,3,2,86,0,7,7,91,1,6,2,81,1,11,7,77,1,9,13,85,0,8,7,80,3,11,6,95,0,5,0,92,2,5,1,96,0,2,2,86,2,7,5,72,0,17,11,89,2,5,4,80,2,13,5,21,1,18,60,84,0,8,8,26,2,10,62,90,0,0,10,100,0,0,0,100,0,0,100,0,0,0,29,4,5,62,100,0,0,0,0,31,1,50,13,2,3,41,6,37,7,9,41,14,39,5,1,41,11,36,7,5,41,11,38,9,1,41,14,13,14,18,95,2,2,1,95,4,0,1,95,3,0,2,95,4,0,1,95,4,0,1,95,3,1,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,43,3,18,36,43,3,35,19,43,4,24,29,43,3,24,30,43,6,5,46,43,2,17,38,47,1,21,31,79,0,12,6,0,3,52,0,0,3,17,28,52,0,47,1,56,1,6,37,56,0,37,3,0,0,0,4,56,0,14,14,11,5,57,3,15,16,7,2,60,0,17,18,5,69,2,16,8,5,83,0,16,1,66,1,33,0,77,0,22,1,77,0,15,8,96,0,3,1,84,0,14,2,71,0,0,0,4,8,17,71,0,0,1,2,6,20,77,0,11,7,2,3,77,0,5,8,6,4,77,0,9,9,2,3,84,2,14,0,84,5,6,5,84,4,7,5,80,0,7,13,87,0,8,5,98,0,0,0,0,1,0,0,1,93,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,3,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,2.871794871794872,2.154303980645638,3.785714285714285,2.4235565546581275,0,0,0,0
