ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
CR,CRI,Costa Rica,4,2020-12-23,2020-12-22,100,1,1848.1094073888892,0,0,33,99,534792.2587583867,95,1,1,98,1,13,86,1,1,98,0,14,86,1,17,82,0,13,87,1,7,92,1,1,98,1,3,96,1,1,98,1,9,90,1,22,77,1,4,95,1,14,85,99,0,1,0,87,1,6,6,99,0,1,0,86,1,7,6,83,0,9,8,87,2,6,5,93,1,3,3,99,0,1,0,97,0,1,2,99,0,1,0,91,1,6,2,78,1,9,12,96,2,2,0,86,2,10,2,0,1,16,83,84,0,4,12,0,0,9,91,91,0,0,9,100,0,0,0,100,0,0,100,0,0,0,0,3,5,92,100,0,0,0,0,0,0,55,29,12,4,0,5,53,24,18,0,2,75,17,6,0,2,66,21,11,0,5,66,19,10,0,5,22,23,50,95,2,2,1,95,4,1,0,95,4,1,0,95,3,1,1,95,4,1,0,95,3,1,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,38,61,0,0,69,31,0,1,39,60,0,1,42,57,0,1,8,91,0,1,21,78,0,1,44,55,56,0,33,7,3,1,0,0,0,4,24,72,0,0,100,0,0,1,19,80,0,0,88,8,0,2,0,2,0,1,28,25,27,19,0,0,42,49,9,0,0,0,31,69,0,0,0,39,59,2,62,1,37,0,31,3,66,0,61,1,38,0,58,2,33,7,92,0,7,1,79,1,20,0,0,0,1,3,6,25,65,0,0,0,4,9,17,70,0,0,52,36,8,4,0,1,22,14,26,37,0,0,27,35,17,21,38,6,53,3,38,25,15,22,38,20,25,17,0,1,63,36,64,0,12,24,88,1,2,0,0,1,1,1,6,25,0,7,3,2,10,1,3,1,4,0,8,8,3,3,2,20,0,2,47,51,0,0,0,0,0,0,0,100,0,0,0,5,3,54,17,21,5,1,12,29,32,16,5,2.731707317073171,1.673684412365462,2.2142857142857144,1.7619295117556788,12.29896907216495,5.8562021048443595,3.129032258064516,1.519623855429884
CR,CRI,Costa Rica,5,2020-12-23,2020-12-21,100,0,0,0,0,40,99,542775.7975221631,97,1,0,99,1,10,89,0,2,98,1,10,89,0,9,91,0,11,89,0,7,93,0,2,98,1,1,98,1,0,99,0,3,97,0,14,86,0,6,94,0,8,92,100,0,0,0,90,0,5,5,98,0,0,2,90,0,5,5,91,0,2,7,89,1,4,6,93,0,3,4,98,0,2,0,99,0,0,1,100,0,0,0,97,0,1,2,86,0,5,9,94,1,2,3,92,0,5,3,0,1,14,85,86,0,2,12,0,4,8,88,92,1,1,6,99,0,1,0,99,1,0,99,0,1,0,6,1,6,87,100,0,0,0,0,0,0,56,24,12,8,0,10,49,21,20,0,14,58,19,9,0,14,54,19,13,0,10,56,20,14,0,14,17,22,47,94,2,0,4,94,2,1,3,94,2,1,3,94,2,2,2,94,2,1,3,94,1,3,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,3,36,61,0,2,71,27,0,3,35,62,0,1,46,53,0,2,3,95,0,2,27,71,0,0,48,52,52,0,36,7,3,2,0,0,0,5,23,72,0,0,100,0,0,2,11,87,0,0,83,12,2,0,0,3,0,1,21,26,36,16,0,1,41,40,12,6,0,0,29,69,2,0,4,34,57,5,64,1,34,1,29,1,70,0,65,1,33,1,54,1,36,9,97,0,1,2,73,1,25,1,0,0,1,3,6,18,72,0,0,1,1,5,22,71,0,0,44,31,13,12,0,0,6,22,22,50,0,0,13,24,33,30,63,5,24,8,63,14,15,8,63,10,17,10,0,1,52,47,53,0,16,31,84,3,1,0,2,2,0,1,7,32,0,1,5,0,14,4,4,4,2,1,7,6,3,3,1,13,0,1,51,48,0,0,0,0,0,0,0,0,100,0,0,2,2,58,21,17,2,1,15,29,36,14,3,2.7222222222222223,1.7665318906362601,3.166666666666666,1.8504708655481243,13.051020408163266,5.359974705625022,2.6595744680851063,1.387759015749033
CR,CRI,Costa Rica,-99,2020-12-24,2020-12-24,137,3,23772.57273217008,2,16808.4729164573,47,100,1089050.703144243,0,5,3,129,4,13,120,4,7,126,6,22,109,5,24,108,5,18,114,7,19,111,7,10,120,6,7,124,5,5,127,5,14,118,4,31,102,7,8,122,7,23,107,134,0,3,0,124,2,6,5,130,2,3,2,115,1,11,10,113,1,3,20,119,2,8,8,118,2,12,5,127,2,5,3,130,0,2,5,132,1,4,0,123,2,8,4,106,3,14,14,129,1,3,4,114,1,15,7,35,2,22,78,120,0,4,13,45,2,10,80,128,0,3,6,134,1,2,0,134,2,1,135,0,2,0,51,3,7,76,137,0,0,0,0,50,0,50,28,7,2,54,4,57,14,8,54,5,62,13,3,54,6,60,11,6,54,5,58,14,6,54,11,21,12,39,130,2,2,3,130,4,0,3,130,3,1,3,130,3,0,4,130,4,0,3,130,3,1,3,137,0,0,0,137,0,0,0,137,0,0,0,137,0,0,0,137,0,0,0,137,0,0,0,137,0,0,0,137,0,0,0,137,0,0,0,137,0,0,0,137,0,0,0,137,0,0,0,64,5,22,46,64,2,49,22,64,2,28,43,64,1,34,38,64,2,9,62,64,2,17,54,65,1,30,41,107,0,17,7,4,2,71,2,0,6,23,35,71,2,64,0,76,1,7,53,76,0,48,8,0,1,0,4,76,0,17,17,20,7,79,1,18,28,6,5,81,0,22,31,3,87,3,21,22,4,115,0,19,3,88,0,49,0,109,0,27,1,103,0,26,8,128,0,8,1,120,0,16,1,97,0,0,2,4,6,28,97,0,1,2,4,8,25,104,0,13,12,3,5,104,0,4,7,8,14,104,0,11,9,6,7,119,2,14,2,119,6,6,6,119,7,6,5,114,0,11,12,125,0,10,2,131,1,1,0,1,1,0,0,2,121,0,0,0,3,3,2,0,1,0,0,1,0,0,1,1,4,137,0,0,0,0,0,137,0,0,0,0,0,0,0,0,137,0,0,0,0,137,0,0,0,0,0,0,2.7777777777777777,2.1528865819918694,2.7857142857142856,2.1547290184283368,0,0,0,0
CR,CRI,Costa Rica,1,2020-12-24,2020-12-23,100,1,5624.478556497739,0,0,22,100,538533.1837656364,99,0,3,97,0,15,85,0,7,93,0,23,77,0,30,70,0,15,85,0,14,86,0,5,95,0,9,91,0,4,96,0,14,86,0,29,71,0,7,93,0,19,81,97,0,2,1,85,0,5,10,93,0,3,4,77,0,13,10,70,1,12,17,85,0,4,11,86,0,6,8,95,0,1,4,91,0,4,5,96,0,2,2,86,0,7,7,71,1,14,14,93,0,3,4,81,0,9,10,0,0,13,87,87,0,6,7,0,0,7,93,93,0,2,5,98,1,1,0,98,1,1,99,1,0,0,2,0,8,90,100,0,0,0,0,0,0,54,29,13,4,0,1,43,48,8,0,1,71,18,10,0,1,73,17,9,0,2,64,25,9,0,3,19,35,43,92,2,1,5,92,1,2,5,92,0,4,4,92,2,1,5,92,2,1,5,92,2,0,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,18,82,0,0,60,40,0,1,37,62,0,0,62,38,0,0,15,85,0,0,35,65,0,0,55,45,45,1,43,4,5,2,0,0,1,4,43,52,0,0,100,0,0,0,8,92,0,0,78,18,1,1,0,2,0,0,16,37,35,12,0,0,21,64,12,3,0,0,17,66,17,0,1,23,53,23,82,0,16,2,40,0,59,1,63,0,35,2,38,0,31,31,85,0,10,5,65,0,34,1,0,2,1,10,12,30,45,0,0,5,10,17,27,41,0,2,55,31,11,1,0,0,8,33,27,32,0,0,34,36,17,13,30,0,61,9,30,15,13,42,30,10,23,37,0,0,37,63,37,0,10,53,90,0,2,0,1,3,0,0,4,53,1,9,4,1,3,0,0,0,3,0,4,4,0,1,1,16,0,1,39,59,0,1,0,0,100,0,0,0,0,0,0,1,1,44,36,18,1,0,7,36,36,16,4,2.6338028169014085,1.958420913605932,1.8181818181818181,1.0787197799411874,11.141176470588235,5.038312598235149,3.357142857142857,1.430521496719752
CR,CRI,Costa Rica,2,2020-12-24,2020-12-23,100,0,0,0,0,52,100,552411.1795428962,94,0,0,100,0,12,88,1,1,98,0,12,88,1,22,77,0,12,88,0,17,83,0,3,97,0,9,91,0,4,96,0,9,91,0,25,75,0,1,99,0,16,84,100,0,0,0,88,0,5,7,99,0,1,0,88,0,7,5,78,0,5,17,88,0,4,8,83,0,13,4,97,0,2,1,91,0,3,6,96,0,2,2,91,0,2,7,75,0,10,15,99,0,1,0,84,0,11,5,0,0,20,80,80,0,5,15,0,1,14,85,86,0,2,12,98,1,1,0,98,1,1,99,0,1,0,3,1,11,85,100,0,0,0,0,0,0,46,42,11,1,0,2,47,41,10,0,3,66,25,6,0,3,61,27,9,0,3,59,27,11,0,3,14,34,49,89,2,0,9,89,2,0,9,89,1,3,7,89,2,1,8,89,2,0,9,89,1,3,7,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,33,66,0,0,73,27,0,2,42,56,0,0,58,42,0,1,12,87,0,0,34,66,0,0,55,45,45,0,40,7,4,4,0,0,0,8,30,62,0,0,100,0,0,0,16,84,0,0,88,9,1,1,0,1,0,0,21,29,31,19,0,1,30,49,19,1,0,0,19,69,12,0,0,36,53,11,67,0,32,1,27,0,73,0,58,0,40,2,42,0,39,19,88,0,9,3,66,0,34,0,0,1,1,5,18,28,47,0,1,2,4,15,30,48,0,0,46,36,11,7,0,0,15,30,22,33,0,0,31,26,24,19,43,2,46,9,43,8,19,30,43,8,20,29,0,0,58,42,58,0,16,26,84,3,2,0,2,2,1,0,6,26,1,6,6,1,5,0,3,7,2,0,8,12,6,0,2,15,0,0,36,63,0,1,0,0,0,100,0,0,0,0,0,5,3,44,33,15,5,2,24,33,27,6,3,2.5636363636363635,1.729521838903976,2.6842105263157894,2.0290290940071523,10.978021978021978,6.139087919911271,2.989010989010989,1.5018100597057724
CR,CRI,Costa Rica,3,2020-12-24,2020-12-23,100,0,0,0,0,40,100,444180.669264998,100,1,2,97,1,7,92,1,2,97,1,17,82,1,15,84,1,12,87,1,8,91,1,3,96,1,3,96,1,2,97,1,5,94,0,31,69,0,6,94,1,18,81,98,0,0,2,93,0,4,3,98,0,0,2,83,0,5,12,85,0,8,7,88,0,7,5,92,0,5,3,97,0,2,1,97,0,1,2,98,0,1,1,95,0,1,4,69,1,10,20,94,0,3,3,82,1,6,11,0,0,16,84,84,0,5,11,0,1,22,77,78,0,3,19,97,1,2,0,97,2,1,98,1,1,0,4,3,5,88,100,0,0,0,0,0,0,55,33,5,7,0,4,49,34,13,0,4,69,21,6,0,3,64,19,14,0,4,68,18,10,0,6,16,28,50,95,1,0,4,95,1,0,4,95,1,0,4,95,0,2,3,95,1,0,4,95,1,0,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,49,50,0,0,72,28,0,1,45,54,0,0,57,43,0,0,6,94,0,0,18,82,0,0,53,47,47,0,33,6,8,6,0,0,2,0,23,75,0,0,99,1,0,0,16,84,0,0,91,6,0,1,0,2,0,0,17,28,32,23,0,0,37,43,16,4,0,0,31,64,5,0,0,40,54,6,51,3,45,1,28,2,70,0,55,1,43,1,43,1,43,13,94,0,3,3,82,1,17,0,0,1,1,2,12,20,64,0,0,1,6,7,26,60,0,1,44,38,8,9,0,0,13,17,28,42,0,0,30,28,23,19,42,4,41,13,42,19,12,27,42,17,20,21,0,1,67,32,68,0,11,21,89,0,2,0,2,1,0,0,6,22,0,2,3,5,4,0,5,9,6,0,6,12,6,6,0,14,0,0,54,46,0,0,0,0,0,0,100,0,0,0,0,0,0,56,22,22,0,0,22,44,26,6,2,2.8333333333333335,1.9497226571274986,2.7142857142857144,1.6374732612530445,11.127659574468085,5.586531504292778,2.95959595959596,1.3164515688185163
CR,CRI,Costa Rica,4,2020-12-24,2020-12-23,100,1,3076.96933369851,0,0,54,100,550526.5569870522,92,1,2,97,1,12,87,1,1,98,1,14,85,0,15,85,1,20,79,1,11,88,1,1,98,1,3,96,0,2,98,1,9,90,1,17,82,1,3,96,1,17,82,98,0,2,0,88,0,6,6,99,0,1,0,86,0,8,6,85,1,9,5,80,0,10,10,89,1,6,4,99,0,0,1,97,0,1,2,98,0,2,0,91,0,7,2,83,0,8,9,97,0,3,0,83,1,10,6,0,0,21,79,79,0,5,16,0,1,15,84,85,0,3,12,97,2,0,1,97,0,3,100,0,0,0,4,1,7,88,100,0,0,0,0,0,0,61,25,9,5,0,5,58,22,15,0,3,77,14,6,0,6,68,16,10,0,6,67,19,8,0,6,25,25,44,93,3,2,2,93,4,0,3,93,3,3,1,93,3,1,3,93,4,0,3,93,3,2,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,39,60,0,0,71,29,0,1,42,57,0,1,42,57,0,1,8,91,0,1,25,74,0,1,47,52,53,0,31,9,5,2,0,1,1,2,27,69,0,1,99,0,0,1,17,82,0,0,91,4,2,1,0,2,0,2,28,23,25,22,0,0,44,46,9,1,0,0,38,62,0,0,0,45,53,2,61,1,38,0,29,4,67,0,58,2,39,1,58,1,33,8,92,0,7,1,75,2,23,0,0,0,1,0,11,21,67,0,0,1,4,11,17,67,0,0,47,40,10,3,0,1,21,15,29,34,0,0,30,30,20,20,40,6,53,1,40,26,18,16,40,20,26,14,0,2,51,47,53,0,14,33,86,2,3,1,0,1,0,1,6,35,0,3,2,7,10,1,4,2,4,0,5,6,3,0,3,15,0,0,48,52,0,0,0,0,0,0,0,100,0,0,0,6,3,52,14,25,6,3,14,28,34,13,2,3.266666666666666,1.9931701564912296,2.8333333333333335,1.5048939771136507,12.104166666666666,5.499242372060597,3.1839080459770117,1.4826809127794678
CR,CRI,Costa Rica,5,2020-12-24,2020-12-23,100,0,0,0,0,24,99,503852.8928303956,97,1,0,99,0,8,92,1,1,98,1,6,93,1,11,88,0,12,88,1,8,91,1,2,97,1,1,98,1,0,99,1,2,97,1,12,87,1,9,90,1,5,94,100,0,0,0,92,0,5,3,99,0,0,1,94,0,4,2,89,0,5,6,88,0,5,7,92,0,5,3,98,0,1,1,99,0,0,1,100,0,0,0,98,0,2,0,88,0,6,6,91,0,5,4,95,0,3,2,0,1,12,87,88,0,2,10,0,0,11,89,89,0,1,10,99,0,1,0,99,1,0,99,0,1,0,1,2,4,93,100,0,0,0,0,0,0,61,18,14,7,0,7,52,21,20,0,7,65,18,10,0,8,60,17,15,0,5,64,17,14,0,9,18,28,45,96,1,2,1,96,3,0,1,96,2,0,2,96,3,0,1,96,3,0,1,96,3,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,2,30,68,0,3,74,23,0,4,30,66,0,1,43,56,0,4,5,91,0,2,27,71,0,0,51,49,49,0,34,13,1,3,0,0,0,3,23,74,0,0,100,0,0,0,17,83,0,0,84,8,2,1,0,5,0,1,24,28,29,18,0,1,50,36,7,6,0,0,35,61,4,0,2,38,54,6,70,0,28,2,26,0,71,3,70,0,30,0,57,0,32,11,95,0,2,3,73,1,25,1,0,0,0,2,4,16,78,0,0,0,1,6,18,75,0,0,44,30,12,14,0,0,9,23,20,48,0,0,16,26,27,31,58,5,25,12,58,12,14,16,58,9,16,17,0,0,48,52,48,0,18,34,82,1,0,0,2,3,0,1,11,34,0,3,3,4,12,0,4,2,1,1,3,8,4,1,1,19,0,0,54,46,0,0,0,0,0,0,0,0,100,0,0,1,3,60,23,13,1,2,15,29,38,13,2,2.6875,1.490561704039248,2.2,1.398411797560202,13.474747474747472,5.675481521140279,2.6875,1.4889947156245702
CR,CRI,Costa Rica,-99,2020-12-25,2020-12-25,122,3,20113.18035480004,2,15345.81819434785,34,89,882434.8721527897,0,1,9,112,1,12,109,2,4,116,1,17,104,1,27,94,1,21,100,3,17,102,0,9,113,1,9,112,0,5,117,1,13,108,1,33,88,1,7,114,1,19,102,113,2,5,2,110,2,3,7,118,0,4,0,105,3,6,8,95,4,13,10,101,3,4,14,105,1,6,10,113,2,4,3,113,2,6,1,117,1,3,1,109,2,6,5,89,4,14,15,115,2,2,3,103,1,9,9,32,1,17,72,110,0,5,7,38,2,12,70,110,1,4,7,118,3,1,0,118,2,2,120,2,0,0,45,3,13,61,122,0,0,0,0,41,0,41,27,6,7,55,6,41,12,8,55,8,41,11,7,55,10,39,11,7,55,6,41,13,7,55,8,15,12,32,110,1,4,7,110,2,4,6,110,1,2,9,110,3,3,6,110,3,0,9,110,2,2,8,122,0,0,0,122,0,0,0,122,0,0,0,122,0,0,0,122,0,0,0,122,0,0,0,122,0,0,0,122,0,0,0,122,0,0,0,122,0,0,0,122,0,0,0,122,0,0,0,62,3,22,35,62,2,40,18,62,3,20,37,62,0,24,36,62,2,11,47,62,1,15,44,69,0,26,27,96,0,17,6,3,0,74,1,0,1,16,30,74,0,47,1,80,1,5,36,80,0,37,1,1,0,1,2,80,0,16,13,10,3,83,0,20,10,6,3,83,0,18,16,5,90,0,17,11,4,103,1,16,2,87,1,33,1,106,0,16,0,102,1,12,7,113,0,8,1,109,0,13,0,92,0,0,0,3,6,21,92,0,0,1,3,5,21,95,0,4,16,1,6,95,0,3,8,7,9,95,0,7,10,3,7,105,0,15,2,105,4,1,12,105,4,2,11,96,0,10,16,106,0,11,5,114,0,0,1,0,1,1,2,3,107,0,1,2,0,0,1,2,0,0,0,1,0,1,0,0,7,122,0,0,0,0,0,122,0,0,0,0,0,0,0,0,122,0,0,0,0,122,0,0,0,0,0,0,2.4210526315789473,1.9120044519252768,3.125,1.7268882005337975,0,0,0,0
CR,CRI,Costa Rica,1,2020-12-25,2020-12-23,100,0,0,0,0,21,100,592932.2765434945,98,0,1,99,0,13,87,0,7,93,0,17,83,0,32,68,0,15,85,0,9,91,0,3,97,0,5,95,0,5,95,0,9,91,0,21,79,0,7,93,0,17,83,99,0,1,0,87,0,6,7,93,0,2,5,83,0,10,7,68,1,12,19,85,0,3,12,91,0,4,5,97,0,0,3,95,0,4,1,95,0,4,1,91,0,5,4,79,2,10,9,93,0,3,4,83,0,6,11,0,0,11,89,89,0,2,9,0,0,11,89,89,0,2,9,98,0,2,0,98,1,1,99,0,1,0,2,0,5,93,100,0,0,0,0,0,0,57,28,12,3,0,1,44,48,7,0,1,72,20,7,0,0,67,22,11,0,3,62,25,10,0,2,23,36,39,95,1,0,4,95,1,1,3,95,0,4,1,95,1,0,4,95,1,0,4,95,1,0,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,24,76,0,0,66,34,0,0,43,57,0,0,71,29,0,1,17,82,0,0,39,61,0,0,65,35,35,0,48,8,6,3,0,0,1,7,50,42,0,0,100,0,0,0,12,88,0,0,85,14,1,0,0,0,0,0,11,38,37,14,0,0,21,57,19,3,0,0,18,64,18,0,1,24,57,18,76,0,22,2,34,0,66,0,57,0,41,2,29,0,42,29,83,0,11,6,61,0,38,1,0,1,0,8,15,27,49,0,0,7,11,17,24,41,0,1,47,37,13,2,0,0,13,28,20,39,0,0,34,28,22,16,38,0,52,10,38,15,12,35,38,12,20,30,0,0,40,60,40,0,12,48,88,0,5,0,0,2,0,1,4,48,1,11,4,1,0,0,1,0,1,0,5,5,0,2,1,20,0,0,51,48,0,1,0,0,100,0,0,0,0,0,0,1,1,44,38,16,1,0,6,34,39,14,6,2.507936507936508,1.9664362384208407,2,1.3333333333333333,11.433333333333334,4.969683371100091,3.4536082474226806,1.4931832506197193
