ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
GT,GTM,Guatemala,-99,2020-12-24,2020-12-23,100,2,70681.30428438158,2,70681.30428438158,37,76,2775402.434216034,0,2,3,95,3,11,86,3,5,92,2,18,80,5,22,73,6,24,70,2,14,84,4,10,86,1,5,94,4,2,94,4,8,88,2,17,81,4,7,89,4,22,74,97,1,1,1,89,0,6,5,95,0,2,3,82,1,9,8,78,0,10,12,76,1,14,9,86,0,8,6,90,1,5,4,95,0,4,1,98,0,2,0,92,0,6,2,83,1,9,7,93,0,4,3,78,1,13,8,23,1,12,64,90,1,2,7,28,1,10,61,90,0,4,6,96,0,4,0,96,2,2,0,98,0,1,1,34,3,6,57,100,0,0,0,0,34,1,30,16,11,8,43,4,30,11,12,43,6,29,9,13,43,4,36,4,13,43,7,29,9,12,43,7,8,7,35,94,2,1,3,94,1,1,4,94,0,4,2,94,2,1,3,94,2,1,3,94,2,1,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,47,0,17,36,47,0,39,14,47,0,28,25,47,0,27,26,47,0,8,45,47,0,8,45,49,0,23,28,77,0,17,2,1,3,55,1,0,3,18,23,55,2,43,0,57,0,1,42,57,0,33,5,4,0,1,0,57,0,11,13,14,5,58,1,13,19,7,2,61,0,6,28,5,72,4,3,18,3,83,0,13,4,61,0,39,0,72,0,27,1,73,0,17,10,92,0,8,0,92,0,8,0,83,0,0,0,2,2,13,83,1,0,0,0,3,13,85,0,6,2,3,4,85,0,2,5,4,4,85,0,1,7,4,3,92,0,7,1,92,2,4,2,92,1,4,3,89,0,3,8,92,0,4,4,98,0,1,0,0,0,0,0,1,97,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,2.588235294117647,1.5786002057600488,4.125,2.416461403433896,0,0,0,0
GT,GTM,Guatemala,1,2020-12-24,2020-12-23,100,1,16272.488907278,0,0,54,100,2128366.75153088,97,1,2,97,0,17,83,1,2,97,1,12,87,0,30,70,0,15,85,0,19,81,0,5,95,0,6,94,0,2,98,1,15,84,0,28,72,0,6,94,0,25,75,98,1,0,1,83,0,7,10,98,0,0,2,88,0,3,9,70,1,9,20,85,1,6,8,81,1,10,8,95,0,3,2,94,0,3,3,98,0,2,0,85,1,6,8,72,1,13,14,94,0,4,2,75,1,14,10,0,0,17,83,83,0,3,14,0,1,17,82,83,0,6,11,94,0,6,0,94,1,5,0,99,0,0,1,7,2,19,72,100,0,0,0,0,0,0,48,35,9,8,0,2,56,33,9,0,2,60,27,11,0,1,67,13,19,0,1,50,27,22,0,3,8,33,56,81,6,7,6,81,5,8,6,81,6,7,6,81,6,4,9,81,7,4,8,81,6,5,8,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,3,30,67,0,0,72,28,0,2,47,51,0,0,55,45,0,2,24,74,0,0,24,76,0,0,58,42,42,0,37,16,3,2,0,0,2,10,37,51,0,0,99,1,0,2,5,93,0,0,84,9,1,3,0,3,0,0,23,32,26,19,0,0,27,52,20,1,0,0,16,65,19,0,1,20,53,26,70,0,29,1,28,0,71,1,53,0,46,1,45,0,41,14,76,0,23,1,76,0,24,0,0,1,5,7,16,26,45,0,0,3,11,17,25,44,0,1,45,31,17,6,0,1,10,33,31,25,0,2,32,36,13,17,32,0,53,15,32,13,23,32,32,8,33,27,0,0,46,54,46,1,11,42,89,1,1,0,2,2,0,1,4,43,1,3,8,3,4,1,0,4,2,1,3,0,0,1,2,24,0,1,59,37,0,3,0,0,100,0,0,0,0,0,0,1,2,45,34,18,1,1,5,21,28,23,21,2.3636363636363638,1.5653592719723004,3.3125,2.725649769626807,11.794871794871796,5.238119456245289,2.8369565217391304,1.9794392252455026
GT,GTM,Guatemala,2,2020-12-24,2020-12-23,100,0,0,0,0,33,100,1962878.2223832197,95,0,0,100,0,6,94,0,1,99,0,12,88,0,21,79,1,7,92,0,14,86,0,4,96,0,8,92,0,2,98,0,10,90,1,25,74,0,4,96,0,13,87,100,0,0,0,94,0,2,4,99,0,1,0,88,0,7,5,79,0,12,9,93,0,2,5,86,0,8,6,96,0,3,1,92,0,4,4,98,0,1,1,90,0,4,6,75,0,10,15,96,0,1,3,87,1,6,6,0,0,15,85,85,0,3,12,0,3,27,70,73,1,6,20,94,1,5,0,94,2,4,0,98,0,2,0,10,0,7,83,100,0,0,0,0,0,0,50,30,12,8,0,1,52,29,18,0,2,52,31,15,0,1,54,34,11,0,3,39,33,25,0,3,9,21,67,93,3,2,2,93,3,2,2,93,2,3,2,93,4,2,1,93,4,1,2,93,3,2,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,2,39,59,0,2,67,31,0,1,38,61,0,1,46,53,0,1,19,80,0,1,17,82,0,0,52,48,48,0,31,13,3,5,0,2,0,7,32,59,0,1,98,1,0,1,12,87,0,0,90,7,2,1,0,0,0,0,18,26,31,25,0,1,35,47,17,0,0,1,18,65,16,0,2,29,54,15,61,0,36,3,33,0,67,0,62,0,38,0,54,0,30,16,81,1,17,1,83,0,17,0,0,1,1,4,12,24,58,0,0,3,7,11,27,52,0,2,36,33,18,11,0,0,9,24,26,41,0,0,23,34,19,24,43,1,52,4,43,18,18,21,43,15,27,15,0,0,55,45,55,0,19,26,81,1,5,0,5,2,0,0,6,26,0,2,5,4,8,0,3,5,6,0,7,3,2,3,3,23,0,0,51,48,0,1,0,0,0,100,0,0,0,0,0,5,0,56,31,8,5,0,20,24,28,19,4,2.5636363636363635,1.7508054904300092,2.1333333333333333,1.4573295865416045,13.18,5.530227457377959,3.053763440860215,1.6376387521556592
GT,GTM,Guatemala,3,2020-12-24,2020-12-23,100,1,4050.136540872181,0,0,67,100,1953242.676840536,95,0,2,98,0,11,89,0,2,98,0,9,91,0,21,79,0,15,85,0,12,88,0,7,93,0,1,99,0,1,99,0,5,95,0,16,84,0,2,98,0,25,75,98,0,1,1,89,0,5,6,98,0,2,0,91,1,4,4,79,2,10,9,85,1,6,8,88,0,4,8,93,0,5,2,99,0,0,1,99,0,1,0,95,0,2,3,84,0,8,8,98,0,2,0,75,1,15,9,0,0,21,79,79,0,7,14,0,2,27,71,73,0,9,18,91,0,9,0,91,5,4,0,95,0,3,2,11,1,6,82,100,0,0,0,0,0,0,54,23,10,13,0,2,61,27,10,0,3,65,22,10,0,3,61,18,18,0,4,48,29,19,0,3,11,14,72,94,3,3,0,94,3,1,2,94,2,2,2,94,1,3,2,94,3,3,0,94,3,1,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,2,34,64,0,0,78,22,0,2,44,54,0,3,48,49,0,2,17,81,0,2,12,86,0,0,55,45,45,0,33,10,6,6,0,0,1,2,32,65,0,0,100,0,0,0,5,95,0,0,89,6,1,0,0,4,0,0,31,23,22,24,0,0,40,44,12,4,0,0,12,80,8,0,0,23,69,8,66,0,34,0,22,0,78,0,56,0,43,1,52,0,39,9,83,0,15,2,88,0,12,0,0,2,1,4,15,21,57,0,1,0,1,20,22,56,0,3,41,36,9,11,0,2,13,31,22,32,0,0,29,37,15,19,34,4,53,9,34,17,31,18,34,16,33,17,0,0,59,41,59,0,23,18,77,2,4,0,2,4,1,0,10,18,1,4,11,2,10,1,0,6,4,0,9,9,1,1,0,23,0,1,54,45,0,0,0,0,0,0,100,0,0,0,0,3,3,54,34,6,3,1,18,30,34,10,4,2.875,2.2325077623808856,3.5555555555555554,2.6395681960195514,13.159574468085106,6.15446894451654,2.7096774193548385,1.3559902939989485
GT,GTM,Guatemala,4,2020-12-24,2020-12-22,100,0,0,0,0,43,100,2873653.0687332638,93,1,0,99,1,6,93,1,0,99,2,9,89,0,10,90,1,13,86,0,11,89,1,4,95,1,3,96,1,0,99,2,5,93,0,16,84,0,2,98,1,16,83,100,0,0,0,94,0,0,6,100,0,0,0,91,0,4,5,90,0,4,6,87,0,7,6,89,0,7,4,96,0,2,2,97,0,2,1,100,0,0,0,95,0,3,2,84,0,8,8,98,0,1,1,84,0,11,5,0,0,14,86,86,0,3,11,0,0,28,72,72,1,7,20,93,1,6,0,93,5,2,0,95,0,2,3,8,0,7,85,100,0,0,0,0,0,0,44,36,10,10,0,7,50,22,21,0,10,53,25,12,0,7,56,21,16,0,6,44,23,27,0,8,6,11,75,93,2,2,3,93,3,2,2,93,2,3,2,93,3,2,2,93,3,0,4,93,3,1,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,51,48,0,2,79,19,0,2,47,51,0,3,43,54,0,1,10,89,0,2,9,89,0,0,54,46,46,0,28,16,6,4,0,1,0,3,24,72,0,2,97,1,0,1,10,89,0,0,97,1,1,0,0,1,0,0,27,23,24,26,0,2,36,44,17,1,0,1,18,75,6,0,2,24,66,8,49,0,50,1,21,0,79,0,53,1,46,0,57,0,38,5,90,0,9,1,91,0,8,1,0,1,0,3,10,24,62,0,1,0,3,11,20,65,0,1,38,39,19,3,0,0,15,25,31,29,0,0,26,33,31,10,41,8,43,8,41,19,29,11,41,20,27,12,0,0,70,30,70,0,11,19,89,2,1,1,0,1,2,0,4,19,0,2,14,3,8,3,2,8,7,0,3,8,2,3,2,16,0,3,51,45,0,1,0,0,0,0,0,100,0,0,0,5,4,63,21,7,5,3,13,28,35,14,2,2.5853658536585367,2.0245445136634754,3.6363636363636362,2.335496832484569,14.380434782608695,4.796616003351951,2.7846153846153845,1.525845709174138
GT,GTM,Guatemala,-99,2020-12-25,2020-12-24,100,3,75414.92522866976,1,999.741042674969,23,80,2664457.7734764367,0,1,5,94,2,14,84,2,2,96,2,20,78,2,23,75,2,16,82,1,18,81,1,7,92,2,8,90,3,4,93,2,14,84,1,24,75,3,7,90,3,23,74,95,1,3,1,86,0,9,5,98,0,2,0,80,0,12,8,77,1,12,10,84,1,14,1,82,0,11,7,93,1,4,2,92,0,4,4,96,0,2,2,86,0,9,5,76,2,11,11,93,1,3,3,77,0,13,10,20,0,11,69,91,0,2,7,26,2,23,49,77,0,2,21,98,0,2,0,98,0,2,0,100,0,0,0,31,1,6,62,100,0,0,0,0,29,0,31,29,7,4,33,3,39,14,11,33,7,37,12,11,33,7,38,12,10,33,6,34,15,12,33,6,9,13,39,95,1,2,2,95,2,1,2,95,2,2,1,95,2,1,2,95,2,0,3,95,2,2,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,42,2,19,37,42,2,42,14,42,2,21,35,42,1,30,27,42,1,9,48,42,1,11,46,46,0,28,26,72,0,13,7,5,3,49,2,0,5,18,26,49,2,48,1,52,1,8,39,52,0,41,6,0,1,0,0,52,0,16,12,13,7,53,2,16,18,9,2,59,2,6,31,2,74,3,6,16,1,82,1,15,2,59,2,38,1,80,3,15,2,72,1,20,7,92,0,7,1,90,0,10,0,81,0,0,0,2,4,13,81,0,0,0,2,5,12,82,0,10,3,2,3,82,0,4,4,4,6,82,1,6,5,1,5,90,0,10,0,90,2,7,1,90,1,8,1,84,0,3,13,87,0,8,5,96,1,2,0,0,0,0,0,1,94,1,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,2.289473684210526,1.468735340110247,2.7142857142857144,1.6035674514745464,0,0,0,0
GT,GTM,Guatemala,1,2020-12-25,2020-12-23,100,1,53042.432763740304,0,0,34,100,2454572.813995467,97,2,1,97,0,13,87,1,4,95,1,13,86,0,27,73,1,15,84,1,14,85,0,6,94,0,7,93,1,2,97,1,11,88,0,24,76,0,6,94,0,16,84,99,0,0,1,87,0,7,6,96,0,1,3,87,0,8,5,73,0,12,15,85,0,9,6,86,0,8,6,94,0,2,4,93,0,4,3,98,0,2,0,89,0,6,5,76,0,15,9,94,0,4,2,84,0,9,7,0,0,15,85,85,0,5,10,0,2,20,78,80,0,6,14,94,0,6,0,94,1,5,0,99,0,0,1,8,0,19,73,100,0,0,0,0,0,0,43,37,11,9,0,3,63,25,9,0,3,56,31,10,0,2,68,18,12,0,2,50,31,17,0,4,9,31,56,81,6,8,5,81,8,7,4,81,7,8,4,81,8,4,7,81,8,6,5,81,7,6,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,3,22,75,0,2,72,26,0,3,47,50,0,1,63,36,0,2,30,68,0,1,25,74,0,0,65,35,35,0,44,17,2,2,0,0,2,7,37,54,0,0,100,0,0,1,5,94,0,0,79,13,2,1,0,5,0,0,26,31,23,20,0,0,23,54,22,1,0,0,12,66,22,0,1,16,57,26,78,0,21,1,28,2,70,0,53,2,44,1,37,1,41,21,70,1,21,8,75,0,25,0,0,0,3,3,18,26,50,0,0,5,8,16,25,46,0,1,52,27,10,10,0,0,11,28,35,26,0,0,27,41,16,16,32,2,53,13,32,17,19,32,32,15,32,21,0,0,46,54,46,0,12,42,88,0,1,0,1,2,0,1,7,42,0,4,7,2,3,0,0,5,3,0,4,0,0,3,2,25,0,0,56,42,0,2,0,0,100,0,0,0,0,0,0,2,3,41,36,18,2,0,7,25,26,20,20,2.6666666666666665,1.6726084561603314,2.357142857142857,2.097879620259204,12.071428571428571,5.306930486411855,2.967032967032967,1.9232527392158056
GT,GTM,Guatemala,2,2020-12-25,2020-12-24,100,0,0,0,0,34,100,1875566.1204672738,96,1,1,98,1,15,84,0,2,98,1,14,85,1,36,63,0,9,91,1,17,82,1,0,99,1,5,94,1,3,96,1,6,93,1,22,77,1,2,97,1,12,87,99,0,1,0,85,1,9,5,98,0,1,1,86,0,7,7,64,2,14,20,91,2,3,4,83,2,7,8,100,0,0,0,95,0,3,2,97,0,2,1,94,1,1,4,78,1,7,14,98,1,1,0,88,2,5,5,0,0,14,86,86,0,4,10,0,0,32,68,68,0,6,26,94,1,5,0,94,1,5,0,99,0,1,0,6,2,7,85,100,0,0,0,0,0,0,41,37,13,9,0,1,58,30,11,0,4,51,32,13,0,3,66,23,8,0,3,42,35,20,0,3,9,21,67,93,2,0,5,93,2,0,5,93,1,3,3,93,2,1,4,93,2,0,5,93,1,1,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,30,69,0,1,74,25,0,1,39,60,0,1,56,43,0,2,15,83,0,0,15,85,0,0,66,34,34,0,38,16,8,4,0,0,0,8,35,57,0,0,100,0,0,1,10,89,0,0,85,10,2,1,0,2,0,0,22,27,35,16,0,1,32,52,15,0,0,1,19,67,13,0,2,22,61,15,70,1,27,2,26,2,72,0,61,1,37,1,44,0,37,19,85,0,15,0,85,1,14,0,0,2,1,4,15,15,63,0,1,3,4,10,30,52,0,3,42,26,14,15,0,1,17,21,26,35,0,0,27,38,20,15,35,4,52,9,35,18,27,20,35,13,40,12,0,0,62,38,62,0,18,20,82,1,7,0,1,2,0,2,5,20,1,3,6,4,5,1,3,6,3,0,10,2,5,1,3,27,0,1,42,55,0,2,0,0,0,100,0,0,0,0,0,4,0,64,25,7,4,0,16,25,24,24,7,2.888888888888889,1.9099211350572476,2.4285714285714284,1.6967972416057493,13.078313253012047,6.134410107263005,3.436170212765957,1.5967609057310121
GT,GTM,Guatemala,3,2020-12-25,2020-12-23,100,0,0,0,0,47,100,2101863.6720215264,97,1,1,98,1,12,87,1,1,98,0,9,91,1,15,84,1,15,84,1,13,86,1,7,92,1,3,96,1,1,98,1,6,93,1,15,84,1,2,97,1,23,76,99,0,0,1,88,0,6,6,99,0,1,0,91,0,4,5,85,0,8,7,85,0,10,5,87,0,5,8,93,0,5,2,97,0,2,1,99,0,1,0,94,0,3,3,85,0,5,10,98,0,2,0,77,0,10,13,0,0,17,83,83,0,7,10,0,2,28,70,72,1,8,19,92,1,7,0,92,5,3,0,95,0,1,4,11,2,3,84,100,0,0,0,0,0,1,51,25,16,7,0,2,58,27,13,0,7,54,30,9,0,6,49,27,18,0,7,44,35,14,0,6,8,12,74,97,1,2,0,97,2,0,1,97,2,1,0,97,1,1,1,97,2,1,0,97,2,1,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,2,33,65,0,0,75,25,0,2,38,60,0,3,51,46,0,2,19,79,0,2,8,90,0,0,57,43,43,0,25,17,10,5,0,0,1,6,29,64,0,0,100,0,0,0,4,96,0,0,90,3,1,0,0,6,0,0,26,27,26,21,0,1,34,51,11,3,0,1,10,84,5,0,1,26,66,7,67,0,33,0,25,0,75,0,62,0,37,1,49,0,36,15,81,1,13,5,92,0,8,0,0,1,3,3,15,16,62,0,2,1,3,18,25,51,0,3,40,34,12,11,0,2,13,29,25,31,0,0,31,35,18,16,34,1,57,8,34,20,22,24,34,19,29,18,0,0,61,39,61,0,18,21,82,3,3,0,5,3,0,0,4,21,1,3,12,2,6,0,3,7,2,0,10,8,1,2,2,20,0,2,48,50,0,0,0,0,0,0,100,0,0,0,0,1,3,55,33,8,1,2,15,29,34,13,6,2.888888888888889,2.229025226218738,3,1.1952286093343936,12.473118279569892,5.9592664376572655,3,1.465390194130093
GT,GTM,Guatemala,4,2020-12-25,2020-12-22,100,0,0,0,0,46,100,3095394.493381872,95,1,0,99,1,8,91,1,0,99,1,8,91,0,9,91,1,14,85,0,9,91,1,4,95,1,3,96,0,0,100,1,6,93,0,18,82,0,2,98,0,17,83,100,0,0,0,92,0,1,7,100,0,0,0,92,0,3,5,91,0,2,7,86,0,9,5,91,0,6,3,96,0,2,2,97,0,2,1,100,0,0,0,94,0,4,2,82,0,9,9,98,0,1,1,83,0,11,6,0,0,15,85,85,0,3,12,0,0,26,74,74,1,8,17,92,1,7,0,92,5,3,0,95,0,2,3,9,0,8,83,100,0,0,0,0,0,0,42,34,13,11,0,6,58,19,17,0,9,54,24,13,0,6,51,25,18,0,6,42,27,25,0,8,5,12,75,92,3,3,2,92,4,2,2,92,3,4,1,92,3,2,3,92,4,1,3,92,4,1,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,45,54,0,2,80,18,0,2,46,52,0,2,45,53,0,1,12,87,0,2,8,90,0,0,49,51,51,0,22,16,7,4,0,1,0,2,29,68,0,2,98,0,0,1,11,88,0,0,97,2,1,0,0,0,0,0,27,24,24,25,0,2,37,45,15,1,0,1,15,80,4,0,2,17,76,5,55,0,45,0,20,0,80,0,54,1,45,0,55,0,38,7,88,0,11,1,92,0,7,1,0,2,0,3,13,19,63,0,2,0,3,14,16,65,0,1,41,39,15,4,0,0,19,24,29,28,0,0,29,36,24,11,35,11,47,7,35,21,32,12,35,18,34,13,0,0,72,28,72,0,13,15,87,4,1,1,0,3,2,0,2,15,0,3,14,3,10,2,2,8,7,0,3,8,4,2,3,16,0,4,46,49,0,1,0,0,0,0,0,100,0,0,0,4,3,61,22,10,4,2,13,27,38,13,3,2.4761904761904763,2.0271101049198244,3.3846153846153846,2.467740583964123,14.186813186813186,4.823350812942499,2.9505376344086023,1.5691747800726605
