ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
AZ,AZE,Azerbaijan,3,2020-12-28,2020-12-21,100,2,20965.858592331002,0,0,100,99,1446137.6792719758,98,5,2,93,4,11,85,5,3,92,2,25,73,5,13,82,4,13,83,5,7,88,5,7,88,5,5,90,4,9,87,5,11,84,4,25,71,5,8,87,4,23,73,98,0,1,1,89,1,7,3,97,0,3,0,75,2,13,10,87,1,6,6,87,2,8,3,93,0,4,3,93,0,3,4,95,1,3,1,91,1,8,0,89,1,8,2,75,2,11,12,92,0,6,2,77,2,12,9,0,1,37,62,63,0,15,22,0,0,46,54,54,0,29,17,71,14,15,0,71,12,17,0,88,7,4,1,29,0,9,62,100,0,1,15,32,22,30,0,10,29,21,40,0,11,26,23,40,0,11,34,21,34,0,10,29,26,35,0,12,12,13,63,91,4,2,3,91,4,2,3,91,2,4,3,91,4,3,2,91,3,5,1,91,4,2,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,4,33,63,0,4,56,40,0,6,9,85,0,5,30,65,0,6,9,85,0,5,17,78,0,1,37,62,63,1,23,10,1,2,0,1,1,3,35,60,0,1,98,1,0,5,18,77,0,1,71,5,5,2,0,16,0,1,54,12,15,18,0,2,40,38,14,6,0,1,5,91,3,0,2,0,96,2,67,3,28,2,44,3,51,2,91,0,7,2,70,2,24,4,91,2,7,0,83,1,16,0,0,2,4,5,15,24,50,0,3,3,8,16,22,48,0,5,37,32,12,14,0,1,15,26,19,39,0,1,38,18,17,26,44,4,50,2,44,18,29,9,44,22,27,7,0,1,49,50,50,0,24,26,76,0,3,4,1,0,4,3,9,27,0,1,7,7,3,2,3,6,4,1,3,4,4,3,3,22,0,2,67,30,0,1,0,0,0,100,0,0,0,0,1,1,66,24,8,1,1,19,37,28,7,7,4.851851851851852,4.651668020599109,3.3846153846153846,2.85764830693944,12.583333333333336,5.432197707173825,2.9782608695652173,1.6170673555229962
AZ,AZE,Azerbaijan,-99,2020-12-30,2020-12-26,100,4,114191.35286226441,2,52582.31590302641,48,79,2124160.4894389007,0,6,6,88,8,13,79,6,8,86,7,28,65,6,16,78,6,18,76,4,11,85,6,5,89,4,6,90,5,8,87,5,7,88,7,19,74,7,19,74,6,25,69,94,1,4,1,87,2,8,3,92,2,4,2,72,5,10,13,84,3,7,6,82,2,8,8,89,4,2,5,95,3,0,2,94,0,5,1,92,3,4,1,93,0,4,3,81,2,8,9,81,2,13,4,75,4,14,7,19,2,20,59,82,0,6,12,22,3,23,52,77,1,12,10,88,4,8,0,88,7,5,0,93,5,2,0,38,3,12,47,100,25,1,10,29,15,20,45,8,11,18,18,45,13,12,13,17,45,13,17,9,16,45,14,15,11,15,45,17,6,8,24,89,6,2,3,89,5,3,3,89,5,3,3,89,6,4,1,89,5,2,4,89,6,3,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,53,8,10,29,53,5,27,15,53,10,2,35,53,10,11,26,53,10,2,35,53,9,7,31,59,4,13,24,87,0,10,2,1,0,62,5,1,2,12,18,62,4,33,1,65,4,7,24,65,3,26,0,0,2,0,4,65,4,21,3,3,4,67,3,14,10,5,1,68,3,2,24,3,78,3,2,16,1,91,0,8,1,75,1,24,0,98,0,1,1,91,1,7,1,98,1,1,0,95,0,5,0,83,3,0,0,3,1,10,83,4,0,1,3,2,7,88,0,6,4,1,1,88,1,0,2,3,6,88,1,1,4,3,3,96,1,3,0,96,1,2,1,96,2,0,2,92,0,4,4,96,0,3,1,100,0,0,0,0,0,0,0,0,97,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,4.176470588235294,4.628440330505312,3.5454545454545454,2.73362895666681,0,0,0,0
AZ,AZE,Azerbaijan,2,2020-12-30,2020-12-23,100,0,0,0,0,80,100,1526870.309787138,98,5,2,93,5,7,88,5,3,92,4,17,79,5,17,78,4,14,82,5,6,89,5,7,88,4,6,90,5,5,90,5,10,85,3,24,73,5,6,89,4,22,74,98,0,1,1,93,0,5,2,97,0,3,0,83,0,5,12,83,0,5,12,86,0,4,10,94,0,4,2,93,0,3,4,94,1,3,2,95,0,3,2,90,0,4,6,76,1,7,16,94,0,2,4,78,0,9,13,0,0,34,66,66,0,14,20,0,0,38,62,62,0,13,25,87,2,11,0,87,7,6,0,93,3,4,0,13,0,17,70,100,0,0,19,29,29,23,0,6,32,31,31,0,9,22,29,40,0,8,23,35,34,0,8,21,30,41,0,10,9,22,59,83,6,4,7,83,8,3,6,83,6,9,2,83,6,5,6,83,9,1,7,83,9,1,7,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,2,48,50,0,3,77,20,0,6,11,83,0,4,43,53,0,6,7,87,0,6,16,78,0,0,56,44,44,0,43,10,0,3,0,0,4,13,28,55,0,1,99,0,0,1,13,86,0,0,71,17,3,1,1,7,0,0,53,19,12,16,0,0,31,43,17,9,0,1,5,91,3,0,2,4,91,3,52,0,47,1,23,0,75,2,89,0,10,1,57,1,29,13,93,0,7,0,84,0,16,0,0,1,0,8,24,18,49,0,0,0,10,26,35,29,0,2,48,30,11,9,0,0,11,11,34,44,0,2,23,38,17,20,39,3,52,6,39,16,31,14,39,18,25,18,0,1,43,56,44,0,20,36,80,1,7,1,1,2,0,0,8,37,1,3,11,3,5,1,5,3,3,0,1,5,3,3,1,15,0,0,68,31,0,1,0,0,100,0,0,0,0,0,2,3,64,14,17,2,1,17,38,30,8,4,3.9716981132075473,5.139753711492805,3,2.2962419891481978,11.946236559139784,4.654043570071853,2.4239130434782608,1.3686738239301264
AZ,AZE,Azerbaijan,3,2020-12-30,2020-12-22,100,1,10601.9200117081,0,0,92,99,1443814.0258986882,99,5,2,93,4,10,86,5,3,92,2,25,73,5,12,83,4,12,84,5,9,86,5,6,89,5,6,89,4,8,88,5,10,85,4,26,70,5,6,89,4,22,74,98,0,1,1,90,1,6,3,97,0,3,0,75,2,10,13,88,1,5,6,88,2,6,4,91,0,5,4,94,0,2,4,94,0,3,3,92,1,7,0,90,1,6,3,74,2,10,14,94,0,5,1,78,2,12,8,0,1,34,65,66,0,14,20,0,0,46,54,54,0,29,17,71,14,15,0,71,12,17,0,88,7,4,1,29,1,9,61,100,0,1,17,30,23,29,0,7,28,25,40,0,9,26,26,39,0,9,35,22,34,0,9,28,28,35,0,10,12,13,65,91,4,2,3,91,4,2,3,91,1,5,3,91,5,2,2,91,4,4,1,91,4,2,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,4,34,62,0,3,56,41,0,6,9,85,0,5,28,67,0,6,7,87,0,5,18,77,0,0,37,63,63,1,24,9,1,2,0,0,1,3,34,62,0,0,99,1,0,4,18,78,0,0,71,5,5,2,0,17,0,0,55,12,15,18,0,1,43,38,14,4,0,0,5,93,2,0,1,0,97,2,66,2,29,3,44,2,52,2,91,0,7,2,72,1,23,4,93,1,6,0,82,0,18,0,0,1,4,6,14,24,51,0,2,3,9,16,23,47,0,4,37,34,11,14,0,0,13,28,19,40,0,0,35,23,16,26,42,5,51,2,42,18,28,12,42,25,25,8,0,0,49,51,49,0,24,27,76,1,3,4,1,0,4,3,8,27,0,1,7,5,2,2,3,7,4,1,3,4,5,4,3,22,0,3,67,29,0,1,0,0,0,100,0,0,0,0,1,2,65,23,9,1,0,18,36,31,8,6,4.214285714285714,4.232833934479726,3.375,2.9460732893271606,12.721649484536082,5.359458671438666,3.043010752688172,1.6805406641304956
AZ,AZE,Azerbaijan,-99,2020-12-31,2020-12-27,100,6,141431.81993469183,3,61234.923485766325,52,76,2210866.3248760374,0,7,8,85,8,14,78,6,10,84,7,27,66,6,13,81,7,18,75,5,11,84,7,6,87,5,6,89,6,8,86,6,9,85,7,18,75,7,15,78,6,25,69,92,1,6,1,86,1,11,2,90,3,4,3,73,4,11,12,87,2,5,6,82,3,9,6,89,5,2,4,94,2,0,4,94,1,4,1,92,1,5,2,91,1,5,3,82,3,6,9,85,2,10,3,75,5,13,7,24,0,25,51,78,0,8,14,27,1,28,44,73,0,13,14,87,3,10,0,87,6,6,1,94,4,2,0,42,5,14,39,100,33,1,8,25,14,19,47,7,14,12,20,47,10,12,9,22,47,11,13,8,21,47,10,16,7,20,47,15,3,5,30,88,7,2,3,88,6,4,2,88,5,4,3,88,5,5,2,88,6,3,3,88,7,3,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,53,6,10,31,53,4,24,19,53,8,3,36,53,7,12,28,53,7,3,37,53,6,7,34,59,3,14,24,86,0,11,3,0,0,62,3,0,0,12,23,62,2,36,0,65,2,7,26,65,2,26,0,0,1,0,6,65,2,23,3,4,3,67,3,17,10,2,1,70,2,0,26,2,77,2,1,20,0,90,0,9,1,76,1,23,0,97,0,2,1,88,1,9,2,97,1,2,0,93,0,7,0,81,3,0,0,3,2,11,81,3,1,1,3,3,8,88,0,6,4,1,1,88,0,0,2,5,5,88,0,2,5,4,1,94,2,4,0,94,2,3,1,94,4,0,2,92,0,2,6,94,0,6,0,100,0,0,0,0,0,0,0,0,99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,5.363636363636363,5.93094734116198,3.076923076923077,1.7059473644448735,0,0,0,0
AZ,AZE,Azerbaijan,2,2020-12-31,2020-12-24,100,0,0,0,0,77,100,1598328.5920750594,97,5,2,93,5,6,89,5,3,92,4,18,78,5,14,81,4,13,83,5,8,87,5,8,87,4,5,91,5,4,91,5,10,85,3,21,76,5,7,88,4,22,74,98,0,1,1,94,0,4,2,97,0,3,0,82,0,5,13,86,0,4,10,87,0,3,10,92,1,4,3,92,0,3,5,95,1,3,1,96,0,3,1,90,0,3,7,79,1,6,14,93,0,3,4,78,0,8,14,0,0,31,69,69,0,11,20,0,0,39,61,61,1,14,24,86,2,12,0,86,9,5,0,91,5,4,0,15,1,14,70,100,0,0,18,29,28,25,0,6,32,29,33,0,9,21,26,44,0,8,24,32,36,0,8,21,28,43,0,10,10,22,58,86,5,2,7,86,6,3,5,86,4,8,2,86,3,5,6,86,6,1,7,86,6,1,7,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,49,51,0,1,78,21,0,4,9,87,0,3,41,56,0,4,7,89,0,4,18,78,0,0,53,47,47,0,39,10,0,4,0,0,4,13,28,55,0,1,99,0,0,1,13,86,0,0,74,17,3,1,0,5,0,0,54,20,12,14,0,0,30,43,16,11,0,1,5,91,3,0,2,3,93,2,51,0,48,1,22,0,77,1,91,0,8,1,59,1,29,11,93,0,7,0,82,0,18,0,0,0,0,7,25,18,50,0,0,0,9,27,34,30,0,2,47,30,10,11,0,0,11,13,34,42,0,1,24,34,19,22,42,3,50,5,42,15,30,13,42,18,26,14,0,1,44,55,45,0,19,36,81,2,7,1,1,2,0,0,6,37,1,3,10,4,5,1,5,2,4,0,1,5,4,1,1,16,0,0,71,28,0,1,0,0,100,0,0,0,0,0,3,3,67,11,16,3,1,17,36,31,7,5,3.798039215686275,5.187465284551924,3,2.2962419891481978,12.010989010989011,4.863685172318769,2.3736263736263736,1.3633973224457567
AZ,AZE,Azerbaijan,3,2020-12-31,2020-12-23,100,2,62569.580748028595,0,0,101,99,1596023.9756038578,99,4,3,93,3,8,89,4,4,92,2,24,74,4,12,84,2,14,84,4,9,87,4,5,91,5,7,88,3,7,90,4,9,87,3,25,72,4,6,90,3,24,73,97,1,1,1,92,1,5,2,96,1,3,0,76,3,10,11,88,2,5,5,86,3,7,4,91,1,4,4,95,0,2,3,93,0,4,3,93,1,6,0,91,1,5,3,75,3,8,14,94,0,5,1,76,3,13,8,0,1,35,64,65,0,14,21,0,0,45,55,55,0,28,17,72,13,14,1,72,14,14,0,86,8,5,1,28,1,8,63,100,0,1,16,30,25,28,0,7,26,25,42,0,9,24,24,43,0,9,33,20,38,0,9,27,25,39,0,10,12,12,66,92,3,2,3,92,3,2,3,92,1,4,3,92,4,2,2,92,3,4,1,92,3,2,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,5,33,62,0,2,60,38,0,6,10,84,0,5,30,65,0,6,7,87,0,5,15,80,0,0,37,63,63,1,23,9,1,3,0,0,1,3,31,65,0,0,98,2,0,4,14,82,0,0,70,6,5,3,0,16,0,0,56,11,14,19,0,1,42,36,16,5,0,0,4,93,3,0,1,0,96,3,67,2,27,4,40,2,56,2,90,0,7,3,70,1,25,4,93,1,5,1,85,0,15,0,0,1,4,6,13,22,54,0,2,3,10,16,18,51,0,4,34,33,13,16,0,0,12,26,17,45,0,0,33,23,15,29,44,5,49,2,44,19,25,12,44,25,22,9,0,0,47,53,47,0,23,30,77,1,3,4,1,0,4,2,8,30,0,1,7,5,2,1,3,7,3,1,2,4,4,5,3,22,0,4,66,29,0,1,0,0,0,100,0,0,0,0,1,2,64,24,9,1,0,17,35,30,10,7,4.411764705882353,4.336710599466999,3.7083333333333335,3.196182052096677,12.734042553191491,5.3645100827827035,2.956043956043956,1.6859688142106433
AZ,AZE,Azerbaijan,-99,2021-01-01,2020-12-30,100,4,53250.92219888492,2,19199.590348002217,57,80,2168015.633494907,0,7,6,87,7,15,78,7,7,86,8,19,73,7,10,83,8,15,77,6,9,85,7,10,83,7,5,88,6,7,87,7,8,85,7,17,76,8,9,83,7,24,69,94,1,4,1,85,2,9,4,93,3,2,2,81,3,7,9,90,3,1,6,85,2,10,3,91,2,5,2,90,4,2,4,95,2,1,2,93,2,4,1,92,2,2,4,83,5,6,6,91,1,5,3,76,3,14,7,20,0,26,54,78,0,5,17,24,0,37,39,65,1,12,22,88,2,10,0,88,6,5,1,94,3,2,1,40,5,12,43,100,30,3,9,22,19,17,44,8,12,16,20,44,9,11,11,25,44,11,12,14,19,44,9,14,15,18,44,13,3,11,29,89,7,3,1,89,7,2,2,89,4,6,1,89,5,2,4,89,6,3,2,89,7,2,2,74,4,2,20,74,4,3,19,74,4,2,20,74,4,1,21,74,4,4,18,74,5,7,14,74,5,2,19,93,1,2,4,93,1,2,4,93,1,2,4,93,1,3,3,93,1,2,4,56,5,12,27,56,3,28,13,56,6,2,36,56,4,11,29,56,5,3,36,56,5,6,33,59,1,17,23,83,0,13,4,0,0,59,3,0,1,16,21,59,1,40,0,62,2,6,30,62,3,28,1,1,0,0,5,62,2,24,7,2,3,63,2,20,13,1,1,65,2,0,31,2,73,3,2,22,0,89,0,10,1,73,0,27,0,98,0,1,1,90,0,6,4,97,0,3,0,94,0,6,0,76,4,0,1,6,3,10,76,4,1,1,5,4,9,86,0,6,4,3,1,86,0,0,1,5,8,86,0,2,5,7,0,93,1,6,0,93,3,3,1,93,5,0,2,88,0,2,10,90,0,9,1,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,6.9393939393939394,6.5666743577866065,3.5833333333333335,1.6764862244009229,0,0,0,0
AZ,AZE,Azerbaijan,1,2021-01-01,2020-12-21,100,1,12162.3399859065,0,0,99,100,1397056.9544719774,98,1,5,94,3,17,80,3,7,90,1,27,72,3,26,71,1,21,78,3,10,87,2,3,95,3,13,84,2,10,88,3,22,75,2,31,67,3,12,85,2,30,68,95,0,3,2,83,2,5,10,93,1,3,3,73,4,6,17,74,2,3,21,79,0,7,14,90,1,4,5,97,0,2,1,87,2,5,6,90,1,7,2,78,3,7,12,69,2,7,22,88,1,1,10,70,2,11,17,0,0,33,67,67,1,8,24,0,0,27,73,73,0,14,13,86,4,10,0,86,6,8,0,94,2,2,2,14,0,12,74,100,0,0,13,24,43,20,0,3,27,39,31,0,3,22,31,44,0,4,31,24,41,0,6,25,24,45,0,6,3,14,77,88,2,6,4,88,3,2,7,88,2,5,5,88,3,2,7,88,4,2,6,88,3,3,6,87,0,0,13,87,0,0,13,87,0,0,13,87,0,0,13,87,0,1,12,87,0,3,10,87,0,0,13,97,0,0,3,97,0,0,3,97,0,0,3,97,0,1,2,97,0,0,3,0,7,21,72,0,1,62,37,0,7,6,87,0,7,30,63,0,7,8,85,0,6,20,74,0,0,30,70,70,0,25,3,1,1,0,0,3,12,42,43,0,0,99,1,0,0,16,84,0,0,68,14,3,1,1,13,0,0,50,26,14,10,0,1,33,44,17,5,0,0,8,86,6,0,1,11,84,4,79,0,19,2,38,1,60,1,94,0,5,1,70,0,21,9,92,0,7,1,80,1,18,1,0,3,2,9,30,31,25,0,1,3,13,30,32,21,0,4,42,36,12,6,0,2,11,22,30,35,0,2,27,30,20,21,43,0,53,4,43,8,20,29,43,5,30,22,0,3,22,75,25,0,27,48,73,0,9,1,4,2,0,1,10,51,0,2,5,2,4,2,4,4,3,1,2,4,2,3,0,11,0,2,45,52,1,0,0,100,0,0,0,0,0,0,0,2,62,21,15,0,1,9,33,40,9,8,4.756756756756757,5.220640832996032,3.4444444444444446,2.965614910077132,10.878947368421052,5.0136599519933265,2.776595744680851,1.5872763939999357
AZ,AZE,Azerbaijan,2,2021-01-01,2020-12-25,100,0,0,0,0,91,100,1817620.338600462,96,4,2,94,4,4,92,4,3,93,4,21,75,4,14,82,3,13,84,4,7,89,4,5,91,3,4,93,4,3,93,4,8,88,2,18,80,4,7,89,3,23,74,98,0,1,1,96,0,2,2,97,0,3,0,79,0,5,16,86,0,3,11,87,0,4,9,93,1,4,2,95,0,1,4,96,1,2,1,97,0,2,1,92,0,3,5,82,1,5,12,93,0,4,3,77,0,7,16,0,0,35,65,65,0,9,26,0,1,44,55,56,1,14,29,86,2,12,0,86,8,6,0,92,6,2,0,16,1,12,71,100,0,0,17,25,31,27,0,5,34,29,32,0,7,20,24,49,0,8,21,32,39,0,9,18,28,45,0,10,8,23,59,88,4,2,6,88,5,2,5,88,4,6,2,88,2,5,5,88,5,0,7,88,5,1,6,85,0,0,15,85,0,1,14,85,1,1,13,85,0,2,13,85,0,5,10,85,0,3,12,85,0,0,15,94,0,1,5,94,0,2,4,94,0,1,5,94,0,2,4,94,0,1,5,0,1,46,53,0,0,78,22,0,3,9,88,0,2,48,50,0,5,7,88,0,3,21,76,0,0,58,42,42,0,41,13,0,4,0,0,4,14,30,52,0,0,100,0,0,2,12,86,0,1,75,17,1,2,1,3,0,0,53,23,11,13,0,0,26,45,18,11,0,1,5,90,4,0,2,4,90,4,54,0,45,1,22,0,78,0,91,0,7,2,52,1,33,14,93,0,7,0,79,0,21,0,0,0,1,8,24,18,49,0,0,0,8,26,35,31,0,2,46,29,12,11,0,0,9,16,35,40,0,1,25,32,21,21,43,2,49,6,43,17,28,12,43,18,28,11,0,1,43,56,44,0,18,38,82,1,8,1,1,1,0,0,6,39,0,3,9,3,7,1,4,2,4,0,0,4,5,0,2,17,0,1,70,28,0,1,0,0,100,0,0,0,0,0,3,3,67,11,16,3,1,19,29,33,12,3,3.742857142857143,5.294336596779619,3.3333333333333335,2.200131748360749,11.920454545454545,4.9970602643220605,2.3555555555555556,1.4007310379580822
AZ,AZE,Azerbaijan,3,2021-01-01,2020-12-24,100,2,62569.580748028595,0,0,75,99,1653784.9292999874,99,4,3,93,3,6,91,4,2,94,2,19,79,4,12,84,2,13,85,4,8,88,4,3,93,5,5,90,3,5,92,4,6,90,3,22,75,4,5,91,3,22,75,97,1,1,1,94,1,4,1,98,1,1,0,81,3,7,9,88,2,4,6,87,3,5,5,92,1,2,5,97,0,1,2,95,0,2,3,95,1,4,0,94,1,2,3,78,3,6,13,95,0,5,0,78,3,11,8,0,1,29,70,71,0,11,18,0,0,44,56,56,0,24,20,76,12,11,1,76,12,12,0,88,7,5,0,24,1,10,65,100,0,1,21,30,23,25,0,7,23,27,43,0,8,24,24,44,0,8,38,17,37,0,8,31,21,40,0,9,12,11,68,90,5,2,3,90,5,2,3,90,3,4,3,90,4,4,2,90,5,4,1,90,5,2,3,86,0,0,14,86,0,0,14,86,0,1,13,86,0,0,14,86,0,1,13,86,0,2,12,86,0,0,14,97,0,1,2,97,0,1,2,97,0,0,3,97,0,1,2,97,0,0,3,0,4,28,68,0,2,63,35,0,5,10,85,0,4,31,65,0,5,7,88,0,4,15,81,0,0,34,66,66,1,21,8,1,3,0,0,1,4,37,58,0,0,98,2,0,3,11,86,0,0,72,6,6,3,0,13,0,0,53,12,17,18,0,1,38,38,17,6,0,0,4,93,3,0,1,0,96,3,72,2,22,4,37,2,57,4,90,0,7,3,69,1,24,6,93,1,5,1,85,0,15,0,0,1,4,6,13,20,56,0,2,3,10,15,20,50,0,4,33,35,13,15,0,0,9,22,23,46,0,0,27,25,19,29,48,6,42,4,48,17,22,13,48,22,22,8,0,0,47,53,47,0,23,30,77,1,2,5,0,0,4,2,9,30,0,1,8,5,1,1,2,6,2,3,4,6,6,3,3,19,0,4,66,29,0,1,0,0,0,100,0,0,0,0,1,2,68,22,7,1,0,19,32,31,12,5,4.446808510638298,5.123723640165964,3.421052631578948,2.755112207307318,12.510869565217392,5.089300487820235,2.879120879120879,1.6454324985997173
