"date","country","ISO3","ISO2","cases","deaths","cum_cases","cum_deaths","countrycode","population","cases_daily","cases_infected","cases_active","p_cases_infected","p_cases_daily","p_cases_active","p_infected","p_daily","p_active"
2020-02-18,"Macao","MAC","MO",0,0,10,0,"MO",683100,0,10,0,1.46391450739277e-05,0,0,1.46391450739277e-05,0,0
2020-02-19,"Macao","MAC","MO",0,0,10,0,"MO",683100,0,10,0,1.46391450739277e-05,0,0,1.46391450739277e-05,0,0
2020-02-20,"Macao","MAC","MO",0,0,10,0,"MO",683100,0,10,0,1.46391450739277e-05,0,0,1.46391450739277e-05,0,0
2020-02-21,"Macao","MAC","MO",0,0,10,0,"MO",683100,0,10,0,1.46391450739277e-05,0,0,1.46391450739277e-05,0,0
2020-02-22,"Macao","MAC","MO",0,0,10,0,"MO",683100,0,10,0,1.46391450739277e-05,0,0,1.46391450739277e-05,0,0
2020-02-23,"Macao","MAC","MO",0,0,10,0,"MO",683100,0,10,0,1.46391450739277e-05,0,0,1.46391450739277e-05,0,0
2020-02-24,"Macao","MAC","MO",0,0,10,0,"MO",683100,0,10,0,1.46391450739277e-05,0,0,1.46391450739277e-05,0,0
2020-02-25,"Macao","MAC","MO",0,0,10,0,"MO",683100,0,10,0,1.46391450739277e-05,0,0,1.46391450739277e-05,0,0
2020-02-26,"Macao","MAC","MO",0,0,10,0,"MO",683100,0,10,0,1.46391450739277e-05,0,0,1.46391450739277e-05,0,0
2020-02-27,"Macao","MAC","MO",0,0,10,0,"MO",683100,0,10,0,1.46391450739277e-05,0,0,1.46391450739277e-05,0,0
2020-02-28,"Macao","MAC","MO",0,0,10,0,"MO",683100,0,10,0,1.46391450739277e-05,0,0,1.46391450739277e-05,0,0
2020-02-29,"Macao","MAC","MO",0,0,10,0,"MO",683100,0,10,0,1.46391450739277e-05,0,0,1.46391450739277e-05,0,0
2020-03-01,"Macao","MAC","MO",0,0,10,0,"MO",683100,0,10,0,1.46391450739277e-05,0,0,1.46391450739277e-05,0,0
2020-03-02,"Macao","MAC","MO",0,0,10,0,"MO",683100,0,10,0,1.46391450739277e-05,0,0,1.46391450739277e-05,0,0
2020-03-03,"Macao","MAC","MO",0,0,10,0,"MO",683100,0,10,0,1.46391450739277e-05,0,0,1.46391450739277e-05,0,0
2020-03-04,"Macao","MAC","MO",0,0,10,0,"MO",683100,0,10,0,1.46391450739277e-05,0,0,1.46391450739277e-05,0,0
2020-03-05,"Macao","MAC","MO",0,0,10,0,"MO",683100,0,10,0,1.46391450739277e-05,0,0,1.46391450739277e-05,0,0
2020-03-06,"Macao","MAC","MO",0,0,10,0,"MO",683100,0,10,0,1.46391450739277e-05,0,0,1.46391450739277e-05,0,0
2020-03-07,"Macao","MAC","MO",0,0,10,0,"MO",683100,0,10,0,1.46391450739277e-05,0,0,1.46391450739277e-05,0,0
2020-03-08,"Macao","MAC","MO",0,0,10,0,"MO",683100,0,10,0,1.46391450739277e-05,0,0,1.46391450739277e-05,0,0
2020-03-09,"Macao","MAC","MO",0,0,10,0,"MO",683100,0,10,0,1.46391450739277e-05,0,0,1.46391450739277e-05,0,0
2020-03-10,"Macao","MAC","MO",0,0,10,0,"MO",683100,0,10,0,1.46391450739277e-05,0,0,1.46391450739277e-05,0,0
2020-03-11,"Macao","MAC","MO",0,0,10,0,"MO",683100,0,10,0,1.46391450739277e-05,0,0,1.46391450739277e-05,0,0
2020-03-12,"Macao","MAC","MO",0,0,10,0,"MO",683100,0,10,0,1.46391450739277e-05,0,0,1.46391450739277e-05,0,0
2020-03-13,"Macao","MAC","MO",0,0,10,0,"MO",683100,0,10,0,1.46391450739277e-05,0,0,1.46391450739277e-05,0,0
2020-03-14,"Macao","MAC","MO",0,0,10,0,"MO",683100,0,10,0,1.46391450739277e-05,0,0,1.46391450739277e-05,0,0
2020-03-15,"Macao","MAC","MO",0,0,10,0,"MO",683100,0,10,0,1.46391450739277e-05,0,0,1.46391450739277e-05,0,0
2020-03-16,"Macao","MAC","MO",1,0,11,0,"MO",683100,0.0714285714285714,10.0714285714286,0.714285714285714,1.47437103958843e-05,1.04565321956626e-07,1.04565321956626e-06,1.47437103958843e-05,1.04565321956626e-07,1.04565321956626e-06
2020-03-17,"Macao","MAC","MO",1,0,12,0,"MO",683100,0.142857142857143,10.2142857142857,1.42857142857143,1.49528410397976e-05,2.09130643913253e-07,2.09130643913253e-06,1.49528410397976e-05,2.09130643913253e-07,2.09130643913253e-06
2020-03-18,"Macao","MAC","MO",3,0,15,0,"MO",683100,0.357142857142857,10.5714285714286,3.57142857142857,1.54756676495807e-05,5.22826609783132e-07,5.22826609783132e-06,1.54756676495807e-05,5.22826609783132e-07,5.22826609783132e-06
2020-03-19,"Macao","MAC","MO",2,0,17,0,"MO",683100,0.5,11.0714285714286,5,1.62076249032771e-05,7.31957253696384e-07,7.31957253696384e-06,1.62076249032771e-05,7.31957253696384e-07,7.31957253696384e-06
2020-03-20,"Macao","MAC","MO",0,0,17,0,"MO",683100,0.5,11.5714285714286,5,1.69395821569735e-05,7.31957253696384e-07,7.31957253696384e-06,1.69395821569735e-05,7.31957253696384e-07,7.31957253696384e-06
2020-03-21,"Macao","MAC","MO",1,0,18,0,"MO",683100,0.571428571428571,12.1428571428571,5.71428571428571,1.77761047326265e-05,8.3652257565301e-07,8.36522575653011e-06,1.77761047326265e-05,8.3652257565301e-07,8.36522575653011e-06
2020-03-22,"Macao","MAC","MO",6,0,24,0,"MO",683100,1,13.1428571428571,10,1.92400192400192e-05,1.46391450739277e-06,1.46391450739277e-05,1.92400192400192e-05,1.46391450739277e-06,1.46391450739277e-05
2020-03-23,"Macao","MAC","MO",0,0,24,0,"MO",683100,1,14.1428571428571,10,2.0703933747412e-05,1.46391450739277e-06,1.46391450739277e-05,2.0703933747412e-05,1.46391450739277e-06,1.46391450739277e-05
2020-03-24,"Macao","MAC","MO",1,0,25,0,"MO",683100,1.07142857142857,15.2142857142857,10.7142857142857,2.22724135767614e-05,1.56847982934939e-06,1.56847982934939e-05,2.22724135767614e-05,1.56847982934939e-06,1.56847982934939e-05
2020-03-25,"Macao","MAC","MO",5,0,30,0,"MO",683100,1.42857142857143,16.6428571428571,14.2857142857143,2.43637200158939e-05,2.09130643913253e-06,2.09130643913253e-05,2.43637200158939e-05,2.09130643913253e-06,2.09130643913253e-05
2020-03-26,"Macao","MAC","MO",1,0,31,0,"MO",683100,1.5,18.1428571428571,15,2.65595917769831e-05,2.19587176108915e-06,2.19587176108915e-05,2.65595917769831e-05,2.19587176108915e-06,2.19587176108915e-05
2020-03-27,"Macao","MAC","MO",2,0,33,0,"MO",683100,1.64285714285714,19.7857142857143,16.4285714285714,2.89645941819855e-05,2.4050024050024e-06,2.4050024050024e-05,2.89645941819855e-05,2.4050024050024e-06,2.4050024050024e-05
2020-03-28,"Macao","MAC","MO",4,0,37,0,"MO",683100,1.92857142857143,21.7142857142857,19.2857142857143,3.17878578748144e-05,2.82326369282891e-06,2.82326369282891e-05,3.17878578748144e-05,2.82326369282891e-06,2.82326369282891e-05
2020-03-29,"Macao","MAC","MO",0,0,37,0,"MO",683100,1.92857142857143,23.6428571428571,19.2857142857143,3.46111215676433e-05,2.82326369282891e-06,2.82326369282891e-05,3.46111215676433e-05,2.82326369282891e-06,2.82326369282891e-05
2020-03-30,"Macao","MAC","MO",1,0,38,0,"MO",683100,1.92857142857143,25.5714285714286,19.2857142857143,3.74343852604722e-05,2.82326369282891e-06,2.82326369282891e-05,3.74343852604722e-05,2.82326369282891e-06,2.82326369282891e-05
2020-03-31,"Macao","MAC","MO",3,0,41,0,"MO",683100,2.07142857142857,27.6428571428571,20.7142857142857,4.04667795972144e-05,3.03239433674216e-06,3.03239433674216e-05,4.04667795972144e-05,3.03239433674216e-06,3.03239433674216e-05
2020-04-01,"Macao","MAC","MO",0,0,41,0,"MO",683100,1.85714285714286,29.5,18.5714285714286,4.31854779680867e-05,2.71869837087228e-06,2.71869837087228e-05,4.31854779680867e-05,2.71869837087228e-06,2.71869837087228e-05
2020-04-02,"Macao","MAC","MO",0,0,41,0,"MO",683100,1.71428571428571,31.2142857142857,17.1428571428571,4.56950456950457e-05,2.50956772695903e-06,2.50956772695903e-05,4.56950456950457e-05,2.50956772695903e-06,2.50956772695903e-05
2020-04-03,"Macao","MAC","MO",2,0,43,0,"MO",683100,1.85714285714286,33.0714285714286,18.5714285714286,4.8413744065918e-05,2.71869837087228e-06,2.71869837087228e-05,4.8413744065918e-05,2.71869837087228e-06,2.71869837087228e-05
2020-04-04,"Macao","MAC","MO",0,0,43,0,"MO",683100,1.78571428571429,34.8571428571429,17.8571428571429,5.10278771148336e-05,2.61413304891566e-06,2.61413304891566e-05,5.10278771148336e-05,2.61413304891566e-06,2.61413304891566e-05
2020-04-05,"Macao","MAC","MO",1,0,44,0,"MO",683100,1.42857142857143,36.2857142857143,14.2857142857143,5.31191835539662e-05,2.09130643913253e-06,2.09130643913253e-05,5.31191835539662e-05,2.09130643913253e-06,2.09130643913253e-05
2020-04-06,"Macao","MAC","MO",0,0,44,0,"MO",683100,1.42857142857143,37.7142857142857,14.2857142857143,5.52104899930987e-05,2.09130643913253e-06,2.09130643913253e-05,5.52104899930987e-05,2.09130643913253e-06,2.09130643913253e-05
2020-04-07,"Macao","MAC","MO",0,0,44,0,"MO",683100,1.35714285714286,39.0714285714286,13.5714285714286,5.71972311102746e-05,1.9867411171759e-06,1.9867411171759e-05,5.71972311102746e-05,1.9867411171759e-06,1.9867411171759e-05
2020-04-08,"Macao","MAC","MO",1,0,45,0,"MO",683100,1.07142857142857,40.1428571428571,10.7142857142857,5.8765710939624e-05,1.56847982934939e-06,1.56847982934939e-05,5.8765710939624e-05,1.56847982934939e-06,1.56847982934939e-05
2020-04-09,"Macao","MAC","MO",0,0,45,0,"MO",683100,1,41.1428571428571,10,6.02296254470168e-05,1.46391450739277e-06,1.46391450739277e-05,6.02296254470168e-05,1.46391450739277e-06,1.46391450739277e-05
2020-04-10,"Macao","MAC","MO",0,0,45,0,"MO",683100,0.857142857142857,42,8.57142857142857,6.14844093104963e-05,1.25478386347952e-06,1.25478386347952e-05,6.14844093104963e-05,1.25478386347952e-06,1.25478386347952e-05
2020-04-11,"Macao","MAC","MO",0,0,45,0,"MO",683100,0.571428571428571,42.5714285714286,5.71428571428571,6.23209318861493e-05,8.3652257565301e-07,8.36522575653011e-06,6.23209318861493e-05,8.3652257565301e-07,8.36522575653011e-06
2020-04-12,"Macao","MAC","MO",0,0,45,0,"MO",683100,0.571428571428571,43.1428571428571,5.71428571428571,6.31574544618023e-05,8.3652257565301e-07,8.36522575653011e-06,6.31574544618023e-05,8.3652257565301e-07,8.36522575653011e-06
2020-04-13,"Macao","MAC","MO",0,0,45,0,"MO",683100,0.5,43.6428571428571,5,6.38894117154987e-05,7.31957253696384e-07,7.31957253696384e-06,6.38894117154987e-05,7.31957253696384e-07,7.31957253696384e-06
2020-04-14,"Macao","MAC","MO",0,0,45,0,"MO",683100,0.285714285714286,43.9285714285714,2.85714285714286,6.43076730033252e-05,4.18261287826505e-07,4.18261287826505e-06,6.43076730033252e-05,4.18261287826505e-07,4.18261287826505e-06
2020-04-15,"Macao","MAC","MO",0,0,45,0,"MO",683100,0.285714285714286,44.2142857142857,2.85714285714286,6.47259342911517e-05,4.18261287826505e-07,4.18261287826505e-06,6.47259342911517e-05,4.18261287826505e-07,4.18261287826505e-06
2020-04-16,"Macao","MAC","MO",0,0,45,0,"MO",683100,0.285714285714286,44.5,2.85714285714286,6.51441955789782e-05,4.18261287826505e-07,4.18261287826505e-06,6.51441955789782e-05,4.18261287826505e-07,4.18261287826505e-06
2020-04-17,"Macao","MAC","MO",0,0,45,0,"MO",683100,0.142857142857143,44.6428571428571,1.42857142857143,6.53533262228914e-05,2.09130643913253e-07,2.09130643913253e-06,6.53533262228914e-05,2.09130643913253e-07,2.09130643913253e-06
2020-04-18,"Macao","MAC","MO",0,0,45,0,"MO",683100,0.142857142857143,44.7857142857143,1.42857142857143,6.55624568668047e-05,2.09130643913253e-07,2.09130643913253e-06,6.55624568668047e-05,2.09130643913253e-07,2.09130643913253e-06
2020-04-19,"Macao","MAC","MO",0,0,45,0,"MO",683100,0.0714285714285714,44.8571428571429,0.714285714285714,6.56670221887613e-05,1.04565321956626e-07,1.04565321956626e-06,6.56670221887613e-05,1.04565321956626e-07,1.04565321956626e-06
2020-04-20,"Macao","MAC","MO",0,0,45,0,"MO",683100,0.0714285714285714,44.9285714285714,0.714285714285714,6.57715875107179e-05,1.04565321956626e-07,1.04565321956626e-06,6.57715875107179e-05,1.04565321956626e-07,1.04565321956626e-06
2020-04-21,"Macao","MAC","MO",0,0,45,0,"MO",683100,0.0714285714285714,45,0.714285714285714,6.58761528326746e-05,1.04565321956626e-07,1.04565321956626e-06,6.58761528326746e-05,1.04565321956626e-07,1.04565321956626e-06
2020-04-22,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-04-23,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-04-24,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-04-25,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-04-26,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-04-27,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-04-28,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-04-29,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-04-30,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-05-01,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-05-02,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-05-03,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-05-04,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-05-05,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-05-06,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-05-07,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-05-08,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-05-09,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-05-10,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-05-11,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-05-12,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-05-13,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-05-14,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-05-15,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-05-16,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-05-17,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-05-18,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-05-19,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-05-20,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-05-21,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-05-22,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-05-23,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-05-24,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-05-25,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-05-26,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-05-27,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-05-28,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-05-29,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-05-30,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-05-31,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-06-01,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-06-02,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-06-03,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-06-04,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-06-05,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-06-06,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-06-07,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-06-08,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-06-09,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-06-10,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-06-11,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-06-12,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-06-13,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-06-14,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-06-15,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-06-16,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-06-17,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-06-18,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-06-19,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-06-20,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-06-21,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-06-22,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-06-23,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-06-24,"Macao","MAC","MO",0,0,45,0,"MO",683100,0,45,0,6.58761528326746e-05,0,0,6.58761528326746e-05,0,0
2020-06-25,"Macao","MAC","MO",1,0,46,0,"MO",683100,0.0714285714285714,45.0714285714286,0.714285714285714,6.59807181546312e-05,1.04565321956626e-07,1.04565321956626e-06,6.59807181546312e-05,1.04565321956626e-07,1.04565321956626e-06
2020-06-26,"Macao","MAC","MO",0,0,46,0,"MO",683100,0.0714285714285714,45.1428571428571,0.714285714285714,6.60852834765878e-05,1.04565321956626e-07,1.04565321956626e-06,6.60852834765878e-05,1.04565321956626e-07,1.04565321956626e-06
2020-06-27,"Macao","MAC","MO",0,0,46,0,"MO",683100,0.0714285714285714,45.2142857142857,0.714285714285714,6.61898487985445e-05,1.04565321956626e-07,1.04565321956626e-06,6.61898487985445e-05,1.04565321956626e-07,1.04565321956626e-06
2020-06-28,"Macao","MAC","MO",0,0,46,0,"MO",683100,0.0714285714285714,45.2857142857143,0.714285714285714,6.62944141205011e-05,1.04565321956626e-07,1.04565321956626e-06,6.62944141205011e-05,1.04565321956626e-07,1.04565321956626e-06
