"","Country","Region","Reach_Mean","Reach_Var","Count"
"138","EC","ECE","8.5","56.3333333333333","4"
"139","EC","ECB","10","0","2"
"140","EC","ECH","10",NA,"1"
"141","EC","ECX","20.7692307692308","154.858974358974","13"
"142","EC","ECY","6",NA,"1"
"143","EC","ECG","25","50","2"
"144","EC","ECL","112.5","3958.33333333333","4"
"145","EC","ECN","30",NA,"1"
"146","EC","ECZ","7.5","12.5","2"
"147","EC","EC","95","6925","5"
"148","EC","ECM","20",NA,"1"
"149","EC","ECI","7.5","12.5","2"
"150","EG","EG","20",NA,"1"
"151","EG","EGALX","6",NA,"1"
"152","EG","EGGH","100",NA,"1"
"153","EG","EGJS","40",NA,"1"
"154","ES","ESMD","67.5728155339806","3106.48373609241","412"
"155","ES","ES","59.4561403508772","3198.89536340852","57"
"156","ES","ESAN","61.2596153846154","2917.8251493652","104"
"157","ES","ESCL","54.1525423728814","2052.20046756283","59"
"158","ES","ESGA","63.8153846153846","3104.59038461538","65"
"159","ES","ESM","57.6325167037862","2352.23261201217","1347"
"160","ES","ESPV","47.1162790697674","1075.00996677741","43"
"161","ES","ESCT","58.123595505618","2808.06409601634","89"
"162","ES","ESCB","67.1875","3219.89583333333","16"
"163","ES","ESB","64.8303571428571","3437.0069980695","112"
"164","ES","ESAS","77.40625","3227.21673387097","32"
"165","ES","ESIB","72.3684210526316","2226.02339181287","19"
"166","ES","ESVC","63.472972972973","3292.44446501296","74"
"167","ES","ESA","49.2978723404255","1900.99629972248","47"
"168","ES","ESMC","47.5333333333333","960.695238095238","15"
"169","ES","ESTO","58.1944444444444","1273.58968253968","36"
"170","ES","ESAR","64.2592592592593","2543.12250712251","27"
"171","ES","ESV","61.3333333333333","2766.05633802817","72"
"172","ES","ESCM","84.1111111111111","3544.55873015873","36"
"173","ES","ESBI","55.5714285714286","2081.36507936508","28"
"174","ES","ESCA","45.9090909090909","2710.27705627706","22"
"175","ES","ESCN","54.1428571428571","2426.72857142857","21"
"176","ES","ESNC","81.6","5282.8","5"
"177","ES","ESSS","54.2777777777778","2114.68300653595","18"
"178","ES","ESOR","54.4","986.8","5"
"179","ES","ESSE","77.4333333333333","4019.70229885057","30"
"180","ES","ESGU","30.3571428571429","395.785714285714","14"
"181","ES","ESEX","96","6590.5","13"
"182","ES","ESTF","58.0714285714286","3543.69841269841","28"
"183","ES","ESC","68.551724137931","6200.18472906404","29"
"184","ES","ESPO","83.6","3449","25"
"185","ES","ESPM","54.95","3483.31315789474","20"
"186","ES","ESGC","79.3913043478261","5151.88537549407","23"
"187","ES","ESVA","82.85","6457.08157894737","20"
"188","ES","ESMA","55.3548387096774","1879.10322580645","31"
"189","ES","ESNA","66.3333333333333","2822.2380952381","15"
"190","ES","ESRI","54.6666666666667","1578.78787878788","12"
"191","ES","ESCS","55.3333333333333","2893.15151515152","12"
"192","ES","ESMU","71.45","4314.78684210526","20"
"193","ES","ESJ","62.7058823529412","2569.22058823529","17"
"194","ES","ESCE","60","1300","3"
"195","ES","ESSG","48.5","3066.09090909091","12"
"196","ES","ESSA","18.4","390.3","5"
"197","ES","ESSO","125","11250","2"
"198","ES","ESZA","200","0","2"
"199","ES","ESZ","49.4666666666667","3160.55238095238","15"
"200","ES","ESVI","17.6666666666667","186.333333333333","3"
"201","ES","ESLO","56.6666666666667","1633.33333333333","3"
"202","ES","ESO","55.1333333333333","2179.34545454545","45"
"203","ES","ESH","69.7857142857143","3492.18131868132","14"
"204","ES","ESGR","48.4615384615385","1922.33846153846","26"
"205","ES","ESLE","46.5","2690.4","16"
"206","ES","ESAL","54.6","1230.8","5"
"207","ES","ESAV","57.375","2580.83928571429","8"
"208","ES","ESBU","50.5909090909091","1591.01515151515","22"
"209","ES","ESS","35.4444444444444","1567.02777777778","9"
"210","ES","ESCR","72.5","4621.42857142857","8"
"211","ES","ESL","55.6","1276.8","5"
"212","ES","ESGI","59","4249.86666666667","16"
"213","ES","ESAB","50","920","6"
"214","ES","ESLU","90","3600","8"
"215","ES","EST","35.9166666666667","1227.17424242424","12"
"216","ES","ESCC","110.75","6848.91666666667","4"
"217","ES","ESCO","44.1333333333333","2181.26666666667","15"
"218","ES","ESHU","125","7500","4"
"219","ES","ESBA","37.1875","2626.9625","16"
"220","ES","ESTE","43.3333333333333","133.333333333333","3"
"221","ES","ESP","39","2147.33333333333","4"
"222","ES","ESCU","55.6","1876.8","5"
"223","ET","ETHA","250",NA,"1"
"224","FI","FI","25",NA,"1"
"225","FI","FI15","20",NA,"1"
"226","FI","FI03","40","0","7"
"227","FI","FI18","18.3333333333333","230.25","9"
"228","FI","FI08","30",NA,"1"
"229","FI","FI12","42.5925925925926","31.4814814814815","27"
"230","FI","FI13","20","0","3"
"231","FR","FRBRE","67.5714285714286","2617.28571428571","7"
"232","FR","FR91","35.6666666666667","3110.33333333333","3"
"233","FR","FROCC","54.1428571428571","1953.47619047619","7"
"234","FR","FRPDL","80",NA,"1"
"235","FR","FR35","61.7272727272727","4264.49350649351","22"
"236","FR","FRIDF","24.5882352941176","927.132352941176","17"
"237","FR","FR78","43.6666666666667","2400.33333333333","3"
"238","FR","FR84","50",NA,"1"
"239","FR","FR75","3.66666666666667","4.33333333333333","3"
"240","FR","FR","37.5714285714286","1695.61904761905","7"
"241","FR","FR81","50",NA,"1"
"242","FR","FR06","140","7200","2"
"243","FR","FR69","31.75","280.5","8"
"244","FR","FR29","30.1111111111111","834.361111111111","9"
"245","FR","FRGES","19.3333333333333","121.333333333333","3"
"246","FR","FRPAC","100",NA,"1"
"247","FR","FR34","28","386","6"
"248","FR","FR16","5",NA,"1"
"249","FR","FR63","47.2","4836.7","5"
"250","FR","FRARA","22.8888888888889","219.861111111111","9"
"251","FR","FR13","33.1538461538462","1540.14102564103","13"
"252","FR","FR38","15",NA,"1"
"253","FR","FR31","38","1470","5"
"254","FR","FRNAQ","50","0","2"
"255","FR","FR95","6",NA,"1"
"256","FR","FR45","8",NA,"1"
"257","FR","FRNOR","22.5","12.5","2"
"258","FR","FR33","50",NA,"1"
"259","FR","FR36","50",NA,"1"
"260","FR","FR56","14.0769230769231","161.076923076923","13"
"261","FR","FR54","38","2242","4"
"262","FR","FR22","48.6666666666667","4170.09523809524","15"
"263","FR","FR59","20",NA,"1"
"264","FR","FR71","10",NA,"1"
"265","FR","FR50","200",NA,"1"
"266","FR","FR52","4",NA,"1"
"267","FR","FR53","6",NA,"1"
"268","FR","FR57","17.5","12.5","2"
"269","FR","FR88","51","4802","2"
"270","FR","FR01","10",NA,"1"
"271","FR","FR67","20",NA,"1"
"272","FR","FR14","52",NA,"1"
"273","FR","FR04","10",NA,"1"
"274","FR","FR25","5",NA,"1"
"275","GA","GA8","15",NA,"1"
"276","GB","GB","38.5","455.9","6"
"277","GB","GBSCT","30.1666666666667","1045.31300813008","42"
"278","GB","GBENG","27.3920863309353","619.791561696491","278"
"279","GB","GBNIR","54.1666666666667","1544.16666666667","6"
"280","GB","GBWLS","19.6","315.3","5"
"281","GF","GF","1",NA,"1"
"282","GG","GG","30","0","2"
"283","GH","GHAH","60",NA,"1"
"284","GL","GL","77",NA,"1"
"285","GR","GRG","45",NA,"1"
"286","GR","GRB","29.5454545454545","3287.87272727273","11"
"287","GR","GRI","42.4722222222222","2169.03418803419","144"
"288","GR","GR","80","10800","3"
"289","GR","GRK","96","48","3"
"290","GR","GRM","78.3333333333333","11108.3333333333","3"
"291","GR","GRL","70","200","2"
"292","GR","GRJ","56","680","5"
"293","GR","GRF","34","280","5"
"294","GR","GRC","10",NA,"1"
"295","GR","GRH","57.6666666666667","1896.33333333333","3"
"296","GT","GTZA","100",NA,"1"
"297","GT","GTQZ","200",NA,"1"
"298","GT","GTSA","100",NA,"1"
"299","HK","HK","51","4802","2"
"300","HR","HR14","7",NA,"1"
"301","HR","HR01","10",NA,"1"
"302","HR","HR04","200",NA,"1"
"303","HU","HUBZ","50",NA,"1"
"304","HU","HUGS","10","0","2"
"305","HU","HUPE","22","648","2"
"306","HU","HUCS","33.3333333333333","250","9"
"307","HU","HU","4",NA,"1"
"308","ID","IDBT","28","968","2"
"309","ID","IDJT","30",NA,"1"
"310","IE","IEL","50.7","2161.12222222222","10"
"311","IE","IEM","9.33333333333333","85.3333333333333","3"
"312","IE","IE","50",NA,"1"
"313","IL","ILM","6.5","5.66666666666667","4"
"314","IN","INKA","51.5714285714286","5372.95238095238","7"
"315","IN","INHR","27.5","1012.5","2"
"316","IN","INWB","47.6923076923077","2903.23076923077","13"
"317","IN","INTN","30.75","2134.25","4"
"318","IN","INDL","59.2","3073.06666666667","10"
"319","IN","INKL","26","513","3"
"320","IN","IN","75","1875","3"
"321","IN","INMH","67","8559.33333333333","4"
"322","IN","INGJ","35.2","932.7","5"
"323","IN","INGA","2",NA,"1"
"324","IN","INMP","50.5","4900.5","2"
"325","IN","INBR","17","98","2"
"326","IN","INJK","74.8","3703.2","5"
"327","IN","INOR","85","450","2"
"328","IN","INPB","21","392","2"
"329","IN","INMN","150","5000","2"
"330","IN","INUP","54.5","2380.5","2"
"331","IN","INAP","50",NA,"1"
"332","IN","INSK","20.5","760.5","2"
"333","IN","INTG","60","3200","2"
"334","IN","INRJ","100",NA,"1"
"335","IN","INCT","4",NA,"1"
"336","IN","INAS","45",NA,"1"
"337","IR","IR27","175","1250","2"
"338","IR","IR30","200",NA,"1"
"339","IR","IR","50",NA,"1"
"340","IT","IT25","88.2142857142857","2636.95054945055","14"
"341","IT","IT42","41.8","336.2","5"
"342","IT","IT45","56.875","3492.41071428571","8"
"343","IT","ITFI","30",NA,"1"
"344","IT","IT52","47.8571428571429","1565.47619047619","7"
"345","IT","ITBA","20",NA,"1"
"346","IT","IT72","51.4","1084.8","5"
"347","IT","IT34","40","100","3"
"348","IT","IT62","35.4545454545455","772.272727272727","11"
"349","IT","IT78","35","316.666666666667","4"
"350","IT","IT82","100",NA,"1"
"351","IT","IT","110.5","16020.5","2"
"352","IT","ITCE","100",NA,"1"
"353","IT","ITRM","50",NA,"1"
"354","IT","ITVI","50",NA,"1"
"355","IT","IT32","25",NA,"1"
"356","IT","ITPD","30",NA,"1"
"357","IT","IT88","10",NA,"1"
"358","IT","ITPA","10",NA,"1"
"359","IT","IT36","4",NA,"1"
"360","IT","IT57","50",NA,"1"
"361","JO","JOAM","2",NA,"1"
"362","JP","JP01","20",NA,"1"
"363","JP","JP13","66.8","2151.2","5"
"364","JP","JP14","37","2983","3"
"365","JP","JP11","3",NA,"1"
"366","JP","JP08","2",NA,"1"
"367","JP","JP27","25","450","2"
"368","JP","JP25","8","2","2"
"369","JP","JP26","3",NA,"1"
"370","JP","JP40","20",NA,"1"
"371","JP","JP29","20",NA,"1"
"372","KE","KE","100",NA,"1"
"373","KE","KE23","1500",NA,"1"
"374","KH","KH13","10000",NA,"1"
"375","KR","KR41","7.33333333333333","21.3333333333333","3"
"376","KW","KW","20",NA,"1"
"377","KY","KY","3",NA,"1"
"378","KZ","KZAKM","200",NA,"1"
"379","KZ","KZ","50",NA,"1"
"380","LB","LB","1",NA,"1"
"381","LB","LBAS","40",NA,"1"
"382","LB","LBBA","20",NA,"1"
"383","LB","LBNA","50",NA,"1"
"384","LK","LK1","50",NA,"1"
"385","LK","LK7","2",NA,"1"
"386","LY","LYJG","50",NA,"1"
"387","MA","MA01","2",NA,"1"
"388","MK","MK","110","3200","2"
"389","MT","MT","5","13","3"
"390","MX","MXJAL","42.5","612.5","2"
"391","MX","MXGUA","60","650","5"
"392","MX","MXCHP","5",NA,"1"
"393","MX","MXNLE","39","1922","2"
"394","MX","MXSON","200",NA,"1"
"395","MX","MXCMX","45","1433.33333333333","4"
"396","MX","MXQUE","7",NA,"1"
"397","MX","MXNAY","29","882","2"
"398","MX","MXSLP","35",NA,"1"
"399","MX","MXBCN","3",NA,"1"
"400","MX","MX","100",NA,"1"
"401","MY","MY07","5",NA,"1"
"402","MY","MY10","87.5","7812.5","2"
"403","NG","NG","30",NA,"1"
"404","NG","NGBO","80",NA,"1"
"405","NG","NGLA","50",NA,"1"
"406","NG","NGAK","10",NA,"1"
"407","NI","NIMN","24.3333333333333","604.333333333333","3"
"408","NL","NLZH","17","41.0909090909091","12"
"409","NL","NLGE","28.75","610.25","4"
"410","NL","NLNH","52.3333333333333","1616.66666666667","6"
"411","NL","NLOV","23","386","4"
"412","NL","NLGR","10",NA,"1"
"413","NL","NLUT","17.5","12.5","2"
"414","NL","NLNB","24.3333333333333","566.333333333333","3"
"415","NL","NLFL","5",NA,"1"
"416","NL","NL","62.5","2812.5","2"
"417","NL","NLLI","40",NA,"1"
"418","NO","NO17","30",NA,"1"
"419","NO","NO11","2","0","2"
"420","NO","NO19","50",NA,"1"
"421","NO","NO","50",NA,"1"
"422","NP","NPLU","50",NA,"1"
"423","NP","NPGA","110",NA,"1"
"424","NZ","NZWKO","100",NA,"1"
"425","NZ","NZWGN","20","0","2"
"426","NZ","NZAUK","100","0","2"
"427","NZ","NZ","100",NA,"1"
"428","PA","PA8","13.5","264.5","2"
"429","PE","PE","20",NA,"1"
"430","PE","PEPIU","3",NA,"1"
"431","PE","PELIM","100",NA,"1"
"432","PE","PEANC","80",NA,"1"
"433","PH","PH02","15",NA,"1"
"434","PH","PH00","6",NA,"1"
"435","PH","PH","100",NA,"1"
"436","PK","PK","100",NA,"1"
"437","PK","PKTA","14043",NA,"1"
"438","PL","PLPM","16.5","144.5","2"
"439","PL","PLPK","50",NA,"1"
"440","PL","PLWP","42","952","6"
"441","PL","PLMZ","24","144","4"
"442","PL","PLSL","78","10368","2"
"443","PL","PLDS","31.6666666666667","258.333333333333","3"
"444","PL","PL","100",NA,"1"
"445","PR","PR","50",NA,"1"
"446","PT","PT11","53.34","2908.14585858586","100"
"447","PT","PT03","70.3055555555556","3333.01825396825","36"
"448","PT","PT13","70.1754385964912","2385.32581453634","57"
"449","PT","PT18","25.8","550.7","5"
"450","PT","PT01","46.875","1220.98214285714","8"
"451","PT","PT10","50.9166666666667","3395.17424242424","12"
"452","PT","PT15","42","1406.16666666667","25"
"453","PT","PT07","102.666666666667","6402.66666666667","6"
"454","PT","PT16","86","9748","3"
"455","PT","PT30","52.5","1358.33333333333","4"
"456","PT","PT","64.6","3605.8","5"
"457","PT","PT09","28.3333333333333","558.333333333333","3"
"458","PT","PT08","41.6428571428571","1079.01648351648","14"
"459","PT","PT06","83.1428571428571","3989.14285714286","7"
"460","PT","PT14","17.8333333333333","363.766666666667","6"
"461","PT","PT04","40","200","2"
"462","PT","PT02","92.5","5425","4"
"463","PT","PT20","50","0","3"
"464","PT","PT12","75","1250","2"
"465","PT","PT17","50",NA,"1"
"466","PT","PT05","25.25","336.916666666667","4"
"467","RO","ROTM","20","0","2"
"468","RO","ROCJ","18.2","56.2","5"
"469","RO","ROIS","32.5","612.5","2"
"470","RO","RO","33.3333333333333","1033.33333333333","3"
"471","RO","ROBZ","20",NA,"1"
"472","RO","RODJ","100",NA,"1"
"473","RO","ROIF","38.3","1237.78888888889","10"
"474","RO","ROBN","10",NA,"1"
"475","RO","ROVS","20",NA,"1"
"476","RO","ROHD","2",NA,"1"
"477","RO","ROBR","1",NA,"1"
"478","RO","ROCT","20",NA,"1"
"479","RO","ROMM","20",NA,"1"
"480","RO","ROBC","15",NA,"1"
"481","RO","ROAB","50",NA,"1"
"482","RO","ROSB","50",NA,"1"
"483","RO","ROB","16","32","2"
"484","RS","RS10","20",NA,"1"
"485","RS","RS24","25","50","2"
"486","RS","RS00","50",NA,"1"
"487","RU","RUMOW","42.5","25","4"
"488","RU","RUROS","14.1666666666667","2.56666666666667","6"
"489","RU","RUMOS","20",NA,"1"
"490","RW","RW02","1",NA,"1"
"491","SA","SA","30",NA,"1"
"492","SD","SDKN","89725",NA,"1"
"493","SE","SEAB","25.2857142857143","332.238095238095","7"
"494","SE","SEE","20",NA,"1"
"495","SE","SEC","30","800","2"
"496","SE","SEY","1",NA,"1"
"497","SE","SEM","36.6666666666667","533.333333333333","3"
"498","SE","SEO","40.8333333333333","224.166666666667","6"
"499","SE","SEN","1",NA,"1"
"500","SE","SE","20",NA,"1"
"501","SG","SG","16","32","2"
"502","SI","SI","150",NA,"1"
"503","SK","SKBL","3",NA,"1"
"504","SV","SVSS","20",NA,"1"
"505","SY","SYLA","10000",NA,"1"
"506","TH","TH40","10",NA,"1"
"507","TN","TN12","25","50","2"
"508","TR","TR06","103.5","18624.5","2"
"509","TR","TR21","150",NA,"1"
"510","TR","TR34","20",NA,"1"
"511","TR","TR20","5",NA,"1"
"512","TR","TR26","40",NA,"1"
"513","TR","TR","200",NA,"1"
"514","TR","TR59","100",NA,"1"
"515","TR","TR72","300",NA,"1"
"516","TW","TW","339",NA,"1"
"517","TW","TWTPQ","6",NA,"1"
"518","Tw","Tw","339",NA,"1"
"519","Tw","TWTPQ","6",NA,"1"
"520","TZ","TZ09","20000",NA,"1"
"521","UA","UA68","44",NA,"1"
"522","UA","UA32","176.666666666667","18633.3333333333","3"
"523","UA","UA21","100",NA,"1"
"524","UG","UGC","180","48466.6666666667","4"
"525","US","USMA","28.1071428571429","997.876984126984","28"
"526","US","USPA","26","1007.71428571429","8"
"527","US","USCA","24.2881355932203","643.243132670953","59"
"528","US","USNY","35.6","924.257142857143","15"
"529","US","USFL","46","1822.36363636364","12"
"530","US","USTX","37.8","1290.17777777778","10"
"531","US","US","12","326","4"
"532","US","USAZ","10.5","31.9","6"
"533","US","USWA","44.1538461538462","1416.14102564103","13"
"534","US","USUT","10.3333333333333","90.3333333333333","3"
"535","US","USMI","20.25","406.916666666667","4"
"536","US","USCO","19.3333333333333","59.4666666666667","6"
"537","US","USNJ","17.5555555555556","263.027777777778","9"
"538","US","USOR","47.3333333333333","641.333333333333","3"
"539","US","USAL","8","32","2"
"540","US","USIN","21.3333333333333","225.333333333333","3"
"541","US","USIL","25.3125","620.629166666667","16"
"542","US","USMO","28","1651.5","5"
"543","US","USWI","5",NA,"1"
"544","US","USOH","28.2","912.844444444444","10"
"545","US","USNC","30","1259.6","6"
"546","US","USVA","26.2857142857143","539.571428571429","7"
"547","US","USMN","26.2","179.955555555556","10"
"548","US","USMD","37.2","1624.7","5"
"549","US","USVT","9.90909090909091","1.49090909090909","11"
"550","US","USTN","60","0","7"
"551","US","USGA","2",NA,"1"
"552","US","USNH","3",NA,"1"
"553","US","USKY","40",NA,"1"
"554","US","USNE","17","55.5","5"
"555","US","USMS","29","117.75","9"
"556","US","USHI","6",NA,"1"
"557","US","USLA","9.5","60.5","2"
"558","US","USAR","52","4608","2"
"559","US","USCT","18.3333333333333","358.333333333333","3"
"560","US","USDC","2.33333333333333","5.33333333333333","3"
"561","US","USRI","50","0","2"
"562","VA","VA","99999",NA,"1"
"563","VE","VEA","58.3333333333333","1808.33333333333","3"
"564","VE","ZM02","50",NA,"1"
"565","ZA","ZAWC","54.4444444444444","2602.77777777778","9"
"566","ZA","ZANL","20",NA,"1"
"567","ZA","ZAGT","50.5","1852","8"
"568","ZA","ZAEC","100",NA,"1"
"569","ZA","ZA","200",NA,"1"
