ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C12..99,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
NZ,NZL,New Zealand,6,2020-12-23,2020-12-22,100,1,3430.86964376187,0,0,3,99,570714.2192342409,95,0,2,98,1,10,89,0,3,97,0,14,86,0,10,90,0,14,86,0,3,97,1,2,97,1,3,96,0,2,98,0,2,98,0,5,95,1,1,98,1,3,96,98,0,1,1,90,0,2,8,97,0,0,3,86,0,3,11,90,0,3,7,86,0,0,14,97,0,2,1,98,0,0,2,97,0,2,1,98,0,1,1,98,0,1,1,95,1,1,3,99,0,0,1,97,0,0,3,0,1,2,97,98,0,2,0,1,26,73,74,1,0,25,100,0,0,0,100,0,0,0,100,0,0,2,1,0,97,100,0,0,0,0,0,0,0,55,29,10,6,0,1,34,50,15,0,3,61,28,8,0,2,54,31,13,0,2,62,26,10,0,4,19,50,27,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,30,69,0,0,86,14,0,0,70,30,0,0,75,25,0,1,22,77,0,1,10,89,0,0,79,21,21,1,47,13,9,9,0,2,0,1,35,62,0,2,97,1,0,0,27,73,0,0,3,2,10,5,79,1,0,0,12,21,38,29,0,2,5,19,34,40,100,100,70,0,5,25,14,1,7,78,30,1,4,65,25,2,7,66,78,0,0,22,90,0,6,4,0,2,0,0,1,10,87,0,0,0,0,5,13,82,0,1,7,22,43,27,0,0,1,1,9,89,0,0,3,4,19,74,93,2,2,3,93,3,0,4,93,0,4,3,0,0,36,64,36,0,15,49,85,0,0,0,1,1,0,0,13,49,0,3,2,0,9,1,3,8,2,0,3,4,1,2,3,10,0,3,38,59,0,0,0,0,0,0,0,0,0,100,0,2,7,34,34,23,2,4,16,24,36,13,5,7.906249999999999,9.141748879762842,1.5,0.7071067811865476,13.263736263736265,5.495119379625614,2.380434782608696,1.5466546053425843
NZ,NZL,New Zealand,-99,2020-12-24,2020-12-23,100,3,26057.92600126845,1,6528.21550540677,3,81,879382.8839480173,0,1,5,94,1,20,79,1,4,95,1,16,83,1,21,78,1,15,84,2,11,87,2,1,97,2,6,92,1,3,96,2,8,90,1,17,82,1,7,92,2,14,84,95,0,3,2,80,0,6,14,96,0,2,2,84,0,4,12,79,0,10,11,85,0,4,11,89,0,4,7,99,0,1,0,94,0,3,3,97,0,0,3,92,0,2,6,83,1,3,13,93,0,2,5,86,0,6,8,19,0,2,79,98,1,1,20,3,23,54,77,1,2,20,98,0,2,0,98,0,2,0,100,0,0,29,2,2,67,100,0,0,0,0,0,28,0,26,25,13,8,36,2,24,29,9,36,3,31,23,7,36,1,30,19,14,36,2,29,20,13,36,4,8,26,26,0,98,1,0,1,98,1,1,0,98,1,0,1,98,1,0,1,98,1,0,1,98,1,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,44,1,26,29,44,2,47,7,44,2,36,18,44,3,42,11,44,2,29,25,44,2,10,44,47,1,35,17,65,0,7,10,6,12,53,3,2,3,11,28,53,3,43,1,67,2,7,24,67,1,2,1,0,3,26,0,67,1,7,3,11,11,70,4,2,5,6,13,100,100,75,0,2,23,54,1,8,37,65,1,6,28,59,0,5,36,72,1,2,25,90,0,4,6,76,0,0,1,2,1,20,76,0,0,0,5,3,16,81,0,1,3,9,6,81,0,0,0,2,17,81,0,0,1,6,12,99,0,1,0,99,0,1,0,99,0,0,1,83,1,4,12,88,0,4,8,100,0,0,0,0,0,0,0,0,98,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,4.35,6.337014961374926,1.5,0.7071067811865476,0,0,0,0
NZ,NZL,New Zealand,1,2020-12-24,2020-12-21,100,0,0,0,0,5,100,870643.087264993,99,0,0,100,0,13,87,0,3,97,0,22,78,0,20,80,0,19,81,0,4,96,0,3,97,0,3,97,0,0,100,0,3,97,0,21,79,0,0,100,0,17,83,100,0,0,0,87,0,3,10,97,0,1,2,78,0,3,19,80,0,9,11,81,0,2,17,96,0,1,3,97,0,2,1,97,0,0,3,100,0,0,0,97,0,2,1,79,1,5,15,100,0,0,0,83,0,3,14,0,0,4,96,96,4,0,0,0,30,70,70,0,2,28,98,0,2,0,98,0,2,0,100,0,0,2,1,1,96,100,0,0,0,0,0,0,0,38,36,21,5,1,0,46,48,5,1,0,56,37,6,1,0,56,32,11,1,0,53,36,10,1,0,14,64,21,0,99,0,0,1,99,0,1,0,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,58,42,0,0,85,15,0,0,74,26,0,1,81,18,0,0,50,50,0,0,23,77,0,0,82,18,18,0,31,19,15,17,0,0,1,10,42,47,0,0,100,0,0,1,27,72,0,0,3,3,5,12,74,3,0,0,10,10,33,47,0,0,3,20,27,50,100,100,42,0,3,55,15,0,5,80,26,0,4,70,19,0,2,79,50,0,2,48,77,0,8,15,0,0,0,3,14,24,59,0,0,1,7,12,24,56,0,0,6,21,31,42,0,0,3,6,19,72,0,0,7,13,33,47,80,0,13,7,80,0,1,19,80,0,7,13,0,0,66,34,66,0,16,18,84,0,1,0,2,4,0,1,8,18,0,3,14,4,9,0,1,7,1,0,5,7,3,4,4,20,0,1,31,66,0,2,0,0,100,0,0,0,0,0,0,0,1,50,27,22,0,0,6,26,29,25,14,5.452830188679245,6.001813949311328,1.25,0.5,12.320652173913043,5.097716317912101,3.8686868686868685,1.5362720890390813
NZ,NZL,New Zealand,2,2020-12-24,2020-12-23,100,0,0,0,0,19,100,742786.8886810148,97,0,0,100,0,13,87,0,3,97,0,29,71,0,29,71,0,16,84,0,8,92,0,3,97,0,6,94,0,1,99,0,4,96,0,22,78,0,1,99,0,12,88,100,0,0,0,87,0,5,8,97,0,1,2,71,0,9,20,71,0,7,22,84,0,5,11,92,0,3,5,97,0,1,2,94,0,0,6,99,0,1,0,96,0,1,3,78,0,2,20,99,0,0,1,88,0,7,5,0,0,12,88,88,12,0,0,0,36,64,64,0,1,35,99,0,1,0,99,0,1,0,100,0,0,1,0,3,96,100,0,0,0,0,0,0,0,42,33,18,7,0,1,21,70,8,0,1,43,48,8,0,1,38,48,13,0,0,50,41,9,0,1,6,67,26,0,97,1,0,2,97,1,0,2,97,1,0,2,97,1,1,1,97,0,1,2,97,1,1,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,54,46,0,0,86,14,0,0,77,23,0,1,76,23,0,0,45,55,0,0,18,82,0,0,80,20,20,0,30,25,8,17,0,0,1,11,23,65,0,0,100,0,0,0,26,74,0,0,2,1,7,15,74,1,0,0,6,12,37,45,0,0,4,17,35,44,100,100,46,2,3,49,14,2,3,81,23,2,2,73,24,2,3,71,55,2,3,40,82,1,9,8,0,0,0,2,15,15,68,0,0,0,4,13,18,65,0,0,13,22,37,28,0,0,3,5,20,72,0,0,4,20,34,42,76,1,14,9,76,1,0,23,76,0,6,18,0,0,78,22,78,0,11,11,89,0,3,0,1,1,1,1,4,11,0,8,4,7,7,3,5,12,2,0,2,11,3,2,5,18,0,2,41,56,1,0,0,0,0,100,0,0,0,0,0,2,0,56,31,11,2,1,17,33,26,18,3,5.4655172413793105,6.849806034496439,1.583333333333333,0.792961461098759,12.17816091954023,6.0592889537442085,3.3125,1.4819084423738693
NZ,NZL,New Zealand,3,2020-12-24,2020-12-23,100,0,0,0,0,7,100,724415.5709038825,98,0,0,100,0,7,93,0,0,100,0,20,80,0,12,88,0,10,90,0,5,95,0,0,100,0,3,97,0,0,100,0,1,99,0,17,83,0,0,100,0,9,91,100,0,0,0,93,0,2,5,100,0,0,0,80,0,4,16,88,0,3,9,90,0,4,6,95,0,1,4,100,0,0,0,97,0,0,3,100,0,0,0,99,0,1,0,83,0,2,15,100,0,0,0,91,0,2,7,0,0,4,96,96,4,0,0,1,34,65,66,0,2,32,98,0,2,0,98,0,2,0,100,0,0,3,0,0,97,100,0,0,0,0,0,0,0,41,32,17,10,0,0,24,65,11,0,0,53,38,9,0,0,43,46,11,0,0,44,44,12,0,0,12,62,26,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,49,51,0,0,85,15,0,0,69,31,0,1,72,27,0,0,33,67,0,0,10,90,0,0,79,21,21,0,27,16,13,23,0,0,0,6,35,59,0,0,100,0,0,1,20,79,0,0,1,3,7,8,75,6,0,0,9,13,30,48,0,0,3,15,31,51,100,100,51,1,3,45,15,2,6,77,31,2,5,62,28,1,4,67,67,2,3,28,90,0,1,9,0,0,0,1,4,9,86,0,0,0,3,4,20,73,0,0,15,20,31,34,0,0,2,11,12,75,0,0,6,20,24,50,74,1,18,7,74,1,4,21,74,1,9,16,0,0,81,19,81,0,12,7,88,0,0,0,2,1,1,1,7,7,0,4,5,7,11,0,6,17,6,0,2,14,4,2,4,11,0,0,43,57,0,0,0,0,0,0,100,0,0,0,0,2,2,47,30,19,2,0,9,24,45,13,7,6.1395348837209305,8.354016414558123,1.7500000000000002,0.9574271077563381,13.343749999999998,5.568384675535342,3.5578947368421052,1.3023366028410872
NZ,NZL,New Zealand,4,2020-12-24,2020-12-23,100,1,7504.75972043264,1,7504.75972043264,5,100,638507.1223723557,97,0,1,99,0,8,92,0,1,99,0,23,77,0,11,89,0,14,86,0,4,96,0,1,99,0,1,99,0,1,99,0,2,98,0,16,84,0,1,99,0,12,88,99,1,0,0,92,1,1,6,99,0,0,1,77,3,5,15,89,2,3,6,86,3,3,8,96,1,0,3,99,0,0,1,99,0,0,1,99,1,0,0,98,0,1,1,84,2,4,10,99,1,0,0,88,3,4,5,0,0,4,96,96,4,0,0,0,31,69,69,0,2,29,98,1,1,0,98,0,2,0,100,0,0,2,1,1,96,100,0,0,0,0,0,0,0,42,41,10,7,0,0,31,60,9,0,1,54,38,7,0,0,47,45,8,0,1,42,46,11,0,0,11,60,29,0,99,1,0,0,99,0,1,0,99,0,1,0,99,0,0,1,99,0,0,1,99,0,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,45,55,0,0,85,15,0,0,68,32,0,0,73,27,0,0,30,70,0,0,13,87,0,0,82,18,18,0,30,15,20,17,0,0,1,2,23,74,0,0,100,0,0,0,21,79,0,0,4,2,8,12,73,1,0,0,10,18,26,46,0,0,4,15,32,49,100,100,55,1,4,40,15,1,9,75,32,1,4,63,27,1,6,66,70,1,1,28,87,1,9,3,0,0,1,2,4,10,83,0,0,2,1,3,16,78,0,1,6,27,41,25,0,0,0,3,21,76,0,0,4,15,34,47,81,1,13,5,81,3,1,15,81,2,5,12,0,0,74,26,74,0,13,13,87,0,1,0,1,0,0,1,10,13,0,1,6,5,13,1,5,15,6,0,2,7,5,0,4,17,0,0,29,70,1,0,0,0,0,0,0,100,0,0,0,3,3,52,26,16,3,1,12,20,35,19,10,4.725,5.782322752169444,1.25,0.5,12.866666666666667,5.440588203494177,3.4000000000000004,1.525666927762441
NZ,NZL,New Zealand,5,2020-12-24,2020-12-23,100,0,0,0,0,3,100,602542.6730461454,99,0,1,99,0,11,89,0,1,99,0,18,82,0,8,92,0,9,91,0,3,97,0,0,100,1,3,96,0,1,99,0,4,96,0,8,92,0,0,100,0,9,91,99,0,0,1,89,0,5,6,99,0,0,1,82,0,4,14,92,0,4,4,91,0,1,8,97,0,2,1,100,0,0,0,97,0,2,1,99,0,1,0,96,0,3,1,92,0,2,6,100,0,0,0,91,0,3,6,0,0,3,97,97,2,1,0,0,23,77,77,1,3,19,97,0,3,0,97,1,2,0,99,0,1,4,1,2,93,100,0,0,0,0,0,0,0,48,27,15,10,0,1,29,60,10,0,1,55,38,6,0,1,48,43,8,0,2,51,39,8,0,2,21,51,26,0,98,1,0,1,98,0,2,0,98,0,2,0,98,1,0,1,98,0,1,1,98,1,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,41,59,0,0,89,11,0,0,67,33,0,0,76,24,0,0,29,71,0,0,8,92,0,1,74,25,26,0,32,12,14,16,0,0,1,0,30,69,0,0,100,0,0,3,15,82,0,0,2,5,13,10,67,3,0,0,14,16,27,43,0,1,3,15,34,47,100,100,59,0,7,34,11,0,11,78,33,0,7,60,24,0,9,67,71,0,5,24,92,0,4,4,0,0,1,0,10,9,80,0,0,1,0,5,10,84,0,0,5,24,33,38,0,0,0,2,13,85,0,0,3,15,31,51,82,0,12,6,82,3,3,12,82,3,4,11,0,1,67,32,68,0,14,18,86,0,0,2,2,2,1,1,6,19,0,7,5,5,18,3,3,6,2,1,2,8,4,2,4,11,0,3,40,56,0,1,0,0,0,0,0,0,100,0,0,1,5,47,26,21,1,4,15,17,44,11,8,5.3428571428571425,7.124699610356575,0.5,0.7071067811865476,13.18041237113402,5.483966006597053,2.663157894736842,1.325771764926517
NZ,NZL,New Zealand,6,2020-12-24,2020-12-23,100,1,3430.86964376187,0,0,3,100,689657.8012814012,95,0,2,98,1,13,86,0,2,98,0,11,89,0,8,92,0,13,87,0,2,98,1,2,97,0,2,98,0,2,98,0,0,100,0,5,95,1,2,97,1,2,97,98,0,1,1,87,0,3,10,98,0,0,2,89,0,2,9,92,0,1,7,87,0,1,12,98,0,1,1,98,0,0,2,98,0,1,1,98,0,1,1,100,0,0,0,95,0,2,3,98,0,0,2,98,0,0,2,0,0,2,98,98,0,2,0,2,26,72,74,0,0,26,100,0,0,0,100,0,0,0,100,0,0,2,1,1,96,100,0,0,0,0,0,0,0,50,29,16,5,0,3,32,53,12,0,1,54,35,10,0,2,46,37,15,0,2,55,31,12,0,3,20,48,29,0,99,0,1,0,99,0,1,0,99,0,0,1,99,0,0,1,99,0,1,0,99,0,1,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,29,71,0,0,83,17,0,1,65,34,0,0,76,24,0,1,27,72,0,0,14,86,0,0,71,29,29,1,35,15,7,13,0,0,0,3,33,64,0,0,99,1,0,0,23,77,0,0,2,3,7,10,76,2,0,0,19,19,39,23,0,1,5,24,31,39,100,100,71,0,3,26,17,0,8,75,35,0,4,61,24,0,6,70,73,1,0,26,86,0,8,6,0,1,1,0,3,8,87,0,0,0,1,4,13,82,0,1,7,29,36,27,0,0,0,2,10,88,0,0,1,6,20,73,93,2,3,2,93,1,2,4,93,0,4,3,0,0,35,65,35,0,15,50,85,0,1,0,0,1,0,0,13,50,0,3,2,1,10,1,2,5,2,0,2,7,2,3,5,5,0,2,47,51,0,0,0,0,0,0,0,0,0,100,0,2,8,35,30,25,2,4,17,27,31,14,5,6.966666666666667,8.10909805492373,1.5,0.7071067811865476,12.978723404255318,5.533823122650351,2.4395604395604398,1.5720389534952597
NZ,NZL,New Zealand,-99,2020-12-25,2020-12-24,100,2,22167.41126822939,0,0,11,87,1153555.2775128,0,2,2,96,2,17,81,3,5,92,2,18,80,1,17,82,2,13,85,2,7,91,3,3,94,2,8,90,2,3,95,2,12,86,2,19,79,1,5,94,3,14,83,98,0,0,2,83,0,4,13,95,0,1,4,82,1,4,13,83,0,4,13,87,0,3,10,93,0,2,5,97,0,2,1,92,0,5,3,97,0,0,3,88,0,3,9,81,1,5,13,95,0,0,5,86,1,4,9,13,0,7,80,96,2,2,18,2,23,57,77,1,1,21,99,0,1,0,99,0,1,0,100,0,0,23,3,3,71,100,0,0,0,0,0,21,0,39,17,16,7,29,3,28,34,6,29,5,40,23,3,29,4,37,23,7,29,5,40,21,5,29,5,19,30,17,0,97,2,0,1,97,2,1,0,97,2,0,1,97,1,1,1,97,2,0,1,97,2,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,36,0,22,42,36,0,43,21,36,0,33,31,36,2,43,19,36,1,21,42,36,1,7,56,40,0,39,21,61,0,13,9,4,13,46,3,0,4,18,29,46,4,49,1,60,1,9,30,60,0,3,0,4,3,30,0,60,1,8,4,14,13,62,3,4,4,10,17,100,100,78,0,4,18,57,0,6,37,67,0,4,29,57,0,5,38,79,0,3,18,93,0,2,5,71,0,1,1,2,2,23,71,0,1,0,7,3,18,82,1,1,4,2,10,82,0,2,0,1,15,82,0,2,4,2,10,96,1,2,1,96,1,2,1,96,1,1,2,89,0,5,6,94,0,2,4,100,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,6.035714285714286,7.4509862278221775,2,1.4142135623730951,0,0,0,0
NZ,NZL,New Zealand,1,2020-12-25,2020-12-22,100,0,0,0,0,5,100,846895.8928537609,98,0,0,100,0,11,89,0,3,97,0,19,81,0,22,78,0,18,82,0,8,92,0,6,94,0,5,95,0,0,100,0,7,93,0,21,79,0,0,100,0,17,83,100,0,0,0,89,0,3,8,97,0,2,1,81,0,4,15,78,0,11,11,82,0,3,15,92,0,3,5,94,0,3,3,95,0,1,4,100,0,0,0,93,0,2,5,79,0,4,17,100,0,0,0,83,0,2,15,0,0,4,96,96,3,1,0,0,34,66,66,0,2,32,98,0,2,0,98,0,2,0,100,0,0,2,1,2,95,100,0,0,0,0,0,0,0,41,35,18,6,0,0,51,45,4,0,0,63,32,5,0,0,64,28,8,0,0,60,34,6,0,0,21,63,16,0,98,1,0,1,98,1,1,0,98,1,0,1,98,1,0,1,98,1,0,1,98,0,1,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,53,47,0,0,83,17,0,0,71,29,0,1,83,16,0,0,55,45,0,0,22,78,0,0,83,17,17,0,25,20,19,19,0,0,1,10,40,49,0,0,100,0,0,1,20,79,0,0,2,3,6,11,76,2,0,0,9,11,30,50,0,0,3,20,33,44,100,100,47,1,4,48,17,1,4,78,29,1,5,65,17,1,2,80,45,1,2,52,78,0,7,15,0,0,0,3,10,27,60,0,0,0,7,10,25,58,0,0,8,24,31,37,0,0,1,6,17,76,0,0,8,12,30,50,80,0,14,6,80,1,1,18,80,1,3,16,0,0,69,31,69,0,14,17,86,0,0,0,3,5,0,1,5,17,0,1,13,4,11,0,1,5,0,0,6,7,5,4,3,23,0,1,31,67,1,0,0,0,100,0,0,0,0,0,0,1,0,57,24,18,1,0,4,23,33,26,13,4.689655172413793,5.725311288715407,1,0.8164965809277259,12.373684210526315,4.700593229341033,3.93939393939394,1.550629772114213
NZ,NZL,New Zealand,2,2020-12-25,2020-12-23,100,0,0,0,0,17,100,890209.4156337412,96,0,0,100,0,10,90,0,2,98,0,22,78,0,17,83,0,12,88,0,6,94,0,2,98,0,2,98,0,0,100,0,2,98,0,12,88,0,1,99,0,6,94,100,0,0,0,90,0,4,6,98,0,1,1,78,0,4,18,83,0,5,12,88,0,3,9,94,0,2,4,98,0,1,1,98,0,0,2,100,0,0,0,98,0,1,1,88,0,1,11,99,0,0,1,94,0,2,4,0,0,11,89,89,11,0,0,0,29,71,71,0,2,27,98,0,2,0,98,0,2,0,100,0,0,2,1,3,94,100,0,0,0,0,0,0,0,40,35,17,8,0,1,26,64,9,0,1,47,43,9,0,1,40,46,13,0,0,56,34,10,0,1,13,66,20,0,97,1,0,2,97,0,1,2,97,1,0,2,97,1,1,1,97,1,0,2,97,1,1,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,44,56,0,0,79,21,0,0,69,31,0,1,82,17,0,0,48,52,0,0,18,82,0,0,81,19,19,0,24,22,13,22,0,0,1,7,32,60,0,0,100,0,0,0,21,79,0,0,3,1,4,14,78,0,0,0,6,10,37,47,0,1,4,12,36,47,100,100,56,1,4,39,21,1,5,73,31,1,5,63,18,1,6,75,52,2,5,41,82,1,12,5,0,0,0,1,9,15,75,0,0,1,2,12,14,71,0,0,12,24,29,35,0,0,3,6,16,75,0,0,3,13,31,53,84,0,8,8,84,1,0,15,84,0,2,14,0,0,75,25,75,0,12,13,88,0,3,0,1,1,0,2,5,13,0,6,4,7,7,2,5,10,2,0,2,9,4,6,4,19,0,2,43,54,0,1,0,0,0,100,0,0,0,0,0,2,1,57,28,12,2,1,19,24,34,16,4,5.159090909090909,5.842678510545472,1.5454545454545454,0.6875516509523286,11.835227272727273,6.041866191350995,3.4000000000000004,1.5046028669499611
