ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
DK,DNK,Denmark,-99,2020-12-25,2020-12-25,173,0,0,0,0,49,151,629389.5870107822,0,2,1,170,2,22,149,3,5,165,3,20,150,2,29,142,2,19,152,3,15,155,2,5,166,2,7,164,2,4,167,3,4,166,2,20,151,3,7,163,2,14,157,171,0,2,0,151,2,6,14,168,1,0,4,153,1,7,12,144,1,6,22,154,1,4,14,158,1,4,10,168,1,3,1,166,1,2,4,169,0,2,2,169,0,2,2,153,1,7,12,166,0,2,5,159,1,3,10,20,2,26,125,153,0,6,14,28,4,109,32,67,1,51,54,122,0,1,50,0,122,0,2,49,172,0,1,0,88,1,19,65,173,0,0,0,0,0,42,1,93,20,7,10,69,5,36,53,10,69,12,49,36,7,69,13,47,34,10,69,14,54,29,7,69,14,23,53,14,0,158,6,6,3,158,6,5,4,158,8,0,7,158,9,0,6,158,7,2,6,158,6,2,7,173,0,0,0,173,0,0,0,173,0,0,0,173,0,0,0,173,0,0,0,173,0,0,0,173,0,0,0,173,0,0,0,173,0,0,0,173,0,0,0,173,0,0,0,173,0,0,0,72,1,12,88,72,2,36,63,72,1,4,96,72,1,79,21,72,2,3,96,72,2,5,94,76,1,63,33,110,0,33,25,4,1,82,0,1,1,22,67,82,1,90,0,95,0,14,64,95,0,11,30,22,12,2,1,95,1,8,22,32,15,96,2,6,44,19,6,104,0,27,41,1,117,2,18,34,2,161,0,5,7,137,1,32,3,169,0,2,2,95,0,19,59,170,0,2,1,168,0,5,0,120,1,0,0,3,5,44,120,1,0,0,5,10,37,128,1,8,19,13,4,128,0,1,2,8,34,128,0,1,1,10,33,171,0,2,0,171,0,0,2,171,0,0,2,134,0,8,31,142,0,21,10,173,0,0,0,0,0,0,0,0,168,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,173,0,0,0,0,0,173,0,0,0,0,0,0,0,0,173,0,0,0,0,173,0,0,0,0,0,0,4.9298245614035086,7.570760598519824,2.15,1.4964871146156007,0,0,0,0
DK,DNK,Denmark,1,2020-12-25,2020-12-23,100,0,0,0,0,31,100,717048.4749522078,97,0,1,99,0,11,89,0,4,96,0,15,85,0,39,61,0,11,89,0,16,84,0,1,99,0,7,93,0,1,99,0,1,99,0,27,73,0,3,97,0,19,81,99,1,0,0,89,0,3,8,96,0,3,1,85,1,4,10,61,0,6,33,89,1,3,7,84,1,5,10,99,0,0,1,93,1,2,4,99,0,1,0,99,0,0,1,73,1,3,23,97,1,1,1,81,1,5,13,0,0,16,84,84,0,8,8,0,0,90,10,10,0,63,27,37,0,5,57,1,37,0,0,63,100,0,0,0,63,0,8,29,100,0,0,0,0,0,0,1,48,29,18,4,0,1,43,51,5,0,1,55,38,6,0,1,49,45,5,0,1,51,41,7,0,1,13,58,28,0,92,0,5,3,92,0,0,8,92,0,0,8,92,0,1,7,92,0,0,8,92,0,0,8,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,13,87,0,0,53,47,0,0,4,96,0,0,69,31,0,0,1,99,0,0,11,89,0,0,70,30,30,0,51,16,3,0,0,0,0,7,27,66,0,0,100,0,0,2,12,86,0,0,14,43,34,7,0,2,0,0,11,32,46,11,0,1,19,49,26,5,0,1,5,91,3,0,1,7,87,5,87,0,10,3,47,0,52,1,96,0,3,1,31,0,12,57,99,0,0,1,89,0,10,1,0,2,3,1,7,21,66,0,0,3,6,13,30,48,0,3,21,43,30,3,0,0,1,4,7,88,0,0,5,10,26,59,85,1,7,7,85,1,0,14,85,1,1,13,0,0,30,70,30,0,23,47,77,0,7,0,4,2,1,0,9,47,0,2,16,1,7,1,1,3,7,0,3,1,0,0,0,11,0,1,40,59,0,0,0,0,100,0,0,0,0,0,0,2,1,52,29,16,2,0,25,22,28,15,8,6.301369863013699,8.865797155841294,1.875,1.3102162671355697,8.642857142857142,5.996890728760898,2.9791666666666665,1.5759987087001566
DK,DNK,Denmark,2,2020-12-25,2020-12-24,100,0,0,0,0,48,100,576424.5447615844,97,0,0,100,0,14,86,0,3,97,0,20,80,0,25,75,0,9,91,0,8,92,0,1,99,0,4,96,0,1,99,0,4,96,0,18,82,0,2,98,0,16,84,100,0,0,0,86,0,5,9,97,0,0,3,80,0,3,17,75,0,4,21,91,0,3,6,92,0,2,6,99,0,1,0,96,0,1,3,99,0,1,0,96,0,2,2,82,0,3,15,98,0,0,2,84,0,4,12,0,0,18,82,82,0,4,14,0,1,83,16,17,2,39,42,61,0,1,37,1,61,0,4,35,96,2,2,0,42,0,9,49,100,0,0,0,0,0,0,0,49,35,9,7,0,0,24,69,7,0,0,52,43,5,0,0,51,39,10,0,0,54,39,7,0,0,13,67,20,0,91,0,2,7,91,0,1,8,91,0,1,8,91,0,6,3,91,0,1,8,91,0,0,9,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,14,86,0,0,47,53,0,0,3,97,0,0,81,19,0,0,2,98,0,1,10,89,0,0,82,18,18,0,45,34,2,1,0,0,0,4,28,68,0,0,100,0,0,1,17,82,0,0,15,28,45,9,1,2,0,0,6,22,54,18,0,0,16,47,33,4,0,0,13,85,2,0,0,13,86,1,86,0,8,6,53,0,47,0,97,0,3,0,19,0,10,71,98,0,2,0,90,0,10,0,0,0,1,1,7,15,76,0,0,0,6,4,28,62,0,0,16,39,32,13,0,0,1,4,14,81,0,0,9,12,23,56,79,0,15,6,79,0,3,18,79,1,3,17,0,0,49,51,49,0,16,35,84,0,7,0,3,0,0,0,6,35,0,2,2,4,8,0,4,11,5,0,1,10,1,2,3,12,0,0,31,69,0,0,0,0,0,100,0,0,0,0,0,2,0,51,25,22,2,0,36,23,28,11,0,7.928571428571429,10.465279638981364,2.764705882352941,1.3932610920384718,11.145833333333334,6.513514964516659,2.9693877551020407,1.5824689155602696
DK,DNK,Denmark,3,2020-12-25,2020-12-25,119,0,0,0,0,39,118,458663.9351152395,118,0,0,119,0,14,105,0,5,114,0,28,91,0,24,95,0,19,100,0,12,107,0,5,114,0,8,111,0,1,118,0,3,116,0,33,86,0,4,115,0,19,100,119,0,0,0,105,1,8,5,114,1,2,2,91,1,9,18,95,1,5,18,100,1,4,14,107,1,8,3,114,1,3,1,111,0,5,3,118,0,1,0,116,0,2,1,86,1,6,26,115,1,1,2,100,1,5,13,0,1,18,100,101,0,6,12,0,0,100,19,19,1,50,49,69,0,1,48,1,69,0,2,48,117,0,2,0,51,0,18,50,119,0,0,0,0,0,0,0,64,35,13,7,0,0,32,77,10,0,0,53,59,7,0,1,58,52,8,0,0,67,45,7,0,0,23,74,22,0,101,3,5,10,101,4,0,14,101,4,0,14,101,4,3,11,101,2,3,13,101,3,1,14,119,0,0,0,119,0,0,0,119,0,0,0,119,0,0,0,119,0,0,0,119,0,0,0,119,0,0,0,119,0,0,0,119,0,0,0,119,0,0,0,119,0,0,0,119,0,0,0,0,0,15,104,0,1,46,72,0,0,1,118,0,0,91,28,0,0,1,118,0,0,5,114,0,0,76,43,43,0,48,21,7,0,0,0,0,3,29,87,0,0,118,1,0,0,17,102,0,0,17,33,41,25,1,2,0,0,14,32,57,16,0,1,16,64,32,6,0,0,21,97,1,0,1,20,95,3,104,0,11,4,73,0,44,2,118,0,1,0,28,1,13,77,118,0,0,1,114,0,5,0,0,0,0,0,9,14,96,0,0,1,2,9,26,81,0,1,21,62,30,5,0,0,0,3,12,104,0,0,1,12,34,72,106,1,7,5,106,0,1,12,106,1,2,10,0,1,59,59,60,0,15,44,104,1,2,0,4,0,3,0,5,45,1,1,5,4,6,1,5,13,6,0,0,9,6,0,4,13,0,2,38,79,0,0,0,0,0,0,119,0,0,0,0,1,3,42,41,32,1,0,17,24,50,20,7,5.8533333333333335,7.253504899931711,2.1666666666666665,1.3394467690277294,9.97787610619469,6.244064817792893,3.43859649122807,1.5112269393735887
DK,DNK,Denmark,4,2020-12-25,2020-12-25,215,1,1542.0141275054502,0,0,97,215,510888.5582309758,212,0,2,213,0,33,182,0,7,208,0,21,194,0,35,180,0,23,192,0,12,203,0,4,211,0,9,206,0,2,213,0,6,209,0,39,176,0,3,212,0,19,196,213,0,0,2,182,0,7,26,208,0,3,4,194,0,5,16,180,0,11,24,192,0,6,17,203,0,5,7,211,0,3,1,206,0,5,4,213,0,2,0,209,0,4,2,176,0,10,29,212,0,2,1,196,0,4,15,0,0,36,179,179,1,12,23,0,6,166,43,49,1,87,78,128,0,3,84,0,128,0,1,86,214,1,0,0,94,1,13,107,215,0,0,0,0,0,0,0,131,55,22,7,0,0,46,147,22,0,6,88,108,13,0,6,85,109,15,0,6,101,97,11,0,6,33,131,45,0,202,5,3,5,202,5,4,4,202,6,1,6,202,5,1,7,202,5,1,7,202,4,2,7,215,0,0,0,215,0,0,0,215,0,0,0,215,0,0,0,215,0,0,0,215,0,0,0,215,0,0,0,215,0,0,0,215,0,0,0,215,0,0,0,215,0,0,0,215,0,0,0,0,0,29,186,0,0,87,128,0,1,5,209,0,0,178,37,0,0,3,212,0,0,5,210,0,0,163,52,52,0,106,52,4,1,0,4,0,6,48,157,0,1,214,0,0,1,31,183,0,0,30,57,77,43,4,4,0,0,10,58,100,47,0,0,35,113,59,8,0,0,52,163,0,0,0,34,176,5,186,1,15,13,128,2,82,3,210,0,5,0,37,2,40,136,212,0,3,0,210,1,4,0,0,0,0,1,15,14,185,0,0,1,2,10,31,171,0,2,39,92,69,13,0,0,0,3,18,194,0,0,3,11,40,161,201,0,11,3,201,4,0,10,201,4,1,9,0,1,115,99,116,0,17,82,198,0,5,1,2,0,0,1,8,83,1,3,15,4,12,0,10,23,10,0,2,7,13,1,5,26,0,2,69,144,0,0,0,0,0,0,0,215,0,0,0,3,7,92,51,62,3,4,51,53,68,27,9,6.453608247422681,8.389006469973939,2.742857142857143,1.52127765851133,8.347290640394089,6.036098507917859,2.8883495145631066,1.4657588375741053
DK,DNK,Denmark,5,2020-12-25,2020-12-25,229,0,0,0,0,78,228,438134.07636030496,224,0,1,228,0,24,205,0,1,228,0,17,212,0,40,189,0,23,206,0,12,217,0,2,227,0,5,224,0,1,228,0,5,224,0,28,201,0,4,225,0,16,213,228,0,0,1,205,1,10,13,228,0,0,1,212,0,5,12,189,1,11,28,206,0,6,17,217,1,7,4,227,0,2,0,224,1,2,2,228,1,0,0,224,0,1,4,201,0,4,24,225,0,3,1,213,0,10,6,0,1,36,192,193,0,12,24,0,1,176,52,53,4,80,92,149,0,2,77,1,149,0,2,78,227,0,2,0,85,0,12,132,229,0,0,0,0,0,0,0,145,58,20,6,0,10,43,164,12,0,7,89,126,7,0,10,86,121,12,0,10,107,107,5,0,12,38,141,38,0,217,4,4,4,217,4,3,5,217,7,0,5,217,6,1,5,217,7,0,5,217,7,0,5,229,0,0,0,229,0,0,0,229,0,0,0,229,0,0,0,229,0,0,0,229,0,0,0,229,0,0,0,229,0,0,0,229,0,0,0,229,0,0,0,229,0,0,0,229,0,0,0,0,0,36,193,0,0,105,124,0,2,3,224,0,1,173,55,0,0,6,223,0,0,8,221,0,0,166,63,63,0,92,65,5,4,0,0,0,2,35,192,0,1,228,0,0,4,27,198,0,0,41,47,86,49,4,2,0,0,28,41,109,51,0,3,41,107,65,13,0,0,68,159,2,0,0,41,187,1,193,1,14,21,124,1,101,3,226,0,2,1,56,1,56,116,223,0,3,3,221,0,8,0,0,2,0,1,9,24,193,0,0,0,3,7,36,183,0,1,37,92,83,16,0,0,1,2,11,215,0,0,2,15,34,178,212,3,8,6,212,5,2,10,212,3,4,10,0,2,119,108,121,1,23,84,206,0,3,0,4,1,1,1,13,87,0,2,10,7,7,2,8,22,11,0,2,19,12,1,9,30,0,3,86,139,0,1,0,0,0,0,0,0,229,0,0,2,7,89,69,62,2,3,86,51,59,24,4,7.63953488372093,8.999232373404608,2.4482758620689653,1.6601679539938061,8.307692307692308,6.12356733637158,2.3881278538812785,1.3443888356337113
DK,DNK,Denmark,6,2020-12-25,2020-12-25,191,1,2845.5880112079603,0,0,46,188,543007.580897623,189,2,3,186,1,20,170,2,6,183,2,7,182,1,22,168,3,18,170,2,5,184,2,1,188,2,2,187,2,1,188,2,6,183,2,14,175,3,1,187,3,9,179,188,1,1,1,171,2,3,15,185,0,0,6,184,0,1,6,169,2,1,19,173,1,0,17,186,1,2,2,190,0,0,1,189,0,1,1,190,0,0,1,185,0,1,5,177,0,3,11,190,0,1,0,182,1,1,7,0,3,25,163,166,0,4,21,0,1,111,79,80,1,48,62,143,0,2,46,0,143,0,1,47,190,0,1,0,50,4,9,128,191,0,0,0,0,0,0,1,148,33,7,2,0,14,52,111,14,0,19,84,82,6,0,25,70,86,10,0,18,92,74,7,0,28,38,101,24,0,182,5,2,2,182,4,3,2,182,7,1,1,182,5,2,2,182,7,0,2,182,7,0,2,191,0,0,0,191,0,0,0,191,0,0,0,191,0,0,0,191,0,0,0,191,0,0,0,191,0,0,0,191,0,0,0,191,0,0,0,191,0,0,0,191,0,0,0,191,0,0,0,0,2,9,180,0,0,76,115,0,0,3,188,0,0,145,46,0,0,1,190,0,0,6,185,0,0,133,58,58,0,76,53,4,0,0,2,0,4,55,130,0,2,189,0,0,1,21,169,0,0,30,48,67,33,8,5,0,0,27,72,79,13,0,0,44,92,52,3,0,0,155,34,2,0,3,101,83,4,182,2,6,1,115,1,70,5,188,0,2,1,46,1,44,100,190,0,0,1,185,0,5,1,0,0,0,1,4,21,165,0,0,0,1,3,27,160,0,1,32,79,64,15,0,0,1,1,14,175,0,0,1,1,31,158,189,0,2,0,189,1,0,1,189,1,0,1,0,1,27,163,28,2,20,141,171,0,1,0,2,0,0,0,17,144,0,2,3,3,2,1,2,6,2,0,0,3,3,3,6,11,0,2,89,100,0,0,0,0,0,0,0,0,0,191,0,2,7,64,64,54,2,4,104,47,22,9,3,9.395833333333334,11.235846100256646,1.9545454545454546,0.9500512631418384,7.528409090909091,5.349423442655402,1.747252747252747,0.9871372370223748
DK,DNK,Denmark,7,2020-12-25,2020-12-24,100,0,0,0,0,15,100,274795.47585431224,96,2,1,97,3,7,90,2,5,93,2,7,91,1,25,74,2,11,87,2,2,96,2,1,97,2,3,95,2,2,96,2,2,96,2,4,94,2,2,96,2,4,94,99,0,1,0,93,0,3,4,95,0,1,4,93,1,3,3,75,1,2,22,89,1,2,8,98,0,1,1,99,0,0,1,97,0,1,2,98,1,0,1,98,0,0,2,96,1,1,2,98,1,1,0,96,0,2,2,0,0,7,93,93,0,0,7,0,1,48,51,52,3,14,31,86,0,1,13,0,86,0,0,14,100,0,0,0,18,4,7,71,100,0,0,0,0,0,0,3,69,23,3,2,0,15,29,52,4,0,20,37,39,4,0,25,30,43,2,0,21,39,36,4,0,32,14,44,10,0,93,2,3,2,93,3,0,4,93,4,0,3,93,3,0,4,93,3,1,3,93,2,3,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,1,98,0,0,45,55,0,0,3,97,0,0,64,36,0,0,1,99,0,0,5,95,0,0,55,45,45,0,32,23,0,0,0,0,0,1,33,66,0,0,100,0,0,2,8,90,0,0,21,30,32,14,3,0,0,0,26,39,33,2,0,5,26,48,16,5,0,0,83,16,1,0,3,65,32,0,99,0,0,1,55,1,40,4,97,0,3,0,36,1,21,42,99,0,1,0,95,1,3,1,0,1,0,0,3,11,85,0,0,0,0,2,20,78,0,1,24,32,36,7,0,0,0,0,8,92,0,1,0,3,8,88,97,1,2,0,97,1,1,1,97,1,0,2,0,1,1,98,2,1,4,93,96,0,1,0,0,0,0,0,3,95,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,3,42,55,0,0,0,0,0,0,0,0,0,0,100,3,11,40,24,22,3,9,60,17,9,1,1,7.363636363636364,8.67762273688113,3,1.8257418583505536,7.403225806451613,4.582728720374377,1.6395348837209303,0.8528539037383549
DK,DNK,Denmark,-99,2020-12-26,2020-12-26,201,0,0,0,0,72,178,577754.7824568746,0,1,1,199,1,34,166,1,8,192,1,27,173,1,44,156,1,27,173,1,16,184,2,5,194,3,11,187,2,7,192,2,7,192,2,31,168,2,6,193,1,17,183,200,0,0,1,167,1,11,22,193,0,3,5,174,1,10,16,157,1,9,34,174,1,7,19,185,2,6,8,196,0,4,1,190,0,2,9,194,0,4,3,194,1,4,2,170,1,6,24,195,0,2,4,184,1,8,8,23,0,32,146,174,0,7,20,38,2,122,39,82,0,58,61,143,0,2,55,1,143,0,1,57,200,0,1,0,101,2,15,83,201,0,0,0,0,0,51,0,92,40,12,6,75,2,37,79,8,75,3,61,57,5,75,4,63,54,5,75,4,66,53,3,75,6,24,74,22,0,189,3,6,3,189,3,1,8,189,3,1,8,189,2,3,7,189,3,1,8,189,2,1,9,201,0,0,0,201,0,0,0,201,0,0,0,201,0,0,0,201,0,0,0,201,0,0,0,201,0,0,0,201,0,0,0,201,0,0,0,201,0,0,0,201,0,0,0,201,0,0,0,87,1,11,102,87,1,43,70,87,1,2,111,87,0,82,32,87,0,3,111,87,0,4,110,94,2,70,35,131,0,39,26,4,1,102,2,0,3,26,68,102,2,97,0,114,0,11,76,114,1,18,25,24,17,1,1,114,0,6,20,47,14,115,2,14,45,19,6,118,0,25,56,2,131,0,19,49,2,190,0,10,1,158,0,41,2,199,0,2,0,119,0,22,60,198,0,1,2,197,0,4,0,131,0,0,1,3,7,59,131,0,0,2,2,14,52,139,0,9,24,25,4,139,0,0,1,9,52,139,0,3,2,16,41,196,0,4,1,196,0,0,5,196,0,1,4,144,2,6,49,152,0,31,18,198,0,1,0,0,1,0,1,0,195,0,0,1,0,1,0,0,2,0,0,0,1,0,1,0,0,201,0,0,0,0,0,201,0,0,0,0,0,0,0,0,201,0,0,0,0,201,0,0,0,0,0,0,5.766233766233766,6.047827151996309,2.6,1.4142135623730951,0,0,0,0
DK,DNK,Denmark,1,2020-12-26,2020-12-24,100,0,0,0,0,53,100,593355.3099077515,98,0,0,100,0,13,87,0,1,99,0,15,85,0,30,70,0,11,89,0,15,85,0,2,98,0,6,94,0,1,99,0,5,95,0,25,75,0,3,97,0,17,83,100,0,0,0,87,0,4,9,99,0,1,0,85,0,2,13,70,0,5,25,89,0,3,8,85,0,6,9,98,0,1,1,94,0,2,4,99,0,1,0,95,0,1,4,75,0,1,24,97,0,1,2,83,0,5,12,0,0,19,81,81,0,5,14,0,0,91,9,9,0,62,29,38,0,2,60,0,38,0,0,62,100,0,0,0,62,0,5,33,100,0,0,0,0,0,0,0,40,35,20,5,0,0,42,50,8,0,2,51,39,8,0,1,52,39,8,0,2,57,34,7,0,1,10,54,35,0,95,0,1,4,95,0,0,5,95,0,0,5,95,0,4,1,95,0,1,4,95,0,0,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,11,89,0,0,35,65,0,0,4,96,0,0,77,23,0,0,1,99,0,0,6,94,0,0,78,22,22,0,51,22,5,0,0,0,0,8,31,61,0,0,100,0,0,1,14,85,0,0,16,34,39,8,0,3,0,1,9,19,55,16,0,1,16,50,31,2,0,0,6,90,4,0,0,5,88,7,89,0,11,0,65,0,35,0,96,0,4,0,23,0,5,72,99,0,0,1,94,0,6,0,0,0,1,2,5,16,76,0,0,1,3,9,24,63,0,1,22,34,37,6,0,0,0,1,8,91,0,0,4,6,31,59,90,1,5,4,90,2,0,8,90,2,1,7,0,1,33,66,34,1,20,45,80,1,3,0,2,1,1,0,12,47,1,3,17,1,3,1,4,3,5,0,4,1,0,1,1,8,0,1,35,62,2,0,0,0,100,0,0,0,0,0,0,2,4,46,24,24,2,0,24,23,33,10,8,6.459016393442623,8.730356561049504,2.789473684210526,1.3975751766073286,8.694444444444445,6.001261311452749,3.0549450549450547,1.537405009623087
