ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
DK,DNK,Denmark,4,2020-12-22,2020-12-22,238,1,2909.965296739389,1,2909.965296739389,85,238,564204.7553698592,236,1,2,235,1,34,203,1,5,232,1,21,216,1,49,188,1,22,215,1,20,217,1,3,234,1,14,223,1,5,232,1,4,233,2,53,183,1,3,234,1,24,213,236,0,2,0,204,1,10,23,233,0,2,3,217,0,9,12,189,1,13,35,216,1,7,14,218,0,7,13,235,0,1,2,224,0,7,7,233,0,4,1,234,0,3,1,185,1,17,35,235,0,2,1,214,0,11,13,0,0,36,202,202,0,10,26,0,1,194,43,44,2,111,81,127,0,4,98,9,127,0,3,108,235,0,3,0,114,0,14,110,238,0,0,0,0,0,0,0,149,71,12,6,0,2,46,169,21,0,7,104,115,12,0,5,104,117,12,0,7,127,99,5,0,6,36,163,33,0,224,3,8,3,224,5,0,9,224,6,0,8,224,3,2,9,224,4,2,8,224,5,1,8,238,0,0,0,238,0,0,0,238,0,0,0,238,0,0,0,238,0,0,0,238,0,0,0,238,0,0,0,238,0,0,0,238,0,0,0,238,0,0,0,238,0,0,0,238,0,0,0,0,0,68,170,0,0,176,62,0,0,10,228,0,0,132,106,0,0,3,235,0,1,12,225,0,0,119,119,119,0,88,19,6,6,0,2,0,3,48,185,0,1,237,0,0,2,46,190,0,0,32,70,94,39,2,1,0,0,35,56,102,45,0,0,47,118,61,12,0,0,48,190,0,0,0,30,205,3,170,0,37,31,62,1,171,4,228,0,7,3,106,0,46,86,235,0,1,2,226,0,10,2,0,4,0,0,16,20,198,0,1,0,3,8,59,167,0,1,48,110,67,12,0,0,0,1,25,212,0,0,3,9,42,184,226,0,9,3,226,3,0,9,226,3,1,8,0,0,142,96,142,1,19,76,219,1,6,0,0,2,5,1,4,77,0,2,11,9,21,3,8,25,15,1,1,21,14,2,5,23,0,10,90,138,0,0,0,0,0,0,0,238,0,0,0,1,4,104,64,65,1,0,78,57,55,31,16,5.991596638655462,7.72020878605803,2.361111111111111,1.268357267779926,8.4375,5.976629720323388,2.5042735042735043,1.2945838420187368
DK,DNK,Denmark,5,2020-12-22,2020-12-22,276,0,0,0,0,82,275,467555.356253258,270,1,1,274,2,32,242,1,6,269,0,13,263,0,36,240,1,22,253,1,18,257,1,7,268,1,7,268,2,2,272,1,7,268,1,40,235,1,2,273,1,18,257,275,0,1,0,244,1,7,24,270,0,2,4,263,1,6,6,240,1,8,27,254,0,4,18,258,0,7,11,269,1,4,2,269,1,1,5,274,0,1,1,269,0,4,3,236,1,11,28,274,0,2,0,258,0,7,11,0,1,42,233,234,0,10,32,0,2,199,75,77,0,82,117,194,0,2,71,9,194,0,0,82,276,0,0,0,84,3,21,168,276,0,0,0,0,0,0,0,169,77,22,8,0,5,52,196,23,0,10,115,139,12,0,11,96,147,22,0,8,131,125,12,0,11,37,184,44,0,255,2,6,13,255,3,2,16,255,4,1,16,255,4,0,17,255,4,0,17,255,3,4,14,276,0,0,0,276,0,0,0,276,0,0,0,276,0,0,0,276,0,0,0,276,0,0,0,276,0,0,0,276,0,0,0,276,0,0,0,276,0,0,0,276,0,0,0,276,0,0,0,0,0,77,199,0,0,188,88,0,0,9,267,0,0,160,116,0,0,3,273,0,0,14,262,0,0,140,136,136,0,107,26,4,3,0,2,0,2,48,224,0,2,274,0,0,3,46,227,0,0,43,92,88,47,4,2,0,0,42,71,117,46,0,3,55,123,79,16,0,0,80,193,3,0,1,57,215,3,199,0,45,32,88,2,183,3,267,1,7,1,116,2,70,88,273,0,2,1,262,0,11,3,0,1,1,1,11,30,232,0,0,1,4,15,42,214,0,2,51,124,78,21,0,0,1,2,31,242,0,0,4,20,60,192,252,2,16,6,252,7,4,13,252,9,5,10,0,1,126,149,127,0,31,118,245,0,7,1,7,0,1,0,15,119,1,1,10,7,16,3,9,26,12,0,6,10,17,0,10,29,0,0,112,163,0,1,0,0,0,0,0,0,276,0,0,3,5,114,76,78,3,3,125,71,44,19,11,6.734693877551021,8.13107951191195,2.081081081081081,1.3411930505332925,8.053962264150943,5.8227994736803215,1.9360902255639099,1.045950923908409
DK,DNK,Denmark,6,2020-12-22,2020-12-22,269,1,2891.8849446289205,1,2891.8849446289205,33,269,564965.4253278952,260,3,1,265,1,25,243,1,9,259,3,13,253,2,28,239,2,22,245,2,12,255,3,3,263,2,5,262,2,0,267,2,7,260,2,18,249,2,6,261,2,18,249,268,0,0,1,244,0,4,21,260,0,1,8,256,0,4,9,241,0,9,19,247,1,7,14,257,0,5,7,266,0,1,2,264,0,3,2,269,0,0,0,262,0,1,6,251,0,1,17,263,1,2,3,251,0,7,11,0,0,22,247,247,0,3,19,0,5,160,104,109,4,53,103,216,0,0,51,2,216,0,1,52,268,0,1,0,62,4,19,184,269,0,0,0,0,0,0,0,201,55,11,2,0,15,58,177,19,0,28,110,124,7,0,29,98,129,13,0,24,122,118,5,0,31,45,158,35,0,250,1,10,8,250,5,3,11,250,5,2,12,250,5,2,12,250,5,0,14,250,5,1,13,269,0,0,0,269,0,0,0,269,0,0,0,269,0,0,0,269,0,0,0,269,0,0,0,269,0,0,0,269,0,0,0,269,0,0,0,269,0,0,0,269,0,0,0,269,0,0,0,0,3,23,243,0,1,204,64,0,2,7,260,0,0,143,126,0,0,3,266,0,0,20,249,0,0,118,151,151,0,100,16,2,0,0,1,0,5,54,209,0,2,267,0,0,2,44,223,0,0,45,73,98,41,9,3,0,1,65,90,96,17,0,2,66,128,62,11,0,1,212,55,1,0,2,144,120,3,246,0,18,5,65,0,203,1,262,0,7,0,126,2,50,91,266,0,2,1,249,0,20,0,0,1,1,1,11,42,213,0,1,0,3,9,49,207,0,3,44,127,86,9,0,3,1,1,20,244,0,0,1,3,38,227,265,0,3,1,265,2,0,2,265,2,0,2,0,1,37,231,38,0,35,196,234,0,1,0,2,5,1,1,25,197,0,2,5,3,6,0,4,8,2,0,6,1,3,3,6,23,0,7,117,144,1,0,0,0,0,0,0,0,0,269,0,5,15,105,69,75,5,9,170,49,28,6,2,5.351351351351352,6.905293646226393,1.588235294117647,1.121317502394603,7.642000000000001,5.050233204683399,1.6024096385542168,0.7060754614954966
DK,DNK,Denmark,7,2020-12-22,2020-12-21,100,1,3362.10469412575,0,0,19,100,216703.80376246592,96,0,2,98,0,12,88,0,5,95,0,2,98,1,15,84,0,11,89,0,4,96,0,2,98,0,5,95,0,1,99,0,2,98,0,2,98,0,1,99,0,5,95,98,0,2,0,88,1,5,6,95,0,0,5,98,0,2,0,85,1,1,13,89,1,0,10,96,1,2,1,98,0,1,1,95,1,1,3,99,0,0,1,98,0,1,1,98,0,1,1,99,0,1,0,95,1,2,2,0,0,10,90,90,0,0,10,0,6,57,37,43,3,16,38,84,0,1,15,0,84,0,0,16,100,0,0,0,25,2,12,61,100,0,0,0,0,0,0,0,75,20,5,0,9,19,23,41,8,9,16,40,31,4,9,20,36,31,4,9,15,47,25,4,9,24,14,39,14,0,88,3,4,5,88,6,0,6,88,6,1,5,88,6,0,6,88,2,3,7,88,5,1,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,3,4,93,0,1,62,37,0,5,2,93,0,1,49,50,0,4,0,96,0,3,5,92,0,0,36,64,64,0,27,7,2,0,0,0,0,4,29,67,0,0,100,0,0,2,17,81,0,0,26,23,29,16,4,2,0,0,33,34,28,5,0,4,27,46,16,7,0,0,85,13,2,0,2,72,26,0,96,0,4,0,38,2,59,1,98,0,2,0,51,2,22,25,100,0,0,0,95,0,5,0,0,1,0,0,2,11,86,0,1,0,0,3,17,79,0,2,17,52,19,10,0,2,0,0,9,89,0,0,0,3,13,84,97,1,2,0,97,2,1,0,97,2,0,1,0,1,5,94,6,3,5,86,95,0,0,0,0,0,0,0,5,90,0,0,0,1,0,1,0,1,1,0,0,2,0,0,1,3,0,2,51,46,0,1,0,0,0,0,0,0,0,0,100,1,7,37,26,29,1,5,76,10,5,1,2,7.857142857142857,9.312334654616786,2,1.3228756555322954,7.297872340425532,4.602079444048554,1.528735632183908,0.7600348899544955
DK,DNK,Denmark,-99,2020-12-23,2020-12-23,190,1,1250.97299969768,1,1250.97299969768,40,163,697634.0938507565,0,2,2,186,3,33,154,1,9,180,1,17,172,1,34,155,1,19,170,1,13,176,1,2,187,2,9,179,2,5,183,1,5,184,1,24,165,1,4,185,1,22,167,188,0,1,1,157,1,5,27,181,0,2,7,173,0,11,6,156,1,8,25,171,1,5,13,177,1,4,8,188,0,1,1,181,0,3,6,185,1,2,2,185,0,2,3,166,0,6,18,186,0,2,2,168,1,11,10,27,0,20,143,171,0,4,15,29,4,114,43,77,4,46,63,144,0,3,41,2,144,0,2,44,188,1,1,0,84,3,20,83,190,0,0,0,0,0,44,2,83,45,14,2,65,7,38,69,11,65,13,55,50,7,65,15,56,48,6,65,13,58,48,6,65,15,25,62,23,0,174,4,3,9,174,4,3,9,174,3,4,9,174,3,2,11,174,4,1,11,174,4,2,10,190,0,0,0,190,0,0,0,190,0,0,0,190,0,0,0,190,0,0,0,190,0,0,0,190,0,0,0,190,0,0,0,190,0,0,0,190,0,0,0,190,0,0,0,190,0,0,0,81,3,22,84,81,2,72,35,81,3,7,99,81,1,57,51,81,2,4,103,81,1,9,99,89,0,43,58,147,0,36,7,0,0,95,1,1,6,19,68,95,1,93,1,109,0,10,71,109,1,14,25,31,7,0,3,109,1,17,19,29,15,111,5,18,36,16,4,117,0,15,56,2,134,3,9,42,2,169,1,12,8,122,1,64,3,184,0,6,0,135,1,23,31,186,0,2,2,181,1,6,2,146,0,0,0,1,7,36,146,2,0,0,1,11,30,150,0,4,19,15,2,150,2,0,1,3,34,150,1,2,1,7,29,187,0,1,2,187,1,0,2,187,1,0,2,157,0,3,30,160,1,17,12,188,0,0,0,0,0,0,0,2,188,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,190,0,0,0,0,0,190,0,0,0,0,0,0,0,0,190,0,0,0,0,190,0,0,0,0,0,0,5.9411764705882355,6.880390376249545,2.0526315789473686,1.025978352085154,0,0,0,0
DK,DNK,Denmark,1,2020-12-23,2020-12-22,100,0,0,0,0,52,100,517525.8921862487,98,0,1,99,0,5,95,0,2,98,0,29,71,0,27,73,0,12,88,0,14,86,0,1,99,0,13,87,0,6,94,0,2,98,0,23,77,0,3,97,0,21,79,99,1,0,0,95,1,2,2,98,0,2,0,71,1,7,21,73,0,2,25,88,1,1,10,86,1,3,10,99,0,0,1,87,1,4,8,94,0,4,2,98,0,0,2,77,1,4,18,97,1,0,2,79,2,8,11,0,0,19,81,81,0,4,15,0,0,87,13,13,0,54,33,46,0,3,45,6,46,0,2,52,98,0,2,0,54,0,15,31,100,0,0,0,0,0,0,1,48,31,15,5,0,1,43,51,5,0,1,61,32,6,0,1,60,34,5,0,1,61,31,7,0,1,21,56,22,0,85,0,10,5,85,1,2,12,85,1,1,13,85,1,3,11,85,1,2,12,85,1,1,13,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,16,84,0,0,66,34,0,0,8,92,0,1,53,46,0,0,2,98,0,0,21,79,0,0,54,46,46,0,49,3,1,1,0,1,0,11,33,55,0,0,100,0,0,2,14,84,0,0,19,52,22,6,1,0,0,0,14,30,44,12,0,1,16,60,18,5,0,0,6,91,3,0,0,6,87,7,84,0,11,5,34,0,65,1,92,0,7,1,47,0,6,47,98,0,1,1,79,0,21,0,0,3,0,4,14,26,53,0,0,1,9,17,37,36,0,2,19,53,24,2,0,0,2,4,14,80,0,0,7,14,21,58,79,0,11,10,79,0,2,19,79,0,3,18,0,0,25,75,25,0,19,56,81,0,5,0,1,3,1,0,9,56,0,1,10,1,2,3,1,2,2,0,2,1,0,2,2,15,0,0,38,61,0,1,0,0,100,0,0,0,0,0,0,1,3,46,31,19,1,0,34,19,32,9,5,5.791044776119403,6.318652794253563,2.8333333333333335,1.5434872662825796,9.13586956521739,5.714404039028159,2.5520833333333335,1.2470579412248373
DK,DNK,Denmark,2,2020-12-23,2020-12-22,100,0,0,0,0,22,100,444296.039123203,100,0,0,100,0,17,83,0,5,95,0,22,78,0,23,77,0,12,88,0,14,86,0,2,98,0,9,91,0,3,97,0,6,94,0,34,66,0,3,97,0,17,83,100,0,0,0,83,0,9,8,95,0,1,4,78,0,6,16,77,0,12,11,88,0,4,8,86,0,8,6,98,0,1,1,91,0,4,5,97,0,2,1,94,0,1,5,66,0,6,28,97,0,0,3,83,0,5,12,0,0,11,89,89,0,5,6,0,0,85,15,15,0,45,40,55,0,2,41,2,55,0,2,43,98,0,2,0,45,0,8,47,100,0,0,0,0,0,0,0,45,36,16,3,0,0,28,66,6,0,0,48,47,5,0,1,48,44,7,0,0,55,37,8,0,0,14,62,24,0,92,1,3,4,92,1,0,7,92,1,0,7,92,0,2,6,92,1,0,7,92,1,0,7,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,20,80,0,0,71,29,0,0,8,92,0,0,65,35,0,0,0,100,0,0,9,91,0,0,64,36,36,0,54,7,3,0,0,0,2,7,29,62,0,0,100,0,0,0,18,82,0,0,20,39,30,10,0,1,0,0,9,26,53,12,0,0,16,62,18,4,0,0,10,89,1,0,0,13,82,5,80,0,13,7,29,0,71,0,92,0,8,0,35,0,14,51,100,0,0,0,91,0,9,0,0,1,0,1,10,20,68,0,0,0,5,12,31,52,0,0,22,45,30,3,0,0,0,3,11,86,0,1,4,14,25,56,82,0,10,8,82,1,1,16,82,1,4,13,0,0,53,47,53,1,13,33,87,0,4,2,1,0,1,1,4,34,0,1,9,4,7,2,1,6,1,0,2,12,6,1,5,9,0,2,33,65,0,0,0,0,0,100,0,0,0,0,0,0,1,58,22,19,0,0,44,34,16,3,3,6.536231884057971,9.004214226005065,2.1,0.8755950357709131,9.96808510638298,6.625873247637197,2.4583333333333335,1.0752396713650372
DK,DNK,Denmark,3,2020-12-23,2020-12-23,121,1,2365.92326876035,1,2365.92326876035,48,121,466200.01970680343,119,0,1,120,0,17,104,0,3,118,0,24,97,0,24,97,0,14,107,0,14,107,0,0,121,0,6,115,0,2,119,0,3,118,0,33,88,0,3,118,0,14,107,120,0,1,0,104,0,5,12,118,0,2,1,97,0,6,18,97,0,5,19,107,0,4,10,107,0,7,7,121,0,0,0,115,0,4,2,119,0,2,0,118,0,3,0,88,0,5,28,118,0,1,2,107,0,4,10,0,0,21,100,100,0,8,13,0,0,92,29,29,1,56,35,65,0,1,51,4,65,0,0,56,121,0,0,0,57,0,6,58,121,0,0,0,0,0,0,0,66,37,12,6,0,1,40,73,7,0,0,70,47,4,0,0,59,55,7,0,0,67,47,7,0,0,25,70,26,0,115,0,3,3,115,0,0,6,115,0,0,6,115,0,1,5,115,0,0,6,115,0,0,6,121,0,0,0,121,0,0,0,121,0,0,0,121,0,0,0,121,0,0,0,121,0,0,0,121,0,0,0,121,0,0,0,121,0,0,0,121,0,0,0,121,0,0,0,121,0,0,0,0,1,32,88,0,1,92,28,0,1,7,113,0,1,66,54,0,1,1,119,0,1,7,113,0,0,65,56,56,0,52,9,3,1,0,0,0,2,21,98,0,0,119,2,0,0,22,99,0,0,21,45,37,15,2,1,0,0,21,26,56,18,0,1,20,69,28,3,0,0,18,102,1,0,1,15,102,3,89,0,17,15,29,0,91,1,114,0,7,0,55,0,18,48,120,0,1,0,114,0,7,0,0,1,1,0,4,20,95,0,1,1,3,7,27,82,0,0,20,65,32,4,0,0,1,1,13,106,0,0,5,8,27,81,108,1,8,4,108,4,1,8,108,3,3,7,0,0,68,53,68,0,8,45,113,0,2,0,1,0,2,0,3,45,0,0,4,5,6,4,3,9,8,0,3,5,8,3,2,16,0,1,43,77,0,0,0,0,0,0,121,0,0,0,0,1,2,57,27,34,1,1,24,27,42,19,7,5.923076923076923,7.8048616505749395,2.35,1.268027892769755,10.457627118644067,6.38694457373604,3.169491525423729,1.3731558557574854
DK,DNK,Denmark,4,2020-12-23,2020-12-23,175,2,2973.1721818507804,1,1507.28907621302,58,175,543748.3413691602,175,0,2,173,0,25,150,0,4,171,0,16,159,0,21,154,0,18,157,0,8,167,0,3,172,0,5,170,0,2,173,0,2,173,0,33,142,0,2,173,0,21,154,173,0,2,0,150,0,9,16,171,1,1,2,159,1,6,9,154,0,5,16,157,0,4,14,167,0,3,5,172,0,2,1,170,1,4,0,173,0,2,0,173,1,0,1,142,0,10,23,173,1,0,1,154,0,6,15,0,0,31,144,144,0,6,25,0,2,146,27,29,1,84,61,91,0,1,76,7,91,0,4,80,171,0,4,0,87,1,10,77,175,0,0,0,0,0,0,0,102,49,16,8,0,1,42,118,14,0,4,75,85,11,0,6,65,91,13,0,4,86,73,12,0,5,26,112,32,0,165,0,6,4,165,2,0,8,165,2,0,8,165,2,0,8,165,2,1,7,165,2,0,8,175,0,0,0,175,0,0,0,175,0,0,0,175,0,0,0,175,0,0,0,175,0,0,0,175,0,0,0,175,0,0,0,175,0,0,0,175,0,0,0,175,0,0,0,175,0,0,0,0,1,44,130,0,0,138,37,0,2,6,167,0,1,101,73,0,1,1,173,0,1,9,165,0,0,96,79,79,0,69,22,1,4,0,0,0,3,36,136,0,0,175,0,0,1,26,148,0,0,23,54,77,20,1,0,0,0,24,36,75,40,0,3,26,94,44,8,0,0,31,142,2,0,1,27,145,2,131,1,27,16,37,2,136,0,169,0,6,0,74,1,29,71,174,0,0,1,166,0,8,1,0,1,0,3,3,23,145,0,0,0,1,4,31,139,0,2,36,79,46,12,0,0,2,2,19,152,0,0,9,14,25,127,152,2,18,3,152,4,3,16,152,3,5,15,0,0,94,81,94,0,15,66,160,0,3,1,2,0,1,1,7,66,0,1,9,6,16,2,4,13,9,0,4,10,12,2,4,17,0,3,64,108,0,0,0,0,0,0,0,175,0,0,0,0,6,73,43,53,0,2,49,53,51,14,6,5.068533333333333,6.781600045060986,1.8709677419354838,0.9216628264128904,9.514880952380953,6.46233342370664,2.4411764705882355,1.345410266514236
DK,DNK,Denmark,5,2020-12-23,2020-12-23,208,0,0,0,0,51,208,465695.4081374359,204,1,1,206,1,30,177,1,7,200,1,18,189,0,47,161,0,24,184,1,15,192,1,1,206,1,5,202,1,4,203,1,8,199,1,39,168,1,0,207,1,16,191,207,0,1,0,178,1,7,22,201,0,1,6,190,1,8,9,161,1,8,38,184,0,6,18,193,0,6,9,207,0,1,0,203,0,3,2,204,0,1,3,200,0,3,5,169,0,9,30,208,0,0,0,192,1,6,9,0,0,29,179,179,0,7,22,0,2,137,69,71,2,66,69,142,0,2,55,9,142,0,0,66,208,0,0,0,70,5,13,120,208,0,0,0,0,0,0,0,132,56,17,3,0,4,52,143,9,0,12,78,113,5,0,9,76,115,8,0,9,94,101,4,0,13,28,141,26,0,195,4,2,7,195,3,2,8,195,4,0,9,195,4,4,5,195,4,1,8,195,3,1,9,208,0,0,0,208,0,0,0,208,0,0,0,208,0,0,0,208,0,0,0,208,0,0,0,208,0,0,0,208,0,0,0,208,0,0,0,208,0,0,0,208,0,0,0,208,0,0,0,0,0,65,143,0,0,151,57,0,1,7,200,0,1,121,86,0,1,2,205,0,1,12,195,0,0,113,95,95,0,91,16,1,5,0,0,1,2,36,169,0,2,205,1,0,1,42,165,0,0,24,71,75,33,4,1,0,0,33,41,82,52,0,2,36,105,48,17,0,0,68,139,1,0,1,42,161,4,143,0,40,25,57,0,149,2,201,0,5,2,87,0,47,74,206,0,1,1,196,0,12,0,0,2,0,0,11,27,168,0,1,0,2,13,23,169,0,1,46,91,57,13,0,1,0,4,17,186,0,0,2,7,34,165,199,0,8,1,199,1,1,7,199,1,3,5,0,0,108,100,108,1,18,81,190,2,4,0,3,0,2,0,7,82,0,3,11,16,7,4,6,16,6,0,1,8,7,2,12,27,0,5,77,125,1,0,0,0,0,0,0,0,208,0,0,2,6,84,49,67,2,2,92,58,37,14,3,7.6593406593406606,9.455415591336216,1.8800000000000001,1.2355835328567093,7.771573604060913,5.83498457239743,1.9346733668341711,1.1195028518035062
