ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C12..99,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
AU,AUS,Australia,3,2020-12-22,2020-12-22,212,0,0,0,0,9,212,2151660.930559594,209,2,0,210,2,11,199,2,1,209,1,43,168,2,26,184,1,23,188,2,8,202,2,4,206,2,3,207,2,1,209,2,6,204,0,35,177,2,0,210,2,17,193,212,0,0,0,201,0,3,8,211,0,0,1,169,0,8,35,186,0,5,21,189,0,4,19,204,0,4,4,208,0,1,3,209,0,2,1,211,0,0,1,206,0,4,2,177,0,8,27,212,0,0,0,195,0,6,11,0,0,5,207,207,0,4,1,0,5,101,106,111,1,18,82,194,0,16,2,194,0,18,0,212,0,0,0,24,1,4,183,212,0,0,0,0,0,0,1,86,78,32,15,0,1,50,141,20,0,1,103,91,17,0,1,88,102,21,0,2,82,101,27,0,3,18,117,74,0,208,1,1,2,208,1,0,3,208,0,1,3,208,1,1,2,208,1,1,2,208,1,0,3,212,0,0,0,212,0,0,0,212,0,0,0,212,0,0,0,212,0,0,0,212,0,0,0,212,0,0,0,212,0,0,0,212,0,0,0,212,0,0,0,212,0,0,0,212,0,0,0,0,0,86,126,0,0,168,44,0,0,134,78,0,0,142,70,0,0,42,170,0,0,29,183,0,0,132,80,80,0,78,20,12,22,0,0,1,17,52,142,0,0,211,1,0,2,47,163,0,0,33,29,29,15,102,4,0,1,36,42,79,54,0,1,28,76,64,43,212,212,126,1,23,62,44,2,67,99,78,2,34,98,70,1,17,124,170,2,5,35,183,2,14,13,0,0,0,5,23,39,145,0,0,1,8,23,36,144,0,0,32,65,67,48,0,0,7,11,40,154,0,0,18,40,54,100,154,0,42,16,154,3,9,46,154,4,15,39,0,0,158,54,158,0,17,37,195,0,1,0,3,0,1,2,10,37,0,2,8,8,25,2,8,26,9,3,4,29,7,6,6,32,0,2,85,122,1,2,0,0,0,0,212,0,0,0,0,2,1,117,68,24,2,0,43,44,70,36,17,4.620689655172414,6.194974293375996,1.8,1.0954451150103321,14.477611940298507,3.967460934736058,3.3461538461538463,1.530805924390609
AU,AUS,Australia,4,2020-12-22,2020-12-22,202,0,0,0,0,9,202,1978749.5150482827,197,0,0,202,0,16,186,0,3,199,0,36,166,0,15,187,0,28,174,0,4,198,0,1,201,0,9,193,0,1,201,0,3,199,0,24,178,0,0,202,0,12,190,202,0,0,0,186,0,6,10,199,0,0,3,166,0,8,28,187,0,7,8,174,0,6,22,198,0,2,2,201,0,0,1,193,0,5,4,201,0,0,1,199,0,1,2,178,0,7,17,202,0,0,0,190,0,5,7,0,0,7,195,195,1,5,1,0,3,71,128,131,1,12,58,190,0,12,0,190,0,12,0,202,0,0,0,16,1,2,183,202,0,0,0,0,0,0,0,94,59,36,13,0,3,56,123,20,0,2,114,78,8,0,3,102,71,26,0,3,105,72,22,0,3,30,114,55,0,200,0,1,1,200,0,0,2,200,0,0,2,200,0,1,1,200,0,0,2,200,0,0,2,202,0,0,0,202,0,0,0,202,0,0,0,202,0,0,0,202,0,0,0,202,0,0,0,202,0,0,0,202,0,0,0,202,0,0,0,202,0,0,0,202,0,0,0,202,0,0,0,0,1,82,119,0,0,153,49,0,2,113,87,0,0,120,82,0,0,32,170,0,1,22,179,0,0,116,86,86,0,70,19,12,15,0,1,2,14,56,129,0,1,199,2,0,1,53,148,0,0,25,33,19,13,108,4,0,1,41,41,74,45,0,2,22,67,68,43,202,202,120,1,27,54,49,1,65,87,89,2,35,76,82,1,21,98,170,1,7,24,180,1,10,11,0,0,2,4,15,28,153,0,0,3,7,25,42,125,0,1,26,66,70,39,0,1,4,6,41,150,0,0,13,38,49,102,151,3,31,17,151,8,7,36,151,4,17,30,0,0,144,58,144,0,20,38,182,0,5,1,2,2,2,1,7,38,0,5,8,5,13,4,23,34,8,6,6,11,5,1,6,29,0,3,74,120,0,5,0,0,0,0,0,202,0,0,0,2,7,111,53,29,2,1,33,54,71,32,9,5.515625,7.268091139324259,1.2857142857142858,0.4879500364742666,14.24083769633508,3.94896486501182,2.8795811518324608,1.3883545097328378
AU,AUS,Australia,5,2020-12-22,2020-12-22,234,0,0,0,0,18,234,2105457.1707925843,227,0,2,232,0,11,223,0,5,229,0,29,205,0,22,212,0,30,204,0,7,227,0,5,229,0,4,230,0,1,233,0,10,224,0,20,214,0,1,233,0,12,222,232,0,1,1,223,0,2,9,229,0,4,1,205,0,9,20,212,0,7,15,204,0,7,23,227,0,3,4,229,0,3,2,230,0,3,1,233,0,1,0,224,0,4,6,214,0,6,14,233,0,1,0,222,0,6,6,0,0,12,222,222,0,10,2,0,7,84,143,150,2,13,69,221,0,12,1,221,1,12,0,233,0,1,0,22,4,1,207,234,0,0,0,0,0,0,0,115,65,39,15,0,5,60,145,24,0,5,119,94,16,0,3,108,90,33,0,2,108,95,29,0,6,30,117,81,0,233,1,0,0,233,1,0,0,233,1,0,0,233,1,0,0,233,1,0,0,233,1,0,0,234,0,0,0,234,0,0,0,234,0,0,0,234,0,0,0,234,0,0,0,234,0,0,0,234,0,0,0,234,0,0,0,234,0,0,0,234,0,0,0,234,0,0,0,234,0,0,0,0,0,85,149,0,0,184,50,0,0,145,89,0,0,127,107,0,0,42,192,0,0,23,211,0,0,123,111,111,0,63,24,18,18,0,1,3,9,60,161,0,1,231,2,0,4,55,175,0,0,36,27,19,30,112,10,0,0,52,49,77,56,0,2,38,79,69,46,234,234,149,1,25,59,50,2,67,115,89,2,40,103,107,2,23,102,192,0,8,34,211,0,7,16,0,1,2,5,12,29,185,0,0,3,2,17,34,178,0,1,27,76,72,58,0,0,3,11,30,190,0,0,13,26,65,130,195,2,28,9,195,6,9,24,195,4,17,18,0,1,124,109,125,0,37,72,197,1,3,1,7,2,2,2,19,73,0,1,9,5,24,1,7,33,7,3,8,15,10,4,8,26,0,3,92,138,0,1,0,0,0,0,0,0,234,0,0,4,8,117,69,36,4,3,49,70,52,39,17,6.619718309859155,9.329471271472537,1.5454545454545454,0.6875516509523286,13.366071428571429,3.8351584194787054,2.608108108108108,1.412461356385504
AU,AUS,Australia,6,2020-12-22,2020-12-22,126,1,7562.1962597683205,1,7562.1962597683205,2,126,1746982.0736312454,123,0,1,125,0,10,116,0,0,126,0,14,112,0,10,116,0,10,116,0,7,119,0,0,126,0,1,125,0,1,125,0,3,123,0,9,117,0,0,126,0,5,121,125,0,0,1,116,0,2,8,126,0,0,0,112,0,2,12,116,0,3,7,116,0,1,9,119,0,3,4,126,0,0,0,125,0,1,0,125,0,0,1,123,0,0,3,117,0,2,7,126,0,0,0,121,0,2,3,0,0,2,124,124,0,1,1,0,5,33,88,93,0,7,26,119,0,7,0,119,0,7,0,126,0,0,0,12,4,1,109,126,0,0,0,0,0,0,0,67,38,15,6,0,5,46,67,8,0,5,69,47,5,0,3,66,44,13,0,3,68,47,8,0,6,22,62,36,0,125,0,0,1,125,0,1,0,125,0,0,1,125,0,0,1,125,0,0,1,125,0,0,1,126,0,0,0,126,0,0,0,126,0,0,0,126,0,0,0,126,0,0,0,126,0,0,0,126,0,0,0,126,0,0,0,126,0,0,0,126,0,0,0,126,0,0,0,126,0,0,0,0,1,20,105,0,1,94,31,0,1,74,51,0,0,62,64,0,1,15,110,0,1,7,118,0,0,66,60,60,0,47,13,5,1,0,0,0,2,36,88,0,0,126,0,0,2,25,99,0,0,19,21,10,14,58,4,0,0,39,28,44,15,0,1,14,42,45,24,126,126,106,1,7,12,32,1,45,48,52,1,28,45,64,1,14,47,111,0,6,9,119,0,3,4,0,0,1,1,6,9,109,0,0,0,1,6,16,103,0,0,14,43,45,24,0,0,0,3,17,106,0,0,1,14,35,76,111,1,7,7,111,5,2,8,111,4,5,6,0,0,30,96,30,0,11,85,115,0,1,1,0,0,0,0,9,85,0,0,4,7,6,0,1,5,0,0,0,4,3,0,4,7,0,4,61,61,0,0,0,0,0,0,0,0,0,126,0,3,3,51,34,35,3,3,29,38,31,17,5,7.5,11.709229718733022,0.5,0.7071067811865476,12.73913043478261,3.715984808482486,2.094017094017094,0.9998526269242607
AU,AUS,Australia,-99,2020-12-23,2020-12-23,249,4,48310.11150333995,2,20836.41179245255,11,202,3016809.4221837716,0,3,5,241,2,32,215,3,10,236,3,60,186,1,35,213,2,46,201,3,21,225,1,10,238,2,16,231,1,2,246,1,17,231,4,45,200,3,6,240,3,25,221,244,0,2,3,217,1,19,12,239,0,4,6,189,1,15,44,214,2,12,21,203,1,11,34,228,1,9,11,239,0,6,4,233,0,5,11,247,0,1,1,232,0,6,11,204,1,16,28,243,1,1,4,224,1,10,14,47,0,8,194,243,0,3,3,58,4,58,129,192,4,9,44,240,0,9,0,240,0,9,0,249,0,0,0,78,5,10,156,249,0,0,0,0,0,71,1,68,60,35,14,102,6,50,74,17,102,7,74,57,9,102,9,57,67,14,102,8,62,63,14,102,12,20,67,48,0,240,1,2,6,240,2,1,6,240,2,2,5,240,1,2,6,240,2,1,6,240,2,1,6,249,0,0,0,249,0,0,0,249,0,0,0,249,0,0,0,249,0,0,0,249,0,0,0,249,0,0,0,249,0,0,0,249,0,0,0,249,0,0,0,249,0,0,0,249,0,0,0,120,2,46,81,120,0,98,31,120,3,84,42,120,3,75,51,120,4,31,94,120,4,19,106,141,1,50,57,199,0,31,10,3,6,151,0,1,10,37,50,151,3,94,1,177,0,12,60,177,0,18,10,11,2,24,7,177,1,20,17,20,14,181,1,14,30,16,7,249,249,204,1,23,21,157,3,43,46,170,2,30,47,177,1,21,50,220,1,7,21,233,0,11,5,188,0,0,3,8,7,43,188,0,1,2,8,6,44,206,1,8,8,16,10,206,0,4,4,7,28,206,0,6,10,8,19,233,2,8,6,233,4,3,9,233,2,7,7,216,1,8,24,225,0,14,10,247,0,0,0,0,0,0,0,2,243,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,2,249,0,0,0,0,0,249,0,0,0,0,0,0,0,0,249,0,0,0,0,249,0,0,0,0,0,0,5.166666666666667,6.440108694734896,1.6,0.8944271909999159,0,0,0,0
AU,AUS,Australia,1,2020-12-23,2020-12-23,120,0,0,0,0,14,120,1270330.8119440046,116,0,1,119,0,14,106,0,2,118,0,20,100,0,29,91,0,21,99,0,11,109,0,3,117,0,4,116,0,0,120,0,5,115,0,28,92,0,2,118,0,13,107,119,0,1,0,106,0,3,11,118,0,0,2,100,0,2,18,91,0,3,26,99,0,7,14,109,0,2,9,117,0,1,2,116,0,3,1,120,0,0,0,115,0,2,3,92,0,4,24,118,0,1,1,107,0,1,12,0,0,7,113,113,0,5,2,0,0,37,83,83,0,3,34,117,0,3,0,117,0,3,0,120,0,0,0,3,1,3,113,120,0,0,0,0,0,0,0,58,40,16,6,0,0,52,61,7,0,0,71,45,4,0,0,67,45,8,0,0,66,45,9,0,0,25,63,32,0,117,2,0,1,117,2,0,1,117,2,0,1,117,2,0,1,117,1,1,1,117,0,2,1,120,0,0,0,120,0,0,0,120,0,0,0,120,0,0,0,120,0,0,0,120,0,0,0,120,0,0,0,120,0,0,0,120,0,0,0,120,0,0,0,120,0,0,0,120,0,0,0,0,0,60,60,0,0,88,32,0,0,77,43,0,1,80,39,0,0,34,86,0,0,23,97,0,0,81,39,39,0,48,17,8,8,0,0,3,17,38,62,0,0,118,2,0,1,19,100,0,0,9,17,16,14,62,2,0,0,15,24,50,31,0,0,8,34,55,23,120,120,60,1,14,45,32,1,27,60,43,1,17,59,40,1,4,75,86,0,6,28,97,0,11,12,0,0,3,7,18,26,66,0,0,6,8,19,33,54,0,1,17,28,47,27,0,0,3,6,22,89,0,0,9,30,25,56,81,0,28,11,81,6,5,28,81,3,18,18,0,0,72,48,72,0,19,29,101,0,5,1,5,2,0,1,5,29,0,3,10,7,9,0,5,8,1,0,6,3,2,3,1,33,0,4,45,67,3,1,0,0,120,0,0,0,0,0,0,3,3,60,38,16,3,1,14,31,29,32,10,5.28125,7.707898958160152,2,1.5275252316519468,13.597345132743364,3.1095032956874764,3.4285714285714284,1.4059992805239898
AU,AUS,Australia,2,2020-12-23,2020-12-23,221,1,19179.4587247679,1,19179.4587247679,16,221,2229232.2042288366,217,0,2,219,0,20,201,0,5,216,0,49,172,0,36,185,0,29,192,0,19,202,0,1,220,0,11,210,0,1,220,0,16,205,0,41,180,0,0,221,0,24,197,219,0,2,0,201,1,10,9,216,1,1,3,172,1,10,38,185,1,12,23,192,1,7,21,202,1,7,11,220,0,1,0,210,0,4,7,220,1,0,0,205,0,8,8,180,1,11,29,221,0,0,0,197,1,7,16,0,0,9,212,212,0,6,3,0,1,80,140,141,1,11,68,210,0,10,1,210,0,11,0,221,0,0,0,13,1,5,202,221,0,0,0,0,0,0,0,107,72,29,13,0,0,65,134,22,0,0,122,85,14,0,0,112,92,17,0,0,102,101,18,0,0,28,134,59,0,216,2,0,3,216,1,3,1,216,2,0,3,216,1,4,0,216,2,1,2,216,0,3,2,221,0,0,0,221,0,0,0,221,0,0,0,221,0,0,0,221,0,0,0,221,0,0,0,221,0,0,0,221,0,0,0,221,0,0,0,221,0,0,0,221,0,0,0,221,0,0,0,0,0,104,117,0,0,171,50,0,0,158,63,0,0,142,79,0,0,49,172,0,0,39,182,0,0,138,83,83,0,74,28,15,21,0,0,0,17,67,137,0,0,220,1,0,1,40,180,0,0,19,24,26,16,129,7,0,0,32,45,85,59,0,2,37,72,77,33,221,221,117,0,25,79,50,0,51,120,63,1,40,117,79,0,18,124,172,0,10,39,182,0,18,21,0,0,2,14,31,33,141,0,0,3,18,22,53,125,0,2,25,74,70,50,0,0,7,6,42,166,0,0,19,38,58,106,164,2,33,22,164,4,6,47,164,2,19,36,0,0,172,49,172,0,19,30,202,0,5,1,4,0,1,3,5,30,0,7,17,8,23,2,10,25,5,2,11,30,8,2,2,39,0,3,80,136,2,0,0,0,0,221,0,0,0,0,0,2,0,129,67,23,2,0,63,64,65,18,9,4.081818181818182,5.796047084134259,1.7777777777777777,1.092906420717,14.354679802955664,4.239409083488443,2.802752293577982,1.2600167298718408
AU,AUS,Australia,3,2020-12-23,2020-12-23,191,0,0,0,0,13,191,2002514.828997003,191,0,2,189,0,15,176,0,4,187,0,43,148,0,36,155,0,26,165,0,16,175,0,4,187,0,6,185,0,3,188,0,11,180,0,38,153,0,1,190,0,17,174,189,0,1,1,176,0,8,7,187,0,1,3,148,0,7,36,155,0,13,23,165,0,4,22,175,0,9,7,187,0,2,2,185,0,1,5,188,0,3,0,180,0,4,7,153,0,5,33,190,0,1,0,174,0,7,10,0,0,9,182,182,0,8,1,0,2,96,93,95,0,15,81,176,0,15,0,176,1,14,0,190,1,0,0,17,1,7,166,191,0,0,0,0,0,0,1,90,66,24,10,0,1,52,126,12,0,2,93,85,11,0,1,88,83,19,0,1,81,89,20,0,1,23,112,55,0,184,0,0,7,184,0,2,5,184,0,1,6,184,0,2,5,184,0,1,6,184,0,1,6,191,0,0,0,191,0,0,0,191,0,0,0,191,0,0,0,191,0,0,0,191,0,0,0,191,0,0,0,191,0,0,0,191,0,0,0,191,0,0,0,191,0,0,0,191,0,0,0,0,0,76,115,0,0,154,37,0,0,132,59,0,0,128,63,0,0,40,151,0,0,22,169,0,1,120,70,71,0,67,29,7,17,0,2,1,9,44,135,0,0,191,0,0,4,40,147,0,0,31,27,36,14,82,1,0,0,19,49,71,52,0,1,25,64,76,25,191,191,115,3,26,47,37,4,71,79,59,4,50,78,63,4,27,97,151,2,12,26,169,0,15,7,0,1,3,9,21,26,131,0,0,7,12,17,38,117,0,2,23,64,71,31,0,0,6,9,33,143,0,0,15,33,65,78,143,0,35,13,143,3,7,38,143,2,16,30,0,1,140,50,141,0,22,28,169,0,4,0,2,0,0,4,12,29,0,2,4,7,20,1,11,21,8,6,8,27,12,5,3,27,0,3,70,117,1,0,0,0,0,0,191,0,0,0,0,0,2,103,65,21,0,0,38,41,68,36,8,5.159090909090909,7.249076617592926,1.4444444444444444,1.0137937550497031,14.733695652173912,3.958770498923926,3.0899470899470898,1.3238220365365119
AU,AUS,Australia,4,2020-12-23,2020-12-23,216,0,0,0,0,12,216,2692816.362386674,214,0,0,216,0,9,207,0,4,212,0,38,178,0,25,191,0,35,181,0,8,208,0,3,213,0,7,209,0,2,214,0,10,206,0,34,182,0,1,215,0,18,198,216,0,0,0,207,0,2,7,212,0,1,3,178,0,8,30,191,0,3,22,181,0,7,28,208,0,3,5,213,0,1,2,209,0,4,3,214,0,0,2,206,0,6,4,182,0,8,26,215,0,0,1,198,0,9,9,0,0,9,207,207,0,6,3,0,1,87,128,129,2,10,75,206,0,9,1,206,0,10,0,216,0,0,0,13,1,3,199,216,0,0,0,0,0,0,0,110,61,26,19,0,0,52,146,18,0,1,105,96,14,0,0,90,104,22,0,1,86,105,24,0,1,23,125,67,0,213,1,1,1,213,1,0,2,213,1,1,1,213,0,1,2,213,1,0,2,213,1,1,1,216,0,0,0,216,0,0,0,216,0,0,0,216,0,0,0,216,0,0,0,216,0,0,0,216,0,0,0,216,0,0,0,216,0,0,0,216,0,0,0,216,0,0,0,216,0,0,0,0,0,80,136,0,0,178,38,0,0,154,62,0,0,135,81,0,0,52,164,0,1,25,190,0,1,137,78,79,0,75,28,14,20,0,0,0,6,52,158,0,0,216,0,0,2,54,160,0,0,32,34,28,15,103,4,0,1,45,43,64,63,0,1,28,75,69,43,216,216,136,1,19,60,38,2,79,97,62,2,63,89,81,1,32,102,164,2,7,43,191,1,9,15,0,1,1,4,7,38,165,0,0,3,6,20,45,142,0,0,26,70,71,49,0,0,2,7,31,176,0,0,13,29,60,114,174,2,29,11,174,5,6,31,174,4,15,23,0,1,147,68,148,1,27,40,189,1,6,0,2,0,1,2,15,42,1,3,5,9,23,4,9,27,10,4,8,19,9,5,13,25,0,2,96,118,0,0,0,0,0,0,0,216,0,0,0,1,5,117,62,31,1,1,44,48,67,44,11,5.058333333333334,7.643941751846228,1.375,0.5175491695067657,13.941314553990608,3.862932476810899,2.909090909090909,1.4231477963829513
AU,AUS,Australia,5,2020-12-23,2020-12-23,191,0,0,0,0,6,191,1831209.4434987651,181,0,0,191,0,17,174,0,4,187,0,24,167,0,19,172,0,24,167,1,3,187,0,2,189,1,3,187,0,3,188,1,4,186,0,17,174,1,2,188,1,8,182,191,0,0,0,174,0,7,10,187,0,0,4,167,0,5,19,172,0,4,15,167,1,3,20,188,0,2,1,189,0,1,1,188,0,1,2,188,0,1,2,187,0,1,3,174,1,4,12,189,0,2,0,183,0,2,6,0,0,3,188,188,0,2,1,0,7,69,115,122,1,5,63,186,1,3,1,186,0,4,1,191,0,0,0,13,0,4,174,191,0,0,0,0,0,0,1,83,55,36,16,0,3,48,114,26,0,3,89,81,18,0,4,72,89,26,0,5,65,95,26,0,7,21,91,72,0,187,1,1,2,187,1,1,2,187,1,1,2,187,0,1,3,187,1,2,1,187,0,2,2,191,0,0,0,191,0,0,0,191,0,0,0,191,0,0,0,191,0,0,0,191,0,0,0,191,0,0,0,191,0,0,0,191,0,0,0,191,0,0,0,191,0,0,0,191,0,0,0,0,0,70,121,0,0,154,37,0,0,128,63,0,1,111,79,0,1,33,157,0,0,15,176,0,0,109,82,82,0,53,35,11,10,0,0,1,12,46,132,0,1,190,0,0,6,37,148,0,1,29,17,24,12,103,5,0,1,37,33,73,47,0,3,30,64,62,32,191,191,121,1,17,52,37,2,56,96,63,1,40,87,80,1,21,89,158,0,6,27,176,0,5,10,0,0,1,0,12,30,148,0,1,1,6,13,36,134,0,0,19,59,60,53,0,0,1,7,21,162,0,0,9,29,51,102,153,3,26,9,153,10,4,24,153,7,13,18,0,1,113,77,114,0,28,49,163,1,5,1,2,0,0,1,18,50,1,2,5,10,17,4,2,34,7,2,6,13,8,3,7,20,0,4,78,107,1,1,0,0,0,0,0,0,191,0,0,4,5,87,55,40,4,2,33,64,46,36,6,6.209677419354839,8.456517705149947,2,0,14.032967032967033,3.9943345221889293,2.541436464088398,1.3600229297890063
AU,AUS,Australia,6,2020-12-23,2020-12-23,137,0,0,0,0,8,137,1836860.5014155675,131,0,1,136,1,13,123,0,3,134,1,23,113,1,15,121,0,12,125,1,4,132,1,3,133,0,3,134,1,0,136,1,7,129,1,12,124,1,1,135,1,9,127,136,0,0,1,124,0,6,7,134,1,0,2,114,0,4,19,122,0,4,11,125,0,5,7,133,0,1,3,134,0,1,2,134,0,0,3,137,0,0,0,130,0,5,2,125,0,3,9,136,0,0,1,128,0,2,7,0,0,5,132,132,0,3,2,0,4,36,97,101,1,5,30,132,0,4,1,132,0,5,0,137,0,0,0,10,4,1,122,137,0,0,0,0,0,0,1,79,39,11,7,0,4,39,82,12,0,9,71,51,6,0,11,62,48,16,0,13,67,48,9,0,14,11,67,45,0,136,0,0,1,136,0,0,1,136,0,0,1,136,0,0,1,136,0,1,0,136,0,0,1,137,0,0,0,137,0,0,0,137,0,0,0,137,0,0,0,137,0,0,0,137,0,0,0,137,0,0,0,137,0,0,0,137,0,0,0,137,0,0,0,137,0,0,0,137,0,0,0,0,3,23,111,0,0,111,26,0,0,86,51,0,1,76,60,0,1,24,112,0,1,11,125,0,0,78,59,59,0,57,13,5,3,0,0,2,6,44,85,0,1,136,0,0,4,37,96,0,0,13,10,20,16,69,9,0,0,32,38,44,23,0,2,16,51,38,30,137,137,114,1,3,19,26,1,42,68,51,1,24,61,61,1,17,58,113,0,4,20,126,0,4,7,0,2,0,0,5,16,114,0,0,1,0,8,22,106,0,2,12,41,45,37,0,0,0,3,11,123,0,0,2,12,36,87,123,1,9,4,123,3,1,10,123,2,2,10,0,2,29,106,31,0,19,87,118,1,3,0,0,1,0,1,13,89,0,1,2,4,7,1,2,10,0,0,1,6,3,2,1,8,0,4,65,68,0,0,0,0,0,0,0,0,0,137,0,2,10,54,42,29,2,4,35,41,36,13,6,7.711111111111112,10.63788731208629,1.6666666666666667,1.5275252316519468,13.37109375,3.6323384009282873,2.0634920634920637,1.2247189505909133
