ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
GRC,Greece,2,2021-01-03,2021-01-02,100,0,0,0,0,16,100,905719.8254709024,97,0,0,100,0,5,95,0,0,100,0,12,88,0,15,85,0,8,92,0,4,96,0,5,95,0,2,98,0,0,100,0,7,93,0,21,79,0,3,97,0,10,90,100,0,0,0,95,0,1,4,100,0,0,0,88,0,0,12,85,0,2,13,92,0,4,4,96,0,1,3,95,0,1,4,98,1,0,1,100,0,0,93,0,3,4,79,0,6,15,97,0,3,0,90,1,3,6,0,0,11,89,89,4,7,0,0,41,59,59,0,13,28,87,0,1,12,0,87,0,2,11,98,0,2,0,0,13,1,12,74,100,0,0,0,0,0,0,1,28,30,24,17,0,1,21,51,27,0,1,47,35,17,0,1,46,30,23,0,2,26,31,41,0,1,11,31,57,0,88,3,3,6,88,3,2,7,88,3,3,6,88,4,2,6,88,3,2,7,88,4,0,8,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,2,13,85,0,1,55,44,0,2,11,87,0,1,61,38,0,2,5,93,0,2,11,87,0,0,54,46,46,0,43,7,1,3,0,0,1,9,46,44,0,2,98,0,0,2,7,91,0,0,81,15,3,0,0,1,0,0,27,32,34,7,0,0,34,40,17,9,0,0,20,80,0,0,0,15,83,2,87,0,12,1,45,0,52,3,89,0,11,0,39,0,33,28,95,0,4,1,89,0,11,0,0,0,2,8,25,19,46,0,0,5,8,19,28,40,0,0,47,32,14,7,0,0,6,8,30,56,0,1,31,31,16,21,38,2,50,10,38,18,10,34,38,12,23,27,0,1,44,55,45,0,32,23,68,0,18,1,3,2,0,1,7,24,0,5,3,1,12,0,4,5,0,0,1,11,2,6,3,23,0,2,40,58,0,0,0,0,0,100,0,0,0,0,0,3,1,69,14,13,3,0,39,34,22,1,1,6.44186046511628,8.395867253145884,1.5,0.5270462766947299,14.494736842105263,5.74803145620312,2.281720430107527,1.5668402318984107
GRC,Greece,3,2021-01-03,2021-01-03,140,0,0,0,0,10,140,1056392.1368570488,138,1,1,138,1,4,135,1,0,139,1,15,124,1,7,132,1,5,134,1,2,137,1,1,138,1,0,139,1,0,139,1,1,138,1,18,121,1,1,138,1,11,128,139,0,0,1,136,0,1,3,140,0,0,0,125,0,1,14,133,0,0,7,135,0,0,5,138,0,0,2,139,0,0,1,140,0,0,0,140,0,0,139,0,0,1,122,0,2,16,139,0,0,1,129,0,7,4,0,0,8,132,132,2,6,0,2,61,77,79,0,21,40,119,0,1,20,0,119,0,5,16,135,0,2,3,0,23,1,4,112,140,0,0,0,0,0,0,0,32,61,33,14,0,3,31,63,43,0,2,69,45,24,0,1,73,40,26,0,3,40,45,52,0,3,18,36,83,0,136,3,0,1,136,3,0,1,136,2,2,0,136,3,0,1,136,3,0,1,136,3,0,1,140,0,0,0,140,0,0,0,140,0,0,0,140,0,0,0,140,0,0,0,140,0,0,0,140,0,0,0,140,0,0,0,140,0,0,0,140,0,0,0,140,0,0,0,140,0,0,0,0,0,27,113,0,1,102,37,0,1,9,130,0,1,85,54,0,1,5,134,0,1,8,131,0,0,80,60,60,0,62,14,2,2,0,0,0,14,68,58,0,0,140,0,0,0,12,128,0,0,119,14,2,0,0,5,0,1,36,41,47,15,0,1,46,67,19,7,0,0,37,103,0,0,0,33,107,0,113,0,25,2,38,0,101,1,131,0,8,1,55,0,57,28,135,0,5,0,132,0,8,0,0,1,3,9,25,28,74,0,1,3,13,25,31,67,0,1,63,54,18,4,0,0,7,18,34,81,0,0,39,46,24,31,55,4,79,2,55,29,15,41,55,22,31,32,0,0,61,79,61,0,36,43,104,0,13,2,3,4,0,1,13,43,0,4,12,2,9,0,3,8,3,0,7,11,5,8,8,17,0,2,65,72,1,0,0,0,0,0,140,0,0,0,0,1,1,99,23,16,1,0,34,66,35,3,1,5.488372093023256,8.157299077464469,1.4000000000000001,0.5477225575051661,14.466417910447761,4.875979855717311,2.514925373134328,1.4286808397110176
GRC,Greece,4,2021-01-03,2021-01-03,227,0,0,0,0,34,226,1599101.8146635299,224,2,0,225,2,8,217,3,3,221,2,20,205,2,10,215,2,16,209,2,3,222,2,3,222,2,3,222,2,0,225,2,4,221,2,28,197,2,1,224,2,25,200,227,0,0,0,219,0,4,4,224,0,1,2,207,0,5,15,217,0,2,8,211,0,1,15,224,0,0,3,224,0,1,2,224,0,1,2,227,0,0,223,0,1,3,199,0,9,19,226,0,0,1,202,0,13,12,0,1,19,207,208,5,14,0,1,100,126,127,0,44,56,183,0,0,44,0,183,0,13,31,214,1,5,6,1,45,2,14,166,227,0,0,0,0,0,0,2,101,77,30,17,0,10,60,101,56,0,8,122,69,28,0,8,120,64,35,0,9,73,77,68,0,12,28,61,126,0,213,5,3,6,213,8,2,4,213,6,4,4,213,8,4,2,213,5,5,4,213,8,0,6,227,0,0,0,227,0,0,0,227,0,0,0,227,0,0,0,227,0,0,0,227,0,0,0,227,0,0,0,227,0,0,0,227,0,0,0,227,0,0,0,227,0,0,0,227,0,0,0,0,2,43,182,0,1,151,75,0,2,13,212,0,3,107,117,0,2,6,219,0,2,9,216,0,0,87,140,140,0,68,12,3,4,0,0,0,17,87,123,0,1,226,0,0,0,19,208,0,1,196,18,1,3,0,8,0,1,66,78,61,21,0,2,74,114,21,16,0,0,90,137,0,0,5,69,152,1,184,2,35,6,76,3,145,3,214,2,8,3,120,0,77,30,221,0,4,2,218,1,6,2,0,2,5,16,31,60,113,0,2,4,23,41,50,107,0,1,106,83,23,14,0,0,10,16,52,149,0,2,57,75,50,43,95,8,116,8,95,61,24,47,95,50,42,40,0,1,111,115,112,0,57,58,170,4,17,0,2,10,4,2,18,59,1,11,11,10,18,0,7,13,13,0,7,16,12,15,5,29,0,6,123,98,0,0,0,0,0,0,0,227,0,0,0,1,7,153,37,29,1,6,24,93,77,23,3,7.806451612903226,9.038784753797888,2,1.5583874449479591,14.98611111111111,4.132096901840705,2.9302325581395348,1.3941692471107012
GRC,Greece,5,2021-01-03,2021-01-03,128,0,0,0,0,21,128,993699.5635494724,123,0,0,128,0,5,123,0,2,126,0,8,120,0,6,122,0,8,120,0,3,125,0,6,122,0,1,127,0,0,128,0,4,124,0,7,121,0,1,127,0,9,119,128,0,0,0,123,0,1,4,126,0,0,2,120,0,2,6,122,0,2,4,120,1,3,4,125,0,1,2,122,0,2,4,127,0,1,0,128,0,0,124,0,2,2,121,0,2,5,127,0,1,0,119,0,2,7,0,0,13,115,115,3,10,0,1,45,82,83,0,17,28,111,0,0,17,0,111,0,5,12,123,0,2,3,0,18,1,16,93,128,0,0,0,0,0,0,0,69,41,12,6,0,15,38,54,21,0,18,69,31,10,0,11,76,28,13,0,17,42,44,25,0,21,15,37,55,0,112,10,3,3,112,9,2,5,112,7,7,2,112,9,2,5,112,9,4,3,112,9,4,3,128,0,0,0,128,0,0,0,128,0,0,0,128,0,0,0,128,0,0,0,128,0,0,0,128,0,0,0,128,0,0,0,128,0,0,0,128,0,0,0,128,0,0,0,128,0,0,0,0,1,19,108,0,1,87,40,0,1,5,122,0,0,62,66,0,1,6,121,0,1,5,122,0,0,56,72,72,0,43,11,1,1,0,0,1,17,43,67,0,0,127,1,0,1,9,118,0,0,108,8,1,3,1,7,0,0,51,42,21,14,0,1,56,57,9,5,0,0,78,50,0,0,1,58,69,0,109,0,19,0,41,2,82,3,123,0,4,1,66,1,43,18,122,0,3,3,123,0,5,0,0,0,3,5,21,33,66,0,3,1,7,15,42,60,0,2,55,51,13,7,0,0,7,11,29,81,0,0,26,37,41,24,65,5,54,4,65,30,7,26,65,20,25,18,0,2,44,82,46,0,30,52,98,0,6,0,3,4,0,0,17,54,2,4,3,1,9,3,3,3,6,0,5,4,11,7,1,12,0,3,68,55,1,1,0,0,0,0,0,0,128,0,0,2,7,81,16,22,2,6,21,49,37,12,1,6.606060606060606,8.36263786859219,1.7272727272727273,0.9045340337332909,14.681102362204724,4.4626622469898685,2.2184873949579833,1.32869034451953
GRC,Greece,-99,2021-01-04,2021-01-03,100,1,11641.2958908597,0,0,10,82,927056.8043013267,0,1,2,97,2,4,94,2,2,96,3,11,86,2,8,90,3,7,90,3,3,94,3,1,96,3,2,95,3,1,96,1,4,95,2,16,82,2,3,95,1,11,88,98,1,0,1,96,1,0,3,98,1,0,1,89,1,3,7,92,0,4,4,93,0,3,4,97,1,1,1,99,0,0,1,98,0,1,1,99,1,0,96,1,2,1,84,1,6,9,97,1,1,1,89,0,7,4,18,0,5,77,96,0,4,21,1,29,49,71,0,14,15,86,0,0,14,0,86,0,5,9,96,0,1,3,0,37,0,5,58,100,0,0,0,0,0,29,1,21,26,14,9,38,6,14,26,16,38,5,28,21,8,38,7,25,20,10,38,7,19,20,16,38,8,9,18,27,0,95,2,1,2,95,2,1,2,95,1,1,3,95,1,2,2,95,2,2,1,95,2,1,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,44,2,16,38,44,0,46,10,44,1,4,51,44,1,37,18,44,1,6,49,44,1,4,51,58,1,23,18,77,0,18,5,0,0,65,0,0,1,17,17,65,0,35,0,68,0,3,29,68,0,25,5,0,1,0,1,68,0,9,15,7,1,69,0,10,13,7,1,73,0,9,18,0,76,1,6,16,1,86,1,13,0,59,1,37,3,96,0,2,2,65,2,26,7,94,1,3,2,96,0,2,2,82,2,0,2,0,1,13,82,1,0,1,3,4,9,85,1,5,5,3,1,85,0,0,2,5,8,85,0,3,5,3,4,92,1,7,0,92,1,3,4,92,1,3,4,89,0,2,9,91,0,8,1,99,0,0,0,0,0,0,0,1,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,4.869565217391305,8.131333044163105,2.25,1.2583057392117916,0,0,0,0
GRC,Greece,1,2021-01-04,2021-01-01,100,0,0,0,0,21,100,882691.9888186413,96,0,0,100,0,5,95,0,1,99,0,18,82,0,16,84,0,2,98,0,7,93,0,1,99,0,1,99,0,0,100,0,4,96,0,12,88,0,1,99,0,15,85,100,0,0,0,95,0,2,3,99,0,0,1,82,0,7,11,84,0,2,14,98,0,0,2,93,0,0,7,99,0,0,1,99,0,0,1,100,0,0,96,0,1,3,88,0,2,10,99,0,0,1,85,1,7,7,0,0,12,88,88,4,8,0,1,36,63,64,0,13,23,87,0,1,12,0,87,0,6,7,94,0,4,2,0,14,0,1,85,100,0,0,0,0,0,0,0,32,35,19,14,0,1,20,54,25,0,1,49,37,13,0,0,50,33,17,0,1,34,37,28,0,1,6,33,60,0,99,0,0,1,99,0,1,0,99,0,1,0,99,0,0,1,99,0,1,0,99,0,1,0,69,0,1,30,69,0,0,31,69,0,2,29,69,0,1,30,69,0,2,29,69,0,3,28,69,0,0,31,92,0,0,8,92,0,1,7,92,0,1,7,92,0,1,7,92,0,1,7,0,0,12,88,0,0,49,51,0,0,3,97,0,0,62,38,0,1,6,93,0,0,4,96,0,0,58,42,42,0,47,7,4,0,0,0,0,18,46,36,0,0,100,0,0,1,4,95,0,0,71,13,2,2,0,12,0,0,23,32,34,11,0,0,21,43,24,12,0,0,14,74,12,0,0,14,75,11,88,0,12,0,51,0,49,0,97,0,3,0,38,0,33,29,94,0,1,5,96,0,4,0,0,2,2,10,22,28,36,0,0,6,9,29,22,34,0,0,36,43,17,4,0,0,5,11,30,54,0,0,23,33,30,14,44,0,45,11,44,7,12,37,44,7,17,32,0,0,20,80,20,0,35,45,65,0,9,0,2,5,2,2,15,45,0,4,6,2,3,0,1,1,4,0,3,2,0,6,1,22,0,2,40,57,1,0,0,0,100,0,0,0,0,0,0,4,4,51,20,21,4,0,9,36,41,6,4,5.093023255813954,6.714639136807095,1.8181818181818181,1.1677484162422844,13.982954545454545,3.8688624836572267,3.2643678160919536,1.3159113043106732
GRC,Greece,2,2021-01-04,2021-01-03,100,0,0,0,0,16,100,918327.0689153755,97,0,0,100,0,5,95,0,0,100,0,12,88,0,16,84,0,8,92,0,3,97,0,5,95,0,2,98,0,0,100,0,7,93,0,22,78,0,3,97,0,10,90,100,0,0,0,95,0,1,4,100,0,0,0,88,0,1,11,84,0,2,14,92,0,4,4,97,0,0,3,95,0,1,4,98,1,0,1,100,0,0,93,0,3,4,78,0,7,15,97,0,3,0,90,1,3,6,0,0,11,89,89,4,7,0,0,40,60,60,0,13,27,87,0,1,12,0,87,0,2,11,98,0,2,0,0,13,1,12,74,100,0,0,0,0,0,0,1,26,31,24,18,0,1,21,50,28,0,1,46,35,18,0,2,45,30,23,0,2,27,30,41,0,1,12,31,56,0,88,3,3,6,88,3,2,7,88,3,3,6,88,4,2,6,88,3,2,7,88,4,0,8,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,2,12,86,0,1,56,43,0,2,11,87,0,1,61,38,0,2,5,93,0,2,10,88,0,0,53,47,47,0,43,6,1,3,0,0,1,9,46,44,0,2,98,0,0,2,7,91,0,0,81,14,3,0,0,2,0,0,27,32,34,7,0,0,34,40,17,9,0,0,20,80,0,0,0,15,83,2,88,0,11,1,44,0,53,3,89,0,11,0,39,0,33,28,95,0,4,1,90,0,10,0,0,0,2,9,25,18,46,0,0,5,9,19,26,41,0,0,46,33,14,7,0,0,7,8,31,54,0,1,32,31,15,21,37,2,51,10,37,18,10,35,37,12,24,27,0,1,46,53,47,0,30,23,70,0,18,1,2,2,0,1,6,24,0,5,3,1,12,0,4,4,0,0,1,11,2,6,3,24,0,1,39,60,0,0,0,0,0,100,0,0,0,0,0,3,1,68,14,14,3,0,39,35,21,1,1,7.000000000000001,9.086150974691304,1.5,0.5270462766947299,14.268421052631581,5.778173589776844,2.29247311827957,1.561370395792259
GRC,Greece,3,2021-01-04,2021-01-03,100,0,0,0,0,6,100,789705.2461572787,98,0,1,99,0,3,97,0,0,100,0,13,87,0,7,93,0,3,97,0,0,100,0,0,100,0,0,100,0,0,100,0,1,99,0,13,87,0,0,100,0,8,92,99,0,0,1,97,0,1,2,100,0,0,0,87,0,1,12,93,0,0,7,97,0,0,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,99,0,0,1,87,0,1,12,100,0,0,0,92,0,6,2,0,0,5,95,95,1,4,0,1,47,52,53,0,16,31,84,0,1,15,0,84,0,4,12,96,0,1,3,0,17,1,4,78,100,0,0,0,0,0,0,0,24,43,21,12,0,1,22,47,30,0,0,53,27,20,0,0,53,27,20,0,1,35,25,39,0,1,15,26,58,0,96,3,0,1,96,3,0,1,96,2,2,0,96,3,0,1,96,3,0,1,96,3,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,20,80,0,1,72,27,0,1,2,97,0,1,61,38,0,1,3,96,0,1,7,92,0,0,58,42,42,0,47,10,1,0,0,0,0,7,52,41,0,0,100,0,0,0,10,90,0,0,86,9,1,0,0,4,0,1,30,27,31,11,0,1,33,48,13,5,0,0,26,74,0,0,0,21,79,0,80,0,20,0,28,0,71,1,98,0,2,0,39,0,40,21,97,0,3,0,93,0,7,0,0,1,2,7,17,23,50,0,1,2,10,14,24,49,0,1,47,32,16,4,0,0,4,15,24,57,0,0,28,35,14,23,37,4,58,1,37,23,10,30,37,17,21,25,0,0,41,59,41,0,31,28,69,0,11,2,3,3,0,1,11,28,0,2,8,3,7,0,2,5,2,0,4,6,3,9,7,14,0,1,45,54,0,0,0,0,0,0,100,0,0,0,0,1,0,73,15,11,1,0,28,44,24,2,1,5.78125,8.709410464845556,1.3333333333333333,0.5773502691896257,14.310526315789474,4.962722178620566,2.556701030927835,1.4717412601302444
GRC,Greece,4,2021-01-04,2021-01-03,100,0,0,0,0,15,100,693071.1950803464,97,1,0,99,1,9,90,1,2,97,1,11,88,1,5,94,1,11,88,1,3,96,1,3,96,1,3,96,1,0,99,1,3,96,1,11,88,1,1,98,1,9,90,100,0,0,0,91,0,3,6,98,0,1,1,89,0,3,8,95,0,2,3,89,0,0,11,97,0,0,3,97,0,1,2,97,0,1,2,100,0,0,97,0,1,2,89,0,4,7,99,0,0,1,91,0,5,4,0,0,6,94,94,2,4,0,1,35,64,65,0,17,18,83,0,0,17,0,83,0,5,12,95,0,2,3,0,18,0,9,73,100,0,0,0,0,0,0,0,39,35,17,9,0,2,23,48,27,0,2,51,33,14,0,2,48,32,18,0,1,31,32,36,0,2,10,27,61,0,91,1,3,5,91,3,3,3,91,2,4,3,91,4,2,3,91,3,3,3,91,3,0,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,17,82,0,0,65,35,0,1,6,93,0,2,45,53,0,1,2,97,0,1,3,96,0,0,40,60,60,0,31,6,1,2,0,0,0,5,40,55,0,1,99,0,0,0,8,92,0,0,83,9,0,3,0,5,0,0,31,33,26,10,0,0,31,51,10,8,0,0,39,61,0,0,0,27,73,0,83,1,14,2,35,2,63,0,94,0,5,1,55,1,33,11,98,0,2,0,97,1,2,0,0,1,3,6,12,24,54,0,0,0,10,17,21,52,0,0,40,42,11,7,0,0,1,6,25,68,0,1,21,36,24,18,43,4,51,2,43,30,9,18,43,21,17,19,0,0,53,47,53,0,23,24,77,1,7,0,0,4,3,0,8,24,0,7,2,5,7,0,5,6,4,0,2,7,7,9,1,14,0,1,58,40,1,0,0,0,0,0,0,100,0,0,0,1,3,58,20,18,1,2,12,37,39,9,0,8.366666666666667,8.915245885302452,2.5,1.378404875209022,14.873684210526317,4.07441969569446,2.8404255319148937,1.4089055577784344
GRC,Greece,5,2021-01-04,2021-01-03,100,0,0,0,0,17,100,800782.691934623,95,0,0,100,0,5,95,0,2,98,0,7,93,0,5,95,0,5,95,0,3,97,0,5,95,0,1,99,0,0,100,0,4,96,0,4,96,0,1,99,0,8,92,100,0,0,0,95,0,1,4,98,0,0,2,93,0,1,6,95,0,1,4,95,1,3,1,97,0,1,2,95,0,2,3,99,0,1,0,100,0,0,96,0,2,2,96,0,2,2,99,0,1,0,92,0,1,7,0,0,11,89,89,3,8,0,2,38,60,62,0,14,24,86,0,0,14,0,86,0,4,10,96,0,2,2,0,16,1,14,69,100,0,0,0,0,0,0,0,52,37,8,3,0,11,34,44,11,0,14,58,22,6,0,7,61,22,10,0,15,29,34,22,0,15,9,31,45,0,86,8,3,3,86,7,2,5,86,7,5,2,86,7,2,5,86,7,4,3,86,7,4,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,15,85,0,0,68,32,0,0,4,96,0,0,51,49,0,0,6,94,0,0,4,96,0,0,43,57,57,0,32,10,1,0,0,0,1,8,33,58,0,0,100,0,0,1,7,92,0,0,84,6,1,3,0,6,0,0,38,35,18,9,0,1,44,46,6,3,0,0,62,38,0,0,1,46,53,0,85,0,15,0,32,2,63,3,96,0,3,1,49,1,39,11,94,0,3,3,96,0,4,0,0,0,3,5,17,27,48,0,3,1,5,12,31,48,0,2,45,41,7,5,0,0,6,9,21,64,0,0,21,32,29,18,47,6,44,3,47,29,4,20,47,18,21,14,0,2,36,62,38,0,23,39,77,0,4,0,3,3,0,0,13,41,2,4,4,0,6,0,2,3,6,0,4,2,11,4,0,11,0,2,52,44,1,1,0,0,0,0,0,0,100,0,0,2,5,63,13,17,2,5,15,38,27,12,1,6.884615384615385,8.927830298911033,1.6666666666666667,0.8660254037844386,14.495,4.689066909828488,2.193548387096774,1.3693704084607723
GRC,Greece,-99,2021-01-13,2021-01-03,100,0,0,0,0,16,89,1212997.9971160914,0,2,1,97,2,2,96,2,2,96,2,9,89,2,7,91,1,9,90,1,4,95,2,1,97,1,1,98,1,0,99,3,4,93,2,14,84,3,1,96,2,12,86,99,0,1,0,98,0,1,1,98,0,0,2,91,1,1,7,93,0,0,7,91,1,2,6,96,0,1,3,99,0,1,0,99,0,0,1,100,0,0,96,1,0,3,86,0,3,11,99,0,0,1,88,0,7,5,11,0,6,83,95,1,4,15,1,35,49,65,0,14,21,86,0,1,13,0,86,0,4,10,96,1,1,2,0,30,0,4,66,38,1,1,59,1,0,24,1,27,24,13,11,36,6,20,18,20,36,8,30,17,9,36,10,29,18,7,36,10,20,20,14,36,12,7,18,27,0,98,1,1,0,98,2,0,0,98,2,0,0,98,2,0,0,98,2,0,0,98,1,1,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,43,1,14,42,43,0,45,12,43,0,4,53,43,0,34,23,43,0,3,54,43,0,7,50,52,0,24,24,76,0,19,3,1,1,59,0,0,2,16,23,59,0,41,0,64,1,3,32,64,0,29,4,0,0,0,3,64,0,14,9,4,9,64,1,13,12,6,4,64,0,12,24,0,74,1,7,18,0,87,1,11,1,57,2,39,2,96,0,2,2,69,0,24,7,97,0,1,2,93,1,4,2,77,0,2,1,3,3,14,77,1,2,0,6,7,7,82,1,7,4,4,2,82,0,1,2,3,12,82,1,5,4,3,5,92,0,8,0,92,3,1,4,92,3,4,1,86,1,2,11,89,0,6,5,96,0,1,0,0,1,0,0,2,96,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,5,6.747133430117529,3.5000000000000004,1.2909944487358056,0,0,0,0
