ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C12..99,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
BO,BOL,Bolivia,-99,2020-12-30,2020-12-30,206,10,68427.0275254793,5,34537.35848138848,87,149,2206756.901795404,0,11,19,176,14,28,164,13,16,177,9,43,154,14,46,146,12,48,146,14,30,162,12,19,175,14,18,174,15,14,177,17,28,161,11,57,138,14,16,176,15,52,139,187,4,11,4,178,3,14,11,190,1,8,7,163,4,25,14,160,2,16,28,158,5,28,15,176,4,16,10,187,1,11,7,188,2,10,6,192,2,8,4,178,5,15,8,149,4,36,17,190,4,10,2,154,3,31,18,55,2,43,106,168,2,13,23,68,9,45,84,163,1,8,34,198,1,6,1,198,0,6,2,0,200,0,2,4,0,90,3,37,76,206,0,0,0,0,82,2,46,41,23,12,103,3,53,28,19,103,14,45,22,22,103,16,46,24,17,103,17,41,20,25,103,17,12,18,56,170,16,13,7,170,18,11,7,170,7,24,5,170,16,12,8,170,16,8,12,170,17,8,11,206,0,0,0,206,0,0,0,206,0,0,0,206,0,0,0,206,0,0,0,206,0,0,0,206,0,0,0,206,0,0,0,206,0,0,0,206,0,0,0,206,0,0,0,206,0,0,0,113,11,44,38,113,8,71,14,113,12,33,48,113,11,41,41,113,11,28,54,113,8,52,33,119,1,48,38,158,0,32,9,4,3,128,1,1,15,30,31,128,2,75,1,142,1,16,47,142,0,48,8,5,0,1,2,142,0,13,21,17,13,146,1,9,31,17,2,206,206,164,1,39,2,137,1,66,2,174,1,29,2,166,1,25,14,179,1,24,2,156,1,46,3,164,0,0,1,11,10,20,164,0,0,2,8,13,19,173,1,19,8,4,1,173,1,6,11,8,7,173,1,15,7,5,5,186,1,14,5,186,4,10,6,186,3,11,6,178,0,12,16,190,0,8,8,203,1,1,0,0,0,0,0,1,194,0,1,1,1,1,0,0,2,1,0,0,0,0,0,1,4,206,0,0,0,0,0,206,0,0,0,0,0,0,0,0,206,0,0,0,0,206,0,0,0,0,0,0,2.683333333333333,1.6809621657898495,2.3125,1.7494238682971437,0,0,0,0
BO,BOL,Bolivia,1,2020-12-30,2020-12-30,120,3,22757.72095263861,1,3384.828557630949,69,120,973175.9813247526,113,1,8,111,1,23,96,1,12,107,1,27,92,1,30,89,1,29,90,1,27,92,1,12,107,1,14,105,1,7,112,1,24,95,0,38,82,1,12,107,1,43,76,112,0,5,3,97,0,15,8,108,0,8,4,93,0,20,7,90,1,17,12,91,0,19,10,93,0,21,6,108,0,9,3,106,0,11,3,113,0,7,0,96,0,14,10,82,0,19,19,108,0,10,2,77,0,29,14,0,0,29,91,91,0,13,16,0,1,30,89,90,0,9,21,111,2,7,0,111,0,9,0,0,111,0,6,3,0,10,2,25,83,120,0,0,0,0,0,0,36,51,20,13,0,2,61,42,15,0,4,51,48,17,0,1,58,41,20,0,4,35,52,29,0,4,7,33,76,95,4,11,10,95,7,11,7,95,5,15,5,95,6,10,9,95,7,5,13,95,8,9,8,120,0,0,0,120,0,0,0,120,0,0,0,120,0,0,0,120,0,0,0,120,0,0,0,120,0,0,0,120,0,0,0,120,0,0,0,120,0,0,0,120,0,0,0,120,0,0,0,0,2,59,59,0,2,90,28,0,4,62,54,0,3,67,50,0,4,39,77,0,3,82,35,0,1,73,46,47,0,51,19,1,2,0,2,1,37,45,35,0,1,119,0,0,0,18,102,0,0,84,29,3,1,1,2,0,0,27,33,39,21,0,0,21,68,25,6,120,120,61,0,55,4,30,2,84,4,58,2,52,8,53,2,41,24,81,2,28,9,38,2,78,2,0,0,1,11,24,33,51,0,1,2,16,26,39,36,0,2,54,44,13,7,0,1,20,46,29,24,0,1,58,31,19,11,31,3,75,11,31,11,39,39,31,9,54,26,0,2,54,64,56,0,20,44,100,1,2,0,1,5,1,3,7,46,0,6,11,3,2,1,0,0,2,1,3,3,3,2,4,33,0,2,53,63,0,2,0,0,120,0,0,0,0,0,0,6,1,94,6,13,6,0,17,20,36,25,16,2.9130434782608696,2.0683495247009454,2.5384615384615383,1.5551403597301237,10.64,6.417337627258069,2.9272727272727272,1.6848438846857996
BO,BOL,Bolivia,2,2020-12-30,2020-12-30,144,4,24014.16608047632,3,17136.9711761546,74,144,1099735.9460604123,142,7,7,130,6,19,119,6,13,125,6,42,96,6,34,104,6,34,104,5,33,106,6,17,121,7,21,116,7,8,129,6,22,116,4,54,86,7,11,126,6,46,92,137,0,4,3,125,0,13,6,131,0,9,4,102,1,28,13,110,1,13,20,110,1,16,17,111,0,21,12,127,1,10,6,123,0,14,7,136,0,6,2,122,0,17,5,90,0,26,28,133,0,8,3,98,1,31,14,0,0,31,113,113,1,20,10,0,0,49,95,95,0,20,29,124,0,18,2,124,0,13,7,0,131,0,7,6,0,20,0,27,97,144,0,0,0,0,0,0,50,52,35,7,0,4,81,43,16,0,6,73,43,22,0,11,61,42,30,0,12,43,57,32,0,12,15,31,86,117,8,13,6,117,10,6,11,117,7,17,3,117,10,5,12,117,12,2,13,117,9,11,7,144,0,0,0,144,0,0,0,144,0,0,0,144,0,0,0,144,0,0,0,144,0,0,0,144,0,0,0,144,0,0,0,144,0,0,0,144,0,0,0,144,0,0,0,144,0,0,0,0,3,75,66,0,2,121,21,0,5,69,70,0,3,89,52,0,4,41,99,0,0,84,60,0,0,89,55,55,1,66,7,4,11,0,1,2,22,63,56,0,0,144,0,0,1,26,117,0,0,116,23,2,2,0,1,0,1,16,46,54,27,0,1,35,83,22,3,144,144,69,1,71,3,23,1,118,2,75,1,63,5,55,1,62,26,103,1,34,6,60,1,82,1,0,0,2,8,31,46,57,0,0,2,11,27,51,53,0,1,75,53,12,3,0,1,32,52,42,17,0,0,62,52,18,12,30,7,96,11,30,11,80,23,30,10,64,40,0,0,73,71,73,0,38,33,106,0,3,1,7,7,4,5,11,33,0,4,14,9,7,3,4,10,6,0,6,6,3,3,4,32,0,2,65,76,0,1,0,0,0,144,0,0,0,0,0,2,1,116,18,7,2,0,34,40,33,25,10,2.6534653465346536,1.7287894236393073,2.3870967741935485,1.725831574533249,11.219696969696969,7.105867260636964,3.157142857142857,1.6458862106154046
BO,BOL,Bolivia,3,2020-12-30,2020-12-30,102,4,32721.69376287306,3,19721.18943672956,76,102,792624.5210206106,99,4,5,93,3,24,75,4,6,92,4,22,76,5,25,72,2,24,76,3,20,79,5,5,92,4,13,85,3,7,92,4,15,83,1,31,70,5,10,87,4,33,65,97,1,4,0,78,2,14,8,96,1,2,3,80,1,12,9,77,2,12,11,78,2,15,7,82,1,15,4,97,0,3,2,89,0,10,3,95,2,5,0,87,1,8,6,71,2,13,16,92,0,9,1,69,1,18,14,0,0,30,72,72,1,17,12,0,0,46,56,56,1,11,34,91,6,5,0,91,0,7,4,0,95,0,3,4,0,12,0,24,66,102,0,0,0,0,0,0,41,30,22,9,0,2,53,33,14,0,6,57,28,11,0,4,48,22,28,0,4,39,32,27,0,5,14,17,66,78,8,6,10,78,9,4,11,78,3,15,6,78,8,10,6,78,9,2,13,78,6,7,11,102,0,0,0,102,0,0,0,102,0,0,0,102,0,0,0,102,0,0,0,102,0,0,0,102,0,0,0,102,0,0,0,102,0,0,0,102,0,0,0,102,0,0,0,102,0,0,0,0,5,43,54,0,2,81,19,0,8,38,56,0,7,51,44,0,6,20,76,0,5,41,56,0,0,71,31,31,0,46,15,4,6,0,0,0,20,35,47,0,0,102,0,0,1,27,74,0,1,87,9,3,2,0,0,0,1,16,28,36,21,0,0,31,53,17,1,102,102,59,0,38,5,21,0,79,2,64,0,34,4,51,0,42,9,82,0,16,4,61,0,40,1,0,0,1,5,15,32,49,0,0,1,3,20,27,51,0,0,53,31,14,4,0,0,23,35,31,13,0,0,44,34,21,3,24,3,66,9,24,17,53,8,24,20,43,15,0,0,61,41,61,0,26,15,76,1,3,1,3,5,4,1,8,15,0,4,7,7,8,1,3,7,6,0,8,6,6,0,4,20,0,0,59,43,0,0,0,0,0,0,102,0,0,0,0,1,2,88,6,5,1,0,22,20,29,17,13,2.935483870967742,1.7165631669976398,3,2.0670576365276494,12.489583333333334,6.32454665180653,3.329896907216495,1.6690918781165107
BO,BOL,Bolivia,4,2020-12-30,2020-12-27,100,3,23180.96692770414,1,7887.19741520516,61,100,895076.0284151908,98,3,5,92,3,11,86,2,7,91,2,17,81,3,15,82,4,21,75,2,22,76,2,10,88,2,11,87,3,7,90,3,11,86,1,20,79,3,8,89,3,23,74,95,0,4,1,89,0,8,3,93,0,6,1,83,0,11,6,85,0,6,9,79,1,16,4,78,0,14,8,90,0,7,3,89,1,9,1,93,0,5,2,89,1,5,5,80,0,13,7,92,0,6,2,77,0,14,9,0,0,25,75,75,1,10,14,0,5,51,44,49,2,16,33,84,8,8,0,84,0,11,5,0,89,0,8,3,0,23,0,8,69,100,0,0,0,0,0,0,47,28,11,14,0,7,51,22,20,0,10,58,16,16,0,9,50,14,27,0,9,46,21,24,0,12,4,8,76,92,6,1,1,92,7,0,1,92,3,4,1,92,7,1,0,92,7,0,1,92,6,1,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,8,41,51,0,3,75,22,0,8,33,59,0,6,45,49,0,6,25,69,0,3,39,58,0,0,57,43,43,0,32,15,5,5,0,1,0,10,37,52,0,1,98,1,0,0,19,81,0,0,91,7,0,0,1,1,0,0,16,28,29,27,0,2,24,53,15,6,100,100,59,1,37,3,25,1,73,1,67,2,28,3,55,2,28,15,75,1,22,2,61,0,38,1,0,0,2,3,14,22,59,0,1,1,2,11,23,62,0,1,38,50,7,4,0,0,16,31,35,18,0,0,32,38,23,7,30,8,54,8,30,11,48,11,30,13,47,10,0,0,60,40,60,0,24,16,76,3,4,1,6,4,0,0,6,16,0,2,4,4,14,4,3,8,2,0,4,9,9,0,0,21,0,3,62,35,0,0,0,0,0,0,0,100,0,0,0,2,0,80,8,10,2,0,11,17,38,23,9,2.847457627118644,1.7985967645499212,2.7142857142857144,1.4540583599999397,13.873684210526315,6.8854488956756335,3.265263157894737,1.9162112674495368
BO,BOL,Bolivia,5,2020-12-30,2020-12-26,100,2,14372.602467183318,1,7942.666112401709,54,100,1019923.9969361974,95,2,5,93,3,16,81,2,2,96,1,18,81,2,20,78,3,17,80,2,16,82,2,7,91,3,1,96,2,3,95,2,10,88,2,21,77,3,9,88,2,18,80,95,0,3,2,84,1,9,6,98,0,1,1,82,1,11,6,80,1,10,9,83,2,7,8,84,1,9,6,93,0,6,1,99,0,0,1,97,0,2,1,90,0,8,2,79,1,15,5,91,1,6,2,82,2,8,8,0,0,24,76,76,1,8,15,0,1,42,57,58,3,7,32,93,4,3,0,93,0,5,2,0,95,0,2,3,0,11,2,12,75,100,0,0,0,0,0,1,36,32,12,19,0,9,44,23,24,0,9,48,28,15,0,13,32,27,28,0,15,38,25,22,0,17,5,14,64,88,5,6,1,88,6,2,4,88,5,3,4,88,4,3,5,88,7,0,5,88,7,0,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,8,28,64,0,4,76,20,0,9,31,60,0,8,35,57,0,9,14,77,0,7,44,49,0,0,55,45,45,0,34,13,5,3,0,1,0,11,42,46,0,0,100,0,0,1,15,84,0,0,84,10,0,2,1,3,0,0,28,28,23,21,0,0,36,44,16,4,100,100,72,0,27,1,24,0,74,2,69,0,28,3,65,0,23,12,86,0,13,1,56,0,41,3,0,0,0,5,12,30,53,0,0,0,5,15,31,49,0,0,38,41,15,6,0,0,11,22,36,31,0,0,19,35,21,25,46,10,33,11,46,10,35,9,46,10,27,17,0,0,50,50,50,0,23,27,77,2,1,1,2,2,2,3,10,27,0,2,3,7,12,2,4,7,2,0,6,2,5,0,2,19,0,1,65,34,0,0,0,0,0,0,0,0,100,0,0,3,4,84,7,2,3,0,14,21,26,24,12,2.909090909090909,2.0662430325013244,2.875,1.707825127659933,11.976744186046512,6.330090128874287,2.880434782608696,1.7086875067431002
BO,BOL,Bolivia,-99,2020-12-31,2020-12-31,161,9,95825.4386664867,4,42297.97588185872,74,114,1874456.8315499895,0,10,13,138,8,31,122,12,16,133,11,44,106,7,39,115,10,43,108,9,33,119,11,19,131,14,18,129,13,9,139,12,21,128,6,49,106,9,26,126,9,46,106,148,2,8,3,130,1,20,10,145,0,10,6,117,1,28,15,122,2,21,16,118,2,31,10,128,1,23,9,142,1,15,3,143,1,11,6,152,0,8,1,140,1,13,7,112,2,31,16,135,1,20,5,115,2,32,12,45,2,36,78,129,0,21,11,52,2,40,67,122,0,13,26,148,3,9,1,148,0,6,7,0,156,0,2,3,0,71,6,25,59,161,0,0,0,0,63,2,35,34,13,14,77,6,41,23,14,77,12,41,18,13,77,15,32,26,11,77,12,28,28,16,77,15,9,17,43,137,10,7,7,137,13,7,4,137,5,14,5,137,10,7,7,137,13,5,6,137,12,10,2,161,0,0,0,161,0,0,0,161,0,0,0,161,0,0,0,161,0,0,0,161,0,0,0,161,0,0,0,161,0,0,0,161,0,0,0,161,0,0,0,161,0,0,0,161,0,0,0,88,5,32,36,88,5,56,12,88,8,31,34,88,7,35,31,88,8,16,49,88,7,41,25,96,1,40,24,121,1,23,12,3,1,104,0,2,11,24,20,104,5,51,1,111,1,7,42,111,1,38,5,0,2,1,3,111,1,15,14,12,8,115,0,14,16,13,3,161,161,131,0,26,4,107,2,50,2,132,1,26,2,128,1,24,8,145,0,12,4,121,1,38,1,121,1,0,3,10,11,15,121,0,0,6,8,13,13,128,0,21,7,3,2,128,0,8,12,8,5,128,0,16,12,3,2,138,2,19,2,138,3,14,6,138,6,14,3,138,1,12,10,151,0,6,4,160,0,0,0,0,0,0,1,0,152,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,2,161,0,0,0,0,0,161,0,0,0,0,0,0,0,0,161,0,0,0,0,161,0,0,0,0,0,0,2.5901639344262297,1.6163441174486728,2.5833333333333335,1.4116492564331997,0,0,0,0
BO,BOL,Bolivia,1,2020-12-31,2020-12-30,100,6,51656.198595930626,1,6745.81329078106,73,100,954792.8626268029,97,0,10,90,0,21,79,0,8,92,0,26,74,0,29,71,0,20,80,0,19,81,0,12,88,0,20,80,0,5,95,0,27,73,0,37,63,0,9,91,0,48,52,90,0,6,4,79,0,13,8,92,0,6,2,74,0,15,11,71,0,10,19,80,0,10,10,81,0,8,11,88,0,9,3,80,0,14,6,95,0,4,1,73,1,16,10,63,0,16,21,91,0,7,2,52,1,22,25,0,0,27,73,73,0,15,12,0,0,37,63,63,0,13,24,87,2,10,1,87,0,12,1,0,88,0,4,6,2,13,0,14,73,100,0,0,0,0,0,0,32,41,19,8,0,0,56,32,12,0,1,50,37,12,0,1,49,36,14,0,1,31,39,29,0,2,6,22,70,86,5,3,6,86,5,4,5,86,1,6,7,86,4,8,2,86,5,1,8,86,4,2,8,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,3,36,61,0,3,75,22,0,3,44,53,0,2,53,45,0,3,26,71,0,1,55,44,0,0,67,33,33,0,47,14,2,4,0,0,1,24,38,37,0,0,100,0,0,0,15,85,0,0,77,11,3,6,1,2,0,0,15,35,35,15,0,0,24,50,23,3,100,100,64,0,30,6,25,0,71,4,56,0,39,5,47,0,33,20,74,0,20,6,45,0,54,1,0,1,4,11,16,26,42,0,0,5,14,24,28,29,0,0,52,24,19,5,0,1,22,29,32,16,0,0,46,24,22,8,30,1,59,10,30,9,31,30,30,8,43,19,0,2,38,60,40,1,21,38,79,0,4,0,4,4,1,0,8,41,0,2,7,4,2,1,0,0,4,0,4,2,0,1,1,31,0,0,48,51,0,1,0,0,100,0,0,0,0,0,0,2,1,81,10,6,2,1,15,15,36,19,12,3.0843373493975905,2.084816300482789,2.9166666666666665,1.6918388932104942,11.677777777777777,5.8517792891511915,2.9896907216494846,1.8285629908985497
BO,BOL,Bolivia,2,2020-12-31,2020-12-30,100,3,29546.45494552467,2,18618.52296057657,74,99,977028.9788621521,97,4,11,85,1,23,76,3,8,89,4,24,72,3,31,66,2,25,73,1,23,76,3,8,89,3,14,83,2,11,87,4,19,77,3,40,57,4,12,84,3,34,63,89,0,8,3,77,3,12,8,92,0,5,3,76,1,14,9,69,0,16,15,75,1,16,8,77,1,12,10,92,0,5,3,86,1,8,5,89,0,10,1,81,0,13,6,60,1,29,10,88,0,7,5,66,0,24,10,0,1,31,68,69,1,20,10,0,2,41,57,59,0,16,25,84,4,11,1,84,0,11,5,0,89,0,6,5,0,18,1,22,59,100,0,0,0,0,0,0,27,54,12,7,0,0,56,32,12,0,7,46,38,9,0,8,36,32,24,0,8,22,42,28,0,8,5,22,65,78,5,14,3,78,7,10,5,78,5,13,4,78,7,3,12,78,8,4,10,78,7,5,10,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,5,44,51,0,2,76,22,0,6,40,54,0,7,46,47,0,8,17,75,0,5,51,44,0,0,64,36,36,2,44,9,2,7,0,0,0,20,38,42,0,0,99,1,0,0,23,77,0,0,72,19,2,2,2,3,0,0,20,29,36,15,0,1,22,48,28,1,100,100,56,0,41,3,24,0,74,2,60,0,37,3,54,0,32,14,83,0,12,5,49,0,51,0,0,0,3,8,20,27,42,0,0,2,8,23,31,36,0,0,60,31,5,4,0,0,28,34,21,17,0,0,46,29,18,7,25,4,64,7,25,6,55,14,25,13,47,15,0,0,58,42,58,0,24,18,76,0,11,1,2,1,4,1,4,18,0,3,4,5,6,1,5,7,1,1,8,5,3,1,4,28,0,3,47,49,0,1,0,0,0,100,0,0,0,0,0,3,0,77,14,6,3,0,27,24,23,14,9,2.8541666666666665,1.734970673941384,2.4827586206896552,1.1218826541377545,11.744444444444444,6.040241663279002,2.8969072164948453,1.61686770280839
BO,BOL,Bolivia,3,2020-12-31,2020-12-30,100,2,17618.272304242222,1,11182.2726645707,72,100,990756.8198332179,94,5,5,90,4,16,80,4,1,95,5,20,75,3,22,75,3,21,76,3,17,80,4,8,88,5,10,85,3,5,92,5,14,81,3,24,73,6,7,87,5,25,70,95,0,3,2,84,2,8,6,99,1,0,0,80,1,11,8,78,1,8,13,79,1,12,8,83,0,6,11,92,0,6,2,90,2,7,1,95,1,4,0,86,1,7,6,76,1,8,15,93,0,6,1,75,0,18,7,0,0,31,69,69,0,21,10,0,0,39,61,61,1,15,23,85,7,8,0,85,0,6,9,0,94,0,4,2,0,16,1,15,68,100,0,0,0,0,0,1,35,36,15,13,0,5,49,24,22,0,11,44,28,17,0,9,44,21,26,0,8,33,28,31,0,8,12,9,71,85,6,4,5,85,6,4,5,85,6,5,4,85,7,6,2,85,8,1,6,85,7,3,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,5,44,51,0,3,80,17,0,7,34,59,0,6,50,44,0,7,24,69,0,4,43,53,0,0,55,45,45,0,42,8,4,1,0,1,0,13,31,55,0,0,100,0,0,3,20,77,0,1,81,11,4,2,0,1,0,0,21,29,28,22,0,0,27,55,17,1,100,100,56,1,41,2,20,1,79,0,66,1,31,2,50,1,37,12,76,1,20,3,57,1,38,4,0,0,1,3,11,32,53,0,0,0,3,10,26,61,0,0,43,42,11,4,0,0,16,32,29,23,0,0,33,42,15,10,25,9,54,12,25,11,47,17,25,17,36,22,0,1,62,37,63,0,21,16,79,0,3,0,0,4,0,2,12,17,0,1,8,8,9,2,4,6,2,1,3,6,1,0,1,31,0,1,49,49,0,1,0,0,0,0,100,0,0,0,0,4,2,79,10,5,4,2,16,27,30,16,5,3.1,1.9018278451380326,2.576923076923077,1.8798526947200287,12.095744680851064,6.251140367253037,3.3829787234042548,1.7665127726361123
BO,BOL,Bolivia,4,2020-12-31,2020-12-30,100,2,27476.812835208497,1,16730.6751999647,71,100,1069041.283634837,97,2,4,94,2,12,86,2,3,95,2,21,77,2,20,78,2,16,82,2,19,79,2,8,90,2,7,91,2,5,93,2,12,86,1,22,77,2,9,89,2,25,73,96,0,4,0,88,0,9,3,97,0,2,1,79,1,13,7,80,0,8,12,84,0,12,4,81,0,11,8,92,0,7,1,93,0,6,1,95,0,5,0,88,0,8,4,78,0,12,10,91,0,6,3,75,0,13,12,0,0,31,69,69,1,18,12,0,1,38,61,62,1,14,23,86,5,8,1,86,0,7,7,0,93,0,1,6,0,16,1,15,68,100,0,0,0,0,0,0,45,37,8,10,0,5,47,28,20,0,8,56,19,17,0,7,43,21,29,0,8,38,26,28,0,10,8,13,69,85,12,0,3,85,9,3,3,85,6,7,2,85,8,6,1,85,11,1,3,85,11,1,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,6,41,53,0,4,76,20,0,6,40,54,0,7,50,43,0,6,26,68,0,2,45,53,0,1,56,43,44,0,31,15,7,3,0,0,1,11,36,52,0,0,98,2,0,2,14,84,0,0,82,12,2,3,0,1,0,0,19,30,32,19,0,1,24,59,13,3,100,100,59,1,39,1,24,1,74,1,60,1,36,3,50,1,38,11,74,2,21,3,55,0,44,1,0,0,0,2,20,23,55,0,0,0,3,14,28,55,0,0,38,45,12,5,0,0,15,30,31,24,0,0,28,42,19,11,30,7,50,13,30,13,46,11,30,13,43,14,0,0,56,44,56,0,30,14,70,2,2,1,7,4,2,2,10,14,1,1,8,7,10,5,4,5,5,0,5,7,8,0,3,17,0,0,62,38,0,0,0,0,0,0,0,100,0,0,0,2,0,86,6,6,2,1,17,17,41,18,4,2.824561403508772,1.5712007125755754,2.4814814814814814,1.5030832509409646,12.556701030927837,6.046640031464011,3.3125,1.724818831066034
