ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C12..99,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
BO,BOL,Bolivia,2,2020-12-23,2020-12-23,164,4,19235.19273014483,4,19235.19273014483,67,164,1248625.2963620226,156,4,8,152,3,24,137,3,6,155,3,24,137,3,47,114,2,29,133,3,25,136,3,11,150,3,11,150,4,9,151,2,31,131,1,47,116,4,6,154,3,40,121,156,0,5,3,140,0,17,7,158,0,5,1,140,0,14,10,117,1,26,20,135,1,14,14,139,1,14,10,153,1,8,2,153,1,5,5,155,0,4,5,133,1,15,15,117,1,25,21,158,0,5,1,124,1,25,14,0,0,33,131,131,0,19,14,0,2,58,104,106,1,12,45,152,3,9,0,152,0,8,4,0,156,0,3,5,0,15,0,35,114,164,0,0,0,0,0,0,55,70,28,11,0,5,96,48,15,0,10,80,54,20,0,11,75,45,33,0,13,54,55,42,0,15,16,36,97,129,16,7,12,129,14,8,13,129,9,21,5,129,13,10,12,129,15,5,15,129,15,6,14,164,0,0,0,164,0,0,0,164,0,0,0,164,0,0,0,164,0,0,0,164,0,0,0,164,0,0,0,164,0,0,0,164,0,0,0,164,0,0,0,164,0,0,0,164,0,0,0,0,6,83,75,0,6,131,27,0,10,74,80,0,6,77,81,0,7,42,115,0,4,96,64,0,0,99,65,65,0,62,22,9,6,0,1,1,33,75,54,0,1,162,1,0,1,38,125,0,0,123,31,2,4,2,2,0,0,37,42,54,31,0,0,42,83,36,3,164,164,81,0,82,1,33,0,127,4,90,0,69,5,87,0,50,27,122,0,34,8,68,0,94,2,0,1,1,4,27,57,74,0,0,0,10,32,51,71,0,2,85,61,10,6,0,0,25,68,45,26,0,0,64,59,28,13,41,7,105,11,41,19,78,26,41,25,68,30,0,0,101,63,101,0,29,34,135,1,6,0,3,5,3,1,10,34,0,4,13,10,4,2,4,16,4,2,13,8,3,0,9,38,0,0,83,80,0,1,0,0,0,164,0,0,0,0,0,4,0,122,21,17,4,0,48,33,43,20,16,2.7196261682242993,1.741796906273803,2.0625,1.293594641599212,10.197278911564625,5.788083478422056,3.0194805194805197,1.6268610427935157
BO,BOL,Bolivia,3,2020-12-23,2020-12-22,100,4,24316.65544784916,2,11607.026935364791,58,100,675402.6334805303,95,0,5,95,1,14,85,2,4,94,1,23,76,1,18,81,1,22,77,1,19,80,1,13,86,1,5,94,1,1,98,1,14,85,1,28,71,1,6,93,1,26,73,95,0,3,2,86,0,8,6,96,0,4,0,77,0,11,12,82,0,11,7,78,0,14,8,81,0,11,8,87,0,6,7,95,0,5,0,99,0,1,0,86,0,8,6,72,0,15,13,94,0,5,1,74,0,16,10,0,0,27,73,73,0,13,14,0,0,40,60,60,0,8,32,92,5,3,0,92,0,5,3,0,95,0,3,2,0,8,1,19,72,100,0,0,0,0,0,0,41,33,21,5,0,2,52,31,15,0,5,54,27,14,0,5,42,24,29,0,4,27,38,31,0,6,5,14,75,81,8,7,4,81,10,4,5,81,6,9,4,81,6,7,6,81,9,2,8,81,9,4,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,2,56,42,0,5,80,15,0,6,39,55,0,5,55,40,0,4,24,72,0,4,53,43,0,1,59,40,41,0,33,11,9,6,0,0,3,12,40,45,0,2,97,1,0,0,23,77,0,0,82,15,1,1,0,1,0,1,22,19,39,19,0,0,26,58,10,6,100,100,44,2,52,2,20,2,75,3,61,2,35,2,45,2,45,8,76,1,19,4,47,3,48,2,0,0,1,2,22,36,39,0,0,1,3,18,40,38,0,2,44,42,6,6,0,0,14,27,43,16,0,0,34,42,20,4,24,5,60,11,24,9,48,19,24,11,39,26,0,0,66,34,66,0,17,17,83,0,2,1,3,4,1,2,4,17,0,4,5,8,7,2,4,9,3,2,5,1,4,4,3,22,0,1,54,44,0,1,0,0,0,0,100,0,0,0,0,4,0,82,7,7,4,0,19,22,34,15,6,2.734375,1.5143984871155207,2.347826086956522,1.26522350350995,12.122448979591837,6.053482096038676,3.5833333333333335,1.5537165403378115
BO,BOL,Bolivia,4,2020-12-23,2020-12-22,100,4,50714.703585078125,2,17258.61650686832,52,100,888835.5861185301,99,1,4,95,1,12,87,1,4,95,1,17,82,1,18,81,2,13,85,1,17,82,1,10,89,1,5,94,1,4,95,1,10,89,1,24,75,1,3,96,1,22,77,96,0,4,0,88,1,7,4,96,1,2,1,83,1,14,2,82,0,9,9,87,1,7,5,83,2,11,4,90,0,8,2,95,0,2,3,96,0,3,1,90,0,3,7,76,0,12,12,97,1,1,1,78,1,12,9,0,0,25,75,75,0,5,20,0,0,46,54,54,3,15,28,85,1,14,0,85,0,6,9,0,94,0,3,3,0,18,1,12,69,100,0,0,0,0,0,0,42,35,12,11,0,6,50,19,25,0,13,64,15,8,0,10,51,17,22,0,12,48,22,18,0,12,11,7,70,88,10,1,1,88,8,2,2,88,5,7,0,88,9,1,2,88,10,0,2,88,9,2,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,58,42,0,3,81,16,0,4,39,57,0,2,46,52,0,3,26,71,0,2,47,51,0,0,66,34,34,0,37,14,6,9,0,1,1,11,35,52,0,1,99,0,0,0,21,79,0,0,84,11,1,0,0,4,0,0,23,20,34,23,0,0,28,60,10,2,100,100,42,1,56,1,19,3,78,0,61,1,37,1,54,1,35,10,74,0,23,3,53,2,45,0,0,1,3,4,19,28,45,0,0,3,6,17,27,47,0,0,49,38,6,7,0,0,18,26,29,27,0,0,33,35,17,15,32,8,48,12,32,13,45,10,32,17,31,20,0,0,75,25,75,0,11,14,89,0,3,1,1,2,1,0,3,14,0,2,8,6,10,2,8,12,2,2,3,7,2,1,3,18,0,0,54,46,0,0,0,0,0,0,0,100,0,0,0,1,0,89,6,4,1,0,9,29,40,15,6,2.5185185185185186,1.5139694264346608,2.238095238095238,1.445847914020071,12.787878787878787,6.92123724823692,2.875,1.4743419584771762
BO,BOL,Bolivia,-99,2020-12-24,2020-12-24,159,8,69082.39738399578,4,31179.698258608474,46,114,2174043.8778403113,0,8,14,137,6,25,128,7,14,138,6,44,109,6,41,112,5,35,119,8,35,116,6,18,135,7,29,123,8,17,134,8,49,102,5,54,100,6,19,134,5,55,99,145,2,10,2,134,1,16,8,145,0,8,6,115,5,22,17,118,1,27,13,124,3,22,10,124,4,19,12,141,0,14,4,130,2,18,9,142,3,9,5,110,7,30,12,105,3,33,18,140,5,12,2,104,5,37,13,45,0,28,86,135,0,16,8,51,1,38,69,123,0,15,21,144,2,11,2,144,0,8,7,0,153,0,3,3,0,71,3,24,61,159,0,0,0,0,62,1,43,36,8,9,73,5,56,18,7,73,17,40,21,8,73,16,47,13,10,73,15,37,22,12,73,15,15,13,43,137,7,12,3,137,11,7,4,137,11,8,3,137,13,4,5,137,14,3,5,137,12,5,5,159,0,0,0,159,0,0,0,159,0,0,0,159,0,0,0,159,0,0,0,159,0,0,0,159,0,0,0,159,0,0,0,159,0,0,0,159,0,0,0,159,0,0,0,159,0,0,0,82,3,42,32,82,1,69,7,82,4,42,31,82,2,43,32,82,3,30,44,82,0,47,30,94,0,47,18,112,0,30,7,5,5,99,1,1,13,24,21,99,2,57,1,107,0,15,37,107,1,33,11,1,4,0,2,107,2,13,21,8,8,112,0,8,21,17,1,159,159,120,1,36,2,93,2,60,4,118,1,39,1,118,1,28,12,131,1,26,1,115,1,43,0,120,2,0,3,7,8,19,120,0,1,5,7,8,18,127,0,16,13,2,1,127,1,5,12,7,7,127,0,13,12,3,4,143,1,11,4,143,3,9,4,143,2,11,3,137,1,6,15,144,0,10,5,154,0,2,0,1,0,0,0,2,150,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,2,159,0,0,0,0,0,159,0,0,0,0,0,0,0,0,159,0,0,0,0,159,0,0,0,0,0,0,3.1375000000000006,1.9664512146877267,1.8888888888888888,1.9369135207665067,0,0,0,0
BO,BOL,Bolivia,1,2020-12-24,2020-12-23,100,4,44914.89994994091,2,23761.975473985018,35,99,942586.2669216351,96,0,12,88,0,20,80,0,6,94,0,31,69,0,36,64,0,26,74,1,28,71,1,10,89,0,15,85,0,6,94,1,17,82,0,38,62,0,11,89,0,42,58,88,1,5,6,80,1,11,8,94,0,3,3,69,1,19,11,64,0,17,19,74,3,14,9,72,2,19,7,90,0,7,3,85,0,12,3,94,0,3,3,83,1,8,8,62,5,14,19,89,2,6,3,58,2,19,21,0,1,20,79,80,0,12,8,0,1,24,75,76,0,8,16,92,2,6,0,92,0,4,4,0,96,0,2,2,0,9,1,31,59,100,0,0,0,0,0,0,36,39,18,7,0,1,50,33,16,0,3,47,33,17,0,2,59,28,11,0,3,39,43,15,0,3,10,35,52,69,10,11,10,69,11,16,4,69,6,20,5,69,15,6,10,69,13,8,10,69,12,12,7,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,2,41,57,0,0,82,18,0,2,44,54,0,1,60,39,0,2,33,65,0,0,68,32,0,0,66,34,34,0,45,12,5,4,0,0,3,21,41,35,0,0,98,2,0,1,10,89,0,0,82,10,5,0,1,2,0,0,22,33,29,16,0,1,16,55,22,6,100,100,59,1,38,2,18,1,78,3,56,0,42,2,40,0,45,15,67,1,29,3,32,0,67,1,0,0,1,7,23,24,45,0,0,6,15,15,31,33,0,1,47,35,9,8,0,0,22,34,24,20,0,0,41,36,13,10,23,4,63,10,23,10,48,19,23,10,48,19,0,1,41,58,42,0,23,35,77,0,6,0,2,5,0,3,7,36,0,3,11,0,5,2,1,2,5,0,7,1,0,0,1,26,0,0,35,63,0,2,0,0,100,0,0,0,0,0,0,2,2,85,7,4,2,2,16,14,32,17,17,3.1973684210526314,2.0331895261196893,1.8823529411764703,1.3173056280328643,9.670886075949367,6.285354403216608,2.8842105263157896,1.731210116030248
BO,BOL,Bolivia,2,2020-12-24,2020-12-23,100,1,7585.2243482347985,1,7585.2243482347985,40,100,938322.7280862706,92,1,1,98,1,15,84,1,6,93,0,16,84,1,35,64,0,17,83,1,16,83,1,8,91,1,4,95,1,1,98,2,20,78,1,26,73,2,1,97,1,27,72,99,0,1,0,85,0,11,4,94,0,6,0,84,0,8,8,65,0,20,15,83,0,13,4,84,0,9,7,92,0,3,5,96,0,2,2,99,0,1,0,80,0,12,8,74,0,11,15,99,0,1,0,73,0,18,9,0,0,23,77,77,0,12,11,0,0,39,61,61,0,11,28,89,3,7,1,89,0,6,4,1,94,0,5,1,0,11,1,23,65,100,0,0,0,0,0,0,39,42,15,4,0,4,57,26,13,0,7,58,26,9,0,5,52,24,19,0,6,38,42,14,0,7,13,24,56,77,7,8,8,77,10,3,10,77,4,16,3,77,10,6,7,77,10,4,9,77,9,8,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,6,55,39,0,2,77,21,0,5,41,54,0,3,61,36,0,6,33,61,0,2,55,43,0,0,69,31,31,0,51,8,5,5,0,0,2,20,45,33,0,0,98,2,0,0,22,78,0,0,67,28,3,0,1,1,0,1,16,34,32,17,0,1,15,55,24,5,100,100,45,1,52,2,23,1,75,1,59,1,36,4,39,1,36,24,67,0,26,7,45,0,54,1,0,0,0,5,16,30,49,0,0,3,8,14,32,43,0,1,46,39,10,4,0,0,19,35,29,17,0,0,38,38,19,5,24,6,60,10,24,9,48,19,24,11,49,16,0,0,61,39,61,0,22,17,78,0,6,1,1,3,1,0,10,17,1,1,7,13,9,0,2,6,3,0,2,9,0,0,4,26,0,0,50,50,0,0,0,0,0,100,0,0,0,0,0,7,1,74,12,6,7,2,22,26,23,14,6,2.6825396825396823,1.6735648336506581,1.7727272727272727,0.972567450559315,10.913978494623656,7.001018425881515,3.208791208791209,1.7417518863775157
BO,BOL,Bolivia,3,2020-12-24,2020-12-23,100,1,8552.061450929108,0,0,54,100,919411.761603791,94,3,2,95,2,9,89,1,6,93,2,17,81,1,15,84,3,17,80,2,14,84,3,4,93,3,8,89,2,6,92,2,12,86,2,26,72,4,3,93,2,27,71,98,0,1,1,91,0,6,3,94,0,5,1,83,0,7,10,85,1,8,6,83,1,7,9,86,1,9,4,96,1,3,0,92,0,7,1,94,0,6,0,88,0,7,5,74,1,13,12,97,0,1,2,73,1,13,13,0,0,21,79,79,0,11,10,0,0,48,52,52,0,17,31,83,5,12,0,83,0,11,6,0,89,0,5,6,0,17,0,16,67,100,0,0,0,0,0,0,37,36,12,15,0,5,51,21,23,0,7,53,20,20,0,11,47,21,21,0,9,35,30,26,0,9,8,17,66,84,10,2,4,84,12,0,4,84,5,10,1,84,10,3,3,84,11,4,1,84,11,3,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,3,57,40,0,2,88,10,0,7,44,49,0,4,54,42,0,5,28,67,0,3,48,49,0,0,67,33,33,0,42,15,5,5,0,2,1,10,42,45,0,1,99,0,0,0,24,76,0,1,79,17,3,0,0,0,0,0,19,26,24,31,0,1,26,49,20,4,100,100,43,1,54,2,12,1,86,1,56,1,41,2,46,1,41,12,72,1,25,2,52,1,47,0,0,0,3,2,21,30,44,0,0,1,2,15,32,50,0,3,50,38,8,1,0,1,16,30,37,16,0,1,37,35,14,13,28,4,57,11,28,10,45,17,28,11,35,26,0,0,62,38,62,0,19,19,81,2,5,1,1,2,1,1,6,19,0,1,5,5,8,1,1,10,4,1,6,5,3,0,3,28,0,0,54,45,0,1,0,0,0,0,100,0,0,0,0,3,1,83,9,4,3,0,16,26,34,14,7,2.6666666666666665,1.503963018795596,2.5714285714285716,1.6604646509766046,10.901098901098901,7.235798266727491,3.145833333333334,1.7530674870167116
BO,BOL,Bolivia,4,2020-12-24,2020-12-23,100,1,13746.5639045207,1,13746.5639045207,58,100,1123381.3568544476,98,2,1,97,2,8,90,1,2,97,2,16,82,2,14,84,3,11,86,2,11,87,2,10,88,2,4,94,2,2,96,2,9,89,2,23,75,2,2,96,2,18,80,99,0,1,0,92,1,5,2,98,0,2,0,84,0,13,3,86,0,7,7,89,0,5,6,89,0,8,3,90,0,7,3,96,0,3,1,98,0,2,0,91,0,5,4,77,1,12,10,98,0,2,0,82,0,12,6,0,0,28,72,72,0,9,19,0,3,40,57,60,2,12,26,88,2,10,0,88,0,7,5,0,93,0,5,2,0,17,0,12,71,100,0,0,0,0,0,0,43,32,10,15,0,4,54,18,24,0,11,63,15,11,0,7,57,14,22,0,11,47,18,24,0,11,9,8,72,88,7,3,2,88,7,1,4,88,7,3,2,88,5,5,2,88,8,0,4,88,6,5,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,52,47,0,2,81,17,0,5,40,55,0,5,42,53,0,5,27,68,0,1,49,50,0,0,60,40,40,0,34,15,5,6,0,0,0,13,34,53,0,2,98,0,0,1,14,85,0,1,86,9,2,0,0,2,0,1,25,22,30,22,0,0,24,63,12,1,100,100,48,1,50,1,19,1,80,0,60,0,39,1,58,0,29,13,73,0,24,3,51,2,47,0,0,0,2,2,18,32,46,0,1,2,4,22,27,44,0,0,53,41,3,3,0,1,19,25,33,22,0,1,34,34,20,11,32,7,51,10,32,14,46,8,32,19,34,15,0,0,66,34,66,0,20,14,80,1,4,0,2,4,0,0,9,14,0,5,8,5,7,2,5,5,1,3,5,9,4,1,5,21,0,1,63,36,0,0,0,0,0,0,0,100,0,0,0,2,1,87,5,5,2,2,16,22,34,17,7,2.547169811320755,1.5880084011578908,2.25,1.3909646324388165,12.457446808510639,6.149857754482298,3.25531914893617,1.6716238336224905
BO,BOL,Bolivia,5,2020-12-24,2020-12-21,100,1,8828.12087700028,0,0,37,100,1054206.8927062473,89,0,1,99,2,7,91,1,5,94,2,16,82,0,14,86,0,12,88,0,10,90,1,2,97,0,5,95,1,1,98,1,5,94,2,21,77,1,1,98,0,15,85,99,0,1,0,93,0,6,1,95,0,4,1,84,0,11,5,86,0,9,5,88,0,6,6,90,0,6,4,98,0,1,1,95,0,5,0,99,0,1,0,95,0,3,2,79,0,15,6,99,0,1,0,85,0,7,8,0,0,14,86,86,0,1,13,0,1,39,60,61,1,10,28,90,1,8,1,90,0,7,3,0,93,0,4,3,0,12,0,16,72,100,0,0,0,0,0,0,35,31,17,17,2,11,46,19,22,2,14,54,16,14,2,9,51,17,21,2,11,44,20,23,2,16,7,14,61,84,6,7,3,84,7,7,2,84,2,12,2,84,7,4,5,84,5,4,7,84,5,3,8,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,4,40,56,0,2,86,12,0,8,31,61,0,5,34,61,0,5,18,77,0,3,43,54,0,0,63,37,37,0,42,12,7,2,0,1,0,11,39,49,0,1,99,0,0,1,22,77,0,0,87,7,0,0,2,4,0,0,28,29,28,15,0,3,37,45,13,2,100,100,60,0,40,0,14,0,83,3,69,0,30,1,66,1,23,10,82,0,15,3,57,0,41,2,0,1,0,3,15,26,55,0,0,0,3,14,29,54,0,0,38,34,21,7,0,1,12,35,20,32,0,1,24,38,25,12,38,4,52,6,38,15,41,6,38,13,39,10,0,1,48,51,49,0,23,28,77,2,3,1,0,3,0,0,14,29,0,4,2,4,9,3,0,6,7,3,9,6,3,0,2,13,0,1,69,30,0,0,0,0,0,0,0,0,100,0,0,9,3,78,5,5,9,1,18,13,33,21,5,2.864864864864865,2.110320699195611,3.090909090909091,1.9725387425622571,13.25263157894737,6.562252501598581,2.735632183908046,1.6597826287698354
BO,BOL,Bolivia,-99,2020-12-25,2020-12-25,158,4,154067.402492473,1,12319.4830485063,51,124,2425940.6287145214,0,10,7,141,12,23,123,11,8,139,10,20,128,10,28,120,12,26,120,14,18,126,9,14,135,11,14,133,9,10,139,5,27,126,8,43,107,11,7,140,11,42,105,151,1,5,1,135,2,14,7,150,1,3,4,138,3,12,5,130,3,14,11,132,4,17,5,140,3,8,7,144,3,6,5,144,1,8,5,148,2,5,3,131,2,15,10,115,4,22,17,151,1,4,2,116,3,25,14,33,1,30,94,137,0,12,9,46,3,33,76,125,1,9,23,149,1,8,0,149,0,5,4,0,153,0,2,3,0,62,2,22,72,158,0,0,0,0,55,1,27,36,23,16,69,3,38,28,20,69,15,30,27,17,69,12,31,26,20,69,14,26,26,23,69,15,11,16,47,140,9,4,5,140,10,3,5,140,7,8,3,140,7,6,5,140,11,1,6,140,11,3,4,158,0,0,0,158,0,0,0,158,0,0,0,158,0,0,0,158,0,0,0,158,0,0,0,158,0,0,0,158,0,0,0,158,0,0,0,158,0,0,0,158,0,0,0,158,0,0,0,84,10,36,28,84,6,52,16,84,8,24,42,84,5,42,27,84,7,24,43,84,7,38,29,92,0,46,20,112,1,23,14,2,6,97,1,0,10,28,22,97,3,57,1,107,2,7,42,107,1,27,16,3,3,0,1,107,0,11,14,15,11,109,0,9,24,12,4,158,158,123,3,29,3,109,3,44,2,136,1,20,1,119,3,17,19,137,0,16,5,122,3,32,1,116,1,1,3,10,9,18,116,1,3,3,6,10,19,123,1,14,10,3,7,123,1,8,7,6,13,123,1,11,10,3,10,144,3,10,1,144,4,7,3,144,4,8,2,134,0,18,6,152,0,3,3,157,0,0,0,0,0,0,0,1,144,0,2,2,0,1,1,1,2,1,0,1,0,0,0,0,3,158,0,0,0,0,0,158,0,0,0,0,0,0,0,0,158,0,0,0,0,158,0,0,0,0,0,0,2.951612903225806,1.9199335657464707,2.235294117647059,1.3004524099667143,0,0,0,0
BO,BOL,Bolivia,1,2020-12-25,2020-12-24,100,6,76470.92244529005,3,30303.69772765106,41,99,1038398.7280762686,94,4,13,83,3,15,82,4,5,91,4,26,70,1,29,70,3,22,75,4,19,77,5,6,89,4,11,85,2,10,88,4,22,74,1,43,56,4,7,89,4,37,59,87,1,5,7,85,1,7,7,95,1,1,3,74,0,13,13,71,2,15,12,78,1,13,8,81,0,11,8,94,0,3,3,89,0,7,4,90,0,7,3,78,0,14,8,57,3,18,22,93,1,5,1,63,1,18,18,0,1,18,81,82,0,13,5,0,0,20,80,80,0,8,12,92,3,5,0,92,0,4,4,0,96,0,2,2,0,8,1,31,60,100,0,0,0,0,0,0,33,44,15,8,0,2,48,35,15,0,3,48,34,15,0,2,51,26,21,0,4,33,45,18,0,3,13,23,61,69,9,12,10,69,10,12,9,69,6,19,6,69,11,14,6,69,12,6,13,69,10,13,8,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,4,38,58,0,0,84,16,0,4,49,47,0,5,62,33,0,6,31,63,0,2,61,37,0,0,66,34,34,0,46,9,6,5,0,1,1,26,39,33,0,1,98,1,0,0,14,86,0,0,68,21,7,1,2,1,0,0,19,35,26,20,0,0,19,51,24,6,100,100,62,1,33,4,16,1,77,6,51,0,47,2,38,0,41,21,69,1,24,6,39,0,59,2,0,0,0,6,24,29,41,0,0,7,15,20,29,29,0,2,50,36,7,5,0,0,19,31,35,15,0,0,33,39,16,12,28,2,60,10,28,12,43,17,28,15,37,20,0,1,45,54,46,0,21,33,79,0,8,0,1,6,1,3,2,34,0,4,15,4,4,0,0,2,3,0,3,0,0,1,1,29,0,0,43,56,0,1,0,0,100,0,0,0,0,0,0,3,4,80,6,7,3,1,15,19,25,20,17,3.2173333333333334,2.1833134584062037,2.3529411764705883,1.3666188418222285,9.9875,6.163374363471993,2.6847826086956523,1.9830565143320746
