ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
FRA,France,3,2021-01-02,2021-01-01,100,0,0,0,0,4,100,1145178.5943236882,97,0,0,100,0,5,95,0,2,98,0,25,75,0,14,86,0,5,95,0,5,95,0,0,100,0,2,98,0,0,100,0,4,96,0,11,89,0,1,99,0,15,85,100,0,0,0,95,0,2,3,98,0,0,2,75,0,7,18,86,0,2,12,95,0,1,4,95,0,1,4,100,0,0,0,98,0,2,0,100,0,0,0,96,0,2,2,89,0,5,6,99,0,0,1,85,0,4,11,0,0,3,97,97,0,1,2,0,0,65,35,35,1,23,41,77,0,23,0,77,0,23,0,100,0,0,24,0,4,72,100,0,0,0,0,0,0,0,19,32,28,21,0,1,12,70,17,0,2,41,47,10,0,1,27,54,18,0,0,29,54,17,0,0,4,44,52,0,96,0,0,4,96,0,0,4,96,0,0,4,96,0,2,2,96,0,0,4,96,0,0,4,16,2,0,82,16,2,0,82,16,1,5,78,16,2,0,82,16,1,13,70,16,2,18,64,16,1,6,77,77,0,0,23,77,0,2,21,77,0,0,23,77,0,1,22,77,0,3,20,0,0,24,76,0,0,42,58,0,1,23,76,0,0,63,37,0,0,2,98,0,0,8,92,0,0,62,38,38,0,48,9,4,1,0,0,2,9,30,59,0,1,99,0,0,3,11,86,0,0,75,19,3,3,0,0,0,0,27,34,26,13,0,0,17,69,8,6,0,0,14,86,0,0,0,19,81,0,76,0,21,3,58,0,42,0,77,0,23,0,37,0,21,42,98,0,2,0,92,0,8,0,0,1,0,1,17,25,56,0,0,0,7,18,24,51,0,1,34,43,15,7,0,0,4,7,20,69,0,0,14,25,27,34,61,0,28,11,61,3,5,31,61,3,9,27,0,0,66,34,66,0,19,15,81,0,3,0,3,0,0,1,12,15,0,3,6,4,10,1,9,5,7,0,2,10,12,1,3,12,0,4,37,55,0,4,0,0,0,0,100,0,0,0,0,3,4,42,19,32,3,3,12,29,27,20,6,10.621951219512194,16.05411959895531,1.3333333333333333,0.5773502691896257,4.526315789473684,2.2478059477960652,3.217391304347826,1.826701145772759
FRA,France,4,2021-01-02,2021-01-01,100,1,27561.9521997041,1,27561.9521997041,11,100,1180004.9605253893,94,0,1,99,0,8,92,0,1,99,0,13,87,0,16,84,0,5,95,1,7,92,0,1,99,0,2,98,0,1,99,0,1,99,0,12,88,0,3,97,0,13,87,99,0,1,0,92,0,3,5,99,0,1,0,87,0,5,8,84,0,6,10,95,0,2,3,93,0,4,3,99,0,1,0,98,0,2,0,99,0,0,1,99,0,1,0,88,0,1,11,97,0,2,1,87,0,8,5,0,0,5,95,95,0,4,1,0,0,43,57,57,0,17,26,83,4,13,0,83,0,17,0,100,0,0,17,1,9,73,100,0,0,0,0,0,0,0,30,22,32,16,0,0,16,58,26,0,0,36,46,18,0,1,26,50,23,0,1,28,49,22,0,2,7,45,46,0,91,2,2,5,91,3,2,4,91,3,0,6,91,1,3,5,91,4,0,5,91,3,0,6,38,4,2,56,38,6,2,54,38,3,7,52,38,4,2,56,38,4,7,51,38,4,9,49,38,5,5,52,82,1,0,17,82,1,0,17,82,1,0,17,82,0,2,16,82,1,4,13,0,0,32,68,0,0,53,47,0,0,34,66,0,0,64,36,0,0,1,99,0,0,14,86,0,0,55,45,45,0,35,14,2,4,0,0,0,10,34,56,0,0,100,0,0,1,12,87,0,0,76,15,3,2,0,4,0,1,27,37,19,16,0,2,26,55,12,5,0,0,21,77,2,0,1,14,84,1,68,0,27,5,47,0,52,1,66,0,33,1,36,1,29,34,99,0,0,1,86,0,12,2,0,0,0,2,14,18,66,0,0,1,6,20,15,58,0,0,39,40,14,7,0,0,6,8,17,69,0,0,12,24,24,40,64,0,29,7,64,9,1,26,64,9,7,20,0,0,59,41,59,0,25,16,75,0,3,0,2,3,2,0,15,16,0,2,8,4,10,0,2,10,6,0,1,6,8,2,6,19,0,0,40,59,0,1,0,0,0,0,0,100,0,0,0,3,3,37,23,34,3,1,16,25,34,14,7,8.483870967741936,12.323070417559457,2.2,1.7888543819998315,3.5211267605633805,2.2029795079105123,2.831578947368421,1.6736546300920832
FRA,France,5,2021-01-02,2021-01-01,100,1,7871.1783200609,1,7871.1783200609,16,99,860115.6609299103,92,0,1,99,0,6,94,0,1,99,0,9,91,0,14,86,0,4,96,0,4,96,0,1,99,0,3,97,0,0,100,0,2,98,0,5,95,0,2,98,0,9,91,99,0,1,0,94,0,2,4,99,0,1,0,91,0,4,5,86,0,7,7,96,0,2,2,96,0,2,2,99,0,1,0,97,0,1,2,100,0,0,0,98,0,2,0,95,0,4,1,98,0,0,2,91,0,4,5,0,1,5,94,95,0,0,5,0,0,43,57,57,1,15,27,85,0,15,0,85,0,15,0,100,0,0,16,2,7,75,100,0,0,0,0,0,0,0,29,34,24,13,0,10,17,49,24,0,3,48,38,11,0,6,35,46,13,0,5,39,44,12,0,8,11,41,40,0,93,2,0,5,93,1,3,3,93,1,1,5,93,2,2,3,93,2,0,5,93,2,0,5,33,4,0,63,33,3,0,64,33,3,3,61,33,3,2,62,33,3,15,49,33,3,16,48,33,3,11,53,79,0,0,21,79,0,0,21,79,0,0,21,79,0,0,21,79,0,0,21,0,2,24,74,0,1,56,43,0,2,22,76,0,1,63,36,0,2,2,96,0,1,7,92,0,0,54,46,46,0,44,6,2,2,0,0,0,3,32,65,0,0,100,0,0,0,12,88,0,0,80,13,4,0,0,3,0,0,30,27,26,17,0,1,26,58,13,2,0,0,31,69,0,0,0,24,76,0,76,0,22,2,44,0,55,1,78,0,22,0,37,0,32,31,98,0,1,1,93,0,5,2,0,0,0,2,14,16,68,0,0,1,3,14,23,59,0,0,37,38,20,5,0,0,2,6,23,69,0,0,10,21,23,46,69,1,19,11,69,7,1,23,69,5,5,21,0,0,49,51,49,1,21,29,79,1,2,0,0,0,0,1,17,30,0,3,5,2,6,2,3,13,3,0,5,2,7,0,1,18,0,0,40,60,0,0,0,0,0,0,0,0,100,0,0,7,4,28,23,38,7,3,20,27,24,10,9,11.28,10.089268225859264,3,2,3.7796610169491527,2.274808037450023,2.337078651685393,1.3137716370047579
FRA,France,6,2021-01-02,2021-01-01,100,0,0,0,0,10,100,1483924.534627898,90,0,0,100,0,7,93,0,1,99,0,9,91,0,13,87,0,9,91,0,6,94,0,1,99,0,1,99,0,0,100,0,4,96,0,4,96,0,4,96,0,12,88,100,0,0,0,93,0,2,5,99,0,0,1,91,0,3,6,87,0,1,12,91,0,3,6,94,0,1,5,99,0,0,1,99,0,0,1,100,0,0,0,96,0,1,3,96,0,1,3,96,0,1,3,88,0,4,8,0,0,3,97,97,0,1,2,0,2,31,67,69,1,10,20,90,0,10,0,90,0,10,0,100,0,0,13,3,6,78,100,0,0,0,0,0,0,0,38,24,30,8,0,18,17,48,17,0,5,54,31,10,0,16,23,42,19,0,14,28,40,18,0,17,7,35,41,0,94,3,0,3,94,3,2,1,94,3,0,3,94,2,2,2,94,3,0,3,94,2,1,3,32,6,0,62,32,7,0,61,32,6,4,58,32,5,2,61,32,5,12,51,32,5,11,52,32,6,5,57,85,0,0,15,85,0,0,15,85,0,1,14,85,0,1,14,85,0,0,15,0,1,14,85,0,2,63,35,0,3,21,76,0,1,54,45,0,3,2,95,0,1,6,93,0,0,50,50,50,0,36,13,1,0,0,0,3,3,39,55,0,0,100,0,0,1,7,92,0,0,76,16,4,1,0,3,0,0,30,41,22,7,0,1,31,46,16,6,0,0,67,33,0,0,2,53,44,1,86,0,10,4,37,0,61,2,79,1,20,0,46,0,31,23,98,0,0,2,94,0,5,1,0,0,0,3,15,18,64,0,0,0,2,18,18,62,0,1,32,34,26,7,0,1,2,9,20,68,0,0,9,11,25,55,80,4,10,6,80,8,1,11,80,7,6,7,0,1,11,88,12,0,8,80,92,0,0,0,0,0,0,1,7,81,0,2,1,0,1,0,1,4,2,0,2,0,1,0,1,4,0,3,47,49,0,1,0,0,0,0,0,0,0,100,0,7,5,27,24,37,7,4,29,21,30,6,3,19.347826086956523,22.564269211726945,3.3333333333333335,2.309401076758503,4.795918367346939,3.2208926805877813,1.9186046511627908,1.294468923845467
FRA,France,-99,2021-01-03,2021-01-03,1324,7,64783.156027122095,4,33501.190925488576,119,1120,13455168.281547617,0,16,22,1286,13,123,1188,16,37,1271,12,279,1033,12,246,1066,14,129,1181,15,92,1217,13,47,1264,16,44,1264,16,19,1289,11,61,1252,14,152,1158,17,55,1252,17,272,1035,1302,0,9,13,1201,3,53,67,1287,0,12,25,1045,6,116,157,1078,7,95,144,1195,5,71,53,1232,5,40,47,1277,4,23,20,1280,2,21,21,1305,0,9,10,1263,3,28,30,1172,6,68,78,1269,3,21,31,1052,10,112,150,200,4,71,1049,1266,0,28,30,252,13,511,548,817,14,164,329,1160,4,159,1,1160,7,157,0,1317,1,6,456,24,81,763,1324,0,0,0,0,0,300,10,261,281,244,228,414,67,161,463,219,414,68,352,327,163,414,87,252,348,223,414,84,251,347,228,414,111,90,290,419,0,1255,19,6,44,1255,20,12,37,1255,18,11,40,1255,16,26,27,1255,19,2,48,1255,15,13,41,1324,0,0,0,1324,0,0,0,1324,0,0,0,1324,0,0,0,1324,0,0,0,1324,0,0,0,1324,0,0,0,1324,0,0,0,1324,0,0,0,1324,0,0,0,1324,0,0,0,1324,0,0,0,464,22,161,677,464,11,452,397,464,19,204,637,464,15,434,411,464,15,53,792,464,14,82,764,519,5,314,486,1010,2,226,62,15,9,551,8,13,49,271,432,551,5,764,4,602,7,69,646,602,2,534,124,28,12,3,19,602,3,252,225,164,78,625,18,172,353,116,40,643,1,206,460,14,712,17,161,418,16,1171,7,126,20,882,7,430,5,1129,3,188,4,905,8,191,220,1275,3,24,22,1247,3,71,3,755,10,7,19,77,124,332,755,5,7,20,111,118,308,797,12,177,204,90,44,797,4,34,62,94,333,797,5,82,118,116,206,1136,17,118,53,1136,57,27,104,1136,48,55,85,849,8,112,355,969,1,156,198,1255,3,3,2,2,3,1,3,52,1155,1,7,18,2,19,3,3,30,15,0,8,2,16,2,4,39,1324,0,0,0,0,0,1324,0,0,0,0,0,0,0,0,1324,0,0,0,0,1324,0,0,0,0,0,0,9.96938775510204,13.71276708800508,2.0217391304347827,1.4979857651716872,0,0,0,0
FRA,France,1,2021-01-03,2021-01-03,295,0,0,0,0,31,295,3313142.6049107853,288,0,2,293,0,26,269,0,6,289,0,105,190,0,102,193,0,29,266,0,34,261,0,8,287,0,22,273,0,3,292,0,19,276,0,52,243,0,13,282,0,71,224,293,0,2,0,269,0,6,20,289,1,1,4,190,2,25,78,193,1,19,82,266,1,9,19,261,1,12,21,287,0,3,5,273,0,12,10,292,1,2,0,276,0,7,12,243,1,14,37,282,1,7,5,224,1,18,52,0,0,15,280,280,0,6,9,0,2,159,134,136,0,56,103,239,1,55,0,239,1,55,0,294,1,0,58,2,31,204,295,0,0,0,0,0,0,0,66,85,76,68,0,0,62,172,61,0,0,130,108,57,0,0,114,110,71,0,0,95,128,72,0,1,19,118,157,0,264,2,1,28,264,2,4,25,264,2,1,28,264,0,17,14,264,2,5,24,264,2,6,23,295,0,0,0,295,0,0,0,295,0,0,0,295,0,0,0,295,0,0,0,295,0,0,0,295,0,0,0,295,0,0,0,295,0,0,0,295,0,0,0,295,0,0,0,295,0,0,0,0,0,61,234,0,0,108,187,0,1,74,220,0,0,191,104,0,1,22,272,0,1,66,228,0,0,167,128,128,0,123,36,5,3,0,0,4,59,123,109,0,0,294,1,0,1,21,273,0,0,202,75,9,0,0,9,0,0,38,104,126,27,0,0,60,151,72,12,0,0,18,261,16,0,1,24,245,25,234,0,57,4,187,1,105,2,221,1,73,0,104,0,65,126,273,1,8,13,229,0,65,1,0,5,9,28,59,67,127,0,0,11,49,69,64,102,0,5,91,110,69,20,0,0,24,29,68,174,0,0,48,70,85,92,177,1,83,34,177,9,5,104,177,8,22,88,0,0,109,186,109,0,66,120,229,0,7,2,12,14,2,1,28,120,0,1,29,4,14,2,6,27,15,0,6,15,4,8,7,37,0,6,111,172,1,5,0,0,295,0,0,0,0,0,0,4,11,153,73,54,4,3,77,84,84,31,12,9.7953216374269,15.119102886805921,2.142857142857143,1.4600918230947435,3.561576354679803,1.821190307592217,2.7985347985347984,1.308792963673992
FRA,France,2,2021-01-03,2021-01-03,602,2,33431.439564612105,2,33431.439564612105,64,602,4981189.777656945,593,1,5,596,1,61,540,1,8,593,1,169,432,0,153,449,1,47,554,1,45,556,0,12,590,1,28,573,1,3,598,1,33,568,2,87,513,2,20,580,1,105,496,597,1,4,0,541,1,24,36,594,2,2,4,433,1,40,128,449,2,46,105,555,1,15,31,557,1,21,23,590,0,11,1,574,1,14,13,599,0,2,1,569,0,15,18,515,1,30,56,582,1,8,11,497,2,37,66,0,0,37,565,565,0,23,14,0,3,341,258,261,2,121,218,481,2,118,1,481,4,117,0,598,0,4,126,1,54,421,602,0,0,0,0,0,0,1,96,158,182,165,0,3,96,366,137,0,3,210,266,123,0,3,151,291,157,0,4,150,277,171,0,5,41,251,305,0,548,3,7,44,548,3,10,41,548,4,4,46,548,1,23,30,548,2,5,47,548,3,5,46,602,0,0,0,602,0,0,0,602,0,0,0,602,0,0,0,602,0,0,0,602,0,0,0,602,0,0,0,602,0,0,0,602,0,0,0,602,0,0,0,602,0,0,0,602,0,0,0,0,1,115,486,0,0,266,336,0,2,132,468,0,1,370,231,0,2,40,560,0,1,65,536,0,0,315,287,287,0,229,60,20,6,0,2,11,64,253,272,0,0,601,1,0,1,63,538,0,0,404,143,27,16,1,11,0,1,103,194,212,92,0,1,116,330,106,49,0,0,46,545,11,0,1,63,530,8,487,0,99,16,336,0,264,2,470,1,129,2,232,0,117,253,562,0,17,23,537,0,65,0,0,9,10,33,107,139,304,0,1,11,40,126,127,297,0,4,168,260,117,53,0,0,48,66,117,371,0,0,112,114,154,222,376,0,150,76,376,9,24,193,376,8,50,168,0,1,337,264,338,1,124,139,478,3,21,5,16,8,2,0,69,141,0,16,54,11,36,6,29,80,44,0,17,41,25,15,16,71,0,6,255,332,3,6,0,0,0,602,0,0,0,0,0,8,17,292,148,137,8,10,217,183,132,34,18,8.23397435897436,12.482002461137991,1.75,0.806225774829855,4.182628062360802,1.946278786193218,2.495929203539823,1.43183203403974
FRA,France,3,2021-01-03,2021-01-03,612,1,4900.3114551793,1,4900.3114551793,59,612,4322229.955394158,594,1,5,606,0,63,549,0,12,600,0,149,463,0,159,453,0,49,563,0,47,565,0,13,599,0,14,598,0,6,606,0,24,588,0,95,517,0,21,591,0,119,493,607,0,3,2,549,1,25,37,600,0,6,6,463,2,44,103,453,1,47,111,563,1,19,29,565,1,20,26,599,1,5,7,598,0,7,7,606,0,2,4,588,0,12,12,517,2,31,62,591,0,12,9,493,2,39,78,0,0,25,587,587,0,15,10,0,2,317,293,295,3,112,202,500,3,109,0,500,6,106,0,606,1,5,117,3,40,452,612,0,0,0,0,0,0,0,146,152,178,136,0,3,95,380,134,0,6,240,261,105,0,4,160,298,150,0,4,148,302,158,0,6,40,256,310,0,572,4,3,33,572,2,7,31,572,4,3,33,572,2,20,18,572,5,4,31,572,5,4,31,612,0,0,0,612,0,0,0,612,0,0,0,612,0,0,0,612,0,0,0,612,0,0,0,612,0,0,0,612,0,0,0,612,0,0,0,612,0,0,0,612,0,0,0,612,0,0,0,0,1,129,482,0,4,299,309,0,5,169,438,0,3,347,262,0,4,25,583,0,4,51,557,0,2,285,325,327,0,197,66,13,9,0,2,8,35,216,351,0,2,610,0,0,2,56,554,0,0,447,133,16,7,2,7,0,2,134,195,208,73,0,3,143,346,85,35,0,1,75,525,11,0,1,77,524,10,483,0,109,20,313,1,293,5,443,3,161,5,265,0,126,221,587,0,8,17,561,1,49,1,0,9,7,31,88,148,329,0,1,8,30,100,149,324,0,5,181,277,113,36,0,1,58,59,109,385,0,1,113,135,140,223,364,3,174,71,364,19,31,198,364,15,51,182,0,0,377,235,377,0,133,102,479,4,19,1,16,7,3,5,78,102,4,7,37,18,46,8,52,60,29,0,19,36,52,24,28,90,0,6,276,326,1,3,0,0,0,0,612,0,0,0,0,12,21,238,165,176,12,7,85,155,219,109,25,7.735973597359736,11.526657540914702,2.36,1.5513435037626795,3.7706013363028954,2.1657706159244525,3.210434782608696,1.464764665371358
FRA,France,4,2021-01-03,2021-01-03,702,1,14019.459852043601,0,0,53,702,5982146.520719915,678,1,4,697,1,55,646,1,15,686,1,107,594,1,113,588,1,43,658,1,39,662,0,14,688,1,23,678,1,4,697,0,11,691,2,86,614,2,16,684,2,135,565,698,0,2,2,647,0,12,43,687,0,9,6,595,1,45,61,589,1,40,72,659,0,15,28,663,1,13,25,688,0,11,3,679,1,14,8,698,0,3,1,691,0,8,3,616,1,26,59,686,1,10,5,567,1,54,80,0,0,29,673,673,0,14,15,0,4,334,364,368,5,110,219,592,4,103,3,592,3,107,0,699,0,3,119,4,51,528,702,0,0,0,0,0,0,0,183,210,184,125,0,14,112,434,142,0,16,318,275,93,0,21,227,293,161,0,21,221,316,144,0,21,64,284,333,0,651,8,5,38,651,6,12,33,651,8,5,38,651,5,22,24,651,8,4,39,651,7,6,38,702,0,0,0,702,0,0,0,702,0,0,0,702,0,0,0,702,0,0,0,702,0,0,0,702,0,0,0,702,0,0,0,702,0,0,0,702,0,0,0,702,0,0,0,702,0,0,0,0,4,167,531,0,4,337,361,0,4,184,514,0,3,358,341,0,5,25,672,0,4,38,660,0,1,302,399,400,1,211,58,14,18,0,0,11,41,218,432,0,0,697,5,0,2,77,623,0,0,551,109,27,4,3,8,0,3,206,204,208,81,0,3,181,393,77,48,0,1,140,554,7,0,1,133,561,7,535,1,142,24,365,3,327,7,518,1,180,3,344,1,162,195,677,0,13,12,664,1,37,0,0,8,9,27,126,145,387,0,3,10,26,156,144,363,0,5,218,315,115,49,0,1,59,72,146,424,0,0,120,170,152,260,412,8,225,57,412,44,40,206,412,37,76,177,0,2,419,281,421,0,146,135,556,9,13,4,13,7,10,3,87,137,0,22,40,22,59,5,25,66,57,0,30,26,62,16,21,114,0,9,240,445,0,8,0,0,0,0,0,702,0,0,0,15,15,236,211,225,15,8,109,167,247,104,52,10.48046875,14.364703793449044,1.8571428571428574,1.0788981249502494,3.6415478615071284,2.1546875447641463,2.772113943028485,1.4202320366927874
FRA,France,5,2021-01-03,2021-01-03,563,1,2207.59160593852,0,0,30,561,3909331.1887985063,540,3,4,556,1,36,526,4,7,552,0,59,504,3,76,484,3,33,527,3,25,535,4,15,544,2,13,548,3,6,554,4,14,545,2,51,510,3,9,551,3,75,485,559,0,0,4,527,1,13,22,556,1,3,3,504,3,19,37,487,3,32,41,530,2,11,20,538,1,13,11,548,1,5,9,550,1,2,10,557,0,2,4,549,1,8,5,512,2,16,33,554,0,5,4,488,3,26,46,0,2,18,543,545,0,6,12,0,5,256,302,307,2,80,174,483,2,77,1,483,1,78,1,562,0,1,87,6,47,423,563,0,0,0,0,0,0,2,188,161,123,89,0,29,109,308,117,0,21,254,221,67,0,36,168,256,103,0,35,168,252,108,0,43,58,200,262,0,516,18,5,24,516,17,14,16,516,18,6,23,516,8,16,23,516,18,4,25,516,17,2,28,563,0,0,0,563,0,0,0,563,0,0,0,563,0,0,0,563,0,0,0,563,0,0,0,563,0,0,0,563,0,0,0,563,0,0,0,563,0,0,0,563,0,0,0,563,0,0,0,0,4,108,451,0,3,311,249,0,9,147,407,0,5,282,276,0,5,22,536,0,5,36,522,0,1,243,319,320,0,191,35,9,8,0,2,2,29,202,328,0,2,561,0,0,1,51,511,0,1,426,90,17,8,1,20,0,0,190,188,128,57,0,10,131,313,77,32,0,1,166,390,6,0,4,153,400,6,455,1,97,10,252,2,306,3,416,2,138,7,281,3,144,135,541,2,13,7,527,2,31,3,0,2,3,16,70,127,345,0,2,3,16,102,116,324,0,5,182,230,99,47,0,1,23,60,98,381,0,0,65,113,135,250,385,12,132,34,385,51,27,100,385,44,48,86,0,3,221,339,224,0,141,198,422,11,11,2,14,9,9,1,84,201,0,7,25,9,43,4,18,40,30,0,20,19,43,13,8,83,0,11,232,314,0,6,0,0,0,0,0,0,563,0,0,14,26,169,183,171,14,15,109,152,162,74,37,11.742331288343559,14.168992818634246,1.8,1.2071217242444348,3.704142011834319,2.292041579666084,2.1226053639846745,1.1691436378319306
