ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
FRA,France,-99,2021-01-13,2021-01-13,1306,10,118470.5379283893,8,88578.82232395139,136,1060,13485307.124096036,0,12,20,1274,11,139,1156,16,44,1246,10,307,989,11,250,1045,7,142,1157,13,90,1203,13,33,1260,16,46,1244,13,28,1265,16,46,1244,13,174,1119,15,64,1227,12,290,1004,1286,6,7,7,1167,9,60,70,1262,3,21,20,999,10,116,181,1056,12,100,138,1164,7,69,66,1216,2,44,44,1273,1,16,16,1260,5,22,19,1278,4,21,3,1260,2,21,23,1132,7,57,110,1242,8,30,26,1016,10,134,146,244,2,70,990,1244,0,30,32,281,19,481,525,828,11,109,358,1197,13,93,3,1197,2,107,0,1304,0,2,430,25,79,772,311,13,14,964,4,0,351,9,307,260,229,150,459,61,216,396,174,459,60,363,291,133,459,72,274,334,167,459,74,280,334,159,459,89,111,294,353,0,1237,11,9,49,1237,13,21,35,1237,13,9,47,1237,13,19,37,1237,14,5,50,1237,15,10,44,1306,0,0,0,1306,0,0,0,1306,0,0,0,1306,0,0,0,1306,0,0,0,1306,0,0,0,1306,0,0,0,1306,0,0,0,1306,0,0,0,1306,0,0,0,1306,0,0,0,1306,0,0,0,498,20,326,462,498,9,464,335,498,16,195,597,498,8,327,473,498,13,25,770,498,12,88,708,536,5,265,500,1041,0,189,33,17,26,560,3,12,47,278,406,560,4,741,1,607,8,102,589,607,0,553,108,16,8,1,13,607,3,314,173,130,79,626,17,191,339,89,44,648,1,198,449,10,720,20,166,387,13,987,2,292,25,852,5,443,6,1114,4,181,7,988,7,184,127,1283,1,16,6,1219,0,84,3,754,9,5,25,97,147,269,754,9,6,28,124,128,257,818,7,176,200,74,31,818,3,44,68,115,258,818,3,85,133,114,153,1101,24,123,58,1101,49,32,124,1101,39,68,98,870,9,155,272,1034,3,70,199,1262,2,7,1,2,4,4,1,23,1121,0,2,16,5,18,5,5,21,12,0,11,7,11,7,12,53,1306,0,0,0,0,0,1306,0,0,0,0,0,0,0,0,1306,0,0,0,0,1306,0,0,0,0,0,0,10.567042253521127,13.730758945776564,2.185185185185185,1.5670435337786606,0,0,0,0
FRA,France,1,2021-01-13,2021-01-13,255,0,0,0,0,31,255,2770275.122446412,252,0,0,255,0,24,231,0,3,252,0,105,150,0,73,182,0,28,227,0,25,230,0,12,243,0,9,246,0,2,253,0,15,240,0,44,211,0,9,246,0,64,191,255,0,0,0,231,0,6,18,252,0,1,2,150,0,33,72,182,0,18,55,227,0,10,18,230,0,10,15,243,0,7,5,246,0,6,3,253,0,1,1,240,0,9,6,211,0,13,31,246,0,4,5,191,0,27,37,0,0,16,239,239,0,7,9,0,1,148,106,107,0,33,115,222,2,30,1,222,1,32,0,254,0,1,34,0,25,196,0,0,0,253,2,0,0,0,74,68,63,50,0,2,76,141,36,0,1,124,94,36,0,3,111,94,47,0,1,91,110,53,0,2,20,113,120,0,230,0,2,23,230,0,5,20,230,0,1,24,230,0,13,12,230,0,3,22,230,0,5,20,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,0,0,134,121,0,0,102,153,0,1,54,200,0,1,128,126,0,1,17,237,0,2,70,183,0,0,128,127,127,0,88,17,4,19,0,1,9,36,111,98,0,0,253,2,0,2,35,218,0,0,183,58,3,4,0,7,0,0,62,76,79,38,0,1,55,122,55,22,0,0,20,226,9,0,0,17,219,19,121,1,126,7,153,0,102,0,201,0,53,1,127,2,57,69,238,1,12,4,185,0,69,1,0,3,6,33,57,56,100,0,0,11,43,60,65,76,0,5,76,118,42,14,0,1,17,26,64,147,0,1,43,62,61,88,150,0,73,32,150,5,4,96,150,5,20,80,0,1,119,135,120,0,39,96,216,0,10,0,3,6,0,1,19,97,0,1,28,3,15,5,9,21,11,0,7,15,7,4,1,31,0,3,97,148,2,5,0,0,255,0,0,0,0,0,0,2,11,154,49,39,2,2,108,65,52,22,4,9.21875,13.634940558028811,1.9375,1.181453906563152,3.653409090909091,1.8265626649067284,2.3703389830508477,1.3065992448831334
FRA,France,2,2021-01-13,2021-01-13,506,2,10730.92408865078,2,10730.92408865078,56,505,4729276.825990257,497,1,5,500,1,49,456,1,8,497,0,174,332,1,107,398,1,44,461,1,43,462,1,11,494,1,22,483,1,1,504,1,28,477,1,93,412,2,16,488,1,94,411,501,2,2,1,457,0,18,31,498,0,3,5,332,1,53,120,399,1,34,72,462,1,13,30,463,1,18,24,495,0,6,5,484,1,9,12,505,0,1,0,478,0,10,18,413,1,33,59,490,0,7,9,412,1,32,61,0,1,31,474,475,0,14,17,0,1,288,217,218,0,72,216,434,4,66,2,434,3,67,2,503,0,3,73,1,51,381,0,0,3,503,0,0,3,0,113,135,135,120,3,0,92,306,105,3,2,200,206,95,3,2,161,215,125,3,2,146,222,133,3,2,38,207,256,0,455,4,0,47,455,4,6,41,455,4,5,42,455,1,28,22,455,4,1,46,455,3,3,45,506,0,0,0,506,0,0,0,506,0,0,0,506,0,0,0,506,0,0,0,506,0,0,0,506,0,0,0,506,0,0,0,506,0,0,0,506,0,0,0,506,0,0,0,506,0,0,0,0,0,320,186,0,3,247,256,0,2,128,376,0,2,266,238,0,2,24,480,0,3,64,439,0,0,277,229,229,0,188,46,20,23,0,0,3,48,176,279,0,1,505,0,0,1,78,427,0,0,359,118,12,9,2,6,0,1,122,151,151,81,0,2,88,287,92,37,0,0,46,455,5,0,1,59,434,12,186,0,296,24,259,0,244,3,378,0,125,3,240,0,112,154,482,0,12,12,442,0,63,1,0,4,8,28,93,132,241,0,1,12,46,118,111,218,0,2,147,243,83,31,0,0,47,63,102,294,0,0,105,111,138,152,290,5,153,58,290,14,20,182,290,12,45,159,0,0,368,138,368,0,69,69,437,0,15,0,13,8,1,1,31,69,0,12,58,15,31,6,25,70,42,0,19,43,23,15,16,62,0,3,185,315,0,3,0,0,0,506,0,0,0,0,0,6,10,234,135,121,6,5,179,161,125,26,4,8.344569288389513,13.279287340674427,1.8620689655172413,1.186957031688128,3.968253968253969,1.9364019846623712,2.4385245901639343,1.2377993800890787
FRA,France,3,2021-01-13,2021-01-13,556,0,0,0,0,58,555,4340900.59316755,535,1,6,549,1,32,523,1,6,549,1,146,409,1,120,435,1,43,512,1,40,515,1,11,544,1,14,541,1,3,552,1,23,532,1,81,474,1,25,530,1,105,450,550,1,2,3,524,0,12,20,550,0,5,1,410,3,43,100,436,1,34,85,513,0,21,22,516,2,14,24,545,0,7,4,542,1,4,9,553,0,2,1,533,0,13,10,475,2,17,62,531,0,11,14,451,2,36,67,0,1,32,523,524,0,13,19,0,5,301,250,255,3,64,234,492,4,60,0,492,5,59,0,551,4,1,72,4,39,441,0,1,6,549,0,0,6,1,149,172,133,95,6,6,87,358,99,6,8,234,220,88,6,5,168,264,113,6,5,162,264,119,6,4,25,248,273,0,517,2,1,36,517,1,8,30,517,2,0,37,517,0,19,20,517,2,3,34,517,1,4,34,556,0,0,0,556,0,0,0,556,0,0,0,556,0,0,0,556,0,0,0,556,0,0,0,556,0,0,0,556,0,0,0,556,0,0,0,556,0,0,0,556,0,0,0,556,0,0,0,0,1,342,213,0,0,255,301,0,2,132,422,0,1,234,321,0,1,20,535,0,0,56,500,0,0,254,302,302,0,160,43,29,22,0,1,7,22,169,357,0,1,551,4,0,3,88,465,0,0,434,103,8,4,1,6,0,1,192,128,144,91,0,0,147,318,63,28,0,1,79,467,9,0,6,80,463,7,214,0,320,22,301,0,250,5,424,2,126,4,322,1,133,100,536,0,16,4,500,1,54,1,0,0,8,27,106,143,272,0,1,12,37,126,121,259,0,4,187,242,91,32,0,1,51,73,130,301,0,0,103,135,151,167,318,11,165,62,318,34,21,183,318,26,51,161,0,1,409,146,410,1,57,88,499,1,14,0,11,4,6,0,21,90,0,6,45,17,46,7,23,70,49,0,17,33,40,10,14,89,0,7,216,324,1,8,0,0,0,0,556,0,0,0,0,14,17,202,158,165,14,6,70,153,211,75,27,9.8745247148289,13.49990943079449,1.9285714285714286,1.3588822048142535,3.889189189189189,2.1123310418197034,3.1571969696969697,1.356656686602728
FRA,France,4,2021-01-13,2021-01-13,625,3,20649.5020061104,2,11987.204358858631,78,625,5698303.488176215,608,1,4,620,0,47,578,1,8,616,1,137,487,1,103,521,1,46,578,1,22,602,1,14,610,1,19,605,2,5,618,0,23,602,1,92,532,1,27,597,1,133,491,621,0,4,0,578,1,20,26,617,0,3,5,488,1,55,81,522,1,40,62,579,0,20,26,603,1,8,13,611,0,6,8,606,0,12,7,620,0,3,2,602,1,11,11,533,1,37,54,598,2,13,12,492,3,46,84,0,0,39,586,586,0,17,22,0,3,305,317,320,2,71,232,554,6,64,1,554,3,67,1,622,0,3,76,4,45,500,0,2,12,610,1,0,12,2,216,194,118,83,12,16,130,363,104,12,15,306,221,71,12,24,214,262,113,12,22,199,286,106,12,29,68,236,280,0,580,10,4,31,580,7,11,27,580,11,6,28,580,3,19,23,580,10,4,31,580,9,3,33,625,0,0,0,625,0,0,0,625,0,0,0,625,0,0,0,625,0,0,0,625,0,0,0,625,0,0,0,625,0,0,0,625,0,0,0,625,0,0,0,625,0,0,0,625,0,0,0,0,2,408,215,0,0,342,283,0,2,150,473,0,2,284,339,0,2,35,588,0,1,52,572,0,2,259,364,366,1,147,40,19,52,0,1,4,28,177,415,0,2,620,3,0,3,104,518,0,1,503,86,17,8,3,7,0,1,224,157,125,118,0,5,176,335,68,41,0,2,109,510,4,0,4,91,524,6,217,2,368,38,283,1,333,8,475,0,144,6,341,1,184,99,590,0,28,7,573,0,49,3,0,8,4,32,108,164,309,0,1,6,36,128,135,319,0,2,208,261,106,48,0,0,40,52,139,394,0,0,81,157,160,227,387,5,173,60,387,42,22,174,387,39,56,143,0,6,438,181,444,1,60,120,565,1,8,0,9,3,9,0,30,127,0,15,53,17,55,8,31,64,45,1,16,34,47,8,25,79,0,7,233,381,2,2,0,0,0,0,0,625,0,0,0,11,24,193,187,210,11,12,77,145,232,102,46,11.139405204460967,14.607172423575426,2.085714285714286,1.3144318515757958,3.6272311212814645,1.871739335862386,2.8384353741496597,1.333394536137776
FRA,France,5,2021-01-13,2021-01-13,595,1,22519.169138718506,1,22519.169138718506,45,591,3995499.941150304,574,3,2,590,3,50,542,2,12,581,3,90,502,2,105,488,4,49,542,3,25,567,3,7,585,3,12,580,3,10,582,3,19,573,2,48,545,3,23,569,3,95,497,593,1,1,0,545,3,23,24,583,1,4,7,505,5,36,49,490,3,38,64,546,1,24,24,570,0,11,14,588,0,1,6,583,0,7,5,585,2,6,2,576,1,10,8,547,3,18,27,572,3,11,9,500,3,38,54,0,4,28,563,567,0,12,16,0,0,267,328,328,3,73,191,522,4,68,1,522,0,72,1,595,0,0,76,12,45,462,0,4,11,576,4,0,11,3,244,174,110,53,11,43,120,330,91,11,33,285,205,61,11,53,188,252,91,11,48,192,253,91,11,61,54,214,255,0,550,14,4,27,550,10,18,17,550,15,4,26,550,12,4,29,550,15,1,29,550,15,4,26,595,0,0,0,595,0,0,0,595,0,0,0,595,0,0,0,595,0,0,0,595,0,0,0,595,0,0,0,595,0,0,0,595,0,0,0,595,0,0,0,595,0,0,0,595,0,0,0,0,3,241,351,0,1,370,224,0,8,150,437,0,4,263,328,0,7,17,571,0,8,37,550,0,3,227,365,368,0,159,32,15,21,0,3,3,24,210,355,0,4,590,1,0,3,71,521,0,0,472,86,17,6,0,14,0,0,244,173,104,74,0,8,163,316,69,39,0,0,174,416,5,0,6,176,410,3,354,1,223,17,225,1,367,2,445,3,147,0,332,2,156,105,578,0,14,3,558,0,37,0,0,4,4,15,96,127,349,0,2,6,20,111,124,332,0,4,219,236,113,23,0,1,31,62,128,373,0,1,73,117,165,239,405,10,143,37,405,46,33,111,405,42,53,95,0,7,247,341,254,1,86,254,509,2,6,0,5,5,15,1,52,262,0,11,18,12,42,3,9,50,32,0,15,9,37,15,14,66,0,10,216,360,1,8,0,0,0,0,0,0,595,0,0,12,28,172,184,199,12,16,134,162,173,67,31,13.078048780487805,16.877696040190433,1.727272727272727,1.2792042981336627,3.4572864321608034,2.361943159675603,1.9658273381294966,1.0417853001341515
FRA,France,6,2021-01-13,2021-01-13,417,1,7869.851303166709,0,0,38,416,4867879.638062934,399,2,1,414,3,33,381,3,14,400,3,44,370,4,73,340,4,25,388,3,20,394,3,4,410,3,6,408,3,3,411,3,8,406,3,37,377,3,9,405,3,49,365,416,0,0,1,384,2,6,25,403,1,7,6,373,0,14,30,344,1,29,43,392,0,6,19,397,1,6,13,413,0,3,1,411,0,2,4,414,0,3,0,409,0,4,4,380,0,10,27,408,0,3,6,368,0,24,25,0,1,19,397,398,0,5,14,0,7,166,244,251,4,38,124,379,2,36,0,379,0,38,0,417,0,0,49,11,28,329,0,2,1,414,0,0,1,2,228,101,49,36,1,72,99,194,51,1,36,240,106,34,1,62,157,139,58,1,51,177,134,54,1,85,54,134,143,0,389,4,2,22,389,3,13,12,389,6,3,19,389,5,3,20,389,6,3,19,389,6,5,17,417,0,0,0,417,0,0,0,417,0,0,0,417,0,0,0,417,0,0,0,417,0,0,0,417,0,0,0,417,0,0,0,417,0,0,0,417,0,0,0,417,0,0,0,417,0,0,0,0,14,28,375,0,1,265,151,0,7,96,314,0,9,160,248,0,9,12,396,0,10,31,376,0,2,140,275,277,0,116,18,4,2,0,0,1,26,165,225,0,3,414,0,0,1,61,355,0,0,323,60,7,6,3,18,0,2,220,127,54,14,0,6,118,232,34,27,0,1,298,115,3,0,8,242,165,2,389,0,24,4,152,1,264,0,321,1,92,3,257,3,90,67,405,0,7,5,386,0,29,2,0,3,3,8,66,92,245,0,1,2,16,64,102,232,0,4,165,148,67,33,0,3,11,33,83,287,0,3,23,81,87,223,313,15,55,34,313,34,18,52,313,25,37,42,0,3,20,394,23,3,29,362,388,0,1,2,0,1,0,0,25,368,0,1,1,2,2,0,1,7,4,0,1,4,8,2,4,12,0,7,187,220,0,3,0,0,0,0,0,0,0,417,0,11,20,135,103,148,11,15,93,110,121,41,26,13.183333333333335,13.98317316107689,2.1875,1.1672617529928753,3.9631147540983607,2.690226200034755,1.7858638743455497,0.8351272003346291
FRA,France,7,2021-01-13,2021-01-03,100,0,0,0,0,6,100,1233272.2252530823,98,1,0,99,2,7,91,2,6,92,1,16,83,2,21,77,1,13,86,2,2,96,1,3,96,2,2,96,2,1,97,2,8,90,1,9,90,2,3,95,2,14,84,100,0,0,0,93,0,4,3,94,0,2,4,84,0,8,8,79,1,13,7,87,0,5,8,98,1,0,1,97,0,0,3,98,0,0,2,99,0,1,0,92,0,5,3,91,0,3,6,97,0,3,0,86,0,8,6,0,0,5,95,95,0,3,2,0,4,39,57,61,2,5,32,95,0,5,0,95,0,5,0,100,0,0,11,2,18,69,4,0,1,94,1,0,1,1,59,23,10,6,1,28,24,34,13,1,15,56,19,9,1,26,37,25,11,1,23,41,21,14,1,36,13,20,30,0,82,4,1,13,82,3,8,7,82,4,3,11,82,4,0,14,82,4,5,9,82,4,2,12,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,11,5,84,0,4,69,27,0,11,18,71,0,4,48,48,0,7,2,91,0,7,5,88,0,0,32,68,68,0,30,0,1,1,0,1,0,7,46,46,0,0,100,0,0,1,11,88,0,0,80,14,1,0,0,5,0,2,58,23,12,5,0,3,37,48,7,5,0,0,78,22,0,0,2,69,29,0,95,0,5,0,31,0,68,1,82,0,16,2,52,0,30,18,98,0,2,0,95,0,4,1,0,0,1,1,13,28,57,0,0,0,5,17,30,48,0,3,35,38,18,6,0,2,3,2,20,73,0,1,4,16,21,58,80,6,9,5,80,11,2,7,80,4,8,8,0,1,4,95,5,1,3,91,97,0,0,0,0,0,0,0,3,93,0,0,0,0,2,0,1,1,0,0,0,0,1,1,1,0,0,1,50,49,0,0,0,0,0,0,0,0,0,0,100,2,9,31,25,33,2,5,38,34,15,6,0,13.3,11.298916640164194,1.25,0.5,4.019230769230769,2.831824636030764,1.5977011494252875,0.8553493793840135
FRA,France,-99,2021-01-14,2021-01-13,100,1,17288.7897815238,0,0,15,84,1107340.6326401148,0,2,1,97,0,13,87,2,3,95,2,23,75,0,22,78,1,7,92,1,3,96,0,1,99,2,5,93,1,1,98,0,6,94,0,10,90,0,2,98,0,19,81,99,0,0,1,87,0,5,8,97,0,2,1,77,0,7,16,78,0,11,11,93,1,2,4,97,0,1,2,99,0,1,0,95,0,2,3,99,0,0,1,94,0,3,3,90,0,2,8,98,0,1,1,81,0,7,12,16,0,9,75,92,0,2,6,21,3,36,40,64,0,7,29,93,0,7,0,93,2,5,0,98,0,2,31,1,6,62,21,1,0,76,2,5,23,0,21,23,18,15,34,3,11,36,16,34,7,24,24,11,34,8,20,22,16,34,7,18,24,17,34,8,9,21,28,5,94,2,3,1,94,3,2,1,94,3,2,1,94,3,0,3,94,3,1,2,94,3,1,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,37,3,30,30,37,1,37,25,37,3,15,45,37,1,27,35,37,3,4,56,37,4,10,49,39,0,21,40,79,0,13,4,3,1,41,0,0,4,24,31,41,0,59,0,42,1,4,53,42,0,37,14,4,0,1,2,42,0,19,18,13,8,43,1,19,30,4,3,47,1,18,34,0,54,1,13,30,2,71,0,26,3,64,0,35,1,85,0,15,0,73,0,15,12,96,0,3,1,90,0,9,1,57,0,1,1,9,7,25,57,0,2,1,10,10,20,63,1,18,11,4,3,63,0,4,5,10,18,63,0,7,11,9,10,82,1,15,2,82,6,2,10,82,5,7,6,63,0,12,25,75,0,7,18,96,0,2,0,0,0,0,1,1,84,0,1,1,0,3,0,0,2,0,0,2,0,1,0,1,5,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,10.838709677419354,14.740187186042448,1.8571428571428572,1.4638501094227998,0,0,0,0
FRA,France,1,2021-01-14,2021-01-13,100,0,0,0,0,14,100,1114139.7480148117,99,0,0,100,0,11,89,0,1,99,0,38,62,0,24,76,0,9,91,0,11,89,0,4,96,0,4,96,0,0,100,0,4,96,0,12,88,0,2,98,0,23,77,100,0,0,0,89,0,2,9,99,0,0,1,62,0,11,27,76,0,6,18,91,0,4,5,89,0,4,7,96,0,2,2,96,0,2,2,100,0,0,0,96,0,3,1,88,0,2,10,98,0,1,1,77,0,5,18,0,0,7,93,93,0,2,5,0,0,51,49,49,0,13,38,87,1,12,0,87,0,13,0,100,0,0,13,0,10,77,0,0,0,99,1,0,0,0,25,25,26,24,0,1,25,57,17,0,0,47,36,17,0,2,39,38,21,0,1,35,41,23,0,1,8,40,51,0,90,0,0,10,90,0,2,8,90,0,0,10,90,0,4,6,90,0,0,10,90,0,2,8,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,59,41,0,0,41,59,0,0,25,75,0,0,50,50,0,0,6,94,0,0,23,77,0,0,45,55,55,0,29,6,2,8,0,0,5,14,33,48,0,0,100,0,0,2,17,81,0,0,71,24,1,0,0,4,0,0,20,27,31,22,0,0,25,43,19,13,0,0,8,87,5,0,0,7,81,12,41,0,57,2,59,0,41,0,75,0,25,0,50,0,25,25,94,0,4,2,77,0,22,1,0,2,1,11,22,20,44,0,0,2,14,24,25,35,0,3,30,42,19,6,0,0,10,15,20,55,0,0,16,28,27,29,56,0,28,16,56,0,0,44,56,0,7,37,0,0,51,49,51,0,14,35,86,0,3,0,0,2,0,0,9,35,0,1,12,2,5,2,4,14,5,0,2,8,0,1,2,7,0,0,34,62,0,4,0,0,100,0,0,0,0,0,0,0,4,54,22,20,0,1,42,28,19,8,2,8.931372549019608,12.881777675399904,2,1.1547005383792515,3.591549295774648,1.6525086106430724,2.574468085106383,1.3156572559369402
