ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
ET,ETH,Ethiopia,2,2020-12-30,2020-12-24,100,0,0,0,0,52,100,15293937.049951376,94,7,2,91,8,8,84,7,0,93,5,11,84,6,6,88,6,12,82,6,5,89,5,3,92,7,3,90,8,3,89,7,4,89,4,13,83,9,5,86,6,15,79,98,1,0,1,92,0,4,4,100,0,0,0,89,1,5,5,94,1,3,2,88,1,6,5,95,1,1,3,97,0,2,1,97,0,2,1,97,0,3,0,96,0,2,2,87,1,4,8,95,0,1,4,85,1,9,5,0,0,21,79,79,0,12,9,0,0,40,60,60,0,9,31,91,4,5,0,91,0,3,6,0,97,1,2,0,9,0,30,61,100,0,0,47,29,14,10,0,5,43,17,35,0,12,49,13,26,0,7,66,11,16,0,12,46,22,20,0,12,13,9,66,70,10,14,6,70,12,7,11,70,12,7,11,70,13,7,10,70,11,5,14,70,14,7,9,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,7,59,34,0,5,68,27,0,5,77,18,0,7,58,35,0,8,42,50,0,6,56,38,0,0,53,47,47,0,31,8,6,8,0,1,1,16,49,33,0,2,87,11,0,2,29,69,0,0,38,30,13,7,9,3,0,0,19,18,34,29,0,1,22,37,30,10,0,1,6,85,8,0,3,4,85,8,41,1,47,11,32,3,48,17,23,2,50,25,42,2,35,21,58,1,29,12,44,2,44,10,0,2,0,7,19,22,50,0,0,3,6,20,23,48,0,2,39,29,14,16,0,1,16,24,20,39,0,0,29,27,23,21,44,1,48,7,44,16,22,18,44,16,27,13,0,1,68,31,69,0,15,16,85,1,4,2,0,5,0,0,3,17,2,6,7,17,0,6,14,2,0,3,5,4,0,3,14,0,3,96,1,0,0,0,0,100,0,0,0,0,0,6,2,64,22,6,6,2,50,25,11,2,4,3.604651162790698,3.2887943577846626,2.6315789473684212,1.3420765964144055,14.536082474226806,5.742861249104011,2.5795454545454546,1.5291917398483688
ET,ETH,Ethiopia,3,2020-12-30,2020-12-21,100,1,97475.2080201792,0,0,36,100,13352853.717254087,99,3,2,95,3,7,90,3,0,97,2,4,94,2,6,92,4,1,95,3,3,94,3,3,94,2,3,95,3,1,96,3,3,94,2,8,90,3,1,96,3,7,90,98,0,1,1,93,0,2,5,100,0,0,0,96,0,1,3,94,1,3,2,99,0,1,0,97,0,1,2,97,0,2,1,97,0,2,1,99,0,1,0,97,0,1,2,92,0,5,3,99,0,1,0,93,0,6,1,0,0,21,79,79,1,14,6,0,1,32,67,68,1,6,25,94,1,5,0,94,0,2,4,0,98,0,2,0,8,2,30,60,100,0,1,58,23,7,11,0,6,45,14,35,0,11,58,17,14,0,9,64,12,15,0,7,62,15,16,0,10,19,13,58,70,7,12,11,70,12,2,16,70,12,3,15,70,11,7,12,70,10,4,16,70,12,2,16,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,2,46,52,0,4,69,27,0,3,69,28,0,3,55,42,0,3,43,54,0,3,48,49,0,0,56,44,44,0,31,8,9,8,0,0,2,6,56,36,0,1,95,4,0,2,19,79,0,0,53,28,9,3,5,2,0,0,14,19,38,29,0,1,24,44,28,3,0,0,6,91,3,0,2,3,91,4,54,0,40,6,31,1,59,9,31,1,56,12,45,1,35,19,57,1,33,9,52,1,41,6,0,1,0,7,20,20,52,0,1,0,6,17,20,56,0,1,37,35,11,16,0,1,5,26,24,44,0,0,14,35,23,28,51,5,34,10,51,17,17,15,51,15,18,16,0,1,80,19,81,1,7,11,93,0,1,2,0,1,0,1,2,13,2,3,5,13,4,5,8,2,2,4,17,8,2,3,9,0,2,95,3,0,0,0,0,0,100,0,0,0,0,1,1,69,27,2,1,0,33,31,21,6,8,3.2,2.857738033247041,1.8333333333333333,1.0431851677040116,14.923913043478262,5.9894296920751575,3.074468085106383,1.8212565773322178
ET,ETH,Ethiopia,-99,2020-12-31,2020-12-27,100,4,652632.3222460999,2,275673.219486885,25,82,15103129.76570635,0,9,6,85,9,12,79,9,5,86,11,14,75,11,10,79,9,10,81,5,10,85,10,4,86,11,4,85,10,5,85,8,15,77,9,11,80,10,3,87,11,11,78,94,1,1,4,88,3,5,4,95,1,1,3,86,2,4,8,90,2,5,3,90,3,3,4,90,1,6,3,96,1,3,0,96,3,0,1,95,3,0,2,85,2,7,6,89,1,5,5,97,0,1,2,89,1,6,4,16,2,17,65,87,0,5,8,24,2,25,49,75,1,10,14,90,0,10,0,90,1,2,7,0,98,1,1,0,37,2,20,41,100,33,1,33,18,4,11,44,2,30,14,10,44,7,24,9,16,44,7,32,8,9,44,7,29,12,8,44,8,11,8,29,82,7,5,6,82,8,2,8,82,10,5,3,82,9,4,5,82,11,1,6,82,10,3,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,54,8,20,18,54,11,29,6,54,9,33,4,54,10,23,13,54,10,21,15,54,9,29,8,62,2,18,18,82,0,9,7,2,0,64,0,0,5,23,8,64,2,33,1,68,2,12,18,68,0,18,8,3,1,2,0,68,0,10,2,17,3,68,1,8,10,11,2,69,0,1,25,5,76,1,0,18,5,82,0,13,5,75,0,22,3,71,0,23,6,80,0,15,5,83,0,12,5,73,1,21,5,78,1,0,1,2,6,12,78,1,1,3,2,3,12,86,0,5,7,0,2,86,0,2,2,3,7,86,0,2,8,2,2,91,3,5,1,91,4,4,1,91,2,5,2,90,0,5,5,95,0,2,3,100,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,100,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,2.3214285714285716,1.7224782195810826,2,0.7559289460184544,0,0,0,0
ET,ETH,Ethiopia,2,2020-12-31,2020-12-25,100,0,0,0,0,51,100,15528569.94820605,96,6,1,93,8,9,83,7,0,93,6,9,85,5,7,88,6,10,84,6,3,91,6,5,89,6,2,92,8,2,90,7,5,88,7,12,81,9,3,88,6,15,79,99,0,0,1,91,0,4,5,100,0,0,0,91,1,2,6,93,1,3,3,90,1,4,5,97,1,0,2,95,0,3,2,98,0,1,1,98,0,1,1,95,0,3,2,88,1,4,7,97,0,1,2,85,1,9,5,0,0,20,80,80,0,9,11,0,1,35,64,65,0,7,28,93,3,4,0,93,0,2,5,0,98,1,1,0,8,0,34,58,100,0,0,47,33,9,11,0,4,46,21,29,0,10,53,16,21,0,7,67,15,11,0,10,53,21,16,0,12,21,8,59,66,10,15,9,66,11,8,15,66,12,5,17,66,13,7,14,66,12,6,16,66,14,5,15,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,5,60,35,0,4,68,28,0,5,74,21,0,6,56,38,0,7,42,51,0,4,58,38,0,0,56,44,44,0,34,11,6,5,0,1,1,15,41,42,0,3,88,9,0,1,28,71,0,0,37,32,15,8,7,1,0,0,18,19,34,29,0,1,16,39,32,12,0,0,7,85,8,0,3,5,85,7,40,2,47,11,32,2,49,17,26,2,46,26,44,2,33,21,58,1,27,14,42,1,43,14,0,3,1,7,16,24,49,0,0,2,9,19,24,46,0,1,38,31,12,18,0,1,15,25,21,38,0,0,28,27,24,21,45,3,46,6,45,14,26,15,45,12,31,12,0,1,69,30,70,0,14,16,86,1,3,2,0,2,1,1,4,17,3,7,4,12,0,9,17,2,0,2,4,6,1,3,13,0,2,97,1,0,0,0,0,100,0,0,0,0,0,4,2,63,26,5,4,2,49,23,9,6,7,3.0454545454545454,2.8032750402652624,2.9375,1.691892431568863,14.030927835051546,5.8031126853170765,2.5280898876404496,1.6102645719969115
ET,ETH,Ethiopia,3,2020-12-31,2020-12-22,100,1,97475.2080201792,0,0,47,100,13045592.160720496,99,3,2,95,3,7,90,3,0,97,2,3,95,2,7,91,4,2,94,3,3,94,3,3,94,2,3,95,3,2,95,3,4,93,2,8,90,3,2,95,3,8,89,98,0,1,1,93,0,2,5,100,0,0,0,97,0,1,2,93,1,4,2,98,0,1,1,97,0,1,2,97,0,2,1,97,0,2,1,98,0,2,0,96,0,2,2,92,0,5,3,98,0,1,1,92,0,7,1,0,0,24,76,76,1,14,9,0,1,32,67,68,1,8,23,92,2,6,0,92,0,4,4,0,96,1,3,0,10,1,31,58,100,0,0,58,24,8,10,0,9,49,11,31,0,13,59,13,15,0,11,62,13,14,0,8,60,16,16,0,13,18,11,58,69,8,15,8,69,15,2,14,69,15,3,13,69,14,7,10,69,13,5,13,69,14,3,14,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,3,45,52,0,4,72,24,0,3,73,24,0,3,55,42,0,3,43,54,0,3,46,51,0,0,54,46,46,0,28,10,7,9,0,0,2,7,55,36,0,0,97,3,0,1,20,79,0,0,51,28,10,4,5,2,0,0,12,21,41,26,0,1,22,42,31,4,0,0,5,91,4,0,2,3,89,6,55,1,36,8,28,2,59,11,27,2,56,15,45,2,35,18,57,1,32,10,54,2,37,7,0,1,1,7,24,21,46,0,1,1,7,17,23,51,0,1,37,33,14,15,0,1,4,27,26,42,0,0,15,35,23,27,50,4,37,9,50,16,17,17,50,15,18,17,0,0,78,22,78,1,9,12,91,0,2,2,0,1,0,1,3,13,2,5,5,9,4,5,9,3,1,4,15,8,3,5,9,0,3,94,3,0,0,0,0,0,100,0,0,0,0,1,1,69,27,2,1,0,36,29,21,5,8,3.1428571428571432,2.771739468734333,2.15,1.2258187382102494,15,6.085471800359199,2.96875,1.7499060125136947
ET,ETH,Ethiopia,-99,2021-01-01,2020-12-30,100,4,741996.23746928,3,520241.810112332,37,86,15172915.033413514,0,9,8,83,8,16,76,8,4,88,10,16,74,10,9,81,9,13,78,5,11,84,10,6,84,11,7,82,10,5,85,7,15,78,8,13,79,9,2,89,10,14,76,92,1,3,4,84,2,8,6,96,1,0,3,84,2,5,9,91,1,6,2,87,2,7,4,89,0,7,4,94,1,5,0,93,2,2,3,95,2,1,2,85,2,7,6,87,1,4,8,98,1,0,1,86,2,8,4,14,0,22,64,83,1,6,10,21,3,23,53,78,0,8,14,92,1,7,0,92,1,3,4,0,97,2,1,0,34,0,28,38,100,30,2,37,16,4,11,38,4,31,13,14,38,8,33,8,13,38,11,37,5,9,38,11,33,11,7,38,13,11,8,30,74,11,8,7,74,12,4,10,74,15,5,6,74,13,4,9,74,14,4,8,74,14,2,10,85,4,2,9,85,4,0,11,85,4,0,11,85,4,2,9,85,4,1,10,85,4,6,5,85,4,2,9,94,1,0,5,94,1,2,3,94,1,1,4,94,2,1,3,94,2,2,2,54,10,20,16,54,13,22,11,54,11,31,4,54,11,24,11,54,11,18,17,54,11,26,9,60,3,19,18,81,1,8,6,4,0,63,0,0,4,23,10,63,2,33,2,67,4,8,21,67,0,15,8,2,3,4,1,67,1,9,5,13,5,68,1,8,10,12,1,70,0,1,26,3,75,1,0,20,4,81,0,14,5,81,0,17,2,73,0,20,7,80,0,11,9,86,0,10,4,77,1,18,4,78,1,0,1,1,7,12,78,1,2,2,1,3,13,85,0,6,5,1,3,85,0,4,2,2,7,85,0,4,7,2,2,92,1,6,1,92,1,5,2,92,0,4,4,91,0,4,5,95,0,3,2,100,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,100,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,2.4242424242424243,1.8033008455035835,2.1666666666666665,1.2673044646258476,0,0,0,0
ET,ETH,Ethiopia,2,2021-01-01,2020-12-26,100,0,0,0,0,41,100,15324093.798563093,94,4,1,95,6,6,88,5,0,95,5,9,86,4,8,88,5,7,88,5,3,92,5,6,89,5,2,93,6,2,92,6,3,91,6,13,81,7,3,90,5,17,78,99,0,1,0,94,0,2,4,100,0,0,0,91,1,2,6,92,1,3,4,93,1,3,3,97,1,0,2,94,0,3,3,98,0,1,1,98,0,1,1,97,0,1,2,87,1,4,8,97,0,1,2,83,1,10,6,0,0,16,84,84,0,7,9,0,2,33,65,67,0,6,27,94,2,4,0,94,0,1,5,0,99,1,0,0,8,0,34,58,100,0,0,48,31,7,14,0,7,44,19,30,0,11,50,19,20,0,7,67,15,11,0,10,50,22,18,0,13,20,7,60,66,10,17,7,66,14,6,14,66,14,5,15,66,16,4,14,66,14,6,14,66,16,4,14,75,2,3,20,75,2,3,20,75,2,1,22,75,1,3,21,75,2,5,18,75,2,6,17,75,2,3,20,90,2,0,8,90,1,3,6,90,1,6,3,90,2,3,5,90,2,4,4,0,5,61,34,0,6,64,30,0,6,73,21,0,6,57,37,0,7,43,50,0,5,58,37,0,0,57,43,43,0,30,14,7,6,0,1,0,14,40,45,0,4,86,10,0,2,29,69,0,0,38,31,17,10,4,0,0,0,15,19,32,34,0,0,19,39,30,12,0,1,5,80,14,0,3,6,80,11,39,3,48,10,36,1,47,16,27,3,45,25,43,3,36,18,57,1,30,12,42,2,45,11,0,5,1,4,13,24,53,0,0,1,6,20,24,49,0,2,36,35,10,17,0,1,13,26,20,40,0,0,27,25,22,26,48,3,44,5,48,12,25,15,48,10,31,11,0,2,65,33,67,0,13,20,87,1,2,3,0,1,1,1,4,22,4,5,5,11,1,6,14,2,0,2,5,6,1,4,12,0,3,95,1,1,0,0,0,100,0,0,0,0,0,4,4,54,33,5,4,3,49,18,11,6,9,3.1,2.5998027538592923,3.0833333333333335,1.781640374554423,14.391752577319588,5.641285131789061,2.6206896551724137,1.747033228144381
ET,ETH,Ethiopia,3,2021-01-01,2020-12-23,100,1,97475.2080201792,0,0,44,100,12634670.179031234,99,2,2,96,2,5,93,2,0,98,1,2,97,2,4,94,3,2,95,2,3,95,2,3,95,2,1,97,2,2,96,2,4,94,2,10,88,2,2,96,2,9,89,98,0,1,1,95,0,3,2,100,0,0,0,98,0,0,2,96,0,2,2,98,0,1,1,97,0,1,2,97,0,2,1,99,0,0,1,98,0,2,0,96,0,2,2,90,0,4,6,98,0,1,1,91,0,7,2,0,0,22,78,78,1,11,10,0,1,35,64,65,1,9,25,91,2,7,0,91,0,3,6,0,97,1,2,0,11,2,28,59,100,0,0,57,25,7,11,0,8,52,14,26,0,12,60,14,14,0,10,63,15,12,0,7,61,17,15,0,12,22,14,52,72,7,13,8,72,13,2,13,72,13,2,13,72,12,7,9,72,12,5,11,72,12,3,13,82,0,0,18,82,0,1,17,82,0,3,15,82,0,2,16,82,0,1,17,82,0,8,10,82,0,3,15,91,0,0,9,91,0,1,8,91,0,3,6,91,0,0,9,91,0,2,7,0,2,48,50,0,3,74,23,0,2,74,24,0,2,63,35,0,2,43,55,0,2,45,53,0,0,57,43,43,0,26,17,6,8,0,0,2,7,53,38,0,0,98,2,0,1,23,76,0,0,51,30,10,3,4,2,0,0,11,20,43,26,0,1,20,47,27,5,0,0,4,91,5,0,2,2,91,5,52,2,39,7,26,3,59,12,26,4,54,16,37,3,40,20,57,2,32,9,55,2,37,6,0,1,1,6,20,22,50,0,1,1,8,12,24,54,0,1,35,30,19,15,0,2,5,27,26,40,0,1,17,30,22,30,53,4,37,6,53,17,16,14,53,16,17,14,0,1,76,23,77,1,9,13,91,0,2,1,0,1,0,1,4,15,1,6,5,11,3,5,11,2,1,4,14,6,3,5,8,0,5,92,3,0,0,0,0,0,100,0,0,0,0,1,1,72,24,2,1,0,36,28,22,5,8,2.96,2.5573423705088842,2.2941176470588234,1.2631659571466125,14.652173913043478,6.122261276216252,3.03125,1.8206599439705775
ET,ETH,Ethiopia,-99,2021-01-02,2020-12-30,100,3,520241.810112332,3,520241.810112332,35,87,15221276.72765213,0,7,6,87,7,15,78,6,4,90,8,15,77,8,9,83,7,11,82,4,10,86,8,6,86,9,6,85,8,4,88,6,13,81,7,12,81,7,2,91,8,14,78,94,0,3,3,85,1,8,6,96,1,0,3,85,2,5,8,91,1,6,2,89,1,6,4,90,0,6,4,94,1,5,0,94,1,2,3,96,1,1,2,87,2,7,4,88,1,4,7,98,1,0,1,86,2,8,4,13,0,20,67,83,1,6,10,18,3,24,55,77,0,8,15,92,1,7,0,92,1,3,4,0,97,2,1,0,31,0,30,39,100,27,2,38,18,4,11,34,4,33,13,16,34,10,33,9,14,34,12,38,6,10,34,12,33,11,10,34,14,11,9,32,73,10,10,7,73,11,5,11,73,12,8,7,73,11,4,12,73,12,5,10,73,12,3,12,83,4,2,11,83,4,0,13,83,4,1,12,83,4,3,10,83,4,1,12,83,4,7,6,83,4,2,11,93,1,1,5,93,1,3,3,93,1,2,4,93,2,2,3,93,2,3,2,52,10,19,19,52,13,23,12,52,11,31,6,52,11,24,13,52,11,18,19,52,11,27,10,58,3,20,19,80,1,10,5,4,0,61,0,0,5,24,10,61,2,35,2,65,4,9,22,65,0,17,7,3,3,4,1,65,1,10,6,14,4,66,1,9,12,11,1,68,0,1,27,4,73,1,0,22,4,82,0,13,5,80,0,18,2,73,0,20,7,80,0,10,10,86,0,10,4,76,1,19,4,77,1,0,1,1,8,12,77,1,2,2,1,2,15,84,0,6,4,2,4,84,0,4,2,4,6,84,0,5,7,2,2,91,1,7,1,91,2,5,2,91,1,3,5,91,0,3,6,94,0,3,3,100,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,100,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,2.4482758620689653,1.8241672639581472,2.1666666666666665,1.2673044646258476,0,0,0,0
ET,ETH,Ethiopia,2,2021-01-02,2020-12-26,100,0,0,0,0,41,100,15425914.135732798,94,4,1,95,6,6,88,5,0,95,5,9,86,4,8,88,5,7,88,5,3,92,5,6,89,5,2,93,6,2,92,6,3,91,6,13,81,7,3,90,5,17,78,99,0,1,0,94,0,2,4,100,0,0,0,91,1,2,6,92,1,3,4,93,1,3,3,97,1,0,2,94,0,3,3,98,0,1,1,98,0,1,1,97,0,1,2,87,1,4,8,97,0,1,2,83,1,10,6,0,0,16,84,84,0,7,9,0,2,34,64,66,0,6,28,94,2,4,0,94,0,1,5,0,99,1,0,0,8,0,33,59,100,0,0,48,31,7,14,0,7,44,19,30,0,11,50,19,20,0,7,66,15,12,0,10,50,22,18,0,13,19,7,61,67,10,17,6,67,14,6,13,67,14,5,14,67,16,4,13,67,14,6,13,67,16,4,13,75,2,3,20,75,2,3,20,75,2,1,22,75,1,3,21,75,2,5,18,75,2,6,17,75,2,3,20,90,2,0,8,90,1,3,6,90,1,6,3,90,2,3,5,90,2,4,4,0,5,62,33,0,6,64,30,0,6,73,21,0,6,57,37,0,7,43,50,0,5,58,37,0,0,58,42,42,0,31,14,7,6,0,1,0,14,41,44,0,4,86,10,0,2,29,69,0,0,37,32,17,10,4,0,0,0,16,18,32,34,0,0,18,39,31,12,0,1,5,80,14,0,3,6,80,11,38,3,49,10,36,1,47,16,27,3,45,25,43,3,36,18,57,1,30,12,42,2,45,11,0,5,1,5,13,24,52,0,0,1,6,20,24,49,0,2,36,34,10,18,0,1,13,25,20,41,0,0,27,24,22,27,49,3,43,5,49,12,25,14,49,10,31,10,0,2,66,32,68,0,13,19,87,1,2,3,0,1,1,1,4,21,4,5,5,11,1,6,15,2,0,2,5,6,1,4,12,0,3,95,1,1,0,0,0,100,0,0,0,0,0,4,4,53,33,6,4,3,50,17,11,6,9,3.1,2.5998027538592923,3.0833333333333335,1.781640374554423,14.309278350515465,5.690563872071957,2.6091954022988504,1.754438370606869
ET,ETH,Ethiopia,3,2021-01-02,2020-12-23,100,1,97475.2080201792,0,0,43,100,12627239.34882081,99,2,2,96,2,5,93,2,0,98,1,2,97,2,4,94,3,2,95,2,3,95,2,3,95,2,1,97,2,2,96,2,4,94,2,10,88,2,2,96,2,8,90,98,0,1,1,95,0,3,2,100,0,0,0,98,0,0,2,96,0,2,2,98,0,1,1,97,0,1,2,97,0,2,1,99,0,0,1,98,0,2,0,96,0,2,2,90,0,4,6,98,0,1,1,92,0,6,2,0,0,21,79,79,1,10,10,0,1,35,64,65,1,9,25,91,2,7,0,91,0,3,6,0,97,1,2,0,11,2,28,59,100,0,0,56,26,7,11,0,8,51,15,26,0,12,59,15,14,0,10,63,15,12,0,7,61,17,15,0,12,21,15,52,72,7,13,8,72,13,2,13,72,13,2,13,72,12,7,9,72,12,5,11,72,12,3,13,82,0,0,18,82,0,1,17,82,0,3,15,82,0,2,16,82,0,1,17,82,0,8,10,82,0,3,15,91,0,0,9,91,0,1,8,91,0,3,6,91,0,0,9,91,0,2,7,0,2,48,50,0,3,74,23,0,2,74,24,0,2,63,35,0,2,43,55,0,2,44,54,0,0,56,44,44,0,26,16,6,8,0,0,2,7,53,38,0,0,98,2,0,1,23,76,0,0,52,29,10,3,4,2,0,0,11,20,43,26,0,1,20,48,26,5,0,0,4,91,5,0,2,2,91,5,52,2,39,7,26,3,59,12,26,4,54,16,37,3,41,19,57,2,33,8,56,2,36,6,0,1,1,6,20,22,50,0,1,1,8,12,24,54,0,1,34,30,20,15,0,2,5,27,25,41,0,1,17,29,22,31,54,4,36,6,54,17,16,13,54,16,17,13,0,1,76,23,77,1,9,13,91,0,2,1,0,1,0,1,4,15,1,6,5,11,3,6,11,2,1,4,13,6,3,5,8,0,5,92,3,0,0,0,0,0,100,0,0,0,0,1,1,72,24,2,1,0,36,28,22,5,8,3,2.6043441968472933,2.375,1.2583057392117916,14.663043478260871,6.12377312029586,3.0729166666666665,1.819455046618813
