ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
DZ,DZA,Algeria,5,2020-12-30,2020-12-25,100,0,0,0,0,77,100,3409324.907887234,97,1,1,98,0,6,94,0,2,98,1,9,90,1,10,89,1,8,91,1,6,93,1,3,96,1,0,99,0,1,99,1,2,97,0,10,90,1,1,98,0,21,79,99,0,0,1,94,0,1,5,98,0,0,2,91,0,4,5,90,0,2,8,92,0,3,5,94,0,3,3,97,0,1,2,100,0,0,0,99,0,0,1,98,0,1,1,90,0,4,6,99,0,1,0,79,0,9,12,0,0,30,70,70,0,10,20,0,0,23,77,77,0,7,16,93,0,2,5,0,93,0,4,3,0,96,0,1,3,0,7,3,8,82,100,0,0,0,21,27,20,32,0,24,19,22,35,0,26,32,20,22,0,25,30,16,29,0,26,33,14,27,0,38,8,18,36,0,92,1,1,6,92,0,2,6,92,0,4,4,92,1,2,5,92,1,4,3,92,1,2,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,5,48,47,0,1,81,18,0,4,36,60,0,4,36,60,0,4,15,81,0,3,16,81,0,0,45,55,55,0,20,14,3,8,0,2,1,11,37,49,0,2,97,1,0,0,23,77,0,0,51,30,12,4,1,2,0,0,45,22,15,18,0,0,37,49,10,4,0,0,17,80,3,0,2,24,73,1,52,2,42,4,19,3,75,3,64,2,31,3,64,3,24,9,85,1,12,2,84,0,14,2,0,0,1,5,21,36,37,0,0,0,4,22,30,44,0,3,51,24,14,8,0,0,12,10,22,56,0,0,17,17,22,44,66,5,15,14,66,14,5,15,66,9,15,10,0,0,48,52,48,0,12,40,88,1,1,0,0,0,1,0,9,40,0,4,7,4,8,0,0,10,1,1,3,4,4,0,3,11,0,3,78,17,0,2,0,0,0,0,0,0,100,0,0,2,2,60,19,17,2,0,4,29,38,16,11,5.75,6.2630508900705015,2.88,2.147091055358389,9.847222222222221,7.837540075099775,3.5483870967741935,2.0982193746554536
DZ,DZA,Algeria,-99,2020-12-31,2020-12-31,180,5,428485.1355386749,3,292712.0093487514,80,139,9684755.379971715,0,21,11,148,21,22,137,21,10,149,18,38,124,20,28,132,18,25,137,18,17,145,20,10,150,21,7,152,22,13,145,18,12,150,19,25,136,21,17,142,20,33,127,169,1,7,3,158,4,9,9,170,2,4,4,142,5,16,17,152,2,16,10,155,4,12,9,163,3,9,5,170,1,5,4,173,2,1,4,167,0,10,3,168,4,3,5,155,3,14,8,163,4,4,9,147,2,22,9,40,1,41,98,149,0,10,21,55,3,40,82,140,0,9,31,171,0,5,4,0,171,0,6,3,0,174,0,6,0,0,70,4,25,81,180,0,66,2,27,21,24,40,83,14,26,30,27,83,22,31,18,26,83,22,33,21,21,83,26,34,17,20,83,26,30,13,28,0,157,10,5,8,157,8,6,9,157,8,8,7,157,8,9,6,157,8,5,10,157,8,8,7,180,0,0,0,180,0,0,0,180,0,0,0,180,0,0,0,180,0,0,0,180,0,0,0,180,0,0,0,180,0,0,0,180,0,0,0,180,0,0,0,180,0,0,0,180,0,0,0,95,4,45,36,95,5,62,18,95,6,34,45,95,6,36,43,95,6,12,67,95,6,27,52,102,1,37,40,143,3,22,3,3,6,104,0,2,17,23,34,104,0,73,3,107,0,8,65,107,1,33,21,10,2,3,3,107,2,31,17,11,12,109,3,21,32,10,5,110,1,9,56,4,118,1,8,48,5,136,1,38,5,121,4,50,5,148,1,24,7,147,3,18,12,169,0,8,3,154,0,22,4,124,0,4,5,13,15,19,124,0,1,5,11,13,26,130,0,31,16,1,2,130,0,8,5,15,22,130,0,18,9,9,14,155,3,17,5,155,8,11,6,155,4,15,6,133,1,18,28,152,0,7,21,174,0,1,0,2,0,1,0,2,158,0,1,4,1,1,1,1,0,3,0,1,1,0,4,0,4,180,0,0,0,0,0,180,0,0,0,0,0,0,0,0,180,0,0,0,0,180,0,0,0,0,0,0,6.215686274509803,7.414347511386814,2.6956521739130435,2.141256695763997,0,0,0,0
DZ,DZA,Algeria,1,2020-12-31,2020-12-25,100,1,58255.762585839104,0,0,61,100,6353749.420807317,96,2,2,96,3,13,84,3,2,95,2,29,69,3,24,73,2,18,80,2,12,86,3,5,92,3,4,93,3,4,93,2,7,91,2,24,74,3,8,89,2,26,72,98,0,0,2,87,0,6,7,98,0,1,1,71,1,7,21,76,0,8,16,82,0,7,11,88,0,5,7,95,0,1,4,96,0,2,2,96,1,3,0,93,1,4,2,76,2,6,16,92,0,3,5,74,1,14,11,0,0,21,79,79,1,12,8,0,2,20,78,80,1,8,11,92,1,0,7,0,92,0,3,4,1,97,0,1,1,1,11,1,8,80,100,0,0,0,10,26,28,36,0,3,24,38,35,0,8,28,33,31,0,6,30,32,32,0,7,20,29,44,0,7,12,19,62,0,92,3,1,4,92,4,2,2,92,0,6,2,92,4,1,3,92,3,1,4,92,3,3,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,3,37,60,0,4,55,41,0,6,33,61,0,4,55,41,0,7,18,75,0,3,39,58,0,0,57,43,43,0,35,11,5,6,0,0,5,18,41,36,0,2,96,2,0,1,17,82,0,0,47,29,8,3,6,7,0,1,20,30,31,18,0,1,23,47,23,6,0,0,9,84,7,0,2,7,82,9,63,1,33,3,45,2,46,7,67,1,27,5,45,1,32,22,82,0,11,7,61,1,36,2,0,0,4,9,19,27,41,0,1,8,12,21,28,30,0,1,41,25,14,19,0,1,6,17,22,54,0,1,13,27,26,33,60,7,25,8,60,14,12,14,60,12,19,9,0,0,21,79,21,0,18,61,82,0,8,0,1,3,0,1,5,61,0,3,5,5,6,2,0,1,2,0,1,2,0,1,0,11,0,0,49,50,0,1,0,0,100,0,0,0,0,0,0,4,1,51,27,17,4,0,11,20,38,15,12,6.397260273972603,8.502842214400033,2.8095238095238093,2.8569047519833,12.057471264367816,5.234848172736868,3.2777777777777772,2.2286579716405126
DZ,DZA,Algeria,2,2020-12-31,2020-12-30,100,0,0,0,0,56,100,6860058.715682769,96,1,3,96,1,7,92,1,0,99,1,24,75,1,19,80,1,12,87,1,10,89,1,9,90,1,4,95,1,1,98,1,5,94,0,25,75,0,4,96,0,23,77,97,0,1,2,93,0,3,4,100,0,0,0,76,0,12,12,81,0,8,11,88,0,5,7,90,0,6,4,91,0,7,2,96,0,3,1,99,0,1,0,95,0,2,3,75,0,12,13,96,0,1,3,77,0,13,10,0,0,20,80,80,0,11,9,0,1,32,67,68,0,6,26,94,0,0,5,1,94,0,5,1,0,95,0,0,4,1,7,1,11,81,100,0,0,0,11,19,35,35,0,2,20,33,45,0,4,32,32,32,0,3,31,27,39,0,4,32,26,38,0,7,21,24,48,0,89,2,3,6,89,2,1,8,89,1,6,4,89,2,4,5,89,1,3,7,89,2,3,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,2,56,42,0,2,73,25,0,1,60,39,0,1,67,32,0,2,22,76,0,2,32,66,0,1,60,39,40,0,27,15,8,10,0,1,2,10,42,45,0,1,98,1,0,0,26,74,0,0,32,35,11,12,4,6,0,1,26,21,24,28,0,3,24,35,27,11,0,0,4,90,6,0,1,8,85,6,44,1,45,10,27,1,58,14,40,1,42,17,33,2,36,29,78,1,11,10,68,1,22,9,0,2,4,8,26,33,27,0,2,5,8,19,24,42,0,1,37,25,22,15,0,1,10,13,24,52,0,0,23,16,22,39,61,3,32,4,61,10,14,15,61,12,11,16,0,0,52,48,52,1,15,32,85,0,3,0,3,2,1,1,5,33,1,1,20,5,6,7,0,3,6,0,3,0,3,1,0,11,0,1,68,26,0,5,0,0,0,100,0,0,0,0,0,2,2,56,29,11,2,2,16,20,22,21,17,4.457017543859649,4.949201221594206,3.4000000000000004,1.804755622554715,12.279569892473118,5.684390509559547,3.623655913978494,2.3540620697305314
DZ,DZA,Algeria,3,2020-12-31,2020-12-27,100,1,92771.1361815186,0,0,47,99,5923884.351953165,94,3,4,93,4,6,90,3,4,93,2,21,77,3,16,81,2,12,86,5,10,85,3,3,94,3,7,90,1,3,96,3,5,92,4,24,72,4,4,92,4,15,81,96,0,2,2,94,0,1,5,96,0,1,3,79,1,5,15,84,1,3,12,88,1,7,4,90,1,3,6,97,0,3,0,93,0,4,3,97,0,2,1,95,0,1,4,76,1,5,18,96,0,2,2,85,0,6,9,0,1,21,78,79,0,10,11,0,1,26,73,74,1,6,19,94,0,0,6,0,94,0,1,5,0,99,0,0,1,0,8,1,7,84,100,0,0,1,14,15,27,43,0,9,27,29,35,0,11,39,23,27,0,11,30,24,35,0,11,26,27,36,0,13,19,13,55,0,93,4,1,2,93,3,1,3,93,3,2,2,93,3,1,3,93,3,1,3,93,4,0,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,58,41,0,1,80,19,0,5,42,53,0,4,52,44,0,5,12,83,0,3,27,70,0,0,56,44,44,0,32,8,3,13,0,0,3,16,35,46,0,0,98,2,0,0,21,79,0,0,34,37,11,11,5,2,0,0,44,11,22,23,0,1,25,50,18,6,0,2,5,86,7,0,4,3,89,4,42,0,52,6,20,0,67,13,58,0,33,9,48,1,26,25,88,0,8,4,73,0,22,5,0,1,2,4,21,24,48,0,1,4,5,20,30,40,0,3,31,29,19,18,0,1,9,9,23,58,0,0,13,23,28,36,64,5,22,9,64,14,12,10,64,10,14,12,0,0,63,37,63,0,13,24,87,1,1,0,1,1,2,1,6,24,0,4,7,3,9,5,0,8,4,1,2,6,8,2,2,15,0,2,71,24,0,3,0,0,0,0,100,0,0,0,0,6,5,52,25,12,6,1,15,32,24,11,11,6.038461538461538,8.643169213738398,2.3,1.3803127029389886,12.626373626373628,5.726446157276395,3.4651162790697674,2.1946334246686963
DZ,DZA,Algeria,4,2020-12-31,2020-12-27,100,1,89371.7587251882,1,89371.7587251882,55,100,4882697.244686369,96,1,4,95,2,6,92,2,4,94,2,25,73,2,10,88,1,16,83,2,5,93,2,4,94,2,2,96,1,3,96,2,3,95,1,18,81,2,3,95,1,21,78,96,0,1,3,94,0,1,5,96,0,1,3,75,0,8,17,90,0,7,3,84,1,8,7,95,0,1,4,96,0,3,1,98,0,2,0,97,0,2,1,97,0,1,2,82,0,10,8,97,0,2,1,79,0,12,9,0,0,19,81,81,0,10,9,0,2,19,79,81,1,6,12,94,0,2,4,0,94,0,4,1,1,96,0,1,3,0,9,1,12,78,100,0,0,0,16,19,30,35,0,13,18,17,52,0,17,32,22,29,0,20,25,24,31,0,14,29,31,26,0,24,11,20,45,0,88,2,6,4,88,3,2,7,88,2,5,5,88,2,4,6,88,3,1,8,88,2,1,9,98,1,0,1,98,1,0,1,98,1,0,1,98,1,0,1,98,1,0,1,98,1,0,1,98,1,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,6,56,38,0,6,72,22,0,11,36,53,0,10,41,49,0,12,11,77,0,11,17,72,0,2,43,55,57,0,21,15,1,6,0,1,3,13,38,45,0,2,95,3,0,1,20,79,0,1,47,32,14,2,2,2,0,1,50,16,16,17,0,0,26,55,15,4,0,0,8,90,2,0,1,7,90,2,44,0,50,6,28,0,64,8,64,1,29,6,59,0,31,10,89,0,7,4,83,0,14,3,0,1,2,7,19,26,45,0,0,3,4,22,19,52,0,2,40,35,8,15,0,1,11,13,19,56,0,0,17,22,23,38,61,5,29,5,61,18,5,16,61,14,11,14,0,0,46,54,46,0,22,32,78,2,7,2,0,1,0,1,9,32,0,3,10,4,9,2,0,5,6,0,3,6,8,1,0,11,0,0,75,20,0,5,0,0,0,0,0,100,0,0,0,4,3,58,22,13,4,2,8,24,37,17,8,8.936170212765957,9.653573916519319,3.1176470588235294,2.595244519818327,10.448275862068966,6.9462364256592055,3.7222222222222228,2.1517057658684218
DZ,DZA,Algeria,5,2020-12-31,2020-12-26,100,0,0,0,0,75,100,3472567.187641602,96,1,2,97,3,6,91,1,2,97,2,7,91,2,13,85,3,6,91,1,7,92,1,5,94,2,0,98,1,1,98,1,3,96,0,10,90,3,3,94,1,21,78,98,0,1,1,94,0,1,5,98,0,0,2,93,0,4,3,87,0,5,8,94,0,2,4,93,0,4,3,95,0,3,2,100,0,0,0,99,0,0,1,97,1,1,1,90,0,4,6,97,0,2,1,79,0,8,13,0,0,30,70,70,0,9,21,0,0,22,78,78,0,6,16,94,0,1,5,0,94,0,3,3,0,97,0,1,2,0,6,2,8,84,100,0,0,0,21,25,19,35,0,24,18,21,37,0,25,34,15,26,0,25,31,15,29,0,26,34,12,28,0,37,10,17,36,0,92,2,1,5,92,0,2,6,92,1,3,4,92,1,3,4,92,2,3,3,92,2,2,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,4,48,48,0,1,82,17,0,3,34,63,0,3,38,59,0,4,14,82,0,3,16,81,0,0,43,57,57,0,19,12,2,10,0,2,0,12,33,53,0,2,97,1,0,0,22,78,0,0,54,32,10,1,2,1,0,0,40,25,15,20,0,0,36,51,11,2,0,0,15,82,3,0,2,21,76,1,52,2,43,3,18,3,77,2,66,2,30,2,62,3,24,11,86,1,13,0,84,0,15,1,0,1,1,5,20,38,35,0,0,0,5,23,27,45,0,3,47,27,13,10,0,0,12,11,20,57,0,0,16,18,22,44,66,5,17,12,66,14,6,14,66,9,15,10,0,0,55,45,55,0,8,37,92,1,0,0,0,0,0,0,7,37,0,4,5,5,11,0,0,12,1,1,3,4,5,0,2,10,0,3,79,16,0,2,0,0,0,0,0,0,100,0,0,3,1,60,19,17,3,0,5,25,41,17,9,6.225806451612903,7.544135370910548,2.875,2.490198176154207,10.233766233766234,7.811759192491562,3.641304347826087,2.146202993887088
DZ,DZA,Algeria,6,2020-12-31,2020-12-21,100,2,55306.716361340106,2,55306.716361340106,30,100,4428493.626959801,94,3,3,94,3,10,87,3,4,93,3,17,80,3,12,85,1,17,82,2,8,90,3,5,92,4,2,94,4,1,95,3,6,91,3,5,92,3,6,91,3,16,81,97,1,2,0,90,2,3,5,96,1,3,0,83,1,6,10,88,2,4,6,83,1,9,7,92,1,4,3,95,1,4,0,98,1,1,0,99,0,0,1,94,1,3,2,95,1,3,1,94,2,3,1,84,2,6,8,0,0,19,81,81,0,9,10,0,1,27,72,73,1,9,17,91,0,7,2,0,91,0,6,3,0,94,0,1,5,0,11,0,15,74,100,0,0,0,37,24,15,24,9,18,24,17,32,9,23,31,16,21,9,19,40,12,20,9,25,31,14,21,9,32,10,13,36,0,85,4,2,9,85,5,6,4,85,3,9,3,85,5,1,9,85,4,3,8,85,4,5,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,3,34,63,0,1,83,16,0,2,29,69,0,1,33,66,0,2,3,95,0,1,20,79,0,0,43,57,57,0,32,7,3,1,0,0,2,6,41,51,0,2,98,0,0,0,12,88,0,0,58,26,10,2,0,4,0,1,58,15,17,9,0,2,34,49,11,4,0,0,34,65,1,0,2,38,58,2,66,0,31,3,17,1,77,5,71,0,28,1,67,1,27,5,97,0,3,0,80,1,18,1,0,0,0,4,18,36,42,0,1,0,2,22,24,51,0,0,51,29,11,9,0,2,9,14,18,57,0,0,13,19,22,46,68,4,18,10,68,12,7,13,68,10,12,10,0,0,21,79,21,1,15,63,85,1,1,1,0,1,0,0,11,64,0,2,4,3,3,0,2,4,3,0,0,6,5,1,0,3,0,3,89,7,0,1,0,0,0,0,0,0,0,100,0,5,5,53,23,14,5,3,13,21,34,13,11,11.702702702702704,10.987024834536177,1.625,0.9574271077563381,8.829268292682928,7.231284704002482,3.1744186046511627,2.0647851930156933
DZ,DZA,Algeria,-99,2021-01-01,2021-01-01,191,7,412175.6578487824,5,270002.1563801855,111,138,9043857.188334337,0,17,13,161,12,26,153,13,15,163,14,45,132,12,35,144,16,30,145,15,18,158,13,23,155,18,13,160,15,10,166,14,16,161,13,30,148,16,13,162,16,50,125,178,4,7,2,165,4,9,13,176,4,4,7,146,4,21,20,156,3,19,13,161,3,11,16,173,3,12,3,168,4,9,10,178,2,4,7,181,1,7,2,175,4,9,3,161,5,11,14,178,4,2,7,141,8,24,18,53,0,31,107,164,0,10,17,57,8,35,91,156,0,13,22,178,0,0,13,0,178,0,7,5,1,184,1,4,2,0,79,0,20,92,191,0,68,2,16,24,30,51,87,16,22,28,38,87,29,27,16,32,87,28,28,20,28,87,23,32,21,28,87,29,22,19,34,0,174,8,3,6,174,6,5,6,174,6,6,5,174,6,7,4,174,9,2,6,174,8,3,6,116,16,4,55,116,15,1,59,116,15,8,52,116,15,3,57,116,17,17,41,116,16,20,39,116,13,14,48,170,3,2,16,170,1,7,13,170,3,3,15,170,2,7,12,170,3,2,16,110,4,36,41,110,4,60,17,110,7,35,39,110,5,36,40,110,5,17,59,110,4,18,59,111,1,42,37,149,1,25,10,3,3,114,2,0,12,19,44,114,4,73,0,124,4,8,55,124,1,28,20,7,4,4,3,124,1,34,10,10,12,126,3,15,31,11,5,128,0,5,52,6,140,3,6,39,3,155,3,29,4,131,5,49,6,156,4,29,2,155,4,24,8,174,4,10,3,173,2,12,4,145,1,0,1,7,13,24,145,2,1,0,10,11,22,152,1,21,5,3,9,152,0,3,7,0,29,152,1,3,9,7,19,180,1,7,3,180,5,3,3,180,4,4,3,156,1,14,20,171,0,10,10,183,1,3,0,0,0,0,0,4,170,0,0,3,2,0,0,0,0,0,1,1,1,3,0,2,8,191,0,0,0,0,0,191,0,0,0,0,0,0,0,0,191,0,0,0,0,191,0,0,0,0,0,0,5.322033898305085,7.266931900066932,4.478260869565218,2.858314271438377,0,0,0,0
DZ,DZA,Algeria,1,2021-01-01,2020-12-26,100,0,0,0,0,43,100,7075392.63510004,96,3,0,97,4,10,86,4,3,93,3,27,70,3,24,73,3,16,81,2,10,88,4,6,90,4,4,92,4,3,93,3,8,89,3,20,77,4,8,88,3,27,70,100,0,0,0,90,0,3,7,97,0,2,1,73,1,9,17,76,0,9,15,84,0,4,12,90,0,5,5,94,0,2,4,96,0,1,3,97,0,2,1,92,1,4,3,80,1,6,13,92,0,2,6,73,1,14,12,0,0,16,84,84,0,8,8,0,3,20,77,80,1,8,11,92,1,0,7,0,92,0,2,5,1,98,0,1,1,0,12,1,7,80,100,0,0,0,11,26,27,36,0,4,24,35,37,0,8,29,31,32,0,8,28,31,33,0,9,20,27,44,0,9,10,16,65,0,93,2,1,4,93,3,1,3,93,0,7,0,93,3,2,2,93,3,2,2,93,2,2,3,88,0,0,12,88,0,0,12,88,0,1,11,88,0,0,12,88,0,3,9,88,0,5,7,88,0,2,10,95,0,0,5,95,0,1,4,95,0,1,4,95,0,2,3,95,0,2,3,0,4,35,61,0,4,56,40,0,6,31,63,0,5,53,42,0,7,19,74,0,4,33,63,0,0,56,44,44,0,35,11,7,3,0,0,5,17,43,35,0,1,96,3,0,1,15,84,0,0,42,31,8,6,4,9,0,1,25,27,31,16,0,1,26,45,23,5,0,0,11,82,7,0,3,9,79,9,65,1,31,3,44,2,46,8,69,1,25,5,47,1,25,27,81,0,12,7,67,1,29,3,0,0,3,11,20,29,37,0,1,8,14,20,27,30,0,1,37,29,16,17,0,1,6,17,25,51,0,1,12,29,28,30,59,7,27,7,59,15,12,14,59,13,18,10,0,0,20,80,20,0,20,60,80,0,8,0,1,5,0,1,5,60,0,2,8,4,6,1,0,1,2,0,1,1,1,0,0,13,0,0,50,48,0,2,0,0,100,0,0,0,0,0,0,4,1,47,31,17,4,0,8,18,34,20,16,6.535211267605634,8.98066333203176,2.5625,2.5024987512484396,12.89655172413793,4.717691795582608,3.230769230769231,2.4040564010620007
