ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
DZ,DZA,Algeria,5,2020-12-24,2020-12-21,100,1,9524.78503532107,1,9524.78503532107,70,99,2951597.196205818,95,3,3,94,3,5,92,3,1,96,1,17,82,2,13,85,2,15,83,3,6,91,3,9,88,3,4,93,3,3,94,2,5,93,2,18,80,3,4,93,2,20,78,97,0,2,1,95,0,3,2,99,0,0,1,83,0,6,11,87,0,7,6,85,0,8,7,94,0,3,3,91,0,7,2,96,0,2,2,97,0,2,1,95,0,2,3,82,0,11,7,96,0,2,2,80,1,12,7,0,1,23,76,77,0,7,16,0,1,24,75,76,1,6,17,94,0,2,4,0,94,0,5,1,0,95,0,0,5,0,8,1,19,72,100,0,0,0,17,29,29,25,17,19,15,16,33,17,17,29,11,26,17,22,25,14,22,17,21,26,12,24,17,26,14,8,35,0,81,8,1,10,81,7,7,5,81,5,8,6,81,7,6,6,81,8,3,8,81,9,5,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,7,45,48,0,5,79,16,0,11,32,57,0,10,44,46,0,10,9,81,0,8,21,71,0,3,38,59,62,0,22,8,2,6,0,2,1,6,42,49,0,1,97,2,0,1,21,78,0,1,59,26,10,3,1,0,0,3,46,18,15,18,0,1,25,58,13,3,0,1,12,85,2,0,3,14,80,3,55,1,41,3,21,1,74,4,68,1,28,3,56,1,31,12,91,0,7,2,79,1,16,4,0,2,1,5,29,23,40,0,1,1,5,22,26,45,0,2,55,23,9,11,0,2,16,11,13,58,0,1,16,24,14,45,60,7,24,9,60,16,11,13,60,12,14,14,0,3,32,65,35,0,18,47,82,3,1,0,1,3,2,1,7,50,0,0,4,3,7,0,2,9,1,0,1,7,1,1,5,9,0,0,85,13,0,2,0,0,0,0,0,0,100,0,0,5,3,59,26,7,5,2,7,30,31,13,12,9.534883720930232,9.38679121909714,3.1363636363636362,2.2317077498004707,7.986666666666667,6.4671588927553145,3.5699999999999994,1.960420156754984
DZ,DZA,Algeria,-99,2020-12-25,2020-12-25,236,8,440477.0944538842,4,109046.72731002989,120,163,11478646.867309539,0,19,15,202,16,29,191,16,18,202,15,65,156,17,39,180,16,47,173,19,26,191,16,30,190,21,18,197,20,20,196,19,20,197,16,50,170,19,22,195,19,61,156,221,4,7,4,207,3,12,14,218,6,5,7,171,7,30,28,197,7,16,16,189,4,25,18,210,3,12,11,206,7,14,9,218,4,5,9,216,5,10,5,216,5,10,5,186,10,21,19,214,5,10,7,175,8,35,18,71,2,49,114,196,1,11,28,87,4,44,101,194,2,14,26,222,0,7,6,1,222,1,6,6,1,231,0,2,3,0,111,6,29,90,236,0,102,3,27,28,37,39,126,21,20,29,40,126,24,31,24,31,126,22,33,20,35,126,22,28,23,37,126,23,21,18,48,0,210,11,7,8,210,14,6,6,210,11,9,6,210,12,6,8,210,16,5,5,210,14,6,6,236,0,0,0,236,0,0,0,236,0,0,0,236,0,0,0,236,0,0,0,236,0,0,0,236,0,0,0,236,0,0,0,236,0,0,0,236,0,0,0,236,0,0,0,236,0,0,0,139,8,49,40,139,7,65,25,139,12,35,50,139,11,37,49,139,12,12,73,139,9,22,66,145,3,44,44,192,0,27,9,5,3,152,2,2,10,26,44,152,3,78,3,158,3,11,64,158,2,35,27,6,2,2,4,158,3,33,9,16,17,161,2,21,37,14,1,164,1,7,58,6,171,2,10,50,3,189,2,43,2,172,2,60,2,202,1,27,6,201,3,22,10,225,3,7,1,215,0,17,4,175,2,3,3,14,18,21,175,2,1,5,13,15,25,182,1,26,13,9,5,182,0,5,11,13,25,182,0,14,13,7,20,211,3,15,7,211,7,11,7,211,6,12,7,191,2,13,30,206,0,8,22,229,1,0,0,0,0,0,1,5,216,1,0,3,2,3,1,0,1,3,0,1,1,3,0,0,1,236,0,0,0,0,0,236,0,0,0,0,0,0,0,0,236,0,0,0,0,236,0,0,0,0,0,0,7.724137931034483,9.282681674406408,3.5,2.886751345948129,0,0,0,0
DZ,DZA,Algeria,1,2020-12-25,2020-12-21,100,1,58255.762585839104,0,0,66,100,5478138.863016497,95,2,2,96,3,11,86,1,5,94,2,31,67,1,18,81,1,20,79,2,8,90,2,10,88,2,4,94,2,6,92,2,9,89,2,22,76,2,3,95,2,25,73,98,0,1,1,89,0,6,5,95,0,2,3,69,1,5,25,82,0,4,14,80,1,9,10,92,0,4,4,90,1,6,3,96,0,2,2,94,1,4,1,91,0,6,3,78,1,9,12,97,0,1,2,75,0,10,15,0,0,27,73,73,1,16,10,0,0,19,81,81,0,4,15,96,0,0,4,0,96,0,3,1,0,97,0,0,2,1,4,3,13,80,100,0,0,0,13,26,30,31,0,1,14,36,49,0,2,31,39,28,0,1,39,30,30,0,1,29,34,36,0,1,11,26,62,0,87,5,4,4,87,6,3,4,87,2,9,2,87,5,3,5,87,3,5,5,87,6,4,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,3,44,53,0,1,62,37,0,3,40,57,0,3,55,42,0,5,18,77,0,5,41,54,0,1,64,35,36,1,41,10,5,7,0,0,3,14,39,44,0,1,96,3,0,1,16,83,0,0,39,34,10,4,6,7,0,0,25,25,26,24,0,0,18,43,28,11,0,0,4,83,13,0,1,5,82,12,56,0,38,6,38,0,55,7,60,0,35,5,45,0,34,21,82,0,14,4,59,0,39,2,0,0,4,13,25,20,38,0,0,11,15,21,24,29,0,1,37,32,11,19,0,1,8,10,24,57,0,0,16,15,30,39,69,1,22,8,69,9,10,12,69,8,14,9,0,0,35,65,35,0,16,49,84,0,6,0,1,5,0,0,4,49,0,2,8,3,10,6,1,2,1,0,2,2,0,2,2,10,0,2,48,46,0,4,0,0,100,0,0,0,0,0,0,2,1,63,26,8,2,1,11,18,40,11,17,6.147540983606557,7.236104075107845,2.5,2.0639767440550294,11.061728395061728,5.242484332385614,3.7717391304347827,2.277955806523463
DZ,DZA,Algeria,2,2020-12-25,2020-12-23,100,1,10869.0654396856,0,0,72,99,6074070.712690858,97,1,4,95,1,9,90,2,5,93,1,23,76,2,21,77,1,8,91,1,8,91,2,3,95,1,8,91,1,3,96,1,3,96,1,23,76,2,3,95,2,22,76,96,1,1,2,91,0,2,7,95,0,2,3,77,0,12,11,79,1,8,12,92,0,4,4,92,0,1,7,97,0,1,2,92,2,6,0,97,0,3,0,97,0,1,2,77,2,8,13,97,0,2,1,78,1,14,7,0,1,26,73,74,0,10,16,0,2,29,69,71,0,10,19,90,0,1,9,0,90,0,4,6,0,96,0,1,3,0,12,2,6,80,100,0,0,0,16,15,29,40,0,6,19,35,40,0,7,40,21,32,0,11,30,24,35,0,10,22,32,36,0,11,12,20,57,0,94,1,2,3,94,2,0,4,94,0,3,3,94,2,1,3,94,2,1,3,94,2,3,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,58,41,0,1,65,34,0,2,46,52,0,1,56,43,0,3,22,75,0,1,37,62,0,0,59,41,41,0,29,11,6,13,0,0,7,21,34,38,0,4,95,1,0,3,28,69,0,0,35,28,10,14,7,6,0,1,28,17,21,33,0,0,20,48,21,11,0,2,9,79,10,0,1,8,81,10,42,2,46,10,35,2,51,12,54,2,33,11,44,3,29,24,78,2,10,10,63,1,32,4,0,1,5,11,18,32,33,0,0,6,19,15,19,41,0,1,35,22,19,23,0,0,10,15,18,57,0,0,27,18,18,37,55,2,35,8,55,11,16,18,55,11,20,14,0,2,47,51,49,0,18,33,82,1,7,2,1,0,1,1,5,35,0,3,8,3,9,1,0,4,8,1,4,6,4,1,3,10,0,3,63,31,0,3,0,0,0,100,0,0,0,0,0,2,4,52,29,13,2,2,24,21,26,18,7,6.105263157894737,7.458657985681366,3.1904761904761907,2.3583690894142846,13.896739130434781,5.46846003770225,3.1868131868131866,2.2206710092626802
DZ,DZA,Algeria,3,2020-12-25,2020-12-24,100,0,0,0,0,61,100,4028362.007425242,100,3,1,96,3,5,92,4,0,96,3,19,78,3,14,83,4,11,85,2,14,84,3,4,93,3,3,94,4,3,93,3,8,89,3,22,75,4,3,93,1,25,74,99,0,1,0,95,0,1,4,100,0,0,0,81,1,6,12,86,1,5,8,89,1,8,2,86,2,4,8,96,0,1,3,97,0,2,1,97,0,2,1,92,2,3,3,78,1,7,14,97,0,1,2,75,2,11,12,0,0,26,74,74,0,10,16,0,2,24,74,76,0,8,16,92,0,3,4,1,92,0,6,2,0,94,0,3,3,0,10,0,14,76,100,0,0,1,12,20,24,43,0,9,12,30,49,0,11,30,27,32,0,12,31,20,37,0,13,28,21,38,0,15,13,16,56,0,86,4,3,7,86,6,5,3,86,3,10,1,86,5,4,5,86,5,4,5,86,6,0,8,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,55,44,0,1,81,18,0,2,44,54,0,2,47,51,0,2,18,80,0,1,23,76,0,0,51,49,49,0,25,13,6,7,0,1,4,13,39,43,0,0,97,3,0,2,24,74,0,0,40,32,13,7,5,3,0,0,35,16,28,21,0,0,20,55,16,9,0,0,5,92,3,0,0,9,86,5,45,0,45,10,19,0,69,12,56,0,36,8,53,0,27,20,82,0,10,8,77,0,21,2,0,0,4,5,23,25,43,0,0,4,6,12,27,51,0,2,38,25,16,19,0,0,11,10,15,64,0,0,19,18,22,41,63,4,25,8,63,8,13,16,63,7,14,16,0,1,60,39,61,0,18,21,82,2,4,0,1,1,0,0,10,22,0,7,7,9,14,3,3,6,1,1,0,7,4,0,6,10,0,2,71,26,0,1,0,0,0,0,100,0,0,0,0,0,4,54,26,16,0,3,10,25,39,12,11,5.884615384615385,7.526824828972253,2.5217391304347827,1.3774008863003637,11.568181818181818,5.553906059548209,3.48314606741573,1.8593275883218068
DZ,DZA,Algeria,4,2020-12-25,2020-12-23,100,1,94768.1260856142,0,0,76,100,3759389.831890139,97,3,3,94,2,13,85,1,5,94,3,26,71,3,22,75,2,16,82,3,8,89,1,9,90,3,3,94,2,3,95,3,10,87,3,22,75,4,5,91,2,29,69,97,0,1,2,87,2,2,9,95,1,3,1,74,1,10,15,78,2,9,11,84,1,6,9,92,1,2,5,91,2,6,1,97,0,2,1,97,1,0,2,90,0,5,5,78,1,6,15,95,0,2,3,71,2,13,14,0,0,25,75,75,0,11,14,0,0,28,72,72,1,11,16,89,0,6,5,0,89,0,7,4,0,93,1,4,2,0,12,2,15,71,100,0,0,0,16,26,24,34,0,7,19,25,49,0,15,25,29,31,0,19,25,25,31,0,20,25,27,28,0,21,16,14,49,0,85,9,2,4,85,8,4,3,85,7,4,4,85,9,4,2,85,9,3,3,85,8,3,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,3,54,43,0,0,82,18,0,2,41,57,0,3,45,52,0,5,10,85,0,3,17,80,0,1,55,44,45,0,21,19,7,8,0,0,3,14,40,43,0,0,96,4,0,0,25,75,0,0,37,43,9,9,0,2,0,0,33,13,25,29,0,1,18,56,18,7,0,0,5,93,2,0,1,14,82,3,46,1,48,5,18,2,74,6,59,0,37,4,55,1,31,13,90,0,7,3,83,0,15,2,0,1,1,9,25,32,32,0,1,1,6,23,33,36,0,1,35,37,12,15,0,0,8,16,29,47,0,0,14,30,24,32,56,4,27,13,56,13,14,17,56,13,21,10,0,1,52,47,53,0,17,30,83,0,2,2,2,0,1,1,9,31,1,1,8,4,8,1,2,5,4,0,1,3,14,1,4,12,0,2,80,13,0,5,0,0,0,0,0,100,0,0,0,3,5,56,20,16,3,1,9,20,39,21,7,10.298245614035087,10.464164891054036,3.428571428571428,2.7851647809677003,11.551282051282051,7.0465012703596495,3.918604651162791,2.260739682592558
DZ,DZA,Algeria,5,2020-12-25,2020-12-22,100,1,9524.78503532107,1,9524.78503532107,87,100,3360955.0046742084,93,2,3,95,2,4,94,2,0,98,1,15,84,1,14,85,1,15,84,2,5,93,2,8,90,3,3,94,2,3,95,1,4,95,1,18,81,2,3,95,1,21,78,97,0,2,1,96,0,3,1,100,0,0,0,85,0,7,8,86,0,6,8,85,0,6,9,95,0,3,2,92,0,6,2,97,0,1,2,97,0,2,1,96,0,2,2,82,0,11,7,97,0,2,1,79,1,12,8,0,0,27,73,73,0,11,16,0,0,30,70,70,0,7,23,93,0,4,3,0,93,0,6,1,0,94,0,0,6,0,7,1,19,73,100,0,0,0,17,24,31,28,0,16,17,22,45,0,20,30,17,33,0,23,29,17,31,0,24,25,19,32,0,27,17,11,45,0,81,6,3,10,81,8,6,5,81,5,8,6,81,7,4,8,81,7,3,9,81,8,4,7,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,5,48,47,0,5,78,17,0,9,30,61,0,10,44,46,0,8,11,81,0,8,14,78,0,3,48,49,52,1,26,12,1,8,0,2,0,2,45,51,0,1,98,1,0,1,26,73,0,1,47,36,11,3,1,1,0,3,43,20,15,19,0,2,25,53,18,2,0,1,15,83,1,0,3,16,77,4,52,1,42,5,22,1,74,3,70,1,25,4,56,1,33,10,89,0,8,3,86,1,12,1,0,2,1,5,23,27,42,0,1,1,5,17,31,45,0,2,47,26,12,13,0,1,14,11,15,59,0,1,14,24,13,48,62,8,22,8,62,15,11,12,62,10,14,14,0,2,31,67,33,0,20,47,80,3,2,0,1,3,1,0,10,49,0,0,6,4,7,0,1,10,1,0,1,4,1,1,6,9,0,0,84,14,0,2,0,0,0,0,0,0,100,0,0,5,2,61,25,7,5,1,9,23,36,16,10,9.837209302325581,9.785631430969008,3.5000000000000004,2.637521893583148,8.2,6.559869210431792,3.6153846153846154,2.0589599897317674
DZ,DZA,Algeria,-99,2020-12-26,2020-12-26,235,5,258462.4432882519,3,120491.6654307813,115,175,11041758.487383999,0,12,11,212,14,25,196,13,15,207,12,59,164,13,41,181,12,41,182,13,25,197,12,17,206,13,15,207,14,11,210,11,19,205,14,42,179,16,15,204,11,61,163,224,1,5,5,210,2,11,12,220,1,9,5,176,3,28,28,194,5,20,16,194,7,21,13,210,6,13,6,218,3,10,4,220,3,3,9,224,2,4,5,216,3,8,8,193,3,16,23,220,3,6,6,174,5,30,26,58,2,47,128,192,0,21,22,69,6,44,116,192,2,11,30,224,0,4,6,1,224,0,6,4,1,229,0,3,3,0,90,6,24,115,235,0,77,1,26,30,45,56,110,20,26,28,51,110,28,36,24,37,110,26,27,33,39,110,27,28,36,34,110,27,24,26,48,0,212,9,5,9,212,8,3,12,212,5,11,7,212,10,5,8,212,10,3,10,212,10,6,7,235,0,0,0,235,0,0,0,235,0,0,0,235,0,0,0,235,0,0,0,235,0,0,0,235,0,0,0,235,0,0,0,235,0,0,0,235,0,0,0,235,0,0,0,235,0,0,0,120,10,53,52,120,8,73,34,120,8,44,63,120,9,43,63,120,10,13,92,120,7,28,80,131,1,42,61,193,0,23,12,3,4,133,2,1,9,46,44,133,4,95,3,141,4,17,73,141,1,30,41,13,3,1,5,141,1,38,25,16,14,144,1,17,48,21,4,145,0,8,76,6,158,2,5,61,9,182,2,43,8,163,3,63,6,192,2,35,6,193,1,34,7,223,0,11,1,208,1,23,3,170,1,3,7,19,16,19,170,0,3,9,14,16,23,177,0,23,20,7,8,177,0,5,13,15,25,177,0,16,12,12,18,209,7,14,5,209,9,7,10,209,5,7,14,183,1,17,34,201,0,12,22,225,0,1,1,0,1,1,0,6,209,0,1,4,1,4,0,0,2,3,0,0,0,2,0,3,6,235,0,0,0,0,0,235,0,0,0,0,0,0,0,0,235,0,0,0,0,235,0,0,0,0,0,0,8.776315789473685,9.180557258628006,2.8378378378378377,2.128033958499847,0,0,0,0
DZ,DZA,Algeria,1,2020-12-26,2020-12-22,100,1,58255.762585839104,0,0,62,100,5890557.854619374,96,2,3,95,3,11,86,1,4,95,2,32,66,1,18,81,1,20,79,2,9,89,2,7,91,2,3,95,2,5,93,2,10,88,2,19,79,2,4,94,2,23,75,97,0,1,2,89,0,6,5,96,0,3,1,68,1,6,25,82,0,4,14,80,1,9,10,91,0,4,5,93,0,5,2,97,0,2,1,95,1,4,0,90,0,7,3,81,1,6,12,96,0,1,3,77,0,11,12,0,0,25,75,75,1,15,9,0,1,19,80,81,0,4,15,96,0,0,4,0,96,0,3,1,0,97,0,0,2,1,5,4,10,81,100,0,0,0,11,29,29,31,0,2,17,37,44,0,4,32,40,24,0,4,38,31,27,0,3,27,32,38,0,3,12,24,61,0,90,5,2,3,90,6,2,2,90,1,7,2,90,4,3,3,90,3,4,3,90,5,3,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,4,41,55,0,2,57,41,0,4,37,59,0,4,56,40,0,6,16,78,0,4,35,61,0,1,62,37,38,1,40,10,3,8,0,0,3,14,42,41,0,1,96,3,0,1,15,84,0,0,38,34,11,3,6,8,0,0,24,26,28,22,0,0,18,43,29,10,0,0,4,82,14,0,1,6,80,13,59,0,35,6,43,0,50,7,63,0,33,4,44,0,35,21,84,0,13,3,65,0,33,2,0,0,5,13,24,22,36,0,0,11,12,20,29,28,0,1,34,32,12,21,0,1,10,10,26,53,0,0,16,18,29,37,66,4,22,8,66,11,11,12,66,10,14,10,0,0,36,64,36,0,14,50,86,0,6,0,1,3,0,0,4,50,0,2,6,4,11,6,1,2,1,0,2,1,0,2,1,11,0,2,48,46,0,4,0,0,100,0,0,0,0,0,0,3,1,60,26,10,3,1,14,16,40,12,14,6.475409836065574,7.383780778113268,2.5416666666666665,2.1260121204339084,11.075949367088608,5.441465092819929,3.5978260869565215,2.1991995677183667
DZ,DZA,Algeria,2,2020-12-26,2020-12-25,100,2,21916.0007529596,0,0,57,99,5254947.360632862,95,0,5,95,1,8,91,2,5,93,1,17,82,1,17,82,1,3,96,1,8,91,1,5,94,1,6,93,1,2,97,1,8,91,1,24,75,1,3,96,0,26,74,95,2,0,3,92,0,1,7,95,1,2,2,83,1,7,9,83,1,5,11,97,1,1,1,92,1,2,5,95,0,2,3,94,1,5,0,98,1,1,0,92,0,3,5,76,1,8,15,97,0,1,2,74,1,14,11,0,1,22,77,78,0,10,12,0,2,24,74,76,0,7,17,93,0,1,5,1,93,0,4,3,0,96,0,1,3,0,9,1,9,81,100,0,0,0,10,19,30,41,0,3,17,39,41,0,6,29,28,37,0,8,30,27,35,0,7,24,35,34,0,7,17,24,52,0,91,2,2,5,91,2,2,5,91,0,8,1,91,2,3,4,91,2,2,5,91,2,4,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,2,54,44,0,2,61,37,0,3,43,54,0,2,57,41,0,4,22,74,0,4,35,61,0,0,61,39,39,0,30,13,9,9,0,1,3,18,34,44,0,3,97,0,0,2,22,76,0,0,35,28,13,12,5,7,0,0,29,19,15,37,0,0,26,44,21,9,0,2,10,82,6,0,0,7,87,6,46,1,45,8,39,1,47,13,57,3,29,11,43,4,20,33,78,0,11,11,65,0,31,4,0,1,5,7,24,28,35,0,0,6,12,24,22,36,0,1,28,30,22,19,0,0,6,17,19,58,0,0,18,21,24,37,61,4,24,11,61,7,12,20,61,7,18,14,0,1,44,55,45,0,23,32,77,1,10,1,1,2,0,2,6,33,0,2,15,6,6,1,1,7,8,0,5,5,1,1,3,6,0,2,62,31,0,5,0,0,0,100,0,0,0,0,0,4,3,58,22,13,4,3,20,27,25,14,7,5.39622641509434,6.475811866659327,2.8421052631578947,1.803181074740996,12.521739130434783,6.22733827546997,3.0348837209302326,2.2980691353886615
