ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
BY,BLR,Belarus,2,2021-01-03,2020-12-30,100,2,36070.94550987579,1,26161.814925925897,151,100,2120886.6610665787,97,1,5,94,0,23,77,1,9,90,0,35,65,1,34,65,1,19,80,1,24,75,0,8,92,1,9,90,1,10,89,1,14,85,1,22,77,1,7,92,0,24,76,95,0,3,2,77,0,8,15,91,0,7,2,65,0,8,27,66,1,7,26,81,0,7,12,76,2,3,19,92,0,4,4,91,0,6,3,90,0,10,0,86,0,8,6,78,1,7,14,93,0,5,2,76,2,11,11,0,0,49,51,51,0,27,22,0,0,46,54,54,0,13,33,87,6,6,1,87,9,4,0,91,0,0,9,0,13,0,31,56,100,0,0,20,31,16,33,0,1,17,43,39,0,1,16,36,47,0,1,41,25,33,0,1,12,21,66,0,2,2,12,84,69,6,6,19,69,8,9,14,69,6,8,17,69,7,9,15,69,8,6,17,69,7,11,13,74,2,0,24,74,2,0,24,74,2,1,23,74,2,2,22,74,1,5,20,74,1,3,22,74,2,1,23,93,1,1,5,93,1,1,5,93,1,0,6,93,1,2,4,93,0,3,4,0,1,37,62,0,0,76,24,0,3,32,65,0,0,60,40,0,2,20,78,0,1,28,71,0,1,63,36,37,0,39,12,3,9,0,0,1,10,40,49,0,0,100,0,0,0,20,80,0,0,59,22,5,7,2,5,0,0,18,20,36,26,0,2,12,46,29,11,0,0,5,94,1,0,0,8,91,1,63,1,33,3,24,2,69,5,68,1,29,2,40,2,41,17,80,0,17,3,72,0,25,3,0,2,3,2,23,26,44,0,0,4,6,23,27,40,0,2,22,58,12,6,0,1,4,21,32,42,0,0,19,32,30,19,49,1,40,10,49,11,12,28,49,7,23,21,0,0,74,26,74,14,12,86,0,1,0,3,0,2,1,7,12,0,1,14,4,10,0,7,6,6,0,4,12,0,1,2,21,0,2,38,60,0,0,0,0,0,100,0,0,0,0,0,2,5,65,17,11,2,3,34,33,17,7,4,6.205882352941177,8.041977226857576,3.6153846153846154,2.6814703803715076,10.804347826086957,5.417186996459566,2.359550561797753,1.1406456605723951
BY,BLR,Belarus,3,2021-01-03,2021-01-01,100,3,29727.39175184968,3,29727.39175184968,121,100,1677880.7141229226,96,1,7,92,1,16,83,1,7,92,1,35,64,1,31,68,1,18,81,1,15,84,1,13,86,1,3,96,1,5,94,1,14,85,1,28,71,1,7,92,0,37,63,93,1,5,1,84,3,8,5,93,1,5,1,65,4,13,18,69,3,10,18,82,3,14,1,85,2,7,6,87,2,9,2,97,1,2,0,95,1,3,1,86,3,8,3,72,4,11,13,93,1,5,1,63,2,21,14,0,0,40,60,60,0,13,27,0,0,51,49,49,0,13,38,87,6,7,0,87,1,12,0,99,0,1,0,0,13,2,24,61,100,0,0,18,20,28,34,0,7,14,31,48,0,4,21,28,47,0,1,41,27,31,0,3,10,23,64,0,3,3,11,83,76,8,5,11,76,11,2,11,76,10,4,10,76,9,9,6,76,11,4,9,76,8,7,9,84,0,0,16,84,0,0,16,84,0,1,15,84,0,2,14,84,0,1,15,84,0,3,13,84,0,1,15,94,0,1,5,94,0,2,4,94,1,1,4,94,1,1,4,94,1,4,1,0,4,28,68,0,0,75,25,0,3,30,67,0,3,53,44,0,3,20,77,0,3,29,68,0,0,52,48,48,0,33,11,4,4,0,0,0,12,44,44,0,0,100,0,0,0,16,84,0,0,69,24,4,3,0,0,0,0,25,20,38,17,0,0,17,44,29,10,0,0,10,89,1,0,2,8,90,0,72,1,26,1,25,1,68,6,70,1,22,7,47,2,38,13,80,0,13,7,71,1,26,2,0,0,1,5,23,18,53,0,0,0,9,17,27,47,0,1,21,63,10,5,0,0,5,12,30,53,0,0,17,41,23,19,42,7,39,12,42,24,16,18,42,19,25,14,0,2,68,30,70,16,14,84,2,1,0,1,0,4,1,7,16,0,2,12,10,6,1,3,6,12,0,5,7,4,1,2,13,0,0,39,61,0,0,0,0,0,0,100,0,0,0,0,2,3,61,27,7,2,2,24,49,22,0,1,6.716666666666667,7.011109021938977,3.793103448275862,2.582624777027483,12.755555555555556,5.46554295566778,2.6774193548387095,1.1340701067450032
BY,BLR,Belarus,4,2021-01-03,2021-01-01,100,3,47314.78383400018,3,47314.78383400018,151,100,1684582.2464405356,98,5,4,91,2,21,77,4,13,83,4,41,55,2,31,67,3,21,76,5,18,77,2,7,91,6,3,91,5,9,86,4,17,79,5,23,72,5,4,91,6,28,66,96,0,3,1,79,1,12,8,87,1,10,2,59,3,21,17,69,2,17,12,79,0,13,8,82,3,6,9,93,0,7,0,97,0,3,0,91,1,8,0,83,0,12,5,77,1,11,11,96,0,3,1,72,1,11,16,0,0,46,54,54,1,16,29,0,0,54,46,46,0,19,35,81,10,8,1,81,11,8,0,89,0,2,9,0,19,0,31,50,100,0,0,13,26,26,35,0,13,19,24,44,0,12,18,28,42,0,10,28,24,38,0,9,18,16,57,0,14,1,7,78,69,13,4,14,69,12,7,12,69,12,7,12,69,11,8,12,69,15,2,14,69,13,7,11,76,0,0,24,76,0,0,24,76,0,2,22,76,0,5,19,76,0,2,22,76,0,2,22,76,0,1,23,93,0,1,6,93,0,0,7,93,0,2,5,93,0,3,4,93,1,3,3,0,6,28,66,0,1,69,30,0,5,29,66,0,3,53,44,0,6,16,78,0,4,23,73,0,2,58,40,42,0,43,6,5,4,0,2,2,11,34,51,0,1,99,0,0,1,21,78,0,0,58,24,6,5,1,6,0,1,29,23,31,16,0,0,20,39,34,7,0,1,10,87,2,0,1,16,82,1,72,0,25,3,31,1,62,6,71,1,21,7,47,1,37,15,84,0,12,4,77,1,21,1,0,4,2,7,19,25,43,0,1,2,6,16,32,43,0,4,28,53,8,7,0,2,3,12,22,61,0,1,17,41,25,16,42,6,45,7,42,30,11,17,42,27,15,16,0,2,70,28,72,20,8,80,5,0,0,2,1,6,0,6,10,0,4,10,5,14,2,2,11,7,1,4,4,4,0,3,19,0,2,30,68,0,0,0,0,0,0,0,100,0,0,0,1,3,63,25,8,1,2,28,34,25,9,1,9.419354838709678,8.969069595727808,4.151515151515151,3.2124874719717993,14.155555555555555,5.390193157221715,2.4395604395604398,1.1662741359540476
BY,BLR,Belarus,5,2021-01-03,2020-12-30,100,5,106642.0172111336,5,106642.0172111336,208,100,2222320.0031675296,98,5,11,84,5,19,76,5,9,86,5,33,62,3,27,70,6,18,76,7,10,83,5,9,86,6,5,89,5,11,84,4,10,86,5,18,77,7,10,83,5,33,62,89,0,6,5,81,0,12,7,91,0,5,4,67,2,16,15,73,0,13,14,82,0,9,9,90,0,4,6,91,0,6,3,95,0,2,3,89,0,8,3,90,0,4,6,82,1,11,6,90,0,7,3,67,2,14,17,0,0,60,40,40,0,22,38,0,0,49,51,51,1,19,29,81,14,4,1,81,5,14,0,95,1,0,4,0,20,4,30,46,100,0,0,18,30,24,28,0,14,18,24,44,0,19,16,28,37,0,15,28,21,36,0,16,16,12,56,0,20,3,7,70,70,14,6,10,70,13,6,11,70,13,8,9,70,14,7,9,70,16,3,11,70,13,7,10,70,1,0,29,70,1,0,29,70,1,1,28,70,1,1,28,70,1,1,28,70,1,8,21,70,1,1,28,91,0,0,9,91,0,0,9,91,0,1,8,91,0,3,6,91,0,0,9,0,5,36,59,0,2,74,24,0,4,30,66,0,5,45,50,0,6,18,76,0,4,26,70,0,1,55,44,45,0,31,12,5,7,0,0,1,11,40,48,0,0,100,0,0,0,22,78,0,0,65,17,10,4,2,2,0,0,31,22,25,22,0,0,24,47,19,10,0,0,26,72,2,0,1,22,75,2,64,1,30,5,26,2,70,2,70,3,25,2,55,2,31,12,82,2,12,4,74,1,22,3,0,1,1,5,29,20,44,0,0,0,7,27,28,38,0,1,32,52,8,7,0,0,3,7,22,68,0,0,9,36,30,25,55,7,36,2,55,25,12,8,55,19,18,8,0,1,61,38,62,14,24,86,2,2,0,0,1,4,0,5,25,1,2,2,3,7,0,3,11,15,0,3,4,0,1,4,19,0,2,35,63,0,0,0,0,0,0,0,0,100,0,0,1,4,65,22,8,1,2,28,41,22,6,0,7.313725490196078,6.995684944530968,4.609756097560975,3.8201966492609234,13.684210526315791,4.4917493106918585,1.8541666666666667,1.015450811648301
BY,BLR,Belarus,-99,2021-01-04,2021-01-01,100,10,219819.0303348299,6,158192.6875997503,84,72,2042259.279003791,0,9,12,79,10,27,63,8,19,73,9,37,54,8,32,60,9,23,68,9,16,75,9,10,81,11,7,82,9,15,76,11,12,77,7,22,71,11,14,75,9,31,60,88,3,7,2,73,2,20,5,81,2,15,2,63,5,20,12,68,3,15,14,77,3,16,4,84,1,6,9,90,2,7,1,93,0,6,1,85,2,10,3,88,1,9,2,78,4,8,10,86,2,10,2,69,4,20,7,27,1,35,37,71,1,8,20,33,1,40,26,62,0,8,30,92,3,3,2,92,1,7,0,99,0,1,0,0,47,1,18,34,100,44,0,8,17,8,23,51,3,12,9,25,51,5,10,11,23,51,6,14,8,21,51,7,3,10,29,51,9,0,3,37,86,7,2,5,86,7,3,4,86,5,4,5,86,8,1,5,86,7,2,5,86,9,2,3,95,1,0,4,95,1,0,4,95,0,1,4,95,1,0,4,95,1,1,3,95,1,1,3,95,1,0,4,97,1,0,2,97,0,1,2,97,1,0,2,97,1,1,1,97,1,1,1,54,1,15,30,54,1,28,17,54,4,6,36,54,4,25,17,54,5,8,33,54,4,10,32,60,0,29,11,71,0,21,7,1,0,62,1,0,7,15,15,62,2,35,1,66,0,6,28,66,0,26,5,2,1,0,0,66,1,10,5,13,5,68,0,6,12,10,4,70,0,6,21,3,76,0,7,16,1,85,0,13,2,73,2,23,2,94,2,2,2,75,2,13,10,92,2,5,1,90,0,10,0,81,2,1,2,4,1,9,81,1,0,3,4,1,10,88,0,5,6,1,0,88,0,0,4,2,6,88,0,2,7,1,2,92,5,3,0,92,6,1,1,92,3,4,1,90,0,2,8,92,5,3,100,0,0,0,0,0,0,0,0,99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,8.088888888888889,7.853262848888821,4.266666666666667,2.463060426921489,0,0,0,0
BY,BLR,Belarus,2,2021-01-04,2020-12-30,100,2,36070.94550987579,1,26161.814925925897,151,100,2120886.6610665787,97,1,5,94,0,23,77,1,9,90,0,35,65,1,34,65,1,19,80,1,24,75,0,8,92,1,9,90,1,10,89,1,14,85,1,22,77,1,7,92,0,24,76,95,0,3,2,77,0,8,15,91,0,7,2,65,0,8,27,66,1,7,26,81,0,7,12,76,2,3,19,92,0,4,4,91,0,6,3,90,0,10,0,86,0,8,6,78,1,7,14,93,0,5,2,76,2,11,11,0,0,49,51,51,0,27,22,0,0,46,54,54,0,13,33,87,6,6,1,87,9,4,0,91,0,0,9,0,13,0,31,56,100,0,0,20,31,16,33,0,1,17,43,39,0,1,16,36,47,0,1,41,25,33,0,1,12,21,66,0,2,2,12,84,69,6,6,19,69,8,9,14,69,6,8,17,69,7,9,15,69,8,6,17,69,7,11,13,74,2,0,24,74,2,0,24,74,2,1,23,74,2,2,22,74,1,5,20,74,1,3,22,74,2,1,23,93,1,1,5,93,1,1,5,93,1,0,6,93,1,2,4,93,0,3,4,0,1,37,62,0,0,76,24,0,3,32,65,0,0,60,40,0,2,20,78,0,1,28,71,0,1,63,36,37,0,39,12,3,9,0,0,1,10,40,49,0,0,100,0,0,0,20,80,0,0,59,22,5,7,2,5,0,0,18,20,36,26,0,2,12,46,29,11,0,0,5,94,1,0,0,8,91,1,63,1,33,3,24,2,69,5,68,1,29,2,40,2,41,17,80,0,17,3,72,0,25,3,0,2,3,2,23,26,44,0,0,4,6,23,27,40,0,2,22,58,12,6,0,1,4,21,32,42,0,0,19,32,30,19,49,1,40,10,49,11,12,28,49,7,23,21,0,0,74,26,74,14,12,86,0,1,0,3,0,2,1,7,12,0,1,14,4,10,0,7,6,6,0,4,12,0,1,2,21,0,2,38,60,0,0,0,0,0,100,0,0,0,0,0,2,5,65,17,11,2,3,34,33,17,7,4,6.205882352941177,8.041977226857576,3.6153846153846154,2.6814703803715076,10.804347826086957,5.417186996459566,2.359550561797753,1.1406456605723951
BY,BLR,Belarus,3,2021-01-04,2021-01-01,100,3,29727.39175184968,3,29727.39175184968,121,100,1677880.7141229226,96,1,7,92,1,16,83,1,7,92,1,35,64,1,31,68,1,18,81,1,15,84,1,13,86,1,3,96,1,5,94,1,14,85,1,28,71,1,7,92,0,37,63,93,1,5,1,84,3,8,5,93,1,5,1,65,4,13,18,69,3,10,18,82,3,14,1,85,2,7,6,87,2,9,2,97,1,2,0,95,1,3,1,86,3,8,3,72,4,11,13,93,1,5,1,63,2,21,14,0,0,40,60,60,0,13,27,0,0,51,49,49,0,13,38,87,6,7,0,87,1,12,0,99,0,1,0,0,13,2,24,61,100,0,0,18,20,28,34,0,7,14,31,48,0,4,21,28,47,0,1,41,27,31,0,3,10,23,64,0,3,3,11,83,76,8,5,11,76,11,2,11,76,10,4,10,76,9,9,6,76,11,4,9,76,8,7,9,84,0,0,16,84,0,0,16,84,0,1,15,84,0,2,14,84,0,1,15,84,0,3,13,84,0,1,15,94,0,1,5,94,0,2,4,94,1,1,4,94,1,1,4,94,1,4,1,0,4,28,68,0,0,75,25,0,3,30,67,0,3,53,44,0,3,20,77,0,3,29,68,0,0,52,48,48,0,33,11,4,4,0,0,0,12,44,44,0,0,100,0,0,0,16,84,0,0,69,24,4,3,0,0,0,0,25,20,38,17,0,0,17,44,29,10,0,0,10,89,1,0,2,8,90,0,72,1,26,1,25,1,68,6,70,1,22,7,47,2,38,13,80,0,13,7,71,1,26,2,0,0,1,5,23,18,53,0,0,0,9,17,27,47,0,1,21,63,10,5,0,0,5,12,30,53,0,0,17,41,23,19,42,7,39,12,42,24,16,18,42,19,25,14,0,2,68,30,70,16,14,84,2,1,0,1,0,4,1,7,16,0,2,12,10,6,1,3,6,12,0,5,7,4,1,2,13,0,0,39,61,0,0,0,0,0,0,100,0,0,0,0,2,3,61,27,7,2,2,24,49,22,0,1,6.716666666666667,7.011109021938977,3.793103448275862,2.582624777027483,12.755555555555556,5.46554295566778,2.6774193548387095,1.1340701067450032
BY,BLR,Belarus,4,2021-01-04,2021-01-01,100,3,47314.78383400018,3,47314.78383400018,151,100,1680407.6508787682,98,5,4,91,2,21,77,4,13,83,4,40,56,2,31,67,3,21,76,5,18,77,2,7,91,6,3,91,5,8,87,4,16,80,5,22,73,5,4,91,6,28,66,96,0,3,1,79,1,12,8,87,1,10,2,60,3,20,17,69,2,17,12,79,0,13,8,82,3,6,9,93,0,7,0,97,0,3,0,92,1,7,0,84,0,11,5,78,1,11,10,96,0,3,1,72,1,11,16,0,0,46,54,54,1,16,29,0,0,54,46,46,0,19,35,81,10,8,1,81,11,8,0,89,0,2,9,0,19,0,32,49,100,0,0,13,26,27,34,0,13,19,25,43,0,12,18,29,41,0,10,28,25,37,0,9,18,17,56,0,14,1,8,77,68,13,4,15,68,12,7,13,68,12,7,13,68,11,8,13,68,15,2,15,68,13,7,12,77,0,0,23,77,0,0,23,77,0,2,21,77,0,5,18,77,0,2,21,77,0,2,21,77,0,1,22,93,0,1,6,93,0,0,7,93,0,2,5,93,0,3,4,93,1,3,3,0,6,28,66,0,1,69,30,0,5,30,65,0,3,53,44,0,6,17,77,0,4,24,72,0,2,58,40,42,0,43,6,5,4,0,2,2,11,35,50,0,1,99,0,0,1,21,78,0,0,57,24,7,5,1,6,0,1,29,22,32,16,0,0,20,38,35,7,0,1,10,87,2,0,1,16,82,1,72,0,25,3,31,1,62,6,70,1,22,7,47,1,38,14,83,0,13,4,76,1,22,1,0,4,2,7,18,26,43,0,1,2,6,15,32,44,0,4,27,54,8,7,0,2,3,13,22,60,0,1,17,41,25,16,42,6,44,8,42,30,10,18,42,27,14,17,0,2,70,28,72,21,7,79,6,0,0,2,1,6,0,6,9,0,4,10,5,14,2,2,11,7,1,4,4,4,0,3,20,0,2,30,68,0,0,0,0,0,0,0,100,0,0,0,1,3,63,25,8,1,2,28,35,24,9,1,9.081967213114755,8.637698539864296,4.151515151515151,3.2124874719717993,14.033333333333333,5.471992016552425,2.4395604395604398,1.1662741359540476
BY,BLR,Belarus,5,2021-01-04,2020-12-30,100,6,119880.3498517399,6,119880.3498517399,207,100,2174469.471156829,98,5,12,83,5,20,75,5,10,85,5,34,61,3,28,69,6,19,75,7,10,83,5,9,86,6,5,89,5,12,83,4,11,85,5,18,77,7,11,82,5,34,61,88,0,6,6,80,0,12,8,90,0,6,4,66,2,17,15,72,0,13,15,81,0,10,9,90,0,4,6,91,0,6,3,95,0,2,3,88,0,9,3,89,0,5,6,82,1,11,6,89,0,7,4,66,2,15,17,0,0,60,40,40,0,23,37,0,0,50,50,50,1,19,30,81,14,4,1,81,5,14,0,95,1,0,4,0,20,4,30,46,100,0,0,17,30,25,28,0,14,18,23,45,0,18,16,28,38,0,14,28,22,36,0,15,16,12,57,0,19,3,7,71,70,14,6,10,70,12,6,12,70,12,9,9,70,13,7,10,70,15,3,12,70,12,8,10,70,1,0,29,70,1,0,29,70,1,1,28,70,1,1,28,70,1,1,28,70,1,8,21,70,1,1,28,91,0,0,9,91,0,0,9,91,0,1,8,91,0,3,6,91,0,0,9,0,5,37,58,0,2,75,23,0,4,30,66,0,5,46,49,0,6,18,76,0,4,27,69,0,1,55,44,45,0,30,13,5,7,0,0,1,11,39,49,0,0,100,0,0,0,22,78,0,0,65,17,10,4,2,2,0,0,31,21,25,23,0,0,23,48,19,10,0,0,26,72,2,0,1,22,75,2,63,1,31,5,25,2,71,2,70,3,25,2,54,2,32,12,82,2,12,4,73,1,23,3,0,1,1,5,30,20,43,0,0,0,7,28,28,37,0,1,33,51,8,7,0,0,3,7,23,67,0,0,10,36,30,24,54,7,37,2,54,25,13,8,54,19,19,8,0,1,62,37,63,14,23,86,2,2,0,0,1,4,0,5,24,1,2,2,3,7,0,3,11,15,0,3,4,0,1,4,20,0,2,35,63,0,0,0,0,0,0,0,0,100,0,0,1,4,65,22,8,1,2,28,42,22,5,0,7.307692307692308,6.926896884788215,4.585365853658536,3.8338988624903605,13.557894736842105,4.565634325842623,1.8645833333333335,1.0117186177013393
BY,BLR,Belarus,-99,2021-01-13,2021-01-03,100,12,233392.99978990166,8,157154.0282990727,89,72,2062961.4280149394,0,7,14,79,6,24,70,9,15,76,5,43,52,6,25,69,6,23,71,9,13,78,6,13,81,8,9,83,5,19,76,9,11,80,5,26,69,7,14,79,4,38,58,86,3,9,2,76,3,13,8,85,4,9,2,57,8,20,15,75,5,5,15,77,6,10,7,87,2,3,8,87,4,8,1,91,0,7,2,81,4,12,3,89,2,7,2,74,7,8,11,86,3,9,2,62,4,18,16,28,0,35,37,70,1,12,17,34,1,34,31,67,0,9,24,91,6,2,1,91,3,6,0,97,0,2,1,0,46,0,16,38,100,40,0,7,14,10,29,43,5,13,14,25,43,11,8,13,25,43,14,10,12,21,43,14,3,10,30,43,14,1,6,36,86,6,3,5,86,7,3,4,86,5,3,6,86,7,3,4,86,6,2,6,86,8,3,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,48,2,27,23,48,2,37,13,48,6,16,30,48,6,25,21,48,6,12,34,48,6,15,31,58,0,25,17,75,0,18,4,0,3,66,3,1,5,11,14,66,2,32,0,72,0,6,22,72,0,21,0,1,3,1,2,72,0,13,5,4,6,73,0,6,12,7,2,75,1,0,21,3,82,1,3,14,0,75,1,18,6,66,3,29,2,86,3,7,4,77,2,16,5,90,2,6,2,85,0,13,2,85,1,0,0,3,5,6,85,0,0,0,7,2,6,90,0,2,7,0,1,90,0,0,2,3,5,90,0,0,5,1,4,96,1,2,1,96,2,1,1,96,2,1,1,93,0,2,5,95,2,3,100,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,8.069767441860465,7.747181818900678,4.375,2.473189573539939,0,0,0,0
