ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
BA,BIH,Bosnia and Herzegovina,2,2020-12-31,2020-12-24,100,1,9072.94148426359,0,0,94,100,1406823.9287537101,98,4,3,93,4,17,79,4,4,92,4,15,81,4,22,74,3,10,87,4,8,88,3,3,94,4,3,93,4,2,94,5,8,87,3,18,79,4,4,92,3,18,79,97,0,1,2,83,0,2,15,96,1,2,1,85,1,4,10,78,0,7,15,90,0,4,6,92,0,2,6,97,0,1,2,97,0,2,1,98,0,2,0,92,0,4,4,82,0,7,11,96,0,1,3,82,1,5,12,0,0,39,61,61,0,14,25,0,0,41,59,59,0,7,34,93,3,4,0,93,3,4,97,0,3,0,7,0,10,83,100,0,0,23,28,29,20,0,3,32,48,17,0,5,28,44,23,0,5,30,27,38,0,4,15,37,44,0,5,5,21,69,90,2,3,5,90,1,1,8,90,0,6,4,90,1,2,7,90,1,3,6,90,1,4,5,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,3,36,61,0,1,75,24,0,3,56,41,0,3,68,29,0,3,23,74,0,3,9,88,0,1,66,33,34,1,43,11,3,8,0,2,2,5,29,62,0,0,99,1,0,1,20,79,0,0,38,37,10,7,6,2,0,1,19,15,35,30,0,0,10,37,29,24,0,1,1,92,6,0,2,5,90,3,64,0,27,9,25,1,68,6,44,0,38,18,32,0,32,36,77,0,14,9,91,0,8,1,0,1,1,4,17,35,42,0,1,0,6,15,23,55,0,0,23,41,19,17,0,0,2,5,32,61,0,0,9,22,41,28,69,1,22,8,69,7,4,20,69,6,11,14,0,0,69,31,69,1,17,13,83,0,3,0,4,2,1,1,6,14,0,4,10,3,6,2,4,5,9,0,5,13,5,3,5,12,0,1,58,41,0,0,0,0,100,0,0,0,0,0,1,6,43,34,16,1,4,22,37,26,6,4,2.6792452830188678,1.9881725751753156,2.6176470588235294,1.5178674410591495,13.692307692307693,3.737772086543021,2.5376344086021505,1.2645598975356418
BA,BIH,Bosnia and Herzegovina,3,2020-12-31,2020-12-26,100,1,10090.6256547624,0,0,57,100,1250965.1263029026,98,3,1,96,3,10,87,2,3,95,3,19,78,2,24,74,3,15,82,3,4,93,4,4,92,3,4,93,2,4,94,3,1,96,3,16,81,2,2,96,2,12,86,99,0,0,1,90,0,3,7,97,0,1,2,81,1,6,12,76,1,6,17,85,1,5,9,96,0,2,2,96,0,3,1,96,0,0,4,96,1,3,0,99,0,1,0,84,2,4,10,98,0,1,1,88,1,4,7,0,0,30,70,70,0,3,27,0,0,36,64,64,0,6,30,94,3,3,0,94,2,4,98,2,0,0,6,1,11,82,100,0,1,22,35,23,19,0,4,19,61,16,0,6,36,38,20,0,5,32,43,20,0,7,19,42,32,0,7,2,30,61,89,3,2,6,89,1,2,8,89,2,5,4,89,3,3,5,89,3,1,7,89,3,2,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,2,24,74,0,1,67,32,0,2,51,47,0,1,51,48,0,1,23,76,0,1,11,88,0,0,54,46,46,0,33,16,3,2,0,0,2,3,34,61,0,0,99,1,0,1,17,82,0,0,35,33,14,13,2,3,0,0,28,27,26,19,0,3,11,43,27,16,0,0,3,94,3,0,2,4,92,2,76,1,13,10,33,0,61,6,49,0,35,16,49,0,22,29,77,0,14,9,89,0,9,2,0,2,1,5,15,32,45,0,2,1,5,14,29,49,0,0,31,47,17,5,0,1,7,17,28,47,0,1,18,29,29,23,53,6,34,7,53,18,10,19,53,18,13,16,0,2,72,26,74,0,11,15,89,1,2,0,1,1,1,1,4,17,3,4,8,4,5,2,5,9,7,0,2,7,3,8,1,15,0,0,44,53,3,0,0,0,0,100,0,0,0,0,2,5,53,29,11,2,3,31,31,25,5,3,3.888888888888889,3.0912061651652345,2.6875,1.6214705259938174,12.797872340425531,4.6733741057093745,2.5164835164835164,1.3933384159607247
BA,BIH,Bosnia and Herzegovina,4,2020-12-31,2020-12-23,100,1,17916.8412443498,0,0,67,100,2208973.619619714,99,1,3,96,0,7,93,1,5,94,1,16,83,1,12,87,0,6,94,1,7,92,1,3,96,0,3,97,1,5,94,1,3,96,1,12,87,1,4,95,1,9,90,97,0,0,3,93,0,4,3,95,0,3,2,84,1,5,10,88,0,5,7,94,0,3,3,93,0,3,4,97,0,1,2,97,0,1,2,95,0,3,2,97,0,2,1,88,1,2,9,96,0,1,3,91,0,4,5,0,0,32,68,68,0,7,25,0,0,38,62,62,0,5,33,95,3,2,0,95,2,3,98,1,0,1,5,0,11,84,100,0,1,20,38,29,12,0,6,38,38,18,0,10,35,29,26,0,10,31,37,22,0,9,19,40,32,0,11,10,23,56,89,5,1,5,89,5,2,4,89,4,4,3,89,5,1,5,89,5,2,4,89,5,1,5,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,1,0,0,99,0,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,3,24,73,0,2,67,31,0,2,45,53,0,2,58,40,0,3,17,80,0,3,8,89,0,2,43,55,57,0,25,8,4,6,0,0,1,6,24,69,0,0,98,2,0,1,17,82,0,0,31,43,9,10,3,4,0,0,30,19,18,33,0,1,11,51,19,18,0,0,5,91,4,0,3,3,91,3,76,0,22,2,33,1,64,2,55,2,37,6,42,3,41,14,83,0,13,4,92,0,8,0,0,2,0,3,7,21,67,0,1,0,1,7,29,62,0,4,32,39,20,5,0,0,6,14,27,53,0,0,12,32,26,30,56,8,33,3,56,19,10,15,56,16,14,14,0,2,68,30,70,0,18,12,82,2,4,1,1,3,3,2,2,14,0,6,2,7,10,3,4,5,7,0,8,3,9,3,4,15,0,0,62,38,0,0,0,0,0,0,100,0,0,0,0,4,50,27,19,0,5,18,42,27,5,3,3.6470588235294117,2.67289824474071,3.1875,1.6820126832656963,13.690721649484535,3.370709695123158,2.260869565217391,1.3975611820328595
BA,BIH,Bosnia and Herzegovina,-99,2021-01-01,2020-12-27,100,2,33535.2841610172,1,15865.189521517701,64,80,2180333.4346554535,0,2,2,96,2,16,82,1,9,90,1,22,77,2,24,74,2,13,85,2,11,87,3,10,87,1,3,96,0,4,96,3,6,91,1,16,83,3,3,94,1,9,90,98,1,0,1,84,2,5,9,91,1,6,2,78,3,11,8,76,2,10,12,87,2,6,5,89,1,4,6,90,0,4,6,97,0,2,1,96,1,2,1,94,0,5,1,84,1,6,9,97,2,1,0,91,1,4,4,19,1,28,52,77,0,8,15,27,2,21,50,80,0,6,14,94,2,4,0,94,3,3,97,1,2,0,37,0,8,55,100,33,0,13,12,23,19,47,6,14,17,16,47,11,16,14,12,47,6,16,17,14,47,8,12,18,15,47,9,4,9,31,92,5,1,2,92,4,2,2,92,4,3,1,92,4,1,3,92,4,2,2,92,5,2,1,85,3,1,11,85,4,0,11,85,4,1,10,85,3,3,9,85,3,5,7,85,4,1,10,85,4,0,11,94,1,0,5,94,1,0,5,94,1,0,5,94,1,1,4,94,1,2,3,53,2,11,34,53,2,34,11,53,3,26,18,53,2,29,16,53,2,10,35,53,1,6,40,58,0,19,23,81,0,13,3,1,2,62,0,0,1,9,28,62,0,38,0,68,0,6,26,68,0,11,14,2,1,4,0,68,0,8,6,11,7,70,2,2,12,8,6,72,0,0,25,3,76,0,0,20,4,89,0,8,3,68,0,27,5,76,0,17,7,73,0,12,15,91,0,6,3,94,0,6,0,81,1,0,1,6,5,6,81,1,0,0,5,6,7,83,0,5,8,1,3,83,0,5,3,3,6,83,0,5,2,4,6,93,1,5,1,93,2,4,1,93,3,2,2,84,0,9,7,93,0,6,1,99,0,0,0,0,0,0,0,1,92,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,4,100,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,2.6666666666666665,2.280350850198276,3.1176470588235294,1.9000773978043788,0,0,0,0
BA,BIH,Bosnia and Herzegovina,1,2021-01-01,2020-12-22,100,0,0,0,0,49,100,1446361.0025396023,96,1,0,99,0,22,78,1,2,97,1,25,74,1,25,74,2,6,92,0,11,89,0,4,96,1,5,94,1,2,97,1,7,92,1,20,79,1,4,95,1,21,78,100,0,0,0,78,1,8,13,98,0,1,1,75,0,8,17,75,0,6,19,94,0,3,3,89,0,6,5,96,0,4,0,95,0,3,2,98,0,2,0,93,0,4,3,80,0,5,15,96,0,2,2,79,0,9,12,0,0,22,78,78,0,8,14,0,0,30,70,70,0,8,22,92,1,7,0,92,5,3,95,2,2,1,8,0,8,84,100,0,1,17,29,25,28,0,0,32,45,23,0,2,29,39,30,0,2,29,40,29,0,3,20,34,43,0,3,10,16,71,92,0,1,7,92,0,2,6,92,0,3,5,92,0,5,3,92,0,0,8,92,0,4,4,91,0,0,9,91,0,0,9,91,0,0,9,91,0,0,9,91,0,1,8,91,0,2,7,91,0,1,8,97,0,0,3,97,0,1,2,97,0,0,3,97,0,0,3,97,0,0,3,0,0,29,71,0,0,71,29,0,0,65,35,0,0,73,27,0,0,29,71,0,0,25,75,0,0,68,32,32,0,42,11,7,8,0,0,4,13,34,49,0,1,99,0,0,0,15,85,0,0,31,27,11,17,11,3,0,0,12,24,28,36,0,0,7,32,27,34,0,0,1,91,8,0,1,3,88,8,71,0,20,9,29,0,62,9,35,0,41,24,27,1,27,45,71,1,16,12,75,0,22,3,0,1,3,6,15,29,46,0,0,3,6,11,26,54,0,2,22,36,24,16,0,0,5,13,25,57,0,0,23,22,25,30,55,0,32,13,55,10,9,26,55,11,14,20,0,2,37,61,39,0,22,39,78,0,3,1,2,6,0,1,9,41,0,2,11,3,1,2,4,4,4,1,2,4,0,1,3,17,0,0,38,60,2,0,0,100,0,0,0,0,0,0,4,0,54,17,25,4,0,20,29,31,7,9,3.177419354838709,3.0542858549182452,2.3684210526315788,1.5709348354753425,12.446808510638299,4.154585551258091,2.3157894736842106,1.4822578945127818
BA,BIH,Bosnia and Herzegovina,2,2021-01-01,2020-12-24,100,1,9072.94148426359,0,0,88,100,1385268.605504412,98,4,3,93,4,19,77,4,3,93,4,17,79,4,23,73,3,11,86,4,9,87,3,3,94,4,4,92,4,2,94,5,8,87,3,19,78,4,3,93,3,19,78,97,0,1,2,81,0,4,15,97,1,2,0,83,1,5,11,77,0,8,15,89,0,4,7,91,0,3,6,97,0,1,2,96,0,2,2,98,0,2,0,92,0,4,4,81,0,7,12,97,0,1,2,81,1,4,14,0,0,37,63,63,0,13,24,0,0,42,58,58,0,7,35,93,3,4,0,93,4,3,96,0,3,1,7,0,10,83,100,0,0,21,27,33,19,0,3,30,47,20,0,5,28,40,27,0,5,29,27,39,0,4,15,36,45,0,5,5,20,70,90,2,3,5,90,1,1,8,90,0,6,4,90,1,3,6,90,1,3,6,90,1,3,6,86,0,0,14,86,0,0,14,86,0,2,12,86,0,1,13,86,0,1,13,86,0,2,12,86,0,0,14,96,1,0,3,96,1,0,3,96,1,1,2,96,1,0,3,96,1,1,2,0,3,30,67,0,1,74,25,0,3,52,45,0,3,66,31,0,3,21,76,0,3,7,90,0,1,66,33,34,1,44,11,2,8,0,2,2,4,29,63,0,0,99,1,0,1,20,79,0,0,41,35,9,6,8,1,0,1,21,19,30,29,0,0,10,41,23,26,0,1,2,91,6,0,2,4,90,4,70,0,22,8,26,1,65,8,48,0,36,16,34,0,30,36,79,0,12,9,93,0,6,1,0,1,1,5,16,35,42,0,1,0,7,12,26,54,0,0,20,44,19,17,0,0,3,5,30,62,0,0,10,22,36,32,68,1,25,6,68,8,4,20,68,6,12,14,0,0,68,32,68,1,17,14,83,0,5,0,3,2,1,1,5,15,0,4,9,3,6,2,4,6,9,0,5,10,5,4,6,12,0,1,57,42,0,0,0,0,100,0,0,0,0,0,1,6,44,33,16,1,4,25,33,28,6,3,2.6792452830188678,1.9881725751753156,2.7,1.4656997857914034,13.274725274725274,3.8760401731261025,2.5824175824175826,1.3255265961197298
BA,BIH,Bosnia and Herzegovina,3,2021-01-01,2020-12-27,100,2,18291.7030236509,0,0,51,100,1234092.2473067811,97,3,2,95,3,13,84,2,5,93,3,21,76,2,22,76,3,14,83,3,6,91,4,6,90,3,3,94,2,4,94,3,2,95,3,17,80,2,2,96,2,12,86,98,0,0,2,87,0,2,11,95,0,1,4,79,1,6,14,78,1,6,15,86,1,4,9,94,0,3,3,94,0,5,1,97,0,0,3,96,1,3,0,98,0,1,1,83,2,4,11,98,0,1,1,88,1,3,8,0,0,28,72,72,0,2,26,0,1,38,61,62,0,8,30,92,2,6,0,92,3,5,97,1,2,0,9,1,8,82,100,0,0,17,36,22,25,0,3,20,54,23,0,6,32,36,26,0,5,31,37,27,0,6,19,38,37,0,6,6,25,63,92,1,2,5,92,1,1,6,92,0,5,3,92,1,3,4,92,1,1,6,92,1,2,5,73,0,1,26,73,0,2,25,73,0,1,26,73,0,2,25,73,0,1,26,73,0,2,25,73,0,1,26,95,0,3,2,95,0,2,3,95,0,1,4,95,0,2,3,95,0,3,2,0,2,25,73,0,1,73,26,0,3,56,41,0,1,54,45,0,2,22,76,0,1,9,90,0,0,57,43,43,0,33,17,4,3,0,0,3,5,30,62,0,0,99,1,0,0,18,82,0,0,37,30,14,12,4,3,0,0,30,27,20,23,0,3,10,41,30,16,0,0,3,95,2,0,2,4,93,1,75,1,14,10,27,0,66,7,44,0,37,19,46,0,25,29,78,0,15,7,91,0,8,1,0,1,2,2,12,32,51,0,1,2,3,11,25,58,0,0,30,39,23,8,0,0,4,17,27,52,0,0,14,28,30,28,58,7,29,6,58,13,10,19,58,13,16,13,0,1,72,27,73,0,10,17,90,1,2,0,1,1,1,1,3,18,2,3,9,4,5,3,3,8,8,0,3,8,5,7,1,13,0,2,44,51,3,0,0,0,0,100,0,0,0,0,2,6,52,30,10,2,4,29,33,23,5,4,3.6739130434782608,3.098776445459917,2.642857142857143,1.499083969380217,12.659574468085106,4.449364317262434,2.6444444444444444,1.3845951106639107
BA,BIH,Bosnia and Herzegovina,4,2021-01-01,2020-12-24,100,1,17916.8412443498,0,0,52,99,2210388.2436468704,98,1,2,97,1,7,92,2,6,92,2,17,81,2,10,88,0,6,94,1,7,92,2,3,95,0,4,96,2,4,94,2,5,93,2,10,88,2,3,95,2,7,91,98,0,0,2,93,0,4,3,94,0,3,3,83,1,7,9,90,0,4,6,94,0,4,2,93,0,4,3,97,0,1,2,96,0,1,3,96,0,3,1,95,0,2,3,90,1,1,8,97,0,1,2,93,0,2,5,0,1,29,70,71,0,9,20,0,0,37,63,63,1,6,30,94,4,2,0,94,3,3,97,2,0,1,7,2,7,84,100,0,1,20,37,31,11,0,4,37,41,18,0,13,33,32,22,0,13,28,36,23,0,12,20,37,31,0,14,10,22,54,93,3,0,4,93,3,1,3,93,1,4,2,93,3,0,4,93,2,2,3,93,3,1,3,77,3,0,20,77,3,0,20,77,3,0,20,77,3,1,19,77,2,6,15,77,2,8,13,77,3,1,19,90,1,2,7,90,2,1,7,90,1,1,8,90,0,1,9,90,2,3,5,0,4,19,77,0,3,67,30,0,2,46,52,0,2,56,42,0,4,19,77,0,4,10,86,0,1,45,54,55,0,26,9,2,8,0,1,1,5,27,66,0,0,98,2,0,0,22,78,0,0,33,35,11,10,6,5,0,0,33,21,18,28,0,1,10,48,22,19,0,1,5,91,3,0,5,2,90,3,81,0,15,4,33,1,62,4,54,2,37,7,44,4,34,18,81,0,12,7,90,0,9,1,0,1,1,4,10,19,65,0,1,0,3,8,28,60,0,2,29,42,19,8,0,1,5,12,26,56,0,0,11,31,28,30,58,7,33,2,58,17,10,15,58,15,15,12,0,2,65,33,67,0,21,12,79,2,5,1,1,3,3,2,4,14,0,4,0,10,5,3,4,5,9,0,9,5,7,4,5,16,0,0,60,40,0,0,0,0,0,0,100,0,0,0,0,5,52,26,17,0,6,14,42,24,8,6,3.7866666666666666,2.859917208029213,2.642857142857143,1.499083969380217,13.458333333333334,3.2538775788658083,2.3870967741935485,1.48932621229196
BA,BIH,Bosnia and Herzegovina,5,2021-01-01,2020-12-21,100,0,0,0,0,62,99,2111126.317965177,94,4,1,95,3,15,82,4,2,94,3,11,86,5,10,85,2,10,88,4,4,92,4,1,95,3,1,96,4,1,95,4,2,94,4,10,86,4,1,95,3,8,89,99,0,1,0,85,0,5,10,98,0,1,1,89,1,7,3,90,0,4,6,90,0,6,4,96,0,4,0,99,0,0,1,99,0,0,1,99,0,1,0,98,1,0,1,90,0,2,8,99,0,1,0,92,0,6,2,0,1,34,65,66,0,8,26,0,1,37,62,63,0,5,32,95,1,4,0,95,1,4,99,1,0,0,6,3,11,80,100,0,0,26,36,27,11,5,12,24,38,21,5,12,24,39,20,5,11,31,31,22,5,16,13,28,38,5,15,3,18,59,89,6,2,3,89,6,2,3,89,4,5,2,89,7,1,3,89,6,2,3,89,7,1,3,89,0,1,10,89,1,0,10,89,1,2,8,89,1,1,9,89,1,3,7,89,1,3,7,89,1,1,9,94,0,1,5,94,0,1,5,94,0,1,5,94,1,1,4,94,0,1,5,0,8,23,69,0,4,69,27,0,5,45,50,0,7,49,44,0,7,16,77,0,7,9,84,0,1,43,56,57,0,32,7,3,1,0,3,0,5,31,61,0,3,97,0,0,0,17,83,0,1,36,38,10,6,4,5,0,1,36,18,29,16,0,4,17,54,16,9,0,1,8,88,3,0,4,5,90,1,77,0,21,2,31,1,67,1,55,1,38,6,51,1,38,10,84,0,14,2,91,0,9,0,0,1,2,2,6,29,60,0,0,1,3,4,35,57,0,2,33,34,18,13,0,1,9,10,25,55,0,0,16,24,28,32,60,8,26,6,60,17,12,11,60,14,15,11,0,2,57,41,59,0,15,26,85,1,2,0,1,3,0,2,6,28,1,1,6,4,6,2,6,7,2,2,5,2,6,2,3,17,0,2,65,32,1,0,0,0,0,0,0,100,0,0,4,9,45,24,18,4,7,26,33,20,7,3,3.4117647058823533,2.4755488777217276,2.3333333333333335,1.35400640077266,14.183673469387756,3.0472124790172677,1.6785714285714286,1.152898017263445
BA,BIH,Bosnia and Herzegovina,-99,2021-01-03,2020-12-30,100,2,28522.8306436997,1,10852.7360042002,45,78,2038342.1433802024,0,1,4,95,1,16,83,1,9,90,1,24,75,2,22,76,1,17,82,2,14,84,2,12,86,1,3,96,1,8,91,2,8,90,0,18,82,2,3,95,2,14,84,96,1,2,1,84,3,6,7,91,1,7,1,76,3,10,11,78,4,9,9,83,3,6,8,86,3,5,6,88,1,4,7,97,0,2,1,92,1,4,3,92,1,5,2,82,2,4,12,97,1,2,0,86,2,6,6,21,1,17,61,86,0,4,10,25,2,29,44,71,0,8,21,92,4,4,0,92,3,5,97,1,2,0,36,0,5,59,100,29,0,16,14,23,18,41,7,11,22,19,41,14,15,17,13,41,9,15,19,16,41,11,11,19,18,41,11,2,10,36,95,4,1,0,95,4,1,0,95,4,1,0,95,4,1,0,95,5,0,0,95,5,0,0,85,3,1,11,85,4,0,11,85,4,1,10,85,3,3,9,85,3,5,7,85,4,1,10,85,4,0,11,94,1,0,5,94,1,0,5,94,1,0,5,94,1,1,4,94,1,2,3,47,3,11,39,47,2,34,17,47,4,26,23,47,3,28,22,47,4,9,40,47,3,8,42,53,0,20,27,80,0,15,3,1,1,58,0,1,2,10,29,58,0,42,0,64,0,5,31,64,0,14,12,2,3,3,2,64,0,9,11,11,5,67,2,1,15,8,7,69,1,0,27,3,75,2,0,20,3,89,0,7,4,68,0,28,4,75,0,17,8,73,0,12,15,92,0,4,4,92,0,6,2,82,1,0,0,5,7,5,82,1,0,2,2,7,6,85,0,5,5,0,5,85,0,5,1,1,8,85,0,4,2,1,8,94,1,4,1,94,3,2,1,94,4,1,1,86,0,6,8,92,0,8,0,98,0,0,0,0,0,0,0,2,93,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,100,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,2.696969696969697,2.2288568886994584,3.5454545454545454,2.018099916438052,0,0,0,0
