ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
AL,ALB,Albania,-99,2020-12-31,2020-12-26,100,2,48616.34468252138,2,48616.34468252138,58,71,3923169.707062989,0,11,6,83,11,17,72,14,9,77,12,24,64,13,21,66,12,17,71,12,12,76,10,11,79,12,11,77,12,11,77,12,10,78,10,23,67,16,6,78,14,22,64,94,4,1,1,83,4,6,7,91,2,5,2,76,5,9,10,79,5,6,10,83,5,7,5,88,4,4,4,89,6,4,1,89,4,6,1,89,5,6,0,90,3,5,2,77,2,9,12,94,3,2,1,78,4,14,4,27,2,32,39,75,0,8,17,36,1,24,39,79,0,5,16,95,1,4,0,95,0,2,3,0,98,1,0,1,46,4,7,43,100,47,3,14,11,12,13,59,7,16,8,10,59,11,19,4,7,59,11,17,5,8,59,13,15,4,9,59,14,6,5,16,93,2,4,1,93,3,1,3,93,2,3,2,93,2,2,3,93,3,0,4,93,2,2,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,67,5,13,15,67,9,20,4,67,8,18,7,67,8,15,10,67,8,7,18,67,5,11,17,72,1,14,13,86,0,7,4,0,3,74,1,1,2,8,14,74,3,23,0,83,2,3,12,83,1,9,4,0,2,0,1,83,2,5,6,3,1,83,2,5,6,2,2,83,0,0,15,2,90,2,1,5,2,90,1,8,1,81,1,17,1,84,1,15,0,87,1,9,3,94,1,5,0,90,0,9,1,96,0,0,0,2,2,0,96,0,0,0,1,2,1,96,0,1,1,0,2,96,0,0,1,0,3,96,0,3,0,0,1,98,0,2,0,98,1,1,0,98,1,1,0,97,0,1,2,98,0,0,2,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,4.75,6.277980844050168,3.888888888888889,1.1666666666666667,0,0,0,0
AL,ALB,Albania,2,2020-12-31,2020-12-24,100,0,0,0,0,111,100,1642537.724790644,97,1,2,97,3,10,87,1,3,96,1,16,83,2,14,84,2,15,83,2,7,91,3,3,94,2,7,91,2,1,97,2,7,91,2,20,78,2,2,96,2,17,81,98,0,2,0,90,0,3,7,97,0,3,0,84,0,5,11,86,1,5,8,85,0,8,7,93,0,4,3,97,0,2,1,93,0,4,3,99,0,1,0,93,0,2,5,80,0,2,18,98,0,1,1,83,1,5,11,0,0,35,65,65,0,9,26,0,0,40,60,60,0,9,31,91,4,5,0,91,0,3,6,0,97,1,1,1,9,0,7,84,100,0,0,28,32,24,16,0,3,48,28,21,0,7,41,28,24,0,6,43,29,22,0,6,34,26,34,0,7,10,18,65,93,1,2,4,93,1,0,6,93,2,3,2,93,2,1,4,93,2,0,5,93,2,1,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,3,36,61,0,2,76,22,0,2,59,39,0,2,62,36,0,2,19,79,0,1,16,83,0,0,58,42,42,0,31,16,6,5,0,0,1,8,23,68,0,0,98,2,0,2,17,81,0,2,43,36,8,5,3,3,0,2,23,24,27,24,0,1,27,44,21,7,0,1,6,85,8,0,1,5,88,6,64,1,30,5,24,1,66,9,41,0,39,20,38,1,32,29,81,0,10,9,84,0,15,1,0,4,2,4,19,24,47,0,2,0,8,16,26,48,0,2,53,32,7,6,0,1,13,16,28,42,0,0,24,35,25,16,41,9,43,7,41,13,30,16,41,14,31,14,0,0,57,43,57,0,16,27,84,0,3,1,1,1,1,0,9,27,2,2,4,7,4,3,7,3,2,0,3,6,8,3,2,17,0,3,44,51,2,0,0,0,100,0,0,0,0,0,3,1,75,7,14,3,1,22,42,21,7,4,5.407407407407407,8.031820016302888,3.4193548387096775,2.604792935447872,15.34782608695652,4.1653589283984775,2.608695652173913,1.2835092840251257
AL,ALB,Albania,3,2020-12-31,2020-12-22,100,1,7887.24107764312,0,0,148,100,1892643.2501278364,94,0,2,98,0,16,84,1,5,94,0,21,79,0,14,86,0,15,85,1,10,89,1,2,97,2,3,95,1,1,98,0,7,93,2,20,78,1,4,95,1,19,80,98,0,1,1,84,0,4,12,95,0,2,3,79,1,11,9,86,1,6,7,85,1,5,9,90,0,5,5,98,0,1,1,97,0,3,0,99,0,0,1,93,0,3,4,80,0,7,13,96,0,3,1,81,1,10,8,0,0,43,57,57,0,14,29,0,1,40,59,60,0,13,27,87,3,10,0,87,0,4,9,0,96,2,2,0,14,0,6,80,100,0,0,30,36,20,14,0,1,36,36,27,0,4,40,30,26,0,2,52,20,26,0,5,36,24,35,0,4,13,16,67,94,0,2,4,94,0,2,4,94,0,4,2,94,0,1,5,94,1,0,5,94,0,1,5,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,51,49,0,0,87,13,0,1,62,37,0,1,59,40,0,1,12,87,0,2,11,87,0,0,55,45,45,0,38,10,5,2,0,0,1,9,28,62,0,0,100,0,0,0,20,80,0,0,57,26,7,6,3,1,0,0,30,22,29,19,0,2,25,48,20,5,0,0,11,86,3,0,0,8,86,6,49,2,40,9,13,1,82,4,38,0,45,17,41,2,35,22,88,0,9,3,89,1,9,1,0,2,0,4,23,26,45,0,0,1,4,19,30,46,0,2,42,39,8,9,0,0,7,14,26,53,0,0,16,34,27,23,50,12,31,7,50,16,24,10,50,14,27,9,0,1,60,39,61,0,12,27,88,0,3,1,0,1,0,0,7,28,0,3,6,4,5,2,8,4,3,0,2,9,4,3,1,18,0,3,57,40,0,0,0,0,0,100,0,0,0,0,5,3,75,14,3,5,0,9,56,24,4,2,5.288135593220339,5.919141501875801,3.6923076923076925,3.0362186156107693,16.494791666666668,3.540364827815784,3.2111111111111112,1.4338950210304207
AL,ALB,Albania,-99,2021-01-01,2020-12-27,100,2,68844.29107964961,2,68844.29107964961,68,74,3805132.4576658225,0,10,5,85,7,14,79,12,8,80,12,22,66,9,19,72,9,17,74,10,12,78,7,9,84,10,9,81,9,9,82,10,12,78,7,25,68,11,7,82,11,25,64,95,2,2,1,86,2,7,5,92,2,4,2,78,4,9,9,81,2,8,9,83,5,7,5,88,2,4,6,91,5,3,1,91,3,5,1,91,4,5,0,88,1,8,3,75,2,9,14,93,3,4,0,75,3,17,5,25,1,30,44,78,0,8,14,34,1,29,36,74,1,6,19,94,1,5,0,94,0,3,3,0,97,1,1,1,47,3,9,41,100,42,3,14,18,13,10,55,5,17,8,15,55,8,22,3,12,55,9,18,6,12,55,11,18,5,11,55,12,8,3,22,91,3,5,1,91,5,0,4,91,3,4,2,91,5,0,4,91,5,0,4,91,4,1,4,87,2,0,11,87,2,0,11,87,2,0,11,87,2,0,11,87,2,2,9,87,3,2,8,87,2,0,11,97,0,1,2,97,0,2,1,97,0,1,2,97,0,1,2,97,0,1,2,65,5,13,17,65,6,21,8,65,6,18,11,65,7,15,13,65,6,5,24,65,5,10,20,70,2,15,13,85,0,9,4,0,2,73,1,1,2,8,15,73,3,24,0,79,2,5,14,79,1,9,6,1,2,0,2,79,2,9,5,5,0,81,2,7,6,2,2,82,0,1,15,2,88,1,1,8,2,89,0,10,1,80,0,19,1,83,0,17,0,86,0,10,4,95,0,4,1,91,0,7,2,92,1,1,0,2,1,3,92,0,1,0,1,2,4,92,0,1,3,1,3,92,1,1,3,1,2,92,0,4,2,2,0,95,1,4,0,95,2,2,1,95,3,1,1,94,0,2,4,96,0,2,2,98,0,1,0,0,0,0,1,0,98,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,4.518518518518518,5.507829185457946,4.8,3.0477678535099897,0,0,0,0
AL,ALB,Albania,2,2021-01-01,2020-12-24,100,0,0,0,0,95,100,1706376.6107891805,97,1,2,97,2,9,89,1,3,96,1,14,85,2,12,86,2,14,84,2,8,90,2,3,95,2,5,93,2,1,97,2,7,91,2,19,79,2,2,96,2,16,82,98,0,2,0,91,0,2,7,97,0,3,0,86,0,4,10,88,1,4,7,86,0,8,6,92,0,5,3,97,0,2,1,95,0,4,1,99,0,1,0,93,0,2,5,81,0,2,17,98,0,1,1,84,1,5,10,0,0,33,67,67,0,9,24,0,0,36,64,64,0,9,27,91,4,5,0,91,0,3,6,0,97,1,1,1,9,0,8,83,100,0,0,32,26,24,18,0,2,50,27,21,0,7,43,28,22,0,7,42,28,23,0,6,37,23,34,0,6,12,16,66,92,2,2,4,92,2,0,6,92,2,4,2,92,3,1,4,92,3,0,5,92,3,1,4,89,0,1,10,89,0,1,10,89,1,1,9,89,0,0,11,89,0,1,10,89,0,3,8,89,0,1,10,96,1,0,3,96,1,1,2,96,1,1,2,96,1,1,2,96,1,0,3,0,3,37,60,0,2,79,19,0,2,62,36,0,2,60,38,0,2,20,78,0,1,16,83,0,0,60,40,40,0,34,14,6,6,0,0,1,6,28,65,0,0,97,3,0,2,17,81,0,2,47,32,10,4,3,2,0,2,23,24,29,22,0,1,25,46,23,5,0,1,6,86,7,0,1,4,89,6,63,1,32,4,21,1,70,8,38,0,41,21,40,1,30,29,80,0,11,9,84,0,16,0,0,4,2,4,17,25,48,0,2,0,7,14,28,49,0,2,52,31,10,5,0,1,13,18,28,40,0,0,25,36,23,16,39,10,43,8,39,12,32,17,39,13,31,17,0,0,58,42,58,0,18,24,82,0,4,2,1,1,1,0,9,24,2,2,5,6,5,3,7,5,2,0,3,6,7,3,2,18,0,3,49,47,1,0,0,0,100,0,0,0,0,0,3,1,73,8,15,3,1,19,46,20,7,4,4.6,6.975174637562116,3.103448275862069,2.540315328939175,15.408602150537634,4.296703891254989,2.619565217391304,1.2652792881489183
AL,ALB,Albania,3,2021-01-01,2020-12-24,100,1,7887.24107764312,0,0,151,100,1857171.5242055242,95,1,2,97,1,17,82,2,4,94,1,18,81,1,14,85,1,13,86,2,8,90,2,3,95,3,3,94,2,2,96,1,6,93,3,18,79,2,3,95,2,17,81,98,0,1,1,83,0,5,12,96,0,2,2,82,1,10,7,86,1,6,7,87,1,4,8,92,0,4,4,97,0,1,2,97,0,3,0,98,0,1,1,94,0,3,3,82,0,8,10,97,0,2,1,83,1,10,6,0,0,43,57,57,0,13,30,0,1,41,58,59,0,13,28,87,3,10,0,87,0,4,9,0,96,2,2,0,14,0,8,78,100,0,0,27,38,22,13,0,2,36,32,30,0,5,38,29,28,0,3,52,20,25,0,6,36,23,35,0,5,11,18,66,92,2,2,4,92,2,2,4,92,0,6,2,92,2,1,5,92,3,0,5,92,2,1,5,88,2,0,10,88,2,1,9,88,2,1,9,88,2,1,9,88,2,2,8,88,1,4,7,88,2,3,7,96,1,1,2,96,1,1,2,96,1,0,3,96,0,2,2,96,1,0,3,0,1,50,49,0,0,86,14,0,2,58,40,0,2,58,40,0,2,11,87,0,3,10,87,0,0,53,47,47,0,39,9,3,2,0,0,0,9,26,65,0,0,100,0,0,0,17,83,0,0,60,26,5,5,3,1,0,0,30,22,28,20,0,2,26,46,20,6,0,0,11,84,5,0,0,7,86,7,50,2,41,7,14,1,82,3,42,0,41,17,42,1,36,21,89,0,9,2,90,1,8,1,0,2,0,4,20,26,48,0,0,1,3,20,25,51,0,2,41,41,8,8,0,0,6,14,30,50,0,0,17,34,26,23,49,12,33,6,49,17,26,8,49,15,26,10,0,1,58,41,59,0,13,28,87,0,3,1,0,1,0,0,8,29,0,3,6,4,5,2,9,1,4,0,2,8,6,2,0,19,0,3,56,40,1,0,0,0,0,100,0,0,0,0,4,3,77,14,2,4,0,11,59,22,3,1,6.15,7.3457586055849555,3.7000000000000006,3.014494897520891,16.307291666666668,3.703746177266207,3.175824175824175,1.4266776214019183
AL,ALB,Albania,-99,2021-01-02,2020-12-27,100,2,68844.29107964961,2,68844.29107964961,68,75,3773002.075935676,0,10,5,85,7,13,80,12,7,81,12,21,67,9,17,74,9,17,74,10,11,79,7,8,85,10,8,82,9,9,82,10,12,78,7,25,68,11,7,82,11,24,65,95,2,2,1,87,2,6,5,93,2,3,2,79,4,8,9,83,2,7,8,83,5,7,5,89,2,4,5,92,5,2,1,92,3,4,1,91,4,5,0,88,1,8,3,75,2,9,14,93,3,4,0,76,3,16,5,23,2,30,45,78,0,8,14,32,1,30,37,73,1,7,19,93,1,6,0,93,0,4,3,0,96,2,1,1,46,3,9,42,100,40,3,14,19,14,10,55,4,17,9,15,55,7,22,3,13,55,8,18,7,12,55,10,18,6,11,55,11,8,3,23,91,3,5,1,91,5,0,4,91,3,4,2,91,5,0,4,91,5,0,4,91,4,1,4,87,2,0,11,87,2,0,11,87,2,0,11,87,2,0,11,87,2,2,9,87,3,2,8,87,2,0,11,97,0,1,2,97,0,2,1,97,0,1,2,97,0,1,2,97,0,1,2,65,4,13,18,65,5,21,9,65,5,19,11,65,6,16,13,65,5,6,24,65,4,10,21,70,2,16,12,84,0,9,5,0,2,73,1,1,2,9,14,73,3,24,0,78,3,5,14,78,1,9,7,1,2,0,2,78,2,9,5,5,1,80,2,7,7,2,2,81,0,1,16,2,88,1,1,8,2,89,0,10,1,80,0,19,1,82,0,18,0,85,0,10,5,94,0,4,2,91,0,7,2,92,1,1,0,2,1,3,92,0,1,0,1,2,4,92,0,1,3,1,3,92,1,1,3,1,2,92,0,4,2,2,0,95,1,4,0,95,2,2,1,95,3,1,1,94,0,2,4,96,0,2,2,98,0,1,0,0,0,0,1,0,98,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,4.653846153846154,5.570941088845278,4.8,3.0477678535099897,0,0,0,0
AL,ALB,Albania,2,2021-01-02,2020-12-24,100,0,0,0,0,95,100,1706376.6107891805,97,1,2,97,2,9,89,1,3,96,1,14,85,2,12,86,2,14,84,2,8,90,2,3,95,2,5,93,2,1,97,2,7,91,2,19,79,2,2,96,2,16,82,98,0,2,0,91,0,2,7,97,0,3,0,86,0,4,10,88,1,4,7,86,0,8,6,92,0,5,3,97,0,2,1,95,0,4,1,99,0,1,0,93,0,2,5,81,0,2,17,98,0,1,1,84,1,5,10,0,0,33,67,67,0,9,24,0,0,36,64,64,0,9,27,91,4,5,0,91,0,3,6,0,97,1,1,1,9,0,8,83,100,0,0,32,26,24,18,0,2,50,27,21,0,7,43,28,22,0,7,42,28,23,0,6,37,23,34,0,6,12,16,66,92,2,2,4,92,2,0,6,92,2,4,2,92,3,1,4,92,3,0,5,92,3,1,4,89,0,1,10,89,0,1,10,89,1,1,9,89,0,0,11,89,0,1,10,89,0,3,8,89,0,1,10,96,1,0,3,96,1,1,2,96,1,1,2,96,1,1,2,96,1,0,3,0,3,37,60,0,2,79,19,0,2,62,36,0,2,60,38,0,2,20,78,0,1,16,83,0,0,60,40,40,0,34,14,6,6,0,0,1,6,28,65,0,0,97,3,0,2,17,81,0,2,47,32,10,4,3,2,0,2,23,24,29,22,0,1,25,46,23,5,0,1,6,86,7,0,1,4,89,6,63,1,32,4,21,1,70,8,38,0,41,21,40,1,30,29,80,0,11,9,84,0,16,0,0,4,2,4,17,25,48,0,2,0,7,14,28,49,0,2,52,31,10,5,0,1,13,18,28,40,0,0,25,36,23,16,39,10,43,8,39,12,32,17,39,13,31,17,0,0,58,42,58,0,18,24,82,0,4,2,1,1,1,0,9,24,2,2,5,6,5,3,7,5,2,0,3,6,7,3,2,18,0,3,49,47,1,0,0,0,100,0,0,0,0,0,3,1,73,8,15,3,1,19,46,20,7,4,4.6,6.975174637562116,3.103448275862069,2.540315328939175,15.408602150537634,4.296703891254989,2.619565217391304,1.2652792881489183
AL,ALB,Albania,3,2021-01-02,2020-12-24,100,1,7887.24107764312,0,0,151,100,1857171.5242055242,95,1,2,97,1,17,82,2,4,94,1,18,81,1,14,85,1,13,86,2,8,90,2,3,95,3,3,94,2,2,96,1,6,93,3,18,79,2,3,95,2,17,81,98,0,1,1,83,0,5,12,96,0,2,2,82,1,10,7,86,1,6,7,87,1,4,8,92,0,4,4,97,0,1,2,97,0,3,0,98,0,1,1,94,0,3,3,82,0,8,10,97,0,2,1,83,1,10,6,0,0,43,57,57,0,13,30,0,1,41,58,59,0,13,28,87,3,10,0,87,0,4,9,0,96,2,2,0,14,0,8,78,100,0,0,27,38,22,13,0,2,36,32,30,0,5,38,29,28,0,3,52,20,25,0,6,36,23,35,0,5,11,18,66,92,2,2,4,92,2,2,4,92,0,6,2,92,2,1,5,92,3,0,5,92,2,1,5,88,2,0,10,88,2,1,9,88,2,1,9,88,2,1,9,88,2,2,8,88,1,4,7,88,2,3,7,96,1,1,2,96,1,1,2,96,1,0,3,96,0,2,2,96,1,0,3,0,1,50,49,0,0,86,14,0,2,58,40,0,2,58,40,0,2,11,87,0,3,10,87,0,0,53,47,47,0,39,9,3,2,0,0,0,9,26,65,0,0,100,0,0,0,17,83,0,0,60,26,5,5,3,1,0,0,30,22,28,20,0,2,26,46,20,6,0,0,11,84,5,0,0,7,86,7,50,2,41,7,14,1,82,3,42,0,41,17,42,1,36,21,89,0,9,2,90,1,8,1,0,2,0,4,20,26,48,0,0,1,3,20,25,51,0,2,41,41,8,8,0,0,6,14,30,50,0,0,17,34,26,23,49,12,33,6,49,17,26,8,49,15,26,10,0,1,58,41,59,0,13,28,87,0,3,1,0,1,0,0,8,29,0,3,6,4,5,2,9,1,4,0,2,8,6,2,0,19,0,3,56,40,1,0,0,0,0,100,0,0,0,0,4,3,77,14,2,4,0,11,59,22,3,1,6.15,7.3457586055849555,3.7000000000000006,3.014494897520891,16.307291666666668,3.703746177266207,3.175824175824175,1.4266776214019183
AL,ALB,Albania,-99,2021-01-03,2020-12-30,100,3,86974.281091116,3,86974.281091116,64,78,3559828.851540607,0,10,6,84,7,16,77,11,10,79,11,19,70,10,13,77,9,16,75,10,10,80,6,7,87,10,6,84,10,7,83,11,11,78,7,22,71,10,7,83,10,22,68,94,2,3,1,84,3,7,6,90,3,4,3,81,3,12,4,87,2,8,3,84,3,7,6,90,2,5,3,93,4,1,2,94,1,4,1,93,2,5,0,89,1,8,2,78,2,9,11,93,1,5,1,78,1,14,7,21,1,28,50,79,0,9,12,30,2,29,39,74,1,6,19,94,2,4,0,94,0,3,3,0,97,1,2,0,44,1,10,45,100,38,1,18,21,14,8,51,3,26,7,13,51,10,24,3,12,51,10,21,6,12,51,13,18,7,11,51,13,11,5,20,92,4,3,1,92,4,2,2,92,4,2,2,92,5,1,2,92,5,1,2,92,4,2,2,87,2,0,11,87,2,0,11,87,2,0,11,87,2,0,11,87,2,2,9,87,3,2,8,87,2,0,11,97,0,1,2,97,0,2,1,97,0,1,2,97,0,1,2,97,0,1,2,61,6,12,21,61,6,24,9,61,6,20,13,61,7,19,13,61,5,10,24,61,5,12,22,67,1,19,13,81,0,10,6,0,3,72,0,1,1,14,12,72,1,25,2,76,3,3,18,76,1,9,8,2,1,0,3,76,1,9,7,5,2,79,1,7,9,3,1,81,0,2,15,2,86,1,0,10,3,90,0,9,1,79,0,20,1,83,0,16,1,84,0,13,3,91,0,6,3,90,0,9,1,88,1,1,0,1,4,5,88,0,1,0,1,4,6,88,0,3,4,2,3,88,1,2,4,3,2,88,0,5,4,3,0,92,2,4,2,92,2,3,3,92,4,1,3,91,1,2,6,94,0,3,3,98,0,1,0,0,0,0,1,0,97,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,5.586206896551724,7.163983535612164,5,3.16227766016838,0,0,0,0
AL,ALB,Albania,2,2021-01-03,2020-12-25,100,0,0,0,0,105,100,1642411.5702245366,98,1,2,97,2,11,87,1,1,98,2,15,83,2,11,87,2,14,84,2,9,89,2,2,96,2,5,93,2,1,97,2,6,92,2,21,77,2,2,96,2,16,82,98,0,2,0,89,1,3,7,99,0,1,0,85,1,4,10,89,0,3,8,86,0,8,6,91,1,4,4,98,0,1,1,95,0,4,1,99,0,1,0,94,0,2,4,79,1,3,17,98,0,1,1,84,0,5,11,0,0,36,64,64,0,8,28,0,0,32,68,68,0,6,26,94,3,3,0,94,0,2,4,0,98,1,1,0,6,0,9,85,100,0,0,30,28,22,20,0,2,44,29,25,0,9,38,30,23,0,6,42,28,24,0,7,34,27,32,0,6,10,19,65,91,2,2,5,91,1,0,8,91,1,3,5,91,2,1,6,91,2,0,7,91,2,1,6,89,0,1,10,89,0,1,10,89,1,1,9,89,0,0,11,89,0,1,10,89,0,3,8,89,0,1,10,96,1,0,3,96,1,1,2,96,1,1,2,96,1,1,2,96,1,0,3,0,3,30,67,0,2,76,22,0,2,62,36,0,2,53,45,0,2,19,79,0,1,13,86,0,0,57,43,43,0,36,12,4,5,0,0,1,8,28,63,0,0,97,3,0,2,19,79,0,2,47,29,12,5,3,2,0,2,24,25,27,22,0,1,28,45,22,4,0,1,5,87,7,0,1,2,92,5,70,1,24,5,24,1,66,9,38,0,42,20,47,1,28,24,81,0,11,8,87,0,13,0,0,3,2,5,17,27,46,0,2,0,6,17,26,49,0,2,48,37,8,5,0,1,13,19,26,41,0,0,25,38,22,15,37,9,44,10,37,14,29,20,37,12,30,21,0,0,52,48,52,0,23,25,77,0,7,3,1,1,2,0,9,25,2,2,4,5,5,3,6,4,2,0,3,6,8,4,2,19,0,3,48,48,1,0,0,0,100,0,0,0,0,0,2,1,72,9,16,2,1,17,51,21,5,3,4.86,7.082631818002947,3.266666666666666,2.4202213254923226,14.946236559139784,4.448657812726874,2.6666666666666665,1.296595318628698
