"date","countrycode","population","cases","deaths","cum_cases","cum_deaths","cases_infected","cases_daily","cases_active","p_cum_cases","p_cum_deaths","p_cases_infected","p_cases_daily","p_cases_active"
"2020/04/25","RK",1873000,0,0,508,12,1956.52173913043,0,1086.95652173913,0.000271222637479979,6.40683395621997e-06,0.00104459249286195,0,0.000580329162701084
"2020/04/26","RK",1873000,0,0,508,12,2028.98550724638,72.463768115942,1159.42028985507,0.000271222637479979,6.40683395621997e-06,0.00108328110370869,3.86886108467389e-05,0.000619017773547823
"2020/04/27","RK",1873000,0,0,508,12,2028.98550724638,0,434.782608695652,0.000271222637479979,6.40683395621997e-06,0.00108328110370869,0,0.000232131665080434
"2020/04/28","RK",1873000,0,0,508,12,2028.98550724638,0,434.782608695652,0.000271222637479979,6.40683395621997e-06,0.00108328110370869,0,0.000232131665080434
"2020/04/29","RK",1873000,0,0,508,12,2101.44927536232,72.4637681159422,507.246376811594,0.000271222637479979,6.40683395621997e-06,0.00112196971455543,3.8688610846739e-05,0.000270820275927173
"2020/04/30","RK",1873000,289,10,797,22,2101.44927536232,0,507.246376811594,0.000425520555258943,1.17458622530699e-05,0.00112196971455543,0,0.000270820275927173
"2020/05/01","RK",1873000,7,0,804,22,2101.44927536232,0,217.391304347826,0.000429257875066738,1.17458622530699e-05,0.00112196971455543,0,0.000116065832540217
"2020/05/02","RK",1873000,17,0,821,22,2101.44927536232,0,217.391304347826,0.000438334223171383,1.17458622530699e-05,0.00112196971455543,0,0.000116065832540217
"2020/05/03","RK",1873000,28,0,849,22,2101.44927536232,0,217.391304347826,0.000453283502402563,1.17458622530699e-05,0.00112196971455543,0,0.000116065832540217
"2020/05/04","RK",1873000,4,4,853,26,2101.44927536232,0,144.927536231884,0.000455419113721303,1.38814735718099e-05,0.00112196971455543,0,7.7377221693478e-05
"2020/05/05","RK",1873000,1,0,854,26,2101.44927536232,0,144.927536231884,0.000455953016550988,1.38814735718099e-05,0.00112196971455543,0,7.7377221693478e-05
"2020/05/06","RK",1873000,0,0,854,26,2101.44927536232,0,72.4637681159422,0.000455953016550988,1.38814735718099e-05,0.00112196971455543,0,3.8688610846739e-05
"2020/05/07","RK",1873000,5,1,859,27,2101.44927536232,0,72.4637681159422,0.000458622530699413,1.44153764014949e-05,0.00112196971455543,0,3.8688610846739e-05
"2020/05/08","RK",1873000,0,0,859,27,2101.44927536232,0,72.4637681159422,0.000458622530699413,1.44153764014949e-05,0.00112196971455543,0,3.8688610846739e-05
"2020/05/09","RK",1873000,1,1,860,28,2101.44927536232,0,0,0.000459156433529098,1.49492792311799e-05,0.00112196971455543,0,0
"2020/05/10","RK",1873000,8,0,868,28,2101.44927536232,0,0,0.000463427656166578,1.49492792311799e-05,0.00112196971455543,0,0
"2020/05/11","RK",1873000,14,0,882,28,2101.44927536232,0,0,0.000470902295782168,1.49492792311799e-05,0.00112196971455543,0,0
"2020/05/12","RK",1873000,35,1,917,29,2173.91304347826,72.463768115942,72.463768115942,0.000489588894821143,1.54831820608649e-05,0.00116065832540217,3.86886108467389e-05,3.86886108467389e-05
"2020/05/13","RK",1873000,0,0,917,29,2173.91304347826,0,72.463768115942,0.000489588894821143,1.54831820608649e-05,0.00116065832540217,0,3.86886108467389e-05
"2020/05/14","RK",1873000,25,0,942,29,2173.91304347826,0,72.463768115942,0.000502936465563267,1.54831820608649e-05,0.00116065832540217,0,3.86886108467389e-05
"2020/05/15","RK",1873000,0,0,942,29,2173.91304347826,0,72.463768115942,0.000502936465563267,1.54831820608649e-05,0.00116065832540217,0,3.86886108467389e-05
"2020/05/16","RK",1873000,0,0,942,29,2173.91304347826,0,72.463768115942,0.000502936465563267,1.54831820608649e-05,0.00116065832540217,0,3.86886108467389e-05
"2020/05/17","RK",1873000,11,0,953,29,2173.91304347826,0,72.463768115942,0.000508809396689802,1.54831820608649e-05,0.00116065832540217,0,3.86886108467389e-05
"2020/05/18","RK",1873000,0,0,953,29,2173.91304347826,0,72.463768115942,0.000508809396689802,1.54831820608649e-05,0.00116065832540217,0,3.86886108467389e-05
"2020/05/19","RK",1873000,34,0,987,29,2173.91304347826,0,72.463768115942,0.000526962092899092,1.54831820608649e-05,0.00116065832540217,0,3.86886108467389e-05
"2020/05/20","RK",1873000,0,0,987,29,2173.91304347826,0,72.463768115942,0.000526962092899092,1.54831820608649e-05,0.00116065832540217,0,3.86886108467389e-05
"2020/05/21","RK",1873000,14,0,1001,29,2173.91304347826,0,72.463768115942,0.000534436732514682,1.54831820608649e-05,0.00116065832540217,0,3.86886108467389e-05
"2020/05/22","RK",1873000,1,0,1002,29,2173.91304347826,0,0,0.000534970635344367,1.54831820608649e-05,0.00116065832540217,0,0
"2020/05/23","RK",1873000,21,0,1023,29,2173.91304347826,0,0,0.000546182594767752,1.54831820608649e-05,0.00116065832540217,0,0
"2020/05/24","RK",1873000,7,0,1030,29,2173.91304347826,0,0,0.000549919914575547,1.54831820608649e-05,0.00116065832540217,0,0
"2020/05/25","RK",1873000,6,1,1036,30,2173.91304347826,0,0,0.000553123331553657,1.60170848905499e-05,0.00116065832540217,0,0
"2020/05/26","RK",1873000,0,0,1036,30,2246.3768115942,72.463768115942,72.463768115942,0.000553123331553657,1.60170848905499e-05,0.00119934693624891,3.86886108467389e-05,3.86886108467389e-05
"2020/05/27","RK",1873000,9,0,1045,30,2246.3768115942,0,72.463768115942,0.000557928457020822,1.60170848905499e-05,0.00119934693624891,0,3.86886108467389e-05
"2020/05/28","RK",1873000,1,0,1046,30,2246.3768115942,0,72.463768115942,0.000558462359850507,1.60170848905499e-05,0.00119934693624891,0,3.86886108467389e-05
"2020/05/29","RK",1873000,0,0,1046,30,2246.3768115942,0,72.463768115942,0.000558462359850507,1.60170848905499e-05,0.00119934693624891,0,3.86886108467389e-05
"2020/05/30","RK",1873000,16,0,1062,30,2246.3768115942,0,72.463768115942,0.000567004805125467,1.60170848905499e-05,0.00119934693624891,0,3.86886108467389e-05
"2020/05/31","RK",1873000,0,0,1062,30,2318.84057971014,72.463768115942,144.927536231884,0.000567004805125467,1.60170848905499e-05,0.00123803554709565,3.86886108467389e-05,7.73772216934778e-05
"2020/06/01","RK",1873000,0,0,1062,30,2318.84057971014,0,144.927536231884,0.000567004805125467,1.60170848905499e-05,0.00123803554709565,0,7.73772216934778e-05
"2020/06/02","RK",1873000,0,0,1062,30,2391.30434782609,72.463768115942,217.391304347826,0.000567004805125467,1.60170848905499e-05,0.00127672415794238,3.86886108467389e-05,0.000116065832540217
"2020/06/03","RK",1873000,78,0,1140,30,2391.30434782609,0,217.391304347826,0.000608649225840897,1.60170848905499e-05,0.00127672415794238,0,0.000116065832540217
"2020/06/04","RK",1873000,0,0,1140,30,2391.30434782609,0,217.391304347826,0.000608649225840897,1.60170848905499e-05,0.00127672415794238,0,0.000116065832540217
"2020/06/05","RK",1873000,0,0,1140,30,2391.30434782609,0,144.927536231884,0.000608649225840897,1.60170848905499e-05,0.00127672415794238,0,7.73772216934778e-05
"2020/06/06","RK",1873000,0,0,1140,30,2391.30434782609,0,144.927536231884,0.000608649225840897,1.60170848905499e-05,0.00127672415794238,0,7.73772216934778e-05
"2020/06/07","RK",1873000,0,0,1140,30,2391.30434782609,0,144.927536231884,0.000608649225840897,1.60170848905499e-05,0.00127672415794238,0,7.73772216934778e-05
"2020/06/08","RK",1873000,121,1,1261,31,2391.30434782609,0,144.927536231884,0.000673251468232782,1.65509877202349e-05,0.00127672415794238,0,7.73772216934778e-05
"2020/06/09","RK",1873000,0,0,1261,31,2681.15942028986,289.855072463768,434.782608695652,0.000673251468232782,1.65509877202349e-05,0.00143147860132934,0.000154754443386956,0.000232131665080434
"2020/06/10","RK",1873000,35,0,1296,31,2681.15942028986,0,362.31884057971,0.000691938067271757,1.65509877202349e-05,0.00143147860132934,0,0.000193443054233695
"2020/06/11","RK",1873000,28,0,1324,31,2681.15942028986,0,362.31884057971,0.000706887346502936,1.65509877202349e-05,0.00143147860132934,0,0.000193443054233695
"2020/06/12","RK",1873000,0,0,1324,31,2681.15942028986,0,289.855072463768,0.000706887346502936,1.65509877202349e-05,0.00143147860132934,0,0.000154754443386956
"2020/06/13","RK",1873000,111,1,1435,32,2681.15942028986,0,289.855072463768,0.000766150560597971,1.70848905499199e-05,0.00143147860132934,0,0.000154754443386956
"2020/06/14","RK",1873000,0,0,1435,32,2681.15942028986,0,289.855072463768,0.000766150560597971,1.70848905499199e-05,0.00143147860132934,0,0.000154754443386956
"2020/06/15","RK",1873000,49,1,1484,33,2681.15942028986,0,289.855072463768,0.000792311799252536,1.76187933796049e-05,0.00143147860132934,0,0.000154754443386956
"2020/06/16","RK",1873000,0,0,1484,33,3550.72463768116,869.565217391304,1159.42028985507,0.000792311799252536,1.76187933796049e-05,0.00189574193149021,0.000464263330160867,0.000619017773547823
"2020/06/17","RK",1873000,0,0,1484,33,3695.65217391304,144.927536231884,1304.34782608696,0.000792311799252536,1.76187933796049e-05,0.00197311915318369,7.73772216934778e-05,0.000696394995241301
"2020/06/18","RK",1873000,0,0,1484,33,3913.04347826087,217.391304347826,1521.73913043478,0.000792311799252536,1.76187933796049e-05,0.0020891849857239,0.000116065832540217,0.000812460827781518
"2020/06/19","RK",1873000,0,0,1484,33,3985.50724637681,72.463768115942,1304.34782608696,0.000792311799252536,1.76187933796049e-05,0.00212787359657064,3.86886108467389e-05,0.000696394995241301
"2020/06/20","RK",1873000,0,0,1484,33,3985.50724637681,0,1304.34782608696,0.000792311799252536,1.76187933796049e-05,0.00212787359657064,0,0.000696394995241301
"2020/06/21","RK",1873000,0,0,1484,33,3985.50724637681,0,1304.34782608696,0.000792311799252536,1.76187933796049e-05,0.00212787359657064,0,0.000696394995241301
"2020/06/22","RK",1873000,683,4,2167,37,4782.60869565217,797.101449275362,2101.44927536232,0.00115696743192739,1.97544046983449e-05,0.00255344831588477,0.000425574719314128,0.00112196971455543
"2020/06/23","RK",1873000,0,0,2167,37,5434.78260869565,652.173913043478,2753.6231884058,0.00115696743192739,1.97544046983449e-05,0.00290164581350542,0.00034819749762065,0.00147016721217608
"2020/06/24","RK",1873000,0,0,2167,37,5724.63768115942,289.855072463768,3043.47826086957,0.00115696743192739,1.97544046983449e-05,0.00305640025689238,0.000154754443386956,0.00162492165556304
"2020/06/25","RK",1873000,0,0,2167,37,5942.02898550725,217.391304347826,3260.86956521739,0.00115696743192739,1.97544046983449e-05,0.00317246608943259,0.000116065832540217,0.00174098748810325
"2020/06/26","RK",1873000,0,0,2167,37,6231.88405797101,289.855072463769,2681.15942028986,0.00115696743192739,1.97544046983449e-05,0.00332722053281955,0.000154754443386956,0.00143147860132934
"2020/06/27","RK",1873000,0,0,2167,37,6811.59420289855,579.710144927536,3115.94202898551,0.00115696743192739,1.97544046983449e-05,0.00363672941959346,0.000309508886773911,0.00166361026640977
"2020/06/28","RK",1873000,0,0,2167,37,7318.84057971014,507.246376811594,3405.79710144928,0.00115696743192739,1.97544046983449e-05,0.00390754969552063,0.000270820275927172,0.00181836470979673
"2020/06/29","RK",1873000,508,12,2675,49,7391.30434782609,72.463768115942,3405.79710144928,0.00142819006940737,2.61612386545649e-05,0.00394623830636737,3.86886108467389e-05,0.00181836470979673
"2020/06/30","RK",1873000,201,2,2876,51,7826.08695652174,434.782608695652,3840.57971014493,0.00153550453817405,2.72290443139349e-05,0.00417836997144781,0.000232131665080434,0.00205049637487716
"2020/07/01","RK",1873000,113,3,2989,54,7826.08695652174,0,3840.57971014493,0.00159583555792846,2.88307528029899e-05,0.00417836997144781,0,0.00205049637487716
"2020/07/02","RK",1873000,73,1,3062,55,8115.94202898551,289.855072463768,3333.33333333333,0.00163481046449546,2.93646556326749e-05,0.00433312441483476,0.000154754443386956,0.00177967609894999
"2020/07/03","RK",1873000,0,0,3062,55,8115.94202898551,0,2681.15942028986,0.00163481046449546,2.93646556326749e-05,0.00433312441483476,0,0.00143147860132934
"2020/07/04","RK",1873000,0,0,3062,55,8985.50724637681,869.565217391305,3260.86956521739,0.00163481046449546,2.93646556326749e-05,0.00479738774499563,0.000464263330160868,0.00174098748810325
"2020/07/05","RK",1873000,292,11,3354,66,9420.28985507246,434.782608695652,3478.26086956522,0.00179071009076348,3.52375867592098e-05,0.00502951941007606,0.000232131665080434,0.00185705332064347
"2020/07/06","RK",1873000,152,9,3506,75,9782.60869565217,362.31884057971,3550.72463768116,0.0018718633208756,4.00427122263748e-05,0.00522296246430976,0.000193443054233695,0.00189574193149021
"2020/07/07","RK",1873000,195,4,3701,79,10072.4637681159,289.855072463768,3260.86956521739,0.00197597437266418,4.21783235451148e-05,0.00537771690769671,0.000154754443386956,0.00174098748810325
"2020/07/08","RK",1873000,183,3,3884,82,10434.7826086957,362.31884057971,3115.94202898551,0.00207367859049653,4.37800320341698e-05,0.00557115996193041,0.000193443054233695,0.00166361026640977
"2020/07/09","RK",1873000,214,4,4098,86,10869.5652173913,434.782608695652,3478.26086956522,0.00218793379604912,4.59156433529098e-05,0.00580329162701084,0.000232131665080434,0.00185705332064347
"2020/07/10","RK",1873000,207,8,4305,94,11449.2753623188,579.710144927536,3623.1884057971,0.00229845168179391,5.01868659903897e-05,0.00611280051378475,0.000309508886773911,0.00193443054233695
"2020/07/11","RK",1873000,408,7,4713,101,11884.0579710145,434.782608695652,4057.97101449275,0.00251628403630539,5.39241857981847e-05,0.00634493217886518,0.000232131665080434,0.00216656220741738
"2020/07/12","RK",1873000,216,1,4929,102,12246.3768115942,362.318840579712,4130.4347826087,0.00263160704751735,5.44580886278697e-05,0.00653837523309888,0.000193443054233696,0.00220525081826412
"2020/07/13","RK",1873000,187,6,5116,108,12826.0869565217,579.710144927536,4710.14492753623,0.00273144687666845,5.76615056059797e-05,0.00684788411987279,0.000309508886773911,0.00251475970503803
"2020/07/14","RK",1873000,0,0,5116,108,13405.7971014493,579.710144927536,4420.28985507246,0.00273144687666845,5.76615056059797e-05,0.0071573930066467,0.000309508886773911,0.00236000526165108
"2020/07/15","RK",1873000,119,4,5235,112,13913.0434782609,507.246376811594,4492.75362318841,0.00279498131340096,5.97971169247197e-05,0.00742821328257388,0.000270820275927172,0.00239869387249781
"2020/07/16","RK",1873000,0,0,5235,112,14202.8985507246,289.855072463768,4420.28985507246,0.00279498131340096,5.97971169247197e-05,0.00758296772596083,0.000154754443386956,0.00236000526165108
"2020/07/17","RK",1873000,235,12,5470,124,15362.3188405797,1159.42028985507,5289.85507246377,0.00292044847837694,6.62039508809397e-05,0.00820198549950866,0.000619017773547823,0.00282426859181194
"2020/07/18","RK",1873000,145,6,5615,130,16449.2753623188,1086.95652173913,6014.49275362319,0.00299786438868126,6.94073678590497e-05,0.00878231466220974,0.000580329162701084,0.00321115470027933
"2020/07/19","RK",1873000,118,5,5733,135,17101.4492753623,652.17391304348,6231.88405797102,0.00306086492258409,7.20768820074746e-05,0.00913051215983039,0.000348197497620651,0.00332722053281955
"2020/07/20","RK",1873000,142,4,5875,139,18043.4782608696,942.028985507244,6594.20289855072,0.00313667912439936,7.42124933262146e-05,0.009633464100838,0.000502951941007605,0.00352066358705324
"2020/07/21","RK",1873000,168,5,6043,144,18550.7246376812,507.246376811596,6666.66666666667,0.00322637479978644,7.68820074746396e-05,0.00990428437676517,0.000270820275927173,0.00355935219789998
"2020/07/22","RK",1873000,241,6,6284,150,19492.7536231884,942.028985507248,7246.3768115942,0.00335504538174052,8.00854244527496e-05,0.0104072363177728,0.000502951941007607,0.00386886108467389
"2020/07/23","RK",1873000,181,8,6465,158,20579.7101449275,1086.95652173913,7753.6231884058,0.00345168179391351,8.43566470902296e-05,0.0109875654804739,0.000580329162701083,0.00413968136060107
"2020/07/24","RK",1873000,213,6,6678,164,21739.1304347826,1159.42028985507,8333.33333333333,0.00356540309663641,8.75600640683396e-05,0.0116065832540217,0.000619017773547823,0.00444919024737498
"2020/07/25","RK",1873000,237,5,6915,169,21956.5217391304,217.391304347828,8043.47826086957,0.00369193806727176,9.02295782167646e-05,0.0117226490865619,0.000116065832540218,0.00429443580398802
"2020/07/26","RK",1873000,220,8,7135,177,22898.5507246377,942.028985507244,8695.65217391304,0.00380939668980246,9.45008008542445e-05,0.0122256010275695,0.000502951941007605,0.00464263330160867
"2020/07/27","RK",1873000,276,8,7411,185,23768.115942029,869.565217391304,8405.79710144927,0.00395675387079552,9.87720234917245e-05,0.0126898643577304,0.000464263330160867,0.00448787885822172
"2020/07/28","RK",1873000,239,7,7650,192,24710.1449275362,942.028985507248,8260.86956521739,0.00408435664709023,0.000102509343299519,0.013192816298738,0.000502951941007607,0.00441050163652824
"2020/07/29","RK",1873000,194,4,7844,196,25652.1739130435,942.028985507248,8550.72463768116,0.00418793379604912,0.000104644954618259,0.0136957682397456,0.000502951941007607,0.00456525607991519
"2020/07/30","RK",1873000,258,16,8102,212,26449.2753623188,797.10144927536,8405.79710144928,0.00432568072610785,0.000113187399893219,0.0141213429590597,0.000425574719314127,0.00448787885822172
"2020/07/31","RK",1873000,226,15,8328,227,27028.9855072464,579.710144927536,8478.26086956522,0.00444634276561666,0.000121195942338494,0.0144308518458336,0.000309508886773911,0.00452656746906845
"2020/08/01","RK",1873000,224,9,8552,236,27608.6956521739,579.710144927536,8115.9420289855,0.0045659369994661,0.000126001067805659,0.0147403607326075,0.000309508886773911,0.00433312441483476
"2020/08/02","RK",1873000,245,13,8797,249,28260.8695652174,652.17391304348,7681.15942028986,0.00469674319273892,0.000132941804591564,0.0150885582302282,0.000348197497620651,0.00410099274975433
"2020/08/03","RK",1873000,250,7,9047,256,29057.9710144928,797.101449275364,7318.84057971015,0.00483021890016017,0.000136679124399359,0.0155141329495423,0.000425574719314129,0.00390754969552063
"2020/08/04","RK",1873000,225,13,9272,269,29710.1449275362,652.173913043476,7753.6231884058,0.0049503470368393,0.000143619861185264,0.015862330447163,0.000348197497620649,0.00413968136060107
"2020/08/05","RK",1873000,218,15,9490,284,30144.9275362319,434.782608695652,7246.3768115942,0.00506673785371062,0.000151628403630539,0.0160944621122434,0.000232131665080434,0.00386886108467389
"2020/08/06","RK",1873000,196,16,9686,300,30797.1014492754,652.17391304348,7028.98550724638,0.00517138280832888,0.000160170848905499,0.016442659609864,0.000348197497620651,0.00375279525213368
"2020/08/07","RK",1873000,181,3,9867,303,31739.1304347826,942.028985507244,7028.98550724638,0.00526801922050187,0.000161772557394554,0.0169456115508717,0.000502951941007605,0.00375279525213368
"2020/08/08","RK",1873000,190,13,10057,316,32463.768115942,724.63768115942,6811.59420289855,0.00536946075814202,0.000168713294180459,0.017332497659339,0.000386886108467389,0.00363672941959346
"2020/08/09","RK",1873000,188,12,10245,328,33115.9420289855,652.173913043476,6666.66666666666,0.0054698344901228,0.000175120128136679,0.0176806951569597,0.000348197497620649,0.00355935219789998
"2020/08/10","RK",1873000,172,13,10417,341,33840.5797101449,724.637681159424,6811.59420289855,0.00556166577682862,0.000182060864922584,0.0180675812654271,0.000386886108467391,0.00363672941959346
"2020/08/11","RK",1873000,171,13,10588,354,34782.6086956522,942.028985507248,7173.91304347826,0.00565296316070475,0.000189001601708489,0.0185705332064347,0.000502951941007607,0.00383017247382716
"2020/08/12","RK",1873000,205,11,10793,365,35362.3188405797,579.710144927536,7101.44927536232,0.00576241324079018,0.000194874532835024,0.0188800420932086,0.000309508886773911,0.00379148386298042
"2020/08/13","RK",1873000,193,8,10986,373,35652.1739130435,289.855072463768,6594.20289855072,0.00586545648691938,0.000199145755472504,0.0190347965365956,0.000154754443386956,0.00352066358705324
"2020/08/14","RK",1873000,142,8,11128,381,36086.9565217391,434.782608695648,6376.8115942029,0.00594127068873465,0.000203416978109984,0.019266928201676,0.000232131665080432,0.00340459775451303
"2020/08/15","RK",1873000,145,9,11273,390,36159.4202898551,72.4637681159438,6014.49275362319,0.00601868659903898,0.000208222103577149,0.0193056168125227,3.86886108467399e-05,0.00321115470027933
"2020/08/16","RK",1873000,141,11,11414,401,36811.5942028986,652.17391304348,6014.49275362319,0.00609396689802456,0.000214095034703684,0.0196538143101434,0.000348197497620651,0.00321115470027933
