"","date","ccaa","reg_code","population","cases","deaths","cum_cases","cum_deaths","cases_infected","cases_infected_low","cases_infected_high","cases_daily","cases_contagious","cases_active","p_cases_infected","p_cases_infected_low","p_cases_infected_high","p_cases_daily","p_cases_contagious","p_cases_active"
"449",2021-03-24,"Galicia","ESGA",2699499,119,1,116076,2311,171074.69229823,170609.939706023,171540.71090678,150.973958884773,1761.17463153639,1495.58352189558,0.0633727563144975,0.0632005937790763,0.0635453878318828,5.5926658570636e-05,0.000652407958490218,0.000554022624900241
"450",2021-03-25,"Galicia","ESGA",2699499,132,1,116208,2312,171074.255844426,170609.562394257,171540.214991543,0,1761.17463153639,1012.12546605532,0.0633725946349399,0.0632004540080427,0.0635452041254852,0,0.000652407958490218,0.000374930854227145
"451",2021-03-26,"Galicia","ESGA",2699499,141,2,116349,2314,171166.312077114,170701.489133857,171632.400740838,91.18332507991,1586.76684697549,889.269141240133,0.0634066958636079,0.0632345072674067,0.0635793533321693,3.37778695527985e-05,0.00058780049445304,0.000329420066923578
"452",2021-03-27,"Galicia","ESGA",2699499,157,1,116506,2315,171212.589386278,170747.698820833,171678.745697847,46.7137629684876,1150.02255410372,717.753207360161,0.0634238387887079,0.0632516251426034,0.0635965213166765,1.73046046575633e-05,0.000426013328437507,0.000265883857471391
"453",2021-03-28,"Galicia","ESGA",2699499,150,1,116656,2316,171252.007792255,170787.068268133,171718.213037273,39.4184059769614,975.401310185582,683.413251645426,0.0634384409078333,0.0632662091255205,0.0636111415626651,1.46021191254234e-05,0.000361326790706565,0.000253162994928106
"454",2021-03-29,"Galicia","ESGA",2699499,146,6,116802,2322,171657.371327613,171191.701291487,172124.308064058,405.363535357959,1162.53514869508,941.85058338457,0.0635886034140457,0.0634161010215179,0.0637615750419089,0.000150162506212434,0.000430648482809248,0.000348898289417618
"455",2021-03-30,"Galicia","ESGA",2699499,151,1,116953,2323,171702.066389668,171236.333057167,172169.066436616,44.6950620547577,1133.47184905814,986.545645439328,0.0636051602129387,0.0634326343729584,0.0637781552934881,1.65567988929641e-05,0.000419882300033504,0.000365455088310582
"456",2021-03-31,"Galicia","ESGA",2699499,160,2,117113,2325,171835.344678227,171369.36995341,172302.586446531,133.278288558766,1119.82393399809,1119.82393399809,0.0636545317031888,0.0634819164420545,0.0638276163267817,4.93714902501411e-05,0.000414826578560723,0.000414826578560723
"457",2021-04-01,"Galicia","ESGA",2699499,160,0,117273,2325,171821.766205143,171355.824079336,172288.975297309,0,1119.82393399809,1119.82393399809,0.0636495017057397,0.0634768985205535,0.0638225742248132,0,0.000414826578560723,0.000414826578560723
"458",2021-04-02,"Galicia","ESGA",2699499,123,3,117396,2328,171976.023577304,171509.845246349,172443.46902057,127.100425993907,1246.924359992,1038.72676487552,0.0637066446689939,0.0635339539841834,0.0638798047417576,4.70829683559458e-05,0.000461909546916669,0.000384785015617906
"459",2021-04-03,"Galicia","ESGA",2699499,117,6,117513,2334,172343.832283342,171877.024739717,172811.907647858,381.387179121113,1628.31153911311,1269.13998511186,0.063842895397754,0.0636699716279638,0.0640162888179837,0.000141280726209238,0.000603190273125908,0.000470139083256509
"460",2021-04-04,"Galicia","ESGA",2699499,135,4,117648,2338,172592.79558391,172125.556868747,173061.302629128,248.963300568779,1669.07724456541,1518.10328568064,0.0639351211405933,0.0637620376480034,0.0641086744722365,9.22257428392377e-05,0.000618291484666382,0.000562364826095746
