ISO2,ISO_3,country_agg,date,weight,Finished,B2,B4,E5,E6,pos_RF,count,symptomatic,vaccinated,unvaccinated,vac1dose,vac2doses,cli,cli_weight,cli_vaccinated,cli_unvaccinated,cli_vac1dose,cli_vac2doses,cliWHO,cliWHO_weight,cli_local,count_local,reach,stringent_cli,stringent_cli_vaccinated,stringent_cli_unvaccinated,stringent_cli_vac1dose,stringent_cli_vac2doses,classic_cli,classic_cli_vaccinated,classic_cli_unvaccinated,classic_cli_vac1dose,classic_cli_vac2doses,broad_cli,broad_cli_vaccinated,broad_cli_unvaccinated,broad_cli_vac1dose,broad_cli_vac2doses,test_recent,positive_recent,positive_vaccinated,positive_unvaccinated,positive_vac1dose,positive_vac2doses,positive_symptomatic,pos_RF_vaccinated,pos_RF_unvaccinated,pos_RF_vac1dose,pos_RF_vac2doses,pos_RF_symptomatic,positive_Fever_B1_1,positive_Cough_B1_2,positive_Difficulty_breathing_B1_3,positive_Fatigue_B1_4,positive_Stuffy_or_runny_nose_B1_5,positive_Aches_or_muscle_pain_B1_6,positive_Sore_throat_B1_7,positive_Chest_pain_B1_8,positive_Nausea_B1_9,positive_Loss_of_smell_or_taste_B1_10,positive_Headache_B1_12,positive_Chills_B1_13,pos_vaccinated_Fever_B1_1,pos_vaccinated_Cough_B1_2,pos_vaccinated_Difficulty_breathing_B1_3,pos_vaccinated_Fatigue_B1_4,pos_vaccinated_Stuffy_or_runny_nose_B1_5,pos_vaccinated_Aches_or_muscle_pain_B1_6,pos_vaccinated_Sore_throat_B1_7,pos_vaccinated_Chest_pain_B1_8,pos_vaccinated_Nausea_B1_9,pos_vaccinated_Loss_of_smell_or_taste_B1_10,pos_vaccinated_Headache_B1_12,pos_vaccinated_Chills_B1_13,pos_RF_Fever_B1_1,pos_RF_Cough_B1_2,pos_RF_Difficulty_breathing_B1_3,pos_RF_Fatigue_B1_4,pos_RF_Stuffy_or_runny_nose_B1_5,pos_RF_Aches_or_muscle_pain_B1_6,pos_RF_Sore_throat_B1_7,pos_RF_Chest_pain_B1_8,pos_RF_Nausea_B1_9,pos_RF_Loss_of_smell_or_taste_B1_10,pos_RF_Headache_B1_12,pos_RF_Chills_B1_13,pos_RF_vaccinated_Fever_B1_1,pos_RF_vaccinated_Cough_B1_2,pos_RF_vaccinated_Difficulty_breathing_B1_3,pos_RF_vaccinated_Fatigue_B1_4,pos_RF_vaccinated_Stuffy_or_runny_nose_B1_5,pos_RF_vaccinated_Aches_or_muscle_pain_B1_6,pos_RF_vaccinated_Sore_throat_B1_7,pos_RF_vaccinated_Chest_pain_B1_8,pos_RF_vaccinated_Nausea_B1_9,pos_RF_vaccinated_Loss_of_smell_or_taste_B1_10,pos_RF_vaccinated_Headache_B1_12,pos_RF_vaccinated_Chills_B1_13,first_date,day_count,days_aggregated,p_rf,p_rf_CI,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
BR,BRA,Brazil,2021-04-11,149342136.626609,10077,46356.98,13253.6,27200.5,138136.36,1447,13867,7525,1659,11114,983,636,232,3056633.50679701,6,186,4,2,147,1803838.73959524,13276,12661,693218.509858851,372,21,282,7,12,960,65,753,38,24,1026,71,804,43,24,1039,460,32,425,12,19,364,63,1245,29,30,1241,72,190,90,212,185,197,108,104,108,142,224,105,3,11,4,13,7,11,4,1,4,8,14,5,243,660,343,717,661,736,417,404,344,472,794,419,8,23,9,26,21,28,11,11,12,22,31,14,2021-04-11,13867,1,0.104348453162184,0.00508826101199696,0.0167303670584842,0.00213474439171533,0.0204673213859215,2.27089408949841e-05,0.0106007067137809,0.00170455116069398,0.0120785652351102,1.75196646762735e-05,0.0191512485763013,0.000322635821359508
BR,BRA,Brazil,2021-04-12,143411684.671452,10220,48167.71,13320.2,27180.1,138435.31,1589,14615,8075,1643,11760,943,643,226,2350617.07520836,13,184,9,2,143,1386664.50966225,13350,13313,728916.990897313,391,28,302,8,18,1022,84,808,42,38,1092,91,854,48,37,1008,453,44,407,21,22,352,92,1356,43,42,1342,62,203,95,212,194,205,112,114,95,153,215,122,3,22,7,23,19,19,10,8,6,13,19,12,229,742,420,805,718,787,442,468,391,507,833,481,12,48,26,53,45,48,23,25,18,32,50,30,2021-04-12,14615,1,0.108723913787205,0.0050468145562697,0.0154635648306534,0.00200041170629162,0.0163906942491715,2.07809698001437e-05,0.00978446801231611,0.00159581358235607,0.00966911805574995,1.6015459911464e-05,0.0183148426593347,0.000307819949477319
BR,BRA,Brazil,2021-04-13,146052779.20258,10185,53023.4,14512.9,26423.7,138315.93,1607,14699,8221,1671,11789,1022,599,268,3196828.62855485,18,209,12,6,174,2105800.2387221,14542.6,13408,734118.456692794,416,22,328,16,5,1096,92,862,59,29,1183,96,931,62,30,1072,464,38,425,21,16,366,77,1387,50,25,1387,91,198,104,215,208,207,119,106,108,145,233,123,7,22,10,18,21,19,9,7,7,10,21,13,273,728,441,867,741,833,470,456,412,507,868,476,14,41,24,42,41,38,22,17,15,29,37,24,2021-04-13,14699,1,0.109327165113273,0.00504460705436017,0.0182325328253623,0.00216287796689744,0.0218881738917187,2.37296973039226e-05,0.0118375399687054,0.00174843342696224,0.01441807715142,1.93327313270027e-05,0.019809609562896,0.00031875587480115
BR,BRA,Brazil,2021-04-14,145939999.567211,9820,49841.25,12620.6,25588,133068.52,1584,14190,7741,1659,11306,1010,604,241,2774388.23183958,22,173,12,7,154,1686502.55727381,12656,12931,708001.623172324,405,26,314,11,13,1036,95,794,53,37,1144,103,876,59,38,993,429,43,382,23,19,336,98,1338,50,41,1368,74,194,102,190,193,212,119,94,95,160,209,118,7,21,7,18,23,17,12,7,8,15,17,12,250,696,447,833,757,839,474,447,396,524,868,495,19,50,29,58,54,60,33,31,22,34,54,33,2021-04-14,14190,1,0.111627906976744,0.00518132384842752,0.0169837914023961,0.00212595739211638,0.0190104717011588,2.2155907991477e-05,0.0108527131782946,0.00170473366640767,0.0115561365100396,1.73397669906127e-05,0.0178756652326482,0.000308635093881121
BR,BRA,Brazil,2021-04-15,144955136.15646,9431,46635.035,12708.15,24360.9,127631.21,1438,13445,7437,1631,10722,959,629,205,2545167.91697278,18,161,10,7,124,1467479.71246622,12739,12280,672357.894405393,349,34,271,16,16,957,84,762,48,30,1093,97,868,56,34,919,393,38,351,23,13,317,89,1231,48,38,1242,59,182,93,202,177,200,111,121,92,120,211,109,7,14,11,19,18,17,11,10,6,12,21,9,218,655,339,755,648,773,433,429,352,448,830,440,16,45,24,43,40,43,27,28,22,42,47,27,2021-04-15,13445,1,0.106954258088509,0.00522400494686051,0.0152473038304202,0.00207122750287305,0.0175583148307736,2.13809054778507e-05,0.00922275939010785,0.00161579454616941,0.0101236820672726,1.62963747419881e-05,0.0189467545573565,0.000325882876270632
BR,BRA,Brazil,2021-04-16,145228415.04617,8626,44709.97,11895,22506.1,117723.13,1409,12420,6773,1520,9834,878,609,195,2676872.53881966,10,155,6,4,124,1772837.21008988,11926,11337,620726.502351299,362,18,288,12,6,933,78,724,42,33,990,87,761,49,35,910,391,28,356,12,13,306,66,1209,38,25,1185,66,184,77,179,180,175,111,93,88,116,174,100,5,14,4,10,14,10,6,8,6,4,14,5,197,640,331,712,657,702,399,383,351,464,740,384,10,34,13,35,33,34,17,17,20,23,38,17,2021-04-16,12420,1,0.113446054750403,0.00557743573792922,0.0157004830917874,0.00218628833118522,0.0184321541894447,2.18761302860618e-05,0.00998389694041868,0.00174847113509157,0.0122072337533001,1.78592757669884e-05,0.0192129705350498,0.000341493594700509
BR,BRA,Brazil,2021-04-17,144527716.254292,8757,43251.31,11406.4,22982.3,120906.02,1337,12420,6652,1675,9699,977,642,212,2555968.39394857,17,160,11,5,150,1762895.3038626,11435,11344,621109.768252018,337,17,268,10,6,902,81,700,48,27,970,84,756,47,30,941,426,44,380,20,22,346,81,1135,41,35,1136,81,198,95,204,201,218,125,101,93,143,239,122,10,21,11,23,21,24,13,13,8,10,25,13,219,589,333,686,618,685,384,358,319,437,723,407,15,40,24,45,37,42,20,23,18,22,46,24,2021-04-17,12420,1,0.107648953301127,0.00545079774410586,0.0170692431561997,0.00227801137331471,0.0176849704692726,2.14882023396657e-05,0.0120772946859903,0.00192102761592598,0.0121976278983115,1.78955579557055e-05,0.0184105943659224,0.000334320299492825
BR,BRA,Brazil,2021-04-18,145903102.568144,9725,46052.1,12951.1,25971.7,134319.76,1439,13704,7287,1882,10719,1038,789,229,3072249.65811417,11,186,8,2,143,1868773.01556901,12984,12551,687195.759990398,388,22,307,12,10,929,72,741,39,31,1005,79,804,40,37,994,431,34,395,17,17,317,80,1227,43,34,1237,71,183,100,182,173,190,108,110,85,138,199,99,2,9,4,14,17,8,4,3,2,7,11,5,236,663,369,715,668,752,396,397,353,491,780,434,10,34,18,41,37,34,16,14,12,33,38,26,2021-04-18,13704,1,0.105005837711617,0.00513264514245,0.0167104495037945,0.0021461456588395,0.0210567808637194,2.32964940303753e-05,0.0104349095154699,0.0017013393341417,0.0128083158114901,1.82457863563801e-05,0.0188941794404864,0.000321906539423081
BR,BRA,Brazil,2021-04-19,146406416.688617,9863,50654.36,11524,25939.7,133720.03,1519,14053,7564,1777,11153,993,721,237,2961984.61454228,13,192,7,6,153,1841753.36276095,11551,12826,702252.634661529,439,30,351,18,10,1042,90,831,52,36,1137,105,898,66,36,985,423,40,377,22,15,338,81,1298,46,28,1329,70,196,101,202,182,199,120,115,95,148,216,118,6,19,9,18,17,19,9,9,8,15,19,8,259,720,392,794,701,827,446,450,396,528,859,499,14,37,22,46,43,49,21,18,19,35,44,22,2021-04-19,14053,1,0.108090799117626,0.00513355540669462,0.016864726392941,0.00212892252441598,0.0202312486128388,2.28055825716358e-05,0.0108873550131644,0.0017157248329098,0.0125797311649125,1.80532224816908e-05,0.0164484964952354,0.000297483620928588
BR,BRA,Brazil,2021-04-20,146004119.212117,9263,47182.4,11522.3,23833.1,126439.96,1410,13246,7149,1788,10407,1014,724,196,2579713.89429155,15,150,11,4,134,1671999.24965452,11551,12140,664692.576391,369,24,288,14,8,946,86,743,45,39,1046,97,812,55,39,924,386,42,342,24,17,308,79,1197,46,31,1223,61,156,86,173,168,187,99,96,92,134,195,115,3,14,6,15,15,21,9,6,9,9,18,10,218,626,376,738,651,741,417,404,351,464,794,459,13,35,18,36,33,43,20,17,18,27,36,23,2021-04-20,13246,1,0.106447229352257,0.00525210015795681,0.0147969198248528,0.00205614745472278,0.01766877474562,2.13696657008992e-05,0.0101162615129096,0.00170415006090476,0.0114517265586556,1.72583774250041e-05,0.017377958488294,0.000314145111127232
BR,BRA,Brazil,2021-04-21,146817365.111561,9522,45408.072,12112.3,25219.14,130889.3,1440,13326,7161,1858,10350,1035,765,214,2904518.90391723,15,171,10,5,139,1918244.48026335,12145,12190,667430.189967569,392,19,304,14,3,939,74,760,47,24,1039,88,827,58,27,986,419,35,382,20,13,334,81,1217,50,27,1237,69,168,113,192,181,191,115,118,99,127,227,124,7,10,5,17,13,13,10,9,5,11,15,8,249,627,349,713,672,741,407,395,372,491,794,439,10,29,15,35,38,39,20,23,16,29,38,21,2021-04-21,13326,1,0.108059432687978,0.00527105425738418,0.0160588323577968,0.0021342226987458,0.0197832109417725,2.25252094254487e-05,0.0104307369052979,0.00172495901556194,0.0130655149600714,1.83682087356804e-05,0.0181966596395499,0.000320666252209687
BR,BRA,Brazil,2021-04-22,145661860.513338,9157,44402.205,11622.9,23940.8,125879.25,1308,13160,7141,1792,10287,978,777,201,2587543.19404601,17,155,17,0,117,1504250.92492093,11641,12064,660531.403754615,352,24,272,16,6,926,76,731,49,25,1009,95,786,64,30,814,351,41,306,25,14,282,88,1100,52,32,1139,68,157,85,161,156,171,106,100,93,133,194,108,7,16,9,14,17,17,12,8,9,12,23,11,215,590,354,668,633,680,414,384,345,444,749,398,20,40,20,47,43,48,25,26,27,31,60,32,2021-04-22,13160,1,0.0993920972644377,0.00511168343786448,0.015273556231003,0.00209530876997283,0.0177640405314546,2.14513168173731e-05,0.00889057750759879,0.00160378421659324,0.0103270061196506,1.64175459891401e-05,0.0176236889477621,0.000317313614519921
BR,BRA,Brazil,2021-04-23,145304253.171522,8253,40357.9,10445.2,21395,113519.56,1227,11890,6376,1763,9116,1000,718,209,2884983.03674172,15,164,7,6,122,1607305.96521199,10468,10879,595649.961989925,321,27,238,18,9,834,84,646,44,35,904,82,703,42,36,840,365,45,317,28,17,290,77,1026,51,24,1063,66,158,83,189,156,181,112,106,90,122,194,93,5,20,8,18,23,19,17,10,6,15,23,14,213,555,320,681,578,651,375,386,315,400,703,382,8,37,18,34,37,40,27,20,12,30,40,22,2021-04-23,11890,1,0.103195962994113,0.00546811066139196,0.0175777964676198,0.00236204661471636,0.0198547735098724,2.26822749685155e-05,0.0102607232968881,0.00181136742922392,0.0110616580735229,1.70060577767962e-05,0.0175740798589643,0.000333686576100214
BR,BRA,Brazil,2021-04-24,144628323.270022,8239,41178.02,9815,21779.2,114952.75,1216,11829,6408,1800,8990,928,820,198,2846938.32502126,23,143,18,5,118,1700790.14309513,9839,10797,591160.275724351,340,29,260,17,8,835,99,631,56,39,903,109,670,62,43,864,387,39,343,26,10,309,90,1006,59,27,1040,68,202,81,174,164,179,104,100,103,135,194,113,7,24,8,16,21,24,10,9,13,14,18,11,204,563,307,600,562,607,333,340,311,439,644,355,20,53,19,45,48,54,27,21,25,37,48,22,2021-04-24,11829,1,0.102798207794404,0.00547282943105599,0.016738523966523,0.00231188999929639,0.0196845144896412,2.26394932001213e-05,0.00997548398004903,0.00179086990143084,0.0117597307680858,1.75691753845932e-05,0.0166435405152084,0.000326117283256976
BR,BRA,Brazil,2021-04-25,145548872.879306,9227,41436.36,10544.7,24458.4,128206.6,1278,13068,6973,1990,9988,1053,885,227,2880063.32247392,15,172,9,3,139,1580308.73863214,10574,11912,652209.058481844,352,29,268,14,11,900,91,683,45,39,991,118,739,62,47,833,379,47,328,22,22,281,86,1053,43,36,1071,65,165,97,185,169,189,93,92,85,125,193,95,7,17,11,19,25,22,12,5,11,16,18,10,240,605,329,682,593,669,336,353,285,432,674,368,17,35,19,37,43,45,25,14,19,36,45,23,2021-04-25,13068,1,0.0977961432506887,0.00509280129575305,0.0173706764615856,0.0022399934783145,0.0197876030607407,2.26256131858451e-05,0.0106366697275788,0.00175883164216551,0.010857581425193,1.68360275796808e-05,0.0162125929753463,0.00030650075397416
BR,BRA,Brazil,2021-04-26,146553779.610908,9012,43648.85,10580.2,24000.2,123993.6,1220,12854,6947,1921,9915,985,881,180,2287754.09463167,16,139,7,7,118,1498451.40559865,10610,11782,645091.263182764,336,33,249,16,16,860,97,649,49,42,960,104,724,52,45,799,346,44,300,21,19,274,80,1019,40,36,1065,60,153,86,166,150,172,87,96,84,121,182,101,8,20,9,21,22,21,18,13,10,16,24,14,207,557,313,643,568,634,343,347,329,437,654,374,16,38,20,43,43,45,31,20,21,34,46,24,2021-04-26,12854,1,0.0949120896219076,0.00506681552670487,0.01400342305897,0.00203134529064085,0.0156103384075493,2.00696251165121e-05,0.00918002178310254,0.00164872482237789,0.0102245838324809,1.62869862883019e-05,0.0164472852223299,0.000310372649536181
BR,BRA,Brazil,2021-04-27,145546575.080296,9021,44580.7,10808.7,23565.9,123449.03,1238,12892,6988,1943,9896,997,877,198,2421769.78532252,15,155,11,4,116,1344410.06081742,10834,11846,648595.408560773,343,20,266,13,6,884,86,687,44,38,960,97,739,50,42,807,326,35,291,15,19,257,87,1032,43,42,1082,53,144,82,147,145,147,87,88,81,111,155,87,4,11,8,12,13,10,8,6,7,8,13,5,202,582,357,663,593,636,361,364,311,435,669,371,14,33,30,42,37,44,27,25,21,28,41,15,2021-04-27,12892,1,0.0960285448340056,0.0050858725764026,0.015358361774744,0.00212275312002283,0.0166391396292663,2.07811218204742e-05,0.0089978281104561,0.00163002434928489,0.00923697490013577,1.55416409998757e-05,0.0167037876879834,0.000311896728765588
BR,BRA,Brazil,2021-04-28,145658082.847322,8416,41583.42,9873.5,21984.1,114939.54,1213,12185,6588,1906,9277,965,882,228,3002357.20194662,16,177,8,7,146,1784351.91536588,9893.5,11174,611801.882091683,337,27,257,10,14,891,104,657,54,45,963,118,707,61,51,803,324,40,277,15,21,255,90,988,42,41,1058,72,140,80,150,162,153,84,90,62,111,165,85,6,15,10,17,21,19,14,10,6,8,19,6,235,560,345,649,602,662,361,357,287,397,686,359,14,43,22,48,52,51,27,20,18,30,49,22,2021-04-28,12185,1,0.099548625359048,0.00531597696785198,0.0187115305703734,0.00240595959064697,0.0206123624810692,2.30739523143691e-05,0.0119819450143619,0.00193188569131474,0.0122502773652199,1.78639385212581e-05,0.0161710846102258,0.000316061831720178
