ISO2,ISO_3,country_agg,date,weight,Finished,B2,B4,E5,E6,pos_RF,count,symptomatic,infected,not_infected,vaccinated,unvaccinated,vac1dose,vac2doses,cli,cli_weight,cli_vaccinated,cli_unvaccinated,cli_vac1dose,cli_vac2doses,cliWHO,cliWHO_weight,cli_local,count_local,reach,stringent_cli,stringent_cli_vaccinated,stringent_cli_unvaccinated,stringent_cli_vac1dose,stringent_cli_vac2doses,classic_cli,classic_cli_vaccinated,classic_cli_unvaccinated,classic_cli_vac1dose,classic_cli_vac2doses,broad_cli,broad_cli_vaccinated,broad_cli_unvaccinated,broad_cli_vac1dose,broad_cli_vac2doses,test_recent,positive_recent,positive_vaccinated,positive_unvaccinated,positive_vac1dose,positive_vac2doses,positive_symptomatic,pos_RF_vaccinated,pos_RF_unvaccinated,pos_RF_vac1dose,pos_RF_vac2doses,pos_RF_symptomatic,positive_Fever_B1_1,positive_Cough_B1_2,positive_Difficulty_breathing_B1_3,positive_Fatigue_B1_4,positive_Stuffy_or_runny_nose_B1_5,positive_Aches_or_muscle_pain_B1_6,positive_Sore_throat_B1_7,positive_Chest_pain_B1_8,positive_Nausea_B1_9,positive_Loss_of_smell_or_taste_B1_10,positive_Headache_B1_12,positive_Chills_B1_13,pos_vaccinated_Fever_B1_1,pos_vaccinated_Cough_B1_2,pos_vaccinated_Difficulty_breathing_B1_3,pos_vaccinated_Fatigue_B1_4,pos_vaccinated_Stuffy_or_runny_nose_B1_5,pos_vaccinated_Aches_or_muscle_pain_B1_6,pos_vaccinated_Sore_throat_B1_7,pos_vaccinated_Chest_pain_B1_8,pos_vaccinated_Nausea_B1_9,pos_vaccinated_Loss_of_smell_or_taste_B1_10,pos_vaccinated_Headache_B1_12,pos_vaccinated_Chills_B1_13,pos_RF_Fever_B1_1,pos_RF_Cough_B1_2,pos_RF_Difficulty_breathing_B1_3,pos_RF_Fatigue_B1_4,pos_RF_Stuffy_or_runny_nose_B1_5,pos_RF_Aches_or_muscle_pain_B1_6,pos_RF_Sore_throat_B1_7,pos_RF_Chest_pain_B1_8,pos_RF_Nausea_B1_9,pos_RF_Loss_of_smell_or_taste_B1_10,pos_RF_Headache_B1_12,pos_RF_Chills_B1_13,pos_RF_vaccinated_Fever_B1_1,pos_RF_vaccinated_Cough_B1_2,pos_RF_vaccinated_Difficulty_breathing_B1_3,pos_RF_vaccinated_Fatigue_B1_4,pos_RF_vaccinated_Stuffy_or_runny_nose_B1_5,pos_RF_vaccinated_Aches_or_muscle_pain_B1_6,pos_RF_vaccinated_Sore_throat_B1_7,pos_RF_vaccinated_Chest_pain_B1_8,pos_RF_vaccinated_Nausea_B1_9,pos_RF_vaccinated_Loss_of_smell_or_taste_B1_10,pos_RF_vaccinated_Headache_B1_12,pos_RF_vaccinated_Chills_B1_13,first_date,day_count,days_aggregated,p_rf,p_rf_CI,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
ID,IDN,Indonesia,2021-04-11,178556051.914865,849,2508.565,415,3218.4,10646,15,1373,654,0,0,326,756,129,184,38,5297112.63383813,7,19,5,2,28,4075196.46962086,423,1200,19631.1726918197,33,5,18,3,2,89,12,47,7,5,89,14,46,8,6,210,6,2,4,2,0,5,3,12,2,1,14,2,3,2,3,4,3,4,2,2,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,9,9,5,12,11,12,8,4,7,12,11,7,3,3,2,3,3,3,3,2,1,3,3,2,2021-04-11,1373,1,0.010924981791697,0.00549841859536886,0.0276766205389658,0.00867710227326177,0.0296663853004758,2.48859175842472e-05,0.0203932993445011,0.00747622637432516,0.022823065507541,2.19045530328514e-05,0.0215473627908262,0.00203114971071343
ID,IDN,Indonesia,2021-04-12,156693814.253755,931,2214.5,319,3537,11769.5,23,1522,719,0,0,354,869,151,190,38,3217677.65547388,4,20,2,2,29,2391213.72043386,322,1329,21741.5237561903,32,4,16,2,2,78,7,48,3,3,82,9,50,4,4,210,12,1,11,1,0,6,1,19,1,0,17,1,2,1,3,2,4,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,7,10,3,13,9,9,9,6,7,11,10,8,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-12,1522,1,0.0151116951379763,0.00612901729422923,0.0249671484888305,0.00783853426520781,0.0205348096911028,2.22055742625926e-05,0.019053876478318,0.00686839107447841,0.0152604219370233,1.91940283649005e-05,0.0148103694851801,0.00160563181346169
ID,IDN,Indonesia,2021-04-13,168565158.195156,995,2723.6,740,3691,13152.31,28,1694,805,0,0,434,908,166,254,49,5547744.6148761,8,26,4,3,38,3750650.58576512,744,1469,24031.8272369026,35,3,27,1,1,122,19,70,7,10,116,15,68,6,7,254,17,1,16,0,1,12,1,25,0,1,23,1,7,2,6,2,7,4,2,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,10,17,9,17,10,16,14,9,6,13,9,11,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-13,1694,1,0.0165289256198347,0.00607147898622472,0.0289256198347107,0.00798103054944493,0.0329115736269368,2.6932185790092e-05,0.0224321133412042,0.00705179935091103,0.0222504497722051,2.22662660693445e-05,0.0309589442644433,0.00218987262310785
ID,IDN,Indonesia,2021-04-14,170094676.035879,1004,3318.2,650,3976,12962.7,34,1785,896,0,0,372,1032,135,224,52,4379744.05609401,5,32,3,2,40,3542881.07198211,655,1545,25275.1348407179,50,5,33,3,2,100,9,63,4,4,107,11,63,6,4,253,20,2,17,1,0,16,3,28,1,1,30,4,9,3,8,5,8,7,3,4,9,8,5,0,1,0,1,1,1,0,0,0,0,1,0,13,20,12,20,17,17,17,8,11,23,19,15,0,2,1,1,2,2,1,0,0,1,2,0,2021-04-14,1785,1,0.0190476190476191,0.00634122688017886,0.0291316526610644,0.00780174432144983,0.0257488603298211,2.38022053571022e-05,0.0224089635854342,0.00686623197063128,0.020828876920491,2.14617413325334e-05,0.0259147974532189,0.00195872620137673
ID,IDN,Indonesia,2021-04-15,166477664.656259,1003,3241,495,3885,13121.5,30,1695,820,0,0,368,971,144,208,53,6272346.17595217,8,34,4,3,35,4732038.16612481,498,1477,24162.7017215148,28,4,21,2,2,103,12,68,3,8,112,13,75,4,9,252,14,3,11,2,1,9,4,23,2,2,25,3,4,2,5,4,4,4,2,3,3,4,1,1,0,1,0,0,1,1,0,1,1,1,0,11,17,8,19,14,17,14,11,9,19,16,11,2,1,1,1,1,2,1,0,1,2,2,1,2021-04-15,1695,1,0.0176991150442478,0.00627713231931303,0.0312684365781711,0.00828548715577632,0.0376768030047948,2.89246160712406e-05,0.0206489675516224,0.00676988986379444,0.0284244626802968,2.52437878186828e-05,0.02061027801194,0.00179141019179711
ID,IDN,Indonesia,2021-04-16,164918286.444328,939,2913,407,3556.84,12061.3,23,1613,778,0,0,366,890,141,210,50,6079450.71755692,4,30,4,0,38,4832418.01477179,411,1369,22395.896179251,23,2,12,1,1,99,10,59,6,4,97,11,61,7,4,223,15,1,14,0,1,11,2,20,1,1,19,5,5,4,6,4,5,5,2,3,3,6,5,0,0,1,0,0,0,0,0,0,0,0,0,8,10,7,12,10,8,10,5,9,9,11,9,0,1,1,0,0,0,0,0,1,0,0,0,2021-04-16,1613,1,0.0142591444513329,0.00578574142163299,0.0309981401115933,0.00845787049639018,0.036863411866756,2.87577821291326e-05,0.0235585864848109,0.0074016512345805,0.0293018931918328,2.57397080090484e-05,0.0183515764098236,0.00175783676369432
ID,IDN,Indonesia,2021-04-17,168524219.769017,983,2515,434,3990.8,12527.5,23,1628,783,0,0,368,912,121,228,41,4081015.77351127,3,24,0,2,29,2910656.32424379,436,1420,23230.2210186533,37,4,21,1,2,90,11,49,3,5,89,14,46,3,9,210,13,3,9,2,0,7,4,15,2,1,17,2,5,1,5,4,6,3,3,3,4,5,2,0,1,0,1,0,1,0,0,0,0,0,0,10,14,6,15,12,14,12,8,8,12,13,9,1,2,1,2,0,2,1,1,1,0,1,0,2021-04-17,1628,1,0.0141277641277641,0.00573281499218261,0.0251842751842752,0.00761109042916817,0.0242161974053628,2.32084803729528e-05,0.0178132678132678,0.00642524542430758,0.0172714422190068,1.96697128017339e-05,0.0187686548332838,0.0017451135893735
ID,IDN,Indonesia,2021-04-18,168383878.185372,1054,3329.3,445,4127.3,13602.5,27,1832,889,0,0,422,1005,168,243,47,4041094.50216043,5,28,4,1,33,2957335.79503483,449,1572,25716.8362262838,31,3,17,1,2,101,14,57,8,6,107,16,60,7,9,243,14,4,10,2,2,12,5,16,2,3,25,8,5,3,8,6,7,6,7,4,8,9,7,1,0,0,1,1,1,1,1,0,1,2,1,15,16,6,19,17,17,13,11,10,21,18,14,2,1,0,2,2,2,1,1,0,2,3,2,2021-04-18,1832,1,0.0147379912663755,0.00551798317873657,0.0256550218340611,0.00723982262604062,0.0239992958097308,2.3116503857526e-05,0.0180131004366812,0.00609021239218961,0.0175630578586575,1.98403918579658e-05,0.0174593793750221,0.00160077015809385
ID,IDN,Indonesia,2021-04-19,166202178.335397,1020,2606.2,478,3768.3,12887,28,1661,779,0,0,385,946,151,224,42,3659379.16894816,3,34,0,2,32,2723468.04389972,482,1437,23508.3292984541,37,8,26,5,2,94,12,60,4,6,95,8,61,3,3,227,17,4,12,1,3,11,6,21,1,4,22,4,8,4,8,4,8,3,3,4,6,8,6,0,2,0,0,1,1,1,0,0,1,1,0,10,18,8,17,11,17,8,8,10,16,17,11,1,4,1,2,3,2,2,1,2,3,3,1,2021-04-19,1661,1,0.0168573148705599,0.00619107051240519,0.0252859723058399,0.00754990891071074,0.0220176366254569,2.23090253335937e-05,0.0192655027092113,0.00661042182557504,0.0163864762253822,1.93012202671768e-05,0.0205033711192609,0.00181155413800982
ID,IDN,Indonesia,2021-04-20,171637988.672229,956,2864,395,3546,12589.5,22,1617,763,0,0,370,900,148,205,33,4286850.28602274,7,17,2,5,22,3128720.45907157,403,1421,23246.5803292299,26,8,12,4,4,82,12,37,5,7,85,11,38,6,5,243,15,4,9,2,2,8,6,11,3,3,15,3,2,1,5,3,4,2,0,1,1,3,2,2,2,1,2,2,2,2,0,1,1,2,2,9,5,3,11,9,9,6,2,5,8,9,8,4,2,2,4,4,4,2,0,2,3,4,4,2021-04-20,1617,1,0.0136054421768707,0.00564644035951136,0.0204081632653061,0.0068915612396812,0.0249761158306812,2.33459450923562e-05,0.0136054421768707,0.00564644035951136,0.0182286012745487,2.00135091174819e-05,0.0173358831403376,0.00167781505700803
ID,IDN,Indonesia,2021-04-21,164003648.563098,990,2413,445,3852,12970,22,1613,805,0,0,366,909,125,225,41,4437866.0353615,5,23,2,3,26,3032585.45765336,447,1409,23050.2686023117,27,4,14,0,4,87,16,49,5,11,82,15,43,6,9,215,15,3,11,0,3,10,3,15,0,3,17,1,5,2,6,7,6,3,3,6,6,6,4,0,1,0,1,1,1,1,1,1,1,1,1,4,11,7,13,13,11,8,7,10,13,10,9,0,1,0,1,1,1,1,1,1,1,1,1,2021-04-21,1613,1,0.0136391816491011,0.00566034588335484,0.0254184748915065,0.00768094648253814,0.0270595567491542,2.48327492670449e-05,0.0161190328580285,0.00614570453937466,0.0184909633671144,2.06180817109012e-05,0.019392398748671,0.00178021923715616
ID,IDN,Indonesia,2021-04-22,167518923.244833,924,2784.5,455,3610,11993.5,23,1593,762,0,0,377,864,138,221,38,4409885.05679998,5,23,3,2,24,2274928.74458046,458,1357,22199.5844523328,34,7,22,5,2,102,16,61,9,5,98,15,57,8,5,228,13,5,8,3,2,7,5,16,3,2,17,3,4,2,6,2,4,2,1,2,4,3,2,0,1,1,2,0,2,1,0,2,2,2,1,9,11,7,13,9,11,9,6,3,14,13,7,0,1,1,2,0,2,1,0,2,2,2,1,2021-04-22,1593,1,0.0144381669805399,0.00585784898672632,0.0238543628374137,0.00749344324461786,0.0263246979587782,2.42440365481786e-05,0.0150659133709981,0.00598193266273218,0.0135801299370555,1.7526654406334e-05,0.0206310168095003,0.00186986028627091
ID,IDN,Indonesia,2021-04-23,163873938.602905,930,2464.3,435,3565,11896.5,32,1588,757,0,0,368,887,135,214,46,4631065.08411443,8,21,3,4,31,3022070.16425266,438,1379,22559.4892850162,39,2,27,0,1,100,17,54,4,11,98,15,56,5,9,227,12,3,8,1,1,8,3,22,1,1,28,2,5,1,7,3,6,3,2,1,4,3,3,0,2,0,2,2,1,0,0,0,1,1,0,7,21,12,23,18,21,15,12,14,22,15,11,0,2,0,2,2,1,0,0,0,1,1,0,2021-04-23,1588,1,0.0201511335012594,0.00691117880902814,0.0289672544080605,0.00824885076488022,0.0282599242051312,2.53719413286584e-05,0.0195214105793451,0.00680452003419077,0.0184414324206587,2.0599115841462e-05,0.0194153331427993,0.00180052199762301
ID,IDN,Indonesia,2021-04-24,169462379.397403,954,2827.5,824,3774.5,12269.4,17,1563,740,0,0,389,862,137,235,39,3558538.51303591,3,27,2,1,25,2340890.56312518,829,1363,22297.7403157919,18,4,7,1,2,92,13,61,8,5,89,10,58,7,2,203,11,3,6,2,1,6,3,11,2,1,12,2,3,4,4,3,1,0,4,2,2,3,2,0,1,0,1,1,0,0,1,0,1,1,0,4,7,7,8,6,3,3,6,4,7,5,3,0,1,0,1,1,0,0,1,0,1,1,0,2021-04-24,1563,1,0.0108765195137556,0.0051420800047276,0.0249520153550864,0.00773275785842947,0.0209989882455907,2.1587492344778e-05,0.0159948816378759,0.00621953328055808,0.0138136297356926,1.75729569243556e-05,0.03717865524754,0.00248334671245321
ID,IDN,Indonesia,2021-04-25,168759466.413548,967,3140.5,683,3664.2,12593,28,1637,799,0,0,385,932,148,222,44,3824967.10986392,6,26,2,4,30,2808536.99656295,690,1439,23541.0479196072,32,6,18,3,3,83,12,47,4,8,86,10,53,3,7,215,17,2,15,1,1,16,3,23,1,2,27,7,10,6,12,11,7,7,5,7,7,9,8,1,2,1,1,1,1,0,1,0,1,1,1,12,16,13,22,20,15,13,12,16,16,17,14,1,3,1,2,2,2,1,1,0,2,1,1,2021-04-25,1637,1,0.017104459376909,0.00628104796111975,0.0268784361637141,0.00783446415815483,0.022665200306398,2.24551252308764e-05,0.0183262064752596,0.00649746034542819,0.0166422486172158,1.93008215238478e-05,0.0293105048830602,0.00215470098334019
ID,IDN,Indonesia,2021-04-26,167423452.860391,1018,2786,448,3927.4,13273.5,34,1726,824,0,0,420,940,138,267,51,5203865.5129986,6,35,2,4,36,4080368.66714718,456,1502,24571.6844859277,30,2,22,0,2,118,9,81,2,6,106,10,69,3,6,236,19,1,18,0,1,15,2,31,0,2,30,3,13,2,10,10,6,2,2,3,5,7,3,0,0,0,0,0,0,0,0,0,0,0,0,9,24,7,22,22,14,11,6,8,19,16,9,0,0,0,0,1,0,0,0,0,1,0,0,2021-04-26,1726,1,0.0196987253765933,0.00655581276898841,0.0295480880648899,0.00798876043223904,0.0310820582426881,2.62868367335534e-05,0.0208574739281576,0.00674188758301399,0.024371547697978,2.3357358537059e-05,0.0185579462515544,0.00168743834538926
ID,IDN,Indonesia,2021-04-27,166060992.887815,1006,2757.25,405.2,3752.6,13271,31,1679,812,0,0,409,909,143,255,42,4252608.72652504,3,24,1,2,28,2558503.21227803,414,1460,23884.593441714,33,1,20,1,0,103,6,65,1,5,87,4,54,0,4,234,18,7,11,1,5,12,7,21,1,5,25,3,6,2,8,6,5,4,2,3,6,7,1,1,1,0,3,1,1,2,0,2,1,2,0,11,16,7,17,14,12,15,6,5,19,14,8,1,1,0,3,1,1,2,0,2,1,2,0,2021-04-27,1679,1,0.0184633710541989,0.00643919381762823,0.0250148898153663,0.00747000739446167,0.0256087155241686,2.4025634678957e-05,0.0166765932102442,0.00612526100296837,0.0154070090018459,1.87327619364848e-05,0.0173333492575577,0.00165513536044224
ID,IDN,Indonesia,2021-04-28,166737972.889528,963,2535,608,3978,12469,32,1665,779,0,0,400,917,118,262,44,3717694.10938974,5,24,4,1,27,2153560.00751949,612,1436,23491.9699878776,43,7,24,3,2,105,21,53,8,11,99,19,56,6,12,223,9,0,9,0,0,5,3,23,1,1,28,1,4,3,4,3,3,1,3,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,14,19,9,22,19,18,14,11,13,24,20,13,1,3,0,2,3,2,3,1,1,3,3,2,2021-04-28,1665,1,0.0192192192192192,0.00659469653749687,0.0264264264264264,0.00770450213635376,0.0222966253275305,2.24106244299301e-05,0.0162162162162162,0.00606688223732251,0.0129158341690188,1.71383558177803e-05,0.0260514550425446,0.0020369124904797
ID,IDN,Indonesia,2021-04-29,160697542.020916,944,2891,642,3626,11870,26,1665,752,0,0,411,923,138,250,46,4356689.67363586,9,25,6,3,32,2759168.33864693,646,1441,23573.7665407602,32,2,21,1,1,95,17,53,8,9,80,13,45,5,8,239,17,6,10,1,4,7,7,16,2,4,16,2,5,1,4,3,2,3,2,2,4,3,1,1,1,0,2,1,1,1,0,1,1,1,1,5,13,7,12,9,7,8,5,3,11,10,4,2,2,1,3,2,2,2,0,1,2,2,2,2021-04-29,1665,1,0.0156156156156156,0.0059552895913942,0.0276276276276276,0.00787279738371138,0.0271111158194865,2.51101201548712e-05,0.0192192192192192,0.00659469653749687,0.0171699473678807,2.00847841998354e-05,0.0274033425622942,0.00208401940309167
