ISO2,ISO_3,country,region,date,first_date,day_count,days_aggregated,count,weight,infected,not_infected,pos_RF,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,reach,positive_recent,test_recent,pos_RF_symp,pos_XGB,pos_XGB_symp,p_infected,p_infected_low,p_infected_high,p_rf,p_rf_low,p_rf_high,p_rf_symp,p_rf_symp_low,p_rf_symp_high,p_xgb,p_xgb_low,p_xgb_high,p_xgb_symp,p_xgb_symp_low,p_xgb_symp_high,p_cli,p_cli_low,p_cli_high,p_cli_weight,p_cli_weight_low,p_cli_weight_high,p_cliWHO,p_cliWHO_low,p_cliWHO_high,p_cliWHO_weight,p_cliWHO_weight_low,p_cliWHO_weight_high,p_cli_local,p_cli_local_low,p_cli_local_high,TPR,TPR_low,TPR_high
SG,SGP,Singapore,Central,2020-05-28,2020-05-27,95,2,200,1884104.87388529,0,0,2,1,16291.0427475014,0,0,12,13237.5593262229,1,3,,,,,,,0.00228571428571429,4.83168637037991e-05,0.00452311170772477,,,,,,,,,,0.00285714285714286,0.00035637294334902,0.00535791277093669,0.0031640551858993,0.00313780481784109,0.00319030555395752,0.00114285714285714,0,0.00272584188903747,0.000653132530574257,0.00064119099126241,0.000665074069886105,0.00072782163955853,0.000572233921992948,0.000883409357124111,0.2,0,0.447918012921825
SG,SGP,Singapore,Central,2020-05-29,2020-05-29,117,1,117,1283777.24777195,0,0,0,0,0,0,0,0,7716.36624041132,0,0,,,,,,,0.00240673886883273,5.10180469696082e-05,0.00476245969069586,,,,,,,,,,0.00300842358604091,0.000375442021941844,0.00564140515013999,0.00338712144050437,0.00335902356279718,0.00341521931821156,0.00120336943441637,0,0.00287011997133865,0.000699178449117401,0.000686395324418172,0.00071196157381663,0.000601683963916423,0.000456568442466467,0.000746799485366379,0.222222222222222,0,0.493833841502414
SG,SGP,Singapore,Central,2020-05-30,2020-05-30,102,1,102,1035059.83257722,0,0,0,0,0,0,0,15,6652.03986242355,0,1,,,,,,,0.00240818783865142,5.10504740619173e-05,0.00476532520324091,,,,,,,,,,0.00301023479831427,0.000375670448749977,0.00564479914787856,0.00339827332468732,0.00337008309420869,0.00342646355516596,0.00120409391932571,0,0.00287184731348199,0.000701480450160095,0.00068865525259943,0.000714305647720759,0.000657179570457481,0.00050543151124619,0.000808927629668771,0.2,0,0.447918012921825
SG,SGP,Singapore,Central,2020-05-31,2020-05-31,105,1,105,1073853.72611301,0,0,0,0,0,0,0,1,6918.1214569205,0,0,,,,,,,0.00181159420289855,0,0.00385971065645304,,,,,,,,,,0.00301932367149758,0.000376816764474174,0.005661830578521,0.00339932474249194,0.00337112580489704,0.00342752368008684,0.00120772946859903,0,0.00288051530563477,0.000701697486567829,0.000688868322314264,0.000714526650821394,0.000595456352116982,0.000450741866586814,0.000740170837647149,0.2,0,0.447918012921825
SG,SGP,Singapore,Central,2020-06-01,2020-05-31,88,2,193,2094375.23448315,0,0,0,1,24703.9563614573,1,24703.9563614573,8,12638.8757386048,0,1,,,,,,,0.00172711571675302,0,0.00367980677379686,,,,,,,,,,0.00345423143350605,0.000695099151662557,0.00621336371534953,0.00461849295500041,0.00458663016164248,0.00465035574835835,0.00172711571675302,0,0.00367980677379686,0.00208039650756584,0.00205898438328617,0.00210180863184551,0.000620186966803751,0.000475973160906946,0.000764400772700556,0.181818181818182,0,0.409744941200983
SG,SGP,Singapore,Central,2020-06-02,2020-06-01,95,2,183,2059736.62783031,0,0,0,2,41492.2035354668,2,41492.2035354668,113,12040.1921509866,0,1,,,,,,,0.00165562913907285,0,0.00352756391204091,,,,,,,,,,0.00441501103752759,0.00136238178868994,0.00746764028636525,0.00667775479329235,0.00664038274147639,0.00671512684510831,0.00275938189845475,0.000344060775506126,0.00517470302140337,0.00425782071248119,0.00422794255824163,0.00428769886672075,0.00149994643181966,0.00128037725636255,0.00171951560727676,0.166666666666667,0,0.377525218646943
SG,SGP,Singapore,Central,2020-06-03,2020-06-02,89,2,184,2256097.93098234,0,0,0,1,16788.2471740095,1,16788.2471740095,128,12173.2329482351,0,0,,,,,,,0.00159066808059385,0,0.00338921323527298,,,,,,,,,,0.00477200424178155,0.00166179971274473,0.00788220877081837,0.00723797370096328,0.00720000918717875,0.00727593821474781,0.0031813361611877,0.000639836195111208,0.00572283612726419,0.004932693038107,0.00490131577659684,0.00496407029961716,0.00243038584989983,0.00215661232125299,0.00270415937854668,0.166666666666667,0,0.377525218646943
SG,SGP,Singapore,Central,2020-06-04,2020-06-03,88,2,177,2308911.53273224,0,0,0,0,0,0,0,29,11574.549360617,0,1,,,,,,,0.0015353121801433,0,0.0032713153506454,,,,,,,,,,0.00460593654042989,0.00160371795264907,0.0076081551282107,0.0067622345353739,0.00672675686417004,0.00679771220657777,0.00307062436028659,0.000617433412915072,0.00552381530765811,0.00460847587913263,0.00457915621397043,0.00463779554429482,0.00256641711458402,0.00228987558724757,0.00284295864192047,0.153846153846154,0,0.349976323034732
SG,SGP,Singapore,Central,2020-06-05,2020-06-04,78,2,166,1980759.49725312,0,0,1,1,3045.03709556736,1,3045.03709556736,12,10842.8249757504,0,1,,,,,,,0.00198117880138683,4.15834547665892e-05,0.00392077414800706,,,,,,,,,,0.00445765230312036,0.00155187119398037,0.00736343341226034,0.00630823024158856,0.00627486521037064,0.00634159527280649,0.00297176820208024,0.000597437954291668,0.00534609844986881,0.00426717799103847,0.00423970830398904,0.0042946476780879,0.0025620120848286,0.00229003472181898,0.00283398944783822,0.142857142857143,0,0.326156802419226
SG,SGP,Singapore,Central,2020-06-06,2020-06-05,91,2,169,2004922.57218453,0,0,1,1,3045.03709556736,1,3045.03709556736,6,11042.3861716231,0,2,,,,,,,0.00243190661478599,0.000302879179675706,0.00456093404989628,,,,,,,,,,0.00437743190661479,0.00152382858674975,0.00723103522647982,0.00593357474625438,0.00590180740298122,0.00596534208952753,0.00291828793774319,0.000586623863446785,0.0052499520120396,0.00396722734218628,0.00394122602538881,0.00399322865898374,0.00255235188120282,0.00228336930596816,0.00282133445643748,0.133333333333333,0,0.305360832718189
SG,SGP,Singapore,Central,2020-06-07,2020-06-06,85,2,176,2053595.71577859,0,0,0,0,0,0,0,2,11574.549360617,0,2,,,,,,,0.00237416904083571,0.000295628167335787,0.00445270991433563,,,,,,,,,,0.00427350427350427,0.00148750492391918,0.00705950362308937,0.00577398208776771,0.00574306669490219,0.00580489748063322,0.00284900284900285,0.000572617334821008,0.00512538836318469,0.00386052263457976,0.00383521930810201,0.00388582596105751,0.00249105620682235,0.0022285252813895,0.0027535871322552,0.117647058823529,0,0.270803524690984
SG,SGP,Singapore,Central,2020-06-08,2020-06-07,89,2,174,1995213.63033113,0,0,0,0,0,0,0,5,11508.0289619928,0,0,,,,,,,0.00230096640589047,0.000286439173123329,0.00431549363865762,,,,,,,,,,0.00368154624942476,0.00113511212614028,0.00622798037270924,0.00504772604574992,0.00501943316208127,0.00507601892941857,0.00276115968706857,0.000554864678846582,0.00496745469529056,0.00369584306925275,0.00367161711273168,0.00372006902577382,0.00240751677836588,0.00215341086235917,0.00266162269437259,0.125,0,0.287049290054257
SG,SGP,Singapore,Central,2020-06-09,2020-06-08,97,2,186,2175167.9441682,0,0,0,0,0,0,0,18,12239.7533468593,0,0,,,,,,,0.00223513634331694,0.000278179662716313,0.00419209302391757,,,,,,,,,,0.00357621814930711,0.00110250611072794,0.00604993018788627,0.00483424640077509,0.00480714717977975,0.00486134562177043,0.00268216361198033,0.000538905257919668,0.00482542196604099,0.00353953758453432,0.00351633437809095,0.00356274079097769,0.00241941312478322,0.00216839382206968,0.00267043242749676,0.142857142857143,0,0.326156802419226
SG,SGP,Singapore,Central,2020-06-10,2020-06-09,69,2,166,2007671.40474897,0,0,0,0,0,0,0,17,10975.8657729989,0,0,,,,,,,0.00174064403829417,3.63294675515555e-05,0.00344495860903678,,,,,,,,,,0.0030461270670148,0.000793005529003485,0.00529924860502611,0.0040195524389305,0.0039953308889752,0.00404377398888581,0.00261096605744125,0.000524525643504454,0.00469740647137805,0.00339807116007792,0.00337579374631801,0.00342034857383782,0.00242168646952581,0.00217388780395831,0.00266948513509331,0.0833333333333333,0,0.239710220752064
SG,SGP,Singapore,Central,2020-06-11,2020-06-10,95,2,164,1934055.53441461,0,0,0,0,0,0,0,27,10909.3453743746,0,0,,,,,,,0.000884173297966401,0,0.00210901060944413,,,,,,,,,,0.0026525198938992,0.000532917687196266,0.00477212210060214,0.00339160828011244,0.0033693731642494,0.00341384339597548,0.0026525198938992,0.000532917687196266,0.00477212210060214,0.00339160828011244,0.0033693731642494,0.00341384339597548,0.00256037836337768,0.00230361499781998,0.00281714172893538,0,0,0
SG,SGP,Singapore,Central,2020-06-12,2020-06-11,98,2,193,2201690.74672809,0,0,0,0,0,0,0,27,12838.4369344775,0,1,,,,,,,0.000855431993156544,0,0.0020404712782641,,,,,,,,,,0.00256629597946963,0.000515505800327699,0.00461708615861157,0.00327707275148996,0.00325558728699598,0.00329855821598393,0.00256629597946963,0.000515505800327699,0.00461708615861157,0.00327707275148996,0.00325558728699598,0.00329855821598393,0.00265058640063944,0.00239373399169049,0.00290743880958839,0,0,0
SG,SGP,Singapore,Central,2020-06-13,2020-06-12,97,2,195,2281228.16522549,0,0,0,1,32424.2553835254,1,32424.2553835254,9,12904.9573331017,0,1,,,,,,,0.000822706705059646,0,0.00196242995545989,,,,,,,,,,0.00287947346770876,0.000749442191096298,0.00500950474432123,0.00427401902403743,0.00425003795273155,0.00429800009534331,0.00287947346770876,0.000749442191096298,0.00500950474432123,0.00427401902403743,0.00425003795273155,0.00429800009534331,0.00250965906770531,0.00226463759753345,0.00275468053787716,0,0,0
SG,SGP,Singapore,Central,2020-06-14,2020-06-13,75,2,172,2044541.26717248,0,0,1,1,32424.2553835254,1,32424.2553835254,11,11308.46776612,0,2,,,,,,,0.00120096076861489,0,0.00255913454952608,,,,,,,,,,0.00320256204963971,0.000986897000473941,0.00541822709880548,0.00523583783257296,0.0052097497239016,0.00526192594124432,0.00320256204963971,0.000986897000473941,0.00541822709880548,0.00523583783257296,0.0052097497239016,0.00526192594124432,0.00250347164986925,0.00226203796818334,0.00274490533155516,0,0,0
SG,SGP,Singapore,Central,2020-06-15,2020-06-14,66,2,141,1911802.58241074,0,0,1,0,0,0,0,5,9312.85580739297,0,2,,,,,,,0.00163532297628782,3.40468178670374e-05,0.0032365991347086,,,,,,,,,,0.00286181520850368,0.000744827521081117,0.00497880289592624,0.00442297750879433,0.00439891521603171,0.00444703980155695,0.00286181520850368,0.000744827521081117,0.00497880289592624,0.00442297750879433,0.00439891521603171,0.00444703980155695,0.00253650573999748,0.00229099483256175,0.0027820166474332,0,0,0
SG,SGP,Singapore,Central,2020-06-16,2020-06-15,74,2,140,2326596.70507674,0,0,0,0,0,0,0,5,9312.85580739297,0,0,,,,,,,0.00166458593424886,3.46799493221471e-05,0.00329449191917556,,,,,,,,,,0.00208073241781107,0.000258821969844788,0.00390264286577735,0.00297558078410794,0.00295591974303048,0.00299524182518541,0.00208073241781107,0.000258821969844788,0.00390264286577735,0.00297558078410794,0.00295591974303048,0.00299524182518541,0.00189883667013793,0.0016845280034837,0.00211314533679215,0,0,0
SG,SGP,Singapore,Central,2020-06-17,2020-06-16,69,2,143,2481626.2041968,0,0,0,0,0,0,0,7,9379.37620601721,0,1,,,,,,,0.00169348010160881,3.53059260590882e-05,0.00335165427715852,,,,,,,,,,0.00169348010160881,3.53059260590882e-05,0.00335165427715852,0.00238787875077933,0.00237032782781675,0.0024054296737419,0.00169348010160881,3.53059260590882e-05,0.00335165427715852,0.00238787875077933,0.00237032782781675,0.0024054296737419,0.0011558893128401,0.00098712642689905,0.00132465219878115,0,0,0
SG,SGP,Singapore,Central,2020-06-18,2020-06-17,88,2,157,2416880.04645545,0,0,0,0,0,0,0,3,10310.6617867565,0,2,,,,,,,0.00170794192997438,3.56195414808458e-05,0.00338026431846792,,,,,,,,,,0.00170794192997438,3.56195414808458e-05,0.00338026431846792,0.00237923178727047,0.00236174434375378,0.00239671923078715,0.00170794192997438,3.56195414808458e-05,0.00338026431846792,0.00237923178727047,0.00236174434375378,0.00239671923078715,0.000997019522751546,0.000839630374560274,0.00115440867094282,0,0,0
SG,SGP,Singapore,Central,2020-06-19,2020-06-18,75,2,163,2253631.42986082,0,0,0,1,10614.1805303393,0,0,1,10776.3045771262,0,1,,,,,,,0.00128259940145361,0,0.00273303952412558,,,,,,,,,,0.00171013253527148,3.56670642707223e-05,0.00338459800627225,0.00260921631134321,0.00259098849493848,0.00262744412774795,0.00128259940145361,0,0.00273303952412558,0.00225645240467811,0.00223949851001838,0.00227340629933783,0.00092620272400376,0.000774468023895406,0.00107793742411211,0,0,0
SG,SGP,Singapore,Central,2020-06-20,2020-06-19,80,2,155,2010365.24034211,0,0,0,2,15816.7376005522,1,5202.55707021294,3,10244.1413881323,0,0,,,,,,,0.000860215053763441,0,0.00205187751263418,,,,,,,,,,0.0021505376344086,0.000267570890416082,0.00403350437840112,0.00303313706518651,0.00301349016531209,0.00305278396506092,0.00129032258064516,0,0.0027494908943356,0.00232773685022353,0.00231051941165359,0.00234495428879348,0.000911484441052439,0.000760568430455883,0.001062400451649,0,0,0
SG,SGP,Singapore,Central,2020-06-21,2020-06-20,89,2,169,2261541.99679603,0,0,1,2,17382.901860228,1,5202.55707021294,3,11175.4269688716,1,1,,,,,,,0.00129421915444349,0,0.00275779107467283,,,,,,,,,,0.00301984469370147,0.000786133933319453,0.00525355545408348,0.00358597731194292,0.00356469415557514,0.0036072604683107,0.00172562553925798,3.60033024913822e-05,0.00341524777602458,0.0024834530023127,0.0024657315064047,0.0025011744982207,0.000920386694339686,0.000768538750743633,0.00107223463793574,0.0909090909090909,0,0.260795666866152
SG,SGP,Singapore,Central,2020-06-22,2020-06-21,74,2,163,2529383.36463598,0,0,1,1,12180.3447900151,0,0,1,10709.7841785019,1,1,,,,,,,0.00173385348938015,3.61819660278976e-05,0.0034315250127324,,,,,,,,,,0.0034677069787603,0.00106892278567343,0.00586649117184716,0.00391885976903869,0.00389680792020954,0.00394091161786783,0.00173385348938015,3.61819660278976e-05,0.0034315250127324,0.00244043258547883,0.0024230177003898,0.00245784747056787,0.000898960552757502,0.000748496364066169,0.00104942474144884,0.166666666666667,0,0.377525218646943
SG,SGP,Singapore,Central,2020-06-23,2020-06-22,60,2,134,2243734.76119382,0,0,0,0,0,0,0,6,8780.69261839909,0,0,,,,,,,0.00177383592017738,3.70510991399191e-05,0.00351062074121485,,,,,,,,,,0.00354767184035477,0.00109367046719472,0.00600167321351481,0.00391016519148924,0.00388816217196151,0.00393216821101697,0.00177383592017738,3.70510991399191e-05,0.00351062074121485,0.00243501812014474,0.00241764182543093,0.00245239441485855,0.000839268796014676,0.00069220294531561,0.000986334646713741,0.166666666666667,0,0.377525218646943
SG,SGP,Singapore,Central,2020-06-24,2020-06-23,78,2,138,1877813.35979666,0,0,0,0,0,0,0,7,9113.29461152027,0,0,,,,,,,0.0017961383026493,3.75365871090245e-05,0.00355474001818958,,,,,,,,,,0.00359227660529861,0.00110747676723563,0.00607707644336158,0.0039266645643233,0.00390456888363072,0.00394876024501588,0.0017961383026493,3.75365871090245e-05,0.00355474001818958,0.00244529294738462,0.00242784342134576,0.00246274247342349,0.000781905476044645,0.000639054382104455,0.000924756569984836,0.166666666666667,0,0.377525218646943
SG,SGP,Singapore,Central,2020-06-25,2020-06-24,68,2,146,1852698.63484137,0,0,0,0,0,0,0,8,9645.45780051415,0,0,,,,,,,0.00181077410593029,3.78554509012253e-05,0.00358369276095935,,,,,,,,,,0.00362154821186057,0.00111653781920219,0.00612655860451895,0.00393707266035304,0.00391491852815161,0.00395922679255448,0.00181077410593029,3.78554509012253e-05,0.00358369276095935,0.00245177449002732,0.00243427876876285,0.00246927021129179,0.000658378803250286,0.000526721394720068,0.000790036211780505,0.166666666666667,0,0.377525218646943
SG,SGP,Singapore,Central,2020-06-26,2020-06-25,65,2,133,1855284.61984094,0,0,1,1,9805.26553833993,0,0,15,8780.69261839909,0,0,,,,,,,0.00232666356444858,0.000289664354957138,0.00436366277394002,,,,,,,,,,0.00418799441600745,0.00145762375147769,0.0069183650805372,0.00430511709245951,0.00428182304737346,0.00432841113754556,0.00186133085155886,3.89585256089105e-05,0.00368370317750882,0.00247976098332964,0.00246206580029098,0.00249745616636829,0.000592571818223393,0.000465888121536496,0.000719255514910289,0.181818181818182,0,0.409744941200983
SG,SGP,Singapore,Central,2020-06-27,2020-06-26,62,2,127,2129078.24334163,0,0,1,1,9805.26553833993,0,0,15,8448.09062527791,0,3,,,,,,,0.00288322921672273,0.000579535984627295,0.00518692244881816,,,,,,,,,,0.00432484382508409,0.00150544768418108,0.0071442399659871,0.00357771247954016,0.00355641613014148,0.00359900882893883,0.00144161460836136,0,0.00307174884858701,0.0014184268946049,0.00140500307888858,0.00143185071032121,0.000655507965445416,0.00052012549920818,0.000790890431682653,0.153846153846154,0,0.349976323034732
SG,SGP,Singapore,Central,2020-06-28,2020-06-27,54,2,116,2079828.40374247,0,0,1,0,0,0,0,8,7716.36624041132,1,6,,,,,,,0.00296296296296296,0.000595657314418407,0.00533026861150752,,,,,,,,,,0.00395061728395062,0.00121844241500439,0.00668279215289685,0.00250096035796962,0.00248315557202864,0.00251876514391061,0.000987654320987654,0,0.00235577210699158,0.000344195260494055,0.000337582926246277,0.000350807594741834,0.000650681339630196,0.000513998032834359,0.000787364646426033,0.176470588235294,0,0.357687762509181
SG,SGP,Singapore,Central,2020-06-29,2020-06-28,86,2,140,1961037.24015729,0,0,1,0,0,0,0,2,9246.33540876874,1,4,,,,,,,0.00296442687747036,0.000595953350285725,0.00533290040465499,,,,,,,,,,0.00395256916996047,0.0012190470905918,0.00668609124932915,0.00249689378070631,0.0024791179092252,0.00251466965218742,0.000988142292490119,0,0.0023569356917204,0.00034363559683685,0.000337034012438156,0.000350237181235545,0.000628556766866127,0.000494182402797219,0.000762931130935035,0.210526315789474,0.0272132947330727,0.393839336845875
SG,SGP,Singapore,Central,2020-06-30,2020-06-29,64,2,150,1958464.71837801,0,0,0,1,16584.4532130711,0,0,2,9911.5393950111,0,2,,,,,,,0.00294985250737463,0.000593006167160056,0.00530669884758921,,,,,,,,,,0.00442477876106195,0.0015403790948266,0.0073091784272973,0.0030820772977857,0.00306221262497138,0.00310194197060001,0.000983284169124877,0,0.00234535131575941,0.000347864866920693,0.000341182048139378,0.000354547685702008,0.000603405151938258,0.000472038984962896,0.00073477131891362,0.19047619047619,0.0225286665841404,0.358423714368241
SG,SGP,Singapore,Central,2020-07-01,2020-06-30,60,2,124,2057365.22422837,0,0,0,1,16584.4532130711,0,0,58,4457.12097027027,0,4,,,,,,,0.00297766749379653,0.000598630973604814,0.00535670401398824,,,,,,,,,,0.00496277915632754,0.00189451530277389,0.0080310430098812,0.00368885293622591,0.00366697153288772,0.0037107343395641,0.000992555831265509,0,0.00236745991080433,0.000352869952292983,0.000346090997976763,0.000359648906609204,0.00102075607579063,0.000846711163885248,0.00119480098769601,0.166666666666667,0.0175671546902369,0.315766178643096
SG,SGP,Singapore,Central,2020-07-02,2020-07-01,60,2,120,2234269.3086225,0,0,0,0,0,0,0,60,4312.17394684685,0,5,,,,,,,0.00303336703741153,0.000609896520469009,0.00545683755435405,,,,,,,,,,0.00505561172901921,0.00193009946621944,0.00818112399181899,0.00371183999404447,0.00368982249091505,0.00373385749717388,0.00101112234580384,0,0.00241173204042879,0.000355068858602349,0.000348247668788305,0.000361890048416394,0.00153263016639447,0.00131429610340934,0.0017509642293796,0.148148148148148,0.014150752226828,0.282145544069468
SG,SGP,Singapore,Central,2020-07-03,2020-07-02,49,2,109,2082879.79930777,0,0,0,0,0,0,0,6,3913.56963243243,0,2,,,,,,,0.00311850311850312,0.000627120581042077,0.00560988565596416,,,,,,,,,,0.00467775467775468,0.00162883394629722,0.00772667540921213,0.00336926893673461,0.00334822703875781,0.00339031083471141,0.00103950103950104,0,0.00247940053308196,0.000357149901967745,0.000350288740594226,0.000364011063341264,0.00166588401026691,0.00143166079306007,0.00190010722747376,0.142857142857143,0.0132447105916086,0.272469575122677
SG,SGP,Singapore,Central,2020-07-04,2020-07-03,52,2,101,2055298.94836634,0,0,0,0,0,0,0,5,3623.67558558559,0,3,,,,,,,0.00320855614973262,0.000645345726732855,0.00577176657273239,,,,,,,,,,0.00374331550802139,0.000975474569003717,0.00651115644703906,0.00282201552771672,0.00280276771780282,0.00284126333763063,0.00053475935828877,0,0.00158258816038461,0.000178299954476609,0.000173455418604733,0.000183144490348486,0.00178450758723328,0.00153490412387633,0.00203411105059024,0.129032258064516,0.0110226336876474,0.247041882441385
