ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B1_1.1,B1_1.2,B1_1.NA,B1_2.1,B1_2.2,B1_2.NA,B1_3.1,B1_3.2,B1_3.NA,B1_4.1,B1_4.2,B1_4.NA,B1_5.1,B1_5.2,B1_5.NA,B1_6.1,B1_6.2,B1_6.NA,B1_7.1,B1_7.2,B1_7.NA,B1_8.1,B1_8.2,B1_8.NA,B1_9.1,B1_9.2,B1_9.NA,B1_10.1,B1_10.2,B1_10.NA,B1_11.1,B1_11.2,B1_11.NA,B1_12.1,B1_12.2,B1_12.NA,B3.1,B3.2,B3.NA,B5.1,B5.2,B5.NA,B6.1,B6.2,B6.NA,B7.1,B7.2,B7.NA,B8.1,B8.2,B8.3,B8.NA,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C1_m.1,C1_m.2,C1_m.NA,C2.1,C2.2,C2.3,C2.4,C2.NA,C3.1,C3.2,C3.NA,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C5.NA,C6.1,C6.2,C6.3,C6.4,C6.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D3.1,D3.2,D3.3,D3.4,D3.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,E3.1,E3.2,E3.4,E3.NA,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E4.NA,E2.1,E2.2,E2.3,E2.NA,B2.mean,B2.sd,B4.mean,B4.sd,E5.mean,E5.sd,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
MF,MAF,Saint Martin,Saint Martin,2021-04-26,2021-01-10,100,4,86799.274531178,2,39336.7743942743,58,88,20,2,2580226.72944469,57,6,90,4,14,81,5,10,85,5,16,80,4,17,80,3,19,79,2,14,81,5,13,83,4,10,87,3,8,89,3,11,85,4,18,78,4,9,79,12,5,4,91,49,35,16,20,29,51,2,18,0,80,24,49,27,55,22,23,34,37,29,38,33,29,13,56,31,16,56,28,41,38,21,23,10,5,3,59,10,69,21,35,18,14,6,4,2,21,27,13,22,17,21,2,4,11,18,38,27,3,3,9,14,44,27,25,23,14,8,30,11,11,8,40,30,26,30,2,42,6,15,9,9,9,8,1,43,18,16,19,47,24,35.5454834340036,71.604938271605,102.906992514443,4.83539094650206,2.34288823402916,0.04,0.0384072934108425,0.0336401733772671,0.000219997478093667,0.02,0.0274394957835608,0.0152454720142909,0.000149504266576403,0.00928297055057618,0.00237791256108686
MF,MAF,Saint Martin,Saint Martin,2021-04-28,2021-01-15,100,5,314294.213933339,3,266831.713796435,58,88,21,3,2793673.92298542,57,7,89,4,15,80,5,11,84,5,17,79,4,18,79,3,20,78,2,14,81,5,14,82,4,11,86,3,9,88,3,12,84,4,19,77,4,9,79,12,5,4,91,50,34,16,21,29,50,3,18,0,79,24,49,27,55,22,23,34,37,29,38,33,29,13,56,31,16,56,28,41,38,21,23,10,5,3,59,9,70,21,35,18,14,6,4,2,21,28,13,21,17,21,2,4,12,18,37,27,3,3,10,14,43,27,25,23,14,8,30,12,11,8,39,30,27,29,2,42,6,15,9,10,9,7,1,43,17,17,19,47,23.4567901234568,34.0688976974516,71.604938271605,102.906992514443,4.83539094650206,2.34288823402916,0.05,0.042716424707947,0.112502111054347,0.000370530731921395,0.03,0.0334344809563718,0.0955128340501847,0.000344661127410579,0.00928297055057618,0.00237791256108686
MF,MAF,Saint Martin,Saint Martin,2021-04-30,2021-01-15,100,5,314294.213933339,3,266831.713796435,58,88,21,3,2834512.71481086,57,7,89,4,15,80,5,11,84,5,16,80,4,17,80,3,21,77,2,14,81,5,14,82,4,12,85,3,9,88,3,12,84,4,18,78,4,9,79,12,5,4,91,50,34,16,21,29,50,3,18,0,79,24,49,27,55,22,23,33,38,29,38,33,29,13,56,31,16,56,28,41,38,21,23,10,5,3,59,9,70,21,35,18,14,6,4,2,21,28,12,22,17,21,2,4,12,18,37,27,3,3,11,13,43,27,26,23,13,8,30,13,11,8,38,30,26,30,2,42,6,15,9,10,9,7,1,43,18,16,19,47,23.6882716049383,33.952491129946,71.604938271605,102.906992514443,4.83539094650206,2.34288823402916,0.05,0.042716424707947,0.110881215064266,0.000365525573739001,0.03,0.0334344809563718,0.0941367143644088,0.000339953669576436,0.00928297055057618,0.00237791256108686
MF,MAF,Saint Martin,Saint Martin,2021-05-02,2021-01-19,100,5,314294.213933339,3,266831.713796435,58,88,23,3,3142680.11672691,58,7,89,4,15,80,5,11,84,5,16,80,4,17,80,3,21,77,2,14,81,5,14,82,4,12,85,3,9,88,3,12,84,4,18,78,4,9,79,12,5,4,91,51,33,16,23,28,49,3,20,0,77,23,49,28,54,23,23,33,38,29,38,33,29,13,56,31,16,56,28,40,39,21,22,11,5,2,60,9,70,21,35,17,14,7,4,2,21,28,11,24,16,21,2,2,13,18,38,27,3,2,11,12,45,27,25,23,13,9,30,11,11,8,40,30,28,29,2,41,6,15,9,9,10,8,1,42,17,17,20,46,23.6882716049383,33.952491129946,71.604938271605,102.906992514443,4.7603305785124,2.25388578083695,0.05,0.042716424707947,0.100008337552559,0.000331692268979654,0.03,0.0334344809563718,0.0849057822895255,0.000308176516346704,0.00928297055057618,0.00237791256108686
MF,MAF,Saint Martin,Saint Martin,2021-05-04,2021-01-20,100,5,314294.213933339,3,266831.713796435,58,88,22,3,3219285.11234571,58,7,89,4,15,80,5,10,85,5,15,81,4,16,81,3,20,78,2,13,82,5,13,83,4,12,85,3,8,89,3,11,85,4,17,79,4,10,79,11,6,4,90,51,34,15,22,29,49,3,19,0,78,23,49,28,53,24,23,32,39,29,37,34,29,13,56,31,15,57,28,40,39,21,22,11,5,2,60,9,70,21,34,17,14,7,4,3,21,29,10,24,16,21,2,2,12,18,39,27,3,2,11,11,46,27,26,22,13,9,30,11,11,7,41,30,28,29,2,41,6,15,9,10,10,8,0,42,18,17,19,46,23.6882716049383,33.952491129946,71.604938271605,102.906992514443,4.72727272727273,2.28381135532325,0.05,0.042716424707947,0.0976285737252798,0.000324227248082418,0.03,0.0334344809563718,0.0828853936462963,0.000301175179432534,0.00928297055057618,0.00237791256108686
MF,MAF,Saint Martin,Saint Martin,2021-05-07,2021-01-20,100,4,282847.033845337,3,266831.713796435,29,88,22,2,3196358.52642144,59,6,90,4,14,81,5,10,86,4,15,82,3,15,82,3,19,79,2,13,82,5,12,84,4,11,86,3,7,90,3,11,86,3,17,79,4,10,79,11,6,4,90,51,34,15,22,29,49,2,19,1,78,23,50,27,53,25,22,32,40,28,38,34,28,13,57,30,15,58,27,41,39,20,23,11,5,2,59,9,71,20,34,18,14,7,4,3,20,30,10,24,16,20,2,2,12,18,40,26,3,2,11,11,47,26,26,23,13,9,29,12,11,7,41,29,28,30,2,40,6,15,10,10,10,8,0,41,18,18,19,45,21.5277777777778,32.4918589722241,35.8024691358025,32.2881403225235,4.65561224489796,2.22459298325803,0.04,0.0384072934108425,0.0884903966520943,0.000311350123799578,0.03,0.0334344809563718,0.0834799073979892,0.000303237091202778,0.00464148527528809,0.00168537224292235
MF,MAF,Saint Martin,Saint Martin,2021-05-08,2021-01-20,100,4,282847.033845337,3,266831.713796435,29,87,22,2,3203851.54948387,58,6,90,4,14,81,5,10,86,4,15,82,3,15,82,3,20,78,2,13,82,5,12,84,4,11,86,3,7,90,3,11,86,3,17,79,4,10,78,12,6,4,90,50,34,16,22,28,50,2,19,1,78,23,49,28,52,25,23,31,40,29,37,34,29,12,57,31,15,57,28,40,39,21,23,10,5,2,60,9,70,21,34,18,13,7,4,3,21,30,10,24,15,21,2,2,12,18,39,27,3,2,11,11,46,27,26,23,12,9,30,12,11,7,40,30,27,30,2,41,6,15,10,10,10,7,0,42,18,18,19,45,21.5277777777778,32.4918589722241,35.8024691358025,32.2881403225235,4.66115702479339,2.20647227715243,0.04,0.0384072934108425,0.0882834393156894,0.000310657213414584,0.03,0.0334344809563718,0.0832846683671785,0.000302560114859386,0.00469483568075117,0.00170469865060256
MF,MAF,Saint Martin,Saint Martin,2021-05-12,2021-01-21,100,4,282847.033845337,3,266831.713796435,29,87,22,2,3336875.36378608,58,6,90,4,14,81,5,10,86,4,15,82,3,15,82,3,20,78,2,13,82,5,12,84,4,11,86,3,7,90,3,11,86,3,17,79,4,10,78,12,6,4,90,50,34,16,22,28,50,2,19,1,78,23,49,28,51,26,23,30,41,29,37,34,29,12,57,31,15,57,28,40,39,21,23,10,5,2,60,9,70,21,35,18,12,7,4,3,21,30,10,24,15,21,2,2,12,19,38,27,3,2,11,11,46,27,26,22,13,9,30,12,11,6,41,30,27,30,2,41,6,16,10,9,10,7,0,42,18,18,19,45,22.6938775510204,33.7417838090759,35.8024691358025,32.2881403225235,4.49586776859504,2.06578509751643,0.04,0.0384072934108425,0.0847640391112521,0.000298848071586861,0.03,0.0334344809563718,0.0799645430849065,0.00029102420441593,0.00469483568075117,0.00170469865060256
MF,MAF,Saint Martin,Saint Martin,2021-05-13,2021-01-22,100,4,282847.033845337,3,266831.713796435,29,87,22,2,3353473.81119356,58,6,90,4,14,81,5,10,86,4,15,82,3,15,82,3,20,78,2,12,83,5,11,85,4,10,87,3,6,91,3,10,87,3,16,80,4,10,78,12,6,4,90,50,34,16,22,28,50,2,19,1,78,22,50,28,51,26,23,31,41,28,38,34,28,12,58,30,15,58,27,40,39,21,22,11,5,2,60,9,70,21,35,18,12,7,4,3,21,30,10,23,16,21,2,2,12,18,39,27,3,2,11,10,47,27,25,23,13,9,30,11,12,6,41,30,26,31,2,41,6,15,10,10,10,7,0,42,18,19,18,45,21.6326530612245,33.6729964679949,35.8024691358025,32.2881403225235,4.46280991735537,2.03484135676247,0.04,0.0384072934108425,0.0843444886616446,0.000297437035005714,0.03,0.0334344809563718,0.0795687483545505,0.000289646024959102,0.00469483568075117,0.00170469865060256
MF,MAF,Saint Martin,Saint Martin,2021-05-15,2021-01-23,100,4,282847.033845337,3,266831.713796435,29,87,21,2,3362582.47912957,58,6,90,4,14,81,5,10,86,4,15,82,3,15,82,3,20,78,2,12,83,5,11,85,4,10,87,3,6,91,3,10,87,3,16,80,4,10,78,12,6,4,90,49,35,16,21,28,51,2,18,1,79,22,50,28,50,27,23,31,41,28,38,34,28,12,58,30,15,58,27,39,40,21,21,11,5,2,61,9,70,21,36,17,12,7,4,3,21,30,10,23,16,21,2,2,12,17,40,27,3,2,11,9,48,27,26,23,12,9,30,12,12,6,40,30,26,31,2,41,6,15,10,10,9,8,0,42,18,19,18,45,21.6326530612245,33.6729964679949,35.8024691358025,32.2881403225235,4.56104252400549,2.08872740512312,0.04,0.0384072934108425,0.0841160136891435,0.000296668333835235,0.03,0.0334344809563718,0.0793532100558339,0.000288895242306957,0.00469483568075117,0.00170469865060256
MF,MAF,Saint Martin,Saint Martin,2021-05-17,2021-01-23,100,4,282847.033845337,3,266831.713796435,29,88,21,2,3360021.70883944,58,6,90,4,14,81,5,9,87,4,15,82,3,14,83,3,19,79,2,11,84,5,11,85,4,10,87,3,6,91,3,10,87,3,15,81,4,10,79,11,6,4,90,49,36,15,21,28,51,2,18,1,79,22,50,28,50,27,23,31,41,28,38,34,28,12,58,30,15,58,27,39,40,21,21,11,5,2,61,9,70,21,36,17,12,7,4,3,21,30,10,23,16,21,2,2,12,17,40,27,3,2,11,9,48,27,26,23,12,9,30,12,12,6,40,30,26,31,2,41,6,15,10,10,9,8,0,42,18,19,18,45,21.6326530612245,33.6729964679949,35.8024691358025,32.2881403225235,4.56104252400549,2.08872740512312,0.04,0.0384072934108425,0.0841801209501807,0.000296884042664272,0.03,0.0334344809563718,0.0794136874456682,0.000289105921607424,0.00464148527528809,0.00168537224292235
MF,MAF,Saint Martin,Saint Martin,2021-05-19,2021-01-24,100,4,282847.033845337,3,266831.713796435,29,89,22,2,3320842.25056289,58,6,90,4,13,82,5,9,87,4,15,82,3,13,84,3,18,80,2,10,85,5,10,86,4,10,87,3,5,92,3,10,88,2,15,81,4,10,80,10,6,4,90,50,36,14,22,28,50,2,18,2,78,23,50,27,51,27,22,31,42,27,38,35,27,12,59,29,16,58,26,39,41,20,21,11,5,2,61,10,70,20,36,18,12,7,4,3,20,31,10,23,16,20,2,2,12,17,41,26,3,2,11,9,49,26,26,23,12,9,30,12,12,6,40,30,26,31,2,41,6,15,10,10,9,8,0,42,18,19,18,45,21.6326530612245,33.6729964679949,35.8024691358025,32.2881403225235,4.56104252400549,2.08872740512312,0.04,0.0384072934108425,0.0851732821085957,0.000300223773623825,0.03,0.0334344809563718,0.0803506139899318,0.00029236791496619,0.00458933375534104,0.00166647913177722
MF,MAF,Saint Martin,Saint Martin,2021-05-28,2021-01-25,100,5,290095.275851723,4,274079.955802822,32,90,22,2,3134147.34225161,58,7,90,3,14,82,4,9,88,3,16,82,2,14,84,2,19,79,2,10,86,4,10,86,4,10,87,3,5,92,3,11,88,1,16,81,3,11,80,9,6,5,89,50,36,14,22,28,50,2,18,2,78,23,50,27,52,26,22,31,42,27,39,34,27,12,59,29,16,58,26,40,40,20,22,11,5,2,60,10,71,19,37,18,12,7,4,3,19,31,11,23,16,19,3,2,12,17,41,25,3,3,11,9,49,25,27,23,12,9,29,12,12,7,40,29,26,31,2,41,6,15,10,10,9,8,0,42,18,19,18,45,20.9104938271605,32.2747663479993,32,27.406406388126,4.56104252400549,2.08872740512312,0.05,0.042716424707947,0.0925595526224735,0.000320854456812738,0.04,0.0384072934108425,0.0874496077794222,0.000312748868580319,0.00500782472613459,0.00173074089164564
