ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1.-77,B1_1.1,B1_1.2,B1_2.-77,B1_2.1,B1_2.2,B1_3.-77,B1_3.1,B1_3.2,B1_4.-77,B1_4.1,B1_4.2,B1_5.-77,B1_5.1,B1_5.2,B1_6.-77,B1_6.1,B1_6.2,B1_7.-77,B1_7.1,B1_7.2,B1_8.-77,B1_8.1,B1_8.2,B1_9.-77,B1_9.1,B1_9.2,B1_10.-77,B1_10.1,B1_10.2,B1_11.-77,B1_11.1,B1_11.2,B1_12.-77,B1_12.1,B1_12.2,B1_13.-77,B1_13.1,B1_13.2,B1_14.-77,B1_14.1,B1_14.2,B1b_x1.-99,B1b_x1.-77,B1b_x1.1,B1b_x1.2,B1b_x2.-99,B1b_x2.-77,B1b_x2.1,B1b_x2.2,B1b_x3.-99,B1b_x3.-77,B1b_x3.1,B1b_x3.2,B1b_x4.-99,B1b_x4.-77,B1b_x4.1,B1b_x4.2,B1b_x5.-99,B1b_x5.-77,B1b_x5.1,B1b_x5.2,B1b_x6.-99,B1b_x6.-77,B1b_x6.1,B1b_x6.2,B1b_x7.-99,B1b_x7.-77,B1b_x7.1,B1b_x7.2,B1b_x8.-99,B1b_x8.-77,B1b_x8.1,B1b_x8.2,B1b_x9.-99,B1b_x9.-77,B1b_x9.1,B1b_x9.2,B1b_x10.-99,B1b_x10.-77,B1b_x10.1,B1b_x10.2,B1b_x11.-99,B1b_x11.1,B1b_x11.2,B1b_x12.-99,B1b_x12.-77,B1b_x12.1,B1b_x12.2,B1b_x13.-99,B1b_x13.1,B1b_x13.2,B1b_x14.-99,B1b_x14.-77,B1b_x14.1,B1b_x14.2,B3.-99,B3.-77,B3.1,B3.2,B5.-99,B5.1,B5.2,B6.-99,B6.-77,B6.1,B6.2,B7.-99,B7.-77,B7.1,B7.2,B8.-99,B8.1,B8.2,B8.3,B9.-99,B9.1,B9.2,B9.3,B10.-99,B10.1,B11.-99,B11.-77,B11.1,B11.2,V1.-99,V1.-77,V1.1,V1.2,V1.3,V2.-99,V3.-99,V3.-77,V3.1,V3.2,V3.3,V3.4,V4_1.-99,V4_1.-77,V4_1.1,V4_1.2,V4_1.3,V4_2.-99,V4_2.-77,V4_2.1,V4_2.2,V4_2.3,V4_3.-99,V4_3.-77,V4_3.1,V4_3.2,V4_3.3,V4_4.-99,V4_4.-77,V4_4.1,V4_4.2,V4_4.3,V4_5.-99,V4_5.-77,V4_5.1,V4_5.2,V4_5.3,V9.-99,B12_1.-99,B12_1.-77,B12_1.1,B12_1.2,B12_2.-99,B12_2.-77,B12_2.1,B12_2.2,B12_3.-99,B12_3.-77,B12_3.1,B12_3.2,B12_4.-99,B12_4.-77,B12_4.1,B12_4.2,B12_5.-99,B12_5.-77,B12_5.1,B12_5.2,B12_6.-99,B12_6.-77,B12_6.1,B12_6.2,B13_1.-99,B13_1.-77,B13_1.1,B13_1.2,B13_2.-99,B13_2.-77,B13_2.1,B13_2.2,B13_3.-99,B13_3.-77,B13_3.1,B13_3.2,B13_4.-99,B13_4.-77,B13_4.1,B13_4.2,B13_5.-99,B13_5.-77,B13_5.1,B13_5.2,B13_6.-99,B13_6.-77,B13_6.1,B13_6.2,B13_7.-99,B13_7.-77,B13_7.1,B13_7.2,B14_1.-99,B14_1.-77,B14_1.1,B14_1.2,B14_2.-99,B14_2.-77,B14_2.1,B14_2.2,B14_3.-99,B14_3.-77,B14_3.1,B14_3.2,B14_4.-99,B14_4.-77,B14_4.1,B14_4.2,B14_5.-99,B14_5.-77,B14_5.1,B14_5.2,C0_1.-99,C0_1.-77,C0_1.1,C0_1.2,C0_2.-99,C0_2.-77,C0_2.1,C0_2.2,C0_3.-99,C0_3.-77,C0_3.1,C0_3.2,C0_4.-99,C0_4.-77,C0_4.1,C0_4.2,C0_5.-99,C0_5.-77,C0_5.1,C0_5.2,C0_6.-99,C0_6.-77,C0_6.1,C0_6.2,C1_m.-99,C1_m.-77,C1_m.1,C1_m.2,C2.-99,C2.-77,C2.1,C2.2,C2.3,C2.4,C7.-99,C7.-77,C7.1,C7.2,C7.3,C7.4,C8.-99,C8.-77,C8.1,C8.2,C3.-99,C3.-77,C3.1,C3.2,C5.-99,C5.-77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6.-99,C6.-77,C6.1,C6.2,C6.3,C6.4,C14.-99,C14.-77,C14.1,C14.2,C14.3,C14.4,C9.-99,C12.-99,C13_1.-99,C13_1.-77,C13_1.1,C13_1.2,C13_2.-99,C13_2.-77,C13_2.1,C13_2.2,C13_3.-99,C13_3.-77,C13_3.1,C13_3.2,C13_4.-99,C13_4.-77,C13_4.1,C13_4.2,C13_5.-99,C13_5.-77,C13_5.1,C13_5.2,C13_6.-99,C13_6.-77,C13_6.1,C13_6.2,D1.-99,D1.-77,D1.1,D1.2,D1.3,D1.4,D1.5,D2.-99,D2.-77,D2.1,D2.2,D2.3,D2.4,D2.5,D3.-99,D3.-77,D3.1,D3.2,D3.3,D3.4,D4.-99,D4.-77,D4.1,D4.2,D4.3,D4.4,D5.-99,D5.-77,D5.1,D5.2,D5.3,D5.4,D6_1.-99,D6_1.-77,D6_1.1,D6_1.2,D6_2.-99,D6_2.-77,D6_2.1,D6_2.2,D6_3.-99,D6_3.-77,D6_3.1,D6_3.2,D7.-99,D7.-77,D7.1,D7.2,D8.-99,D8.-77,D8.1,D8.2,D9.-99,D9.-77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10.-99,D10.-77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3.-99,E3.-77,E3.1,E3.2,E3.3,E3.4,E4.-99,E4.-77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2.-99,E2.-77,E2.1,E2.2,E2.3,E7.-99,E7.-77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
NZL,New Zealand,Auckland,2021-01-13,2021-01-13,154,0,0,0,0,12,153,863184.7796421142,135,1,0,153,0,10,144,1,2,151,1,31,122,1,12,141,1,18,135,0,10,144,1,1,152,1,6,147,1,0,153,1,2,151,1,19,134,1,1,152,1,13,140,154,0,0,0,144,0,3,7,152,0,0,2,123,0,5,26,142,0,6,6,136,0,5,13,144,0,5,5,153,0,0,1,148,0,1,5,154,0,0,0,152,1,1,135,0,5,14,153,1,0,141,0,4,9,1,0,8,145,146,6,2,1,4,54,95,100,1,4,49,150,0,4,0,150,0,3,1,154,0,10,4,2,138,2,0,0,152,0,0,4,0,65,49,26,10,5,2,43,85,19,5,4,73,57,15,5,5,63,61,20,5,5,64,61,19,5,6,17,70,56,0,152,0,0,2,152,0,1,1,152,0,0,2,152,0,2,0,152,0,1,1,152,0,0,2,154,0,0,0,154,0,0,0,154,0,0,0,154,0,0,0,154,0,0,0,154,0,0,0,154,0,0,0,154,0,0,0,154,0,0,0,154,0,0,0,154,0,0,0,154,0,0,0,8,1,72,73,8,1,109,36,8,1,99,46,8,0,116,30,8,2,49,95,8,1,21,124,10,0,108,36,46,0,48,27,14,19,10,1,0,13,45,85,10,0,143,1,10,3,44,97,10,0,5,5,14,17,96,7,10,0,19,18,44,63,10,1,7,27,51,58,154,154,82,1,6,65,45,1,14,94,56,1,8,89,39,1,9,105,105,0,5,44,133,1,12,8,11,0,3,1,8,17,114,11,0,1,3,15,14,110,12,0,19,41,42,40,12,0,4,7,31,100,12,0,12,19,48,63,123,1,22,8,123,4,7,20,123,3,12,16,13,1,81,59,95,0,25,34,130,0,5,0,3,0,0,3,13,49,0,1,6,11,10,3,8,11,3,0,6,12,3,2,7,22,17,1,54,81,0,1,17,1,14,28,25,23,31,10,5,19,1,89,29,16,19,0,27,34,32,32,10,4.5576923076923075,6.977311863794362,1.5714285714285714,0.5345224838248488,12.171875,5.665351765770707,2.9323308270676693,1.5432918807271196
NZL,New Zealand,Bay of Plenty,2021-01-13,2021-01-01,100,1,4050.26584648133,0,0,17,98,611503.4646511653,82,0,1,99,0,15,85,0,5,95,0,20,80,0,13,87,0,17,83,0,3,97,0,1,99,0,1,99,0,3,97,0,0,100,0,12,88,0,0,100,0,10,90,99,0,0,1,85,1,5,9,95,0,4,1,80,1,8,11,87,1,2,10,83,1,2,14,97,0,1,2,99,0,0,1,99,0,0,1,97,0,2,1,100,0,0,88,1,3,8,100,0,0,90,2,3,5,1,1,7,91,93,7,0,1,1,35,63,65,1,2,32,98,0,2,0,98,0,2,0,100,0,5,1,2,92,50,0,0,50,0,0,1,0,48,20,21,10,3,3,31,56,7,3,1,49,42,5,3,5,43,38,11,3,2,42,42,11,3,5,15,52,25,0,98,0,0,2,98,0,1,1,98,0,0,2,98,0,1,1,98,0,0,2,98,0,0,2,95,2,0,3,95,2,0,3,95,2,2,1,95,2,0,3,95,2,1,2,95,2,0,3,95,2,1,2,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,98,0,1,1,5,2,41,52,5,1,76,18,5,1,64,30,5,0,75,20,5,0,35,60,5,1,9,85,9,0,67,24,33,0,22,20,13,12,9,0,0,2,25,64,9,0,91,0,11,1,12,76,11,0,0,1,1,4,80,3,11,1,9,13,27,39,11,1,6,16,28,38,100,100,60,3,1,36,26,3,4,67,38,3,3,56,27,3,5,65,66,2,1,31,91,1,2,6,13,3,0,0,5,12,67,13,1,0,3,4,12,67,13,0,9,24,22,32,13,0,3,4,17,63,13,1,3,18,23,42,80,2,13,5,80,7,1,12,80,3,8,9,14,1,37,48,52,0,19,29,83,0,1,0,0,3,0,1,12,46,0,6,4,0,11,1,2,10,1,0,2,2,1,3,1,10,16,1,22,61,0,0,16,0,7,7,8,14,21,21,6,17,1,36,32,14,17,1,13,16,39,11,3,6.777777777777777,8.28806753664951,2.4285714285714284,1.3972762620115438,12.386075949367088,4.8469851633407055,2.8,1.3255044418320354
NZL,New Zealand,Canterbury,2021-01-13,2021-01-03,100,0,0,0,0,4,97,572653.8274781026,76,0,1,99,0,8,92,0,2,98,0,18,82,0,14,86,0,10,90,0,2,98,0,1,99,0,3,97,0,2,98,0,3,97,0,14,86,0,0,100,0,6,94,99,0,1,0,92,0,3,5,98,0,1,1,82,1,7,10,86,0,3,11,90,0,4,6,98,0,2,0,99,0,1,0,97,0,1,2,98,0,2,0,97,2,1,86,0,5,9,100,0,0,94,1,1,4,3,0,4,93,96,4,0,3,1,23,73,77,2,1,20,99,0,1,0,99,0,1,0,100,0,7,0,1,92,29,0,0,71,0,0,6,0,40,34,16,4,8,3,27,51,11,8,4,42,41,5,8,4,41,39,8,8,4,48,34,6,8,5,14,50,23,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,8,0,43,49,8,2,71,19,8,1,59,32,8,0,68,24,8,0,34,58,8,2,11,79,11,0,61,28,39,0,25,14,4,18,12,1,0,5,26,56,12,0,88,0,12,1,13,74,12,0,0,0,4,3,77,4,12,0,14,9,32,33,12,0,5,6,27,50,100,100,57,2,1,40,29,1,2,68,41,1,2,56,32,2,3,63,66,1,1,32,89,0,1,10,16,1,1,0,5,7,70,16,0,0,1,6,8,69,17,0,8,25,25,25,17,0,0,6,2,75,17,0,4,4,26,49,93,0,6,1,93,0,1,6,93,0,2,5,19,0,50,31,69,0,11,20,90,0,1,0,2,0,0,1,6,42,0,7,4,4,4,0,2,6,3,0,6,7,1,2,3,9,23,1,31,45,0,0,23,1,7,9,9,14,12,19,6,24,5,44,10,17,24,3,9,16,28,14,6,8.941176470588236,10.876555761850426,1,0,11.928571428571429,5.952277431812028,2.712328767123288,1.4383579763705336
NZL,New Zealand,Waikato,2021-01-13,2021-01-03,100,0,0,0,0,8,92,661716.3900320149,78,0,0,100,0,17,83,0,3,97,0,21,79,0,13,87,0,18,82,0,4,96,0,2,98,0,3,97,0,0,100,1,3,96,0,15,85,0,2,98,0,13,87,100,0,0,0,83,0,5,12,97,0,0,3,79,0,3,18,87,0,1,12,82,0,2,16,96,0,1,3,98,0,0,2,97,0,0,3,100,0,0,0,97,0,3,85,0,5,10,98,1,1,87,0,2,11,7,1,3,89,97,1,2,7,0,27,66,73,0,0,27,100,0,0,0,100,0,0,0,100,0,7,1,1,91,52,1,0,47,0,0,8,0,42,29,16,5,9,2,26,48,15,9,4,47,28,12,9,5,42,32,12,9,3,46,34,8,9,5,13,40,33,0,99,0,1,0,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,12,1,33,54,12,1,72,15,12,1,60,27,12,2,56,30,12,2,22,64,12,2,6,80,12,0,55,33,45,0,27,10,9,9,13,0,1,4,29,53,13,0,87,0,14,0,15,71,14,0,3,2,2,3,72,4,14,0,18,15,27,26,16,1,2,16,25,40,100,100,67,0,3,30,28,0,7,65,40,0,5,55,44,0,4,52,78,0,4,18,94,0,4,2,18,0,0,1,4,7,70,18,0,0,2,4,11,65,18,1,11,26,18,26,18,0,1,4,18,59,18,0,3,13,30,36,85,1,9,5,85,2,2,11,85,3,5,7,19,0,48,33,67,0,15,18,85,1,1,1,1,2,1,0,8,37,0,3,2,3,7,1,0,13,4,0,1,1,3,2,3,20,21,0,24,54,0,1,21,0,4,12,10,8,23,17,5,22,0,26,31,21,22,0,7,19,29,17,6,6.216216216216216,6.485604294363252,2.6666666666666665,2.0816659994661326,11.852564102564102,6.151290105609551,2.987012987012987,1.49994303833518
NZL,New Zealand,Wellington,2021-01-13,2021-01-03,100,1,4645.82969514018,1,4645.82969514018,3,96,380512.4995398041,76,2,1,97,1,11,88,1,3,96,2,16,82,1,18,81,2,17,81,2,4,94,2,1,97,2,6,92,2,0,98,2,3,95,2,21,77,2,0,98,2,7,91,99,1,0,0,89,1,2,8,97,1,0,2,84,0,3,13,82,1,1,16,83,1,1,15,96,0,2,2,99,0,0,1,94,1,1,4,100,0,0,0,97,1,2,79,1,1,19,100,0,0,93,0,2,5,4,0,3,93,98,2,0,5,0,26,69,74,0,3,23,97,0,2,1,97,0,2,1,100,0,8,0,0,92,40,1,0,59,0,0,5,0,55,25,13,2,7,1,21,65,6,7,0,46,43,4,7,0,36,53,4,7,0,46,42,5,7,0,15,59,19,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,8,0,38,54,8,0,71,21,8,0,58,34,8,0,66,26,8,0,32,60,8,0,28,64,11,0,65,24,35,0,33,15,6,11,12,1,0,6,32,49,12,2,85,1,14,3,12,71,14,0,2,3,4,5,70,2,14,1,9,16,34,26,14,0,2,15,33,36,100,100,62,0,2,36,30,0,3,67,43,0,3,54,35,0,3,62,68,0,1,31,72,0,6,22,15,0,0,3,6,5,71,15,0,0,4,4,15,62,15,4,10,21,27,23,15,0,3,3,14,65,15,0,3,11,20,51,86,1,8,5,86,2,3,9,86,2,5,7,15,0,53,32,68,1,15,16,87,0,1,1,0,0,0,0,11,34,0,3,7,3,4,0,4,13,2,0,2,6,11,2,4,5,23,0,30,47,0,0,23,0,10,17,9,17,14,7,3,24,2,44,24,6,24,1,10,18,25,15,7,3.923076923076923,3.889152359174746,1,0,13.162162162162161,4.918589359604205,3.1216216216216215,1.525605226434205
NZL,New Zealand,Auckland,2021-01-14,2021-01-13,100,0,0,0,0,6,99,526982.8549463988,79,1,0,99,0,6,94,1,1,98,1,18,81,1,6,93,1,11,88,0,6,94,1,0,99,1,4,95,1,0,99,1,0,99,1,7,92,1,1,98,1,11,88,100,0,0,0,94,0,2,4,99,0,0,1,82,0,2,16,94,0,3,3,89,0,3,8,94,0,4,2,100,0,0,0,96,0,1,3,100,0,0,0,100,0,0,93,0,4,3,99,1,0,89,0,4,7,1,0,4,95,96,3,1,1,2,34,63,66,1,4,29,96,0,4,0,96,0,3,1,100,0,8,2,1,89,2,0,0,98,0,1,4,0,45,29,15,7,6,2,27,52,13,6,2,45,36,11,6,4,40,39,11,6,4,41,37,12,6,5,11,41,37,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,1,0,99,0,0,1,99,0,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,9,1,44,46,9,1,66,24,9,1,56,34,9,0,70,21,9,2,28,61,9,1,12,78,12,0,65,23,35,0,28,20,10,7,12,1,0,8,26,53,12,0,87,1,14,2,25,59,14,0,4,3,7,14,51,7,14,0,12,16,22,36,14,1,6,14,27,38,100,100,56,1,4,39,35,0,11,54,46,0,7,47,32,0,8,60,73,0,3,24,88,0,8,4,15,0,3,0,6,10,66,15,0,1,2,9,6,67,16,0,10,21,28,25,16,0,2,5,18,59,16,0,8,13,26,37,79,0,17,4,79,2,7,12,79,2,10,9,17,1,47,35,65,0,14,21,87,0,3,0,2,0,0,1,7,40,0,0,3,8,2,2,3,6,1,0,3,8,1,1,5,17,19,1,31,49,0,0,19,1,8,14,12,17,22,3,4,21,0,50,19,10,21,0,13,21,20,20,5,5.266666666666667,7.8693352185308,1.6666666666666667,0.5773502691896257,12.180555555555555,5.5799600909494345,2.896103896103896,1.4562426018281973
NZL,New Zealand,Bay of Plenty,2021-01-14,2021-01-01,100,1,4050.26584648133,0,0,17,98,606691.6615525853,81,0,1,99,0,14,86,0,5,95,0,19,81,0,12,88,0,17,83,0,3,97,0,1,99,0,1,99,0,2,98,0,0,100,0,11,89,0,0,100,0,10,90,99,0,0,1,86,1,5,8,95,0,4,1,81,1,8,10,88,1,2,9,83,1,2,14,97,0,1,2,99,0,0,1,99,0,0,1,98,0,2,0,100,0,0,89,1,2,8,100,0,0,90,2,3,5,1,1,7,91,93,7,0,1,1,35,63,65,1,2,32,98,0,2,0,98,0,2,0,100,0,5,1,2,92,49,0,0,51,0,0,1,0,48,20,21,10,3,4,31,55,7,3,1,49,42,5,3,5,43,38,11,3,3,41,42,11,3,6,15,51,25,0,98,0,0,2,98,0,1,1,98,0,0,2,98,0,1,1,98,0,0,2,98,0,0,2,96,2,0,2,96,2,0,2,96,2,1,1,96,2,0,2,96,2,1,1,96,2,0,2,96,2,1,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,5,2,41,52,5,1,77,17,5,1,64,30,5,0,75,20,5,0,36,59,5,1,9,85,9,0,67,24,33,0,22,20,13,12,9,0,0,2,25,64,9,0,91,0,11,1,13,75,11,0,0,1,1,4,80,3,11,1,9,13,28,38,11,1,6,16,29,37,100,100,60,3,1,36,25,3,4,68,38,3,3,56,27,3,5,65,65,2,1,32,91,1,2,6,13,3,0,0,4,12,68,13,1,0,3,4,11,68,13,0,9,25,21,32,13,0,3,4,17,63,13,1,3,18,24,41,80,2,13,5,80,7,1,12,80,3,8,9,14,1,37,48,52,0,19,29,83,0,1,0,0,3,0,1,12,46,0,6,4,0,11,1,2,10,1,0,2,2,1,3,1,10,16,1,22,61,0,0,16,0,7,7,8,14,21,21,6,17,2,36,31,14,17,2,13,16,38,11,3,6.885714285714287,8.383356861598315,2.4285714285714284,1.3972762620115438,12.29746835443038,4.82549252657029,2.8227848101265822,1.3181133921776627
NZL,New Zealand,Canterbury,2021-01-14,2021-01-03,100,0,0,0,0,4,97,571278.9905578308,77,0,1,99,0,8,92,0,2,98,0,18,82,0,14,86,0,10,90,0,2,98,0,1,99,0,3,97,0,2,98,0,3,97,0,14,86,0,0,100,0,6,94,99,0,1,0,92,0,3,5,98,0,1,1,82,1,7,10,86,0,3,11,90,0,4,6,98,0,2,0,99,0,1,0,97,0,1,2,98,0,2,0,97,2,1,86,0,5,9,100,0,0,94,1,1,4,3,0,4,93,96,4,0,3,1,23,73,77,2,1,20,99,0,1,0,99,0,1,0,100,0,7,0,0,93,27,0,0,73,0,0,5,0,41,34,16,4,7,3,28,52,10,7,4,43,41,5,7,4,42,39,8,7,4,50,33,6,7,5,15,51,22,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,7,0,42,51,7,2,70,21,7,1,58,34,7,0,68,25,7,0,34,59,7,2,11,80,10,0,61,29,39,0,26,13,4,18,11,1,0,5,28,55,11,0,89,0,12,1,14,73,12,0,0,0,4,2,78,4,12,0,15,9,32,32,12,0,5,7,26,50,100,100,58,2,1,39,30,1,2,67,42,1,2,55,32,2,3,63,66,1,1,32,89,0,1,10,15,1,1,0,5,7,71,15,0,0,1,6,8,70,16,0,8,25,26,25,16,0,0,6,3,75,16,0,4,4,26,50,93,0,6,1,93,0,1,6,93,0,2,5,18,0,50,32,68,0,11,21,90,0,1,0,2,0,0,1,6,42,0,7,4,4,4,0,2,6,3,0,6,7,1,2,3,9,22,1,32,45,0,0,22,1,7,9,9,14,13,19,6,23,5,45,10,17,23,3,9,16,29,14,6,8.941176470588236,10.876555761850426,1,0,11.80281690140845,6.00385523359749,2.7162162162162162,1.4288636185029617
NZL,New Zealand,Manawatu-Wanganui,2021-01-14,2021-01-01,100,0,0,0,0,11,98,539486.9882453326,92,1,0,99,1,7,92,1,2,97,0,13,87,1,12,87,0,16,84,0,4,96,1,3,96,1,0,99,1,1,98,1,3,96,1,12,87,1,1,98,0,11,89,100,0,0,0,93,0,4,3,98,0,1,1,87,0,4,9,88,0,4,8,84,0,7,9,96,0,2,2,97,0,3,0,100,0,0,0,99,0,0,1,97,2,1,88,0,3,9,99,0,1,89,0,4,7,2,0,6,92,94,4,2,2,1,40,57,60,0,3,37,97,0,3,0,97,0,3,0,100,0,6,1,0,93,60,0,0,39,1,0,3,0,41,24,28,4,5,0,37,51,7,5,2,54,32,7,5,1,48,32,14,5,2,52,29,12,5,2,19,50,24,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,80,4,0,16,80,3,0,17,80,3,0,17,80,3,0,17,80,3,1,16,80,3,0,17,80,2,1,17,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,5,1,40,54,5,0,63,32,5,1,52,42,5,2,63,30,5,2,34,59,5,2,12,81,6,1,64,29,36,1,29,13,6,15,6,0,0,5,28,61,6,0,94,0,6,1,14,79,6,0,1,3,1,3,80,6,6,0,18,13,38,25,6,1,6,12,35,40,100,100,60,2,5,33,37,2,7,54,48,2,3,47,37,3,4,56,66,2,3,29,88,0,5,7,6,0,0,0,8,12,74,6,1,0,3,7,8,75,6,0,10,19,33,32,6,0,2,6,16,70,6,0,2,16,25,51,82,0,15,3,82,2,0,16,82,2,5,11,6,0,49,45,55,0,19,26,82,1,1,2,2,0,0,0,12,33,2,5,3,2,9,1,1,11,3,0,4,4,1,0,3,18,7,1,40,51,0,1,7,0,10,8,17,17,22,17,2,7,4,30,33,26,7,4,20,19,26,18,6,6.111111111111111,8.892300932436772,2,1.224744871391589,11.670588235294117,5.848052657761828,2.741573033707865,1.2750052574547617
NZL,New Zealand,Waikato,2021-01-14,2021-01-03,100,0,0,0,0,8,92,661268.2988962204,78,0,0,100,0,17,83,0,3,97,0,21,79,0,13,87,0,18,82,0,4,96,0,2,98,0,3,97,0,0,100,1,3,96,0,15,85,0,2,98,0,13,87,100,0,0,0,83,0,5,12,97,0,0,3,79,0,3,18,87,0,1,12,82,0,2,16,96,0,1,3,98,0,0,2,97,0,0,3,100,0,0,0,97,0,3,85,0,5,10,98,1,1,87,0,2,11,7,1,3,89,97,1,2,7,0,27,66,73,0,0,27,100,0,0,0,100,0,0,0,100,0,7,1,1,91,51,1,0,48,0,0,8,0,42,28,17,5,9,2,27,47,15,9,4,46,29,12,9,5,41,33,12,9,3,45,35,8,9,5,13,41,32,0,99,0,1,0,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,12,1,33,54,12,1,71,16,12,1,59,28,12,2,56,30,12,2,21,65,12,2,6,80,12,0,55,33,45,0,27,10,9,9,13,0,1,4,28,54,13,0,87,0,14,0,16,70,14,0,2,2,2,4,72,4,14,0,18,16,26,26,16,1,2,17,24,40,100,100,67,0,3,30,29,0,7,64,41,0,5,54,44,0,4,52,79,0,4,17,94,0,4,2,18,0,0,1,4,7,70,18,0,0,2,4,11,65,18,1,11,26,18,26,18,0,1,4,18,59,18,0,3,13,30,36,85,1,9,5,85,2,2,11,85,3,5,7,19,0,48,33,67,0,15,18,85,1,1,1,1,2,1,0,8,37,0,3,2,3,7,1,0,13,4,0,1,1,3,2,3,20,21,0,24,54,0,1,21,0,4,12,10,8,23,17,5,22,0,26,31,21,22,0,7,19,29,17,6,6.216216216216216,6.485604294363252,2.6666666666666665,2.0816659994661326,11.852564102564102,6.151290105609551,2.987012987012987,1.49994303833518
NZL,New Zealand,Wellington,2021-01-14,2021-01-03,100,1,4645.82969514018,1,4645.82969514018,3,96,394527.9255721247,75,2,1,97,1,11,88,1,3,96,2,16,82,1,19,80,2,17,81,2,5,93,2,2,96,2,6,92,2,0,98,2,3,95,2,21,77,2,0,98,2,7,91,99,1,0,0,89,1,2,8,97,1,0,2,84,0,3,13,81,1,1,17,83,1,1,15,95,0,3,2,98,0,0,2,94,1,1,4,100,0,0,0,97,1,2,79,1,1,19,100,0,0,93,0,2,5,4,0,3,93,98,2,0,6,0,26,68,74,0,3,23,97,0,2,1,97,0,2,1,100,0,9,0,0,91,36,1,0,63,0,2,6,0,52,26,14,2,8,1,20,64,7,8,0,47,41,4,8,0,38,49,5,8,0,47,40,5,8,0,15,58,19,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,9,0,39,52,9,0,72,19,9,0,59,32,9,0,66,25,9,0,33,58,9,0,29,62,12,0,65,23,35,0,31,15,7,12,13,1,0,7,31,48,13,2,84,1,15,2,13,70,15,0,2,3,4,6,68,2,15,1,9,15,33,27,15,0,2,15,29,39,100,100,61,0,3,36,29,0,4,67,42,0,4,54,35,0,4,61,67,0,2,31,71,0,7,22,16,0,0,3,5,5,71,16,0,0,4,3,15,62,16,4,8,22,27,23,16,0,3,2,15,64,16,0,2,12,19,51,86,1,8,5,86,1,3,10,86,1,5,8,16,0,54,30,70,1,14,15,88,0,1,1,0,0,0,0,10,34,0,3,7,3,4,0,4,12,2,0,2,7,10,2,4,6,23,1,31,45,0,0,23,0,10,17,9,15,15,8,3,24,2,45,24,5,24,1,11,18,24,15,7,3.8048780487804876,3.8289653445488505,1,0,13.189189189189191,4.93429617935881,3.081081081081081,1.5505788292326736
