ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1.-77,B1_1.1,B1_1.2,B1_2.-77,B1_2.1,B1_2.2,B1_3.-77,B1_3.1,B1_3.2,B1_4.-77,B1_4.1,B1_4.2,B1_5.-77,B1_5.1,B1_5.2,B1_6.-77,B1_6.1,B1_6.2,B1_7.-77,B1_7.1,B1_7.2,B1_8.-77,B1_8.1,B1_8.2,B1_9.-77,B1_9.1,B1_9.2,B1_10.-77,B1_10.1,B1_10.2,B1_11.-77,B1_11.1,B1_11.2,B1_12.-77,B1_12.1,B1_12.2,B1_13.-77,B1_13.1,B1_13.2,B1_14.-77,B1_14.1,B1_14.2,B1b_x1.-99,B1b_x1.-77,B1b_x1.1,B1b_x1.2,B1b_x2.-99,B1b_x2.-77,B1b_x2.1,B1b_x2.2,B1b_x3.-99,B1b_x3.-77,B1b_x3.1,B1b_x3.2,B1b_x4.-99,B1b_x4.-77,B1b_x4.1,B1b_x4.2,B1b_x5.-99,B1b_x5.-77,B1b_x5.1,B1b_x5.2,B1b_x6.-99,B1b_x6.-77,B1b_x6.1,B1b_x6.2,B1b_x7.-99,B1b_x7.-77,B1b_x7.1,B1b_x7.2,B1b_x8.-99,B1b_x8.-77,B1b_x8.1,B1b_x8.2,B1b_x9.-99,B1b_x9.-77,B1b_x9.1,B1b_x9.2,B1b_x10.-99,B1b_x10.1,B1b_x10.2,B1b_x11.-99,B1b_x11.-77,B1b_x11.1,B1b_x11.2,B1b_x12.-99,B1b_x12.-77,B1b_x12.1,B1b_x12.2,B1b_x13.-99,B1b_x13.-77,B1b_x13.1,B1b_x13.2,B1b_x14.-99,B1b_x14.-77,B1b_x14.1,B1b_x14.2,B3.-99,B3.-77,B3.1,B3.2,B5.-99,B5.1,B5.2,B6.-99,B6.-77,B6.1,B6.2,B7.-99,B7.-77,B7.1,B7.2,B8.-99,B8.-77,B8.1,B8.2,B8.3,B9.-99,B9.-77,B9.1,B9.2,B10.-99,B10.-77,B10.1,B10.2,B10.3,B11.-99,B11.-77,B11.1,B11.2,V1.-99,V1.-77,V1.1,V1.2,V1.3,V2.-99,V3.-99,V3.-77,V3.1,V3.2,V3.3,V3.4,V4_1.-99,V4_1.-77,V4_1.1,V4_1.2,V4_1.3,V4_2.-99,V4_2.-77,V4_2.1,V4_2.2,V4_2.3,V4_3.-99,V4_3.-77,V4_3.1,V4_3.2,V4_3.3,V4_4.-99,V4_4.-77,V4_4.1,V4_4.2,V4_4.3,V4_5.-99,V4_5.-77,V4_5.1,V4_5.2,V4_5.3,V9.-99,B12_1.-99,B12_1.-77,B12_1.1,B12_1.2,B12_2.-99,B12_2.-77,B12_2.1,B12_2.2,B12_3.-99,B12_3.-77,B12_3.1,B12_3.2,B12_4.-99,B12_4.-77,B12_4.1,B12_4.2,B12_5.-99,B12_5.-77,B12_5.1,B12_5.2,B12_6.-99,B12_6.-77,B12_6.1,B12_6.2,B13_1.-99,B13_1.-77,B13_1.1,B13_1.2,B13_2.-99,B13_2.-77,B13_2.1,B13_2.2,B13_3.-99,B13_3.-77,B13_3.1,B13_3.2,B13_4.-99,B13_4.-77,B13_4.1,B13_4.2,B13_5.-99,B13_5.-77,B13_5.1,B13_5.2,B13_6.-99,B13_6.-77,B13_6.1,B13_6.2,B13_7.-99,B13_7.-77,B13_7.1,B13_7.2,B14_1.-99,B14_1.-77,B14_1.1,B14_1.2,B14_2.-99,B14_2.-77,B14_2.1,B14_2.2,B14_3.-99,B14_3.-77,B14_3.1,B14_3.2,B14_4.-99,B14_4.-77,B14_4.1,B14_4.2,B14_5.-99,B14_5.-77,B14_5.1,B14_5.2,C0_1.-99,C0_1.-77,C0_1.1,C0_1.2,C0_2.-99,C0_2.-77,C0_2.1,C0_2.2,C0_3.-99,C0_3.-77,C0_3.1,C0_3.2,C0_4.-99,C0_4.-77,C0_4.1,C0_4.2,C0_5.-99,C0_5.-77,C0_5.1,C0_5.2,C0_6.-99,C0_6.-77,C0_6.1,C0_6.2,C1_m.-99,C1_m.-77,C1_m.1,C1_m.2,C2.-99,C2.-77,C2.1,C2.2,C2.3,C2.4,C7.-99,C7.-77,C7.1,C7.2,C7.3,C7.4,C8.-99,C8.-77,C8.1,C8.2,C3.-99,C3.-77,C3.1,C3.2,C5.-99,C5.-77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6.-99,C6.-77,C6.1,C6.2,C6.3,C6.4,C14.-99,C14.-77,C14.1,C14.2,C14.3,C14.4,C9.-99,C9.-77,C9.1,C9.2,C9.3,C12.-99,C12.-77,C12.1,C12.2,C12.3,C13_1.-99,C13_1.-77,C13_1.1,C13_1.2,C13_2.-99,C13_2.-77,C13_2.1,C13_2.2,C13_3.-99,C13_3.-77,C13_3.1,C13_3.2,C13_4.-99,C13_4.-77,C13_4.1,C13_4.2,C13_5.-99,C13_5.-77,C13_5.1,C13_5.2,C13_6.-99,C13_6.-77,C13_6.1,C13_6.2,D1.-99,D1.-77,D1.1,D1.2,D1.3,D1.4,D1.5,D2.-99,D2.-77,D2.1,D2.2,D2.3,D2.4,D2.5,D3.-99,D3.-77,D3.1,D3.2,D3.3,D3.4,D4.-99,D4.-77,D4.1,D4.2,D4.3,D4.4,D5.-99,D5.-77,D5.1,D5.2,D5.3,D5.4,D6_1.-99,D6_1.-77,D6_1.1,D6_1.2,D6_2.-99,D6_2.-77,D6_2.1,D6_2.2,D6_3.-99,D6_3.-77,D6_3.1,D6_3.2,D7.-99,D7.-77,D7.1,D7.2,D8.-99,D8.-77,D8.1,D8.2,D9.-99,D9.-77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10.-99,D10.-77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3.-99,E3.-77,E3.1,E3.2,E3.3,E3.4,E4.-99,E4.-77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2.-99,E2.-77,E2.1,E2.2,E2.3,E7.-99,E7.-77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
GRC,Greece,Kentriki Makedonia,2021-01-13,2021-01-13,152,0,0,0,0,18,150,1256810.1292611773,137,1,0,151,1,6,145,1,2,149,1,15,136,1,8,143,0,11,141,1,4,147,1,1,150,0,0,152,0,0,152,1,1,150,1,19,132,1,2,149,1,18,133,152,0,0,0,146,0,2,4,150,0,0,2,137,0,4,11,144,0,2,6,141,0,3,8,148,0,3,1,151,0,0,1,152,0,0,0,152,0,0,151,0,1,0,133,0,2,17,150,0,1,1,134,0,12,6,2,0,10,140,142,0,10,3,3,58,88,94,0,19,39,133,0,0,19,0,133,0,4,15,148,0,0,4,0,25,2,7,118,4,1,3,144,0,0,8,1,74,37,24,8,9,10,39,65,29,9,11,73,47,12,9,7,75,39,22,9,7,50,45,41,9,13,19,49,62,0,146,4,0,2,146,3,1,2,146,2,3,1,146,3,1,2,146,4,0,2,146,4,0,2,152,0,0,0,152,0,0,0,152,0,0,0,152,0,0,0,152,0,0,0,152,0,0,0,152,0,0,0,152,0,0,0,152,0,0,0,152,0,0,0,152,0,0,0,152,0,0,0,6,2,45,99,6,0,110,36,6,1,2,143,6,1,62,83,6,1,2,143,6,1,11,134,7,0,59,86,93,0,37,10,6,6,7,0,0,10,48,87,7,0,145,0,8,2,13,129,8,1,130,5,1,0,0,7,8,0,56,33,31,24,8,3,60,69,10,2,8,0,59,85,0,9,1,34,106,2,107,0,39,6,42,0,109,1,150,0,2,0,90,0,46,16,150,0,1,1,141,0,11,0,10,0,2,6,20,35,79,10,0,1,8,27,42,64,11,2,80,45,9,5,11,0,2,13,27,99,11,0,31,34,44,32,87,5,57,3,87,28,11,26,87,24,29,12,11,0,56,85,67,0,25,60,127,1,6,0,2,5,1,2,8,71,0,2,7,1,8,1,5,10,6,0,4,9,7,10,2,9,14,3,63,70,1,1,14,0,8,15,28,41,28,16,2,15,2,96,17,22,15,1,27,51,46,10,2,6.043478260869565,7.854104437919013,2.142857142857143,1.0690449676496976,14.251908396946565,4.9665705726469644,2.6090225563909772,1.3862669867591393
GRC,Greece,Kriti,2021-01-13,2021-01-03,100,0,0,0,0,10,98,839702.0875788481,80,1,0,99,1,7,92,1,2,97,1,14,85,1,9,90,1,17,82,1,2,97,1,1,98,1,1,98,1,0,99,1,9,90,1,13,86,1,2,97,1,11,88,100,0,0,0,93,0,1,6,98,0,0,2,86,1,3,10,91,0,2,7,83,1,4,12,98,0,0,2,99,0,0,1,99,0,0,1,100,0,0,91,0,5,4,87,0,4,9,98,0,1,1,89,1,7,3,2,0,4,94,96,0,4,2,1,21,76,79,0,10,11,90,0,0,10,0,90,0,2,8,98,0,1,1,0,14,1,11,74,56,0,2,42,0,0,6,0,37,36,12,9,9,9,30,36,16,9,8,46,27,10,9,6,46,26,13,9,9,31,26,25,9,13,12,24,42,0,90,3,3,4,90,5,2,3,90,5,3,2,90,4,2,4,90,4,4,2,90,5,0,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,8,0,21,71,8,0,74,18,8,0,6,86,8,0,53,39,8,0,8,84,8,0,2,90,11,0,46,43,54,0,35,8,0,3,12,1,0,7,28,52,12,1,87,0,12,2,7,79,12,0,76,10,0,1,0,1,12,0,24,25,28,11,12,0,19,50,16,3,12,0,32,54,2,13,4,19,62,2,79,1,18,2,26,1,71,2,94,0,5,1,47,0,38,15,92,0,4,4,98,0,2,0,14,0,2,5,9,17,53,14,0,3,1,16,17,49,16,1,29,37,14,3,16,0,7,2,17,58,16,0,17,32,20,15,51,3,39,7,51,21,4,24,51,12,22,15,16,0,29,55,45,1,24,30,76,0,11,0,2,5,1,1,4,47,1,3,4,3,6,1,1,5,4,0,0,4,3,11,0,7,16,2,43,38,0,1,16,0,6,8,15,27,21,6,1,19,3,51,8,19,19,2,20,20,29,8,2,6.742857142857144,10.259408471489667,2.5,1.7320508075688772,15.067901234567902,4.236561906797003,2.6025641025641026,1.3420254472372353
GRC,Greece,Peloponnisos,2021-01-13,2021-01-01,100,0,0,0,0,10,94,1202994.3687896333,82,1,0,99,2,6,92,2,1,97,2,5,93,2,5,93,2,6,92,1,2,97,2,3,95,2,1,97,2,0,98,1,3,96,2,11,87,1,2,97,1,9,90,100,0,0,0,94,1,0,5,99,0,1,0,95,0,1,4,95,0,2,3,94,0,3,3,98,0,0,2,97,0,1,2,99,0,0,1,100,0,0,97,0,2,1,89,0,1,10,98,0,0,2,91,0,4,5,6,0,3,91,97,1,2,8,2,30,60,70,0,16,14,84,0,0,16,0,84,0,4,12,96,0,3,1,0,27,0,6,67,61,0,0,39,0,0,10,0,32,35,13,10,11,3,22,41,23,11,4,41,28,16,11,4,45,24,16,11,6,22,28,33,11,6,11,28,44,0,94,2,1,3,94,2,1,3,94,2,1,3,94,1,2,3,94,1,4,1,94,2,0,4,87,0,0,13,87,0,0,13,87,0,1,12,87,0,0,13,87,0,1,12,87,0,1,12,87,0,0,13,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,13,0,17,70,13,0,60,27,13,1,3,83,13,0,54,33,13,0,2,85,13,0,1,86,14,0,38,48,62,0,28,7,2,1,14,0,0,15,30,41,14,0,86,0,14,1,6,79,14,0,68,12,2,0,0,4,14,0,28,23,23,12,14,0,27,39,14,6,14,0,27,58,1,15,1,18,64,2,83,0,14,3,41,1,57,1,97,0,3,0,47,1,29,23,98,0,2,0,99,1,0,0,15,0,0,6,12,11,56,15,0,1,3,15,20,46,15,1,33,34,9,8,15,1,2,9,20,53,15,1,22,28,16,18,50,4,43,3,50,21,8,21,50,14,18,18,15,1,33,51,49,0,19,32,81,0,5,0,0,5,0,1,8,49,0,8,2,6,3,0,6,0,0,0,3,9,0,3,3,8,16,0,43,40,1,0,16,0,9,6,20,28,13,7,1,16,2,37,24,21,16,1,13,39,25,3,3,5.24,8.058535847162311,3.3333333333333335,2.0816659994661326,14.5375,4.0282035761158985,2.317073170731707,1.368770276070466
GRC,Greece,Thessalia,2021-01-13,2021-01-01,100,0,0,0,0,16,99,1066541.2640172509,89,1,0,99,0,3,97,1,0,99,0,8,92,1,8,91,1,11,88,0,3,97,0,1,99,1,3,96,0,1,99,0,5,95,1,14,85,1,0,99,1,5,94,100,0,0,0,97,0,1,2,100,0,0,0,92,0,2,6,92,0,5,3,89,1,0,10,97,0,1,2,99,0,0,1,97,0,1,2,99,1,0,95,1,1,3,86,1,3,10,100,0,0,0,95,0,1,4,1,0,7,92,93,3,4,1,0,47,52,53,0,22,25,78,0,1,21,0,78,0,6,16,94,0,2,4,0,23,0,4,73,68,0,2,30,0,0,5,1,41,31,15,7,6,2,29,39,24,6,5,45,32,12,6,2,54,25,13,6,5,26,33,30,6,5,8,33,48,0,96,1,0,3,96,0,2,2,96,1,1,2,96,1,1,2,96,1,1,2,96,1,2,1,96,0,0,4,96,0,0,4,96,0,0,4,96,0,0,4,96,0,0,4,96,0,0,4,96,0,0,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,4,1,19,76,4,1,74,21,4,1,5,90,4,0,48,48,4,1,5,90,4,1,4,91,4,0,42,54,58,0,30,6,4,2,4,0,0,4,25,67,4,0,96,0,4,0,10,86,4,0,84,6,0,1,0,5,4,0,41,20,19,16,4,0,39,43,11,3,4,0,36,60,0,6,1,26,67,0,81,0,18,1,26,1,73,0,95,0,4,1,52,0,41,7,95,0,4,1,96,0,4,0,6,1,1,3,11,24,54,6,1,3,3,14,30,43,7,0,50,31,6,6,7,0,4,9,23,57,7,0,26,26,22,19,48,4,43,5,48,17,10,25,48,15,28,9,7,0,50,43,57,0,21,22,81,1,5,0,1,4,1,0,7,32,1,5,3,1,6,0,3,8,7,0,2,3,12,5,2,10,10,3,48,39,0,0,10,1,4,13,19,37,12,3,1,10,1,73,6,10,10,1,10,44,27,7,1,6.862068965517241,8.814452976832321,2.5,1.51657508881031,14.91764705882353,4.389413033505902,2.7176470588235295,1.4606893733364912
GRC,Greece,Anatoliki Makedonia Thraki,2021-01-14,2021-01-01,100,0,0,0,0,12,98,945146.5062367304,83,0,0,100,0,3,97,0,2,98,0,12,88,0,3,97,0,8,92,0,3,97,0,1,99,0,1,99,0,0,100,0,2,98,0,13,87,0,0,100,0,11,89,100,0,0,0,97,0,1,2,98,0,0,2,88,0,1,11,97,0,0,3,92,0,1,7,97,0,0,3,99,0,0,1,99,0,1,0,100,0,0,98,0,0,2,87,0,1,12,100,0,0,0,89,0,7,4,2,0,7,91,93,1,6,2,1,40,57,60,0,18,22,82,0,1,17,0,82,0,6,12,94,0,2,3,1,21,2,5,72,57,1,2,40,0,0,5,1,36,28,17,13,7,12,21,36,24,7,13,34,28,18,7,5,44,21,23,7,12,28,27,26,7,14,10,28,41,0,95,3,0,2,95,2,1,2,95,2,1,2,95,2,3,0,95,3,1,1,95,2,1,2,93,0,0,7,93,0,0,7,93,0,0,7,93,0,1,6,93,0,1,6,93,0,2,5,93,0,0,7,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,5,2,18,75,5,0,68,27,5,1,3,91,5,0,42,53,5,1,3,91,5,1,4,90,6,0,39,55,61,0,30,6,1,2,9,0,0,7,37,47,9,1,90,0,9,0,14,77,9,0,78,7,0,0,0,6,9,0,33,28,14,16,9,1,30,40,13,7,9,0,36,54,1,10,0,27,60,3,82,0,16,2,33,0,66,1,97,0,2,1,59,0,33,8,97,0,3,0,96,0,4,0,11,2,1,6,19,21,40,11,0,0,6,20,29,34,12,0,38,36,11,3,12,0,3,11,21,53,12,0,16,30,20,22,54,4,39,3,54,18,9,19,54,11,16,19,12,0,30,58,42,0,22,36,78,1,6,0,2,5,1,0,7,48,0,6,3,0,5,2,4,10,0,0,1,3,3,5,2,8,12,5,53,29,0,1,12,1,8,12,18,25,14,9,1,17,4,46,15,18,17,1,12,29,33,4,4,8.566666666666666,9.489316436750416,2,0.7071067811865476,14.621951219512194,5.1893534027209816,2.6,1.404625563263382
GRC,Greece,Attiki,2021-01-14,2021-01-13,100,0,0,0,0,11,99,1061115.7997940115,84,0,1,99,0,2,98,0,1,99,0,11,89,0,9,91,0,11,89,0,4,96,0,3,97,0,0,100,0,0,100,0,6,94,0,14,86,0,0,100,0,15,85,99,0,1,0,98,0,1,1,99,0,0,1,89,0,1,10,91,0,1,8,89,0,2,9,96,0,1,3,97,0,2,1,100,0,0,0,100,0,0,94,0,2,4,86,0,3,11,100,0,0,0,85,0,5,10,1,0,6,93,95,1,4,2,1,47,50,53,1,13,33,87,0,0,12,1,87,0,4,9,96,0,1,3,0,17,0,6,77,2,0,4,93,1,1,7,0,34,34,14,11,9,4,22,45,20,9,2,43,32,14,9,4,46,27,14,9,1,26,40,24,9,4,8,28,51,1,94,1,0,5,94,0,2,4,94,1,2,3,94,1,3,2,94,0,2,4,94,1,2,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,6,1,31,62,6,0,74,20,6,1,6,87,6,0,49,45,6,0,2,92,6,0,10,84,7,0,49,44,51,1,35,10,2,1,8,0,0,6,31,55,8,0,92,0,9,0,14,77,9,0,77,9,1,0,0,4,9,0,26,22,27,16,9,0,28,50,12,1,9,0,34,54,3,9,0,30,58,3,70,0,30,0,26,0,72,2,94,0,6,0,52,0,33,15,98,0,1,1,90,0,8,2,9,0,0,3,10,27,51,9,0,0,5,14,29,43,10,0,41,32,11,6,10,0,5,4,20,61,10,0,18,32,24,16,50,1,42,7,50,19,9,22,50,16,17,17,10,0,42,48,52,0,15,33,86,1,5,0,1,1,0,0,6,44,0,1,4,1,8,2,6,9,3,0,1,9,2,0,0,10,11,2,42,44,0,1,11,0,4,17,21,24,15,8,0,15,1,75,8,1,15,1,12,30,32,7,3,5.2682926829268295,7.04636214739174,2.25,0.9574271077563381,15.347058823529414,4.319132084202139,2.8518518518518516,1.3239251405490333
GRC,Greece,Kentriki Makedonia,2021-01-14,2021-01-13,100,0,0,0,0,15,98,872258.2110549894,84,1,0,99,1,5,94,1,1,98,1,12,87,1,6,93,0,7,93,1,4,95,1,1,98,0,0,100,0,0,100,1,1,98,1,13,86,1,1,98,1,8,91,100,0,0,0,95,0,2,3,99,0,0,1,88,0,3,9,94,0,1,5,93,0,1,6,96,0,3,1,99,0,0,1,100,0,0,0,100,0,0,99,0,1,0,87,0,1,12,99,0,1,0,92,0,5,3,2,0,8,90,92,0,8,3,1,41,55,59,0,14,27,86,0,0,14,0,86,0,3,11,97,0,0,3,0,18,2,5,75,4,1,2,93,0,1,7,1,45,26,16,5,8,5,23,41,23,8,4,50,32,6,8,4,49,24,15,8,3,34,29,26,8,6,13,30,43,1,96,3,0,1,96,2,1,1,96,2,1,1,96,2,1,1,96,3,0,1,96,3,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,7,3,34,56,7,0,68,25,7,2,1,90,7,2,42,49,7,2,2,89,7,2,9,82,8,0,41,51,59,0,23,9,5,4,8,1,1,7,30,53,8,0,92,0,9,2,11,78,9,1,81,2,1,1,0,5,9,0,36,19,18,18,9,2,41,38,8,2,9,0,39,52,0,10,1,21,67,1,66,0,28,6,32,0,66,2,99,0,1,0,58,0,32,10,98,0,1,1,91,0,9,0,11,0,0,3,11,20,55,11,0,1,5,19,22,42,12,2,48,26,6,6,12,0,1,7,17,63,12,0,15,21,26,26,64,2,34,0,64,17,5,14,64,13,18,5,12,0,43,45,55,0,10,35,90,1,2,0,2,1,1,0,3,47,0,1,4,1,6,1,3,8,6,0,2,5,6,5,1,4,15,2,34,47,1,1,15,0,6,8,17,25,21,7,1,16,2,60,10,12,16,1,19,31,28,4,1,3.2692307692307696,3.8632389758614964,2.1666666666666665,1.1690451944500122,13.900000000000002,5.184201902616121,2.740740740740741,1.5064675384635555
GRC,Greece,Kriti,2021-01-14,2021-01-03,100,0,0,0,0,10,98,828999.307733937,80,1,0,99,1,7,92,1,2,97,1,14,85,1,8,91,1,17,82,1,1,98,1,1,98,1,1,98,1,0,99,1,9,90,1,13,86,1,2,97,1,11,88,100,0,0,0,93,0,1,6,98,0,0,2,86,1,3,10,92,0,1,7,83,1,4,12,99,0,0,1,99,0,0,1,99,0,0,1,100,0,0,91,0,5,4,87,0,4,9,98,0,1,1,89,1,7,3,2,0,4,94,96,0,4,2,1,22,75,78,0,11,11,89,0,0,11,0,89,0,2,9,98,0,1,1,0,15,1,11,73,55,0,2,43,0,1,6,0,38,35,12,9,9,10,30,35,16,9,9,45,27,10,9,6,46,26,13,9,10,30,26,25,9,14,11,24,42,1,90,3,3,4,90,5,2,3,90,5,3,2,90,4,2,4,90,4,4,2,90,5,0,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,8,0,22,70,8,0,73,19,8,0,6,86,8,0,53,39,8,0,8,84,8,0,2,90,11,0,46,43,54,0,34,8,1,3,12,1,0,7,27,53,12,1,87,0,12,1,8,79,12,0,76,10,0,1,0,1,12,0,24,25,27,12,12,0,19,50,16,3,12,0,32,54,2,13,4,19,62,2,78,1,19,2,27,1,70,2,94,0,5,1,47,0,38,15,92,0,4,4,98,0,2,0,14,0,2,5,9,16,54,14,0,3,1,16,16,50,16,1,28,37,15,3,16,0,7,2,17,58,16,0,17,32,19,16,51,3,39,7,51,21,4,24,51,12,22,15,16,0,30,54,46,1,24,29,76,0,11,0,2,5,1,1,4,46,1,3,4,3,6,1,1,6,4,0,0,4,3,11,0,7,16,2,44,37,0,1,16,0,5,8,15,28,21,6,1,19,2,51,9,19,19,2,20,19,29,8,3,6.882352941176471,10.379947760370541,2.5,1.7320508075688772,15.154320987654321,4.265150917104694,2.632911392405063,1.3604035523995701
GRC,Greece,Peloponnisos,2021-01-14,2021-01-01,100,0,0,0,0,10,94,1203259.2790246299,81,1,0,99,2,5,93,2,1,97,2,5,93,2,5,93,2,6,92,1,1,98,2,3,95,2,2,96,2,0,98,1,3,96,2,11,87,1,2,97,1,9,90,100,0,0,0,95,1,0,4,99,0,1,0,95,0,1,4,95,0,2,3,94,0,3,3,99,0,0,1,97,0,1,2,98,0,1,1,100,0,0,97,0,2,1,89,0,1,10,98,0,0,2,91,0,4,5,6,0,3,91,97,1,2,8,2,30,60,70,0,16,14,84,0,0,16,0,84,0,4,12,96,0,3,1,0,27,0,6,67,58,0,0,42,0,0,10,0,34,34,12,10,11,3,24,40,22,11,4,42,28,15,11,4,44,26,15,11,6,22,29,32,11,6,11,29,43,0,94,2,1,3,94,2,1,3,94,2,1,3,94,1,2,3,94,1,4,1,94,2,0,4,90,0,0,10,90,0,0,10,90,0,1,9,90,0,0,10,90,0,1,9,90,0,1,9,90,0,0,10,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,13,0,18,69,13,0,62,25,13,1,4,82,13,0,54,33,13,0,2,85,13,0,1,86,14,0,37,49,63,0,27,7,2,1,14,0,0,15,31,40,14,0,86,0,14,1,6,79,14,0,66,14,2,0,0,4,14,0,29,21,24,12,14,0,26,41,13,6,14,0,29,56,1,15,1,20,63,1,82,1,14,3,39,2,58,1,96,0,4,0,47,2,29,22,98,0,2,0,99,1,0,0,16,0,0,5,12,10,57,16,0,1,3,14,19,47,16,1,32,35,8,8,16,1,2,8,21,52,16,1,22,27,15,19,51,4,42,3,51,22,8,19,51,14,18,17,16,1,34,49,51,0,18,31,82,0,5,0,0,4,0,1,8,50,0,8,2,5,3,0,5,0,0,0,4,9,0,3,3,8,18,0,42,39,1,0,18,0,8,6,20,27,13,7,1,18,2,35,24,21,18,1,14,39,22,3,3,5.16,8.09155938823496,3.3333333333333335,2.0816659994661326,14.512820512820513,4.069983853133642,2.2875,1.3705191661593523
GRC,Greece,Thessalia,2021-01-14,2021-01-01,100,0,0,0,0,16,99,1066541.2640172509,89,1,0,99,0,3,97,1,0,99,0,8,92,1,8,91,1,11,88,0,3,97,0,1,99,1,3,96,0,1,99,0,5,95,1,14,85,1,0,99,1,5,94,100,0,0,0,97,0,1,2,100,0,0,0,92,0,2,6,92,0,5,3,89,1,0,10,97,0,1,2,99,0,0,1,97,0,1,2,99,1,0,95,1,1,3,86,1,3,10,100,0,0,0,95,0,1,4,1,0,7,92,93,3,4,1,0,47,52,53,0,22,25,78,0,1,21,0,78,0,6,16,94,0,2,4,0,23,0,4,73,68,0,2,30,0,0,5,1,41,31,15,7,6,2,29,39,24,6,5,45,32,12,6,2,54,25,13,6,5,26,33,30,6,5,8,33,48,0,96,1,0,3,96,0,2,2,96,1,1,2,96,1,1,2,96,1,1,2,96,1,2,1,96,0,0,4,96,0,0,4,96,0,0,4,96,0,0,4,96,0,0,4,96,0,0,4,96,0,0,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,4,1,19,76,4,1,74,21,4,1,5,90,4,0,48,48,4,1,5,90,4,1,4,91,4,0,42,54,58,0,30,6,4,2,4,0,0,4,25,67,4,0,96,0,4,0,10,86,4,0,84,6,0,1,0,5,4,0,41,20,19,16,4,0,39,43,11,3,4,0,36,60,0,6,1,26,67,0,81,0,18,1,26,1,73,0,95,0,4,1,52,0,41,7,95,0,4,1,96,0,4,0,6,1,1,3,11,24,54,6,1,3,3,14,30,43,7,0,50,31,6,6,7,0,4,9,23,57,7,0,26,26,22,19,48,4,43,5,48,17,10,25,48,15,28,9,7,0,50,43,57,0,21,22,81,1,5,0,1,4,1,0,7,32,1,5,3,1,6,0,3,8,7,0,2,3,12,5,2,10,10,3,48,39,0,0,10,1,4,13,19,37,12,3,1,10,1,73,6,10,10,1,10,44,27,7,1,6.862068965517241,8.814452976832321,2.5,1.51657508881031,14.91764705882353,4.389413033505902,2.7176470588235295,1.4606893733364912
