"Date","CountryName","RegionName","C1_School closing","C2_Workplace closing","C3_Cancel public events","C4_Restrictions on gatherings","C5_Close public transport","C6_Stay at home requirements","C7_Restrictions on internal movement","C8_International travel controls","H1_Public information campaigns","H2_Testing policy","H3_Contact tracing","H6_Facial Coverings","PrescriptionIndex"
2021-03-10,"Afghanistan","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-11,"Afghanistan","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-12,"Afghanistan","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-13,"Afghanistan","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-14,"Afghanistan","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-15,"Afghanistan","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-16,"Afghanistan","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-17,"Afghanistan","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-18,"Afghanistan","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-19,"Afghanistan","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-20,"Afghanistan","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-21,"Afghanistan","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-22,"Afghanistan","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-23,"Afghanistan","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-24,"Afghanistan","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-25,"Afghanistan","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-26,"Afghanistan","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-27,"Afghanistan","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-28,"Afghanistan","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-29,"Afghanistan","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-30,"Afghanistan","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-31,"Afghanistan","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-04-01,"Afghanistan","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-02,"Afghanistan","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-03,"Afghanistan","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-04,"Afghanistan","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-05,"Afghanistan","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-06,"Afghanistan","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-07,"Afghanistan","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-08,"Afghanistan","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-09,"Afghanistan","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-10,"Afghanistan","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-11,"Afghanistan","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-12,"Afghanistan","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-13,"Afghanistan","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-14,"Afghanistan","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-15,"Afghanistan","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-16,"Afghanistan","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-17,"Afghanistan","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-18,"Afghanistan","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-19,"Afghanistan","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-20,"Afghanistan","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-21,"Afghanistan","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-22,"Afghanistan","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-23,"Afghanistan","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-24,"Afghanistan","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-25,"Afghanistan","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-26,"Afghanistan","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-27,"Afghanistan","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-28,"Afghanistan","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-29,"Afghanistan","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-30,"Afghanistan","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-05-01,"Afghanistan","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-05-02,"Afghanistan","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-05-03,"Afghanistan","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-05-04,"Afghanistan","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-05-05,"Afghanistan","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-05-06,"Afghanistan","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-05-07,"Afghanistan","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-05-08,"Afghanistan","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-05-09,"Afghanistan","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-05-10,"Afghanistan","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-05-11,"Afghanistan","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-05-12,"Afghanistan","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-05-13,"Afghanistan","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-05-14,"Afghanistan","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-05-15,"Afghanistan","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-02-15,"Albania","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-02-16,"Albania","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-02-17,"Albania","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-02-18,"Albania","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-02-19,"Albania","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-02-20,"Albania","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-02-21,"Albania","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-02-22,"Albania","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-02-23,"Albania","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-02-24,"Albania","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-02-25,"Albania","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-02-26,"Albania","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-02-27,"Albania","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-02-28,"Albania","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-01,"Albania","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-02,"Albania","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-03,"Albania","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-04,"Albania","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-05,"Albania","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-06,"Albania","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-07,"Albania","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-08,"Albania","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-09,"Albania","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-10,"Albania","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-11,"Albania","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-12,"Albania","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-13,"Albania","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-14,"Albania","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-15,"Albania","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-16,"Albania","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-17,"Albania","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-18,"Albania","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-19,"Albania","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-20,"Albania","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-21,"Albania","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-22,"Albania","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-23,"Albania","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-24,"Albania","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-25,"Albania","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-26,"Albania","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-27,"Albania","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-28,"Albania","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-29,"Albania","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-30,"Albania","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-31,"Albania","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-04-01,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-02,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-03,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-04,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-05,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-06,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-07,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-08,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-09,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-10,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-11,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-12,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-13,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-14,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-15,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-16,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-17,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-18,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-19,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-20,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-21,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-22,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-23,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-24,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-25,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-26,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-27,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-28,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-29,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-30,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-05-01,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-05-02,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-05-03,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-05-04,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-05-05,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-05-06,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-05-07,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-05-08,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-05-09,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-05-10,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-05-11,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-05-12,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-05-13,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-05-14,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-05-15,"Albania","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-02-15,"Algeria","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-02-16,"Algeria","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-02-17,"Algeria","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-02-18,"Algeria","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-02-19,"Algeria","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-02-20,"Algeria","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-02-21,"Algeria","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-02-22,"Algeria","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-02-23,"Algeria","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-02-24,"Algeria","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-02-25,"Algeria","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-02-26,"Algeria","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-02-27,"Algeria","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-02-28,"Algeria","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-01,"Algeria","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-02,"Algeria","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-03,"Algeria","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-04,"Algeria","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-05,"Algeria","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-06,"Algeria","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-07,"Algeria","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-08,"Algeria","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-09,"Algeria","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-10,"Algeria","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-11,"Algeria","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-12,"Algeria","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-13,"Algeria","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-14,"Algeria","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-15,"Algeria","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-16,"Algeria","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-17,"Algeria","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-18,"Algeria","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-19,"Algeria","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-20,"Algeria","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-21,"Algeria","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-22,"Algeria","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-23,"Algeria","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-24,"Algeria","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-25,"Algeria","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-26,"Algeria","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-27,"Algeria","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-28,"Algeria","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-29,"Algeria","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-30,"Algeria","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-31,"Algeria","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-04-01,"Algeria","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-02,"Algeria","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-03,"Algeria","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-04,"Algeria","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-05,"Algeria","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-06,"Algeria","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-07,"Algeria","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-08,"Algeria","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-09,"Algeria","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-10,"Algeria","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-11,"Algeria","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-12,"Algeria","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-13,"Algeria","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-14,"Algeria","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-15,"Algeria","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-16,"Algeria","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-17,"Algeria","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-18,"Algeria","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-19,"Algeria","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-20,"Algeria","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-21,"Algeria","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-22,"Algeria","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-23,"Algeria","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-24,"Algeria","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-25,"Algeria","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-26,"Algeria","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-27,"Algeria","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-28,"Algeria","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-29,"Algeria","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-30,"Algeria","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-05-01,"Algeria","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-05-02,"Algeria","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-05-03,"Algeria","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-05-04,"Algeria","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-05-05,"Algeria","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-05-06,"Algeria","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-05-07,"Algeria","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-05-08,"Algeria","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-05-09,"Algeria","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-05-10,"Algeria","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-05-11,"Algeria","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-05-12,"Algeria","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-05-13,"Algeria","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-05-14,"Algeria","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-05-15,"Algeria","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-02-15,"Andorra","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-02-16,"Andorra","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-02-17,"Andorra","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-02-18,"Andorra","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-02-19,"Andorra","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-02-20,"Andorra","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-02-21,"Andorra","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-02-22,"Andorra","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-02-23,"Andorra","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-02-24,"Andorra","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-02-25,"Andorra","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-02-26,"Andorra","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-02-27,"Andorra","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-02-28,"Andorra","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-01,"Andorra","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-02,"Andorra","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-03,"Andorra","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-04,"Andorra","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-05,"Andorra","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-06,"Andorra","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-07,"Andorra","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-08,"Andorra","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-09,"Andorra","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-10,"Andorra","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-11,"Andorra","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-12,"Andorra","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-13,"Andorra","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-14,"Andorra","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-15,"Andorra","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-16,"Andorra","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-17,"Andorra","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-18,"Andorra","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-19,"Andorra","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-20,"Andorra","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-21,"Andorra","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-22,"Andorra","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-23,"Andorra","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-24,"Andorra","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-25,"Andorra","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-26,"Andorra","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-27,"Andorra","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-28,"Andorra","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-29,"Andorra","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-30,"Andorra","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-03-31,"Andorra","",3,3,2,4,2,3,2,4,2,3,2,4,3
2021-04-01,"Andorra","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-02,"Andorra","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-03,"Andorra","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-04,"Andorra","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-05,"Andorra","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-06,"Andorra","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-07,"Andorra","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-08,"Andorra","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-09,"Andorra","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-10,"Andorra","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-11,"Andorra","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-12,"Andorra","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-13,"Andorra","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-14,"Andorra","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-15,"Andorra","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-16,"Andorra","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-17,"Andorra","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-18,"Andorra","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-19,"Andorra","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-20,"Andorra","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-21,"Andorra","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-22,"Andorra","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-23,"Andorra","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-24,"Andorra","",0,0,0,0,0,0,0,0,0,0,0,0,3
2021-04-25,"Andorra","",0,0,0,0,0,0,0,0,0,0,0,0,3
