ISO2,ISO_3,country_agg,date,weight,Finished,B2,B4,E5,E6,pos_RF,count,symptomatic,infected,not_infected,vaccinated,unvaccinated,vac1dose,vac2doses,cli,cli_weight,cli_vaccinated,cli_unvaccinated,cli_vac1dose,cli_vac2doses,cliWHO,cliWHO_weight,cli_local,count_local,reach,stringent_cli,stringent_cli_vaccinated,stringent_cli_unvaccinated,stringent_cli_vac1dose,stringent_cli_vac2doses,classic_cli,classic_cli_vaccinated,classic_cli_unvaccinated,classic_cli_vac1dose,classic_cli_vac2doses,broad_cli,broad_cli_vaccinated,broad_cli_unvaccinated,broad_cli_vac1dose,broad_cli_vac2doses,test_recent,tested_vaccinated,tested_unvaccinated,tested_vac1dose,tested_vac2doses,positive_recent,positive_vaccinated,positive_unvaccinated,positive_vac1dose,positive_vac2doses,positive_symptomatic,pos_RF_vaccinated,pos_RF_unvaccinated,pos_RF_vac1dose,pos_RF_vac2doses,pos_RF_symptomatic,positive_Fever_B1_1,positive_Cough_B1_2,positive_Difficulty_breathing_B1_3,positive_Fatigue_B1_4,positive_Stuffy_or_runny_nose_B1_5,positive_Aches_or_muscle_pain_B1_6,positive_Sore_throat_B1_7,positive_Chest_pain_B1_8,positive_Nausea_B1_9,positive_Loss_of_smell_or_taste_B1_10,positive_Headache_B1_12,positive_Chills_B1_13,pos_vaccinated_Fever_B1_1,pos_vaccinated_Cough_B1_2,pos_vaccinated_Difficulty_breathing_B1_3,pos_vaccinated_Fatigue_B1_4,pos_vaccinated_Stuffy_or_runny_nose_B1_5,pos_vaccinated_Aches_or_muscle_pain_B1_6,pos_vaccinated_Sore_throat_B1_7,pos_vaccinated_Chest_pain_B1_8,pos_vaccinated_Nausea_B1_9,pos_vaccinated_Loss_of_smell_or_taste_B1_10,pos_vaccinated_Headache_B1_12,pos_vaccinated_Chills_B1_13,pos_RF_Fever_B1_1,pos_RF_Cough_B1_2,pos_RF_Difficulty_breathing_B1_3,pos_RF_Fatigue_B1_4,pos_RF_Stuffy_or_runny_nose_B1_5,pos_RF_Aches_or_muscle_pain_B1_6,pos_RF_Sore_throat_B1_7,pos_RF_Chest_pain_B1_8,pos_RF_Nausea_B1_9,pos_RF_Loss_of_smell_or_taste_B1_10,pos_RF_Headache_B1_12,pos_RF_Chills_B1_13,pos_RF_vaccinated_Fever_B1_1,pos_RF_vaccinated_Cough_B1_2,pos_RF_vaccinated_Difficulty_breathing_B1_3,pos_RF_vaccinated_Fatigue_B1_4,pos_RF_vaccinated_Stuffy_or_runny_nose_B1_5,pos_RF_vaccinated_Aches_or_muscle_pain_B1_6,pos_RF_vaccinated_Sore_throat_B1_7,pos_RF_vaccinated_Chest_pain_B1_8,pos_RF_vaccinated_Nausea_B1_9,pos_RF_vaccinated_Loss_of_smell_or_taste_B1_10,pos_RF_vaccinated_Headache_B1_12,pos_RF_vaccinated_Chills_B1_13,first_date,day_count,days_aggregated,p_rf,p_rf_CI,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
IN,IND,India,2021-10-12,761790648.298037,1580,5437.5,1053,5076,0,97,2501,808,0,0,2022,134,552,1441,53,15400720.7093701,28,5,14,14,29,11030141.9109827,1062,2398,57582.1030258148,51,29,5,12,17,89,54,6,21,32,100,63,6,21,41,288,239,0,0,0,49,36,3,17,18,20,53,5,23,28,63,9,6,7,7,6,11,9,8,4,5,8,5,6,4,5,4,4,9,6,5,2,3,5,2,27,27,25,30,30,32,27,20,27,31,31,23,11,10,9,9,12,16,11,8,7,13,11,5,2021-10-12,2501,1,0.0387844862055178,0.00756712054229773,0.0211915233906437,0.00564444434198984,0.0202164738354006,9.9942001603429e-06,0.0115953618552579,0.0041956648127925,0.0144792298719153,8.48273490128591e-06,0.0184432305211898,0.00109895659205023
IN,IND,India,2021-10-13,750420119.520031,1517,5386.55,1086,5459.8,0,112,2557,831,0,0,1951,151,527,1397,55,18172733.2780433,32,4,12,20,23,4603197.26161151,1099,2456,58974.8311223524,56,32,5,11,20,108,67,7,20,46,121,79,10,23,54,336,257,0,0,0,55,40,0,15,25,28,58,7,21,37,80,9,13,6,10,11,10,9,7,4,9,9,5,9,9,4,9,8,8,8,6,4,6,7,3,32,32,22,25,33,29,28,21,23,37,30,25,16,16,9,13,16,15,16,12,10,18,14,7,2021-10-13,2557,1,0.0438013296832225,0.00793232394813678,0.0215095815408682,0.00562311540034813,0.0242167458005612,1.09984232423642e-05,0.00899491591709034,0.0036594786879767,0.00613416024154006,5.58646775744746e-06,0.0186350681991773,0.00109142902412822
IN,IND,India,2021-10-14,740119154.408211,1444,4897.3,1010.4,5159.5,0,90,2362,729,0,0,1844,134,453,1364,53,20686951.1908215,31,7,9,22,24,7798800.51282883,1017.4,2282,54796.6468327395,56,32,6,16,15,95,68,11,20,46,126,86,9,30,54,285,221,0,0,0,45,28,2,6,22,21,44,7,15,29,64,6,6,5,6,9,10,7,4,5,12,6,6,4,6,4,4,8,5,6,3,4,9,4,5,28,26,22,22,30,37,22,18,22,40,27,19,12,14,9,10,18,15,10,7,10,18,13,8,2021-10-14,2362,1,0.0381033022861981,0.00772064652097741,0.0224386113463167,0.0059728024725022,0.027950838817788,1.18751418725411e-05,0.0101608806096528,0.00404441884549185,0.0105372229138761,7.35631103171534e-06,0.018566829519797,0.00113023913333801
IN,IND,India,2021-10-15,764266947.010889,1466,4839.2,899,5457,0,90,2343,745,0,0,1811,125,491,1285,38,12643846.5667557,15,6,4,11,17,4444737.34781803,905,2272,54556.5212988537,52,28,4,11,14,86,57,10,13,43,94,64,10,17,45,278,225,0,0,0,50,27,5,12,15,32,37,9,15,19,70,10,14,12,8,10,12,13,9,10,12,16,11,4,6,6,4,7,6,7,5,4,6,9,7,29,30,27,29,29,32,33,20,26,35,33,27,8,11,9,10,16,10,15,7,8,14,13,12,2021-10-15,2343,1,0.0384122919334187,0.00778200505735433,0.0162185232607768,0.00511466179323543,0.0165437568852177,9.04315849791093e-06,0.00725565514297909,0.00343652077730424,0.00581568699942051,5.39087817600777e-06,0.0165883010583194,0.00107174976105261
IN,IND,India,2021-10-16,755940971.124781,1589,5149.4,1195.2,5466,0,95,2599,861,0,0,2002,142,488,1490,63,16002739.9537884,39,3,11,28,26,7620593.26270154,1209.2,2493,59863.2955977298,44,24,3,10,14,127,93,6,31,62,116,83,6,31,52,311,252,0,0,0,47,31,3,14,17,20,45,3,20,25,65,5,9,3,5,7,9,2,5,2,8,6,1,3,4,2,3,3,4,1,1,2,5,3,1,28,28,24,24,28,26,17,19,22,29,27,20,8,11,7,8,10,9,4,4,7,15,11,5,2021-10-16,2599,1,0.036552520200077,0.00721468936156705,0.0242400923432089,0.00591266905270609,0.0211692983514011,1.02615076245914e-05,0.0100038476337053,0.00382600240652563,0.0100809369432149,7.12122063837203e-06,0.020199355680743,0.00112695194816368
IN,IND,India,2021-10-17,773635942.94447,1704,5320.6,1258,6060.5,0,100,2740,864,0,0,2147,122,545,1562,62,18405564.6229148,42,4,13,28,21,4909724.83478843,1268,2614,62768.814557748,48,22,5,6,15,107,77,4,25,51,114,73,5,21,51,341,270,0,0,0,48,35,2,9,22,26,51,7,15,32,73,6,10,5,6,12,12,7,5,5,11,8,6,5,9,5,4,9,8,5,5,5,8,5,2,27,29,20,29,35,33,29,17,24,41,30,24,9,14,6,10,17,14,10,9,10,16,13,6,2021-10-17,2740,1,0.0364963503649635,0.0070214080076201,0.0226277372262774,0.00556830964711581,0.0237909895355469,1.07388414534982e-05,0.00766423357664234,0.00326540082358596,0.00634629877213556,5.59574036946162e-06,0.0202011143421137,0.00110060697726096
IN,IND,India,2021-10-18,743198247.963453,1569,4914.61,1239,5889,0,82,2578,830,0,0,1999,140,521,1452,37,12851596.0467131,21,6,13,8,15,4850302.93682387,1249,2482,59599.1575104555,41,22,4,8,12,78,47,11,19,27,101,59,14,23,33,298,239,0,0,0,38,29,1,13,16,17,42,4,19,22,56,4,8,4,4,8,7,8,5,5,5,7,5,4,6,3,4,7,4,7,4,4,4,5,3,16,21,16,20,23,28,23,17,21,23,21,20,5,10,6,7,13,8,12,6,11,9,7,7,2021-10-18,2578,1,0.0318076027928627,0.00677412081911736,0.0143522110162917,0.00459120744575043,0.0172922851768416,9.37203991916105e-06,0.00581846392552366,0.0029359161917645,0.00652625722694435,5.78903323226843e-06,0.0209566720767972,0.00114997962474942
IN,IND,India,2021-10-19,728703677.56349,1704,4976,1115,5846.4,0,93,2771,875,0,0,2169,120,576,1557,67,17655974.9871742,39,7,13,26,27,6648382.37312779,1124,2655,63753.3292466798,65,38,6,9,29,119,75,12,22,52,126,79,11,21,57,321,258,0,0,0,43,31,3,11,20,23,49,8,17,32,73,9,10,4,4,10,9,6,6,5,8,10,9,5,8,3,3,10,7,3,6,4,5,9,6,37,36,24,26,35,33,25,20,21,39,35,30,18,19,10,12,20,16,12,8,12,18,18,12,2021-10-19,2771,1,0.0335618910140743,0.00670563735727068,0.0241789967520751,0.00571918371364613,0.0242292931006044,1.11639239741351e-05,0.00974377481053771,0.0036573560181761,0.00912357461315067,6.90342915553928e-06,0.0176304518255184,0.00102156457301041
IN,IND,India,2021-10-20,787848671.958126,1683,6006,1408,5992,0,102,2693,885,0,0,2112,134,533,1555,48,9092888.87856303,26,7,9,17,16,3054487.33075356,1418,2603,62504.6764704736,37,22,4,8,14,98,63,13,26,37,116,76,16,29,47,310,249,0,0,0,63,45,6,15,28,30,61,10,18,40,63,10,11,6,10,10,20,9,7,4,5,10,9,6,6,4,5,6,13,6,4,3,4,4,3,25,24,17,26,27,38,24,17,20,29,28,22,13,12,9,9,15,20,11,7,9,12,12,4,2021-10-20,2693,1,0.0378759747493502,0.00720986865828465,0.0178239881173413,0.00499720329629553,0.0115414155055482,7.45822471355854e-06,0.00594132937244709,0.00290253682104039,0.00387699749897643,4.33941246614375e-06,0.0226863025308169,0.00116732204604824
IN,IND,India,2021-10-21,713801224.417782,1603,5499.4,1159,5326,0,99,2527,832,0,0,2151,118,553,1573,55,13112919.1261877,32,0,15,17,18,2845347.19040462,1170,2421,58134.3917537521,54,32,1,14,16,107,77,3,27,49,116,89,3,34,52,306,266,0,0,0,53,39,2,18,20,28,54,5,27,25,72,12,12,5,6,5,15,7,9,4,7,14,8,8,7,3,4,3,12,4,7,2,4,11,4,35,37,23,26,25,34,34,27,19,33,38,29,17,15,10,8,10,20,14,12,7,14,19,9,2021-10-21,2527,1,0.0391768895924021,0.00756453378081024,0.0217649386624456,0.00568912932310842,0.0183705472582838,9.85131676870382e-06,0.00712307083498219,0.00327888972910901,0.00398618984259302,4.62243822491238e-06,0.0201257803634711,0.00114154504893147
IN,IND,India,2021-10-22,766355139.704009,1643,5219.25,1096,4845.5,0,94,2622,856,0,0,2268,145,522,1713,44,14134605.7238072,32,5,9,23,12,5407508.2666475,1112,2519,60487.6219858329,42,25,7,10,15,101,79,10,21,57,103,79,11,23,55,297,259,0,0,0,46,39,2,11,28,20,59,5,16,43,62,5,4,1,4,7,4,5,4,4,7,3,6,4,4,1,3,6,3,4,3,3,5,2,4,21,22,12,21,30,23,18,15,21,32,18,19,12,14,6,11,19,15,12,8,11,18,12,12,2021-10-22,2622,1,0.0358504958047292,0.00711625532168193,0.0167810831426392,0.0049166223919217,0.0184439367487852,9.52615011567878e-06,0.0045766590389016,0.00258350874940667,0.00705613884019367,5.92623624320145e-06,0.018383926553774,0.00107054469631926
IN,IND,India,2021-10-23,723488278.555071,1629,5121.4,1068,5248,0,97,2648,853,0,0,2313,128,547,1720,59,13044222.2336654,35,5,8,26,24,5294864.96534335,1078,2538,60943.8605002159,53,32,3,13,15,101,74,7,15,57,112,80,8,21,57,301,257,0,0,0,45,32,2,8,23,17,53,4,14,35,64,6,7,6,4,7,7,6,5,3,7,9,6,3,4,4,3,5,4,4,3,2,4,5,4,27,30,28,29,25,28,23,20,24,37,33,25,12,15,15,12,12,12,12,10,11,20,15,12,2021-10-23,2648,1,0.036631419939577,0.00715504247614065,0.0222809667673716,0.00562164155596803,0.0180296248333379,9.69560422338963e-06,0.00906344410876133,0.00360959649349237,0.00731852211333415,6.21082075070171e-06,0.0176884101392983,0.00104653111299361
IN,IND,India,2021-10-24,747893780.306268,1544,5234.3,1146,5089,0,98,2553,838,0,0,2228,125,497,1693,57,19187403.540796,43,5,17,24,31,9522238.60354207,1157,2460,59070.8813359067,67,47,5,19,26,113,93,5,38,53,119,94,5,34,59,299,261,0,0,0,47,37,2,14,21,24,54,6,23,29,73,12,12,4,9,9,6,9,6,4,9,8,8,10,11,4,7,8,5,8,4,3,7,7,7,32,37,24,33,37,23,32,19,19,38,26,26,18,21,13,15,18,12,15,8,9,22,15,14,2021-10-24,2553,1,0.0383862122992558,0.00745264878199044,0.0223266745005875,0.00573101555424841,0.0256552521842589,1.13311137278298e-05,0.0121425773599687,0.00424839859802229,0.0127320735300709,8.03517266176448e-06,0.0195866385236529,0.00111749587991411
IN,IND,India,2021-10-25,736655400.888863,1489,5338.9,998,4567,0,108,2533,838,0,0,2166,153,510,1610,52,11698056.4975728,30,6,11,19,25,5341461.1610775,1006,2410,57870.2536664777,58,35,5,11,23,110,75,12,25,50,137,96,12,36,59,299,257,0,0,0,56,38,2,10,25,24,57,4,20,33,69,5,5,4,4,7,14,6,6,2,8,11,5,5,3,3,2,6,11,3,4,1,6,7,3,31,26,19,21,25,35,25,20,14,35,29,27,16,12,5,8,14,18,12,7,3,18,14,11,2021-10-25,2533,1,0.0426371891038295,0.00786797652616895,0.0205290169759179,0.00552217747687947,0.0158799575533658,9.02743997339402e-06,0.00986971969996052,0.00384971941001834,0.00725096314319069,6.12679696251515e-06,0.0173837150567519,0.00106483832611718
IN,IND,India,2021-10-26,740563163.326421,1622,5744.7,1259,5133.5,0,116,2644,877,532,1762,2323,117,551,1729,64,21113974.8298509,37,6,12,25,22,9995585.21968783,1268,2535,60871.8228400502,59,41,3,15,25,103,76,9,22,54,128,94,9,33,60,287,258,0,0,0,58,49,3,14,35,26,74,8,23,51,78,13,12,9,11,10,13,11,7,6,10,16,11,13,11,9,10,9,11,10,6,6,9,15,10,40,26,34,33,31,40,29,27,28,37,40,37,21,18,19,20,16,22,17,15,15,23,26,21,2021-10-26,2644,1,0.0438729198184569,0.00780680702436937,0.0242057488653555,0.00585808615772996,0.0285107008766306,1.19864339216742e-05,0.00832072617246596,0.0034624507036693,0.0134972757418695,8.31073133229029e-06,0.0208306559724991,0.0011345413126172
IN,IND,India,2021-10-27,726397355.793985,1500,4707.602021,1226.1,4973,0,91,2458,838,520,1752,2149,117,515,1604,69,19347866.8631281,49,4,14,35,27,7893492.17263922,1239,2360,56669.6259970487,54,35,3,11,23,120,92,9,22,69,122,88,10,26,62,320,279,0,0,0,47,32,2,8,24,26,52,3,11,40,66,9,10,8,6,9,11,12,9,6,9,12,7,7,7,6,4,6,9,7,6,4,6,9,4,27,36,31,28,28,28,28,23,27,31,31,29,17,21,15,15,13,18,14,11,14,19,19,10,2021-10-27,2458,1,0.0370219690805533,0.00746440333636613,0.0280716029292107,0.0065299204931976,0.0266353762287309,1.17092252495101e-05,0.0109845402766477,0.00412049730754679,0.0108666312035391,7.53938383915478e-06,0.0218635640910093,0.00120401837852853
IN,IND,India,2021-10-28,764271029.609412,1544,5316.25,1137.2,4606.1,0,99,2550,843,542,1818,2214,149,542,1636,40,17528005.6065908,30,4,9,21,16,7614418.87074406,1153.2,2449,58806.7432486323,60,40,9,15,25,103,83,10,28,55,112,89,9,28,61,301,259,0,0,0,43,34,2,14,20,20,63,9,25,36,70,7,5,4,7,6,5,4,4,7,5,6,4,5,4,3,5,4,4,2,2,6,4,5,3,26,30,29,31,30,27,23,23,25,37,27,29,16,16,15,17,18,18,11,12,13,22,17,16,2021-10-28,2550,1,0.0388235294117647,0.00749768297709094,0.0156862745098039,0.00482286023932438,0.0229342797613939,1.06127719838296e-05,0.00627450980392157,0.00306479278776327,0.00996298247054515,7.0411693839527e-06,0.0196099960020626,0.00112065702153809
