ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1.-77,B1_1.1,B1_1.2,B1_2.-77,B1_2.1,B1_2.2,B1_3.-77,B1_3.1,B1_3.2,B1_4.-77,B1_4.1,B1_4.2,B1_5.-77,B1_5.1,B1_5.2,B1_6.-77,B1_6.1,B1_6.2,B1_7.-77,B1_7.1,B1_7.2,B1_8.-77,B1_8.1,B1_8.2,B1_9.-77,B1_9.1,B1_9.2,B1_10.-77,B1_10.1,B1_10.2,B1_11.-77,B1_11.1,B1_11.2,B1_12.-77,B1_12.1,B1_12.2,B1_13.-77,B1_13.1,B1_13.2,B1_14.-77,B1_14.1,B1_14.2,B1b_x1.-99,B1b_x1.-77,B1b_x1.1,B1b_x1.2,B1b_x2.-99,B1b_x2.-77,B1b_x2.1,B1b_x2.2,B1b_x3.-99,B1b_x3.-77,B1b_x3.1,B1b_x3.2,B1b_x4.-99,B1b_x4.-77,B1b_x4.1,B1b_x4.2,B1b_x5.-99,B1b_x5.-77,B1b_x5.1,B1b_x5.2,B1b_x6.-99,B1b_x6.-77,B1b_x6.1,B1b_x6.2,B1b_x7.-99,B1b_x7.-77,B1b_x7.1,B1b_x7.2,B1b_x8.-99,B1b_x8.-77,B1b_x8.1,B1b_x8.2,B1b_x9.-99,B1b_x9.-77,B1b_x9.1,B1b_x9.2,B1b_x10.-99,B1b_x10.-77,B1b_x10.1,B1b_x10.2,B1b_x11.-99,B1b_x11.1,B1b_x11.2,B1b_x12.-99,B1b_x12.-77,B1b_x12.1,B1b_x12.2,B1b_x13.-99,B1b_x13.1,B1b_x13.2,B1b_x14.-99,B1b_x14.-77,B1b_x14.1,B1b_x14.2,B3.-99,B3.-77,B3.1,B3.2,B5.-99,B5.1,B5.2,B6.-99,B6.-77,B6.1,B6.2,B7.-99,B7.-77,B7.1,B7.2,B8.-99,B8.1,B8.2,B8.3,B9.-99,B9.1,B9.2,B9.3,B10.-99,B10.1,B11.-99,B11.-77,B11.1,B11.2,V1.-99,V1.-77,V1.1,V1.2,V1.3,V2.-99,V3.-99,V3.-77,V3.1,V3.2,V3.3,V3.4,V4_1.-99,V4_1.-77,V4_1.1,V4_1.2,V4_1.3,V4_2.-99,V4_2.-77,V4_2.1,V4_2.2,V4_2.3,V4_3.-99,V4_3.-77,V4_3.1,V4_3.2,V4_3.3,V4_4.-99,V4_4.-77,V4_4.1,V4_4.2,V4_4.3,V4_5.-99,V4_5.-77,V4_5.1,V4_5.2,V4_5.3,V9.-99,B12_1.-99,B12_1.-77,B12_1.1,B12_1.2,B12_2.-99,B12_2.-77,B12_2.1,B12_2.2,B12_3.-99,B12_3.-77,B12_3.1,B12_3.2,B12_4.-99,B12_4.-77,B12_4.1,B12_4.2,B12_5.-99,B12_5.-77,B12_5.1,B12_5.2,B12_6.-99,B12_6.-77,B12_6.1,B12_6.2,B13_1.-99,B13_1.-77,B13_1.1,B13_1.2,B13_2.-99,B13_2.-77,B13_2.1,B13_2.2,B13_3.-99,B13_3.-77,B13_3.1,B13_3.2,B13_4.-99,B13_4.-77,B13_4.1,B13_4.2,B13_5.-99,B13_5.-77,B13_5.1,B13_5.2,B13_6.-99,B13_6.-77,B13_6.1,B13_6.2,B13_7.-99,B13_7.-77,B13_7.1,B13_7.2,B14_1.-99,B14_1.-77,B14_1.1,B14_1.2,B14_2.-99,B14_2.-77,B14_2.1,B14_2.2,B14_3.-99,B14_3.-77,B14_3.1,B14_3.2,B14_4.-99,B14_4.-77,B14_4.1,B14_4.2,B14_5.-99,B14_5.-77,B14_5.1,B14_5.2,C0_1.-99,C0_1.-77,C0_1.1,C0_1.2,C0_2.-99,C0_2.-77,C0_2.1,C0_2.2,C0_3.-99,C0_3.-77,C0_3.1,C0_3.2,C0_4.-99,C0_4.-77,C0_4.1,C0_4.2,C0_5.-99,C0_5.-77,C0_5.1,C0_5.2,C0_6.-99,C0_6.-77,C0_6.1,C0_6.2,C1_m.-99,C1_m.-77,C1_m.1,C1_m.2,C2.-99,C2.-77,C2.1,C2.2,C2.3,C2.4,C7.-99,C7.-77,C7.1,C7.2,C7.3,C7.4,C8.-99,C8.-77,C8.1,C8.2,C3.-99,C3.-77,C3.1,C3.2,C5.-99,C5.-77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6.-99,C6.-77,C6.1,C6.2,C6.3,C6.4,C14.-99,C14.-77,C14.1,C14.2,C14.3,C14.4,C9.-99,C12.-99,C13_1.-99,C13_1.-77,C13_1.1,C13_1.2,C13_2.-99,C13_2.-77,C13_2.1,C13_2.2,C13_3.-99,C13_3.-77,C13_3.1,C13_3.2,C13_4.-99,C13_4.-77,C13_4.1,C13_4.2,C13_5.-99,C13_5.-77,C13_5.1,C13_5.2,C13_6.-99,C13_6.-77,C13_6.1,C13_6.2,D1.-99,D1.-77,D1.1,D1.2,D1.3,D1.4,D1.5,D2.-99,D2.-77,D2.1,D2.2,D2.3,D2.4,D2.5,D3.-99,D3.-77,D3.1,D3.2,D3.3,D3.4,D4.-99,D4.-77,D4.1,D4.2,D4.3,D4.4,D5.-99,D5.-77,D5.1,D5.2,D5.3,D5.4,D6_1.-99,D6_1.-77,D6_1.1,D6_1.2,D6_2.-99,D6_2.-77,D6_2.1,D6_2.2,D6_3.-99,D6_3.-77,D6_3.1,D6_3.2,D7.-99,D7.-77,D7.1,D7.2,D8.-99,D8.-77,D8.1,D8.2,D9.-99,D9.-77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10.-99,D10.-77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3.-99,E3.-77,E3.1,E3.2,E3.3,E3.4,E4.-99,E4.-77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2.-99,E2.-77,E2.1,E2.2,E2.3,E7.-99,E7.-77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
NZL,New Zealand,3,2021-01-04,2021-01-01,100,0,0,0,0,9,100,480982.46496345126,99,0,0,100,0,10,90,0,1,99,0,19,81,0,16,84,0,20,80,0,5,95,0,3,97,0,4,96,0,2,98,0,5,95,0,16,84,0,0,100,0,17,83,100,0,0,0,90,0,3,7,99,0,0,1,81,0,4,15,84,0,3,13,80,0,4,16,95,0,2,3,97,0,1,2,96,0,2,2,98,0,1,1,95,1,4,84,0,2,14,100,0,0,83,0,7,10,0,0,4,96,96,3,1,0,0,38,62,62,1,1,36,99,0,1,0,99,0,1,0,100,0,2,0,1,97,100,0,0,0,0,0,0,0,42,27,25,6,0,0,27,60,13,0,0,50,44,6,0,0,41,45,14,0,0,43,46,11,0,0,14,57,29,0,99,1,0,0,99,0,0,1,99,0,1,0,99,1,0,0,99,1,0,0,99,1,0,0,82,1,0,17,82,1,0,17,82,1,0,17,82,1,0,17,82,1,3,14,82,1,1,16,82,1,2,15,96,0,0,4,96,0,0,4,96,0,1,3,96,0,0,4,96,0,1,3,0,0,32,68,0,2,81,17,0,1,74,25,0,1,78,21,0,1,46,53,0,1,11,88,0,1,80,19,20,0,42,13,7,18,0,1,0,2,28,69,0,0,100,0,0,0,12,88,0,0,1,1,5,9,84,0,0,0,10,17,43,30,0,0,2,16,33,49,100,100,68,0,2,30,19,0,4,77,26,0,2,72,22,0,2,76,54,0,3,43,89,0,8,3,0,1,0,1,2,10,86,0,0,0,2,3,16,79,0,2,8,24,44,22,0,0,4,4,16,76,0,0,10,14,31,45,76,0,18,6,76,2,4,18,76,2,8,14,0,1,65,34,66,0,25,9,75,0,0,1,2,2,0,0,20,10,0,1,4,5,8,1,5,11,4,0,3,11,2,3,4,28,0,1,36,61,0,2,0,0,0,0,100,0,0,0,0,0,2,54,31,13,0,0,9,31,40,13,7,5.0813953488372094,5.64413964146519,2.25,0.5,13.065934065934066,6.038399710376174,3.4479166666666665,1.4057759922373398
NZL,New Zealand,4,2021-01-04,2021-01-01,100,0,0,0,0,5,100,531277.1073327902,97,0,0,100,0,7,93,1,1,98,1,7,92,0,10,90,1,12,87,0,6,94,0,1,99,1,1,98,1,1,98,1,4,95,1,13,86,0,0,100,0,6,94,100,0,0,0,93,0,3,4,99,0,1,0,93,0,1,6,90,0,1,9,88,0,5,7,94,0,1,5,99,0,1,0,99,0,0,1,99,0,0,1,96,2,2,87,0,4,9,100,0,0,94,0,0,6,0,0,3,97,97,2,1,0,0,32,68,68,0,1,31,99,0,1,0,99,0,1,0,100,0,1,1,1,97,100,0,0,0,0,0,0,0,42,31,22,5,0,0,20,72,8,0,0,48,49,3,0,0,48,44,8,0,0,48,44,8,0,1,18,60,21,0,99,0,0,1,99,0,1,0,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,94,0,0,6,94,0,0,6,94,0,0,6,94,0,0,6,94,0,1,5,94,0,0,6,94,0,1,5,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,0,0,24,76,0,0,74,26,0,1,62,37,0,0,70,30,0,0,32,68,0,0,11,89,0,0,70,30,30,0,36,9,9,16,0,1,0,7,28,64,0,1,99,0,0,1,8,91,0,0,1,0,4,5,86,4,0,0,14,19,39,28,0,0,5,11,27,57,100,100,76,1,3,20,26,1,3,70,38,1,3,58,30,1,2,67,68,1,3,28,89,0,4,7,0,0,0,2,2,11,85,0,0,0,1,5,12,82,0,1,14,23,32,30,0,0,1,6,14,79,0,0,5,12,33,50,83,2,10,5,83,3,2,12,83,2,5,10,0,0,59,41,59,0,29,12,71,1,1,1,2,2,0,0,22,12,1,6,5,6,16,1,3,16,5,0,3,6,5,3,2,10,0,0,33,67,0,0,0,0,0,0,0,100,0,0,0,2,0,47,26,25,2,0,10,20,45,17,6,9.121212121212121,11.607534125939432,1.6666666666666667,1.1547005383792515,13.136170212765958,5.989683802734297,3.229166666666666,1.475977226087796
NZL,New Zealand,5,2021-01-04,2021-01-03,100,0,0,0,0,1,100,426512.9325986314,97,0,0,100,0,18,82,0,4,96,0,19,81,0,13,87,0,15,85,0,3,97,0,3,97,0,1,99,0,1,99,0,2,98,0,11,89,0,1,99,0,8,92,100,0,0,0,82,0,6,12,96,0,2,2,81,0,5,14,87,0,4,9,85,0,4,11,97,0,2,1,97,0,2,1,99,0,1,0,99,0,0,1,98,1,1,89,0,4,7,99,0,1,92,0,2,6,0,0,1,99,99,1,0,0,1,27,72,73,2,2,23,98,0,2,0,98,0,2,0,100,0,5,0,1,94,100,0,0,0,0,0,0,0,46,31,20,3,0,2,40,52,6,0,3,54,38,5,0,4,44,44,8,0,4,52,38,6,0,6,22,43,29,0,99,0,0,1,99,0,0,1,99,0,0,1,99,0,1,0,99,0,0,1,99,0,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,25,74,0,3,68,29,0,1,62,37,0,1,64,35,0,1,24,75,0,3,6,91,0,0,61,39,39,0,33,8,9,11,0,0,1,9,36,54,0,0,100,0,0,1,10,89,0,0,2,2,3,3,87,3,0,0,22,20,32,26,0,0,6,23,29,42,100,100,75,0,3,22,32,0,5,63,38,0,4,58,36,0,5,59,76,0,1,23,94,0,3,3,0,1,0,0,10,8,81,0,0,0,0,8,15,77,0,0,20,32,18,30,0,1,1,2,20,76,0,0,4,20,32,44,76,2,17,5,76,6,3,15,76,5,6,13,0,1,51,48,52,0,25,23,75,2,1,0,1,0,0,2,19,24,2,4,2,3,6,1,3,13,6,0,3,3,4,2,5,19,0,0,38,60,0,2,0,0,0,0,0,0,100,0,0,2,3,44,25,26,2,2,11,27,37,16,5,8.13888888888889,9.320186318731672,1,0,11.701086956521738,5.510260051804209,2.6595744680851063,1.299736875682066
NZL,New Zealand,6,2021-01-04,2021-01-01,100,0,0,0,0,5,99,494994.6037577484,98,1,2,97,1,4,95,1,2,97,1,10,89,1,5,94,1,12,87,1,1,98,1,2,97,1,1,98,0,0,100,1,1,98,1,10,89,1,1,98,1,4,95,98,0,0,2,96,0,0,4,98,0,1,1,90,1,2,7,95,0,1,4,88,0,5,7,99,0,1,0,98,0,1,1,99,0,1,0,100,0,0,0,99,0,1,90,0,5,5,99,1,0,96,1,2,1,0,1,2,97,98,2,0,0,3,24,73,76,2,2,20,98,0,2,0,98,0,2,0,100,0,7,2,0,91,100,0,0,0,0,0,0,0,51,32,10,7,0,3,34,57,6,0,2,55,36,7,0,2,49,42,7,0,3,53,41,3,0,4,18,54,24,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,73,0,0,27,73,0,0,27,73,0,1,26,73,0,1,26,73,0,2,25,73,0,1,26,73,0,2,25,97,0,0,3,97,0,0,3,97,0,0,3,97,0,0,3,97,0,0,3,0,2,19,79,0,0,71,29,0,2,56,42,0,0,55,45,0,2,39,59,0,1,15,84,0,0,62,38,38,0,26,15,10,11,0,1,1,1,30,67,0,1,99,0,0,4,12,84,0,0,4,0,6,6,80,4,0,0,20,17,37,26,0,3,5,19,27,46,100,100,81,0,2,17,29,1,6,64,44,1,4,51,45,1,4,50,61,2,1,36,85,1,6,8,0,2,1,0,2,9,86,0,1,0,0,4,11,84,0,0,9,21,37,33,0,0,1,2,10,87,0,0,3,4,25,68,93,1,3,3,93,1,3,3,93,1,3,3,0,1,31,68,32,0,14,54,86,2,0,0,1,1,0,0,10,55,0,3,2,2,5,0,2,3,2,0,1,2,3,2,5,13,0,4,35,60,0,1,0,0,0,0,0,0,0,100,0,2,3,43,27,25,2,2,31,16,34,11,4,7.400000000000001,9.223657738064954,2.5,0.7071067811865476,12.615384615384615,4.663735343094348,2.064516129032258,1.1014461996463047
NZL,New Zealand,-99,2021-01-13,2021-01-04,100,1,4531.069086977101,0,0,8,85,558622.0674846533,0,1,2,97,1,9,90,0,4,96,2,24,74,1,17,82,1,16,83,1,6,93,2,3,95,1,4,95,1,2,97,1,4,95,1,18,81,1,0,99,1,13,86,98,1,1,0,91,1,2,6,96,0,3,1,76,0,6,18,83,0,3,14,84,1,1,14,94,1,4,1,97,1,2,0,96,0,0,4,98,0,2,0,96,2,2,82,1,5,12,100,0,0,87,2,4,7,15,0,4,81,96,4,0,17,1,27,55,73,0,1,26,99,0,1,0,99,0,0,1,100,0,19,3,0,78,38,1,0,61,0,0,26,0,30,17,21,6,32,1,19,30,18,32,1,32,24,11,32,4,23,27,14,32,2,29,26,11,32,2,15,20,31,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,43,1,21,35,43,0,43,14,43,0,36,21,43,0,42,15,43,2,19,36,43,2,10,45,54,0,26,20,74,0,8,10,5,3,57,0,0,5,12,26,57,0,43,0,63,1,5,31,63,0,4,1,2,3,24,3,63,0,11,6,13,7,66,1,5,4,11,13,100,100,79,3,1,17,58,3,8,31,66,3,5,26,60,3,6,31,81,1,2,16,90,2,4,4,74,0,1,0,2,4,19,74,0,1,2,2,5,16,77,1,4,6,6,6,77,0,3,5,4,11,77,0,4,4,6,9,95,1,3,1,95,2,1,2,95,2,2,1,81,0,5,14,86,1,6,7,100,0,0,0,0,0,0,0,0,97,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,5.966666666666667,7.9934599704289875,2,2,0,0,0,0
NZL,New Zealand,1,2021-01-13,2021-01-01,100,0,0,0,0,6,100,718333.6312429677,99,0,0,100,0,5,95,0,4,96,0,26,74,0,18,82,0,24,76,0,8,92,0,5,95,0,5,95,0,0,100,0,5,95,0,27,73,0,0,100,0,17,83,100,0,0,0,95,1,3,1,96,0,0,4,74,2,2,22,82,2,3,13,76,2,5,17,92,0,5,3,95,0,3,2,95,0,2,3,100,0,0,0,95,0,5,73,1,1,25,100,0,0,83,1,4,12,0,0,4,96,96,4,0,0,1,32,67,68,0,4,28,96,0,4,0,96,1,3,0,99,1,5,0,2,93,51,0,0,49,0,0,0,1,44,30,18,7,0,0,46,49,5,0,1,58,37,4,0,0,52,39,9,0,0,54,34,12,0,0,20,56,24,0,98,0,1,1,98,0,1,1,98,0,0,2,98,0,1,1,98,0,1,1,98,0,0,2,93,0,0,7,93,0,0,7,93,0,0,7,93,0,0,7,93,0,0,7,93,0,0,7,93,0,0,7,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,59,41,0,0,73,27,0,0,72,28,0,0,84,16,0,0,50,50,0,1,24,75,0,0,81,19,19,0,40,13,8,20,0,1,0,12,44,43,0,0,100,0,0,3,12,85,0,0,0,1,3,2,87,7,0,0,7,11,36,46,0,0,3,20,30,47,100,100,41,1,0,58,27,1,3,69,28,2,0,70,16,2,0,82,50,2,1,47,76,0,6,18,0,0,1,2,15,22,60,0,0,1,10,14,23,52,0,0,6,18,38,38,0,0,3,6,23,68,0,0,5,20,29,46,75,0,14,11,75,1,1,23,75,1,7,17,0,0,59,41,59,0,22,19,78,0,4,1,2,2,1,1,11,19,0,9,11,3,6,0,2,6,1,0,4,2,3,2,1,31,0,0,38,60,1,1,0,0,100,0,0,0,0,0,0,1,2,46,27,24,1,0,7,17,43,21,11,4.269230769230769,5.2919301664778065,1.5,0.5773502691896257,11.573684210526316,5.560101226047686,3.5876288659793816,1.2970525667160688
NZL,New Zealand,2,2021-01-13,2021-01-03,100,0,0,0,0,13,100,820007.2680603184,98,0,0,100,0,16,84,0,3,97,0,21,79,0,13,87,0,16,84,0,4,96,0,3,97,0,6,94,0,0,100,0,1,99,0,17,83,0,3,97,0,12,88,100,0,0,0,84,0,4,12,97,0,0,3,79,0,3,18,87,0,4,9,84,0,5,11,96,0,1,3,97,0,1,2,94,0,3,3,100,0,0,0,99,0,1,83,0,3,14,97,1,2,88,0,5,7,0,0,6,94,94,3,3,0,0,36,64,64,0,3,33,97,0,2,1,97,0,3,0,100,0,3,1,0,96,24,0,0,76,0,0,0,0,33,34,26,7,0,0,23,66,11,0,0,45,44,11,0,0,39,48,13,0,0,47,41,12,0,0,12,59,29,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,46,53,0,0,78,22,0,1,62,37,0,1,72,27,0,1,35,64,0,1,17,82,0,0,74,26,26,0,33,17,10,14,0,0,1,8,34,57,0,0,100,0,0,1,29,70,0,0,2,4,3,6,83,2,0,0,14,12,39,35,0,0,5,15,34,46,100,100,54,1,4,41,22,1,8,69,38,1,5,56,28,1,6,65,65,1,2,32,83,1,4,12,0,0,1,2,5,12,80,0,1,0,4,11,12,72,0,0,9,27,32,32,0,0,3,4,19,74,0,0,5,13,27,55,82,0,13,5,82,1,1,16,82,1,4,13,0,0,61,39,61,0,21,18,79,0,3,1,2,0,0,2,13,18,0,6,4,6,5,1,3,13,4,0,4,9,5,3,1,18,0,0,34,66,0,0,0,0,0,100,0,0,0,0,0,2,0,56,31,11,2,0,19,25,31,19,4,6.470588235294119,8.276117305056692,2.1666666666666665,1.8348478592697182,11.432584269662922,6.012860748597332,3.229166666666666,1.4544245862859244
NZL,New Zealand,3,2021-01-13,2021-01-03,100,0,0,0,0,11,100,548728.431971509,99,0,1,99,0,9,91,0,2,98,0,16,84,0,8,92,0,12,88,0,6,94,0,0,100,0,2,98,0,1,99,0,1,99,0,16,84,0,2,98,0,8,92,99,0,1,0,91,0,4,5,98,0,2,0,84,0,3,13,92,0,3,5,88,0,3,9,94,0,4,2,100,0,0,0,98,0,0,2,99,0,0,1,99,0,1,84,0,4,12,98,1,1,92,0,1,7,0,0,6,94,94,5,1,0,0,35,65,65,0,3,32,97,0,3,0,97,0,3,0,100,0,3,2,2,93,40,0,0,59,1,0,0,0,41,27,21,11,0,0,28,60,12,0,0,46,44,10,0,0,36,51,13,0,0,34,51,15,0,0,13,57,30,0,98,0,0,2,98,0,0,2,98,0,0,2,98,0,2,0,98,0,0,2,98,0,0,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,45,55,0,0,76,24,0,0,64,36,0,0,75,25,0,0,36,64,0,0,12,88,0,0,72,28,28,0,35,12,7,18,0,0,2,6,29,63,0,0,99,1,0,1,19,80,0,0,2,2,5,11,79,1,0,0,16,13,33,38,0,0,4,12,32,52,100,100,55,0,4,41,24,0,5,71,36,0,4,60,25,0,5,70,64,0,5,31,88,0,7,5,0,1,1,0,6,12,80,0,0,0,0,6,14,80,0,1,12,25,34,28,0,0,6,6,20,68,0,0,11,11,32,46,78,0,16,6,78,3,5,14,78,3,9,10,0,0,73,27,73,0,15,12,85,0,1,0,1,2,0,0,11,12,0,2,3,6,16,1,4,9,5,0,3,8,1,3,6,21,0,0,32,66,0,2,0,0,0,0,100,0,0,0,0,1,1,53,30,15,1,0,12,26,33,17,11,4.65625,6.067413622336632,1.8333333333333333,0.752772652709081,12.728260869565217,5.829261655448549,3.34020618556701,1.456927402805189
NZL,New Zealand,4,2021-01-13,2021-01-03,100,0,0,0,0,3,100,512104.3082961268,100,0,0,100,0,3,97,0,1,99,0,11,89,0,5,95,0,10,90,0,3,97,0,0,100,0,3,97,0,0,100,0,2,98,0,9,91,0,0,100,0,5,95,100,0,0,0,97,0,0,3,99,0,1,0,89,0,2,9,95,0,2,3,90,0,3,7,97,0,1,2,100,0,0,0,97,0,1,2,100,0,0,0,98,1,1,91,0,2,7,100,0,0,95,0,1,4,0,0,3,97,97,3,0,0,1,34,65,66,1,1,32,99,0,1,0,99,0,1,0,100,0,3,1,0,96,14,0,0,86,0,0,0,0,50,30,14,6,0,1,26,64,9,0,2,44,49,5,0,1,38,52,9,0,2,42,47,9,0,2,12,58,28,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,55,45,0,1,81,18,0,2,58,40,0,1,79,20,0,1,29,70,0,2,12,86,0,1,75,24,25,1,28,21,14,11,0,0,0,3,31,66,0,0,100,0,0,1,28,71,0,0,1,3,6,3,84,3,0,0,8,16,34,42,0,0,3,14,37,46,100,100,45,2,2,51,19,2,4,75,42,2,1,55,21,2,4,73,71,2,3,24,88,1,5,6,0,0,0,0,3,8,89,0,0,0,2,1,8,89,0,1,11,21,32,35,0,0,1,6,10,83,0,0,7,13,21,59,80,0,11,9,80,4,3,13,80,4,5,11,0,0,79,21,79,0,11,10,89,0,0,0,3,1,0,0,7,10,0,5,2,8,8,1,5,14,2,0,4,15,5,2,6,13,0,0,36,61,0,3,0,0,0,0,0,100,0,0,0,0,0,60,21,19,0,0,14,23,31,23,9,5.178571428571429,7.5033502217519175,1,0,13.47872340425532,5.612445317221469,3.13265306122449,1.6349138827980483
NZL,New Zealand,5,2021-01-13,2021-01-13,104,0,0,0,0,11,103,437640.5658022993,103,1,0,103,0,8,96,1,2,101,1,14,89,1,6,97,1,19,84,0,1,103,1,2,101,1,2,101,1,1,102,1,3,100,2,9,93,1,2,101,1,7,96,104,0,0,0,96,0,4,4,102,0,2,0,90,0,3,11,98,0,2,4,85,0,5,14,103,0,1,0,102,0,0,2,102,0,0,2,103,0,0,1,101,0,3,95,0,2,7,102,0,2,97,0,3,4,0,1,7,96,97,3,4,0,2,33,69,71,1,2,30,102,0,2,0,102,0,1,1,104,0,5,0,1,98,0,1,0,103,0,0,0,0,48,29,20,7,0,2,37,58,7,0,3,51,42,8,0,4,52,37,11,0,3,56,38,7,0,5,20,51,28,0,103,0,0,1,103,0,1,0,103,0,1,0,103,0,1,0,103,0,1,0,103,0,1,0,104,0,0,0,104,0,0,0,104,0,0,0,104,0,0,0,104,0,0,0,104,0,0,0,104,0,0,0,104,0,0,0,104,0,0,0,104,0,0,0,104,0,0,0,104,0,0,0,0,1,53,50,0,1,83,20,0,2,70,32,0,1,85,18,0,2,37,65,0,2,14,88,0,0,82,22,22,0,39,21,9,13,0,0,1,4,31,68,0,0,103,1,0,0,23,81,0,0,3,2,6,4,83,6,0,0,6,18,44,36,0,1,7,17,37,42,104,104,51,3,3,47,21,2,6,75,34,1,4,65,19,2,7,76,67,1,2,34,90,0,5,9,0,0,1,1,4,10,88,0,0,1,2,6,15,80,0,0,18,29,32,25,0,0,3,2,26,73,0,0,5,18,35,46,81,2,17,4,81,5,5,13,81,3,9,11,0,1,64,39,65,0,20,19,84,0,4,2,1,0,0,1,12,20,0,4,5,4,10,1,3,13,3,0,5,4,4,1,8,19,0,0,38,66,0,0,0,0,0,0,0,0,104,0,0,0,3,48,32,21,0,3,13,27,38,17,6,5,4.864839839775475,1.666666666666667,0.5163977794943222,12.23469387755102,5.240211336747456,2.6565656565656566,1.4297253636776495
NZL,New Zealand,6,2021-01-13,2021-01-03,100,1,4050.26584648133,0,0,2,99,503019.40991394914,98,1,1,98,0,9,91,1,1,98,1,10,89,0,8,92,1,10,89,1,0,99,1,0,99,1,1,98,1,1,98,2,1,97,1,8,91,1,1,98,1,6,93,99,0,0,1,91,0,2,7,99,0,0,1,90,1,6,3,92,0,1,7,90,0,4,6,100,0,0,0,100,0,0,0,99,0,1,0,99,0,1,0,99,1,0,92,0,2,6,99,1,0,94,1,3,2,0,1,1,98,99,1,0,0,3,24,73,76,2,1,21,99,0,1,0,99,0,1,0,100,0,6,4,1,89,29,0,0,71,0,0,0,0,55,30,12,3,0,2,32,61,5,0,5,59,36,0,0,3,57,37,3,0,4,60,34,2,0,6,19,56,19,0,99,1,0,0,99,0,1,0,99,1,0,0,99,1,0,0,99,1,0,0,99,1,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,27,72,0,1,71,28,0,2,60,38,0,1,67,32,0,1,31,68,0,1,11,88,0,0,67,33,33,0,32,14,7,14,0,2,0,3,27,68,0,2,98,0,0,1,12,87,0,0,5,2,3,7,79,4,0,1,19,17,37,26,0,1,3,13,30,53,100,100,73,0,5,22,29,0,8,63,40,0,5,55,33,0,7,60,69,1,2,28,89,1,4,6,0,2,0,0,1,7,90,0,2,0,1,4,6,87,0,2,9,28,33,28,0,0,0,3,7,90,0,1,4,9,18,68,87,3,7,3,87,3,4,6,87,4,5,4,0,0,29,71,29,0,25,46,75,1,2,0,0,4,0,1,17,46,0,4,6,4,10,0,2,6,0,0,2,4,2,2,1,11,0,1,43,56,0,0,0,0,0,0,0,0,0,100,0,2,3,47,26,22,2,2,27,20,28,16,5,6.833333333333333,8.009052848884934,2,0,13.086956521739133,4.507995763117648,2.0105263157894737,1.026196622133807
