ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B1_1.1,B1_1.2,B1_1.NA,B1_2.1,B1_2.2,B1_2.NA,B1_3.1,B1_3.2,B1_3.NA,B1_4.1,B1_4.2,B1_4.NA,B1_5.1,B1_5.2,B1_5.NA,B1_6.1,B1_6.2,B1_6.NA,B1_7.1,B1_7.2,B1_7.NA,B1_8.1,B1_8.2,B1_8.NA,B1_9.1,B1_9.2,B1_9.NA,B1_10.1,B1_10.2,B1_10.NA,B1_11.1,B1_11.2,B1_11.NA,B1_12.1,B1_12.2,B1_12.NA,B3.1,B3.2,B3.NA,B5.1,B5.2,B5.NA,B6.1,B6.2,B6.NA,B7.1,B7.2,B7.NA,B8.1,B8.2,B8.3,B8.NA,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C1_m.1,C1_m.2,C1_m.NA,C2.1,C2.2,C2.3,C2.4,C2.NA,C3.1,C3.2,C3.NA,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C5.NA,C6.1,C6.2,C6.3,C6.4,C6.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D3.1,D3.2,D3.3,D3.4,D3.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,E3.1,E3.2,E3.4,E3.NA,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E4.NA,E2.1,E2.2,E2.3,E2.NA,B2.mean,B2.sd,B4.mean,B4.sd,E5.mean,E5.sd,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
TC,TCA,Turks and Caicos Islands,Grand Turk,2020-11-21,2020-05-31,100,3,128376.710519824,3,128376.710519824,10,92,7,1,3430735.08275375,70,6,81,13,9,77,14,6,80,14,17,69,14,14,74,12,16,71,13,7,79,14,7,81,12,6,80,14,2,84,14,8,81,11,22,66,12,16,84,0,6,10,84,16,82,2,7,5,88,1,4,2,93,39,44,17,54,29,17,23,54,23,23,58,19,23,57,20,22,58,20,24,64,12,17,2,2,3,76,15,85,0,53,13,7,3,1,3,20,43,16,9,11,21,4,4,20,19,31,22,4,9,17,21,27,22,29,24,9,15,23,6,14,18,39,23,48,25,1,26,4,13,21,19,11,3,1,28,43,17,11,29,13.5625,25.626055325361,14.0625,8.0108743057707,4.0771484375,2.9674729330811,0.03,0.0334344809563718,0.0374195930094317,0.000200827202098964,0.03,0.0334344809563718,0.0374195930094317,0.000200827202098964,0.00153092467850582,0.000948132916152933
TC,TCA,Turks and Caicos Islands,Grand Turk,2020-11-26,2020-06-02,100,3,128376.710519824,3,128376.710519824,10,92,8,1,3441587.67350538,68,6,82,12,10,77,13,6,80,14,19,69,12,14,74,12,17,71,12,9,79,12,7,81,12,6,80,14,3,84,13,9,81,10,23,65,12,16,84,0,6,10,84,17,81,2,8,5,87,1,5,2,92,40,45,15,53,30,17,23,56,21,22,60,18,22,59,19,22,59,19,24,64,12,16,2,2,4,76,16,84,0,53,14,6,3,1,3,20,44,15,10,10,21,4,6,19,17,32,22,4,10,16,20,28,22,30,21,9,17,23,6,13,18,40,23,47,25,1,27,4,13,21,19,10,3,1,29,41,17,11,31,13.8607971445568,24.9475298537383,14.0625,8.0108743057707,4.24617038430529,3.14448065562462,0.03,0.0334344809563718,0.0373015952806072,0.000200206190114825,0.03,0.0334344809563718,0.0373015952806072,0.000200206190114825,0.00153092467850582,0.000948132916152933
TC,TCA,Turks and Caicos Islands,Grand Turk,2020-11-27,2020-06-02,100,3,128376.710519824,3,128376.710519824,10,92,8,1,3441587.67350538,68,6,82,12,10,77,13,6,80,14,19,69,12,14,74,12,17,71,12,9,79,12,7,81,12,6,80,14,3,84,13,9,81,10,23,65,12,16,84,0,6,10,84,17,81,2,8,5,87,1,5,2,92,40,45,15,53,30,17,23,56,21,22,60,18,22,59,19,22,59,19,24,64,12,16,2,2,4,76,16,84,0,53,14,6,3,1,3,20,44,15,10,10,21,4,6,19,17,32,22,4,10,16,20,28,22,30,21,9,17,23,6,13,18,40,23,47,25,1,27,4,13,21,19,10,3,1,29,41,17,11,31,13.8607971445568,24.9475298537383,14.0625,8.0108743057707,4.24617038430529,3.14448065562462,0.03,0.0334344809563718,0.0373015952806072,0.000200206190114825,0.03,0.0334344809563718,0.0373015952806072,0.000200206190114825,0.00153092467850582,0.000948132916152933
TC,TCA,Turks and Caicos Islands,Grand Turk,2020-11-28,2020-06-02,100,3,128376.710519824,3,128376.710519824,10,92,8,1,3418770.64736948,69,6,82,12,10,77,13,6,80,14,19,69,12,14,74,12,16,72,12,9,79,12,7,81,12,6,80,14,3,84,13,9,81,10,23,65,12,16,84,0,6,10,84,17,81,2,8,5,87,1,5,2,92,39,46,15,53,30,17,23,56,21,23,59,18,22,59,19,22,59,19,24,64,12,16,2,2,4,76,16,84,0,54,14,6,3,1,3,19,45,15,10,10,20,4,6,19,17,33,21,4,10,16,20,29,21,31,21,9,17,22,6,13,18,41,22,48,25,1,26,4,13,21,20,10,3,1,28,42,17,11,30,14.25,25.8955000545833,14.0625,8.0108743057707,4.18834547346514,3.0694479703158,0.03,0.0334344809563718,0.0375505477732476,0.000201516314084293,0.03,0.0334344809563718,0.0375505477732476,0.000201516314084293,0.00153092467850582,0.000948132916152933
TC,TCA,Turks and Caicos Islands,Grand Turk,2020-11-30,2020-06-05,100,3,128376.710519824,3,128376.710519824,14,92,9,1,3432231.02641996,70,6,82,12,10,77,13,6,80,14,20,68,12,14,73,13,16,72,12,10,77,13,7,81,12,6,80,14,3,84,13,9,81,10,23,65,12,17,83,0,6,11,83,18,81,1,9,5,86,1,5,3,91,41,45,14,54,30,16,23,57,20,22,61,17,22,60,18,22,60,18,24,65,11,16,2,2,4,76,17,83,0,56,14,5,3,1,3,18,46,15,10,10,19,4,7,18,18,33,20,4,10,17,19,30,20,33,21,9,16,21,6,13,18,42,21,49,25,1,25,4,13,22,19,11,3,1,27,43,17,11,29,14.3125,25.8756115993618,16.0493827160494,12.5598703391209,4.10682791635173,3.01216416562591,0.03,0.0334344809563718,0.0374032836168752,0.000200741371824989,0.03,0.0334344809563718,0.0374032836168752,0.000200741371824989,0.00214329454990814,0.00112150192361392
TC,TCA,Turks and Caicos Islands,Grand Turk,2020-12-01,2020-06-09,100,3,128376.710519824,3,128376.710519824,14,91,9,1,3460211.84223549,69,6,82,12,10,77,13,6,80,14,21,67,12,14,73,13,17,71,12,11,76,13,7,81,12,7,79,14,3,84,13,10,80,10,24,64,12,18,82,0,7,11,82,18,81,1,9,5,86,1,5,3,91,40,45,15,55,29,16,23,56,21,22,60,18,22,59,19,24,58,18,24,65,11,16,2,2,4,76,18,82,0,57,13,5,3,1,3,18,46,15,10,10,19,5,7,19,17,32,20,5,10,17,20,28,20,33,21,9,16,21,6,14,17,42,21,48,26,1,25,4,14,20,19,11,4,1,27,42,17,11,30,13.7418203450327,24.9672962628569,16.0493827160494,12.5598703391209,4.08163265306122,2.99971803975577,0.03,0.0334344809563718,0.0371008239879573,0.000199149367793593,0.03,0.0334344809563718,0.0371008239879573,0.000199149367793593,0.00216684723726977,0.00113381273949224
TC,TCA,Turks and Caicos Islands,Grand Turk,2020-12-02,2020-06-12,100,3,128376.710519824,3,128376.710519824,14,91,9,1,3493644.22391579,69,6,83,11,10,78,12,6,81,13,21,68,11,15,73,12,17,72,11,11,77,12,7,82,11,7,80,13,3,85,12,9,81,10,24,65,11,18,82,0,7,11,82,18,81,1,9,5,86,1,5,3,91,41,45,14,55,29,16,24,56,20,22,61,17,22,60,18,24,59,17,24,65,11,16,2,2,4,76,18,82,0,57,14,5,3,1,3,17,47,15,10,10,18,5,7,19,17,32,20,5,10,17,20,27,21,33,21,10,15,21,6,14,17,41,22,48,26,0,26,4,14,20,19,11,4,1,27,41,17,11,31,14.375,25.8493540067078,16.0493827160494,12.5598703391209,4.08163265306122,2.99971803975577,0.03,0.0334344809563718,0.0367457881489534,0.000197279970617403,0.03,0.0334344809563718,0.0367457881489534,0.000197279970617403,0.00216684723726977,0.00113381273949224
TC,TCA,Turks and Caicos Islands,Grand Turk,2020-12-03,2020-06-12,100,3,128376.710519824,3,128376.710519824,14,91,9,1,3496511.98370348,69,6,83,11,10,78,12,6,81,13,21,68,11,15,73,12,17,72,11,11,77,12,7,82,11,7,80,13,3,85,12,10,80,10,24,65,11,18,82,0,7,11,82,18,81,1,9,5,86,1,5,3,91,41,46,13,56,29,15,24,57,19,22,62,16,22,61,17,24,60,16,24,66,10,16,2,2,4,76,18,82,0,58,14,5,3,1,3,16,48,15,10,10,17,5,7,19,17,32,20,5,10,17,20,27,21,33,21,10,15,21,6,14,17,41,22,48,26,0,26,4,14,20,19,11,4,1,27,41,17,11,31,14.375,25.8493540067078,16.0493827160494,12.5598703391209,4.08163265306122,2.99971803975577,0.03,0.0334344809563718,0.0367156500873332,0.000197121249730401,0.03,0.0334344809563718,0.0367156500873332,0.000197121249730401,0.00216684723726977,0.00113381273949224
TC,TCA,Turks and Caicos Islands,Grand Turk,2020-12-06,2020-06-15,100,3,128376.710519824,3,128376.710519824,14,91,9,1,3524201.95383926,69,6,83,11,10,78,12,6,81,13,21,68,11,15,73,12,17,72,11,11,77,12,7,82,11,7,80,13,3,85,12,10,80,10,24,65,11,18,82,0,7,11,82,17,82,1,9,5,86,1,5,3,91,41,46,13,56,29,15,24,57,19,22,62,16,22,61,17,24,60,16,24,66,10,16,2,2,4,76,18,82,0,58,14,5,3,1,3,16,48,15,10,10,17,5,8,19,17,31,20,5,10,17,20,27,21,33,22,10,14,21,6,14,18,40,22,48,26,0,26,3,14,20,19,11,5,1,27,40,17,12,31,14.375,25.8493540067078,16.0493827160494,12.5598703391209,4.18834547346514,3.05552240646071,0.03,0.0334344809563718,0.0364271719388757,0.000195601732622944,0.03,0.0334344809563718,0.0364271719388757,0.000195601732622944,0.00216684723726977,0.00113381273949224
TC,TCA,Turks and Caicos Islands,Grand Turk,2020-12-07,2020-06-15,100,3,128376.710519824,3,128376.710519824,14,91,9,1,3524201.95383926,69,6,83,11,10,78,12,6,81,13,21,68,11,15,73,12,17,72,11,11,77,12,7,82,11,7,80,13,3,85,12,10,80,10,24,65,11,18,82,0,7,11,82,17,82,1,9,5,86,1,5,3,91,41,46,13,56,29,15,24,57,19,22,62,16,22,61,17,24,60,16,24,66,10,16,2,2,4,76,18,82,0,58,14,5,3,1,3,16,48,15,10,10,17,5,8,19,17,31,20,5,10,17,20,27,21,33,22,10,14,21,6,14,18,40,22,48,26,0,26,3,14,20,19,11,5,1,27,40,17,12,31,14.375,25.8493540067078,16.0493827160494,12.5598703391209,4.18834547346514,3.05552240646071,0.03,0.0334344809563718,0.0364271719388757,0.000195601732622944,0.03,0.0334344809563718,0.0364271719388757,0.000195601732622944,0.00216684723726977,0.00113381273949224
TC,TCA,Turks and Caicos Islands,Grand Turk,2020-12-08,2020-06-17,100,2,98892.6148290409,2,98892.6148290409,14,91,9,1,3502070.94967039,70,5,84,11,9,79,12,5,82,13,20,69,11,15,73,12,17,72,11,11,77,12,6,83,11,7,80,13,3,85,12,10,80,10,23,66,11,18,82,0,7,11,82,18,81,1,9,6,85,1,5,3,91,41,46,13,55,30,15,24,57,19,21,63,16,21,62,17,23,61,16,25,66,9,17,2,2,4,75,18,82,0,58,14,5,3,1,4,15,49,15,10,10,16,5,8,19,17,32,19,5,10,17,21,27,20,33,23,10,14,20,6,14,18,41,21,49,26,0,25,3,14,21,19,11,5,1,26,40,18,12,30,14.8586456278764,26.8486181173779,16.0493827160494,12.5598703391209,4.10682791635173,2.98505994494845,0.02,0.0274394957835608,0.0282383241945308,0.000173494201526943,0.02,0.0274394957835608,0.0282383241945308,0.000173494201526943,0.00216684723726977,0.00113381273949224
TC,TCA,Turks and Caicos Islands,Grand Turk,2020-12-09,2020-06-21,100,3,116838.989002194,3,116838.989002194,14,91,9,1,3506696.7517937,70,6,83,11,10,78,12,5,82,13,21,68,11,15,73,12,18,71,11,12,76,12,7,82,11,7,80,13,4,84,12,10,80,10,24,65,11,18,82,0,7,11,82,19,79,2,9,7,84,1,5,3,91,42,45,13,56,29,15,24,57,19,21,63,16,21,62,17,23,61,16,26,65,9,18,2,2,4,74,18,81,1,59,14,5,3,1,3,15,49,15,10,10,16,5,8,19,18,31,19,5,10,17,21,27,20,33,23,10,14,20,6,14,18,41,21,49,26,0,25,3,15,21,19,10,5,1,26,40,18,12,30,14.375,25.8493540067078,16.0493827160494,12.5598703391209,4.10682791635173,2.98505994494845,0.03,0.0334344809563718,0.0333188174718644,0.000187838844281871,0.03,0.0334344809563718,0.0333188174718644,0.000187838844281871,0.00216684723726977,0.00113381273949224
TC,TCA,Turks and Caicos Islands,Grand Turk,2020-12-10,2020-06-21,100,3,116838.989002194,3,116838.989002194,14,91,9,1,3506696.7517937,70,6,83,11,10,78,12,5,82,13,21,68,11,15,73,12,18,71,11,12,76,12,7,82,11,7,80,13,4,84,12,10,80,10,24,65,11,18,82,0,7,11,82,19,79,2,9,7,84,1,5,3,91,42,45,13,56,29,15,24,57,19,21,63,16,21,62,17,23,61,16,26,65,9,18,2,2,4,74,18,81,1,59,14,5,3,1,3,15,49,15,10,10,16,5,8,19,18,31,19,5,10,17,21,27,20,33,23,10,14,20,6,14,18,41,21,49,26,0,25,3,15,21,19,10,5,1,26,40,18,12,30,14.375,25.8493540067078,16.0493827160494,12.5598703391209,4.10682791635173,2.98505994494845,0.03,0.0334344809563718,0.0333188174718644,0.000187838844281871,0.03,0.0334344809563718,0.0333188174718644,0.000187838844281871,0.00216684723726977,0.00113381273949224
TC,TCA,Turks and Caicos Islands,Grand Turk,2020-12-11,2020-06-21,100,3,116838.989002194,3,116838.989002194,14,91,9,1,3506696.7517937,70,6,83,11,10,78,12,5,82,13,21,68,11,15,73,12,18,71,11,12,76,12,7,82,11,7,80,13,4,84,12,10,80,10,24,65,11,18,82,0,7,11,82,19,79,2,9,7,84,1,5,3,91,42,45,13,56,29,15,24,57,19,21,63,16,21,62,17,23,61,16,26,65,9,18,2,2,4,74,18,81,1,59,14,5,3,1,3,15,49,15,10,10,16,5,8,19,18,31,19,5,10,17,21,27,20,33,23,10,14,20,6,14,18,41,21,49,26,0,25,3,15,21,19,10,5,1,26,40,18,12,30,14.375,25.8493540067078,16.0493827160494,12.5598703391209,4.10682791635173,2.98505994494845,0.03,0.0334344809563718,0.0333188174718644,0.000187838844281871,0.03,0.0334344809563718,0.0333188174718644,0.000187838844281871,0.00216684723726977,0.00113381273949224
TC,TCA,Turks and Caicos Islands,Grand Turk,2020-12-12,2020-06-21,100,3,116838.989002194,3,116838.989002194,14,91,9,1,3506696.7517937,70,6,83,11,10,78,12,5,82,13,21,68,11,15,73,12,18,71,11,12,76,12,7,82,11,7,80,13,4,84,12,10,80,10,24,65,11,18,82,0,7,11,82,19,79,2,9,7,84,1,5,3,91,42,45,13,56,29,15,24,57,19,21,63,16,21,62,17,23,61,16,26,65,9,18,2,2,4,74,18,81,1,59,14,5,3,1,3,15,49,15,10,10,16,5,8,19,18,31,19,5,10,17,21,27,20,33,23,10,14,20,6,14,18,41,21,49,26,0,25,3,15,21,19,10,5,1,26,40,18,12,30,14.375,25.8493540067078,16.0493827160494,12.5598703391209,4.10682791635173,2.98505994494845,0.03,0.0334344809563718,0.0333188174718644,0.000187838844281871,0.03,0.0334344809563718,0.0333188174718644,0.000187838844281871,0.00216684723726977,0.00113381273949224
TC,TCA,Turks and Caicos Islands,Grand Turk,2020-12-13,2020-06-22,100,3,116838.989002194,3,116838.989002194,14,90,9,1,3486154.41944697,70,6,83,11,10,78,12,5,82,13,21,68,11,15,73,12,18,71,11,12,76,12,7,82,11,7,80,13,4,84,12,10,80,10,24,65,11,19,81,0,7,12,81,19,79,2,9,7,84,1,5,3,91,43,44,13,57,28,15,24,56,20,21,62,17,20,62,18,23,60,17,27,64,9,19,2,2,4,73,17,82,1,59,14,5,3,1,3,15,48,16,10,10,16,5,8,19,19,30,19,5,10,17,22,26,20,33,23,11,13,20,6,14,19,40,21,49,26,0,25,3,16,21,19,10,5,0,26,40,19,11,30,14.375,25.8493540067078,16.0493827160494,12.5598703391209,4.13202317964223,2.98376312643314,0.03,0.0334344809563718,0.0335151502040258,0.000188926505304747,0.03,0.0334344809563718,0.0335151502040258,0.000188926505304747,0.00219092331768388,0.00114639682823031
TC,TCA,Turks and Caicos Islands,Grand Turk,2020-12-15,2020-06-22,100,3,116838.989002194,3,116838.989002194,14,90,9,1,3486154.41944697,70,6,83,11,10,78,12,5,82,13,21,68,11,15,73,12,18,71,11,12,76,12,7,82,11,7,80,13,4,84,12,10,80,10,24,65,11,19,81,0,7,12,81,19,79,2,9,7,84,1,5,3,91,43,44,13,57,28,15,24,56,20,21,62,17,20,62,18,23,60,17,27,64,9,19,2,2,4,73,17,82,1,59,14,5,3,1,3,15,48,16,10,10,16,5,8,19,19,30,19,5,10,17,22,26,20,33,23,11,13,20,6,14,19,40,21,49,26,0,25,3,16,21,19,10,5,0,26,40,19,11,30,14.375,25.8493540067078,16.0493827160494,12.5598703391209,4.13202317964223,2.98376312643314,0.03,0.0334344809563718,0.0335151502040258,0.000188926505304747,0.03,0.0334344809563718,0.0335151502040258,0.000188926505304747,0.00219092331768388,0.00114639682823031
TC,TCA,Turks and Caicos Islands,Grand Turk,2020-12-16,2020-06-23,100,3,116838.989002194,3,116838.989002194,14,89,9,1,3483590.821072,71,6,84,10,10,79,11,5,83,12,21,69,10,15,74,11,18,72,10,12,77,11,7,83,10,7,81,12,4,85,11,10,81,9,24,66,10,20,80,0,8,12,80,19,79,2,9,7,84,1,5,3,91,42,45,13,57,29,14,24,57,19,21,63,16,20,63,17,23,61,16,27,64,9,19,2,2,4,73,17,82,1,59,14,5,3,1,3,15,48,16,10,10,16,5,8,19,19,31,18,5,10,17,22,27,19,33,23,11,14,19,6,14,19,41,20,50,26,0,24,3,16,21,20,10,5,0,25,40,20,11,29,14.375,25.8493540067078,16.0493827160494,12.5598703391209,4.052734375,2.91611854437218,0.03,0.0334344809563718,0.0335398142329009,0.000189063125188964,0.03,0.0334344809563718,0.0335398142329009,0.000189063125188964,0.00221554043361291,0.00115926339101298
TC,TCA,Turks and Caicos Islands,Grand Turk,2020-12-17,2020-06-23,100,3,116838.989002194,3,116838.989002194,14,89,9,1,3483590.821072,71,6,84,10,10,79,11,5,83,12,21,69,10,15,74,11,18,72,10,12,77,11,7,83,10,7,81,12,4,85,11,10,81,9,24,66,10,20,80,0,8,12,80,19,79,2,9,7,84,1,5,3,91,42,45,13,57,29,14,24,57,19,21,63,16,20,63,17,23,61,16,27,64,9,19,2,2,4,73,17,82,1,59,14,5,3,1,3,15,48,16,10,10,16,5,8,19,19,31,18,5,10,17,22,27,19,33,23,11,14,19,6,14,19,41,20,50,26,0,24,3,16,21,20,10,5,0,25,40,20,11,29,14.375,25.8493540067078,16.0493827160494,12.5598703391209,4.052734375,2.91611854437218,0.03,0.0334344809563718,0.0335398142329009,0.000189063125188964,0.03,0.0334344809563718,0.0335398142329009,0.000189063125188964,0.00221554043361291,0.00115926339101298
TC,TCA,Turks and Caicos Islands,Grand Turk,2020-12-18,2020-06-23,100,3,116838.989002194,3,116838.989002194,14,89,9,1,3483590.821072,71,6,84,10,10,79,11,5,83,12,21,69,10,15,74,11,18,72,10,12,77,11,7,83,10,7,81,12,4,85,11,10,81,9,24,66,10,20,80,0,8,12,80,19,79,2,9,7,84,1,5,3,91,42,45,13,57,29,14,24,57,19,21,63,16,20,63,17,23,61,16,27,64,9,19,2,2,4,73,17,82,1,59,14,5,3,1,3,15,48,16,10,10,16,5,8,19,19,31,18,5,10,17,22,27,19,33,23,11,14,19,6,14,19,41,20,50,26,0,24,3,16,21,20,10,5,0,25,40,20,11,29,14.375,25.8493540067078,16.0493827160494,12.5598703391209,4.052734375,2.91611854437218,0.03,0.0334344809563718,0.0335398142329009,0.000189063125188964,0.03,0.0334344809563718,0.0335398142329009,0.000189063125188964,0.00221554043361291,0.00115926339101298
TC,TCA,Turks and Caicos Islands,Grand Turk,2020-12-19,2020-06-27,100,3,116838.989002194,3,116838.989002194,23,89,9,1,3391512.95554431,71,5,86,9,11,80,9,5,84,11,20,70,10,15,74,11,18,72,10,12,77,11,8,83,9,7,81,12,5,85,10,11,81,8,24,67,9,20,80,0,8,12,80,18,80,2,9,7,84,1,5,3,91,41,47,12,57,30,13,24,59,17,21,65,14,19,65,16,23,63,14,27,64,9,19,2,2,4,73,16,82,2,59,14,5,4,1,3,14,50,15,9,11,15,5,8,18,19,33,17,5,10,15,22,30,18,33,21,12,16,18,6,13,19,43,19,51,25,0,24,3,16,21,20,11,5,0,24,40,19,11,30,14.0625,25.8861381329061,27.1604938271605,33.8438275601798,4.1259765625,2.91144286003001,0.03,0.0334344809563718,0.0344504032665393,0.000194104587285526,0.03,0.0334344809563718,0.0344504032665393,0.000194104587285526,0.00363981642664979,0.00148481325431089
TC,TCA,Turks and Caicos Islands,Grand Turk,2020-12-20,2020-06-28,100,3,116838.989002194,3,116838.989002194,23,88,9,1,3401921.81325629,70,5,86,9,11,79,10,5,83,12,20,70,10,15,73,12,17,72,11,12,76,12,8,82,10,7,80,13,5,84,11,10,81,9,23,67,10,21,79,0,8,13,79,18,80,2,9,7,84,1,5,3,91,40,47,13,56,30,14,23,59,18,22,64,14,19,64,17,24,62,14,26,65,9,18,2,2,4,74,16,82,2,59,15,4,4,1,3,14,49,16,9,11,15,5,8,18,19,33,17,5,10,16,22,29,18,33,21,12,16,18,6,13,20,42,19,51,25,0,24,3,16,21,20,11,5,0,24,40,18,11,31,14.6614069690993,26.8535746938742,27.1604938271605,33.8438275601798,4.23280423280423,2.96271912780122,0.03,0.0334344809563718,0.0343449953925768,0.000193521247994889,0.03,0.0334344809563718,0.0343449953925768,0.000193521247994889,0.00368117797695263,0.00150165496239285
TC,TCA,Turks and Caicos Islands,Grand Turk,2020-12-21,2020-06-28,100,3,116838.989002194,3,116838.989002194,23,88,9,1,3423846.08679044,70,5,86,9,11,78,11,5,82,13,20,69,11,15,72,13,17,71,12,12,75,13,8,81,11,7,79,14,5,83,12,10,80,10,23,66,11,21,79,0,8,13,79,18,80,2,9,7,84,1,5,3,91,40,47,13,55,31,14,23,59,18,22,64,14,19,64,17,24,62,14,26,65,9,18,2,2,4,74,16,82,2,58,15,4,4,1,4,14,50,16,8,11,15,6,8,18,19,32,17,6,10,16,22,28,18,33,21,12,16,18,7,13,20,41,19,51,25,0,24,3,16,20,20,12,5,0,24,39,18,12,31,14.6614069690993,26.8535746938742,27.1604938271605,33.8438275601798,4.15721844293273,2.88528794650288,0.03,0.0334344809563718,0.0341250704735154,0.000192303947618992,0.03,0.0334344809563718,0.0341250704735154,0.000192303947618992,0.00368117797695263,0.00150165496239285
TC,TCA,Turks and Caicos Islands,Grand Turk,2020-12-22,2020-06-29,100,3,116838.989002194,3,116838.989002194,23,87,9,1,3588748.6231063,69,5,86,9,11,77,12,5,81,14,20,68,12,14,73,13,17,70,13,12,74,14,8,80,12,7,78,15,5,82,13,9,80,11,22,66,12,21,78,1,8,13,79,18,79,3,9,7,84,1,5,3,91,39,47,14,54,31,15,22,59,19,22,63,15,18,64,18,23,62,15,26,64,10,18,2,2,4,74,16,81,3,57,15,4,4,1,4,15,49,16,8,11,16,6,8,18,18,32,18,6,10,16,21,28,19,32,21,12,16,19,7,13,19,41,20,50,25,0,25,3,16,20,19,12,5,0,25,38,18,12,32,15.3739612188366,27.8535507146019,27.1604938271605,33.8438275601798,4.21436004162331,2.95469447419529,0.03,0.0334344809563718,0.0325570278870806,0.000183616470208976,0.03,0.0334344809563718,0.0325570278870806,0.000183616470208976,0.00372349036749231,0.00151888311071718
TC,TCA,Turks and Caicos Islands,Grand Turk,2020-12-23,2020-07-01,100,3,116838.989002194,3,116838.989002194,26,87,9,1,3564522.22960066,71,5,86,9,11,77,12,5,81,14,19,69,12,15,72,13,17,70,13,12,74,14,8,80,12,7,78,15,5,82,13,10,79,11,21,67,12,22,77,1,8,14,78,19,78,3,9,8,83,1,5,3,91,39,48,13,55,31,14,21,61,18,22,64,14,16,67,17,23,63,14,26,65,9,18,2,2,4,74,16,81,3,59,15,4,4,1,3,14,50,16,8,11,15,6,8,19,20,30,17,6,9,18,21,28,18,33,22,12,16,17,7,13,21,41,18,52,25,0,23,3,17,20,19,13,5,0,23,38,20,12,30,15.9105851413544,27.4035242757461,25,28.7711275027201,4.1015625,2.87302597861724,0.03,0.0334344809563718,0.032778302806456,0.000184843283201141,0.03,0.0334344809563718,0.032778302806456,0.000184843283201141,0.00420916302412174,0.00161451181120203
TC,TCA,Turks and Caicos Islands,Grand Turk,2020-12-25,2020-07-01,100,3,116838.989002194,3,116838.989002194,25,87,8,1,3563926.66913419,71,5,85,10,11,76,13,5,80,15,18,69,13,14,72,14,17,69,14,12,74,14,8,79,13,7,77,16,5,81,14,10,78,12,21,66,13,21,78,1,7,14,79,18,78,4,8,8,84,1,5,2,92,39,48,13,54,32,14,20,62,18,21,65,14,15,68,17,22,64,14,25,66,9,18,2,2,3,75,15,82,3,60,15,3,4,1,3,14,50,16,8,11,15,6,8,19,20,30,17,6,9,18,21,28,18,34,22,11,16,17,7,13,21,41,18,51,26,0,23,3,18,20,18,13,5,0,23,39,20,12,29,14.6814404432133,26.5257031792941,30.8641975308642,32.2881403225235,4.04733727810651,2.80755045438852,0.03,0.0334344809563718,0.0327837803213214,0.0001848736484974,0.03,0.0334344809563718,0.0327837803213214,0.0001848736484974,0.0040472721385786,0.00158328776870453
TC,TCA,Turks and Caicos Islands,Grand Turk,2020-12-27,2020-07-02,100,3,116838.989002194,3,116838.989002194,25,87,8,1,3548855.4722169,71,5,86,9,11,77,12,6,80,14,19,69,12,15,72,13,17,70,13,12,75,13,8,79,13,7,78,15,5,82,13,9,79,12,20,67,13,21,78,1,7,14,79,18,78,4,8,8,84,1,5,2,92,40,47,13,55,31,14,21,61,18,22,64,14,16,67,17,22,64,14,26,65,9,18,3,2,3,74,15,82,3,60,15,3,4,1,3,14,49,16,9,11,15,6,9,19,20,29,17,6,9,18,22,27,18,34,22,11,16,17,7,13,21,41,18,52,25,0,23,3,17,20,18,14,5,0,23,39,20,12,29,15.6509695290859,26.7457574686124,30.8641975308642,32.2881403225235,4.09467455621302,2.79047570594207,0.03,0.0334344809563718,0.0329230057174481,0.000185645402855662,0.03,0.0334344809563718,0.0329230057174481,0.000185645402855662,0.0040472721385786,0.00158328776870453
