ISO2,ISO_3,country_agg,region_agg,date,first_date,day_count,weight,Finished,B2,B4,E5,E6,pos_RF,count,symptomatic,infected,not_infected,vaccinated,unvaccinated,vac1dose,vac2doses,cli,cli_weight,cli_vaccinated,cli_unvaccinated,cli_vac1dose,cli_vac2doses,cliWHO,cliWHO_weight,cli_local,count_local,reach,stringent_cli,stringent_cli_vaccinated,stringent_cli_unvaccinated,stringent_cli_vac1dose,stringent_cli_vac2doses,classic_cli,classic_cli_vaccinated,classic_cli_unvaccinated,classic_cli_vac1dose,classic_cli_vac2doses,broad_cli,broad_cli_vaccinated,broad_cli_unvaccinated,broad_cli_vac1dose,broad_cli_vac2doses,test_recent,positive_recent,positive_vaccinated,positive_unvaccinated,positive_vac1dose,positive_vac2doses,positive_symptomatic,pos_RF_vaccinated,pos_RF_unvaccinated,pos_RF_vac1dose,pos_RF_vac2doses,pos_RF_symptomatic,positive_Fever_B1_1,positive_Cough_B1_2,positive_Difficulty_breathing_B1_3,positive_Fatigue_B1_4,positive_Stuffy_or_runny_nose_B1_5,positive_Aches_or_muscle_pain_B1_6,positive_Sore_throat_B1_7,positive_Chest_pain_B1_8,positive_Nausea_B1_9,positive_Loss_of_smell_or_taste_B1_10,positive_Headache_B1_12,positive_Chills_B1_13,pos_vaccinated_Fever_B1_1,pos_vaccinated_Cough_B1_2,pos_vaccinated_Difficulty_breathing_B1_3,pos_vaccinated_Fatigue_B1_4,pos_vaccinated_Stuffy_or_runny_nose_B1_5,pos_vaccinated_Aches_or_muscle_pain_B1_6,pos_vaccinated_Sore_throat_B1_7,pos_vaccinated_Chest_pain_B1_8,pos_vaccinated_Nausea_B1_9,pos_vaccinated_Loss_of_smell_or_taste_B1_10,pos_vaccinated_Headache_B1_12,pos_vaccinated_Chills_B1_13,pos_RF_Fever_B1_1,pos_RF_Cough_B1_2,pos_RF_Difficulty_breathing_B1_3,pos_RF_Fatigue_B1_4,pos_RF_Stuffy_or_runny_nose_B1_5,pos_RF_Aches_or_muscle_pain_B1_6,pos_RF_Sore_throat_B1_7,pos_RF_Chest_pain_B1_8,pos_RF_Nausea_B1_9,pos_RF_Loss_of_smell_or_taste_B1_10,pos_RF_Headache_B1_12,pos_RF_Chills_B1_13,pos_RF_vaccinated_Fever_B1_1,pos_RF_vaccinated_Cough_B1_2,pos_RF_vaccinated_Difficulty_breathing_B1_3,pos_RF_vaccinated_Fatigue_B1_4,pos_RF_vaccinated_Stuffy_or_runny_nose_B1_5,pos_RF_vaccinated_Aches_or_muscle_pain_B1_6,pos_RF_vaccinated_Sore_throat_B1_7,pos_RF_vaccinated_Chest_pain_B1_8,pos_RF_vaccinated_Nausea_B1_9,pos_RF_vaccinated_Loss_of_smell_or_taste_B1_10,pos_RF_vaccinated_Headache_B1_12,pos_RF_vaccinated_Chills_B1_13,days_aggregated,p_rf,p_rf_CI,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
ZA,ZAF,South Africa,Eastern Cape,2021-04-11,2021-04-10,53,8457373.50487062,66,818,26,254,759,2,111,62,0,0,11,87,10,0,10,675261.695496707,1,5,1,0,7,522662.797413892,27,104,1443.83239507685,4,0,3,0,0,12,1,8,1,0,13,2,9,2,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0.018018018018018,0.0247452513571082,0.0900900900900901,0.0532628388008675,0.0798429553936363,0.000182675210006143,0.0630630630630631,0.0452198703137972,0.0617996588554223,0.000162282305027144,0.0187002314756644,0.00698737480391116
ZA,ZAF,South Africa,Eastern Cape,2021-04-12,2021-04-11,53,7693133.29185029,67,656,15,230,867,1,106,58,0,0,7,87,6,0,7,493904.543069544,1,3,1,0,5,404406.483552389,15,98,1360.53437228395,2,0,2,0,0,8,1,5,1,0,9,2,5,2,0,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.00943396226415094,0.0184028015418055,0.0660377358490566,0.0472776531807017,0.0642007000701212,0.000173203914208577,0.0471698113207547,0.040358496811933,0.0525672009323947,0.00015769869392136,0.0110250797815709,0.00554851598444958
ZA,ZAF,South Africa,Eastern Cape,2021-04-13,2021-04-12,61,7563074.85254188,79,356,20,255,1037,1,114,58,0,0,1,100,1,0,3,213029.014660521,0,3,0,0,1,83302.8873699759,20,108,1499.36441027211,2,0,2,0,0,6,0,6,0,0,7,0,7,0,0,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0087719298245614,0.0171170940046306,0.0263157894736842,0.0293841363627093,0.0281669848327528,0.00011791387072744,0.0087719298245614,0.0171170940046306,0.0110144205887343,7.43831728225472e-05,0.0133389854147401,0.00580684020514841
ZA,ZAF,South Africa,Eastern Cape,2021-04-14,2021-04-13,56,8275140.93892479,82,400,21,234,984,5,117,68,0,0,8,92,8,0,5,338961.542518166,1,4,1,0,3,150610.630423312,21,107,1485.48140647329,6,1,4,1,0,8,1,7,1,0,8,0,7,0,0,4,1,0,1,0,0,1,1,3,1,0,5,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,5,5,4,2,5,0,5,3,2,1,1,0,1,1,0,0,1,0,1,0,1,2,0.0427350427350427,0.0366490998194861,0.0427350427350427,0.0366490998194861,0.0409614222911602,0.000135041092889543,0.0256410256410256,0.0286406157970728,0.0182003704269092,9.10776752858603e-05,0.0141368312713226,0.00600342154070918
ZA,ZAF,South Africa,Eastern Cape,2021-04-15,2021-04-14,58,7962586.43063003,77,551,17,245,873,5,114,70,0,0,11,91,11,0,6,427732.58757677,1,4,1,0,5,299011.798635202,17,105,1457.71539887566,6,1,4,1,0,17,2,13,2,0,15,1,11,1,0,5,1,0,1,0,0,1,1,3,1,0,5,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,5,5,3,1,4,0,5,3,3,1,1,0,1,1,0,0,1,0,1,0,1,2,0.043859649122807,0.0375914488963139,0.0526315789473684,0.0409900376242963,0.0537177952544907,0.000156599523987573,0.043859649122807,0.0375914488963139,0.0375520945662806,0.000132046443974093,0.0116620843911727,0.00551128079357203
ZA,ZAF,South Africa,Eastern Cape,2021-04-16,2021-04-14,41,11300773.9207843,104,685,22,326,1165,6,155,92,0,0,13,124,13,0,8,589242.861540149,1,6,1,0,6,356037.561424951,22,144,1999.15254702948,8,1,6,1,0,19,2,15,2,0,16,1,12,1,0,6,2,0,2,0,0,1,1,4,1,0,5,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,5,5,3,1,4,0,5,3,3,1,1,0,1,1,0,0,1,0,1,0,1,3,0.0387096774193548,0.0303682176361324,0.0516129032258065,0.0348300585595045,0.0521418148589292,0.000129616040843034,0.0387096774193548,0.0303682176361324,0.0315055910259501,0.000101844216679279,0.0110046629671605,0.00457309916413134
ZA,ZAF,South Africa,Eastern Cape,2021-04-17,2021-04-15,51,11084729.4154259,99,554,23,305,1067,3,150,80,0,0,8,127,8,0,5,364450.807020576,1,3,1,0,4,259966.295846946,23,142,1971.38653943185,3,0,3,0,0,16,2,12,2,0,16,2,12,2,0,5,2,0,2,0,0,1,0,3,0,0,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0.02,0.0224042544896581,0.0333333333333333,0.0287263340018553,0.0328786381121215,0.000104974288807623,0.0266666666666667,0.0257820606669192,0.0234526514905423,8.90898382570377e-05,0.0116669154120473,0.0047401478611265
ZA,ZAF,South Africa,Eastern Cape,2021-04-18,2021-04-17,50,7735903.64613433,68,359,21,215,774,3,101,62,0,0,3,90,3,0,2,258683.815520978,1,1,1,0,1,54539.3648453073,21,96,1332.76836468632,2,0,2,0,0,8,1,7,1,0,11,1,10,1,0,5,2,0,2,0,0,2,0,3,0,0,3,1,0,0,1,2,2,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,3,3,0,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0297029702970297,0.0331085145091172,0.0198019801980198,0.0271705622473482,0.0334393792055882,0.00012668821494499,0.0099009900990099,0.0193092777830645,0.00705016082672654,5.89597634030194e-05,0.0157566765211617,0.00668581417365997
ZA,ZAF,South Africa,Eastern Cape,2021-04-19,2021-04-18,59,7758367.2456264,71,384,16,222,879,4,109,69,0,0,3,100,3,0,2,307404.274778704,0,2,0,0,0,0,16,105,1457.71539887566,3,0,3,0,0,10,0,10,0,0,13,0,13,0,0,8,1,0,1,0,0,1,0,4,0,0,4,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,4,4,2,2,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0.036697247706422,0.0352966094275844,0.018348623853211,0.0251950503612202,0.0396222897223635,0.000137263081667326,0,0,0,0,0.0109760794269861,0.00534858298702308
ZA,ZAF,South Africa,Eastern Cape,2021-04-20,2021-04-19,55,7676954.45656129,72,244,17,222,832,3,114,60,0,0,9,98,8,0,5,391780.284516261,1,4,0,0,1,42759.6292892234,17,110,1527.13041786974,1,0,1,0,0,9,1,8,0,0,9,1,8,1,0,9,1,1,0,1,0,1,1,2,1,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,2,2,3,2,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0.0263157894736842,0.0293841363627093,0.043859649122807,0.0375914488963139,0.0510332953950791,0.00015567035041975,0.0087719298245614,0.0171170940046306,0.0055698688237857,5.26457394425939e-05,0.0111319896461194,0.00526217864678603
ZA,ZAF,South Africa,Eastern Cape,2021-04-21,2021-04-20,63,7946309.86000068,75,263,13,306,917,2,118,60,0,0,11,97,10,0,7,629526.000400128,1,6,0,0,3,268414.451254966,13,114,1582.662433065,2,0,2,0,0,10,1,9,0,0,5,1,4,1,0,6,1,1,0,1,0,1,1,1,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,2,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0.0169491525423729,0.0232899776895759,0.0593220338983051,0.0426221731910667,0.0792224329898047,0.000187787550016597,0.0254237288135593,0.0284010651185517,0.03377850297609,0.000125609905815583,0.00821400680802414,0.00444672690977858
ZA,ZAF,South Africa,Eastern Cape,2021-04-22,2021-04-21,61,8086955.03863806,80,398,23,294,980,4,124,68,0,0,4,108,4,0,6,540062.174161488,0,5,0,0,4,373341.364277275,23,115,1596.54543686382,5,0,4,0,0,11,0,10,0,0,9,0,8,0,0,5,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,3,2,2,2,2,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0.032258064516129,0.0310982665709861,0.0483870967741936,0.0377687135204149,0.066781893998565,0.000172058653876347,0.032258064516129,0.0310982665709861,0.0461658760922393,0.000144628054854812,0.0144061042479193,0.0058449355766906
ZA,ZAF,South Africa,Eastern Cape,2021-04-23,2021-04-22,39,8012981.43369428,69,307,33,185,768,6,100,49,0,0,5,87,4,0,6,558058.294216939,0,4,0,0,3,219119.313800937,33,92,1277.23634949106,5,0,2,0,0,10,0,7,0,0,8,0,6,0,0,5,1,0,1,0,0,1,0,3,0,0,6,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,5,3,2,4,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0.06,0.046546565661405,0.06,0.046546565661405,0.06964427645749,0.000176245588433683,0.03,0.0334344809563718,0.027345541183903,0.000112920703501178,0.0258370347924639,0.00870060792675969
ZA,ZAF,South Africa,Eastern Cape,2021-04-24,2021-04-22,41,11965041.639458,92,416,37,263,977,6,141,73,0,0,6,124,5,0,6,558058.294216939,0,4,0,0,3,219119.313800937,37,132,1832.55650144369,5,0,2,0,0,11,0,8,0,0,9,0,7,0,0,8,1,0,1,0,0,1,0,3,0,0,6,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,5,3,2,4,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0425531914893617,0.0333166964120918,0.0425531914893617,0.0333166964120918,0.0466407314769878,0.000119481855086624,0.0212765957446809,0.0238187843592015,0.018313293041817,7.59732423484979e-05,0.0201903733777656,0.00643965247084071
ZA,ZAF,South Africa,Eastern Cape,2021-04-25,2021-04-23,40,11764767.7485707,76,231,34,248,834,3,120,53,0,0,6,107,5,0,5,531026.405077321,0,4,0,0,1,71432.7714894055,34,117,1624.31144446145,3,0,1,0,0,8,0,6,0,0,3,0,2,0,0,6,1,0,1,0,0,1,0,1,0,0,3,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,1,3,1,1,2,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0.025,0.0279337846156495,0.0416666666666667,0.0357528069823552,0.0451370070728202,0.000118629670000616,0.00833333333333333,0.0162648365258355,0.00607175364750266,4.43905984155404e-05,0.0209319463431306,0.00696185037809474
ZA,ZAF,South Africa,Eastern Cape,2021-04-26,2021-04-24,41,11220094.5538128,72,361,27,246,799,1,122,65,0,0,4,108,4,0,4,381223.116589001,0,4,0,0,2,209198.37155403,28,116,1610.42844066264,2,0,2,0,0,8,0,8,0,0,5,0,5,0,0,6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0.00819672131147541,0.0159993017797116,0.0327868852459016,0.0315994369537229,0.0339768185339805,0.000106007102009767,0.0163934426229508,0.0225327379431889,0.0186449740285781,7.91487024493481e-05,0.0173866775405922,0.00638376658281454
ZA,ZAF,South Africa,Eastern Cape,2021-04-27,2021-04-26,66,7513156.84528821,72,376,34,229,891,3,107,56,0,0,5,91,5,0,6,592745.518188715,2,3,2,0,4,455571.559831826,35,97,1346.65136848514,3,1,2,1,0,10,1,8,1,0,7,2,5,2,0,6,1,0,1,0,0,1,1,2,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0.0280373831775701,0.0312787739529993,0.0560747663551402,0.0435921948951269,0.0788943356826696,0.000192758927690203,0.0373831775700935,0.035943555304845,0.0606365032985478,0.0001706556918195,0.02599039426171,0.00849784012921976
ZA,ZAF,South Africa,Eastern Cape,2021-04-28,2021-04-27,51,8149594.17359245,82,400,32,259,1032,2,117,62,0,0,5,103,4,1,8,815484.931454724,2,4,2,0,5,526617.598380726,32,110,1527.13041786974,3,1,2,1,0,11,1,8,1,0,8,2,5,2,0,6,1,0,1,0,0,1,1,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,2,0.0170940170940171,0.0234873065658838,0.0683760683760684,0.0457327735587126,0.100064483468046,0.000206027776033428,0.0427350427350427,0.0366490998194861,0.0646188739173236,0.000168792868496163,0.0209543334515189,0.00718370396807129
ZA,ZAF,South Africa,Eastern Cape,2021-04-29,2021-04-28,62,8573609.16951191,75,376,27,215,880,1,113,57,0,0,9,92,8,1,11,1076457.31727534,0,10,0,0,6,600357.456398471,27,107,1485.48140647329,1,0,1,0,0,13,0,11,0,0,8,0,6,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.00884955752212389,0.0172678965081244,0.0973451327433628,0.0546546168724207,0.125554745497762,0.000221793660484196,0.0530973451327434,0.0413426146865413,0.0700238889513841,0.000170814706716725,0.018175925920272,0.00679328118720791
