Timestamp,Country,ISO_3166_1_a2,Region,ISO_3166_2,Language,Reach,Cases,Recovered,Fatalities,RecentCases,RecentHospital,RecentCasesNursing,StillSick,Tested,Positive,Hospital,Severe,ICU,Surveyfirst,Surveyknown,Surveyforward,Dataset,Cookie,Campaign
2020/07/30,Spain,ES,,ESMRC,en,20,4,4,0,0,,0,0,0,0,1,0,0,,N,Y,limesurvey-5608,kz3pd2535ekd8qb97b,
2020/07/30,Spain,ES,,ESMAR,en,10,2,2,0,0,,0,0,1,0,2,2,1,,N,N,limesurvey-5475,kk8zhykcjbkd8lqor2,
2020/07/30,Spain,ES,,ESMRC,es,50,0,0,0,0,,0,0,0,0,0,0,0,,N,N,limesurvey-5812,3wou8clw6ikd8yoes8,
2020/07/30,Spain,ES,,ESMRE,es,2,1,2,0,0,,0,0,1,1,0,,,,Y,Y,limesurvey-5611,ui5mdd9ayvkd8qknww,
2020/07/30,Spain,ES,,ESMRE,es,20,0,20,0,0,,0,0,1,0,0,0,0,,N,N,limesurvey-5361,rkuv15onpmkd8jjbyc,
2020/07/30,Spain,ES,,ESMRE,es,10,0,0,0,0,,0,0,1,0,0,0,0,,N,N,limesurvey-5927,mqprw8e6jhkd99w1q2,
2020/07/30,Spain,ES,,ESMRE,en,8,1,0,0,0,,0,1,3,1,0,0,0,,Y,Y,limesurvey-5572,sigsim3v2skd8ol76u,
2020/07/30,Spain,ES,,ESMRC,es,200,5,5,0,0,,0,0,7,1,0,0,0,,Y,Y,limesurvey-5332,kpsoym5putkd8j7h32,
2020/07/30,Spain,ES,,ESMRO,es,25,2,2,0,0,,0,0,2,2,0,0,0,,N,N,limesurvey-5835,rue23af9d1kd902423,
2020/07/30,Spain,ES,,ESMAR,en,4,1,1,0,0,,0,0,0,0,0,0,0,,Y,Y,limesurvey-5562,lpheoi2d2ikd8obdwk,
2020/07/30,Spain,ES,,ESMRE,en,30,10,9,1,0,,3,0,10,4,5,2,2,,Y,Y,limesurvey-5310,64okjiqy8lkd8ivmy0,
2020/07/30,Spain,ES,,ESMRO,es,15,0,0,0,0,,0,0,2,0,0,0,0,,N,N,limesurvey-5341,gvbfnericekd8jez6v,
2020/07/30,Spain,ES,,ESMRE,es,50,4,4,0,0,,0,0,4,2,0,0,0,,N,Y,limesurvey-5283,68jtwqkyqqkd8j0116,
2020/07/30,Spain,ES,,ESMRC,es,40,1,1,0,0,,0,0,0,0,0,0,0,,N,N,limesurvey-5446,pnamxgo9yikd8l8ydb,
2020/07/30,Spain,ES,,ESMRC,en,40,1,10,0,0,,0,0,2,0,0,0,2,,N,N,limesurvey-5648,r3iguyn6jnkd8tj50y,
2020/07/30,Spain,ES,,ESMRE,es,25,7,6,1,0,,,0,3,3,3,2,2,,N,N,limesurvey-5912,7y2f75az4hkd99vf9s,
2020/07/30,Spain,ES,,ESMRO,en,2,0,0,0,0,,0,0,0,0,0,0,0,,N,N,limesurvey-5617,fsbqt7nldpkd8qx8t4,
2020/07/30,Spain,ES,,ESMRE,es,30,0,0,0,0,,0,0,10,0,0,0,0,,N,N,limesurvey-5270,zr7d60dor0kd8im0f5,
2020/07/30,Spain,ES,,ESMRO,es,30,9,9,0,0,,0,0,4,4,2,2,0,,Y,Y,limesurvey-5419,uq69vekj2lkd8kvr52,
2020/07/30,Spain,ES,,ESMAR,en,36,4,4,0,0,,0,0,1,1,0,0,0,,Y,N,limesurvey-5714,rki1pyjqodkd8vfgdy,
2020/07/30,Spain,ES,,ESMRC,en,30,2,2,0,0,,0,0,0,,0,0,0,,N,N,limesurvey-5928,0wyi6yz4irkd9a1jjf,
2020/07/30,Spain,ES,,ESMRC,en,4,0,0,0,0,,0,0,0,0,0,0,0,,N,Y,limesurvey-5440,cp1ugl3o9okd8l1hzo,
2020/07/30,Spain,ES,,ESMRO,en,4,2,2,0,0,,0,0,2,1,0,0,0,,N,N,limesurvey-5459,g4tb8j0c66kd8lgzu5,
2020/07/30,Spain,ES,,ESMRE,es,30,3,3,0,0,,0,0,1,1,0,0,0,,N,N,limesurvey-5795,jfntsq57x0kd8yeps8,
2020/07/30,Spain,ES,,ESMRC,es,15,0,0,0,0,,0,0,0,0,0,0,0,,N,N,limesurvey-5967,oqqz65phaskd9db6n4,
2020/07/30,Spain,ES,,ESMRO,es,7,0,0,0,0,,0,0,0,0,0,0,0,,Y,N,limesurvey-5396,2yy6me67dvkd8k4659,
2020/07/30,Spain,ES,,ESMRO,en,11,2,2,0,0,,0,0,0,0,1,1,0,,N,N,limesurvey-5847,ywd8jaspbhkd91fr3x,
2020/07/30,Spain,ES,,ESMAR,en,30,5,5,0,0,,0,0,4,3,3,1,1,,Y,N,limesurvey-5414,x2fooa97lwkd8kdv8g,
2020/07/30,Spain,ES,,ESMRO,es,5,1,1,0,0,,0,0,1,1,0,0,0,,Y,N,limesurvey-5257,5en9bzgy8tkd8ii3ow,
2020/07/30,Spain,ES,,ESMRC,en,80,550,5,,0,,0,0,5,2,,,,,N,N,limesurvey-5585,zbt8n39j9mkd8p7e8v,
2020/07/30,Spain,ES,,ESMRO,es,30,1,1,0,0,,0,0,0,0,1,1,1,,N,Y,limesurvey-5228,sir62wlud2kd8i7j41,
2020/07/30,Spain,ES,,ESMRC,en,30,0,0,0,1,,1,0,10,0,0,0,0,,N,Y,limesurvey-5437,seqqobdn4fkd8kzj5m,
2020/07/30,Spain,ES,,ESMRC,es,3,12,11,1,3,,1,2,13,13,6,3,3,,Y,Y,limesurvey-5881,u660uoubbykd95c2pr,
2020/07/30,Spain,ES,,ESMRE,en,20,6,6,0,0,,0,0,,6,1,1,0,,N,N,limesurvey-5696,yb1yzefv7skd8ukfu7,
2020/07/30,Spain,ES,,ESMRC,en,8,3,3,0,0,,0,0,0,0,0,0,0,,Y,,limesurvey-5462,ihsagck21mkd8ljs6r,
2020/07/30,Spain,ES,,ESMRE,es,40,3,3,0,0,,0,0,2,0,0,0,0,,Y,,limesurvey-5243,wl1im9ue3kd8ih2bs,
2020/07/30,Spain,ES,,ESMRC,en,200,2,2,0,0,,0,0,10,2,0,,,,Y,N,limesurvey-5487,c9z40xamqykd8m5h1a,
2020/07/30,Spain,ES,,ESMRE,es,13,3,3,0,0,,0,0,0,,0,0,0,,Y,Y,limesurvey-5252,m82oc9s4kokd8iij36,
2020/07/30,Spain,ES,,ESMRO,es,30,4,4,0,0,,0,0,0,0,0,0,0,,Y,Y,limesurvey-5202,dnp7z36439kd8hz06g,
2020/07/30,Spain,ES,,ESMRE,es,6,1,1,0,0,,,0,0,,0,0,0,,N,N,limesurvey-5271,tfu8pcr1fukd8imzsm,
2020/07/30,Spain,ES,,ESMRC,es,4,0,0,0,0,,0,0,1,0,0,0,0,,Y,N,limesurvey-5576,mb3jaj6pr4kd8oocyn,
2020/07/30,Spain,ES,,ESMRO,es,3,3,3,0,0,,2,0,,0,0,0,0,,N,N,limesurvey-5656,b4cjqx3o02kd8ub9uj,
2020/07/30,Spain,ES,,ESMRE,es,50,0,,,,,,,1,0,,,,,N,Y,limesurvey-5387,sxcz91adxwkd8jwy5p,
2020/07/30,Spain,ES,,ESMAR,en,30,2,2,0,0,,1,0,,,0,0,0,,Y,Y,limesurvey-5778,0mrsm8b3mrkd8xqu35,
2020/07/30,Spain,ES,,ESMRC,en,6,0,0,0,0,,0,0,5,0,0,0,0,,N,N,limesurvey-5678,xpqrvsg65akd8u36hq,
2020/07/30,Spain,ES,,ESMRO,es,100,4,4,1,0,,0,0,4,2,0,1,0,,N,Y,limesurvey-5305,bh0pvlbgslkd8j1bso,
2020/07/30,Spain,ES,,ESMRC,en,10,3,3,0,0,,0,0,1,0,0,0,0,,Y,Y,limesurvey-5404,lnsihvvfzlkd8k81t1,
2020/07/30,Spain,ES,,ESMRO,es,20,0,0,0,0,,0,0,4,0,0,0,0,,Y,Y,limesurvey-5220,wioxyhvjuvkd8i5apw,
2020/07/30,Spain,ES,,ESMRO,es,20,2,2,0,0,,0,0,2,2,0,,,,N,Y,limesurvey-5975,g45yhgamrzkd9eyzkd,
2020/07/30,Spain,ES,,ESMRO,en,40,5,5,0,0,,0,0,1,0,0,0,0,,Y,Y,limesurvey-5934,mcx7qbgv5wkd9aofhk,
2020/07/30,Spain,ES,,ESMRC,en,6,1,1,0,0,,0,0,1,1,1,0,1,,N,N,limesurvey-5781,3qemni5xxokd8xt4mf,
2020/07/30,Spain,ES,,ESMRE,es,50,5,5,0,0,,0,0,,,0,0,0,,N,N,limesurvey-5216,qu99usnvp0kd8i3fpv,
2020/07/30,Spain,ES,,ESMRO,es,50,10,10,0,0,,0,0,5,0,0,0,0,,N,Y,limesurvey-5224,ppkyht97xgkd8i78f0,
2020/07/30,Spain,ES,,ESMRO,es,30,0,0,0,0,,0,0,2,0,0,0,0,,Y,Y,limesurvey-5501,idrumo5ujkkd8mojks,
2020/07/30,Spain,ES,,ESMRE,en,17,3,3,0,0,,0,0,5,3,0,0,0,,N,Y,limesurvey-5443,mdt0yksfndkd8l36wj,
2020/07/30,Spain,ES,,ESMRC,es,20,0,0,0,0,,,0,2,0,0,0,0,,N,N,limesurvey-5753,qplm13o0owkd8wr5ua,
2020/07/30,Spain,ES,,ESMRC,es,100,3,2,0,0,,0,1,10,1,0,0,0,,Y,Y,limesurvey-5882,bi7uwre9y1kd95exty,
2020/07/30,Spain,ES,,ESMRO,es,10,0,0,0,0,,0,0,0,0,0,0,0,,Y,Y,limesurvey-5229,26vvrh72bgkd8i9qmv,
2020/07/30,Spain,ES,,ESMRE,en,3,3,3,0,0,,0,0,1,1,,,,,N,Y,limesurvey-5618,s34gortbm0kd8r2stj,
2020/07/30,Spain,ES,,ESMRC,es,10,0,,,,,,,,,,,,,Y,Y,limesurvey-5664,92wkujmmh2kd8tv3cy,
2020/07/30,Spain,ES,,ESMRO,en,60,6,7,1,0,,0,0,4,3,2,2,2,,Y,Y,limesurvey-5519,a6ve72b8xdkd8muuoj,
2020/07/30,Spain,ES,,ESMAR,en,100,4,4,0,0,,0,0,0,,0,,,,N,N,limesurvey-5969,pbuxyc6jdskd9dqidc,
2020/07/30,Spain,ES,,ESMRE,es,15,5,4,1,0,,0,0,0,,0,1,0,,N,N,limesurvey-5953,drqpb5yuf5kd9bztfv,
2020/07/30,Spain,ES,,ESMRO,es,20,0,,,,,,,,,,,,,N,N,limesurvey-5701,g447pqnx3wkd8ux55j,
2020/07/30,Spain,ES,,ESMRC,es,40,5,5,0,0,,0,0,,,0,0,0,,N,N,limesurvey-5652,vux776f6u2kd8tn5lw,
2020/07/30,Spain,ES,,ESMRC,es,100,2,2,0,0,,0,0,1,1,0,0,0,,N,N,limesurvey-5338,valqq0vxcykd8jen7n,
2020/07/30,Spain,ES,,ESMRO,es,3,0,,,,,,,,,,,,,Y,Y,limesurvey-5523,r48wass03xkd8n5lq0,
2020/07/30,Spain,ES,,ESMRC,en,40,0,0,0,0,,0,0,3,0,0,0,0,,Y,Y,limesurvey-5681,d4kpp2uytrkd8u4k9b,
2020/07/30,Spain,ES,,ESMRE,en,20,1,1,0,0,,0,0,15,0,0,0,0,,N,Y,limesurvey-5569,g9jrfmpe66kd8ojbrq,
2020/07/30,Spain,ES,,ESMRO,en,10,0,,,,,,,,,,,,,Y,Y,limesurvey-5747,mjj0ufak2xkd8wbvv6,
2020/07/30,Spain,ES,,ESMRC,en,20,1,,0,0,,0,0,2,0,1,0,0,,N,N,limesurvey-5372,9csgedy75xkd8jl6cl,
2020/07/30,Spain,ES,,ESMRE,en,50,4,4,0,,,0,0,6,4,2,2,1,,N,N,limesurvey-5970,ymotdngr6mkd9dutvy,
2020/07/30,Spain,ES,,ESMRO,es,60,5,5,0,0,,0,0,10,0,0,0,0,,Y,N,limesurvey-5374,irxxuby5btkd8jo6f5,
2020/07/30,Spain,ES,,ESMRC,en,10,0,,,,,,,,,,,,,N,Y,limesurvey-5295,90ivm4vz8ekd8iucke,
2020/07/30,Spain,ES,,ESMAR,en,10,0,0,0,0,,0,0,0,0,0,0,0,,N,Y,limesurvey-5444,tfar4t91gzkd8l4fyp,
2020/07/30,Spain,ES,,ESMRC,es,50,5,5,0,0,,0,0,,4,4,4,,,N,Y,limesurvey-5537,s6e94l8t35kd8nnxvr,
2020/07/30,Spain,ES,,ESMRE,es,50,5,5,0,0,,0,0,3,0,0,0,0,,Y,Y,limesurvey-5636,20gsy9zg69kd8srxya,
2020/07/30,Spain,ES,,ESMAR,en,50,4,4,0,0,,0,0,1,1,1,1,0,,Y,N,limesurvey-5802,psdwq2hxq4kd8yh21a,
