ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B1_1.-77,B1_1.-99,B1_1.1,B1_1.2,B1_2.-77,B1_2.-99,B1_2.1,B1_2.2,B1_3.-77,B1_3.-99,B1_3.1,B1_3.2,B1_4.-77,B1_4.-99,B1_4.1,B1_4.2,B1_5.-77,B1_5.-99,B1_5.1,B1_5.2,B1_6.-77,B1_6.-99,B1_6.1,B1_6.2,B1_7.-77,B1_7.-99,B1_7.1,B1_7.2,B1_8.-77,B1_8.-99,B1_8.1,B1_8.2,B1_9.-77,B1_9.-99,B1_9.1,B1_9.2,B1_10.-77,B1_10.-99,B1_10.1,B1_10.2,B1_11.-77,B1_11.-99,B1_11.1,B1_11.2,B1_12.-77,B1_12.-99,B1_12.1,B1_12.2,B3.-77,B3.-99,B3.1,B3.2,B5.-77,B5.-99,B5.1,B5.2,B6.-77,B6.-99,B6.1,B6.2,B7.-77,B7.-99,B7.1,B7.2,B8.-77,B8.-99,B8.1,B8.2,B8.3,C0_1.-77,C0_1.-99,C0_1.1,C0_1.2,C0_2.-77,C0_2.-99,C0_2.1,C0_2.2,C0_3.-77,C0_3.-99,C0_3.1,C0_3.2,C0_4.-77,C0_4.-99,C0_4.1,C0_4.2,C0_5.-77,C0_5.-99,C0_5.1,C0_5.2,C0_6.-77,C0_6.-99,C0_6.1,C0_6.2,C1_m.-77,C1_m.-99,C1_m.1,C1_m.2,C2.-77,C2.-99,C2.1,C2.2,C2.3,C2.4,C3.-77,C3.-99,C3.1,C3.2,C5.-77,C5.-99,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6.-77,C6.-99,C6.1,C6.2,C6.3,C6.4,D1.-77,D1.-99,D1.1,D1.2,D1.3,D1.4,D1.5,D2.-77,D2.-99,D2.1,D2.2,D2.3,D2.4,D2.5,D3.-77,D3.-99,D3.1,D3.2,D3.3,D3.4,D4.-77,D4.-99,D4.1,D4.2,D4.3,D4.4,E3.-77,E3.-99,E3.1,E3.2,E3.3,E3.4,E4.-77,E4.-99,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2.-77,E2.-99,E2.1,E2.2,E2.3,B2.mean,B2.sd,B4.mean,B4.sd,E5.mean,E5.sd
PT,PRT,Portugal,Santarém,2021-01-02,2021-01-01,100,0,0,0,0,15,97,9,1,509192.4134051916,68,0,0,0,100,0,0,10,90,0,0,0,100,0,0,7,93,0,0,13,87,0,0,9,91,0,0,6,94,0,0,2,98,0,0,3,97,0,0,1,99,0,0,1,99,0,0,14,86,1,2,7,90,0,94,1,5,1,3,36,60,0,64,9,27,0,91,1,8,0,2,9,20,69,0,9,38,53,1,9,21,69,2,9,33,56,2,9,1,88,2,9,2,87,0,9,33,58,0,67,26,5,1,1,0,10,10,80,0,10,75,12,1,0,0,2,0,10,15,22,31,22,1,12,2,2,9,20,54,2,12,2,1,10,22,51,1,12,43,35,7,2,0,12,7,11,38,32,2,29,30,39,0,0,1,29,6,13,12,19,14,6,0,1,32,29,18,20,3.2682926829268295,2.5789958340786674,2.3333333333333335,1.3662601021279464,2.3582089552238807,1.096847998326906
PT,PRT,Portugal,Setúbal,2021-01-02,2021-01-02,127,0,0,0,0,16,125,11,1,671579.1472597059,81,0,0,0,127,0,0,14,113,0,0,4,123,0,0,14,113,0,0,21,106,0,0,8,119,0,0,6,121,0,0,4,123,0,0,4,123,0,0,0,127,0,0,6,121,0,0,15,112,0,2,9,116,0,118,2,7,1,4,44,78,0,83,11,33,0,116,1,10,0,2,6,19,100,1,6,60,60,2,6,34,85,2,6,47,72,2,6,1,118,3,6,3,115,1,7,37,82,0,90,30,5,0,2,1,9,16,101,0,9,96,19,2,0,0,1,0,9,23,27,43,25,1,15,1,2,21,26,61,0,15,1,3,24,24,60,0,16,56,44,4,7,0,16,10,23,30,48,1,42,43,41,0,0,1,42,6,10,15,22,18,10,3,1,45,44,26,11,2.5283018867924527,2.015361902840145,1.875,0.9910312089651149,2.58974358974359,1.0248331816852196
PT,PRT,Portugal,-99,2021-01-03,2021-01-01,100,1,3419.57003340969,0,0,12,91,3,0,556788.9966019405,44,3,0,1,96,1,0,6,93,1,0,6,93,1,0,6,93,1,0,13,86,0,0,6,94,2,0,4,94,1,0,1,98,1,0,8,91,3,0,0,97,1,0,4,95,1,0,13,86,0,9,8,83,0,92,2,6,3,10,28,59,2,72,3,23,0,97,0,3,0,6,17,12,65,4,17,42,37,8,17,15,60,7,17,27,49,8,17,0,75,8,17,2,73,1,18,23,58,0,77,15,5,1,2,2,19,13,66,0,19,69,9,0,0,1,2,0,19,21,18,31,11,0,27,0,2,7,18,46,0,27,0,1,11,19,42,2,28,40,24,4,2,1,28,10,12,19,30,0,55,17,27,0,1,0,55,3,5,12,8,6,8,3,5,56,23,8,8,2.261904761904762,1.99761762869579,1.8000000000000003,0.44721359549995787,2.289473684210526,1.1127733733199423
PT,PRT,Portugal,Aveiro,2021-01-03,2021-01-02,100,0,0,0,0,13,97,11,3,517506.8554288038,62,0,0,0,100,0,0,13,87,0,0,1,99,0,0,9,91,0,0,19,81,0,0,3,97,0,0,5,95,0,0,2,98,0,0,3,97,0,0,1,99,0,0,3,97,0,0,6,94,0,3,6,91,0,94,3,3,2,3,38,57,0,62,11,27,0,89,3,8,0,2,9,14,75,0,9,48,43,1,9,24,66,1,9,29,61,1,9,1,89,1,9,1,89,0,9,28,63,0,72,21,7,0,0,1,11,11,77,0,11,78,7,0,0,1,3,0,11,21,22,33,13,2,15,1,4,12,16,50,0,15,1,1,14,22,47,0,15,46,30,9,0,0,15,8,14,33,30,0,37,26,35,0,2,0,37,7,9,12,21,6,8,0,3,38,31,14,14,2.675675675675676,2.5500986261325274,2.4,1.6733200530681513,2.611111111111111,1.0713536960959087
PT,PRT,Portugal,Azores,2021-01-03,2021-01-01,100,0,0,0,0,21,98,15,0,399060.12146281736,69,0,0,0,100,0,0,5,95,0,0,3,97,0,0,7,93,0,0,11,89,0,0,7,93,0,0,4,96,0,0,1,99,0,0,3,97,0,0,0,100,0,0,4,96,0,0,12,88,0,2,7,91,0,93,5,2,0,3,35,62,1,65,15,19,0,85,0,15,0,0,6,14,80,0,6,51,43,0,6,27,67,0,6,43,51,1,6,5,88,1,6,6,87,0,6,41,53,0,59,25,13,3,0,1,6,10,83,0,6,69,16,3,1,0,5,0,6,14,19,37,24,0,9,0,2,10,22,57,0,9,0,2,11,21,57,0,9,39,45,5,2,0,9,10,9,28,44,1,28,34,37,0,0,0,28,4,14,19,16,7,10,2,2,30,29,20,19,3.1875,2.810550399545807,3.8,2.04939015319192,2.4393939393939394,0.9786770957822901
PT,PRT,Portugal,Braga,2021-01-03,2021-01-03,123,0,0,0,0,10,117,12,1,554183.4986770956,80,0,0,0,123,0,0,7,116,0,0,0,123,0,0,10,113,0,0,19,104,0,0,7,116,0,0,3,120,0,0,0,123,0,0,2,121,0,0,1,122,0,0,5,118,0,0,14,109,0,6,7,110,0,117,0,6,4,7,42,70,1,81,12,29,0,111,1,11,0,2,18,14,89,1,18,59,45,2,18,36,67,2,18,40,63,2,18,0,103,2,18,2,101,0,19,40,64,0,83,32,7,1,0,0,20,10,93,0,20,90,11,1,0,0,1,0,20,16,19,49,19,2,23,1,2,14,29,52,3,23,1,1,16,32,47,0,24,46,40,8,5,1,24,8,17,32,41,1,41,31,50,0,0,0,41,6,22,22,16,11,5,0,1,41,39,18,24,2.236842105263158,1.731023920179408,1.4,1.51657508881031,2.5324675324675323,1.1651114198404011
PT,PRT,Portugal,Coimbra,2021-01-03,2021-01-02,100,0,0,0,0,20,97,10,2,456672.455883276,63,0,0,0,100,0,0,11,89,0,0,2,98,0,0,10,90,0,0,19,81,0,0,5,95,1,0,7,92,0,0,4,96,0,0,1,99,0,0,2,98,0,0,2,98,0,0,17,83,0,3,10,87,0,90,2,8,0,3,38,59,0,62,10,28,0,90,2,7,1,1,11,11,77,0,11,48,41,1,11,22,66,0,11,29,60,1,11,0,88,1,11,2,86,0,11,24,65,0,76,16,4,3,1,1,14,8,77,0,14,70,12,0,1,0,3,0,14,21,12,42,11,1,15,0,4,10,29,41,0,15,0,5,11,31,38,2,15,39,34,5,5,1,15,5,9,34,36,1,36,31,31,0,1,0,36,9,12,22,8,6,6,1,0,36,25,12,27,2.642857142857143,2.081526510338126,1.9,0.9944289260117531,2.622950819672131,1.035437659900867
PT,PRT,Portugal,Faro,2021-01-03,2021-01-02,100,0,0,0,0,8,99,6,0,341592.65341665247,66,0,0,1,99,0,0,3,97,1,0,0,99,0,0,8,92,0,0,13,87,0,0,5,95,0,0,2,98,0,0,1,99,1,0,3,96,0,0,2,98,0,0,5,95,0,0,11,89,0,1,2,97,0,98,0,2,2,1,33,64,2,67,6,25,0,94,0,5,1,2,5,13,80,1,5,59,35,1,5,31,63,1,5,39,55,2,5,6,87,2,5,3,90,1,6,37,56,0,63,28,6,0,3,2,7,12,79,0,7,72,15,3,1,0,2,0,7,18,20,41,14,0,9,0,1,12,23,55,0,9,0,4,10,18,59,2,10,38,32,16,2,0,10,7,14,27,42,0,29,32,39,0,0,0,29,3,8,18,15,11,14,2,3,32,33,13,19,2.6129032258064515,2.445096035671383,4,0,2.287878787878788,0.9074927677635363
PT,PRT,Portugal,Leiria,2021-01-03,2021-01-02,100,0,0,0,0,16,97,8,2,393100.07161008805,61,0,0,0,100,0,0,6,94,0,0,0,100,0,0,7,93,0,0,9,91,0,0,11,89,0,0,4,96,0,0,3,97,0,0,4,96,0,0,1,99,0,0,3,97,0,0,4,96,0,3,8,89,0,94,1,5,3,5,31,61,0,69,8,23,0,92,2,5,1,1,9,11,79,1,9,48,42,2,9,18,71,0,9,33,58,2,9,2,87,2,9,4,85,0,10,28,62,0,72,23,4,1,0,1,14,10,75,0,14,68,10,3,0,2,3,0,14,17,22,38,9,0,15,0,0,8,24,53,0,15,0,3,13,19,50,3,15,34,40,7,1,0,15,5,7,35,38,2,37,25,36,0,0,1,37,4,10,17,18,7,5,1,2,37,25,14,22,2.259259259259259,1.5833895626542784,3,2.449489742783178,2.4166666666666665,1.062323431656446
PT,PRT,Portugal,Lisboa,2021-01-03,2021-01-03,383,0,0,0,0,69,373,26,2,1524465.800216134,255,2,0,2,379,2,0,26,355,1,0,6,376,3,0,32,348,3,0,46,334,2,0,23,358,3,0,12,368,3,0,5,375,2,0,6,375,3,0,1,379,3,0,7,373,2,0,47,334,1,9,32,341,0,354,9,20,1,14,152,216,1,231,26,125,0,357,2,23,1,6,20,57,300,3,20,208,152,5,20,119,239,6,20,123,234,6,20,13,344,6,20,23,334,0,23,117,243,0,266,98,8,6,5,3,31,57,292,0,31,289,53,4,1,0,5,0,31,68,90,132,62,4,45,1,9,56,86,182,1,45,3,15,57,82,180,2,49,141,164,19,8,0,49,29,49,104,152,5,116,100,161,0,1,3,116,20,52,58,65,46,13,10,11,123,165,58,26,2.8290598290598292,2.24488152782632,2.2758620689655173,1.6452648880116958,2.4146341463414633,1.0948997103885179
PT,PRT,Portugal,Madeira,2021-01-03,2021-01-01,100,0,0,0,0,12,97,14,0,361199.96274499485,59,0,0,0,100,0,0,9,91,0,0,1,99,0,0,17,83,0,0,24,76,0,0,8,92,0,0,2,98,0,0,4,96,0,0,1,99,0,0,0,100,0,0,1,99,0,0,17,83,0,3,7,90,0,93,1,6,2,5,39,54,0,61,14,25,0,86,0,13,1,2,10,13,75,0,10,54,36,1,10,47,42,2,10,42,46,2,10,6,82,3,10,6,81,0,15,41,44,0,59,25,11,2,3,0,16,11,73,0,16,64,15,1,1,0,3,0,16,11,20,46,7,1,16,1,3,12,22,45,0,16,2,4,8,20,50,0,17,41,33,8,1,0,17,6,14,31,32,2,37,24,37,0,0,0,37,10,11,17,9,13,2,1,2,39,39,13,7,2.5476190476190474,1.755859610927615,1.714285714285714,0.7559289460184544,2.6724137931034484,1.0494431444774048
PT,PRT,Portugal,Porto,2021-01-03,2021-01-03,314,0,0,0,0,43,301,26,6,1205548.1227316605,216,0,0,2,312,1,0,19,294,0,0,3,311,0,0,29,285,0,0,40,274,0,0,16,298,0,0,13,301,0,0,10,304,0,0,4,310,1,0,5,308,0,0,18,296,0,0,41,273,2,11,18,283,0,296,5,13,6,12,126,170,0,188,26,100,0,288,6,19,1,1,21,56,236,1,21,155,137,2,21,84,207,1,21,118,174,0,21,8,285,1,21,25,267,0,25,101,188,0,213,85,13,3,0,3,31,51,229,0,31,247,18,3,1,3,11,0,31,44,78,118,43,3,40,2,4,42,79,144,3,40,1,7,48,82,133,5,43,133,104,12,17,1,43,21,51,84,114,4,91,92,125,2,0,0,91,23,35,52,49,42,17,5,8,96,148,42,20,2.9478260869565216,2.4309534562247475,2.642857142857143,2.0608863984346026,2.4634146341463414,1.0732386613864577
PT,PRT,Portugal,Santarém,2021-01-03,2021-01-02,100,0,0,0,0,18,96,10,0,387939.71710464323,64,0,0,0,100,0,0,8,92,0,0,4,96,0,0,7,93,0,0,15,85,0,0,5,95,0,0,5,95,0,0,2,98,0,0,1,99,0,0,1,99,0,0,5,95,0,0,15,85,0,4,7,89,0,93,2,5,1,5,36,58,0,64,10,26,0,90,0,10,0,1,8,21,70,1,8,41,50,2,8,21,69,2,8,35,55,2,8,1,89,2,8,3,87,1,8,26,65,0,74,22,2,1,1,0,12,11,77,0,12,65,16,0,3,0,4,0,12,13,21,35,19,1,16,0,0,12,19,52,1,16,0,1,14,17,51,0,18,35,39,5,3,0,18,9,17,28,28,0,34,36,30,0,0,0,34,5,13,14,19,10,5,0,1,35,30,20,14,2.764705882352941,2.2300811716360376,2.5714285714285716,1.5118578920369088,2.34375,1.1848079343378155
PT,PRT,Portugal,Setúbal,2021-01-03,2021-01-03,137,0,0,0,0,35,130,9,0,726395.0580003159,89,0,0,0,137,0,0,12,125,0,0,2,135,0,0,14,123,0,0,19,118,0,0,8,129,0,0,6,131,0,0,2,135,0,0,3,134,0,0,0,137,0,0,8,129,0,0,17,120,0,7,15,115,0,123,2,12,1,10,37,89,0,100,9,28,0,128,0,9,0,4,15,16,102,0,15,66,56,1,15,37,84,2,15,38,82,2,15,2,118,2,15,6,114,0,15,36,86,1,101,25,7,1,2,0,16,11,110,0,16,89,25,2,1,0,4,0,16,39,16,44,22,0,23,0,2,15,31,66,0,23,1,4,17,30,62,0,23,48,59,6,1,0,23,6,25,31,52,0,45,38,54,0,0,0,45,5,15,20,26,16,7,3,5,46,41,29,16,3.225,2.877743952545163,3.2222222222222223,1.922093765778466,2.5180722891566263,1.1300922235529893
PT,PRT,Portugal,Viseu,2021-01-03,2021-01-01,100,0,0,0,0,20,97,6,1,540244.7388224171,57,0,0,0,100,0,0,6,94,0,0,1,99,0,0,7,93,0,0,10,90,0,0,5,95,0,0,2,98,0,0,1,99,0,0,2,98,0,0,2,98,0,0,1,99,0,0,6,94,0,3,10,87,0,91,2,7,2,4,34,60,1,66,6,27,0,94,1,5,0,1,9,12,78,0,9,50,41,2,9,28,61,3,9,32,56,3,9,2,86,3,9,3,85,0,11,34,55,0,66,25,7,1,1,0,13,10,77,0,13,77,6,2,1,0,1,0,13,19,22,27,19,1,20,1,0,16,19,43,1,20,2,3,12,22,40,0,20,35,33,9,3,0,20,6,14,33,27,0,40,28,32,0,0,0,40,6,14,10,16,8,4,2,2,43,22,16,17,3.791666666666667,3.035717330408898,2.6666666666666665,1.0327955589886444,2.4464285714285716,1.0603540207641264
PT,PRT,Portugal,-99,2021-01-04,2021-01-02,100,0,0,0,0,16,90,5,0,603024.7144379934,41,1,0,0,99,0,0,6,94,0,0,5,95,0,0,9,91,1,0,12,87,0,0,5,95,2,0,5,93,0,0,1,99,0,0,5,95,1,0,2,97,1,0,5,94,1,0,10,89,1,9,6,84,0,94,2,4,6,11,26,57,3,74,5,18,0,95,0,5,0,9,20,13,58,4,20,41,35,10,20,17,53,9,20,20,51,8,20,3,69,9,20,6,65,0,20,17,63,0,83,11,3,2,1,1,23,10,66,0,23,65,7,2,1,0,2,0,23,26,16,24,11,1,31,0,1,10,22,35,1,31,0,2,8,23,35,1,32,37,25,4,1,1,32,6,15,25,21,2,59,16,23,0,0,1,59,1,7,10,9,7,4,2,4,59,17,11,9,2.5961538461538463,2.2091592553242094,3,2.8284271247461903,2.4242424242424243,1.1464702086813854
