ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B1_1.1,B1_1.2,B1_1.NA,B1_2.1,B1_2.2,B1_2.NA,B1_3.1,B1_3.2,B1_3.NA,B1_4.1,B1_4.2,B1_4.NA,B1_5.1,B1_5.2,B1_5.NA,B1_6.1,B1_6.2,B1_6.NA,B1_7.1,B1_7.2,B1_7.NA,B1_8.1,B1_8.2,B1_8.NA,B1_9.1,B1_9.2,B1_9.NA,B1_10.1,B1_10.2,B1_10.NA,B1_11.1,B1_11.2,B1_11.NA,B1_12.1,B1_12.2,B1_12.NA,B3.1,B3.2,B3.NA,B5.1,B5.2,B5.NA,B6.1,B6.2,B6.NA,B7.1,B7.2,B7.NA,B8.1,B8.2,B8.NA,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C1_m.1,C1_m.2,C1_m.NA,C2.1,C2.2,C2.3,C2.4,C2.NA,C3.1,C3.2,C3.NA,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C5.NA,C6.1,C6.2,C6.3,C6.4,C6.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D3.1,D3.2,D3.3,D3.4,D3.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,E3.1,E3.2,E3.3,E3.4,E3.NA,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E4.NA,E2.1,E2.2,E2.3,E2.NA,B2.mean,B2.sd,B4.mean,B4.sd,E5.mean,E5.sd,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
GP,GLP,Guadeloupe,Basse-Terre,2021-04-27,2021-01-14,100,2,61864.1442907581,1,55527.5832462616,6,91,20,0,1635243.13315092,69,3,97,0,12,88,0,3,96,1,15,84,1,17,82,1,7,92,1,8,90,2,3,96,1,5,94,1,2,98,0,4,95,1,14,86,0,5,86,9,1,4,95,69,21,10,20,49,31,0,20,80,21,61,18,63,20,17,41,42,17,45,38,17,12,70,18,8,74,18,39,43,18,22,4,9,4,61,14,67,19,52,21,3,5,0,1,18,38,15,16,13,18,0,0,8,10,59,23,1,1,8,13,54,23,17,30,20,7,26,6,4,18,48,24,24,45,1,0,30,6,10,11,7,19,16,2,29,11,31,24,34,49.3444444444445,71.753755336241,24,8.94427190999916,3.5583103764922,2.10100976141183,0.02,0.0274394957835608,0.0378317713351611,0.00029242248813477,0.01,0.0195013954179879,0.0339567750633305,0.000277599335632502,0.00092864881597276,0.00074271505620051
GP,GLP,Guadeloupe,Pointe-à-Pitre,2021-04-27,2021-02-03,100,1,3933.8387483749,1,3933.8387483749,2,94,15,1,1379341.74345393,64,3,97,0,5,95,0,2,98,0,20,80,0,12,88,0,6,94,0,1,99,0,3,97,0,5,95,0,2,98,0,3,97,0,10,90,0,2,93,5,0,2,98,75,17,8,15,59,26,1,14,85,33,49,18,58,26,16,44,40,16,45,39,16,9,73,18,14,69,17,45,40,15,28,9,4,4,55,9,69,22,49,24,4,3,0,0,20,32,21,16,9,22,1,1,5,18,51,24,1,2,7,18,48,24,19,26,20,9,26,4,6,8,56,26,26,41,0,0,33,1,11,8,13,11,19,5,32,18,32,13,37,47.3214285714286,67.8301603273779,200,0,3.80859375,1.98571520016109,0.01,0.0195013954179879,0.00285196817035669,8.89947334281295e-05,0.01,0.0195013954179879,0.00285196817035669,8.89947334281295e-05,0.000299670362601139,0.000415252068216777
GP,GLP,Guadeloupe,Basse-Terre,2021-04-28,2021-01-14,100,2,61864.1442907581,1,55527.5832462616,6,91,20,0,1635243.13315092,69,3,97,0,12,88,0,3,96,1,15,84,1,17,82,1,7,92,1,8,90,2,3,96,1,5,94,1,2,98,0,4,95,1,14,86,0,5,86,9,1,4,95,69,21,10,20,49,31,0,20,80,21,61,18,63,20,17,41,42,17,45,38,17,12,70,18,8,74,18,39,43,18,22,4,9,4,61,14,67,19,52,21,3,5,0,1,18,38,15,16,13,18,0,0,8,10,59,23,1,1,8,13,54,23,17,30,20,7,26,6,4,18,48,24,24,45,1,0,30,6,10,11,7,19,16,2,29,11,31,24,34,49.3444444444445,71.753755336241,24,8.94427190999916,3.5583103764922,2.10100976141183,0.02,0.0274394957835608,0.0378317713351611,0.00029242248813477,0.01,0.0195013954179879,0.0339567750633305,0.000277599335632502,0.00092864881597276,0.00074271505620051
GP,GLP,Guadeloupe,Pointe-à-Pitre,2021-04-28,2021-02-07,100,1,3933.8387483749,1,3933.8387483749,2,94,15,1,1378818.72783613,64,3,97,0,5,95,0,2,98,0,20,80,0,12,88,0,6,94,0,1,99,0,3,97,0,5,95,0,2,98,0,3,97,0,10,90,0,2,93,5,0,2,98,76,16,8,15,60,25,1,14,85,33,49,18,59,25,16,44,40,16,45,39,16,9,73,18,14,69,17,45,40,15,28,9,4,4,55,9,70,21,49,24,4,3,0,0,20,32,21,16,9,22,1,1,5,18,51,24,0,2,7,18,49,24,20,26,20,8,26,3,6,9,56,26,27,40,0,0,33,1,10,8,13,12,19,5,32,18,32,13,37,47.3214285714286,67.8301603273779,200,0,3.80859375,1.98571520016109,0.01,0.0195013954179879,0.00285304998326252,8.90284427519935e-05,0.01,0.0195013954179879,0.00285304998326252,8.90284427519935e-05,0.000299670362601139,0.000415252068216777
GP,GLP,Guadeloupe,Basse-Terre,2021-04-29,2021-01-16,100,2,61864.1442907581,1,55527.5832462616,6,90,19,0,1629764.03732579,68,3,97,0,13,87,0,4,95,1,16,83,1,18,81,1,7,92,1,8,90,2,3,96,1,5,94,1,2,98,0,4,95,1,14,86,0,5,85,10,1,4,95,68,21,11,19,49,32,0,19,81,21,60,19,63,19,18,41,41,18,44,38,18,12,69,19,8,73,19,38,43,19,21,4,9,4,62,14,66,20,51,21,3,5,0,1,19,38,15,15,13,19,0,0,8,10,58,24,1,1,8,13,53,24,17,30,19,7,27,6,4,18,47,25,23,45,1,0,31,6,10,10,7,19,16,2,30,11,31,23,35,49.3444444444445,71.753755336241,24,8.94427190999916,3.57396449704142,2.12598206175413,0.02,0.0274394957835608,0.0379589577840165,0.00029338618899052,0.01,0.0195013954179879,0.0340709341809839,0.000278516137652073,0.000938967136150235,0.000750963567741297
GP,GLP,Guadeloupe,Pointe-à-Pitre,2021-04-29,2021-02-08,100,1,3933.8387483749,1,3933.8387483749,2,94,14,1,1371888.32396186,65,3,97,0,5,95,0,2,98,0,20,80,0,12,88,0,6,94,0,1,99,0,3,97,0,5,95,0,2,98,0,3,97,0,11,89,0,2,93,5,0,2,98,76,16,8,14,61,25,1,13,86,33,50,17,60,25,15,44,41,15,46,39,15,9,74,17,14,70,16,46,40,14,29,9,4,4,54,9,71,20,50,24,4,3,0,0,19,32,22,16,9,21,1,1,5,19,51,23,0,2,8,18,49,23,20,27,20,8,25,3,6,9,57,25,27,41,0,0,32,1,11,8,13,12,19,5,31,18,33,13,36,44.4708680142687,64.645121239002,200,0,3.71597633136095,1.95912951046636,0.01,0.0195013954179879,0.00286746280995702,8.94775433842051e-05,0.01,0.0195013954179879,0.00286746280995702,8.94775433842051e-05,0.000299670362601139,0.000415252068216777
GP,GLP,Guadeloupe,Basse-Terre,2021-05-01,2021-01-22,100,1,55527.5832462616,1,55527.5832462616,6,91,19,0,1568209.23288572,69,2,98,0,11,89,0,3,96,1,17,82,1,18,81,1,7,92,1,7,91,2,3,96,1,4,95,1,2,98,0,4,95,1,13,87,0,5,86,9,1,4,95,70,20,10,19,51,30,0,19,81,23,60,17,65,19,16,43,41,16,47,37,16,13,70,17,9,74,17,41,42,17,23,5,9,4,59,15,66,19,52,22,2,6,0,1,17,39,15,16,13,17,0,0,9,11,58,22,1,2,8,14,53,22,17,31,20,7,25,6,4,19,48,23,23,46,1,0,30,5,10,11,7,19,16,3,29,10,31,23,36,55.0653983353151,75.4798422501486,24,8.94427190999916,3.61328125,2.17212210967188,0.01,0.0195013954179879,0.0354082746624844,0.000289247914627721,0.01,0.0195013954179879,0.0354082746624844,0.000289247914627721,0.00092864881597276,0.00074271505620051
GP,GLP,Guadeloupe,Pointe-à-Pitre,2021-05-01,2021-02-08,100,1,3933.8387483749,1,3933.8387483749,2,94,14,1,1403814.81172867,65,3,97,0,5,95,0,2,98,0,20,80,0,12,88,0,7,93,0,1,99,0,3,97,0,5,95,0,2,98,0,3,97,0,11,89,0,2,93,5,0,2,98,77,15,8,14,62,24,1,13,86,34,49,17,60,25,15,44,41,15,46,39,15,9,74,17,15,69,16,46,40,14,29,9,4,4,54,9,71,20,49,24,4,3,0,1,19,31,22,16,10,21,1,1,5,19,51,23,0,2,8,18,49,23,20,26,21,8,25,4,6,9,56,25,28,40,0,0,32,1,12,8,13,12,18,5,31,17,33,14,36,41.6666666666667,61.8287710929621,200,0,3.76331360946746,2.08954089601567,0.01,0.0195013954179879,0.00280224906840151,8.7445445113039e-05,0.01,0.0195013954179879,0.00280224906840151,8.7445445113039e-05,0.000299670362601139,0.000415252068216777
GP,GLP,Guadeloupe,Basse-Terre,2021-05-03,2021-01-23,100,1,55527.5832462616,1,55527.5832462616,6,91,18,0,1590689.79042596,70,2,98,0,11,89,0,3,96,1,17,82,1,19,80,1,8,91,1,7,91,2,3,96,1,4,95,1,2,98,0,4,95,1,13,87,0,5,86,9,1,4,95,70,20,10,18,52,30,0,18,82,23,60,17,63,21,16,42,42,16,48,36,16,13,71,16,8,75,17,42,41,17,23,6,9,4,58,15,66,19,53,21,2,6,0,1,17,37,16,17,13,17,0,0,9,11,58,22,1,2,8,15,52,22,15,32,21,7,25,6,3,19,49,23,25,45,1,0,29,6,9,11,7,19,16,4,28,10,32,23,35,52.0111111111111,72.004921252277,24,8.94427190999916,3.64497041420118,2.36419968396351,0.01,0.0195013954179879,0.0349078642363023,0.000285234052110675,0.01,0.0195013954179879,0.0349078642363023,0.000285234052110675,0.00092864881597276,0.00074271505620051
GP,GLP,Guadeloupe,Pointe-à-Pitre,2021-05-03,2021-02-09,100,1,3933.8387483749,1,3933.8387483749,2,94,13,1,1397050.88084459,65,3,97,0,5,95,0,2,98,0,20,80,0,12,88,0,7,93,0,1,99,0,3,97,0,5,95,0,2,98,0,3,97,0,11,89,0,2,93,5,0,2,98,77,15,8,13,63,24,1,12,87,35,48,17,59,26,15,43,42,15,47,38,15,9,74,17,15,69,16,46,40,14,29,9,4,4,54,10,70,20,48,25,4,3,0,1,19,30,22,16,11,21,1,1,5,20,50,23,0,2,8,18,49,23,20,25,22,8,25,4,6,9,56,25,28,40,0,0,32,1,12,8,13,12,18,5,31,17,32,15,36,41.6666666666667,61.8287710929621,200,0,3.71597633136095,2.06929345937899,0.01,0.0195013954179879,0.00281581637599104,8.78682213122454e-05,0.01,0.0195013954179879,0.00281581637599104,8.78682213122454e-05,0.000299670362601139,0.000415252068216777
GP,GLP,Guadeloupe,Basse-Terre,2021-05-06,2021-01-23,100,1,55527.5832462616,1,55527.5832462616,6,91,18,0,1590689.79042596,70,2,98,0,11,89,0,3,96,1,17,82,1,19,80,1,8,91,1,7,91,2,3,96,1,4,95,1,2,98,0,4,95,1,13,87,0,5,86,9,1,4,95,70,20,10,18,52,30,0,18,82,23,60,17,63,21,16,42,42,16,48,36,16,13,71,16,8,75,17,42,41,17,23,6,9,4,58,15,66,19,53,21,2,6,0,1,17,37,16,17,13,17,0,0,9,11,58,22,1,2,8,15,52,22,15,32,21,7,25,6,3,19,49,23,25,45,1,0,29,6,9,11,7,19,16,4,28,10,32,23,35,52.0111111111111,72.004921252277,24,8.94427190999916,3.64497041420118,2.36419968396351,0.01,0.0195013954179879,0.0349078642363023,0.000285234052110675,0.01,0.0195013954179879,0.0349078642363023,0.000285234052110675,0.00092864881597276,0.00074271505620051
GP,GLP,Guadeloupe,Pointe-à-Pitre,2021-05-06,2021-02-12,100,1,3933.8387483749,1,3933.8387483749,2,94,13,1,1388957.20917274,65,3,97,0,5,95,0,2,98,0,21,79,0,13,87,0,8,92,0,1,99,0,3,97,0,6,94,0,2,98,0,4,96,0,11,89,0,2,93,5,0,2,98,77,15,8,13,63,24,1,12,87,35,47,18,58,26,16,42,42,16,46,38,16,9,73,18,14,69,17,47,38,15,29,9,5,4,53,11,68,21,46,25,5,3,0,1,20,30,21,16,11,22,1,1,5,20,50,23,0,2,8,18,49,23,20,24,23,8,25,4,6,9,56,25,28,40,0,0,32,1,12,8,13,12,18,5,31,17,32,15,36,39.2299687825182,59.1423075172283,200,0,3.71597633136095,2.06929345937899,0.01,0.0195013954179879,0.00283222457999113,8.83795160988551e-05,0.01,0.0195013954179879,0.00283222457999113,8.83795160988551e-05,0.000299670362601139,0.000415252068216777
GP,GLP,Guadeloupe,Basse-Terre,2021-05-07,2021-01-25,100,1,55527.5832462616,1,55527.5832462616,6,91,17,0,1581773.52942761,70,2,98,0,10,90,0,3,96,1,17,82,1,19,80,1,7,92,1,6,92,2,4,95,1,3,96,1,2,98,0,5,94,1,11,89,0,5,86,9,1,4,95,68,22,10,17,51,32,0,17,83,25,58,17,61,23,16,41,43,16,48,36,16,13,71,16,8,75,17,42,41,17,22,7,9,4,58,16,65,19,53,21,2,6,0,1,17,36,16,18,13,17,0,1,8,10,59,22,1,3,7,15,52,22,15,31,22,7,25,6,2,18,51,23,29,41,1,0,29,5,8,12,7,20,16,4,28,10,31,24,35,53.2333333333333,71.646703982604,24,8.94427190999916,3.55029585798817,2.32243809547815,0.01,0.0195013954179879,0.0351046355329736,0.000286812637661572,0.01,0.0195013954179879,0.0351046355329736,0.000286812637661572,0.00092864881597276,0.00074271505620051
GP,GLP,Guadeloupe,Pointe-à-Pitre,2021-05-07,2021-02-14,100,1,3933.8387483749,1,3933.8387483749,2,94,13,1,1404287.80267043,65,3,97,0,5,95,0,2,98,0,21,79,0,13,87,0,8,92,0,1,99,0,3,97,0,6,94,0,2,98,0,4,96,0,11,89,0,2,93,5,0,2,98,77,15,8,13,63,24,1,12,87,35,48,17,58,26,16,41,43,16,47,37,16,9,73,18,14,69,17,48,37,15,30,9,5,4,52,12,67,21,45,26,5,3,0,1,20,29,22,16,11,22,1,1,5,19,51,23,0,2,8,17,50,23,20,24,23,8,25,4,6,9,56,25,28,40,0,0,32,1,12,8,13,12,18,5,31,17,32,15,36,39.2299687825182,59.1423075172283,200,0,3.71597633136095,2.06929345937899,0.01,0.0195013954179879,0.00280130521741642,8.74160331874224e-05,0.01,0.0195013954179879,0.00280130521741642,8.74160331874224e-05,0.000299670362601139,0.000415252068216777
GP,GLP,Guadeloupe,Basse-Terre,2021-05-08,2021-01-25,100,1,55527.5832462616,1,55527.5832462616,6,91,17,0,1581773.52942761,70,2,98,0,10,90,0,3,96,1,17,82,1,19,80,1,7,92,1,6,92,2,4,95,1,3,96,1,2,98,0,5,94,1,11,89,0,5,86,9,1,4,95,68,22,10,17,51,32,0,17,83,25,58,17,61,23,16,41,43,16,48,36,16,13,71,16,8,75,17,42,41,17,22,7,9,4,58,16,65,19,53,21,2,6,0,1,17,36,16,18,13,17,0,1,8,10,59,22,1,3,7,15,52,22,15,31,22,7,25,6,2,18,51,23,29,41,1,0,29,5,8,12,7,20,16,4,28,10,31,24,35,53.2333333333333,71.646703982604,24,8.94427190999916,3.55029585798817,2.32243809547815,0.01,0.0195013954179879,0.0351046355329736,0.000286812637661572,0.01,0.0195013954179879,0.0351046355329736,0.000286812637661572,0.00092864881597276,0.00074271505620051
GP,GLP,Guadeloupe,Pointe-à-Pitre,2021-05-08,2021-02-14,100,1,3933.8387483749,1,3933.8387483749,2,94,13,1,1412942.28492558,66,3,97,0,5,95,0,2,98,0,21,79,0,13,87,0,8,92,0,1,99,0,3,97,0,6,94,0,2,98,0,4,96,0,11,89,0,2,93,5,0,2,98,78,14,8,13,64,23,1,12,87,36,47,17,58,26,16,41,43,16,46,38,16,9,73,18,14,69,17,48,37,15,29,9,6,4,52,12,67,21,44,27,5,3,0,1,20,30,22,16,11,21,1,1,5,19,52,22,0,2,8,17,51,22,20,25,23,8,24,4,6,9,57,24,28,41,0,0,31,1,12,8,13,12,19,5,30,17,32,16,35,39.2299687825182,59.1423075172283,200,0,3.65013774104683,2.02368668877277,0.01,0.0195013954179879,0.00278414680510613,8.68813444020346e-05,0.01,0.0195013954179879,0.00278414680510613,8.68813444020346e-05,0.000299670362601139,0.000415252068216777
GP,GLP,Guadeloupe,Basse-Terre,2021-05-10,2021-01-25,100,1,55527.5832462616,1,55527.5832462616,6,91,17,0,1581773.52942761,70,2,98,0,10,90,0,3,96,1,17,82,1,19,80,1,7,92,1,6,92,2,4,95,1,3,96,1,2,98,0,5,94,1,11,89,0,5,86,9,1,4,95,68,22,10,17,51,32,0,17,83,25,58,17,61,23,16,41,43,16,48,36,16,13,71,16,8,75,17,42,41,17,22,7,9,4,58,16,65,19,53,21,2,6,0,1,17,36,16,18,13,17,0,1,8,10,59,22,1,3,7,15,52,22,15,31,22,7,25,6,2,18,51,23,29,41,1,0,29,5,8,12,7,20,16,4,28,10,31,24,35,53.2333333333333,71.646703982604,24,8.94427190999916,3.55029585798817,2.32243809547815,0.01,0.0195013954179879,0.0351046355329736,0.000286812637661572,0.01,0.0195013954179879,0.0351046355329736,0.000286812637661572,0.00092864881597276,0.00074271505620051
GP,GLP,Guadeloupe,Pointe-à-Pitre,2021-05-10,2021-02-14,100,1,3933.8387483749,1,3933.8387483749,3,95,13,1,1411815.87597475,66,3,97,0,5,95,0,2,98,0,21,79,0,13,87,0,8,92,0,1,99,0,3,97,0,6,94,0,2,98,0,4,96,0,11,89,0,3,93,4,0,3,97,79,13,8,13,65,22,1,12,87,35,48,17,57,27,16,41,44,15,47,38,15,9,74,17,14,70,16,49,36,15,30,9,6,4,51,12,67,21,43,28,5,3,0,1,20,30,22,17,10,21,1,1,5,18,53,22,0,2,8,16,52,22,19,26,23,8,24,3,6,9,58,24,28,42,0,0,30,1,13,8,13,12,19,5,29,17,32,16,35,39.2299687825182,59.1423075172283,75,35.3553390593274,3.65013774104683,2.02368668877277,0.01,0.0195013954179879,0.00278636812017636,8.69505653269903e-05,0.01,0.0195013954179879,0.00278636812017636,8.69505653269903e-05,0.00044477390659748,0.000503187867835873
GP,GLP,Guadeloupe,Basse-Terre,2021-05-12,2021-01-25,100,1,55527.5832462616,1,55527.5832462616,6,91,17,0,1581773.52942761,70,2,98,0,10,90,0,3,96,1,17,82,1,19,80,1,7,92,1,6,92,2,4,95,1,3,96,1,2,98,0,5,94,1,11,89,0,5,86,9,1,4,95,68,22,10,17,51,32,0,17,83,25,58,17,61,23,16,41,43,16,48,36,16,13,71,16,8,75,17,42,41,17,22,7,9,4,58,16,65,19,53,21,2,6,0,1,17,36,16,18,13,17,0,1,8,10,59,22,1,3,7,15,52,22,15,31,22,7,25,6,2,18,51,23,29,41,1,0,29,5,8,12,7,20,16,4,28,10,31,24,35,53.2333333333333,71.646703982604,24,8.94427190999916,3.55029585798817,2.32243809547815,0.01,0.0195013954179879,0.0351046355329736,0.000286812637661572,0.01,0.0195013954179879,0.0351046355329736,0.000286812637661572,0.00092864881597276,0.00074271505620051
GP,GLP,Guadeloupe,Pointe-à-Pitre,2021-05-12,2021-02-16,100,1,3933.8387483749,1,3933.8387483749,3,94,13,1,1424001.36461831,64,3,97,0,5,95,0,2,98,0,21,79,0,12,88,0,8,92,0,1,99,0,3,97,0,6,94,0,2,98,0,4,96,0,10,90,0,3,92,5,0,3,97,78,13,9,13,64,23,1,12,87,34,48,18,56,27,17,40,43,17,47,37,16,9,73,18,14,69,17,48,35,17,29,9,6,4,52,12,65,23,42,28,4,3,0,1,22,28,22,17,10,23,1,0,5,18,52,24,0,1,8,16,51,24,19,24,23,8,26,3,6,9,56,26,27,41,0,0,32,1,13,8,12,12,18,5,31,16,31,16,37,38.5555555555556,61.1366369539019,75,35.3553390593274,3.7109375,1.97838330361731,0.01,0.0195013954179879,0.00276252456361187,8.62075410741585e-05,0.01,0.0195013954179879,0.00276252456361187,8.62075410741585e-05,0.000449505543901708,0.000508539726607264
GP,GLP,Guadeloupe,Basse-Terre,2021-05-13,2021-01-26,100,1,55527.5832462616,1,55527.5832462616,6,90,16,0,1637593.80353777,70,2,98,0,10,90,0,3,96,1,18,81,1,21,78,1,7,92,1,6,92,2,4,95,1,4,95,1,2,98,0,6,93,1,12,88,0,5,85,10,1,4,95,66,23,11,16,50,34,0,16,84,24,58,18,60,23,17,41,42,17,48,35,17,13,70,17,8,74,18,44,38,18,24,7,9,4,56,16,64,20,51,21,3,6,0,1,18,34,16,19,13,18,0,1,8,12,57,22,1,3,7,16,51,22,15,31,22,7,25,6,2,18,51,23,28,42,1,0,29,5,8,13,6,20,16,4,28,9,31,25,35,50.1664932362123,68.5830460624129,24,8.94427190999916,3.59763313609467,2.31212591851872,0.01,0.0195013954179879,0.0339080320933695,0.000277207851155183,0.01,0.0195013954179879,0.0339080320933695,0.000277207851155183,0.000938967136150235,0.000750963567741297
GP,GLP,Guadeloupe,Pointe-à-Pitre,2021-05-13,2021-02-16,100,1,3933.8387483749,1,3933.8387483749,3,94,13,1,1418763.24208805,64,3,97,0,5,95,0,2,98,0,21,79,0,12,88,0,8,92,0,1,99,0,3,97,0,6,94,0,2,98,0,4,96,0,10,90,0,3,92,5,0,3,97,78,13,9,13,64,23,1,12,87,34,48,18,56,27,17,39,44,17,47,37,16,9,73,18,15,68,17,47,36,17,28,9,6,4,53,12,65,23,42,28,4,3,0,1,22,28,22,17,10,23,1,0,6,17,52,24,0,1,9,15,51,24,18,25,23,8,26,3,6,10,55,26,28,40,0,0,32,1,13,8,13,12,17,5,31,16,30,17,37,38.5555555555556,61.1366369539019,75,35.3553390593274,3.7109375,1.97838330361731,0.01,0.0195013954179879,0.00277272389901032,8.65253797948976e-05,0.01,0.0195013954179879,0.00277272389901032,8.65253797948976e-05,0.000449505543901708,0.000508539726607264
GP,GLP,Guadeloupe,Basse-Terre,2021-05-14,2021-01-26,100,1,55527.5832462616,1,55527.5832462616,6,90,16,0,1637593.80353777,70,2,98,0,10,90,0,3,96,1,18,81,1,21,78,1,7,92,1,6,92,2,4,95,1,4,95,1,2,98,0,6,93,1,12,88,0,5,85,10,1,4,95,66,23,11,16,50,34,0,16,84,24,58,18,60,23,17,41,42,17,48,35,17,13,70,17,8,74,18,44,38,18,24,7,9,4,56,16,64,20,51,21,3,6,0,1,18,34,16,19,13,18,0,1,8,12,57,22,1,3,7,16,51,22,15,31,22,7,25,6,2,18,51,23,28,42,1,0,29,5,8,13,6,20,16,4,28,9,31,25,35,50.1664932362123,68.5830460624129,24,8.94427190999916,3.59763313609467,2.31212591851872,0.01,0.0195013954179879,0.0339080320933695,0.000277207851155183,0.01,0.0195013954179879,0.0339080320933695,0.000277207851155183,0.000938967136150235,0.000750963567741297
GP,GLP,Guadeloupe,Pointe-à-Pitre,2021-05-14,2021-02-19,100,1,3933.8387483749,1,3933.8387483749,3,95,13,1,1413434.33981332,66,3,97,0,5,95,0,2,98,0,21,79,0,13,87,0,8,92,0,1,99,0,3,97,0,6,94,0,2,98,0,4,96,0,9,91,0,3,93,4,0,3,97,80,12,8,13,66,21,1,12,87,35,48,17,56,28,16,40,44,16,47,38,15,9,74,17,15,69,16,47,37,16,28,9,6,4,53,12,66,22,43,28,4,3,0,1,21,28,22,17,11,22,1,0,6,17,53,23,0,1,10,16,50,23,19,26,22,8,25,3,6,10,56,25,29,41,0,0,30,1,13,8,13,12,18,6,29,16,30,19,35,36.3163371488033,58.4335212687347,75,35.3553390593274,3.60422405876951,1.8936391652975,0.01,0.0195013954179879,0.00278317756797564,8.68511408531879e-05,0.01,0.0195013954179879,0.00278317756797564,8.68511408531879e-05,0.00044477390659748,0.000503187867835873
GP,GLP,Guadeloupe,Basse-Terre,2021-05-15,2021-01-26,100,1,55527.5832462616,1,55527.5832462616,6,90,16,0,1650444.56677276,70,2,98,0,10,90,0,3,96,1,19,80,1,21,78,1,7,92,1,6,92,2,4,95,1,4,95,1,2,98,0,6,93,1,12,88,0,5,85,10,1,4,95,66,23,11,16,50,34,0,16,84,25,57,18,59,24,17,41,42,17,48,35,17,13,70,17,7,75,18,43,39,18,24,7,8,4,57,15,65,20,51,21,3,6,0,1,18,33,16,19,14,18,0,1,8,12,56,23,1,3,7,16,50,23,15,31,21,7,26,6,2,17,51,24,28,42,1,0,29,5,8,13,6,20,16,4,28,9,31,25,35,47.177734375,65.8519254542493,24,8.94427190999916,3.59763313609467,2.31212591851872,0.01,0.0195013954179879,0.0336440158998124,0.000275087023889493,0.01,0.0195013954179879,0.0336440158998124,0.000275087023889493,0.000938967136150235,0.000750963567741297
GP,GLP,Guadeloupe,Pointe-à-Pitre,2021-05-15,2021-02-19,100,1,3933.8387483749,1,3933.8387483749,3,95,13,1,1413434.33981332,66,3,97,0,5,95,0,2,98,0,21,79,0,13,87,0,8,92,0,1,99,0,3,97,0,6,94,0,2,98,0,4,96,0,9,91,0,3,93,4,0,3,97,80,12,8,13,66,21,1,12,87,35,48,17,56,28,16,40,44,16,47,38,15,9,74,17,15,69,16,47,37,16,28,9,6,4,53,12,66,22,43,28,4,3,0,1,21,28,22,17,11,22,1,0,6,17,53,23,0,1,10,16,50,23,19,26,22,8,25,3,6,10,56,25,29,41,0,0,30,1,13,8,13,12,18,6,29,16,30,19,35,36.3163371488033,58.4335212687347,75,35.3553390593274,3.60422405876951,1.8936391652975,0.01,0.0195013954179879,0.00278317756797564,8.68511408531879e-05,0.01,0.0195013954179879,0.00278317756797564,8.68511408531879e-05,0.00044477390659748,0.000503187867835873
GP,GLP,Guadeloupe,Basse-Terre,2021-05-16,2021-01-27,100,1,55527.5832462616,1,55527.5832462616,6,90,16,0,1646584.43553771,71,2,98,0,10,90,0,3,96,1,20,79,1,21,78,1,8,91,1,6,92,2,4,95,1,4,95,1,2,98,0,6,93,1,13,87,0,5,85,10,1,4,95,66,23,11,16,50,34,0,16,84,25,57,18,58,25,17,40,43,17,48,35,17,13,70,17,7,75,18,43,39,18,24,7,8,4,57,15,65,20,51,21,3,6,0,1,18,33,16,19,14,18,0,1,8,12,56,23,1,3,7,16,50,23,15,31,21,7,26,6,2,17,51,24,27,43,1,0,29,5,8,13,6,20,16,4,28,9,31,26,34,44.6372819100092,63.1738460947063,24,8.94427190999916,3.53535353535354,2.26039128155556,0.01,0.0195013954179879,0.0337228884518931,0.000275720664994567,0.01,0.0195013954179879,0.0337228884518931,0.000275720664994567,0.000938967136150235,0.000750963567741297
GP,GLP,Guadeloupe,Pointe-à-Pitre,2021-05-16,2021-02-20,100,1,3933.8387483749,1,3933.8387483749,3,95,13,1,1428402.46670508,67,3,97,0,5,95,0,2,98,0,22,78,0,13,87,0,8,92,0,1,99,0,3,97,0,6,94,0,2,98,0,4,96,0,9,91,0,3,93,4,0,3,97,80,12,8,13,66,21,1,12,87,33,50,17,54,30,16,40,44,16,47,38,15,9,74,17,15,69,16,46,38,16,27,9,6,4,54,12,66,22,41,29,5,3,0,1,21,27,23,17,11,22,1,0,7,17,52,23,0,1,10,17,49,23,20,26,21,8,25,3,5,9,58,25,30,41,0,0,29,1,15,8,13,11,18,6,28,16,32,18,34,34.375,55.8735160732444,75,35.3553390593274,3.63109824014257,1.96542682990768,0.01,0.0195013954179879,0.0027540128500682,8.59422906954452e-05,0.01,0.0195013954179879,0.0027540128500682,8.59422906954452e-05,0.00044477390659748,0.000503187867835873
