"","date","p_cases_infected","p_cases_recent","p_cases_active","p_cases_daily","p_cases_infected_smooth","p_cases_infected_smooth_low","p_cases_infected_smooth_high","p_cases_active_smooth","p_cases_active_smooth_low","p_cases_active_smooth_high"
"112",2020-09-28,0.00914721974202406,0,0.0023667631500342,0,0.00883032697131694,0.00857421944747379,0.00908643449516009,0.00248213898986589,0.0023270653892323,0.00263721259049948
"113",2020-09-29,0.00914721974202406,0,0.0023667631500342,0,0.00883103434239633,0.00857515360946455,0.00908691507532811,0.00256349222768225,0.00240754532385103,0.00271943913151347
"114",2020-09-30,0.00914721974202406,0,0.0023667631500342,0,0.00883174310634442,0.00857608528527687,0.00908740092741197,0.00262804843489796,0.00247234263890751,0.00278375423088842
"115",2020-10-01,0.00914721974202406,0,0.0023667631500342,0,0.00883245330815093,0.00857701455228937,0.00908789206401248,0.00267593749529313,0.00252170752822326,0.00283016746236301
"116",2020-10-02,0.00914721974202406,0,0.0023667631500342,0,0.0088331649928206,0.0085779414901369,0.00908838849550429,0.00270773147482296,0.0025561693393891,0.00285929361025682
"117",2020-10-03,0.00914721974202406,0,0.0023667631500342,0,0.00883387820537329,0.00857886618086599,0.00908889022988059,0.00272438222667008,0.00257649262368697,0.00287227182965319
"118",2020-10-04,0.00914721974202406,0,0.0023667631500342,0,0.00883459299084411,0.00857978870901969,0.00908939727266852,0.0027271503945554,0.00258363708023921,0.00287066370887159
"119",2020-10-05,0.00914721974202406,0,0.0023667631500342,0,0.00883530939428338,0.00858070916165125,0.0090899096269155,0.00271753116087783,0.00257872263088691,0.00285633969086875
"120",2020-10-06,0.00914721974202406,0,0.0023667631500342,0,0.00883602746075686,0.00858162762826646,0.00909042729324726,0.00269718141626711,0.00256300209279852,0.0028313607397357
"121",2020-10-07,0.00914721974202406,0,0.0023667631500342,0,0.0088367472353457,0.00858254420069368,0.00909095026999773,0.00266785213469218,0.00253784318330015,0.00279786108608421
"122",2020-10-08,0.00914721974202406,0,0.0023667631500342,0,0.0088374687631466,0.00858345897288166,0.00909147855341155,0.00263132874836227,0.00250471851529455,0.00275793898142999
"123",2020-10-09,0.00914721974202406,0,0.0023667631500342,0,0.00883819208927188,0.00858437204062442,0.00909201213791935,0.00258938133592235,0.00246519761789896,0.00271356505394575
"124",2020-10-10,0.00914721974202406,0,0.0023667631500342,0,0.00883891725884958,0.00858528350121285,0.0090925510164863,0.00254372554739923,0.00242093176379048,0.00266651933100798
"125",2020-10-11,0.00914721974202406,0,0.0023667631500342,0,0.00883964431702351,0.00858619345301278,0.00909309518103425,0.00249599444436982,0.00237362430387965,0.00261836458486
"126",2020-10-12,0.00914721974202406,0,0.0023667631500342,0,0.00884037330895343,0.00858710199496905,0.00909364462293781,0.00244772086282063,0.00232498693772697,0.00257045478791429
"127",2020-10-13,0.00914721974202406,0,0.0023667631500342,0,0.00884110427981502,0.00858800922603531,0.00909419933359474,0.00240032951678818,0.00227669103266784,0.00252396800090851
"128",2020-10-14,0.00914721974202406,0,0.0023667631500342,0,0.00884183727480012,0.00858891524452934,0.0090947593050709,0.00235513784495504,0.00223032648921719,0.0024799492006929
"129",2020-10-15,0.00914721974202406,0,0.0023667631500342,0,0.00884257233911676,0.00858982014741344,0.00909532453082008,0.00231336454176112,0.00218737730315334,0.00243935178036891
"130",2020-10-16,0.00914721974202406,0,0.0023667631500342,0,0.00884330951798922,0.00859072402949965,0.0090958950064788,0.00227614478652936,0.00214921666675046,0.00240307290630826
"131",2020-10-17,0.00914721974202406,0,0.0023667631500342,0,0.00884404885721906,0.00859162698253557,0.00909647073190256,0.00224447637132144,0.00211703923028578,0.00237191351235711
"132",2020-10-18,0.00914721974202406,0,0.0023667631500342,0,0.00884479041552449,0.00859252909355029,0.00909705173749868,0.00221844470115222,0.00209102428987217,0.00234586511243227
"133",2020-10-19,0.00914721974202406,0,0.0023667631500342,0,0.00884553426454589,0.00859343044548433,0.00909763808360746,0.00219759102779763,0.00207072030423484,0.00232446175136042
"134",2020-10-20,0.00914721974202406,0,0.0023667631500342,0,0.00884628047651033,0.00859433111925308,0.00909822983376758,0.0021814946734632,0.00205567900954924,0.00230731033737715
"135",2020-10-21,0.00914721974202406,0,0.0023667631500342,0,0.00884702912367085,0.00859523119465336,0.00909882705268835,0.00216977539709339,0.00204547002653668,0.0022940807676501
"136",2020-10-22,0.00914721974202406,0,0.0023667631500342,0,0.00884778027830676,0.00859613075114021,0.0090994298054733,0.00216208650462693,0.00203968048287454,0.00228449252637933
"137",2020-10-23,0.00914721974202406,0,0.0023667631500342,0,0.00884853401272379,0.00859702986852303,0.00910003815692455,0.00215810879958957,0.0020379123692752,0.00227830522990394
"138",2020-10-24,0.00914721974202406,0,0.0023667631500342,0,0.00884929039925429,0.00859792862758029,0.00910065217092828,0.00215754524153506,0.00203977881862019,0.00227531166444992
"139",2020-10-25,0.00914721974202406,0,0.0023667631500342,0,0.00885004951025747,0.00859882711059251,0.00910127190992242,0.00216011620494591,0.00204490015505688,0.00227533225483494
"140",2020-10-26,0.00914721974202406,0,0.0023667631500342,0,0.00885081141811962,0.00859972540179267,0.00910189743444658,0.00216555525232378,0.00205290040855959,0.00227821009608798
"141",2020-10-27,0.00914721974202406,0,0.0023667631500342,0,0.00885157619525431,0.00860062358773364,0.00910252880277499,0.00217360535312421,0.00206340495335442,0.00228380575289399
"142",2020-10-28,0.00914721974202406,0,0.0023667631500342,0,0.00885234391410265,0.00860152175757221,0.00910316607063309,0.00218401549553889,0.00207603992420108,0.0022919910668767
"143",2020-10-29,0.00914721974202406,0,0.0023667631500342,0,0.00885311464713348,0.00860242000326903,0.00910380929099793,0.00219653765138546,0.00209043398953128,0.00230264131323964
"144",2020-10-30,0.00914721974202406,0,0.0023667631500342,0,0.00885388846684367,0.0086033184197042,0.00910445851398314,0.00221092406589915,0.00210622279315353,0.00231562533864476
"145",2020-10-31,0.00914721974202406,0,0.0023667631500342,0,0.00885466544575833,0.00860421710470797,0.0091051137868087,0.00222692485431283,0.00212305582560459,0.00233079388302107
"146",2020-11-01,0.00914721974202406,0,0.0023667631500342,0,0.00885544565643109,0.0086051161590062,0.00910577515385599,0.00224428589596,0.00214060469309763,0.00234796709882238
"147",2020-11-02,0.00914721974202406,0,0.0023667631500342,0,0.00885622917144433,0.00860601568608015,0.00910644265680851,0.00226274702437323,0.0021585709819267,0.00236692306681976
"148",2020-11-03,0.00914721974202406,0,0.0023667631500342,0,0.00885701606340947,0.00860691579194033,0.0091071163348786,0.00228204051855426,0.00217669160853254,0.00238738942857598
"149",2020-11-04,0.00914721974202406,0,0.0023667631500342,0,0.00885780640496722,0.00860781658481401,0.00910779622512043,0.00230188990628844,0.00219474003753985,0.00240903977503703
"150",2020-11-05,0.00914721974202406,0,0.0023667631500342,0,0.0088586002687879,0.00860871817474609,0.00910848236282972,0.00232200909504966,0.00221252294423463,0.00243149524586469
"151",2020-11-06,0.00914721974202406,0,0.0023667631500342,0,0.00885939772757169,0.00860962067311307,0.00910917478203031,0.00234210184964296,0.00222987322820387,0.00245433047108206
"152",2020-11-07,0.00914721974202406,0,0.0023667631500342,0,0.00886019885404889,0.00861052419204989,0.00910987351604789,0.00236186163818099,0.00224664110462719,0.0024770821717348
"153",2020-11-08,0.00914721974202406,0,0.0023667631500342,0,0.00886100372098031,0.00861142884378936,0.00911057859817127,0.00238097186918895,0.00226268503723744,0.00249925870114047
"154",2020-11-09,0.00914721974202406,0,0.0023667631500342,0,0.00886181240115749,0.00861233473991385,0.00911129006240113,0.00239910654246787,0.00227786373110656,0.00252034935382917
"155",2020-11-10,0.00914721974202406,0,0.0023667631500342,0,0.00886262496740301,0.00861324199051926,0.00911200794428677,0.00241593133470281,0.00229202967751187,0.00253983299189376
"156",2020-11-11,0.00914721974202406,0,0.0023667631500342,0,0.00886344149257088,0.0086141507032909,0.00911273228185086,0.00243110513757204,0.00230502414396933,0.00255718613117475
"157",2020-11-12,0.00914721974202406,0,0.0023667631500342,0,0.00886426204954675,0.0086150609824911,0.00911346311660241,0.00244428206120322,0.00231667313049595,0.00257189099191049
"158",2020-11-13,0.00914721974202406,0,0.0023667631500342,0,0.00886508671398408,0.00861597292906638,0.00911420049890179,0.00245514901088482,0.00232680612218738,0.00258349189958226
"159",2020-11-14,0.00914721974202406,0,0.0023667631500342,0,0.00886591559337573,0.0086168866529933,0.00911494453375816,0.0024636771932072,0.0023354108665563,0.0025919435198581
"160",2020-11-15,0.00914721974202406,0,0.0023667631500342,0,0.00886674881578215,0.00861780227005608,0.00911569536150822,0.00246998136010587,0.00234253992442537,0.00259742279578636
"161",2020-11-16,0.00914721974202406,0,0.0023667631500342,0,0.00886758650965984,0.00861871989448745,0.00911645312483223,0.0024741848449041,0.00234822816319299,0.00260014152661521
"162",2020-11-17,0.00914721974202406,0,0.0023667631500342,0,0.00886842880352002,0.00861963963986408,0.00911721796717595,0.00247641753922094,0.00235249571746326,0.00260033936097863
"163",2020-11-18,0.00914721974202406,0,0.0023667631500342,0,0.00886927582592927,0.00862056162003944,0.00911799003181909,0.00247681478111873,0.00235535076833839,0.00259827879389908
"164",2020-11-19,0.00914721974202406,0,0.0023667631500342,0,0.00887012770551021,0.00862148594996662,0.0091187694610538,0.00247551629522391,0.00235679212829108,0.00259424046215674
"165",2020-11-20,0.00914721974202406,0,0.0023667631500342,0,0.00887098457094225,0.00862241274641069,0.00911955639547382,0.002472665193962,0.00235681216764391,0.0025885182202801
"166",2020-11-21,0.00914721974202406,0,0.0023667631500342,0,0.00887184655096217,0.00862334212854975,0.00912035097337458,0.00246840704751131,0.0023554006181544,0.00258141347686821
"167",2020-11-22,0.00914721974202406,0,0.0023667631500342,0,0.00887271377436498,0.00862427421846475,0.00912115333026521,0.00246288902860128,0.00235254973363759,0.00257322832356496
"168",2020-11-23,0.00914721974202406,0,0.0023667631500342,0,0.0088735863700046,0.0086252091415169,0.00912196359849229,0.00245625913688646,0.00234826108738382,0.0025642571863891
"169",2020-11-24,0.00914721974202406,0,0.0023667631500342,0,0.00887446446679462,0.00862614702661284,0.00912278190697641,0.00244866550633189,0.00234255386104819,0.00255477715161558
"170",2020-11-25,0.00914721974202406,0,0.0023667631500342,0,0.00887534819370915,0.00862708800635683,0.00912360838106147,0.0024402557978673,0.00233547383361977,0.00254503776211483
"171",2020-11-26,0.00914721974202406,0,0.0023667631500342,0,0.00887623767978353,0.00862803221708969,0.00912444314247736,0.00243117667851591,0.00232710158933038,0.00253525176770144
