ISO2,ISO_3,country_agg,region_agg,date,first_date,day_count,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B2,B4,E5,B0.NA,B1_1.1,B1_1.2,B1_1.NA,B1_2.1,B1_2.2,B1_2.NA,B1_3.1,B1_3.2,B1_3.NA,B1_4.1,B1_4.2,B1_4.NA,B1_5.1,B1_5.2,B1_5.NA,B1_6.1,B1_6.2,B1_6.NA,B1_7.1,B1_7.2,B1_7.NA,B1_8.1,B1_8.2,B1_8.NA,B1_9.1,B1_9.2,B1_9.NA,B1_10.1,B1_10.2,B1_10.NA,B1_11.1,B1_11.2,B1_11.NA,B1_12.1,B1_12.2,B1_12.NA,B3.1,B3.2,B3.NA,B5.1,B5.2,B5.NA,B6.1,B6.2,B6.NA,B7.1,B7.2,B7.NA,B8.1,B8.2,B8.3,B8.NA,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C1_m.1,C1_m.2,C1_m.NA,C2.1,C2.2,C2.3,C2.4,C2.NA,C3.1,C3.2,C3.NA,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C5.NA,C6.1,C6.2,C6.3,C6.4,C6.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D3.1,D3.2,D3.3,D3.4,D3.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,E3.1,E3.2,E3.4,E3.NA,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E4.NA,E2.1,E2.2,E2.3,E2.NA,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,B0.1,B0.2,D1.-88,D2.-88,D4.-88,E3.3,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cli_smooth_slope,p_cli_weight_smooth_slope,p_cliWHO_smooth_slope,p_cliWHO_weight_smooth_slope,p_cli_local_smooth_slope,p_cases_infected,p_cases_infected_smooth,p_cases_active
TC,TCA,Turks and Caicos Islands,Grand Turk,2020-10-21,2020-05-26,1,100,2,53287.7657883738,2,53287.7657883738,7,93,4,0,3301249.26471076,70,206,6,167,100,5,82,13,8,78,14,5,81,14,18,68,14,14,74,12,16,71,13,8,78,14,6,82,12,6,80,14,3,83,14,9,80,11,22,66,12,13,87,0,4,9,87,14,84,2,6,5,89,0,4,2,94,37,46,17,54,29,17,22,55,23,25,56,19,23,57,20,20,60,20,25,64,11,16,4,2,3,75,17,83,0,51,14,9,3,2,2,19,45,16,9,10,20,3,4,19,19,32,23,2,9,17,20,29,23,27,25,10,15,23,5,15,17,40,23,47,26,1,26,5,15,19,19,10,3,1,28,43,17,11,29,71,0.02,0.0274394957835608,0.016141697132053,0.000135940795487426,0.02,0.0274394957835608,0.016141697132053,0.000135940795487426,0.00106012418597607,0.000784920168850148,,,,,,,0.0242244585057577,0.0298998001828887,0.0216762461963464,0.000155350523354839,0.0212898872090769,0.0281402811230223,0.0196368707690269,0.000147677575913486,0.0010866542636737,0.000790504044775432,-0.000951744155186512,-0.000433713065889669,0.000215851064872166,0.000399105100982501,3.19961164502328e-05,,,0.0242244585057577
TC,TCA,Turks and Caicos Islands,Grand Turk,2020-10-22,2020-05-26,1,101,2,53287.7657883738,2,53287.7657883738,7,94,4,0,3349797.78287562,70,206,6,167,101,5,83,13,8,79,14,5,82,14,18,69,14,14,75,12,16,72,13,8,79,14,6,83,12,6,81,14,3,84,14,9,81,11,22,67,12,13,88,0,4,9,88,14,85,2,6,5,90,0,4,2,95,38,46,17,55,29,17,23,55,23,26,56,19,24,57,20,21,60,20,25,64,12,16,4,2,3,76,17,84,0,51,14,9,3,2,2,20,45,16,9,10,21,3,4,19,19,32,24,2,9,17,20,29,24,27,25,10,15,24,5,15,17,40,24,47,26,1,27,5,15,19,19,10,3,1,29,43,17,11,30,72,0.0198019801980198,0.0271705622473482,0.0159077560027009,0.000133986536412897,0.0198019801980198,0.0271705622473482,0.0159077560027009,0.000133986536412897,0.00104884626910399,0.000776574337968493,,,,,,,0.0241519112743964,0.0298581463280572,0.0221165421778448,0.000156327768094445,0.0216048518260585,0.0283309810937311,0.0203466619280389,0.000149668775290284,0.00108959230964149,0.000791892131551273,-0.000925194575040202,-0.000301481276763128,0.000269490518895077,0.000541230554174338,3.04547172206524e-05,,,0.0241519112743964
TC,TCA,Turks and Caicos Islands,Grand Turk,2020-10-26,2020-05-27,1,100,3,135413.34684109,3,135413.34684109,7,93,4,0,3397940.47021675,70,208,6,167,100,6,81,13,9,77,14,6,80,14,19,67,14,14,74,12,17,70,13,9,77,14,7,81,12,6,80,14,3,83,14,9,80,11,23,65,12,13,87,0,4,9,87,15,83,2,6,5,89,0,4,2,94,39,44,17,55,28,17,23,54,23,24,57,19,24,56,20,21,59,20,25,63,12,16,4,2,3,75,17,83,0,51,14,8,3,2,2,20,44,16,9,10,21,3,4,20,19,32,22,3,9,17,20,29,22,27,25,10,15,23,5,15,17,40,23,47,26,1,26,5,14,20,19,10,3,1,28,42,18,11,29,72,0.03,0.0334344809563718,0.0398515948198624,0.000207985109656677,0.03,0.0334344809563718,0.0398515948198624,0.000207985109656677,0.00106012418597607,0.000784920168850148,,,,,,,0.0248172709292579,0.0302710367862705,0.0256636569596309,0.000165941370424832,0.0235306016504522,0.0294995966147432,0.0247698739059987,0.000162578641674859,0.00109963261345311,0.000796710756056263,-0.000785916937021973,0.000318351084018061,0.000590703122732431,0.00128507558806875,3.07923328201137e-05,,,0.0248172709292579
TC,TCA,Turks and Caicos Islands,Grand Turk,2020-11-04,2020-05-28,1,100,3,135413.34684109,3,135413.34684109,8,93,4,0,3403079.79936127,70,206,7,166,100,6,81,13,9,77,14,6,80,14,18,68,14,14,74,12,16,71,13,9,77,14,7,81,12,6,80,14,3,83,14,8,81,11,22,66,12,14,86,0,4,10,86,15,83,2,6,5,89,0,4,2,94,39,44,17,54,29,17,23,54,23,24,57,19,23,57,20,21,59,20,25,63,12,16,4,2,3,75,16,84,0,51,14,8,3,2,2,20,44,16,9,10,21,3,4,20,19,32,22,3,9,17,20,29,22,27,26,9,15,23,5,15,17,40,23,48,25,1,26,5,13,20,19,11,3,1,28,42,18,11,29,72,0.03,0.0334344809563718,0.0397914109644171,0.000207677519161488,0.03,0.0334344809563718,0.0397914109644171,0.000207677519161488,0.00121157049825837,0.00083905134623986,,,,,,,0.0295410593369171,0.0331408278510534,0.0385372209594162,0.000204070875364753,0.0294956849517791,0.0331136244710937,0.0385057139237409,0.000203952338389978,0.0011923521345734,0.000831809301004826,0.000535103496341722,0.00282425657509915,0.00154684386876068,0.00352841890888632,2.67900875268822e-05,,,0.0295410593369171
TC,TCA,Turks and Caicos Islands,Grand Turk,2020-11-06,2020-05-30,1,100,3,135413.34684109,3,135413.34684109,8,93,4,0,3382766.22307973,70,217,7,167,100,6,81,13,9,77,14,6,80,14,17,69,14,14,74,12,16,71,13,8,78,14,7,81,12,6,80,14,3,83,14,9,80,11,22,66,12,14,86,0,4,10,86,15,83,2,6,5,89,0,4,2,94,39,44,17,54,29,17,24,53,23,24,57,19,24,56,20,22,58,20,25,63,12,17,3,2,3,75,15,85,0,52,13,8,3,2,2,20,43,16,9,11,21,3,4,20,20,31,22,3,9,17,21,28,22,28,25,9,15,23,6,15,17,39,23,48,25,1,26,5,13,21,18,11,3,1,28,42,18,11,29,72,0.03,0.0334344809563718,0.0400303591531689,0.000208898629566728,0.03,0.0334344809563718,0.0400303591531689,0.000208898629566728,0.00121157049825837,0.00083905134623986,,,,,,,0.0300453863732149,0.0334257188188199,0.039430686164377,0.000206736982356001,0.0300306480366514,0.0334168827954702,0.0394204527021136,0.000206698481836753,0.00121348746840552,0.000839166684942269,0.000850954099872472,0.00304670516713411,0.00157043611205741,0.00354696522721861,2.40210211337725e-05,,,0.0300453863732149
TC,TCA,Turks and Caicos Islands,Grand Turk,2020-11-19,2020-05-30,1,101,4,152180.380617415,4,152180.380617415,10,94,5,1,3399533.25685606,71,219,9,170,101,7,81,13,10,77,14,7,80,14,18,69,14,15,74,12,17,71,13,8,79,14,8,81,12,7,80,14,3,84,14,9,81,11,22,67,12,15,86,0,5,10,86,16,83,2,7,5,89,1,4,2,94,39,45,17,54,30,17,24,54,23,24,58,19,24,57,20,22,59,20,26,63,12,18,3,2,3,75,15,86,0,52,13,8,3,2,3,20,43,16,9,12,21,4,4,20,20,31,22,4,9,17,21,28,22,29,25,9,15,23,6,15,17,40,23,49,25,1,26,5,14,21,18,11,3,1,28,43,18,11,29,73,0.0396039603960396,0.0380348662281565,0.0447650807093893,0.000219817986199876,0.0396039603960396,0.0380348662281565,0.0447650807093893,0.000219817986199876,0.00149835181300569,0.000927975011588961,,,,,,,0.0329901306936605,0.0348392229168902,0.0397336372498419,0.000206635799258461,0.0329901306936605,0.0348392229168902,0.0397336372498419,0.000206635799258461,0.00157994924785109,0.000957601410257437,0.00143471060031705,0.00305942975192724,0.00199449511191597,0.00344850569763437,8.28946126726985e-05,,,0.0329901306936605
TC,TCA,Turks and Caicos Islands,Grand Turk,2020-11-20,2020-05-31,1,100,3,128376.710519824,3,128376.710519824,10,92,5,1,3430735.08275375,70,217,9,167,100,6,81,13,9,77,14,6,80,14,17,69,14,14,74,12,16,71,13,7,79,14,7,81,12,6,80,14,2,84,14,8,81,11,22,66,12,16,84,0,6,10,84,16,82,2,7,5,88,1,4,2,93,39,44,17,54,29,17,23,54,23,23,58,19,23,57,20,22,58,20,24,64,12,17,2,2,3,76,15,85,0,53,13,7,3,1,3,20,43,16,9,11,21,4,4,20,19,31,22,4,9,17,21,27,22,29,24,9,15,23,6,14,18,39,23,48,25,1,26,4,13,21,19,11,3,1,28,43,17,11,29,73,0.03,0.0334344809563718,0.0374195930094317,0.000200827202098964,0.03,0.0334344809563718,0.0374195930094317,0.000200827202098964,0.00153092467850582,0.000948132916152933,,,,,,,0.0326459357963783,0.0346672911099533,0.0394239380951821,0.000205762424641456,0.0326459357963783,0.0346672911099533,0.0394239380951821,0.000205762424641456,0.00160770523866212,0.000966012019000423,0.00140357954843677,0.00295794864980596,0.00189267476455024,0.00329784455435921,8.68418291647367e-05,,,0.0326459357963783
TC,TCA,Turks and Caicos Islands,Grand Turk,2020-11-26,2020-06-02,3,100,3,128376.710519824,3,128376.710519824,10,92,6,1,3441587.67350538,68,233,9,158,100,6,82,12,10,77,13,6,80,14,19,69,12,14,74,12,17,71,12,9,79,12,7,81,12,6,80,14,3,84,13,9,81,10,23,65,12,16,84,0,6,10,84,17,81,2,8,5,87,1,5,2,92,40,45,15,53,30,17,23,56,21,22,60,18,22,59,19,22,59,19,24,64,12,16,2,2,4,76,16,84,0,53,14,6,3,1,3,20,44,15,10,10,21,4,6,19,17,32,22,4,10,16,20,28,22,30,21,9,17,23,6,13,18,40,23,47,25,1,27,4,13,21,19,10,3,1,29,41,17,11,31,73,0.03,0.0334344809563718,0.0373015952806072,0.000200206190114825,0.03,0.0334344809563718,0.0373015952806072,0.000200206190114825,0.00153092467850582,0.000948132916152933,,,,,,,0.0304698331255842,0.0335683525444688,0.0375160225898361,0.0002002560096515,0.0304698331255842,0.0335683525444688,0.0375160225898361,0.0002002560096515,0.00182819143257734,0.00103130348864747,0.00105298697519797,0.00256658006866522,0.00147749688325428,0.00286156011029955,0.000123099853822642,,,0.0304698331255842
TC,TCA,Turks and Caicos Islands,Grand Turk,2020-11-28,2020-06-02,1,101,3,128376.710519824,3,128376.710519824,10,93,6,1,3446563.4663329,69,233,9,161,101,6,83,12,10,78,13,6,81,14,19,70,12,14,75,12,17,72,12,9,80,12,7,82,12,6,81,14,3,85,13,9,82,10,23,66,12,16,85,0,6,10,85,17,82,2,8,5,88,1,5,2,93,40,46,15,54,30,17,23,57,21,23,60,18,22,60,19,22,60,19,24,65,12,16,2,2,4,77,16,85,0,54,14,6,3,1,3,20,45,15,10,10,21,4,6,19,17,33,22,4,10,16,20,29,22,31,21,9,17,23,6,13,18,41,23,48,25,1,27,4,13,21,20,10,3,1,29,42,17,11,31,74,0.0297029702970297,0.0331085145091172,0.0372477430849157,0.000199922744553202,0.0297029702970297,0.0331085145091172,0.0372477430849157,0.000199922744553202,0.00151446312282296,0.000937945670323621,,,,,,,0.0299680472396651,0.0333053512976441,0.0370047275140371,0.000198695060507946,0.0299680472396651,0.0333053512976441,0.0370047275140371,0.000198695060507946,0.00190425774632403,0.00105367761638131,0.000858462718401204,0.00189017842573436,0.00107290759820215,0.00203914226800641,0.000134104188811821,,,0.0299680472396651
TC,TCA,Turks and Caicos Islands,Grand Turk,2020-11-30,2020-06-05,2,101,3,128376.710519824,3,128376.710519824,14,93,6,1,3443866.61589265,71,231,13,165,101,6,83,12,10,78,13,6,81,14,20,69,12,14,74,13,17,72,12,10,78,13,7,82,12,6,81,14,3,85,13,9,82,10,24,65,12,17,84,0,6,11,84,18,82,1,9,5,87,1,5,3,92,41,46,14,55,30,16,24,57,20,23,61,17,22,61,18,22,61,18,24,66,11,16,2,2,4,77,17,84,0,56,14,6,3,1,3,18,47,15,10,10,19,4,7,19,18,33,20,4,10,17,20,30,20,33,21,9,17,21,6,13,18,43,21,50,25,1,25,4,13,22,20,11,3,1,27,44,17,11,29,74,0.0297029702970297,0.0331085145091172,0.037276911343603,0.000200076270746274,0.0297029702970297,0.0331085145091172,0.037276911343603,0.000200076270746274,0.00212024837195214,0.00110945557473783,,,,,,,0.0295626214612968,0.0330853106551012,0.0365231558956424,0.000197194517861499,0.0295626214612968,0.0330853106551012,0.0365231558956424,0.000197194517861499,0.00197183161650822,0.00107358343298514,3.59368739660457e-06,-0.000335677510628965,1.11560849196026e-05,-0.00033042633801643,0.000129913246989136,,,0.0295626214612968
TC,TCA,Turks and Caicos Islands,Grand Turk,2020-12-01,2020-06-09,2,100,3,128376.710519824,3,128376.710519824,14,91,6,1,3460211.84223549,69,231,13,162,100,6,82,12,10,77,13,6,80,14,21,67,12,14,73,13,17,71,12,11,76,13,7,81,12,7,79,14,3,84,13,10,80,10,24,64,12,18,82,0,7,11,82,18,81,1,9,5,86,1,5,3,91,40,45,15,55,29,16,23,56,21,22,60,18,22,59,19,24,58,18,24,65,11,16,2,2,4,76,18,82,0,57,13,5,3,1,3,18,46,15,10,10,19,5,7,19,17,32,20,5,10,17,20,28,20,33,21,9,16,21,6,14,17,42,21,48,26,1,25,4,14,20,19,11,4,1,27,42,17,11,30,73,0.03,0.0334344809563718,0.0371008239879573,0.000199149367793593,0.03,0.0334344809563718,0.0371008239879573,0.000199149367793593,0.00216684723726977,0.00113381273949224,,,,,,,0.029378910811832,0.0329828806663466,0.0362760627896648,0.000196423086589217,0.029378910811832,0.0329828806663466,0.0362760627896648,0.000196423086589217,0.002002214368343,0.00108254249008058,-0.00011107926023049,-0.00052577056245204,-0.000108622870803238,-0.000524064985408132,0.000131454483322912,,,0.029378910811832
TC,TCA,Turks and Caicos Islands,Grand Turk,2020-12-02,2020-06-12,1,100,3,128376.710519824,3,128376.710519824,14,91,6,1,3493644.22391579,69,230,13,162,100,6,83,11,10,78,12,6,81,13,21,68,11,15,73,12,17,72,11,11,77,12,7,82,11,7,80,13,3,85,12,9,81,10,24,65,11,18,82,0,7,11,82,18,81,1,9,5,86,1,5,3,91,41,45,14,55,29,16,24,56,20,22,61,17,22,60,18,24,59,17,24,65,11,16,2,2,4,76,18,82,0,57,14,5,3,1,3,17,47,15,10,10,18,5,7,19,17,32,20,5,10,17,20,27,21,33,21,10,15,21,6,14,17,41,22,48,26,0,26,4,14,20,19,11,4,1,27,41,17,11,31,73,0.03,0.0334344809563718,0.0367457881489534,0.000197279970617403,0.03,0.0334344809563718,0.0367457881489534,0.000197279970617403,0.00216684723726977,0.00113381273949224,,,,,,,0.0292014056243879,0.0328824769060089,0.0360175196917799,0.000195620574838824,0.0292014056243879,0.0328824769060089,0.0360175196917799,0.000195620574838824,0.00203059095284877,0.0010909086679123,-0.0006314541782121,-0.000619352926343674,-0.0006314541782121,-0.000619352926343674,7.51069508329476e-05,,,0.0292014056243879
TC,TCA,Turks and Caicos Islands,Grand Turk,2020-12-03,2020-06-12,1,101,3,128376.710519824,3,128376.710519824,14,92,6,1,3507339.64961048,69,230,13,162,101,6,84,11,10,79,12,6,82,13,21,69,11,15,74,12,17,73,11,11,78,12,7,83,11,7,81,13,3,86,12,10,81,10,24,66,11,18,83,0,7,11,83,18,82,1,9,5,87,1,5,3,92,41,46,14,56,29,16,24,57,20,22,62,17,22,61,18,24,60,17,24,66,11,16,2,2,4,77,18,83,0,58,14,5,3,1,3,17,48,15,10,10,18,5,7,19,17,32,21,5,10,17,20,27,22,33,21,10,15,22,6,14,17,41,23,48,26,0,27,4,14,20,19,11,4,1,28,41,17,11,32,74,0.0297029702970297,0.0331085145091172,0.0366023035533732,0.000196524269023907,0.0297029702970297,0.0331085145091172,0.0366023035533732,0.000196524269023907,0.00214329454990814,0.00112150192361392,,,,,,,0.0290286171206869,0.0327837109518472,0.0357444197373372,0.000194781121791539,0.0290286171206869,0.0327837109518472,0.0357444197373372,0.000194781121791539,0.00205770919404377,0.00109887006200062,-0.000602886445948572,-0.000613253059640821,-0.000602886445948572,-0.000613253059640821,7.50006592302753e-05,,,0.0290286171206869
TC,TCA,Turks and Caicos Islands,Grand Turk,2020-12-06,2020-06-15,1,100,3,128376.710519824,3,128376.710519824,14,91,6,1,3524201.95383926,69,230,13,161,100,6,83,11,10,78,12,6,81,13,21,68,11,15,73,12,17,72,11,11,77,12,7,82,11,7,80,13,3,85,12,10,80,10,24,65,11,18,82,0,7,11,82,17,82,1,9,5,86,1,5,3,91,41,46,13,56,29,15,24,57,19,22,62,16,22,61,17,24,60,16,24,66,10,16,2,2,4,76,18,82,0,58,14,5,3,1,3,16,48,15,10,10,17,5,8,19,17,31,20,5,10,17,20,27,21,33,22,10,14,21,6,14,18,40,22,48,26,0,26,3,14,20,19,11,5,1,27,40,17,12,31,74,0.03,0.0334344809563718,0.0364271719388757,0.000195601732622944,0.03,0.0334344809563718,0.0364271719388757,0.000195601732622944,0.00216684723726977,0.00113381273949224,,,,,,,0.0285718468178811,0.0325207723962438,0.0348542072371141,0.00019212666861017,0.0285718468178811,0.0325207723962438,0.0348542072371141,0.00019212666861017,0.00214257274654079,0.0011230946057736,-0.000316331051283847,-0.000443635892120336,-0.000316331051283847,-0.000443635892120336,5.23968856605753e-05,,,0.0285718468178811
TC,TCA,Turks and Caicos Islands,Grand Turk,2020-12-08,2020-06-17,1,100,2,98892.6148290409,2,98892.6148290409,14,91,6,1,3502070.94967039,70,226,13,163,100,5,84,11,9,79,12,5,82,13,20,69,11,15,73,12,17,72,11,11,77,12,6,83,11,7,80,13,3,85,12,10,80,10,23,66,11,18,82,0,7,11,82,18,81,1,9,6,85,1,5,3,91,41,46,13,55,30,15,24,57,19,21,63,16,21,62,17,23,61,16,25,66,9,17,2,2,4,75,18,82,0,58,14,5,3,1,4,15,49,15,10,10,16,5,8,19,17,32,19,5,10,17,21,27,20,33,23,10,14,20,6,14,18,41,21,49,26,0,25,3,14,21,19,11,5,1,26,40,18,12,30,74,0.02,0.0274394957835608,0.0282383241945308,0.000173494201526943,0.02,0.0274394957835608,0.0282383241945308,0.000173494201526943,0.00216684723726977,0.00113381273949224,,,,,,,0.028402406981077,0.0324256507483698,0.0342724380420628,0.000190488382221975,0.028402406981077,0.0324256507483698,0.0342724380420628,0.000190488382221975,0.00222318940512685,0.00114469783020131,-0.000260940043098018,-0.000455381578662382,-0.000260940043098018,-0.000455381578662382,5.31552764671362e-05,,,0.028402406981077
TC,TCA,Turks and Caicos Islands,Grand Turk,2020-12-09,2020-06-21,2,101,3,116838.989002194,3,116838.989002194,14,92,6,1,3548204.28724428,71,230,13,165,101,6,84,11,10,79,12,5,83,13,21,69,11,15,74,12,18,72,11,12,77,12,7,83,11,7,81,13,4,85,12,10,81,10,24,66,11,18,83,0,7,11,83,19,80,2,9,7,85,1,5,3,92,42,46,13,56,30,15,24,58,19,21,64,16,21,63,17,23,62,16,26,66,9,18,2,2,4,75,18,82,1,59,14,5,3,1,4,15,50,15,10,10,16,5,8,19,18,32,19,5,10,17,21,28,20,34,23,10,14,20,6,14,18,42,21,49,27,0,25,3,15,21,19,11,5,1,26,41,18,12,30,74,0.0297029702970297,0.0331085145091172,0.0329290479193172,0.000185678893414631,0.0297029702970297,0.0331085145091172,0.0329290479193172,0.000185678893414631,0.00214329454990814,0.00112150192361392,,,,,,,0.0283897311382142,0.0324213431854638,0.0340192312933375,0.000189816244773751,0.0283897311382142,0.0324213431854638,0.0340192312933375,0.000189816244773751,0.00227999691575686,0.0011593718414897,-0.000195481720513757,-0.000417320767050805,-0.000195481720513757,-0.000417320767050805,5.13608832081076e-05,,,0.0283897311382142
TC,TCA,Turks and Caicos Islands,Grand Turk,2020-12-13,2020-06-22,1,100,3,116838.989002194,3,116838.989002194,14,90,6,1,3486154.41944697,70,230,13,164,100,6,83,11,10,78,12,5,82,13,21,68,11,15,73,12,18,71,11,12,76,12,7,82,11,7,80,13,4,84,12,10,80,10,24,65,11,19,81,0,7,12,81,19,79,2,9,7,84,1,5,3,91,43,44,13,57,28,15,24,56,20,21,62,17,20,62,18,23,60,17,27,64,9,19,2,2,4,73,17,82,1,59,14,5,3,1,3,15,48,16,10,10,16,5,8,19,19,30,19,5,10,17,22,26,20,33,23,11,13,20,6,14,19,40,21,49,26,0,25,3,16,21,19,10,5,0,26,40,19,11,30,74,0.03,0.0334344809563718,0.0335151502040258,0.000188926505304747,0.03,0.0334344809563718,0.0335151502040258,0.000188926505304747,0.00219092331768388,0.00114639682823031,,,,,,,0.0288642125311753,0.0327177570574109,0.0334708427286508,0.000188645646796362,0.0288642125311753,0.0327177570574109,0.0334708427286508,0.000188645646796362,0.00267002177423838,0.00125605019479447,-8.57830467761161e-05,-0.00046753667683566,-8.57830467761161e-05,-0.00046753667683566,0.000111301234315897,,,0.0288642125311753
TC,TCA,Turks and Caicos Islands,Grand Turk,2020-12-16,2020-06-23,1,100,3,116838.989002194,3,116838.989002194,14,89,6,1,3483590.821072,71,230,13,166,100,6,84,10,10,79,11,5,83,12,21,69,10,15,74,11,18,72,10,12,77,11,7,83,10,7,81,12,4,85,11,10,81,9,24,66,10,20,80,0,8,12,80,19,79,2,9,7,84,1,5,3,91,42,45,13,57,29,14,24,57,19,21,63,16,20,63,17,23,61,16,27,64,9,19,2,2,4,73,17,82,1,59,14,5,3,1,3,15,48,16,10,10,16,5,8,19,19,31,18,5,10,17,22,27,19,33,23,11,14,19,6,14,19,41,20,50,26,0,24,3,16,21,20,10,5,0,25,40,20,11,29,74,0.03,0.0334344809563718,0.0335398142329009,0.000189063125188964,0.03,0.0334344809563718,0.0335398142329009,0.000189063125188964,0.00221554043361291,0.00115926339101298,,,,,,,0.0294102991841221,0.0330481818679155,0.0334508891175936,0.000188795484381268,0.0294102991841221,0.0330481818679155,0.0334508891175936,0.000188795484381268,0.0030701294813284,0.00135244909985889,3.48155932890319e-05,-0.000427771762364387,3.48155932890319e-05,-0.000427771762364387,0.000173256421413272,,,0.0294102991841221
TC,TCA,Turks and Caicos Islands,Grand Turk,2020-12-19,2020-06-27,3,100,3,116838.989002194,3,116838.989002194,23,89,6,1,3391512.95554431,71,225,22,169,100,5,86,9,11,80,9,5,84,11,20,70,10,15,74,11,18,72,10,12,77,11,8,83,9,7,81,12,5,85,10,11,81,8,24,67,9,20,80,0,8,12,80,18,80,2,9,7,84,1,5,3,91,41,47,12,57,30,13,24,59,17,21,65,14,19,65,16,23,63,14,27,64,9,19,2,2,4,73,16,82,2,59,14,5,4,1,3,14,50,15,9,11,15,5,8,18,19,33,17,5,10,15,22,30,18,33,21,12,16,18,6,13,19,43,19,51,25,0,24,3,16,21,20,11,5,0,24,40,19,11,30,72,0.03,0.0334344809563718,0.0344504032665393,0.000194104587285526,0.03,0.0334344809563718,0.0344504032665393,0.000194104587285526,0.00363981642664979,0.00148481325431089,,,,,,,0.0297375148762315,0.0332410707198649,0.0334527417415901,0.000188714920980997,0.0297375148762315,0.0332410707198649,0.0334527417415901,0.000188714920980997,0.00341521079425152,0.00143418621570914,0.000118149625924103,-0.000381946332624525,0.000118149625924103,-0.000381946332624525,0.000226250266701291,,,0.0297375148762315
TC,TCA,Turks and Caicos Islands,Grand Turk,2020-12-20,2020-06-28,1,100,3,116838.989002194,3,116838.989002194,23,88,6,1,3401921.81325629,70,223,22,168,100,5,86,9,11,79,10,5,83,12,20,70,10,15,73,12,17,72,11,12,76,12,8,82,10,7,80,13,5,84,11,10,81,9,23,67,10,21,79,0,8,13,79,18,80,2,9,7,84,1,5,3,91,40,47,13,56,30,14,23,59,18,22,64,14,19,64,17,24,62,14,26,65,9,18,2,2,4,74,16,82,2,59,15,4,4,1,3,14,49,16,9,11,15,5,8,18,19,33,17,5,10,16,22,29,18,33,21,12,16,18,6,13,20,42,19,51,25,0,24,3,16,21,20,11,5,0,24,40,18,11,31,72,0.03,0.0334344809563718,0.0343449953925768,0.000193521247994889,0.03,0.0334344809563718,0.0343449953925768,0.000193521247994889,0.00368117797695263,0.00150165496239285,,,,,,,0.0297946715569187,0.0332733131459053,0.0334340930098294,0.000188576621034254,0.0297946715569187,0.0332733131459053,0.0334340930098294,0.000188576621034254,0.00350671311156419,0.00145561581611872,0.000203804123172926,-0.000236685704547459,0.000203804123172926,-0.000236685704547459,0.0002273567275039,,,0.0297946715569187
TC,TCA,Turks and Caicos Islands,Grand Turk,2020-12-21,2020-06-28,1,101,3,116838.989002194,3,116838.989002194,23,89,6,1,3434465.15868989,71,223,22,171,101,5,87,9,11,79,11,5,83,13,20,70,11,15,73,13,17,72,12,12,76,13,8,82,11,7,80,14,5,84,12,10,81,10,23,67,11,21,80,0,8,13,80,18,81,2,9,7,85,1,5,3,92,40,48,13,56,31,14,23,60,18,22,65,14,19,65,17,24,63,14,26,66,9,18,2,2,4,75,16,83,2,59,15,4,4,1,4,14,50,16,9,11,15,6,8,18,19,33,17,6,10,16,22,29,18,34,21,12,16,18,7,13,20,42,19,51,26,0,24,3,16,21,20,12,5,0,24,40,18,12,31,73,0.0297029702970297,0.0331085145091172,0.034019558680503,0.000191719831136678,0.0297029702970297,0.0331085145091172,0.034019558680503,0.000191719831136678,0.00363981642664979,0.00148481325431089,,,,,,,0.0298333002338989,0.0332941519710853,0.0334057488235167,0.000188391030276349,0.0298333002338989,0.0332941519710853,0.0334057488235167,0.000188391030276349,0.00358683336604835,0.00147427685331961,0.000238482208803651,-0.000144448203091012,0.000238482208803651,-0.000144448203091012,0.000227273993486917,,,0.0298333002338989
