ISO2,ISO_3,country_agg,region_agg,date,first_date,day_count,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B2,B4,E5,B0.NA,B1_1.1,B1_1.2,B1_1.NA,B1_2.1,B1_2.2,B1_2.NA,B1_3.1,B1_3.2,B1_3.NA,B1_4.1,B1_4.2,B1_4.NA,B1_5.1,B1_5.2,B1_5.NA,B1_6.1,B1_6.2,B1_6.NA,B1_7.1,B1_7.2,B1_7.NA,B1_8.1,B1_8.2,B1_8.NA,B1_9.1,B1_9.2,B1_9.NA,B1_10.1,B1_10.2,B1_10.NA,B1_11.1,B1_11.2,B1_11.NA,B1_12.1,B1_12.2,B1_12.NA,B3.1,B3.2,B3.NA,B5.1,B5.2,B5.NA,B6.1,B6.2,B6.NA,B7.1,B7.2,B7.NA,B8.1,B8.2,B8.NA,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C1_m.1,C1_m.2,C1_m.NA,C2.1,C2.2,C2.4,C2.NA,C3.1,C3.2,C3.NA,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C5.NA,C6.1,C6.2,C6.3,C6.4,C6.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D3.1,D3.2,D3.3,D3.4,D3.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,E3.1,E3.2,E3.3,E3.4,E3.NA,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E4.NA,E2.1,E2.2,E2.3,E2.NA,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,B0.1,B0.2,B8.3,C2.3,D1.-88,D2.-88,D4.-88,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cli_smooth_slope,p_cli_weight_smooth_slope,p_cliWHO_smooth_slope,p_cliWHO_weight_smooth_slope,p_cli_local_smooth_slope,p_cases_infected,p_cases_infected_smooth,p_cases_active
MF,MAF,Saint Martin,Saint Martin,2021-04-26,2021-01-10,1,100,4,86799.274531178,2,39336.7743942743,58,88,20,2,2580226.72944469,57,294,58,141,100,6,90,4,14,81,5,10,85,5,16,80,4,17,80,3,19,79,2,14,81,5,13,83,4,10,87,3,8,89,3,11,85,4,18,78,4,9,79,12,5,4,91,49,35,16,20,29,51,2,18,80,24,49,27,55,22,23,34,37,29,38,33,29,13,56,31,16,56,28,41,38,21,23,10,3,59,10,69,21,35,18,14,6,4,2,21,27,13,22,17,21,2,4,11,18,38,27,3,3,9,14,44,27,25,23,14,8,30,11,11,8,40,30,26,30,,2,42,6,15,9,9,9,8,1,43,18,16,19,47,63,0.04,0.0384072934108425,0.0336401733772671,0.000219997478093667,0.02,0.0274394957835608,0.0152454720142909,0.000149504266576403,0.00928297055057618,0.00237791256108686,0,0,0,5,0,0,0,0.0450914728228371,0.0404927833474477,0.0617963144936509,0.000271139213410114,0.0238167297701843,0.0296541896855254,0.0433769350497385,0.000215561176438285,0.00887921366363744,0.00232407126021345,-0.0015927617669924,0.00179729287805741,-0.000395969094007193,0.00275412396524636,0.000257249910514309,,,0.0450914728228371
MF,MAF,Saint Martin,Saint Martin,2021-04-28,2021-01-15,1,100,5,314294.213933339,3,266831.713796435,58,88,21,3,2793673.92298542,57,304,58,141,100,7,89,4,15,80,5,11,84,5,17,79,4,18,79,3,20,78,2,14,81,5,14,82,4,11,86,3,9,88,3,12,84,4,19,77,4,9,79,12,5,4,91,50,34,16,21,29,50,3,18,79,24,49,27,55,22,23,34,37,29,38,33,29,13,56,31,16,56,28,41,38,21,23,10,3,59,9,70,21,35,18,14,6,4,2,21,28,13,21,17,21,2,4,12,18,37,27,3,3,10,14,43,27,25,23,14,8,30,12,11,8,39,30,27,29,,2,42,6,15,9,10,9,7,1,43,17,17,19,47,63,0.05,0.042716424707947,0.112502111054347,0.000370530731921395,0.03,0.0334344809563718,0.0955128340501847,0.000344661127410579,0.00928297055057618,0.00237791256108686,0,0,0,5,0,0,0,0.0455669926348771,0.040707086184283,0.0694871114599593,0.000284003326632941,0.024916844587338,0.0303162754519077,0.0518909128220156,0.000235061147640423,0.00898372179505456,0.00233600108487324,-0.000882097103819474,0.00358956257317718,0.000126391746495686,0.00447933836094004,0.000211224270801789,,,0.0455669926348771
MF,MAF,Saint Martin,Saint Martin,2021-04-30,2021-01-15,1,101,5,314294.213933339,3,266831.713796435,58,89,22,3,2840299.02199604,58,308,58,144,101,7,90,4,15,81,5,11,85,5,17,80,4,18,80,3,21,78,2,15,81,5,14,83,4,12,86,3,9,89,3,13,84,4,19,78,4,9,80,12,5,4,92,51,34,16,22,29,50,3,19,79,24,50,27,56,22,23,34,38,29,39,33,29,13,57,31,16,57,28,42,38,21,24,10,3,59,9,71,21,36,18,14,6,4,2,21,28,13,22,17,21,2,4,13,18,37,27,3,3,11,14,43,27,26,23,14,8,30,13,11,8,39,30,27,30,,2,42,6,15,10,10,9,7,1,43,18,17,19,47,64,0.0495049504950495,0.042304508043671,0.110655325900323,0.000364827253707863,0.0297029702970297,0.0331085145091172,0.0939449373921615,0.000339297019932324,0.00917866751068207,0.00235131820645756,0,0,0,5,0,0,0,0.0462564735600473,0.041006249336617,0.0773629577546384,0.000296819317543854,0.0261455539978849,0.03105253655764,0.0606302453335495,0.000254814639467387,0.00900646137071264,0.00233664438298163,-3.11829872401484e-05,0.00475225081586453,0.00058453473693925,0.00542402032618549,0.000111556765700752,,,0.0462564735600473
MF,MAF,Saint Martin,Saint Martin,2021-05-02,2021-01-19,2,100,5,314294.213933339,3,266831.713796435,58,88,23,3,3142680.11672691,58,307,58,144,100,7,89,4,15,80,5,11,84,5,16,80,4,17,80,3,21,77,2,14,81,5,14,82,4,12,85,3,9,88,3,12,84,4,18,78,4,9,79,12,5,4,91,51,33,16,23,28,49,3,20,77,23,49,28,54,23,23,33,38,29,38,33,29,13,56,31,16,56,28,40,39,21,22,11,2,60,9,70,21,35,17,14,7,4,2,21,28,11,24,16,21,2,2,13,18,38,27,3,2,11,12,45,27,25,23,13,9,30,11,11,8,40,30,28,29,,2,41,6,15,9,9,10,8,1,42,17,17,20,46,63,0.05,0.042716424707947,0.100008337552559,0.000331692268979654,0.03,0.0334344809563718,0.0849057822895255,0.000308176516346704,0.00928297055057618,0.00237791256108686,0,0,0,5,0,0,0,0.0468510498993742,0.0412585795587889,0.0842658917223634,0.000307427005338556,0.0273322991942918,0.0317603878287742,0.0685274995394623,0.000272198319284604,0.00891266881361883,0.00232074557943617,0.000251276730657802,0.00528040973237781,0.000763613402570433,0.00594829464496592,5.22217319679294e-05,,,0.0468510498993742
MF,MAF,Saint Martin,Saint Martin,2021-05-04,2021-01-20,2,100,5,314294.213933339,3,266831.713796435,58,88,22,3,3219285.11234571,58,307,58,143,100,7,89,4,15,80,5,10,85,5,15,81,4,16,81,3,20,78,2,13,82,5,13,83,4,12,85,3,8,89,3,11,85,4,17,79,4,10,79,11,6,4,90,51,34,15,22,29,49,3,19,78,23,49,28,53,24,23,32,39,29,37,34,29,13,56,31,15,57,28,40,39,21,22,11,2,60,9,70,21,34,17,14,7,4,3,21,29,10,24,16,21,2,2,12,18,39,27,3,2,11,11,46,27,26,22,13,9,30,11,11,7,41,30,28,29,,2,41,6,15,9,10,10,8,0,42,18,17,19,46,63,0.05,0.042716424707947,0.0976285737252798,0.000324227248082418,0.03,0.0334344809563718,0.0828853936462963,0.000301175179432534,0.00928297055057618,0.00237791256108686,0,0,0,5,0,0,0,0.047043482280393,0.0413344830328636,0.0891421267201135,0.000314060400981023,0.0283227250205591,0.0323486836035556,0.0746155623594002,0.000284996654299211,0.00865549240303329,0.00228136325518799,0.000325025955827345,0.00565193555204273,0.000886554977592364,0.00644429086906487,-8.80574009755591e-06,,,0.047043482280393
MF,MAF,Saint Martin,Saint Martin,2021-05-07,2021-01-20,1,101,5,314294.213933339,3,266831.713796435,59,89,22,3,3227805.70650944,59,309,59,146,101,7,90,4,15,81,5,10,86,5,15,82,4,16,82,3,20,79,2,13,83,5,13,84,4,12,86,3,8,90,3,11,86,4,18,79,4,11,79,11,7,4,90,52,34,15,23,29,49,3,19,78,23,50,28,53,25,23,32,40,29,38,34,29,13,57,31,15,58,28,41,39,21,23,11,2,60,9,71,21,34,18,14,7,4,3,21,30,10,24,16,21,2,2,12,18,40,27,3,2,11,11,47,27,26,23,13,9,30,12,11,7,41,30,28,30,,2,41,6,15,10,10,10,8,0,42,18,18,19,46,64,0.0495049504950495,0.042304508043671,0.0973708588777536,0.000323417543501304,0.0297029702970297,0.0331085145091172,0.0826665970812065,0.000300415981604893,0.00933692039879728,0.00237131217118115,0,0,1,5,0,0,0,0.0462109510511143,0.0409694250679159,0.0918179656426697,0.000315732633650092,0.0292792578510244,0.0329172771964454,0.0795863328396492,0.000294258070346464,0.00790767999736416,0.00216997674709982,0.000198856950241586,0.00558192368266979,0.000985712032560186,0.0066834039586463,-0.000148986395464697,,,0.0462109510511143
MF,MAF,Saint Martin,Saint Martin,2021-05-08,2021-01-20,1,102,5,314294.213933339,3,266831.713796435,59,89,22,3,3245580.27913807,59,309,59,146,102,7,91,4,15,82,5,10,87,5,15,83,4,16,83,3,21,79,2,13,84,5,13,85,4,12,87,3,8,91,3,11,87,4,18,80,4,11,79,12,7,4,91,52,34,16,23,29,50,3,19,79,23,50,29,53,25,24,32,40,30,38,34,30,13,57,32,15,58,29,41,39,22,23,11,2,61,9,71,22,34,18,14,7,4,3,22,30,10,24,16,22,2,2,12,18,40,28,3,2,11,11,47,28,26,23,13,9,31,12,11,7,41,31,28,30,,2,42,6,15,10,10,10,8,0,43,18,18,19,47,65,0.0490196078431373,0.0419004514931721,0.0968376028020502,0.000321741329384497,0.0294117647058824,0.032788840416564,0.082213869584917,0.000298844455797546,0.00933692039879728,0.00237131217118115,0,0,1,5,0,0,0,0.0456600261125623,0.0407329989251156,0.091675461936448,0.000314612456271977,0.0294663046317725,0.0330300572017212,0.0803019048854858,0.000295219081941333,0.00757647523032024,0.0021209610720599,9.47588816208716e-05,0.00497985790713285,0.000941595810264708,0.00615416163929121,-0.000217123072219533,,,0.0456600261125623
MF,MAF,Saint Martin,Saint Martin,2021-05-12,2021-01-21,1,100,4,282847.033845337,3,266831.713796435,29,87,21,2,3336875.36378608,58,278,29,136,100,6,90,4,14,81,5,10,86,4,15,82,3,15,82,3,20,78,2,13,82,5,12,84,4,11,86,3,7,90,3,11,86,3,17,79,4,10,78,12,6,4,90,50,34,16,22,28,50,2,19,78,23,49,28,51,26,23,30,41,29,37,34,29,12,57,31,15,57,28,40,39,21,23,10,2,60,9,70,21,35,18,12,7,4,3,21,30,10,24,15,21,2,2,12,19,38,27,3,2,11,11,46,27,26,22,13,9,30,12,11,6,41,30,27,30,,2,41,6,16,10,9,10,7,0,42,18,18,19,45,65,0.04,0.0384072934108425,0.0847640391112521,0.000298848071586861,0.03,0.0334344809563718,0.0799645430849065,0.00029102420441593,0.00469483568075117,0.00170469865060256,0,0,1,5,0,0,0,0.0429955057337381,0.0396010008364499,0.0890182685898566,0.000307838134410805,0.0298280432754303,0.0332569989499322,0.0809241598896699,0.000294765521693457,0.00617218353496653,0.00191271786899541,-0.000428581150189843,0.00325519285498289,0.000818533114682056,0.00483887451127573,-0.000468589710014672,,,0.0429955057337381
MF,MAF,Saint Martin,Saint Martin,2021-05-13,2021-01-22,1,100,4,282847.033845337,3,266831.713796435,29,87,21,2,3353473.81119356,58,265,29,135,100,6,90,4,14,81,5,10,86,4,15,82,3,15,82,3,20,78,2,12,83,5,11,85,4,10,87,3,6,91,3,10,87,3,16,80,4,10,78,12,6,4,90,50,34,16,22,28,50,2,19,78,22,50,28,51,26,23,31,41,28,38,34,28,12,58,30,15,58,27,40,39,21,22,11,2,60,9,70,21,35,18,12,7,4,3,21,30,10,23,16,21,2,2,12,18,39,27,3,2,11,10,47,27,25,23,13,9,30,11,12,6,41,30,26,31,,2,41,6,15,10,10,10,7,0,42,18,19,18,45,65,0.04,0.0384072934108425,0.0843444886616446,0.000297437035005714,0.03,0.0334344809563718,0.0795687483545505,0.000289646024959102,0.00469483568075117,0.00170469865060256,0,0,1,5,0,0,0,0.0423992916390652,0.0393479654032701,0.0883372200551101,0.000306476082834783,0.0298722381952399,0.0332848346700561,0.0809046230662828,0.000294507357283493,0.00586896552795555,0.00186730659601347,-0.00064286365349702,0.00182904371674527,0.000621114032892504,0.00337906295545554,-0.000522915973792849,,,0.0423992916390652
MF,MAF,Saint Martin,Saint Martin,2021-05-15,2021-01-23,1,100,4,282847.033845337,3,266831.713796435,29,87,20,2,3362582.47912957,58,265,29,133,100,6,90,4,14,81,5,10,86,4,15,82,3,15,82,3,20,78,2,12,83,5,11,85,4,10,87,3,6,91,3,10,87,3,16,80,4,10,78,12,6,4,90,49,35,16,21,28,51,2,18,79,22,50,28,50,27,23,31,41,28,38,34,28,12,58,30,15,58,27,39,40,21,21,11,2,61,9,70,21,36,17,12,7,4,3,21,30,10,23,16,21,2,2,12,17,40,27,3,2,11,9,48,27,26,23,12,9,30,12,12,6,40,30,26,31,,2,41,6,15,10,10,9,8,0,42,18,19,18,45,65,0.04,0.0384072934108425,0.0841160136891435,0.000296668333835235,0.03,0.0334344809563718,0.0793532100558339,0.000288895242306957,0.00469483568075117,0.00170469865060256,0,0,1,5,0,0,0,0.0414530771932335,0.0389426289362968,0.0873428629362735,0.000304767614522251,0.0299585069742916,0.0333322405336576,0.0809541637453308,0.000294483573080868,0.00537710360108762,0.00179265232470504,-0.000899662117690119,0.00051282853565168,0.000437701296666632,0.00207111070097808,-0.000589260868755201,,,0.0414530771932335
MF,MAF,Saint Martin,Saint Martin,2021-05-17,2021-01-23,1,101,4,282847.033845337,3,266831.713796435,29,88,20,2,3377047.33764126,58,265,29,133,101,6,91,4,15,81,5,10,87,4,15,83,3,15,83,3,20,79,2,12,84,5,11,86,4,10,88,3,6,92,3,10,88,3,16,81,4,10,79,12,6,4,91,49,36,16,21,28,52,2,18,80,22,50,29,50,27,24,31,41,29,38,34,29,12,58,31,15,58,28,39,40,22,21,11,2,62,9,70,22,36,17,12,7,4,3,22,30,10,23,16,22,2,2,12,17,40,28,3,2,11,9,48,28,26,23,12,9,31,12,12,6,40,31,26,31,,2,42,6,15,10,10,9,8,0,43,18,19,18,46,66,0.0396039603960396,0.0380348662281565,0.0837557207720087,0.000295455715052053,0.0297029702970297,0.0331085145091172,0.079013317587312,0.000287710916572256,0.00464148527528809,0.00168537224292235,0,0,1,5,0,0,0,0.0408779843873853,0.0386866398112037,0.0869033617526191,0.000304428888670905,0.030085365474091,0.0333889912922895,0.0811995483189468,0.000295225495884508,0.00504283136213181,0.00174032038131154,-0.00102758298216796,-0.000373127494582408,0.000293773408921984,0.00109733099325777,-0.00060211017348358,,,0.0408779843873853
MF,MAF,Saint Martin,Saint Martin,2021-05-19,2021-01-24,1,100,4,282847.033845337,3,266831.713796435,29,89,20,2,3320842.25056289,58,265,29,133,100,6,90,4,13,82,5,9,87,4,15,82,3,13,84,3,18,80,2,10,85,5,10,86,4,10,87,3,5,92,3,10,88,2,15,81,4,10,80,10,6,4,90,50,36,14,22,28,50,2,18,78,23,50,27,51,27,22,31,42,27,38,35,27,12,59,29,16,58,26,39,41,20,21,11,2,61,10,70,20,36,18,12,7,4,3,20,31,10,23,16,20,2,2,12,17,41,26,3,2,11,9,49,26,26,23,12,9,30,12,12,6,40,30,26,31,,2,41,6,15,10,10,9,8,0,42,18,19,18,45,66,0.04,0.0384072934108425,0.0851732821085957,0.000300223773623825,0.03,0.0334344809563718,0.0803506139899318,0.00029236791496619,0.00458933375534104,0.00166647913177722,0,0,2,5,0,0,0,0.0406762869024736,0.038579276538132,0.0869443950722725,0.000305201044760667,0.0303158500186685,0.0334858689280497,0.0816371553448044,0.000296620640977947,0.00484453092503014,0.00170743021927055,-0.000922444024773443,-0.000812261761732854,0.000172765361274004,0.000341803750859187,-0.000510524845389002,,,0.0406762869024736
MF,MAF,Saint Martin,Saint Martin,2021-05-20,2021-01-25,1,100,4,282847.033845337,3,266831.713796435,29,90,21,2,3148860.37517847,59,265,29,136,99,6,91,3,13,83,4,9,88,3,15,83,2,13,85,2,18,80,2,10,86,4,10,86,4,10,87,3,5,92,3,10,88,2,15,82,3,10,81,9,6,4,90,50,35,15,23,28,49,2,19,77,22,50,28,51,26,23,31,41,28,38,34,28,12,58,30,15,58,27,39,40,21,21,11,2,61,10,70,20,36,18,13,7,4,3,19,31,10,23,16,20,2,2,12,17,42,25,3,2,11,9,50,25,26,23,12,9,30,12,12,6,41,29,27,31,,2,40,6,15,11,10,9,8,0,41,18,19,19,44,66,0.04,0.0384072934108425,0.0898252066287016,0.000315815109078659,0.03,0.0334344809563718,0.0847391379750561,0.000307599663333315,0.00453834115805947,0.00164800490710703,0,1,2,5,0,0,0,0.040715647465961,0.0385817974315282,0.0871007705580265,0.000305883202715762,0.0304959513168004,0.033562722160744,0.0819119364951504,0.000297489585093815,0.00478649372959415,0.00169697909398994,-0.000824063107766886,-0.000762448563070261,0.000171607780837974,0.000268338601610773,-0.000464996916787683,0,,0.040715647465961
MF,MAF,Saint Martin,Saint Martin,2021-05-24,2021-01-25,1,101,4,282847.033845337,3,266831.713796435,29,90,21,2,3176771.98790281,59,265,29,136,100,6,91,4,13,84,4,9,89,3,15,83,3,13,86,2,18,80,3,10,87,4,10,86,5,10,87,4,5,92,4,10,88,3,15,83,3,10,81,10,6,4,91,50,35,16,23,28,50,2,19,78,22,50,29,51,26,24,31,41,29,38,34,29,12,58,31,15,58,28,39,40,22,21,11,2,62,10,70,21,36,18,13,7,4,3,20,31,10,23,16,21,2,2,12,17,42,26,3,2,11,9,50,26,26,23,12,9,31,12,12,6,41,30,27,31,,2,41,6,15,11,10,9,8,0,42,18,19,19,45,67,0.0396039603960396,0.0380348662281565,0.0890359883940119,0.000313175998608937,0.0297029702970297,0.0331085145091172,0.083994606730522,0.000305021030943891,0.00453834115805947,0.00164800490710703,0,1,2,5,0,0,0,0.041920628401168,0.0390336976062846,0.0882333191046134,0.000309467367966294,0.0319732806312454,0.0342379713461854,0.083223629668402,0.000301380254527082,0.0047512288450933,0.00168576945389438,-0.00017914622209502,-0.000130824914207195,0.000357539559302517,0.000383244963122008,-0.000236825781645539,0,,0.041920628401168
MF,MAF,Saint Martin,Saint Martin,2021-05-25,2021-01-25,1,102,4,282847.033845337,3,266831.713796435,30,91,21,2,3188787.10499227,60,265,30,138,100,6,92,4,13,85,4,9,90,3,15,84,3,13,87,2,18,81,3,10,88,4,10,87,5,10,88,4,5,93,4,10,88,4,15,84,3,11,81,10,6,4,92,50,35,17,23,29,50,2,19,79,22,50,30,51,26,25,31,41,30,38,34,30,12,58,32,15,58,29,39,40,23,21,11,2,63,10,70,22,36,19,13,7,4,3,20,31,10,23,16,22,2,2,12,17,43,26,3,2,11,9,51,26,26,23,12,9,32,12,12,6,42,30,28,31,,2,41,6,15,11,11,9,8,0,42,18,19,20,45,68,0.0392156862745098,0.0376695877073438,0.0887005072877147,0.000312053418459413,0.0294117647058824,0.032788840416564,0.0836781211824057,0.000303924224211579,0.0046432440798638,0.00165767108322342,0,2,2,5,0,0,0,0.0425153086035447,0.0392778609317011,0.0885664898018843,0.000310360703980816,0.0325935113062602,0.0345357256979793,0.0835643783814568,0.00030229606877611,0.00478109181388464,0.00168953152643407,1.93361607465787e-05,3.82116244623717e-05,0.000453545518503386,0.000443292552529016,-0.000181312285678486,0,,0.0425153086035447
MF,MAF,Saint Martin,Saint Martin,2021-05-28,2021-01-25,1,103,5,290095.275851723,4,274079.955802822,33,92,21,2,3196035.34699865,60,271,33,138,101,7,92,4,14,85,4,9,91,3,16,84,3,14,87,2,19,81,3,10,89,4,10,88,5,10,89,4,5,94,4,11,88,4,16,84,3,12,81,10,6,5,92,50,36,17,23,29,51,2,19,80,23,50,30,52,26,25,31,42,30,39,34,30,12,59,32,16,58,29,40,40,23,22,11,2,63,10,71,22,37,19,13,7,4,3,20,31,11,23,16,22,3,2,12,17,43,26,3,3,11,9,51,26,27,23,12,9,32,12,12,7,42,30,28,31,,2,42,6,15,11,11,9,8,0,43,18,19,20,46,69,0.0485436893203884,0.0415040324517794,0.0907672301322159,0.000314952010747164,0.0388349514563107,0.0373112541172863,0.0857562342231934,0.000306977227073789,0.0050520514390692,0.00171932930420918,0,2,2,5,0,0,0,0.0448916061960303,0.0403018235091021,0.0894809338575786,0.000312500321532651,0.0349928667096002,0.0357288755984229,0.0844792249649452,0.000304473262640142,0.00493370484274311,0.00171310427796412,0.000573088167132804,0.000356345153550851,0.000839059955884766,0.00058751020326907,-7.38997930574195e-05,0,,0.0448916061960303
MF,MAF,Saint Martin,Saint Martin,2021-06-03,2021-01-26,2,100,5,290095.275851723,4,274079.955802822,34,90,20,2,3173369.09938577,59,267,34,135,97,7,88,5,13,82,5,7,89,4,15,81,4,12,85,3,19,77,4,9,86,5,10,84,6,9,86,5,4,91,5,11,83,6,15,81,4,12,79,9,5,5,90,47,35,18,22,28,50,2,18,78,21,48,31,49,25,26,28,41,31,37,32,31,12,55,33,16,54,30,37,39,24,21,9,2,63,10,67,23,36,19,13,5,4,3,20,29,10,23,15,23,3,2,11,16,41,26,3,2,11,9,48,26,25,21,12,9,33,12,12,7,38,30,27,31,,2,40,6,15,10,10,9,9,0,41,19,18,19,44,69,0.05,0.042716424707947,0.091415548196985,0.000317088492361491,0.04,0.0384072934108425,0.0863687605251691,0.000309066269925371,0.005320813771518,0.00178372626217558,0,3,2,5,1,1,1,0.0488819295946556,0.0421304266529376,0.0902634377417238,0.000313630380477755,0.0389336650795522,0.0377849591685298,0.0852693340907493,0.000305666020603572,0.00522929452244769,0.00176460053301086,0.0013339908678784,0.000560012664850791,0.00147471660091021,0.000678297628633744,3.10771933859803e-05,0,,0.0488819295946556
MF,MAF,Saint Martin,Saint Martin,2021-06-04,2021-01-30,1,100,5,290095.275851723,4,274079.955802822,34,90,21,2,3180819.30238376,59,267,34,137,96,7,88,5,13,82,5,7,89,4,15,81,4,12,85,3,19,77,4,9,86,5,10,84,6,9,86,5,4,91,5,11,82,7,15,81,4,12,79,9,5,5,90,47,34,19,23,28,49,2,19,77,21,47,32,48,25,27,27,41,32,36,32,32,12,54,34,16,53,31,37,38,25,21,9,2,63,10,66,24,37,19,12,5,4,3,20,29,9,23,15,24,3,2,11,15,41,26,3,2,11,9,47,26,25,20,12,9,34,12,12,7,37,30,26,32,,2,40,6,15,10,11,8,9,0,41,19,17,20,44,69,0.05,0.042716424707947,0.091201432170108,0.000316383071577606,0.04,0.0384072934108425,0.0861664652240449,0.000308376500892055,0.005320813771518,0.00178372626217558,0,4,2,5,2,2,2,0.0491805004187905,0.0422727054234668,0.0902761366323951,0.000313567466285172,0.039225505752908,0.0379421182642207,0.08528469193201,0.000305610363397862,0.00525500844703662,0.00176923590131067,0.00141736891938615,0.000555290260020427,0.00148494262237325,0.000607922764534273,6.84129203344132e-05,0,,0.0491805004187905
MF,MAF,Saint Martin,Saint Martin,2021-06-05,2021-01-31,2,100,5,290095.275851723,4,274079.955802822,34,90,20,2,3235927.36910975,60,267,34,141,94,7,88,5,13,82,5,7,89,4,15,81,4,12,85,3,19,77,4,9,86,5,10,84,6,9,86,5,4,91,5,11,80,9,15,81,4,12,79,9,5,5,90,45,34,21,22,29,49,2,18,78,21,45,34,47,24,29,25,41,34,35,31,34,12,52,36,15,52,33,36,37,27,21,8,2,64,10,64,26,36,19,13,5,4,3,20,27,9,23,15,26,3,2,11,15,39,26,3,2,11,9,45,26,24,20,11,9,36,12,12,7,35,30,27,32,,2,39,7,15,11,10,8,9,0,40,18,19,20,43,69,0.05,0.042716424707947,0.089648265477458,0.000311260682946415,0.04,0.0384072934108425,0.0846990443664454,0.000303368106908787,0.005320813771518,0.00178372626217558,1,5,2,5,4,4,4,0.0493973715059308,0.0423765883301749,0.0902729442405856,0.000313481240425901,0.039437222789336,0.0380566148965742,0.0852841024808089,0.000305530286707962,0.00527585649760529,0.0017729610871073,0.00144695400666163,0.000528695613759856,0.00149021191208928,0.000562027664276421,8.1560461335191e-05,0.166666666666667,,0.0493973715059308
MF,MAF,Saint Martin,Saint Martin,2021-06-06,2021-02-01,1,100,5,290095.275851723,4,274079.955802822,34,90,20,2,3219813.45964848,61,267,34,145,93,7,88,5,13,82,5,7,89,4,15,81,4,12,85,3,18,78,4,9,86,5,10,84,6,9,86,5,4,91,5,11,79,10,15,81,4,12,79,9,5,5,90,44,34,22,22,29,49,2,18,78,20,45,35,47,24,29,25,41,34,35,31,34,12,52,36,14,52,34,35,37,28,21,7,2,65,10,63,27,35,19,14,5,4,3,20,27,8,23,15,27,3,2,11,15,40,25,3,2,11,9,46,25,24,20,11,9,36,12,12,7,36,29,28,32,,2,38,7,15,11,11,8,9,0,39,18,19,21,42,69,0.05,0.042716424707947,0.0900969200505778,0.000312741327489583,0.04,0.0384072934108425,0.08512293001991,0.000304815739621442,0.005320813771518,0.00178372626217558,1,6,2,5,4,4,4,0.0495504588700828,0.0424500960229899,0.090259157985675,0.000313382446013569,0.0395865849538999,0.03813755053405,0.0852727867351005,0.000305436670775562,0.0052936550796622,0.00177608281653198,0.00127163841148581,0.000337639813510255,0.00126888405377575,0.000341526177783089,9.04043724281511e-05,0.142857142857143,,0.0495504588700828
MF,MAF,Saint Martin,Saint Martin,2021-06-07,2021-02-01,1,101,5,290095.275851723,4,274079.955802822,34,91,20,2,3244576.63357099,62,267,34,148,93,7,89,5,13,83,5,7,90,4,15,82,4,12,86,3,18,79,4,9,87,5,10,85,6,9,87,5,4,92,5,11,79,11,15,82,4,12,80,9,5,5,91,44,34,23,22,30,49,2,18,79,20,45,36,47,24,30,25,41,35,35,31,35,12,52,37,14,52,35,35,37,29,21,7,2,66,10,63,28,36,19,14,5,4,3,20,27,8,23,15,28,3,2,11,15,41,25,3,2,11,9,47,25,24,20,11,9,37,12,12,8,36,29,28,33,,2,38,7,16,11,11,8,9,0,39,18,20,21,42,70,0.0495049504950495,0.042304508043671,0.0894092846660377,0.000310471680175505,0.0396039603960396,0.0380348662281565,0.0844732569935228,0.000302596715700252,0.0052623432905123,0.00176417672441904,1,7,2,5,4,4,4,0.0496563496610634,0.0425008189165344,0.0902393615486242,0.000313280128608747,0.0396899611716334,0.0381934563235398,0.0852552702532234,0.000305338699388398,0.00531033772532403,0.00177893008463296,0.00119017350958645,0.000278811957789983,0.00118274164422887,0.000281815311961089,8.82076519065643e-05,0.125,,0.0496563496610634
