ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
AF,AFG,Afghanistan,Kabul,2020-12-27,2020-12-25,100,1,42564.016635737404,0,0,230,94,5315890.336307715,72,7,7,86,6,15,79,7,6,87,6,11,83,6,22,72,8,11,81,5,12,83,8,6,86,6,4,90,8,2,90,7,7,86,6,13,81,8,6,86,5,21,74,93,0,2,5,85,0,10,5,94,1,4,1,89,0,5,6,78,2,11,9,89,1,7,3,88,1,7,4,94,1,1,4,96,0,1,3,98,1,1,0,93,0,5,2,87,0,9,4,94,0,3,3,79,0,16,5,6,0,43,51,58,3,26,13,8,2,14,76,86,0,5,9,95,0,1,4,0,95,0,4,1,0,96,0,2,1,1,15,2,15,68,100,12,0,54,19,8,7,14,9,51,12,14,14,16,37,18,15,14,13,60,8,5,14,17,41,13,15,14,19,15,12,40,86,6,4,4,86,6,3,5,86,4,8,2,86,7,4,3,86,6,4,4,86,7,2,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,15,4,68,13,15,8,61,16,15,9,46,30,15,8,49,28,15,6,42,37,15,7,49,29,16,2,58,24,42,0,22,18,11,7,17,0,7,18,32,26,17,3,75,5,20,1,18,61,20,0,23,18,15,7,15,2,20,1,12,19,21,27,20,1,6,29,28,16,20,0,4,69,7,23,2,5,64,6,32,1,45,22,39,1,39,21,54,1,26,19,51,1,22,26,58,1,17,24,51,2,27,20,24,1,4,6,15,23,27,24,2,5,9,18,17,25,24,2,27,21,13,13,24,1,7,22,22,24,24,1,26,19,12,18,55,2,38,5,55,13,20,12,55,12,19,14,24,0,51,25,75,0,13,12,89,0,5,3,0,0,0,1,2,38,1,0,6,1,9,2,0,7,3,0,4,7,2,0,3,17,27,0,72,0,0,1,27,1,12,40,11,7,2,0,0,27,1,56,11,5,27,0,28,16,10,9,10,6.957446808510638,8.379471413256772,6.636363636363636,10.535114444733686,15.214285714285714,3.8065270303948053,3.638888888888889,2.3455415036248914
AF,AFG,Afghanistan,-99,2020-12-28,2020-12-25,100,15,906048.4364574793,8,387842.2408881375,75,67,4454103.2822359735,32,13,19,68,18,18,64,17,16,67,17,27,56,16,27,57,18,21,61,17,21,62,19,15,66,17,16,67,16,15,69,22,18,60,16,27,57,26,7,67,25,11,64,81,6,9,4,82,6,8,4,84,6,7,3,73,9,11,7,73,7,15,5,79,6,12,3,79,6,9,6,85,4,9,2,84,4,10,2,85,5,8,2,82,8,5,5,73,6,11,10,93,3,4,0,89,2,6,3,32,1,18,49,82,1,9,8,35,4,15,46,85,2,4,9,96,0,1,3,0,96,1,0,3,0,100,0,0,0,0,45,4,6,45,100,39,1,28,11,9,12,46,7,20,8,19,46,18,16,9,11,46,19,23,5,7,46,17,19,9,9,46,19,10,6,19,96,3,1,0,96,4,0,0,96,4,0,0,96,3,0,1,96,2,2,0,96,4,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,48,4,27,21,48,11,24,17,48,11,14,27,48,10,22,20,48,11,13,28,48,7,17,28,49,1,24,26,76,1,5,5,5,8,51,1,5,10,16,17,51,2,44,3,53,2,9,36,53,2,21,8,3,3,6,4,53,2,18,5,12,10,53,3,12,16,13,3,53,2,8,31,6,53,4,7,33,3,73,2,19,6,76,1,17,6,86,1,6,7,78,1,9,12,87,1,8,4,83,1,11,5,57,2,2,4,8,7,20,57,1,1,5,10,10,16,60,0,19,12,5,4,60,1,8,12,6,13,60,1,20,8,3,8,72,5,19,4,72,11,14,3,72,8,18,2,62,0,20,18,82,0,5,13,95,0,1,0,0,1,0,0,3,75,0,1,4,3,1,0,0,2,0,1,0,0,2,0,4,7,68,1,22,9,0,0,68,0,4,13,6,3,3,2,1,68,1,19,6,6,68,1,7,6,5,8,5,5.65,5.173566417248764,8.125,11.357030547512975,14.25925925925926,3.3922149853926573,3.2413793103448274,2.2780814674663836
AF,AFG,Afghanistan,Badakhshan,2020-12-28,2020-12-23,100,9,676853.2676507847,4,205303.83488303228,41,70,4464361.187134845,25,29,14,57,32,19,49,33,14,53,29,22,49,30,22,48,28,18,54,31,20,49,35,14,51,30,15,55,34,10,56,31,17,52,29,18,53,36,12,52,34,16,50,86,8,5,1,81,5,9,5,86,7,5,2,78,7,9,6,78,8,7,7,82,9,6,3,80,6,12,2,86,4,5,5,85,9,3,3,90,6,3,1,83,8,6,3,82,6,9,3,88,5,5,2,84,5,10,1,29,1,15,55,89,2,7,2,35,2,14,49,88,2,4,6,96,0,2,2,0,96,0,4,0,0,96,0,3,1,0,46,2,5,47,100,40,0,21,13,9,17,50,5,18,13,14,50,11,12,14,13,50,13,14,9,14,50,14,14,11,11,50,14,10,8,18,95,1,2,2,95,1,1,3,95,1,3,1,95,1,2,2,95,1,3,1,95,0,4,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,53,4,20,23,53,4,23,20,53,9,11,27,53,8,17,22,53,10,11,26,53,8,15,24,54,0,21,25,79,3,13,3,0,2,57,1,6,7,16,13,57,3,36,4,61,1,4,34,61,1,19,1,4,4,5,5,61,1,17,7,5,9,61,3,14,11,5,6,61,2,6,25,6,63,4,7,19,7,80,2,12,6,77,2,16,5,89,1,8,2,83,2,9,6,89,1,7,3,85,2,9,4,64,1,0,2,4,10,19,64,2,1,2,8,2,21,66,1,11,7,6,9,66,0,7,4,8,15,66,0,15,4,6,9,81,3,13,3,81,6,10,3,81,4,13,2,69,1,8,22,78,0,8,14,92,1,2,2,0,1,0,0,2,84,0,1,1,1,1,0,0,0,3,0,0,0,1,0,2,6,73,0,17,8,0,2,73,0,9,10,4,3,0,0,1,75,1,12,5,7,75,1,8,7,6,1,2,5.869565217391305,7.085865237640912,7.5,8.54400374531753,10.583333333333334,6.135546229654853,2.85,2.870448342020899
AF,AFG,Afghanistan,Kabul,2020-12-28,2020-12-25,100,1,42564.016635737404,0,0,231,94,5275470.132402629,71,8,7,85,7,16,77,8,6,86,6,12,82,6,23,71,8,12,80,6,12,82,9,6,85,6,5,89,9,2,89,8,7,85,6,14,80,9,5,86,6,20,74,93,0,2,5,84,0,10,6,94,1,4,1,88,0,6,6,77,2,12,9,88,2,7,3,88,1,7,4,94,1,1,4,95,1,1,3,98,1,1,0,93,0,5,2,86,1,9,4,95,0,2,3,80,0,15,5,6,0,44,50,57,3,27,13,8,2,15,75,86,1,5,8,95,0,1,4,0,95,0,4,1,0,96,0,2,1,1,17,2,15,66,100,12,0,54,18,8,8,15,9,50,11,15,15,16,38,18,13,15,13,59,8,5,15,17,41,12,15,15,19,15,13,38,86,6,4,4,86,6,3,5,86,4,8,2,86,7,4,3,86,6,4,4,86,7,2,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,16,4,67,13,16,8,60,16,16,9,46,29,16,8,47,29,16,6,41,37,16,7,47,30,17,2,57,24,43,0,23,17,11,6,18,0,6,17,33,26,18,3,75,4,21,1,19,59,21,0,22,18,16,7,14,2,21,1,12,20,20,26,21,1,6,29,28,15,21,0,4,68,7,24,2,5,63,6,33,1,44,22,40,1,39,20,54,1,26,19,53,1,21,25,59,1,17,23,53,2,26,19,25,1,4,7,15,22,26,25,2,5,10,17,17,24,25,2,27,20,13,13,25,1,6,21,22,25,25,1,24,20,12,18,56,2,37,5,56,14,18,12,56,13,17,14,25,0,50,25,75,0,13,12,89,0,5,3,0,0,0,1,2,39,1,0,6,1,9,2,0,7,3,0,4,7,2,0,3,16,28,0,71,0,0,1,28,1,12,39,11,7,2,0,0,28,1,55,11,5,28,0,26,16,10,9,11,7.67391304347826,9.05060918226217,6.636363636363636,10.535114444733686,15.34782608695652,3.7605775798426695,3.6197183098591554,2.3926446645805295
AF,AFG,Afghanistan,-99,2020-12-30,2020-12-26,100,12,587208.0792297516,6,323400.0029705392,32,65,4553525.830070638,33,19,19,62,24,18,58,22,16,62,23,24,53,21,27,52,21,22,57,24,17,59,22,15,63,23,15,62,22,16,62,24,17,59,23,26,51,33,6,61,32,12,56,81,8,7,4,82,5,8,5,84,6,7,3,76,7,11,6,73,7,12,8,78,5,13,4,83,4,7,6,85,6,7,2,85,5,9,1,84,8,6,2,83,8,6,3,74,6,9,11,94,1,4,1,88,1,8,3,33,2,17,48,83,2,9,6,37,5,14,44,86,2,5,7,95,0,2,3,0,95,1,0,4,0,100,0,0,0,0,49,5,5,41,100,40,1,28,10,10,11,48,6,24,8,14,48,17,20,6,9,48,19,21,4,8,48,20,16,8,8,48,21,10,4,17,96,4,0,0,96,3,1,0,96,4,0,0,96,3,0,1,96,2,2,0,96,4,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,49,4,31,16,49,14,24,13,49,16,8,27,49,14,17,20,49,15,12,24,49,11,17,23,51,0,22,27,78,2,5,5,5,5,54,1,3,11,17,14,54,3,41,2,55,3,11,31,55,2,21,5,3,4,7,3,55,2,16,6,11,10,56,3,15,13,10,3,56,1,7,28,8,57,4,5,27,7,69,3,22,6,76,2,17,5,92,1,3,4,83,2,7,8,88,2,6,4,83,1,12,4,59,3,1,4,8,8,17,59,1,3,5,7,8,17,59,1,15,17,3,5,59,2,8,11,8,12,59,1,17,9,5,9,74,5,18,3,74,7,16,3,74,5,19,2,61,0,22,17,83,0,3,14,97,0,0,0,0,1,0,0,2,76,0,1,4,2,1,1,0,3,0,1,0,0,1,0,5,5,67,1,25,7,0,0,67,0,8,14,3,2,4,1,1,67,1,18,3,11,67,1,10,9,3,6,4,5.1923076923076925,4.980114302055573,4.75,4.924428900898052,13.642857142857142,4.075348526011684,3.428571428571428,2.300218531141181
AF,AFG,Afghanistan,Badakhshan,2020-12-30,2020-12-24,100,10,650176.0914949919,4,166132.1797967559,37,65,4519092.978651124,22,25,16,59,32,18,50,30,16,54,28,26,46,26,22,52,27,20,53,30,21,49,32,16,52,28,16,56,33,11,56,28,21,51,24,21,55,35,16,49,33,20,47,84,9,6,1,82,4,9,5,84,9,5,2,74,8,10,8,78,9,7,6,80,9,6,5,79,8,11,2,84,7,5,4,84,10,3,3,89,6,3,2,79,8,8,5,79,9,9,3,84,6,6,4,80,5,10,5,34,1,11,54,92,1,6,1,38,1,12,49,90,2,4,4,96,0,2,2,0,96,0,3,1,0,97,1,2,0,0,48,1,6,45,100,43,1,22,11,7,16,55,3,14,14,14,55,10,8,14,13,55,11,11,8,15,55,12,11,10,12,55,12,9,9,15,94,1,3,2,94,1,1,4,94,1,4,1,94,1,2,3,94,1,4,1,94,0,5,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,58,3,21,18,58,2,23,17,58,7,10,25,58,6,18,18,58,8,12,22,58,6,12,24,59,0,20,21,80,2,11,2,0,5,62,1,3,9,14,11,62,2,34,2,64,0,6,30,64,0,17,1,6,3,6,3,64,0,13,10,3,10,65,3,13,10,5,4,65,1,5,21,8,67,2,6,17,8,79,1,12,8,77,1,15,7,90,0,7,3,82,1,11,6,88,0,7,5,88,1,7,4,68,0,0,3,4,10,15,68,1,1,2,9,4,15,70,1,6,9,6,8,70,0,5,4,8,13,70,0,13,4,7,6,83,4,10,3,83,5,8,4,83,4,10,3,72,0,8,20,80,0,7,13,93,1,2,2,0,1,0,0,1,85,0,1,1,1,1,0,0,0,2,0,0,0,1,0,1,7,75,0,16,9,0,0,75,0,7,10,5,3,0,0,0,77,1,11,5,6,77,2,7,6,6,1,1,5.68,7.0398863627192165,7.5,8.54400374531753,11.166666666666666,6.076803125977018,2.55,2.438183102661747
AF,AFG,Afghanistan,Kabul,2020-12-30,2020-12-26,100,0,0,0,0,223,92,4824932.463461292,66,8,6,86,8,8,84,8,6,86,7,10,83,7,16,77,8,10,82,8,8,84,9,6,85,7,5,88,9,2,89,7,6,87,7,11,82,9,4,87,6,18,76,94,0,1,5,92,0,3,5,94,1,3,2,90,0,5,5,84,1,5,10,90,2,5,3,92,1,3,4,94,0,2,4,95,1,2,2,98,1,1,0,94,0,4,2,89,1,6,4,96,0,1,3,82,0,12,6,8,0,37,55,64,2,22,12,10,2,20,68,81,1,6,12,94,0,1,5,0,94,0,6,0,0,94,0,3,2,1,20,3,12,65,100,14,0,46,19,11,10,18,6,47,12,17,18,12,37,19,14,18,10,61,5,6,18,12,41,12,17,18,14,15,15,38,89,4,4,3,89,6,1,4,89,2,7,2,89,6,2,3,89,6,1,4,89,6,1,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,19,2,65,14,19,6,61,14,19,8,47,26,19,6,50,25,19,6,43,32,19,6,51,24,21,1,56,22,44,0,18,19,11,8,22,0,7,18,30,23,22,3,71,4,23,1,24,52,23,0,21,17,15,6,16,2,23,1,12,16,21,27,24,1,6,29,24,16,25,0,3,65,7,28,2,6,59,5,36,1,38,25,40,2,35,23,54,2,22,22,51,2,20,27,58,2,17,23,50,3,28,19,29,1,3,6,15,18,28,29,2,3,5,20,16,25,30,2,24,17,13,14,30,2,5,17,21,25,30,1,19,19,14,17,62,3,30,5,62,10,17,11,62,8,17,13,30,0,49,21,79,0,11,10,91,0,2,2,0,1,0,1,3,42,1,0,4,3,5,1,1,9,3,0,3,6,2,0,4,16,33,0,65,1,0,1,33,1,12,32,15,7,0,0,0,33,1,53,9,4,33,1,25,13,11,10,7,9.45945945945946,12.768438942683364,7.413793103448276,11.156411485839849,15.412698412698415,3.8547621182406635,4.1692307692307695,2.6958836142419913
AF,AFG,Afghanistan,-99,2020-12-31,2020-12-27,100,9,554080.8551712749,5,379633.8661459414,52,64,4987177.056746115,36,23,18,59,26,21,53,31,13,56,28,19,53,26,23,51,23,25,52,30,20,50,26,15,59,29,14,57,25,20,55,27,17,56,29,20,51,37,8,55,32,17,51,82,10,6,2,79,6,12,3,87,5,3,5,81,6,9,4,77,9,6,8,75,9,12,4,80,8,7,5,85,7,8,0,86,4,9,1,80,11,6,3,83,9,7,1,80,4,8,8,92,2,4,2,83,5,8,4,34,2,16,48,85,3,4,8,37,6,9,48,91,2,4,3,96,0,1,3,0,96,0,0,4,0,100,0,0,0,0,49,2,5,44,100,41,2,27,12,7,11,43,8,22,13,14,43,16,24,6,11,43,21,16,11,9,43,22,17,9,9,43,23,12,7,15,96,4,0,0,96,3,1,0,96,4,0,0,96,3,0,1,96,4,0,0,96,4,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,43,4,28,25,43,10,31,16,43,13,14,30,43,13,19,25,43,14,12,31,43,12,18,27,44,1,23,32,77,1,6,7,5,4,47,2,0,11,16,24,47,4,46,3,48,4,13,35,48,2,26,7,4,3,5,5,48,3,19,12,7,11,49,4,17,14,8,8,50,3,8,31,8,52,3,8,26,11,72,1,20,7,69,1,22,8,86,0,6,8,81,1,7,11,88,1,5,6,82,0,13,5,54,2,1,6,8,8,21,54,0,2,6,7,10,21,56,1,16,15,4,8,56,1,4,12,11,16,56,1,11,11,6,15,78,3,17,2,78,5,12,5,78,7,12,3,57,0,23,20,80,0,3,17,97,0,1,1,0,1,0,0,0,76,0,1,3,2,2,1,1,2,1,0,1,1,0,1,3,5,64,0,25,11,0,0,64,0,8,13,8,2,3,2,0,64,2,20,4,10,64,0,13,11,5,2,5,6.2,5.066228051190222,8.2,7.661592523751182,12.448275862068966,4.128180219077441,3.3703703703703702,2.404293405686332
AF,AFG,Afghanistan,Badakhshan,2020-12-31,2020-12-25,100,10,779633.689863285,4,369311.8122110042,47,68,4798258.556654438,23,23,13,64,25,19,56,24,18,58,25,28,47,20,25,55,20,25,55,25,21,54,29,14,57,23,17,60,25,17,58,22,24,54,19,25,56,30,16,54,28,23,49,87,7,5,1,81,5,9,5,82,8,7,3,72,9,9,10,75,10,6,9,75,10,8,7,79,9,10,2,86,7,4,3,83,8,3,6,83,6,5,6,76,11,8,5,75,11,10,4,84,6,6,4,77,6,11,6,30,2,14,54,90,1,9,0,35,5,13,47,88,2,5,5,95,0,2,3,0,95,0,3,2,0,97,1,2,0,0,49,1,8,42,100,40,4,22,13,5,16,51,7,13,14,15,51,12,11,12,14,51,15,10,9,15,51,14,10,12,13,51,15,10,9,15,92,1,4,3,92,1,3,4,92,1,5,2,92,1,3,4,92,1,5,2,92,0,6,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,57,3,21,19,57,3,25,15,57,7,10,26,57,6,20,17,57,8,13,22,57,7,13,23,58,1,22,19,78,1,12,4,0,5,59,0,4,12,11,14,59,1,37,3,61,1,7,31,61,1,17,3,5,3,8,2,61,1,14,8,5,11,62,4,14,9,6,5,62,1,4,24,9,64,3,4,21,8,79,0,14,7,75,1,18,6,90,0,7,3,80,0,12,8,87,0,7,6,87,1,8,4,65,1,0,3,4,11,16,65,1,1,1,7,8,17,67,1,6,10,8,8,67,0,6,4,6,17,67,0,13,3,9,8,84,5,9,2,84,6,7,3,84,5,7,4,70,0,9,21,79,0,6,15,94,0,1,2,0,1,0,0,2,85,0,2,0,0,1,0,0,0,2,0,0,1,2,0,0,7,75,1,17,6,0,1,75,0,8,9,3,4,0,1,0,76,1,10,5,8,76,2,9,5,4,3,1,6.448275862068965,8.011537247247833,9.25,7.7190241179396075,12.090909090909092,5.432784876575872,2.3684210526315788,1.9779486094826593
AF,AFG,Afghanistan,Kabul,2020-12-31,2020-12-26,100,1,46631.698631574596,1,46631.698631574596,253,93,4990392.448383222,64,9,5,86,9,14,77,8,9,83,7,13,80,9,14,77,9,9,82,10,10,80,9,6,85,8,2,90,8,5,87,6,9,85,8,11,81,10,4,86,7,22,71,95,1,1,3,86,1,6,7,91,1,4,4,87,1,6,6,86,1,6,7,91,2,4,3,90,1,5,4,94,1,2,3,98,1,1,0,95,2,1,2,91,2,4,3,89,1,8,2,96,0,2,2,78,0,11,11,7,0,38,55,63,0,26,11,9,2,19,70,82,1,5,12,95,0,1,4,0,95,0,5,0,0,95,0,3,2,0,18,2,10,70,100,12,0,49,17,12,10,17,4,47,11,21,17,10,39,15,19,17,9,58,8,8,17,11,37,16,19,17,13,16,13,41,90,2,4,4,90,4,2,4,90,2,5,3,90,4,3,3,90,4,1,5,90,4,1,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,17,2,61,20,17,4,65,14,17,5,51,27,17,3,54,26,17,4,50,29,17,3,50,30,21,0,58,21,42,0,25,15,8,10,23,0,13,15,30,19,23,2,68,7,24,0,23,53,24,0,19,19,15,5,17,1,24,0,16,13,24,23,26,0,9,25,23,17,28,1,3,60,8,31,2,3,62,2,41,1,34,24,37,2,35,26,51,2,21,26,48,3,20,29,51,2,22,25,51,3,29,17,31,0,1,4,14,20,30,31,0,1,4,16,19,29,32,0,19,20,12,17,32,1,7,12,19,29,32,0,16,16,11,25,70,4,20,6,70,6,15,9,70,5,16,9,34,0,45,21,79,0,10,11,91,0,2,1,1,1,0,1,3,46,1,0,6,5,5,0,2,9,2,0,1,6,1,1,3,12,36,0,63,1,0,0,36,0,18,27,14,5,0,0,0,36,2,51,8,3,36,1,19,17,11,9,7,9.552631578947368,12.72940279786633,8.166666666666666,11.200626008777624,15.5,3.94532302486017,4.2063492063492065,2.4373354710972217
