ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
GR,GRC,Greece,Notio Aigaio,2020-12-26,2020-12-22,100,0,0,0,0,3,99,767649.1178163491,92,2,0,98,2,6,92,2,2,96,2,10,88,2,11,87,2,8,90,2,2,96,2,1,97,2,2,96,2,0,98,2,5,93,1,12,87,2,0,98,2,7,91,100,0,0,0,94,0,0,6,98,0,0,2,90,0,2,8,89,0,4,7,92,0,1,7,98,0,0,2,99,0,0,1,98,0,2,0,100,0,0,0,95,0,2,3,88,0,1,11,100,0,0,0,93,0,5,2,1,0,3,96,98,0,2,2,2,36,60,64,1,15,20,85,0,0,14,1,85,0,3,12,0,97,0,1,2,0,20,1,12,67,100,0,0,0,0,0,3,0,33,36,14,14,4,9,28,33,26,4,6,41,32,17,4,5,46,28,17,4,8,25,35,28,4,13,10,26,47,0,89,2,2,7,89,2,1,8,89,1,6,4,89,3,0,8,89,3,3,5,89,3,0,8,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,5,1,14,80,5,0,75,20,5,1,5,89,5,2,45,48,5,2,6,87,5,1,3,91,5,0,45,50,55,0,32,11,1,1,6,1,0,9,35,49,6,1,93,0,6,1,4,89,6,0,79,7,0,3,0,5,6,0,35,28,19,12,6,0,35,37,17,5,6,0,31,62,1,7,2,29,61,1,86,0,12,2,25,1,71,3,95,0,3,2,55,0,23,22,94,1,2,3,97,0,2,1,7,0,0,4,8,25,56,7,0,0,8,9,27,49,7,0,50,20,17,6,7,0,3,8,22,60,7,0,24,34,17,18,42,8,45,5,42,27,12,19,42,20,23,15,7,0,34,59,41,0,28,31,72,0,9,0,0,11,0,2,6,38,0,3,4,2,0,0,3,3,1,1,1,6,2,22,1,13,7,1,52,39,1,0,7,0,5,14,20,28,15,11,0,7,1,25,25,42,7,1,25,38,23,5,1,7.466666666666668,9.583510742985554,1,0,14.447058823529414,4.078123641697832,2.577777777777778,1.4219608061870357
GR,GRC,Greece,Peloponnisos,2020-12-26,2020-12-24,100,1,8563.15207395775,0,0,17,98,1461639.3351129706,84,0,2,98,0,9,91,0,2,98,1,9,90,0,14,86,0,7,93,0,1,99,0,1,99,0,2,98,1,1,98,0,5,95,1,13,86,1,0,99,1,8,91,98,0,2,0,91,0,2,7,98,0,1,1,91,0,2,7,86,0,3,11,93,0,1,6,99,0,1,0,99,0,0,1,98,0,0,2,99,0,1,0,95,0,2,3,87,0,1,12,100,0,0,0,92,0,2,6,2,0,9,89,91,3,6,2,2,33,63,67,0,17,16,83,0,2,15,0,83,0,2,15,0,98,0,0,2,0,21,1,5,73,100,0,0,0,0,0,3,1,35,22,24,15,5,9,27,30,29,5,7,42,28,18,5,4,46,26,19,5,8,26,30,31,5,10,11,21,53,0,95,1,2,2,95,3,0,2,95,2,2,1,95,3,1,1,95,4,0,1,95,3,1,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,5,2,19,74,5,0,74,21,5,2,4,89,5,1,47,47,5,1,11,83,5,2,4,89,6,0,49,45,51,0,33,11,2,3,6,1,1,6,32,54,6,0,94,0,8,0,10,82,8,0,70,15,1,5,0,1,8,0,30,25,24,13,8,1,33,39,12,7,9,0,37,53,1,10,0,20,67,3,81,0,15,4,27,1,68,4,96,0,3,1,54,1,29,16,89,0,8,3,96,0,1,3,11,1,1,7,19,17,44,11,0,3,13,13,20,40,11,1,31,43,9,5,11,0,8,5,24,52,11,0,23,27,22,17,52,0,43,5,52,20,6,22,52,19,15,14,13,0,39,48,52,0,20,28,82,0,5,0,1,3,1,2,6,43,3,7,4,0,6,0,2,2,3,0,5,4,7,4,2,8,16,2,42,39,0,1,16,0,10,9,14,24,16,10,1,16,1,44,16,23,16,0,9,33,31,10,1,7.225806451612902,8.913322154390976,2.142857142857143,1.0690449676496976,14.085365853658537,4.719806491932563,2.628205128205128,1.4603768803636383
GR,GRC,Greece,Sterea Ellada,2020-12-26,2020-12-22,100,0,0,0,0,10,99,1499797.8833112996,83,1,1,98,1,5,94,1,4,95,2,11,87,1,12,87,2,10,88,1,4,95,1,2,97,1,1,98,1,0,99,1,5,94,1,11,88,1,2,97,1,9,90,99,0,0,1,95,0,0,5,96,0,1,3,89,1,2,8,88,0,3,9,90,1,2,7,96,0,0,4,98,0,2,0,99,0,0,1,100,0,0,0,95,1,2,2,89,1,3,7,98,0,0,2,91,0,2,7,1,0,5,94,95,2,3,1,2,31,66,69,0,16,15,84,0,0,16,0,84,0,5,11,0,95,0,4,1,0,20,0,3,77,100,0,0,0,0,0,3,0,27,33,22,15,4,8,21,36,31,4,8,37,33,18,4,4,44,28,20,4,9,21,32,34,4,13,7,20,56,0,97,0,0,3,97,0,0,3,97,0,0,3,97,0,0,3,97,0,1,2,97,0,0,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,5,1,20,74,5,0,77,18,5,2,6,87,5,0,47,48,5,1,3,91,5,1,4,90,6,1,45,48,55,0,31,9,2,3,6,0,3,3,35,53,6,0,93,1,7,0,4,89,7,0,76,11,2,1,0,3,7,0,33,20,30,10,8,0,36,33,16,7,9,0,35,54,2,10,0,26,61,3,80,0,20,0,23,0,76,1,94,0,6,0,53,0,27,20,97,0,1,2,96,0,4,0,10,0,3,6,13,22,46,10,1,3,10,12,26,38,10,2,41,32,9,6,10,1,6,9,19,55,10,0,26,24,16,24,50,1,45,4,50,24,3,23,50,20,14,16,10,0,44,46,54,0,18,28,83,0,7,0,2,1,0,2,5,39,1,7,5,6,5,1,1,5,8,0,2,2,4,3,0,11,12,1,47,40,0,0,12,0,8,13,17,26,17,4,3,15,1,36,24,24,15,0,6,36,33,7,3,7.2058823529411775,8.44152582705106,2,1.224744871391589,13.741176470588234,4.756331472430223,2.5180722891566263,1.3647249859929569
GR,GRC,Greece,Thessalia,2020-12-26,2020-12-24,100,0,0,0,0,22,98,1034673.2021467437,86,2,3,95,2,5,93,2,2,96,0,8,92,2,8,90,1,7,92,2,3,95,2,1,97,2,2,96,2,0,98,2,2,96,2,14,84,2,2,96,2,4,94,97,0,1,2,95,0,1,4,98,0,1,1,92,0,1,7,92,0,1,7,93,0,1,6,97,0,0,3,99,0,1,0,98,0,1,1,100,0,0,0,98,0,1,1,86,0,3,11,98,0,0,2,96,0,0,4,2,0,14,84,86,1,13,2,1,35,62,65,0,18,17,82,0,1,17,0,82,0,5,13,0,95,0,1,4,0,22,1,5,72,100,0,0,0,0,0,5,1,36,29,20,9,6,8,28,34,24,6,9,45,24,16,6,5,56,22,11,6,9,32,27,26,6,10,19,20,45,0,95,1,1,3,95,0,2,3,95,1,1,3,95,1,0,4,95,1,0,4,95,1,0,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,6,1,19,74,6,0,74,20,6,1,8,85,6,0,47,47,6,1,7,86,6,1,3,90,6,0,51,43,49,0,38,12,0,1,6,0,1,7,37,49,6,0,94,0,6,0,9,85,6,0,84,5,1,1,0,3,6,0,31,25,22,16,6,1,34,45,11,3,8,0,46,45,1,8,0,32,58,2,81,1,15,3,26,1,71,2,92,1,6,1,53,1,36,10,93,0,5,2,97,0,3,0,8,1,1,3,8,23,56,8,0,2,3,11,27,49,9,2,43,37,4,5,9,1,2,8,18,62,9,0,15,31,15,30,54,4,37,5,54,20,7,19,54,19,10,17,9,0,46,45,55,0,18,27,82,0,4,0,1,2,0,0,11,37,0,5,1,3,6,1,4,10,3,0,1,11,2,3,2,11,11,0,49,39,1,0,11,0,5,13,23,25,12,9,2,12,1,64,11,12,12,2,12,32,35,6,1,4.62962962962963,6.973290516447786,2.3333333333333335,1.505545305418162,15.170731707317072,4.5128209076379635,2.8214285714285716,1.5535479354070711
GR,GRC,Greece,-99,2020-12-27,2020-12-22,100,0,0,0,0,9,93,1459728.2776151388,75,2,0,98,2,1,97,2,1,97,2,3,95,3,5,92,3,5,92,1,3,96,2,1,97,3,1,96,3,2,95,3,2,95,2,10,88,3,0,97,3,9,88,100,0,0,0,99,0,0,1,99,0,0,1,97,0,1,2,95,0,2,3,95,0,1,4,97,0,0,3,99,0,0,1,99,0,0,1,98,0,2,0,98,0,0,2,90,0,1,9,100,0,0,0,91,0,2,7,6,1,5,88,97,1,2,8,3,43,46,58,3,13,26,87,0,2,11,0,87,0,5,8,0,95,0,5,0,0,28,2,3,67,100,0,0,0,0,0,9,2,32,28,19,10,11,8,22,32,27,11,15,34,27,13,11,15,31,29,14,11,17,19,27,26,11,19,14,18,38,0,97,1,1,1,97,1,1,1,97,0,2,1,97,1,1,1,97,1,1,1,97,1,0,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,11,2,24,63,11,1,58,30,11,2,4,83,11,0,42,47,11,1,5,83,11,1,9,79,12,0,37,51,63,0,23,10,1,3,13,0,0,8,23,56,13,1,85,1,13,1,11,75,13,0,72,5,3,0,1,6,13,0,36,23,16,12,13,1,31,41,10,4,13,0,30,55,2,13,2,27,57,1,76,0,21,3,42,1,56,1,96,0,3,1,58,1,29,12,95,0,5,0,91,0,9,0,14,2,2,4,27,18,33,14,1,2,8,19,26,30,14,2,41,24,16,3,14,1,6,15,18,46,14,0,34,25,17,10,41,6,48,5,41,33,6,20,41,30,16,13,16,0,28,56,44,0,26,30,75,1,8,1,2,2,1,0,10,47,0,3,6,1,5,1,1,4,1,0,4,1,2,5,3,16,22,2,32,44,0,0,22,0,3,9,15,18,24,6,3,23,4,48,14,11,23,2,21,32,16,4,2,6.611111111111111,9.280839774939796,3,0,14.057971014492754,5.329948840862012,2.343283582089552,1.5329930993338345
GR,GRC,Greece,Anatoliki Makedonia Thraki,2020-12-27,2020-12-25,100,0,0,0,0,28,96,954107.3117907698,78,1,1,98,1,8,91,1,3,96,1,14,85,1,3,96,1,3,96,1,2,97,1,1,98,1,0,99,1,1,98,1,5,94,0,18,82,1,2,97,1,6,93,99,0,0,1,92,0,2,6,97,0,1,2,86,0,3,11,97,0,2,1,97,0,2,1,98,0,0,2,99,0,1,0,100,0,0,0,99,0,0,1,95,0,3,2,82,0,7,11,98,0,1,1,94,0,3,3,3,1,13,83,87,1,12,3,1,52,44,48,0,20,32,80,0,2,18,0,80,0,6,14,0,94,0,3,3,0,24,0,14,62,100,0,0,0,0,0,7,0,36,35,15,7,8,4,34,36,18,8,9,47,23,13,8,5,47,23,17,8,9,29,22,32,8,13,12,22,45,0,87,3,3,7,87,4,2,7,87,5,5,3,87,3,6,4,87,4,3,6,87,4,0,9,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,10,0,14,76,10,0,52,38,10,0,4,86,10,1,39,50,10,0,3,87,10,0,1,89,11,1,33,55,67,0,27,6,0,0,12,1,0,2,35,50,12,0,88,0,13,0,9,78,13,0,76,4,0,0,0,7,13,0,32,25,20,10,13,1,39,39,6,2,13,0,34,53,0,14,3,29,53,1,86,0,13,1,49,0,51,0,96,0,4,0,61,0,28,11,97,0,2,1,99,0,1,0,15,0,1,6,16,17,45,15,0,2,9,9,30,35,16,1,46,28,6,3,16,0,3,5,18,58,16,0,18,23,17,26,59,4,33,4,59,20,9,12,59,16,14,11,16,0,28,56,44,0,24,32,76,0,6,0,1,1,0,4,12,48,0,4,6,3,4,1,1,3,7,2,0,8,2,5,0,6,21,0,45,34,0,0,21,0,8,9,13,25,21,2,1,22,1,51,13,13,22,0,12,33,29,3,1,6.846153846153847,9.90229188700195,2.290909090909091,1.6525462447112005,13.79746835443038,5.089908937867218,2.533333333333333,1.3884984436173948
GR,GRC,Greece,Attiki,2020-12-27,2020-12-27,233,0,0,0,0,26,232,2466438.060871851,201,5,0,228,5,16,212,5,3,225,5,21,207,4,17,212,5,25,203,5,9,219,5,4,224,5,2,226,5,2,226,5,5,223,3,30,200,5,0,228,5,25,203,233,0,0,0,217,0,3,13,230,0,1,2,212,1,8,12,216,1,2,14,208,0,2,23,224,0,2,7,229,0,2,2,231,0,0,2,231,0,1,1,228,0,1,4,203,1,7,22,233,0,0,0,208,0,11,14,1,0,13,219,220,2,11,2,2,79,150,154,0,29,50,204,0,0,29,0,204,0,11,18,0,222,0,4,7,0,33,1,16,183,233,0,0,0,0,0,4,0,84,79,40,26,5,8,70,104,46,5,15,106,76,31,5,13,99,76,40,5,19,59,81,69,5,19,27,62,120,0,218,7,2,6,218,5,6,4,218,3,10,2,218,8,1,6,218,7,4,4,218,8,0,7,233,0,0,0,233,0,0,0,233,0,0,0,233,0,0,0,233,0,0,0,233,0,0,0,233,0,0,0,233,0,0,0,233,0,0,0,233,0,0,0,233,0,0,0,233,0,0,0,7,5,42,179,7,2,149,75,7,5,17,204,7,3,124,99,7,3,6,217,7,3,30,193,10,0,103,120,130,0,77,21,4,1,10,1,0,18,99,105,10,0,223,0,12,0,20,201,12,0,185,21,3,4,0,8,12,0,62,69,60,30,13,2,85,98,30,5,15,0,80,135,3,16,1,64,147,5,191,2,39,1,84,1,147,1,216,0,16,1,109,1,65,58,227,0,5,1,203,0,28,2,18,1,5,4,39,50,116,18,0,4,15,46,64,86,20,1,95,76,32,9,20,1,9,16,48,139,20,2,52,60,50,49,122,4,91,16,122,38,18,55,122,29,44,38,22,1,86,124,109,0,48,76,186,1,20,0,4,3,0,2,17,102,2,2,13,7,12,2,8,14,8,0,4,15,8,6,9,21,29,4,108,91,0,1,29,0,26,27,39,51,38,19,4,30,5,172,19,7,30,5,46,86,55,9,2,7.085365853658536,9.296489739113195,2.1818181818181817,1.3280197150781925,14.914062500000002,4.558997795195437,2.5396825396825395,1.338768052607649
GR,GRC,Greece,Dytiki Ellada,2020-12-27,2020-12-23,100,0,0,0,0,8,97,1327372.0010133553,81,0,1,99,0,3,97,0,0,100,0,8,92,0,9,91,0,7,93,0,3,97,0,1,99,0,3,97,1,1,98,1,2,97,0,11,89,0,1,99,1,8,91,99,0,0,1,97,0,1,2,100,0,0,0,92,1,2,5,91,0,2,7,93,0,1,6,97,0,1,2,99,0,1,0,97,0,0,3,99,0,0,1,98,0,0,2,89,1,4,6,99,0,0,1,92,0,2,6,3,0,7,90,94,1,5,4,0,27,69,73,0,6,21,94,0,0,6,0,94,0,0,6,0,100,0,0,0,0,10,2,8,80,100,0,0,0,0,0,6,0,33,27,21,13,7,6,30,35,22,7,8,41,26,18,7,8,39,30,16,7,8,29,29,27,7,10,14,26,43,0,93,3,1,3,93,2,2,3,93,1,6,0,93,3,1,3,93,3,1,3,93,2,3,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,7,2,19,72,7,2,69,22,7,2,11,80,7,2,56,35,7,2,3,88,7,2,2,89,9,1,48,42,52,0,38,7,2,1,9,1,1,6,32,51,9,0,91,0,9,2,5,84,9,0,78,9,1,0,0,3,9,0,29,25,21,16,9,1,30,39,15,6,11,0,39,49,1,13,0,33,53,1,81,1,16,2,31,1,68,0,89,1,10,0,44,2,39,15,97,1,2,0,98,0,2,0,13,1,4,4,16,12,50,13,1,5,6,16,17,42,14,0,37,33,10,6,14,0,5,5,16,60,14,0,31,17,21,17,52,0,46,2,52,15,7,26,52,14,16,18,15,0,33,52,48,0,21,31,80,2,1,0,3,7,1,0,6,48,0,3,5,0,7,0,2,4,1,0,1,5,9,3,0,12,17,2,45,36,0,0,17,0,8,5,15,22,22,11,0,17,4,48,8,23,17,3,8,27,31,12,2,7.866666666666666,9.088580684054838,1.3333333333333333,0.5773502691896257,14.58227848101266,4.962959195151228,2.962025316455696,1.3722808822772694
GR,GRC,Greece,Dytiki Makedonia,2020-12-27,2020-12-23,100,0,0,0,0,38,98,1063546.0941343873,81,0,0,100,0,1,99,1,1,98,0,7,93,0,7,93,0,1,99,0,3,97,0,2,98,0,1,99,0,0,100,0,2,98,0,6,94,0,0,100,0,9,91,100,0,0,0,99,0,0,1,99,0,0,1,93,0,2,5,93,1,2,4,99,0,1,0,97,0,1,2,98,0,0,2,99,0,1,0,100,0,0,0,98,0,2,0,94,0,3,3,100,0,0,0,91,1,4,4,2,0,16,82,84,1,15,2,3,47,48,54,2,18,26,82,0,1,16,1,82,0,8,10,0,92,0,3,5,0,26,0,8,66,100,0,0,0,0,0,5,1,38,31,20,5,6,4,29,45,16,6,4,44,33,13,6,3,50,26,15,6,6,37,24,27,6,7,19,24,44,0,93,5,1,1,93,7,0,0,93,5,2,0,93,7,0,0,93,5,2,0,93,6,1,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,6,2,18,74,6,0,65,29,6,2,3,89,6,1,47,46,6,2,2,90,6,2,4,88,6,0,34,60,66,0,25,7,2,0,8,0,2,6,27,57,8,0,91,1,9,0,8,83,9,0,82,4,0,0,0,5,9,0,43,17,21,10,9,0,44,37,6,4,9,0,35,55,1,10,0,26,62,2,82,0,17,1,35,1,62,2,97,0,3,0,53,1,38,8,98,0,2,0,96,0,4,0,10,1,5,3,17,20,44,10,1,3,7,15,22,42,13,1,48,27,5,6,13,0,3,7,28,49,13,0,28,26,16,17,47,2,47,4,47,21,8,24,47,19,18,16,16,1,25,58,42,0,28,30,73,1,10,0,2,7,0,0,7,48,0,4,6,2,6,4,0,2,0,0,1,10,5,7,1,4,17,1,45,37,0,0,17,0,6,10,23,22,15,7,0,18,3,44,23,12,18,3,11,29,30,9,0,7.1,7.426127417507232,2.6923076923076925,1.7504578155735615,14.353333333333335,4.670040607883328,2.933333333333333,1.436336681653387
GR,GRC,Greece,Ionia Nisia,2020-12-27,2020-12-21,100,0,0,0,0,4,99,793851.0607326515,86,0,0,100,0,8,92,0,3,97,0,6,94,0,9,91,0,9,91,0,2,98,0,1,99,0,1,99,0,0,100,0,1,99,0,12,88,0,2,98,0,5,95,100,0,0,0,92,0,0,8,97,0,0,3,94,0,2,4,91,0,4,5,91,0,1,8,98,0,1,1,99,0,0,1,99,0,1,0,100,0,0,0,99,0,0,1,88,0,3,9,98,0,0,2,95,0,1,4,1,0,4,95,96,0,4,1,0,17,82,83,0,7,10,93,0,0,7,0,93,0,1,6,0,99,0,0,1,0,8,1,8,83,100,0,0,0,0,0,3,0,33,26,29,9,16,5,15,45,19,16,8,29,40,7,16,5,33,33,13,16,7,21,28,28,16,9,7,25,43,0,92,5,3,0,92,7,1,0,92,5,3,0,92,6,1,1,92,7,0,1,92,7,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,9,0,20,71,9,0,65,26,9,0,8,83,9,0,43,48,9,0,3,88,9,0,3,88,9,0,50,41,50,0,33,11,2,4,9,0,1,11,36,43,9,0,91,0,9,3,9,79,9,1,80,5,1,0,0,4,9,0,35,23,17,16,9,0,32,42,11,6,9,0,27,64,0,10,0,22,68,0,80,0,20,0,35,0,65,0,92,0,8,0,57,1,29,13,97,0,3,0,97,0,3,0,10,0,3,5,12,18,52,10,1,4,7,10,25,43,10,0,33,34,11,12,10,0,3,8,22,57,10,0,26,25,17,22,49,6,44,1,49,24,5,22,49,18,13,20,10,0,44,46,54,0,21,25,79,0,9,0,1,5,0,0,6,35,0,3,2,5,8,2,2,5,0,0,6,7,1,13,3,8,11,2,44,43,0,0,11,0,5,8,20,28,16,11,1,13,1,25,14,47,13,1,19,30,26,8,3,5.34375,7.101155630622567,1,0,14.46987951807229,4.174070217477065,2.3095238095238093,1.3707459096506058
