ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
GR,GRC,Greece,Thessalia,2021-01-03,2020-12-31,100,0,0,0,0,13,98,1213073.3047833275,81,1,0,99,0,3,97,1,0,99,0,3,97,0,8,92,0,9,91,1,1,98,0,0,100,0,2,98,0,0,100,0,1,99,0,11,89,0,0,100,0,3,97,100,0,0,0,97,0,1,2,100,0,0,0,97,0,1,2,92,0,4,4,91,0,1,8,99,0,0,1,100,0,0,0,98,0,2,0,100,0,0,0,99,0,0,1,89,0,2,9,100,0,0,0,97,0,2,1,2,0,5,93,95,2,3,3,1,48,48,52,0,21,27,79,0,0,21,0,79,0,6,15,0,94,0,3,3,0,25,0,3,72,100,0,0,0,0,0,5,1,38,32,16,8,7,4,31,33,25,7,6,51,26,10,7,2,52,25,14,7,7,22,37,27,7,7,8,24,54,0,97,1,0,2,97,0,2,1,97,1,1,1,97,1,0,2,97,1,1,1,97,1,2,0,74,1,0,25,74,1,0,25,74,1,2,23,74,1,2,23,74,1,4,21,74,2,3,21,74,2,1,23,94,0,0,6,94,0,1,5,94,0,0,6,94,0,0,6,94,0,2,4,8,1,24,67,8,1,71,20,8,1,5,86,8,0,42,50,8,1,4,87,8,1,5,86,8,0,36,56,64,0,25,6,5,0,8,0,0,7,23,62,8,0,91,1,9,0,8,83,9,0,75,10,0,0,0,6,9,0,41,20,18,12,9,0,37,41,11,2,11,0,39,50,0,14,1,31,53,1,76,0,22,2,29,0,71,0,95,0,3,2,58,0,34,8,96,0,3,1,95,0,5,0,15,0,0,4,14,18,49,15,1,1,4,14,24,41,17,0,43,30,6,4,17,0,3,6,25,49,17,0,18,28,20,17,54,4,39,3,54,17,9,20,54,15,20,11,17,0,41,42,58,0,21,21,80,0,6,0,1,3,3,0,7,39,0,4,5,1,7,0,2,4,8,1,2,4,8,4,2,9,18,3,49,30,0,0,18,1,7,9,13,36,11,4,1,18,0,58,10,14,18,0,6,38,31,5,2,8.043478260869565,9.823340761442363,2.6,1.51657508881031,15.5974025974026,4.049885444317954,2.91025641025641,1.5134539274595677
GR,GRC,Greece,Voreio Aigaio,2021-01-03,2020-12-25,100,0,0,0,0,33,97,904678.1534501003,82,2,2,96,2,7,91,1,1,98,2,7,91,1,4,95,1,13,86,1,3,96,3,0,97,3,2,95,1,0,99,2,3,95,2,14,84,2,1,97,1,8,91,98,0,1,1,93,0,1,6,99,0,0,1,93,0,3,4,96,0,0,4,87,2,1,10,97,0,2,1,100,0,0,0,98,0,0,2,100,0,0,0,97,0,1,2,86,0,4,10,99,0,0,1,92,0,5,3,3,0,13,84,87,2,11,3,0,35,62,65,0,20,15,80,0,0,20,0,80,0,5,15,0,96,0,0,4,0,23,0,11,66,100,0,0,0,0,0,6,0,40,25,21,8,7,4,29,35,25,7,7,48,23,15,7,5,56,22,10,7,8,32,30,23,7,8,12,18,55,0,89,3,4,4,89,3,3,5,89,3,3,5,89,4,3,4,89,4,3,4,89,4,1,6,91,1,0,8,91,1,0,8,91,1,1,7,91,1,0,8,91,1,2,6,91,1,3,5,91,1,2,6,97,0,0,3,97,0,0,3,97,0,0,3,97,0,1,2,97,0,0,3,9,3,15,73,9,1,60,30,9,2,7,82,9,2,54,35,9,2,4,85,9,2,4,85,10,0,51,39,49,0,40,9,1,1,10,0,1,5,34,50,10,1,89,0,10,1,10,79,10,0,74,9,2,2,0,3,10,0,31,23,27,9,10,2,32,39,12,5,10,0,42,47,1,10,0,34,55,1,85,0,15,0,40,1,56,3,93,0,7,0,46,0,34,20,96,0,4,0,96,0,2,2,11,2,1,3,12,23,48,11,1,1,4,17,27,39,12,0,47,31,6,4,12,0,1,7,22,58,12,0,19,21,24,24,60,4,33,3,60,16,7,17,60,14,16,10,15,1,27,57,43,0,24,33,77,0,7,0,1,2,1,1,11,50,1,4,5,0,7,1,1,3,0,0,4,3,5,3,1,12,16,2,40,42,0,0,16,2,6,12,17,22,18,6,1,18,0,38,20,24,18,1,18,32,27,3,1,7.03448275862069,9.737566279329501,2.6666666666666665,1.6696942198734437,14.499999999999998,4.611532691658357,2.371794871794872,1.4060072819357932
GR,GRC,Greece,-99,2021-01-04,2020-12-27,100,0,0,0,0,3,94,1280534.8426666872,67,2,0,98,6,2,92,6,2,92,6,9,85,7,8,85,6,4,90,6,6,88,5,1,94,7,1,92,5,2,93,7,3,90,5,9,86,7,2,91,5,10,85,100,0,0,0,98,0,1,1,98,0,1,1,91,1,1,7,92,0,1,7,96,0,0,4,94,1,1,4,99,0,1,0,99,0,0,1,98,0,1,1,97,0,1,2,91,0,3,6,98,0,1,1,90,0,6,4,6,0,3,91,97,0,3,6,1,25,68,75,1,7,17,93,0,0,7,0,93,0,1,6,0,99,0,1,0,0,15,0,6,79,100,0,0,0,0,0,8,2,34,30,15,11,11,15,22,27,25,11,18,37,24,10,11,23,33,21,12,11,28,21,15,25,11,27,15,15,32,0,94,4,1,1,94,2,2,2,94,3,2,1,94,4,0,2,94,4,1,1,94,4,1,1,84,1,0,15,84,1,0,15,84,1,2,13,84,1,1,14,84,0,1,15,84,2,3,11,84,1,0,15,94,0,1,5,94,1,0,5,94,1,0,5,94,1,3,2,94,1,1,4,13,3,17,67,13,2,61,24,13,4,6,77,13,3,39,45,13,4,3,80,13,4,12,71,14,1,36,49,64,0,23,9,0,4,15,1,0,7,21,56,15,2,83,0,15,4,8,73,15,1,72,4,3,1,1,3,15,1,36,24,11,13,17,4,31,37,7,4,18,0,23,57,2,20,2,20,57,1,83,0,15,2,39,0,59,2,94,1,5,0,61,0,30,9,97,0,3,0,88,0,11,1,21,0,2,3,20,15,39,21,0,2,2,19,24,32,22,0,31,28,9,10,22,0,3,12,15,48,22,1,20,25,19,13,55,4,36,5,55,24,9,12,55,21,14,10,23,1,20,56,44,0,19,37,83,0,5,0,1,2,1,0,8,63,0,3,4,0,7,0,0,3,1,0,1,1,1,7,3,6,27,2,22,48,0,1,27,1,7,9,13,15,20,5,3,31,2,42,15,10,31,1,7,32,24,5,0,3.782608695652174,4.963104982487644,0,0,13.919354838709678,5.593609899527403,2.4375,1.3437096247164249
GR,GRC,Greece,Anatoliki Makedonia Thraki,2021-01-04,2020-12-30,100,0,0,0,0,22,97,1210976.4900646706,84,0,0,100,0,2,98,0,1,99,0,8,92,0,2,98,0,5,95,0,2,98,0,1,99,0,1,99,0,0,100,0,0,100,0,12,88,1,0,99,0,7,93,100,0,0,0,98,0,0,2,99,0,0,1,92,0,1,7,98,0,1,1,95,0,1,4,98,0,0,2,99,0,0,1,99,0,0,1,100,0,0,0,100,0,0,0,88,0,0,12,100,0,0,0,93,0,3,4,2,1,12,85,88,2,10,2,2,39,57,61,1,21,17,79,0,2,19,0,79,0,7,14,0,93,0,0,6,1,26,0,6,68,100,0,0,0,0,0,3,0,39,30,15,13,4,6,21,44,25,4,8,41,28,19,4,4,44,25,23,4,7,30,33,26,4,10,9,36,41,0,94,3,2,1,94,4,1,1,94,3,2,1,94,4,2,0,94,5,0,1,94,4,1,1,72,1,0,27,72,1,0,27,72,1,0,27,72,1,3,24,72,0,3,25,72,1,3,24,72,1,1,26,94,1,0,5,94,1,0,5,94,1,0,5,94,1,2,3,94,0,2,4,4,5,14,77,4,0,70,26,4,3,4,89,4,1,47,48,4,2,2,92,4,2,5,89,5,0,43,52,57,0,36,5,1,1,8,1,0,7,31,53,8,2,90,0,8,0,8,84,8,0,83,5,0,1,0,3,8,0,34,28,16,14,8,1,35,43,9,4,8,0,34,57,1,9,0,22,67,2,86,0,14,0,31,0,67,2,96,0,3,1,54,0,38,8,98,0,2,0,95,0,4,1,10,1,1,7,13,20,48,10,0,1,7,14,30,38,10,1,35,36,11,7,10,0,1,7,22,60,10,0,19,24,23,24,57,2,38,3,57,13,7,23,57,9,13,21,10,1,32,57,43,0,21,36,80,0,3,1,2,4,1,0,9,48,0,6,2,0,8,3,3,5,0,0,1,5,3,5,1,10,12,4,50,34,0,0,12,0,9,13,17,22,19,7,1,15,3,48,17,17,15,1,9,35,29,6,5,5.92,7.273926037567333,2,0.8164965809277259,14.851851851851853,4.450031210876816,2.7435897435897436,1.3332500806509548
GR,GRC,Greece,Attiki,2021-01-04,2021-01-03,100,0,0,0,0,7,95,1162832.5683342533,77,0,1,99,1,4,95,0,1,99,1,11,88,0,11,89,1,4,95,0,3,97,1,2,97,0,2,98,1,0,99,1,2,97,0,14,86,1,2,97,1,9,90,99,0,0,1,96,0,0,4,99,0,0,1,89,0,2,9,89,0,2,9,96,0,2,2,97,0,0,3,98,0,2,0,98,0,1,1,100,0,0,0,98,0,1,1,86,0,4,10,98,0,2,0,91,0,4,5,5,0,6,89,94,1,5,5,2,39,54,61,0,12,27,88,0,0,12,0,88,0,5,7,0,95,0,2,3,0,19,1,6,74,100,0,0,0,0,0,6,0,37,30,21,6,9,4,27,48,12,9,7,48,28,8,9,4,50,27,10,9,5,31,34,21,9,8,11,25,47,0,94,2,1,3,94,3,1,2,94,2,2,2,94,3,1,2,94,1,2,3,94,2,0,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,10,1,19,70,10,1,60,29,10,1,5,84,10,0,46,44,10,1,3,86,10,1,9,80,12,0,46,42,54,0,38,7,1,0,12,0,0,5,43,40,12,0,88,0,14,1,6,79,14,0,74,5,2,0,0,5,14,0,26,26,28,6,15,0,37,33,10,5,16,0,41,42,1,16,1,32,50,1,82,0,18,0,41,2,55,2,95,0,5,0,54,2,29,15,97,0,2,1,91,1,8,0,17,1,3,2,13,19,45,17,1,2,4,17,17,42,18,0,42,31,7,2,18,0,2,6,21,53,18,0,15,34,14,19,51,2,43,4,51,16,9,24,51,13,16,20,19,0,32,49,51,0,20,29,80,0,10,1,2,1,1,0,5,48,0,0,6,0,5,1,3,3,2,0,5,4,4,3,2,14,20,1,35,43,1,0,20,0,9,15,20,14,11,10,1,23,0,71,5,1,23,0,15,35,21,5,1,8.28125,11.629313282363444,1.1666666666666667,0.40824829046386296,14.416666666666666,4.921076238181171,2.6666666666666665,1.5097282137124148
GR,GRC,Greece,Dytiki Ellada,2021-01-04,2020-12-27,100,0,0,0,0,19,95,1253253.473820675,85,1,1,98,1,2,97,1,2,97,1,13,86,1,6,93,1,6,93,1,3,96,2,6,92,2,4,94,0,0,100,1,2,97,1,10,89,1,1,98,1,10,89,99,0,1,0,98,0,0,2,98,0,2,0,87,0,3,10,94,0,1,5,94,0,2,4,97,0,0,3,94,0,5,1,96,0,3,1,100,0,0,0,98,0,0,2,90,0,3,7,99,0,1,0,90,0,2,8,5,0,9,86,91,4,5,5,3,22,70,78,0,11,11,89,0,0,11,0,89,0,2,9,0,98,0,0,2,0,19,0,6,75,100,0,0,0,0,0,6,0,42,23,19,10,7,4,16,49,24,7,7,35,37,14,7,1,47,22,23,7,5,23,33,32,7,8,7,24,54,0,94,2,0,4,94,1,1,4,94,1,2,3,94,2,1,3,94,2,0,4,94,2,0,4,72,0,0,28,72,0,0,28,72,0,1,27,72,0,2,26,72,0,2,26,72,0,2,26,72,0,0,28,95,0,1,4,95,0,3,2,95,0,3,2,95,0,1,4,95,0,2,3,7,2,12,79,7,1,74,18,7,1,9,83,7,0,57,36,7,1,6,86,7,1,8,84,7,0,51,42,49,0,35,11,3,2,7,0,0,6,39,48,7,0,93,0,7,1,12,80,7,0,79,11,0,0,1,2,7,0,27,24,25,17,7,0,27,44,15,7,7,0,35,58,0,8,0,30,61,1,88,1,9,2,26,2,70,2,91,1,8,0,43,2,39,16,94,0,5,1,92,0,7,1,11,0,1,5,10,21,52,11,0,4,5,3,32,45,12,1,41,34,10,2,12,0,3,7,13,65,12,0,19,32,20,17,49,3,40,8,49,19,11,21,49,17,17,17,12,1,42,45,55,0,16,29,84,0,5,0,1,2,1,0,7,42,0,4,3,2,7,3,1,7,4,0,2,7,5,2,0,11,13,0,46,41,0,0,13,0,8,11,15,29,17,7,0,14,0,45,17,24,14,0,16,34,29,6,1,7.046428571428572,8.390977612352764,2.6666666666666665,1.8618986725025255,14.373493975903614,4.238933492690239,2.5813953488372094,1.5602798864990237
GR,GRC,Greece,Dytiki Makedonia,2021-01-04,2020-12-27,100,1,11641.2958908597,0,0,32,96,984616.9073358817,80,2,1,97,2,5,93,1,1,98,2,11,87,2,6,92,3,3,94,3,1,96,3,1,96,3,2,95,3,0,97,2,2,96,2,17,81,3,1,96,3,10,87,99,1,0,0,95,1,1,3,99,1,0,0,89,1,1,9,94,0,1,5,97,0,2,1,99,0,0,1,99,0,0,1,98,0,1,1,100,0,0,0,98,1,1,0,83,2,2,13,99,0,1,0,90,0,2,8,3,1,15,81,85,6,9,4,2,38,56,62,0,11,27,89,0,0,10,1,89,0,6,5,0,94,0,2,4,0,17,3,3,77,100,0,0,0,0,0,6,1,41,27,14,11,8,8,22,41,21,8,8,36,32,16,8,7,43,26,16,8,10,22,33,27,8,11,8,21,52,0,97,2,0,1,97,2,1,0,97,2,1,0,97,2,0,1,97,2,0,1,97,1,2,0,84,0,0,16,84,0,0,16,84,0,1,15,84,0,1,15,84,0,2,14,84,0,1,15,84,0,1,15,96,0,0,4,96,0,0,4,96,0,0,4,96,0,2,2,96,0,0,4,8,1,19,72,8,1,64,27,8,2,6,84,8,3,39,50,8,3,4,85,8,2,5,85,9,1,38,52,62,0,26,7,1,4,12,1,2,9,25,51,12,1,87,0,12,3,7,78,12,1,75,6,0,1,0,5,12,1,39,18,17,13,12,2,30,42,5,9,12,0,29,58,1,13,1,22,64,0,81,0,17,2,36,0,62,2,94,0,4,2,61,0,28,11,96,0,3,1,95,0,5,0,13,3,2,5,10,25,42,13,2,2,6,12,24,41,15,1,41,28,12,3,15,1,3,9,20,52,15,1,21,24,16,23,55,0,43,2,55,18,9,18,55,17,12,16,15,1,33,51,49,0,28,23,74,2,7,0,1,6,2,0,8,41,0,5,4,3,8,3,0,9,1,0,6,6,4,1,1,8,19,1,44,36,0,0,19,1,4,7,19,28,17,5,0,20,2,51,13,14,20,1,7,35,34,3,0,5.857142857142857,7.54597899160864,2.230769230769231,1.6908501882113502,14.533333333333335,5.22554363739375,2.723684210526316,1.312490601470109
GR,GRC,Greece,Ionia Nisia,2021-01-04,2020-12-25,100,0,0,0,0,5,100,786953.0143691421,86,1,0,99,1,8,91,1,2,97,1,7,92,2,7,91,1,8,91,1,2,97,1,2,97,1,1,98,1,0,99,1,2,97,1,11,88,1,3,96,1,4,95,100,0,0,0,92,1,1,6,98,0,0,2,93,0,2,5,93,1,2,4,92,1,2,5,98,0,2,0,98,0,1,1,99,0,1,0,100,0,0,0,98,0,1,1,89,1,3,7,97,0,1,2,96,0,1,3,0,0,4,96,96,0,4,1,1,23,75,77,0,7,16,93,0,0,7,0,93,0,0,7,0,100,0,0,0,0,9,0,6,85,100,0,0,0,0,0,1,1,35,30,25,8,3,6,22,45,24,3,10,38,36,13,3,5,39,38,15,3,10,23,40,24,3,12,9,30,46,0,94,2,3,1,94,4,0,2,94,3,2,1,94,4,0,2,94,4,1,1,94,4,0,2,83,2,0,15,83,2,0,15,83,2,0,15,83,2,0,15,83,2,0,15,83,2,0,15,83,2,0,15,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,4,1,19,76,4,0,67,29,4,1,9,86,4,1,49,46,4,2,3,91,4,1,6,89,6,0,43,51,57,0,33,8,0,2,7,0,2,12,37,42,7,0,93,0,8,1,8,83,8,0,79,3,2,0,0,8,8,0,40,24,22,6,8,1,33,48,7,3,9,1,25,64,1,9,1,22,68,0,81,0,18,1,34,0,66,0,91,0,6,3,51,1,27,21,97,0,3,0,94,0,4,2,10,0,3,3,12,10,62,10,0,2,5,12,22,49,11,1,26,37,14,11,11,1,1,8,18,61,11,0,19,21,26,23,60,2,35,3,60,19,5,16,60,19,6,15,11,0,35,54,46,0,24,30,77,0,7,0,0,8,0,0,8,42,0,3,2,2,4,1,1,4,3,0,3,7,2,16,2,8,12,4,39,45,0,0,12,0,5,3,16,29,20,12,3,14,2,22,15,47,14,1,16,33,28,6,2,8.75,9.98007273780366,2,0,14.2625,4.635427007763556,2.4939759036144578,1.3825876585441608
GR,GRC,Greece,Ipeiros,2021-01-04,2020-12-26,100,0,0,0,0,7,99,1218356.4957732507,84,1,1,98,1,4,95,0,2,98,1,10,89,2,15,83,0,8,92,2,2,96,2,0,98,1,2,97,2,0,98,1,3,96,1,10,89,1,3,96,1,10,89,99,1,0,0,96,0,0,4,98,0,0,2,90,1,3,6,85,1,3,11,92,1,2,5,98,0,0,2,100,0,0,0,98,0,0,2,100,0,0,0,97,0,0,3,90,1,1,8,97,1,0,2,90,0,6,4,1,0,3,96,97,1,2,1,1,34,64,66,0,13,21,87,0,0,13,0,87,0,1,12,0,99,0,0,1,0,15,0,6,79,100,0,0,0,0,0,1,0,46,33,13,7,5,6,30,32,27,5,9,49,26,11,5,6,55,23,11,5,8,33,28,26,5,10,15,25,45,0,94,2,0,4,94,3,0,3,94,2,1,3,94,3,1,2,94,2,2,2,94,3,0,3,82,0,0,18,82,0,0,18,82,0,0,18,82,0,0,18,82,0,2,16,82,0,1,17,82,0,0,18,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,6,2,15,77,6,0,67,27,6,2,9,83,6,2,42,50,6,2,2,90,6,2,2,90,6,0,51,43,49,0,40,5,3,3,8,1,2,9,33,47,8,0,91,1,8,1,6,85,8,0,77,9,0,1,0,5,8,0,34,22,26,10,8,2,28,45,14,3,9,0,40,51,0,11,0,26,63,0,85,0,12,3,33,0,64,3,91,0,8,1,58,0,20,22,98,0,1,1,98,0,2,0,11,1,0,2,11,23,52,11,1,0,4,11,22,51,11,0,29,42,11,7,11,0,0,9,18,62,11,0,15,23,31,20,62,0,35,3,62,15,3,20,62,14,10,14,11,0,36,53,47,0,16,37,84,0,5,1,0,3,2,0,5,48,0,4,7,2,6,0,3,7,0,0,0,5,2,4,1,11,14,1,54,30,1,0,14,0,5,13,22,20,19,6,1,15,2,49,15,19,15,3,10,29,35,7,1,8.0625,10.1343793673461,3,2.8284271247461903,14.591463414634145,4.964769740151003,2.8658536585365852,1.4887412457637834
GR,GRC,Greece,Kentriki Makedonia,2021-01-04,2021-01-03,100,0,0,0,0,25,99,811323.0198045481,80,0,0,100,0,6,94,0,2,98,0,8,92,0,10,90,0,7,93,0,1,99,0,1,99,0,3,97,0,0,100,0,4,96,0,11,89,0,4,96,0,12,88,100,0,0,0,94,0,1,5,98,0,0,2,92,0,1,7,90,0,2,8,93,1,0,6,99,0,0,1,99,0,0,1,97,0,1,2,100,0,0,0,96,0,1,3,89,0,3,8,96,0,2,2,88,0,7,5,1,0,17,82,84,4,12,2,0,44,54,56,0,18,26,82,0,1,17,0,82,0,7,11,0,93,0,3,4,0,20,2,9,69,100,0,0,0,0,0,4,0,34,37,14,11,6,4,20,44,26,6,3,46,30,15,6,3,46,28,17,6,6,23,30,35,6,6,8,27,53,0,91,3,2,4,91,4,1,4,91,3,2,4,91,5,0,4,91,4,2,3,91,3,1,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,6,0,16,78,6,0,61,33,6,0,4,90,6,0,50,44,6,0,5,89,6,0,3,91,11,1,40,48,60,0,38,2,0,0,12,0,0,6,34,48,12,0,88,0,12,1,11,76,12,0,71,8,1,1,0,7,12,1,33,24,25,5,12,1,32,45,8,2,13,0,35,52,0,14,0,22,64,0,85,0,14,1,40,1,55,4,96,0,4,0,50,2,30,18,95,1,2,2,97,0,3,0,14,2,3,8,16,19,38,14,2,1,12,11,26,34,14,2,41,29,9,5,14,0,3,8,24,51,14,0,20,26,25,15,54,1,43,2,54,23,9,14,54,17,19,10,14,1,31,54,46,0,27,27,75,2,9,1,1,1,1,0,10,44,0,1,5,4,5,0,2,4,4,0,0,6,5,5,4,11,18,0,43,38,1,0,18,0,5,9,16,25,21,3,3,18,6,55,11,10,18,5,18,29,25,5,0,6.454545454545454,7.004868436893146,1.6153846153846154,0.6504436355879909,13.954545454545455,4.5234635499844895,2.4105263157894736,1.572393415348582
