ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
BY,BLR,Belarus,Minsk,2021-01-02,2021-01-01,100,4,75601.18150957009,4,75601.18150957009,156,90,2426378.88579599,62,5,7,88,4,20,76,5,7,88,2,48,50,4,37,59,4,22,74,4,20,76,3,9,88,4,8,88,3,15,82,5,11,84,5,24,71,4,10,86,3,33,64,93,1,5,1,80,1,13,6,93,1,6,0,52,7,18,23,63,2,16,19,78,0,12,10,80,2,9,9,91,2,6,1,92,0,6,2,85,1,14,0,89,0,8,3,76,2,9,13,90,2,7,1,67,3,16,14,10,0,42,48,64,0,16,20,17,0,47,36,53,1,19,27,81,10,6,3,81,6,13,0,94,0,0,6,0,37,2,13,48,100,18,1,18,28,17,18,22,4,16,28,30,22,5,19,25,29,22,4,32,25,17,22,5,7,20,46,22,7,2,10,59,88,4,2,6,88,4,3,5,88,4,4,4,88,4,4,4,88,4,3,5,88,4,6,2,25,4,1,70,25,4,1,70,25,4,7,64,25,4,8,63,25,2,8,65,25,2,13,60,25,4,5,66,78,2,3,17,78,2,3,17,78,2,5,15,78,1,10,11,78,4,5,13,25,2,24,49,25,0,53,22,25,2,23,50,25,1,39,35,25,3,9,63,25,2,17,56,25,0,41,34,59,0,30,8,2,1,25,1,0,9,31,34,25,1,74,0,29,0,19,52,29,0,48,17,3,3,0,0,29,0,19,20,20,12,29,1,14,33,20,3,30,0,8,62,0,31,1,11,57,0,76,0,19,5,47,0,50,3,77,0,19,4,61,1,24,14,91,0,3,6,83,0,14,3,31,2,2,3,22,16,24,31,0,2,5,21,22,19,32,0,18,44,6,0,32,1,0,10,22,35,32,0,7,26,23,12,68,4,22,6,68,13,6,13,68,9,16,7,33,1,47,19,81,10,9,92,0,1,0,1,0,4,0,2,45,0,0,5,1,9,0,3,4,3,0,4,7,3,2,3,11,37,3,18,42,0,0,37,1,2,14,22,12,11,1,0,38,1,50,6,5,38,0,17,29,14,2,0,8.709090909090909,9.513485024237822,4.5625,3.4728207369468045,14.40677966101695,4.165203327685036,2.35,1.1323442011290157
BY,BLR,Belarus,Vitsyebsk,2021-01-02,2020-12-24,100,7,209106.1397803158,5,171486.734530687,99,94,2422283.9452082505,81,2,15,83,2,18,80,2,9,89,2,35,63,2,27,71,1,14,85,2,10,88,2,9,89,2,6,92,3,7,90,2,7,91,2,24,74,2,12,86,2,26,72,85,1,12,2,82,4,11,3,91,2,5,2,65,5,14,16,73,2,12,13,86,1,9,4,90,2,4,4,91,2,5,2,94,1,3,2,93,1,5,1,93,0,3,4,76,1,7,16,88,0,12,0,74,4,11,11,6,0,39,55,62,0,14,24,7,0,41,52,59,2,14,25,86,9,5,0,86,3,11,0,97,0,0,3,0,23,1,27,49,100,9,1,16,22,25,27,12,8,20,20,40,12,7,22,21,38,12,7,23,28,30,12,8,17,20,43,12,9,10,15,54,73,12,5,10,73,12,7,8,73,14,4,9,73,13,6,8,73,14,4,9,73,14,6,7,89,0,0,11,89,0,0,11,89,0,0,11,89,0,2,9,89,0,1,10,89,0,0,11,89,0,0,11,97,1,0,2,97,1,0,2,97,1,0,2,97,1,0,2,97,0,2,1,13,3,43,41,13,3,68,16,13,5,22,60,13,2,46,39,13,5,15,67,13,3,24,60,14,0,51,35,49,0,29,12,0,10,14,0,0,10,39,37,14,0,86,0,15,0,15,70,15,0,57,18,3,4,0,3,15,0,36,14,12,23,15,2,14,36,27,6,15,0,10,75,0,16,1,7,74,2,57,4,31,8,32,4,62,2,78,1,19,2,54,3,31,12,85,0,14,1,76,3,18,3,18,0,2,10,18,12,40,18,0,1,8,17,20,36,18,0,30,41,7,4,18,0,1,15,24,42,18,0,18,37,17,10,45,11,38,6,45,26,14,15,45,19,27,9,18,0,56,26,74,14,12,86,0,1,0,1,0,3,1,8,30,0,4,13,4,4,1,1,4,15,0,3,0,1,1,5,14,19,1,35,43,1,1,19,0,4,17,26,22,8,3,1,19,4,24,42,11,19,1,19,35,21,4,1,6.745098039215685,6.5691495256384655,3.6086956521739126,2.230758746476238,11.10958904109589,5.7676339358229045,2.116883116883117,1.2027821473788656
BY,BLR,Belarus,-99,2021-01-03,2020-12-31,100,2,39400.14756653219,2,39400.14756653219,99,89,2087031.695848925,57,11,5,84,8,18,74,8,10,82,7,28,65,6,24,70,8,19,73,10,11,79,9,11,80,10,5,85,9,10,81,10,10,80,6,15,79,10,9,81,9,23,68,95,1,3,1,82,1,13,4,90,1,7,2,72,1,16,11,76,2,11,11,81,2,11,6,89,1,4,6,89,0,9,2,95,0,4,1,90,0,9,1,90,0,4,6,85,2,7,6,91,0,5,4,77,1,12,10,11,0,48,41,54,2,16,28,14,0,37,49,63,1,12,24,88,7,5,0,88,6,6,0,94,0,1,5,0,29,2,30,39,100,19,0,9,14,17,41,23,11,12,16,38,23,11,13,17,36,23,11,18,11,37,23,12,11,6,48,23,15,3,3,56,72,16,4,8,72,15,5,8,72,12,9,7,72,13,6,9,72,17,2,9,72,16,7,5,81,1,0,18,81,1,1,17,81,0,1,18,81,1,0,18,81,1,2,16,81,1,2,16,81,1,0,18,95,1,1,3,95,0,1,4,95,1,0,4,95,1,2,2,95,1,1,3,26,2,26,46,26,4,55,15,26,6,18,50,26,4,33,37,26,5,17,52,26,3,19,52,27,1,43,29,57,0,31,7,4,1,27,1,0,7,19,46,27,3,70,0,29,2,12,57,29,1,45,13,5,4,1,2,29,2,18,7,29,15,29,2,13,25,20,11,30,1,13,52,4,33,2,13,50,2,74,2,22,2,46,2,45,7,82,1,12,5,67,3,24,6,83,1,14,2,81,1,17,1,34,1,0,5,16,11,33,34,3,0,5,11,17,30,36,1,18,32,7,6,36,3,3,9,15,34,36,3,10,27,11,13,63,5,26,6,63,16,10,11,63,13,16,8,36,3,30,31,69,14,17,88,3,1,0,0,2,1,0,5,59,0,3,4,3,2,1,1,3,7,1,1,2,1,0,2,10,39,1,21,38,0,1,39,1,0,11,18,18,10,3,0,42,4,33,15,6,42,5,20,14,14,2,3,11.25,9.97882373213011,3.428571428571428,2.3145502494313788,11.372549019607844,5.268627086115416,2.0408163265306123,1.2409536600512356
BY,BLR,Belarus,Brest,2021-01-03,2020-12-27,100,6,172478.527753368,3,123098.7746410791,135,91,2416441.675880343,73,4,9,87,3,20,77,5,11,84,6,44,50,2,27,71,5,25,70,4,22,74,3,14,83,6,6,88,5,10,85,5,13,82,4,29,67,6,9,85,5,29,66,91,1,7,1,80,2,9,9,89,2,7,2,56,3,21,20,73,2,11,14,75,2,18,5,78,3,8,11,86,3,8,3,94,0,5,1,90,2,8,0,87,1,10,2,71,2,10,17,91,2,6,1,71,2,15,12,9,0,50,41,51,0,16,33,10,1,38,51,62,0,12,26,88,9,3,0,88,3,9,0,97,0,2,1,0,23,1,28,48,100,10,0,15,28,22,25,13,12,19,23,33,13,10,26,21,30,13,7,26,28,26,13,7,17,22,41,13,10,4,11,62,72,18,8,2,72,21,3,4,72,20,6,2,72,14,11,3,72,21,3,4,72,20,5,3,81,2,0,17,81,2,0,17,81,1,1,17,81,2,2,15,81,1,0,18,81,2,5,12,81,2,1,16,93,1,1,5,93,1,0,6,93,1,0,6,93,0,4,3,93,1,1,5,14,4,38,44,14,3,69,14,14,5,25,56,14,5,47,34,14,5,11,70,14,6,27,53,18,1,47,34,53,0,27,11,4,5,18,0,0,11,31,40,18,0,82,0,18,0,20,62,18,0,57,16,5,0,1,3,18,0,24,16,21,21,20,0,18,36,19,7,21,0,12,66,1,21,0,11,68,0,63,2,31,4,32,2,66,0,75,1,23,1,54,1,33,12,89,0,9,2,73,1,24,2,21,2,2,4,26,11,34,21,1,1,6,17,19,35,22,2,27,39,6,4,22,2,6,8,24,38,22,0,15,37,16,10,49,7,35,9,49,24,12,15,49,20,17,14,23,2,54,21,79,10,11,91,2,0,0,0,1,1,1,4,37,0,1,9,5,10,1,0,9,6,0,3,5,2,0,0,12,26,1,31,42,0,0,26,0,3,10,24,28,6,2,1,26,1,24,43,6,26,0,19,34,15,6,0,9.722222222222221,10.36397364361443,3.741935483870967,2.3800243967304744,11.880952380952381,5.974889853023265,2.2285714285714286,1.2059205224301557
BY,BLR,Belarus,Homyel',2021-01-03,2020-12-26,100,6,129816.8384627527,5,107493.97360470379,145,93,2146527.965834121,71,4,10,86,4,21,75,4,8,88,1,41,58,1,37,62,3,23,74,4,18,78,5,7,88,5,3,92,4,12,84,3,13,84,3,31,66,4,13,83,2,38,60,90,0,8,2,79,0,13,8,92,0,8,0,59,3,22,16,63,4,15,18,77,0,18,5,82,2,8,8,93,0,5,2,97,0,2,1,88,0,12,0,87,0,11,2,69,0,18,13,87,1,10,2,62,1,28,9,7,0,47,46,54,0,27,19,9,1,36,54,64,2,7,27,93,7,0,0,93,2,5,0,98,0,2,0,0,19,0,31,50,100,11,0,19,21,16,33,14,5,23,20,38,14,8,22,23,33,14,7,31,20,28,14,9,12,22,43,14,10,5,11,60,71,11,3,15,71,11,4,14,71,10,8,11,71,11,8,10,71,13,0,16,71,9,8,12,85,1,0,14,85,1,0,14,85,0,2,13,85,0,2,13,85,0,3,12,85,0,2,13,85,0,1,14,96,1,0,3,96,1,0,3,96,1,0,3,96,1,0,3,96,1,1,2,17,4,31,48,17,0,62,21,17,6,29,48,17,5,46,32,17,5,17,61,17,4,28,51,17,1,43,39,57,0,25,7,3,8,18,1,1,6,36,38,18,0,82,0,18,1,14,67,18,0,51,20,6,1,1,3,18,0,24,12,26,20,20,1,11,35,23,10,20,0,11,66,3,21,0,14,64,1,69,0,28,3,38,0,56,6,71,0,27,2,54,0,34,12,83,0,13,4,72,0,23,5,24,1,0,3,22,17,33,24,1,0,5,22,21,27,25,3,24,34,9,5,25,0,4,12,23,36,25,0,17,28,16,14,55,5,32,8,55,18,12,15,55,19,13,13,25,0,49,26,74,12,14,88,0,0,0,1,0,3,0,8,40,0,4,6,8,6,1,0,4,6,0,1,3,3,1,2,15,27,3,28,42,0,0,27,1,3,15,22,19,12,1,0,28,2,40,24,6,28,2,19,28,17,6,0,7.920634920634921,7.923630618032301,3.8,2.6546296961213653,12.124615384615385,5.430815741247774,2.391304347826087,1.215311522691487
BY,BLR,Belarus,Hrodna,2021-01-03,2020-12-26,100,2,28888.968155325812,1,24703.551265306094,159,95,2224042.772442083,65,1,4,95,3,21,76,3,8,89,3,28,69,3,26,71,3,16,81,2,14,84,2,4,94,2,8,90,3,5,92,2,11,87,0,22,78,3,8,89,3,25,72,96,0,2,2,79,1,9,11,92,0,7,1,72,2,12,14,74,2,13,11,84,1,8,7,86,2,4,8,96,0,3,1,92,0,7,1,95,0,5,0,89,0,10,1,78,2,8,12,92,0,6,2,75,1,15,9,5,0,47,48,56,0,16,28,9,1,43,47,58,1,6,35,94,4,1,1,94,1,5,0,100,0,0,0,0,18,1,28,53,100,11,1,7,28,20,33,17,5,14,19,45,17,8,11,25,39,17,3,26,20,34,17,6,10,12,55,17,8,1,8,66,72,10,3,15,72,11,1,16,72,8,7,13,72,9,10,9,72,12,1,15,72,10,4,14,86,0,0,14,86,0,0,14,86,0,2,12,86,0,1,13,86,0,1,13,86,0,2,12,86,0,0,14,96,0,0,4,96,0,1,3,96,0,0,4,96,0,1,3,96,0,0,4,18,3,40,39,18,2,74,6,18,3,35,44,18,3,55,24,18,3,30,49,18,3,29,50,19,1,61,19,39,0,30,16,7,8,22,2,1,8,37,30,22,2,75,1,23,1,16,60,23,0,54,17,4,1,0,1,23,1,12,13,29,22,25,1,9,30,27,8,27,0,14,57,2,29,1,14,55,1,60,4,33,3,27,3,69,1,66,1,27,6,45,3,39,13,70,2,21,7,71,3,24,2,33,1,1,4,12,21,28,33,1,1,3,17,15,30,33,0,17,42,4,4,33,0,3,7,23,34,33,0,9,35,16,7,56,3,30,11,56,16,9,19,56,15,11,18,33,0,45,22,78,10,12,90,3,0,0,1,0,2,1,3,45,0,2,5,5,8,0,1,10,6,0,3,2,1,0,3,9,33,0,26,41,0,0,33,0,3,8,21,21,14,0,0,33,3,30,30,4,33,3,19,28,12,2,3,6.34,6.3458487153703365,4.393939393939394,3.1418485197749617,13.758064516129032,5.218772809302365,2.3968253968253967,1.1149957694073154
BY,BLR,Belarus,Mahilyow,2021-01-03,2020-12-24,100,4,139538.963489385,3,124684.1625577452,154,94,2664633.187946148,73,5,8,87,7,23,70,5,18,77,3,50,47,5,33,62,5,23,72,5,13,82,5,14,81,6,8,86,6,17,77,6,18,76,6,25,69,6,12,82,4,36,60,92,0,5,3,77,0,12,11,82,1,13,4,50,0,31,19,67,1,19,13,77,1,16,6,87,1,8,4,86,2,10,2,92,1,5,2,83,0,14,3,82,2,11,5,75,2,13,10,88,2,4,6,64,2,14,20,6,0,50,44,50,1,17,32,6,1,44,49,56,0,18,26,82,12,5,1,82,8,10,0,92,1,2,4,1,25,2,30,43,100,8,0,12,28,21,31,9,8,18,25,40,9,8,17,31,35,9,8,32,18,33,9,7,14,19,51,9,11,4,11,65,72,14,8,6,72,19,2,7,72,15,8,5,72,16,8,4,72,18,4,6,72,18,4,6,89,1,0,10,89,1,0,10,89,1,1,9,89,1,0,10,89,1,0,10,89,1,4,6,89,1,2,8,97,0,1,2,97,0,1,2,97,0,0,3,97,0,1,2,97,0,1,2,11,7,41,41,11,1,66,22,11,7,29,53,11,1,50,38,11,6,18,65,11,4,33,52,14,2,50,34,50,0,28,13,3,6,16,0,1,9,33,41,16,0,83,1,16,0,25,59,16,0,63,11,4,4,0,2,16,0,28,11,25,20,17,0,19,32,25,7,19,0,9,72,0,20,0,13,67,0,60,1,35,4,36,2,61,1,71,1,25,3,51,3,38,8,83,2,12,3,69,1,28,2,21,0,1,6,21,11,40,21,0,3,10,18,20,28,22,2,23,41,5,7,22,0,5,9,24,40,22,0,17,27,20,14,56,6,32,6,56,20,8,16,56,15,13,16,23,1,55,21,79,8,13,92,1,1,0,0,0,1,1,4,37,0,2,6,3,7,2,6,5,9,0,3,5,2,1,3,9,24,2,22,52,0,0,24,0,2,13,23,20,15,3,0,24,3,38,32,3,24,2,16,32,18,6,2,8.191176470588236,7.608434739962874,3.4523809523809526,2.7426387592117885,13.492957746478872,5.304642816672471,2.125,1.0606601717798212
BY,BLR,Belarus,Minsk,2021-01-03,2021-01-03,160,6,77236.10240822748,6,77236.10240822748,197,151,2977436.260632929,121,5,10,145,6,35,119,5,20,135,4,61,95,4,50,106,5,32,123,6,27,127,5,11,144,7,6,147,6,11,143,5,26,129,6,35,119,6,11,143,4,51,105,150,1,8,1,125,2,22,11,140,1,15,4,99,4,30,27,110,4,19,27,128,1,24,7,133,4,6,17,149,0,9,2,154,0,5,1,149,0,11,0,134,2,19,5,125,2,16,17,149,1,9,1,109,3,26,22,8,1,63,88,100,0,25,35,11,1,81,67,80,0,20,60,140,10,8,2,140,8,12,0,152,0,0,8,0,34,0,45,81,160,15,0,25,34,36,50,16,9,28,39,68,16,12,24,37,71,16,7,50,38,49,16,7,17,24,96,16,12,3,7,122,115,16,6,23,115,15,11,19,115,13,10,22,115,16,11,18,115,17,7,21,115,15,10,20,160,0,0,0,160,0,0,0,160,0,0,0,160,0,0,0,160,0,0,0,160,0,0,0,160,0,0,0,160,0,0,0,160,0,0,0,160,0,0,0,160,0,0,0,160,0,0,0,17,6,34,103,17,0,93,50,17,3,40,100,17,3,78,62,17,6,23,114,17,3,33,107,19,0,80,61,80,0,58,12,5,5,21,0,3,22,57,57,21,0,139,0,24,0,29,107,24,0,86,29,5,8,3,5,24,0,29,35,52,20,24,0,25,63,34,14,24,0,18,115,3,25,2,15,115,3,126,0,30,4,67,3,85,5,120,4,28,8,82,2,45,31,137,1,19,3,127,2,29,2,26,5,3,8,20,30,68,26,1,1,14,19,36,63,29,2,31,80,11,7,29,0,6,17,28,80,29,0,20,48,33,30,92,9,48,11,92,25,16,27,92,22,23,23,30,0,89,41,119,25,16,137,3,1,0,5,0,6,1,7,48,0,1,19,9,14,1,5,8,11,0,4,11,1,1,4,23,35,2,43,80,0,0,35,0,3,23,40,40,14,4,1,38,4,94,13,11,38,2,32,48,30,9,1,6.900990099009901,7.095780366520724,3.66,2.9039733512017287,14.123893805309734,5.035822998709971,2.4695652173913043,1.1571421172359564
BY,BLR,Belarus,Vitsyebsk,2021-01-03,2020-12-25,100,8,184199.4935243271,4,115273.1862257709,106,92,2105069.080727684,82,3,15,82,4,17,79,4,14,82,3,38,59,4,35,61,2,17,81,3,13,84,3,10,87,4,4,92,4,9,87,5,9,86,3,27,70,3,17,80,3,36,61,85,0,13,2,83,5,10,2,86,2,9,3,62,7,14,17,65,3,14,18,83,2,11,4,87,4,5,4,90,3,6,1,96,1,2,1,91,1,6,2,91,2,3,4,73,3,10,14,83,1,15,1,64,6,14,16,8,0,38,54,63,0,11,26,9,0,41,50,59,0,16,25,84,8,8,0,84,4,12,0,96,0,1,3,0,25,1,33,41,100,11,1,15,24,21,28,12,10,20,20,38,12,7,25,21,35,12,9,24,25,30,12,10,17,19,42,12,11,11,11,55,67,13,7,13,67,16,6,11,67,16,5,12,67,15,7,11,67,17,4,12,67,14,8,11,89,0,0,11,89,0,0,11,89,0,0,11,89,0,2,9,89,0,1,10,89,0,0,11,89,0,0,11,97,1,0,2,97,1,0,2,97,1,0,2,97,1,0,2,97,0,2,1,13,5,39,43,13,2,67,18,13,4,26,57,13,4,44,39,13,7,15,65,13,6,20,61,15,0,52,33,48,0,30,13,1,8,15,0,0,12,41,32,15,0,85,0,16,0,13,71,16,0,58,17,4,3,0,2,16,0,35,16,14,19,16,2,10,37,25,10,16,0,10,74,0,16,0,8,74,2,61,2,30,7,33,3,60,4,74,2,22,2,56,2,29,13,85,0,13,2,80,1,17,2,17,0,1,10,19,16,37,17,0,1,11,15,19,37,17,0,28,41,8,6,17,0,0,13,24,46,17,0,16,40,15,12,44,10,38,8,44,25,15,16,44,18,29,9,17,0,58,25,75,16,9,84,1,1,0,1,0,3,1,9,26,0,3,13,7,3,1,2,4,16,0,2,0,2,0,5,16,18,0,33,48,0,1,18,0,3,16,30,21,9,2,1,18,4,20,45,13,18,1,20,33,24,3,1,5.833333333333333,5.92643581838477,4.238095238095238,2.547641299413281,11.025974025974026,5.668412072209386,2.278481012658228,1.1650542945503628
BY,BLR,Belarus,-99,2021-01-04,2020-12-31,100,2,39400.14756653219,2,39400.14756653219,99,89,2083674.7026624752,56,11,5,84,8,19,73,8,11,81,7,29,64,6,25,69,8,20,72,10,11,79,9,11,80,10,5,85,9,11,80,10,10,80,6,15,79,10,9,81,9,23,68,95,1,3,1,81,1,14,4,89,1,7,3,71,1,16,12,75,2,12,11,80,2,12,6,89,1,4,6,89,0,9,2,95,0,4,1,89,0,9,2,90,0,4,6,85,2,7,6,91,0,5,4,77,1,12,10,11,0,48,41,54,2,16,28,14,0,37,49,63,1,12,24,88,7,4,1,88,5,7,0,95,0,1,4,0,29,2,30,39,100,19,0,9,15,17,40,23,11,12,16,38,23,11,13,17,36,23,11,18,11,37,23,12,11,7,47,23,15,3,4,55,72,16,4,8,72,15,5,8,72,12,9,7,72,13,6,9,72,17,2,9,72,16,7,5,81,1,0,18,81,1,1,17,81,0,1,18,81,1,0,18,81,1,2,16,81,1,2,16,81,1,0,18,95,1,1,3,95,0,1,4,95,1,0,4,95,1,2,2,95,1,1,3,26,2,26,46,26,4,54,16,26,6,18,50,26,4,33,37,26,5,17,52,26,3,19,52,27,1,44,28,56,0,32,7,4,1,27,1,0,7,20,45,27,3,70,0,29,2,12,57,29,1,46,13,5,3,1,2,29,2,19,7,28,15,29,2,14,24,20,11,30,1,13,51,5,34,2,13,49,2,74,2,22,2,47,2,45,6,82,1,12,5,67,3,24,6,83,1,14,2,81,1,17,1,35,1,0,5,16,11,32,35,3,0,5,11,17,29,37,1,18,31,7,6,37,3,3,9,15,33,37,3,10,27,10,13,63,5,26,6,63,16,10,11,63,13,16,8,37,3,29,31,69,14,17,88,3,1,0,0,2,1,0,5,60,0,3,4,3,2,1,0,3,7,1,1,2,1,0,2,10,40,1,21,37,0,1,40,1,0,10,18,18,10,3,0,43,4,32,15,6,43,5,19,14,14,2,3,11.024390243902438,9.958633954709976,3.428571428571428,2.3145502494313788,11.24,5.23551451577569,2.0625,1.2446694853090818
