ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
DK,DNK,Denmark,Syddanmark,2020-12-22,2020-12-22,280,1,3362.10469412575,0,0,48,273,801094.4376742318,233,0,2,278,0,40,240,0,11,269,0,18,262,0,41,239,0,25,255,0,26,254,2,1,277,0,10,270,0,7,273,0,10,270,0,46,234,0,3,277,0,21,259,278,0,2,0,240,1,11,28,269,0,3,8,262,0,8,10,239,2,12,27,255,1,5,19,254,0,7,19,279,0,1,0,270,0,3,7,273,1,3,3,270,0,6,4,234,1,12,33,277,0,1,2,259,1,8,12,6,1,26,247,254,0,8,18,6,5,185,84,95,3,88,94,192,0,3,80,5,192,0,3,85,277,1,2,0,102,2,25,151,280,0,0,0,0,0,12,0,152,89,18,9,21,4,57,175,23,21,10,117,119,13,21,10,113,120,16,21,8,134,106,11,21,10,50,158,41,0,257,3,8,12,257,4,5,14,257,5,2,16,257,3,3,17,257,5,0,18,257,4,4,15,280,0,0,0,280,0,0,0,280,0,0,0,280,0,0,0,280,0,0,0,280,0,0,0,280,0,0,0,280,0,0,0,280,0,0,0,280,0,0,0,280,0,0,0,280,0,0,0,25,1,56,198,25,0,169,86,25,0,9,246,25,0,139,116,25,0,4,251,25,0,9,246,28,2,121,129,159,0,92,21,4,4,29,1,0,10,54,186,29,0,251,0,29,0,45,206,29,0,44,70,90,34,8,5,29,1,48,72,89,41,31,3,52,125,54,15,33,0,98,147,2,36,2,64,175,3,224,0,41,15,112,1,162,5,271,1,8,0,142,1,62,75,276,0,2,2,271,0,7,2,36,2,1,3,7,38,193,36,0,1,2,16,39,186,38,1,35,121,70,15,38,0,1,2,30,209,38,0,8,12,48,174,260,0,15,5,260,6,1,13,260,6,2,12,39,0,79,162,118,1,28,133,256,0,6,0,4,3,2,0,9,177,0,2,8,2,11,1,5,17,10,0,1,8,11,3,8,16,44,4,98,133,1,0,44,1,10,23,32,42,61,54,13,44,6,90,66,74,44,4,108,56,38,18,12,5.914285714285715,8.145449751140305,1.88,1.1298967504452195,8.451965065502183,5.691433858633102,2.2863436123348015,1.241587025377248
DK,DNK,Denmark,-99,2020-12-23,2020-12-22,100,0,0,0,0,8,95,345214.001328424,61,1,0,99,3,5,92,1,3,96,1,6,93,2,19,79,3,12,85,3,4,93,2,3,95,3,3,94,3,2,95,2,3,95,1,16,83,3,1,96,3,7,90,100,0,0,0,95,2,1,2,97,0,1,2,94,0,1,5,81,1,4,14,88,1,1,10,96,0,0,4,97,0,1,2,97,0,2,1,98,0,0,2,97,0,2,1,84,0,2,14,99,0,0,1,93,1,2,4,5,0,7,88,94,0,1,5,6,4,59,31,41,4,26,29,74,0,0,23,3,74,0,1,25,99,1,0,0,40,1,6,53,100,0,0,0,0,0,9,1,48,35,5,2,18,11,25,40,6,18,16,28,32,6,18,20,26,31,5,18,16,33,27,6,18,22,13,38,9,0,95,1,2,2,95,2,0,3,95,1,1,3,95,2,0,3,95,2,0,3,95,2,1,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,21,1,14,64,21,1,63,15,21,1,2,76,21,0,46,33,21,1,1,77,21,0,9,70,22,0,38,40,62,0,31,6,0,1,23,0,0,1,18,58,23,0,77,0,24,1,16,59,24,0,18,21,24,12,0,1,24,0,17,21,27,11,25,5,13,32,21,4,25,0,35,36,4,28,2,28,38,4,86,0,9,5,38,3,57,2,98,0,1,1,54,2,13,31,99,0,1,0,91,1,8,0,29,0,0,0,3,13,55,29,0,0,1,2,16,52,30,2,14,28,22,4,30,1,1,4,7,57,30,0,2,2,14,52,96,0,2,2,96,2,1,1,96,2,1,1,31,0,16,53,47,0,7,46,95,1,1,0,0,0,0,0,3,80,0,0,3,2,0,0,0,1,2,0,0,0,1,1,2,8,38,0,15,47,0,0,38,0,2,2,2,12,9,28,7,38,7,26,17,12,38,5,37,8,10,1,1,5.636363636363637,7.586246526684745,1.3333333333333333,0.5773502691896257,6.673076923076923,5.469061481110164,1.6981132075471699,0.9320140651872276
DK,DNK,Denmark,Hovedstaden,2020-12-23,2020-12-23,285,0,0,0,0,102,280,885412.4518783366,237,2,1,282,2,36,247,1,5,279,1,31,253,0,52,233,0,24,261,1,23,261,1,4,280,2,9,274,1,7,277,1,7,277,1,51,233,1,5,279,1,24,260,284,0,1,0,249,0,10,26,280,1,1,3,254,1,15,15,233,0,9,43,261,0,6,18,262,0,9,14,281,0,2,2,276,1,5,3,278,0,4,3,278,1,3,3,234,0,14,37,280,1,1,3,261,0,8,16,5,0,54,226,231,0,11,43,5,2,207,71,78,2,123,82,162,0,4,113,6,162,0,4,119,281,0,4,0,132,1,12,140,285,0,0,0,0,0,7,2,185,69,21,1,11,13,68,182,11,11,15,132,121,6,11,14,129,124,7,11,11,150,107,6,11,14,47,181,32,0,273,5,5,2,273,4,2,6,273,5,0,7,273,3,3,6,273,5,0,7,273,4,1,7,285,0,0,0,285,0,0,0,285,0,0,0,285,0,0,0,285,0,0,0,285,0,0,0,285,0,0,0,285,0,0,0,285,0,0,0,285,0,0,0,285,0,0,0,285,0,0,0,15,0,55,215,15,0,188,82,15,1,13,256,15,0,139,131,15,0,2,268,15,0,33,237,16,0,135,134,150,0,110,24,1,0,17,1,0,9,63,195,17,0,268,0,24,0,40,221,24,0,30,92,99,33,2,5,24,0,49,80,96,36,24,2,52,137,57,13,27,0,100,155,3,32,1,72,175,5,231,0,31,23,98,0,187,0,272,0,13,0,147,1,45,92,283,0,2,0,252,0,33,0,35,2,0,3,8,39,198,35,0,0,3,12,51,184,35,2,54,114,72,8,35,0,1,3,15,231,35,2,6,9,34,199,270,2,10,3,270,4,0,11,270,3,3,9,38,0,117,130,155,0,20,110,268,1,7,0,2,0,2,0,5,152,0,1,17,13,11,1,7,18,2,0,2,17,10,5,9,20,44,3,107,131,0,0,44,0,8,27,34,50,55,48,19,47,7,158,51,22,47,4,97,71,39,20,7,6.34,8.06295644702777,1.9056603773584906,1.0609167107052755,10.412663755458516,6.199622680619989,2.29004329004329,1.3311764975701161
DK,DNK,Denmark,Midtjylland,2020-12-23,2020-12-23,228,1,1507.28907621302,1,1507.28907621302,53,219,783909.7454885067,187,1,1,226,1,27,200,1,5,222,1,28,199,1,48,179,1,24,203,1,17,210,1,2,225,1,11,216,1,4,223,1,8,219,1,40,187,1,6,221,1,26,201,227,0,1,0,201,1,5,21,223,0,3,2,200,1,10,17,180,2,13,33,204,0,3,21,211,1,6,10,226,0,0,2,217,0,5,6,224,1,2,1,220,0,3,5,188,0,11,29,222,0,2,4,202,2,5,19,9,0,26,193,202,0,7,19,9,4,154,61,75,0,69,84,159,0,4,60,5,159,0,1,68,227,0,1,0,83,4,13,128,228,0,0,0,0,0,12,0,129,58,24,5,15,5,67,133,8,15,9,98,97,9,15,11,87,100,15,15,5,107,90,11,15,11,32,129,41,0,215,2,3,8,215,2,1,10,215,3,0,10,215,3,1,9,215,3,0,10,215,3,0,10,228,0,0,0,228,0,0,0,228,0,0,0,228,0,0,0,228,0,0,0,228,0,0,0,228,0,0,0,228,0,0,0,228,0,0,0,228,0,0,0,228,0,0,0,228,0,0,0,19,0,34,175,19,0,158,51,19,1,8,200,19,0,121,88,19,0,2,207,19,1,7,201,21,1,116,90,112,0,90,22,2,2,23,0,1,7,49,148,23,0,204,1,25,0,36,167,25,0,31,64,71,32,4,1,25,0,30,46,96,31,25,5,32,111,44,11,26,0,68,133,1,29,0,61,136,2,194,1,17,16,71,1,154,2,220,1,6,1,107,1,32,88,226,0,1,1,221,0,6,1,31,2,0,1,13,32,149,31,1,0,5,14,38,139,32,1,40,81,63,11,32,1,1,2,17,175,32,0,7,16,40,133,205,2,14,7,205,3,2,18,205,2,5,16,32,1,74,121,107,2,21,98,211,0,0,1,4,0,2,1,9,138,0,3,5,7,9,6,5,10,7,0,4,8,3,1,6,16,38,3,76,111,0,0,38,0,11,31,27,23,39,45,14,39,6,85,41,57,39,1,73,57,43,11,4,5.721649484536083,6.956325460868387,2.125,1.190998850070631,8.871584699453551,6.157605964268352,2.169398907103825,1.2308949524451074
DK,DNK,Denmark,Nordjylland,2020-12-23,2020-12-23,116,0,0,0,0,25,115,394726.63860648905,96,0,2,114,0,17,99,0,8,108,0,16,100,0,22,94,0,17,99,0,10,106,0,3,113,0,5,111,0,3,113,0,5,111,0,16,100,0,2,114,0,9,107,114,1,0,1,99,0,4,13,108,0,3,5,100,1,6,9,94,0,4,18,99,2,5,10,106,1,3,6,113,0,2,1,111,1,2,2,113,0,2,1,111,0,2,3,100,1,0,15,114,1,0,1,107,1,3,5,1,0,13,102,103,0,1,12,2,1,91,22,25,1,38,52,78,0,1,34,3,78,0,2,36,114,0,2,0,42,2,7,65,116,0,0,0,0,0,4,0,73,24,14,1,4,3,35,61,13,4,4,57,45,6,4,4,48,54,6,4,2,62,42,6,4,4,21,64,23,0,109,0,1,6,109,0,1,6,109,0,1,6,109,0,3,4,109,0,2,5,109,0,0,7,116,0,0,0,116,0,0,0,116,0,0,0,116,0,0,0,116,0,0,0,116,0,0,0,116,0,0,0,116,0,0,0,116,0,0,0,116,0,0,0,116,0,0,0,116,0,0,0,7,0,17,92,7,0,77,32,7,0,5,104,7,0,71,38,7,0,2,107,7,0,5,104,9,0,58,49,58,0,50,5,2,1,11,0,1,4,17,83,11,2,102,1,11,1,20,84,11,0,16,31,45,9,1,3,11,0,16,29,38,22,11,2,20,62,17,4,12,0,36,67,1,13,2,24,74,3,99,0,12,5,40,0,76,0,112,0,4,0,46,0,18,52,114,0,1,1,111,0,5,0,14,1,0,0,4,14,83,14,0,0,3,5,20,74,14,1,20,50,26,5,14,0,1,0,16,85,14,0,3,1,18,80,112,0,3,1,112,0,0,4,112,0,1,3,14,1,35,66,50,0,9,57,107,0,3,1,0,1,0,0,4,73,0,0,2,3,5,1,1,5,4,0,2,2,5,3,4,6,17,3,35,61,0,0,17,1,6,13,12,18,23,20,6,18,2,41,26,29,18,1,45,27,15,8,2,7.788461538461538,10.250464434167789,2,1.4770978917519928,7.335106382978723,5.600685584892178,2.0425531914893615,1.2436063894894365
DK,DNK,Denmark,Sj<c3><a6>lland,2020-12-23,2020-12-23,220,1,1465.88310563776,0,0,54,216,641125.5460781383,180,0,2,218,0,33,187,0,9,211,0,20,200,0,26,194,0,15,205,0,13,207,0,1,219,0,8,212,0,6,214,0,6,214,0,34,186,0,2,218,0,19,201,218,0,1,1,187,0,11,22,211,0,1,8,200,0,3,17,194,0,9,17,205,0,7,8,207,0,6,7,219,0,1,0,212,0,4,4,214,0,3,3,214,0,3,3,186,0,8,26,218,0,1,1,201,0,9,10,4,0,29,187,192,0,10,18,5,6,146,63,74,2,66,78,154,0,2,56,8,154,0,0,66,220,0,0,0,79,2,25,114,220,0,0,0,0,0,8,1,132,53,16,10,13,5,53,139,10,13,9,78,112,8,13,14,71,106,16,13,8,90,98,11,13,13,39,119,36,0,197,2,11,10,197,4,3,16,197,4,3,16,197,4,2,17,197,4,1,18,197,4,0,19,220,0,0,0,220,0,0,0,220,0,0,0,220,0,0,0,220,0,0,0,220,0,0,0,220,0,0,0,220,0,0,0,220,0,0,0,220,0,0,0,220,0,0,0,220,0,0,0,13,4,47,156,13,2,151,54,13,5,10,192,13,4,109,94,13,4,3,200,13,4,13,190,16,0,93,111,127,0,72,17,0,4,17,0,2,5,45,151,17,1,201,1,20,1,25,174,20,1,33,77,58,28,0,3,20,1,31,48,88,32,21,4,37,102,48,8,22,0,76,121,1,28,2,53,133,4,173,2,28,17,70,2,144,4,210,0,9,1,111,2,41,66,217,0,1,2,207,1,9,3,31,2,1,2,7,25,152,31,2,1,2,14,32,138,32,0,47,85,42,14,32,1,1,6,21,159,32,1,8,15,28,136,197,2,15,6,197,2,4,17,197,1,5,17,33,0,64,123,97,1,31,91,193,0,7,1,2,1,1,1,14,129,0,1,9,9,8,2,3,14,4,0,2,7,6,0,5,21,40,8,71,100,1,0,40,1,7,11,20,43,44,45,9,40,1,46,56,77,40,0,82,43,42,10,3,7.0843373493975905,8.509972370017781,1.9615384615384615,0.7736029591861309,8.102941176470589,5.9055427426508995,2.1564245810055866,1.1602501467303872
DK,DNK,Denmark,Syddanmark,2020-12-23,2020-12-23,213,2,3616.89626845803,2,3616.89626845803,41,206,714732.7280686382,178,2,2,209,2,38,173,2,10,201,1,23,189,1,44,168,2,25,186,1,15,197,1,1,211,2,11,200,2,1,210,2,4,207,1,35,177,1,0,212,1,21,191,211,0,2,0,175,1,12,25,203,0,2,8,190,1,8,14,169,1,11,32,188,0,8,17,198,0,7,8,212,0,1,0,202,0,7,4,212,0,0,1,209,0,1,3,178,0,9,26,213,0,0,0,192,1,7,13,6,1,18,188,195,0,5,13,6,5,137,65,76,1,66,70,147,0,0,59,7,147,0,0,66,213,0,0,0,78,1,14,120,213,0,0,0,0,0,8,0,129,59,11,6,12,9,66,112,14,12,13,96,86,6,12,14,80,100,7,12,11,99,87,4,12,17,30,125,29,0,200,1,3,9,200,1,3,9,200,1,1,11,200,1,4,8,200,1,1,11,200,1,1,11,213,0,0,0,213,0,0,0,213,0,0,0,213,0,0,0,213,0,0,0,213,0,0,0,213,0,0,0,213,0,0,0,213,0,0,0,213,0,0,0,213,0,0,0,213,0,0,0,15,2,51,145,15,2,142,54,15,2,8,188,15,1,113,84,15,2,3,193,15,0,8,190,15,0,112,86,101,0,87,19,3,3,15,0,0,3,42,153,15,2,195,1,17,4,41,151,17,0,32,59,76,22,7,0,17,0,39,41,81,35,18,1,30,109,43,12,18,0,82,111,2,18,2,56,132,5,162,1,33,17,71,1,139,2,205,0,7,1,100,1,41,71,210,0,1,2,205,0,7,1,20,0,0,0,6,25,162,20,1,0,3,6,38,145,21,1,32,92,56,11,21,0,0,0,16,176,21,0,1,13,32,146,199,0,7,7,199,3,0,11,199,3,4,7,23,0,73,117,96,2,18,97,198,1,2,0,0,1,2,1,8,125,0,2,8,4,9,4,2,5,9,0,1,5,11,1,5,22,31,6,70,106,0,0,31,0,8,13,27,32,41,46,15,34,6,59,45,69,34,1,74,38,43,17,6,7.447916666666666,8.972319763016952,2.3529411764705883,1.2217393579743305,7.69364161849711,5.743430527102524,2.2485549132947975,1.2766055525465099
DK,DNK,Denmark,-99,2020-12-24,2020-12-22,100,0,0,0,0,12,96,327044.6242631076,69,0,0,100,1,3,96,0,4,96,0,5,95,0,14,86,0,7,93,0,3,97,0,4,96,0,4,96,1,2,97,0,3,97,0,17,83,0,1,99,0,5,95,100,0,0,0,97,0,0,3,96,0,2,2,95,0,2,3,86,0,1,13,93,0,2,5,97,0,0,3,96,0,2,2,96,0,2,2,98,0,0,2,97,0,2,1,83,0,2,15,99,0,0,1,95,0,2,3,4,0,8,88,92,0,0,8,4,5,66,25,34,3,29,34,71,0,1,25,3,71,0,3,26,97,1,2,0,41,3,5,51,100,0,0,0,0,0,7,0,55,30,6,2,13,9,25,46,7,13,14,26,40,7,13,20,25,35,7,13,18,33,30,6,13,21,12,43,11,0,96,1,1,2,96,1,0,3,96,1,1,2,96,1,1,2,96,1,0,3,96,1,1,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,16,1,16,67,16,0,63,21,16,0,3,81,16,0,47,37,16,0,0,84,16,0,10,74,16,1,45,38,55,0,34,9,0,2,16,0,0,2,21,61,16,0,84,0,16,2,16,66,16,0,22,22,27,11,1,1,16,0,20,21,33,10,16,4,15,41,22,2,16,0,36,46,2,19,3,23,51,4,84,0,11,5,37,2,60,1,97,0,2,1,53,1,14,32,100,0,0,0,90,1,9,0,21,0,0,1,4,10,64,21,0,0,0,2,17,60,22,2,16,23,31,6,22,1,0,5,10,62,22,0,3,4,14,57,94,0,4,2,94,4,0,2,94,3,0,3,24,0,15,61,39,0,7,54,94,1,2,0,1,0,1,0,1,79,0,0,4,2,0,0,0,1,2,0,1,0,1,1,2,7,29,1,20,50,0,0,29,0,1,2,4,15,16,25,8,30,6,38,17,9,30,5,43,4,13,4,1,6.064516129032258,8.686907711688772,1.8000000000000003,1.3038404810405297,7.761904761904762,5.796868692315249,1.6721311475409835,0.978456462588054
DK,DNK,Denmark,Hovedstaden,2020-12-24,2020-12-24,227,0,0,0,0,74,220,853178.0346099604,196,0,0,227,0,31,196,0,9,218,0,23,204,0,48,179,0,14,213,0,15,212,0,3,224,0,5,222,0,5,222,0,7,220,0,35,192,0,1,226,0,19,208,227,0,0,0,196,1,7,23,218,1,4,4,204,1,10,12,179,0,6,42,213,1,4,9,212,0,8,7,224,0,2,1,222,0,1,4,222,0,4,1,220,0,4,3,192,1,9,25,226,0,1,0,208,0,11,8,5,2,37,183,190,0,10,27,5,4,180,38,47,2,103,75,124,0,4,97,2,124,0,5,98,222,1,4,0,114,3,11,99,227,0,0,0,0,0,6,0,156,43,13,9,11,4,53,142,17,11,6,110,92,8,11,11,98,97,10,11,7,116,85,8,11,10,41,135,30,0,217,1,3,6,217,3,1,6,217,3,1,6,217,3,2,5,217,3,0,7,217,3,0,7,227,0,0,0,227,0,0,0,227,0,0,0,227,0,0,0,227,0,0,0,227,0,0,0,227,0,0,0,227,0,0,0,227,0,0,0,227,0,0,0,227,0,0,0,227,0,0,0,15,1,45,166,15,0,159,53,15,2,7,203,15,1,124,87,15,1,2,209,15,1,26,185,16,0,112,99,115,0,84,23,4,1,16,2,0,8,42,159,16,0,211,0,19,5,23,180,19,0,25,73,73,29,4,4,19,0,40,55,85,28,19,1,48,109,43,7,20,1,75,130,1,20,2,60,144,1,183,0,27,17,68,1,157,1,220,0,7,0,104,1,37,85,225,1,0,1,202,1,24,0,23,4,3,1,7,27,162,23,1,1,3,14,41,144,23,1,42,94,54,13,23,0,1,2,14,187,23,1,1,11,31,160,215,0,11,1,215,4,0,8,215,4,0,8,24,2,87,114,113,0,27,87,202,0,8,0,5,0,1,2,9,115,0,0,13,7,8,1,6,17,2,0,0,20,6,1,8,23,28,5,86,108,0,0,28,0,9,26,23,43,45,41,12,30,9,130,48,10,30,6,82,50,39,18,2,7.816666666666667,9.046835066425226,2.090909090909091,1.0417424214878037,10.029411764705882,6.061108275149575,2.3475935828877006,1.3247162753892547
DK,DNK,Denmark,Midtjylland,2020-12-24,2020-12-24,179,0,0,0,0,41,176,787153.1714575157,146,0,1,178,1,28,150,0,8,171,0,10,169,0,36,143,0,16,163,0,17,162,0,3,176,0,4,175,0,2,177,0,5,174,0,27,152,0,5,174,0,13,166,178,0,0,1,151,1,7,20,171,1,4,3,169,1,3,6,143,1,4,31,163,1,3,12,162,0,6,11,176,0,2,1,175,0,3,1,177,0,0,2,174,0,4,1,152,1,6,20,174,0,4,1,166,1,4,8,3,0,22,154,159,0,7,13,6,1,121,51,58,2,58,61,121,0,2,54,2,121,0,0,58,179,0,0,0,67,2,8,102,179,0,0,0,0,0,8,1,107,46,9,8,10,10,52,102,5,10,12,72,78,7,10,15,73,71,10,10,8,86,65,10,10,14,31,94,30,0,172,2,3,2,172,1,1,5,172,3,0,4,172,3,1,3,172,2,0,5,172,2,1,4,179,0,0,0,179,0,0,0,179,0,0,0,179,0,0,0,179,0,0,0,179,0,0,0,179,0,0,0,179,0,0,0,179,0,0,0,179,0,0,0,179,0,0,0,179,0,0,0,11,3,22,143,11,1,115,52,11,3,7,158,11,0,107,61,11,3,5,160,11,3,7,158,14,0,91,74,88,0,65,22,3,1,14,3,0,2,38,122,14,1,164,0,15,1,18,145,15,0,30,60,40,32,1,1,15,1,24,44,71,24,16,5,30,79,42,7,17,0,75,82,5,21,3,50,102,3,157,0,11,11,64,1,112,2,172,0,6,1,72,2,30,75,174,1,2,2,172,0,6,1,22,1,1,0,4,29,122,22,0,1,1,2,40,113,24,2,29,62,52,10,24,0,1,0,17,137,24,0,5,7,33,110,167,0,9,3,167,2,1,9,167,2,1,9,24,1,55,99,80,0,18,81,162,1,2,0,2,2,0,0,10,108,0,0,5,5,12,1,2,7,6,0,3,5,3,1,4,17,31,2,62,81,0,3,31,1,9,10,18,30,25,39,16,32,6,55,40,46,32,5,56,34,25,18,9,8.136986301369863,10.065500854808125,2.2666666666666666,1.6676187756655838,7.2881944444444455,5.7093286015790055,2.4,1.49723966642119
