ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
ET,ETH,Ethiopia,Addis Abeba,2021-01-01,2020-12-30,100,1,255214.892470487,1,255214.892470487,42,96,13039589.911166536,64,4,3,93,3,10,87,4,1,95,2,11,87,4,12,84,4,11,85,3,7,90,4,3,93,3,5,92,4,4,92,3,8,89,4,13,83,4,4,92,4,19,77,97,0,2,1,90,1,4,5,99,1,0,0,89,1,4,6,88,1,6,5,89,1,5,5,93,0,3,4,97,1,2,0,95,1,2,2,96,1,1,2,92,1,6,1,87,1,4,8,96,0,1,3,81,1,11,7,4,0,18,78,83,1,4,12,6,3,35,56,66,0,6,28,94,2,4,0,94,1,4,1,0,96,2,2,0,16,1,25,58,100,8,2,50,25,6,9,11,5,44,19,21,11,10,52,14,13,11,9,59,13,8,11,9,54,16,10,11,12,19,11,47,76,7,8,9,76,7,5,12,76,10,7,7,76,9,4,11,76,8,5,11,76,9,2,13,63,3,1,33,63,3,2,32,63,3,3,31,63,3,1,33,63,3,3,31,63,3,11,23,63,3,4,30,86,0,0,14,86,0,4,10,86,0,4,10,86,0,1,13,86,0,3,11,19,4,36,41,19,6,54,21,19,4,57,20,19,4,49,28,19,4,30,47,19,3,37,41,20,1,41,38,59,0,21,15,2,3,23,0,0,8,32,37,23,2,74,1,26,0,12,62,26,0,47,21,3,2,0,1,26,0,15,11,27,21,26,1,16,34,19,4,26,0,1,63,10,27,1,2,66,4,64,3,31,2,46,2,47,5,43,4,47,6,51,3,39,7,70,1,25,4,63,2,34,1,27,0,1,2,13,19,38,27,0,1,7,8,13,44,28,0,22,28,15,7,28,1,4,13,23,31,28,1,10,14,22,25,76,1,19,4,76,6,7,11,76,5,9,10,30,1,45,24,76,1,8,15,93,0,1,0,0,0,1,1,4,48,0,4,3,2,1,6,7,2,0,1,7,5,3,4,7,33,4,63,0,0,33,0,2,23,23,10,9,0,0,33,2,59,6,0,33,1,27,12,16,5,6,2.945945945945946,2.2601124105026518,3.090909090909091,1.8140862964338522,15.9140625,4.538682669782514,2.7301587301587302,1.9193946391636023
ET,ETH,Ethiopia,Oromia,2021-01-01,2020-12-24,100,3,621527.693384662,1,244568.590625447,53,94,17577031.17095048,55,7,4,89,8,13,79,7,3,90,6,5,89,6,6,88,7,8,85,6,8,86,6,5,89,7,6,87,8,6,86,6,5,89,7,14,79,9,5,86,7,15,78,96,1,2,1,87,2,8,3,97,0,2,1,95,3,1,1,94,2,3,1,92,3,3,2,92,2,5,1,95,0,2,3,94,2,3,1,94,2,3,1,95,0,2,3,86,1,6,7,95,1,3,1,85,2,10,3,4,2,23,71,80,0,9,11,7,2,29,62,71,0,6,23,94,2,4,0,94,0,1,5,0,99,0,0,1,17,0,34,49,100,15,0,47,21,6,11,20,5,35,17,23,20,11,42,12,15,20,9,56,9,6,20,7,47,17,9,20,12,15,5,48,68,7,15,10,68,14,5,13,68,17,3,12,68,15,2,15,68,13,6,13,68,14,5,13,89,1,2,8,89,1,1,9,89,1,1,9,89,1,2,8,89,1,2,8,89,1,4,6,89,1,2,8,96,1,0,3,96,1,2,1,96,1,3,0,96,2,1,1,96,2,2,0,24,7,39,30,24,8,54,14,24,9,51,16,24,10,36,30,24,11,28,37,24,9,39,28,27,0,37,36,63,1,15,11,5,5,28,1,4,20,30,17,28,1,56,15,28,4,26,42,28,0,20,23,17,4,7,1,28,1,11,15,33,12,29,0,17,30,18,6,29,1,6,59,5,31,4,4,53,8,62,2,26,10,48,2,29,21,51,2,26,21,66,2,21,11,74,2,17,7,63,1,25,11,34,3,1,5,13,14,30,34,0,2,8,12,16,28,35,2,27,19,6,11,35,1,14,23,10,17,35,0,26,17,13,9,58,5,31,6,58,12,21,9,58,10,22,10,36,0,43,21,79,0,6,15,95,0,2,0,0,1,0,0,2,53,3,2,3,12,0,3,10,1,0,5,2,3,0,0,3,41,3,56,0,0,41,2,7,34,13,2,1,0,0,45,4,14,31,6,45,3,29,18,2,3,0,3.189189189189189,2.816990492606504,2.7058823529411766,1.4901638283404002,13.89090909090909,6.1423626992078155,2.56,1.6801360489130466
ET,ETH,Ethiopia,Addis Abeba,2021-01-02,2020-12-30,100,1,255214.892470487,1,255214.892470487,37,96,13035138.869375907,60,4,3,93,3,10,87,4,1,95,2,11,87,4,11,85,4,11,85,3,7,90,4,3,93,3,5,92,4,4,92,3,8,89,4,13,83,4,4,92,4,19,77,97,0,2,1,90,1,4,5,99,1,0,0,89,1,4,6,89,1,6,4,89,1,5,5,93,0,3,4,97,1,2,0,95,1,2,2,96,1,1,2,92,1,6,1,87,1,4,8,96,0,1,3,81,1,11,7,4,0,16,80,85,1,4,10,6,2,35,57,66,0,6,28,94,2,4,0,94,1,4,1,0,96,2,2,0,15,1,28,56,100,8,2,49,26,5,10,11,5,45,18,21,11,11,52,14,12,11,10,59,12,8,11,10,54,15,10,11,13,20,13,43,73,8,10,9,73,8,6,13,73,10,10,7,73,10,4,13,73,9,6,12,73,10,3,14,61,3,1,35,61,3,2,34,61,3,4,32,61,3,2,34,61,3,3,33,61,3,12,24,61,3,4,32,85,0,1,14,85,0,5,10,85,0,5,10,85,0,2,13,85,0,4,11,20,4,34,42,20,6,53,21,20,4,55,21,20,4,48,28,20,4,29,47,20,3,37,40,21,1,40,38,60,0,20,15,2,3,24,0,0,9,31,36,24,2,73,1,27,0,13,60,27,0,47,19,4,2,0,1,27,0,15,11,27,20,27,1,17,34,17,4,27,0,1,61,11,28,1,2,65,4,66,3,29,2,47,2,46,5,45,4,45,6,52,3,37,8,71,1,24,4,63,2,34,1,29,0,1,2,13,19,36,29,0,1,7,8,12,43,30,0,22,23,17,8,30,1,4,12,24,29,30,1,11,13,20,25,76,1,20,3,76,6,7,11,76,5,8,11,33,1,42,24,76,1,8,15,93,0,1,0,0,0,1,1,4,51,0,4,3,2,1,5,7,2,0,0,7,4,3,4,7,37,4,59,0,0,37,0,2,22,23,8,8,0,0,37,2,55,6,0,37,1,26,11,14,5,6,2.888888888888889,2.2649853708487235,3,1.8856180831641267,15.908333333333333,4.642737783279795,2.711864406779661,1.9831257759825656
ET,ETH,Ethiopia,Oromia,2021-01-02,2020-12-24,100,3,621527.693384662,1,244568.590625447,48,94,17609669.42469746,52,7,4,89,9,13,78,7,3,90,7,5,88,6,6,88,7,8,85,6,8,86,6,3,91,7,6,87,8,6,86,6,5,89,8,14,78,9,5,86,7,15,78,96,1,2,1,87,2,8,3,97,0,2,1,95,3,1,1,94,2,3,1,92,3,3,2,92,2,5,1,97,0,1,2,94,2,3,1,94,2,3,1,95,0,2,3,86,1,6,7,95,1,3,1,85,2,10,3,4,2,22,72,81,0,9,10,7,2,28,63,72,0,5,23,95,2,3,0,95,0,1,4,0,99,0,0,1,16,0,35,49,100,16,0,45,22,6,11,21,4,36,17,22,21,11,41,12,15,21,10,53,10,6,21,8,44,17,10,21,12,15,5,47,68,7,15,10,68,14,5,13,68,16,3,13,68,14,2,16,68,12,6,14,68,13,5,14,89,1,2,8,89,1,1,9,89,1,1,9,89,1,2,8,89,1,2,8,89,1,4,6,89,1,2,8,96,1,0,3,96,1,2,1,96,1,3,0,96,2,1,1,96,2,2,0,27,7,36,30,27,8,52,13,27,9,49,15,27,10,35,28,27,11,27,35,27,9,38,26,30,0,36,34,64,1,15,10,5,5,31,1,4,19,28,17,31,1,53,15,31,4,25,40,31,0,18,23,16,4,7,1,31,1,11,15,30,12,32,0,16,29,17,6,32,1,6,57,4,34,4,4,51,7,65,2,24,9,50,2,28,20,53,2,25,20,67,2,20,11,75,2,17,6,64,1,24,11,37,3,1,5,12,14,28,37,0,2,8,11,15,27,38,2,26,18,5,11,38,1,14,23,8,16,38,0,25,17,11,9,59,5,30,6,59,12,20,9,59,10,21,10,39,0,41,20,80,0,6,14,95,0,2,0,0,1,0,0,2,55,3,2,2,11,0,3,10,1,0,5,2,3,0,0,3,44,3,53,0,0,44,2,6,32,13,2,1,0,0,48,4,13,29,6,48,3,26,18,2,3,0,2.942857142857143,2.4607848717175482,2.5625,1.4127396551853895,14.01923076923077,6.024428651179491,2.6382978723404253,1.6994312592733416
ET,ETH,Ethiopia,Addis Abeba,2021-01-03,2020-12-31,100,1,255214.892470487,1,255214.892470487,33,94,13441743.488373758,61,2,3,95,1,10,89,2,1,97,1,8,91,2,5,93,2,8,90,2,6,92,2,3,95,2,2,96,2,0,98,1,5,94,1,12,87,2,1,97,2,17,81,97,0,2,1,90,0,3,7,99,0,0,1,92,0,2,6,95,0,2,3,92,0,5,3,94,0,3,3,97,0,1,2,98,0,0,2,100,0,0,0,95,0,1,4,88,0,2,10,99,0,0,1,83,1,7,9,6,0,16,78,84,1,3,12,6,1,38,55,63,0,10,27,90,2,8,0,90,0,4,6,0,96,2,2,0,18,1,31,50,100,8,1,50,25,7,9,12,6,41,21,20,12,10,48,16,14,12,9,61,11,7,12,8,50,20,10,12,10,18,19,41,70,7,10,13,70,8,5,17,70,9,10,11,70,8,6,16,70,8,6,16,70,9,4,17,61,3,1,35,61,3,2,34,61,3,4,32,61,3,2,34,61,3,3,33,61,3,12,24,61,3,4,32,85,0,1,14,85,0,5,10,85,0,5,10,85,0,2,13,85,0,4,11,21,3,41,35,21,5,53,21,21,2,55,22,21,3,46,30,21,3,27,49,21,2,35,42,23,0,37,40,63,0,21,13,1,2,25,0,0,6,32,37,25,1,72,2,26,0,14,60,26,0,49,18,3,0,1,3,26,0,17,12,26,19,26,1,17,39,13,4,26,0,1,63,10,27,2,1,67,3,59,2,37,2,47,2,45,6,46,3,44,7,54,2,32,12,73,1,22,4,65,2,32,1,29,0,0,1,11,19,40,29,0,1,3,7,15,45,30,0,19,24,14,13,30,1,6,10,24,29,30,1,11,15,16,27,75,1,21,3,75,4,7,14,75,4,9,12,34,1,42,23,77,0,6,17,94,0,3,0,0,0,1,0,2,52,0,4,2,1,1,5,6,2,0,0,7,6,2,4,8,37,3,59,1,0,37,0,1,20,30,7,5,0,0,37,2,52,7,2,37,0,24,17,13,4,5,2.6774193548387095,2.226912612777214,2.3333333333333335,1.9227505550564006,14.708333333333334,5.33638904340743,3.0847457627118646,2.0366312244964244
ET,ETH,Ethiopia,Oromia,2021-01-03,2020-12-24,100,3,621527.693384662,1,244568.590625447,43,93,17675712.86874862,54,7,5,88,9,11,80,7,3,90,7,5,88,6,5,89,7,8,85,6,7,87,6,3,91,7,4,89,8,4,88,6,5,89,8,15,77,9,3,88,7,14,79,95,1,2,2,89,2,8,1,97,0,2,1,95,3,0,2,95,2,2,1,92,3,3,2,93,2,4,1,97,0,1,2,96,2,2,0,96,2,2,0,95,0,2,3,85,1,7,7,97,1,2,0,86,2,9,3,5,2,21,72,82,0,8,10,8,2,26,64,74,0,5,21,95,3,2,0,95,0,2,3,0,98,0,1,1,17,0,34,49,100,17,0,52,19,2,10,19,5,40,17,19,19,11,43,13,14,19,10,56,11,4,19,8,47,17,9,19,12,15,5,49,69,7,15,9,69,13,4,14,69,15,2,14,69,13,2,16,69,10,6,15,69,11,7,13,89,1,2,8,89,1,1,9,89,1,1,9,89,1,2,8,89,1,2,8,89,1,4,6,89,1,2,8,96,1,0,3,96,1,2,1,96,1,3,0,96,2,1,1,96,2,2,0,24,8,38,30,24,8,52,16,24,9,52,15,24,10,36,30,24,11,30,35,24,9,39,28,27,0,39,34,61,1,17,10,6,5,28,1,4,18,31,18,28,2,57,13,28,4,29,39,28,0,15,24,19,4,9,1,28,1,12,14,31,14,30,0,15,27,20,8,30,2,5,59,4,32,6,3,51,8,63,2,24,11,50,2,27,21,50,2,27,21,66,2,19,13,72,2,17,9,63,1,25,11,35,2,1,5,12,15,30,35,0,1,8,12,15,29,36,2,27,19,5,11,36,1,14,22,11,16,36,1,25,17,12,9,59,5,31,5,59,12,19,10,59,10,21,10,37,1,42,20,80,0,4,16,97,0,1,0,0,0,0,0,2,56,3,2,2,7,0,3,10,1,0,5,3,3,0,0,5,42,4,54,0,0,42,3,4,32,16,2,1,0,0,46,5,12,30,7,46,4,28,16,2,3,1,3.032258064516129,2.57531708038372,2.4,1.5491933384829668,14.01923076923077,6.150053035369551,2.6875,1.5731287431590562
ET,ETH,Ethiopia,Addis Abeba,2021-01-04,2020-12-31,100,1,255214.892470487,1,255214.892470487,34,94,13403983.30637014,61,2,3,95,1,10,89,2,1,97,1,9,90,2,5,93,2,9,89,2,6,92,2,3,95,2,2,96,2,0,98,1,5,94,1,12,87,2,1,97,2,15,83,97,0,2,1,90,0,3,7,99,0,0,1,91,0,3,6,95,0,2,3,91,0,6,3,94,0,3,3,97,0,1,2,98,0,0,2,100,0,0,0,95,0,1,4,88,0,2,10,99,0,0,1,85,1,7,7,6,0,17,77,83,1,4,12,6,1,38,55,63,0,10,27,90,2,8,0,90,0,4,6,0,96,2,2,0,18,1,31,50,100,8,2,50,24,7,9,12,6,40,21,21,12,9,49,16,14,12,8,60,13,7,12,7,50,21,10,12,9,18,19,42,70,6,10,14,70,8,4,18,70,8,10,12,70,7,6,17,70,7,6,17,70,8,5,17,61,3,1,35,61,3,2,34,61,3,4,32,61,3,2,34,61,3,3,33,61,3,12,24,61,3,4,32,85,0,1,14,85,0,5,10,85,0,5,10,85,0,2,13,85,0,4,11,21,2,41,36,21,4,54,21,21,2,55,22,21,2,47,30,21,2,27,50,21,2,35,42,23,0,38,39,62,0,22,13,1,2,24,0,0,6,33,37,24,1,73,2,25,0,15,60,25,0,49,19,3,0,1,3,25,0,17,14,25,19,25,1,16,41,13,4,25,0,1,64,10,26,2,1,68,3,59,2,37,2,46,2,46,6,46,3,44,7,53,2,33,12,73,1,21,5,65,1,33,1,28,0,0,1,11,19,41,28,0,1,3,7,16,45,30,0,19,25,13,13,30,1,6,10,25,28,30,1,11,15,16,27,75,1,20,4,75,4,8,13,75,4,10,11,34,1,42,23,77,0,6,17,94,0,3,0,0,0,1,0,2,52,0,4,1,1,1,5,6,2,0,0,7,6,2,4,9,37,3,59,1,0,37,0,1,21,30,6,5,0,0,37,3,51,7,2,37,1,24,17,13,3,5,2.806451612903226,2.2423106362070606,2.230769230769231,1.8776690404970269,14.658333333333335,5.319050879610667,3.0344827586206895,2.0171676968565055
ET,ETH,Ethiopia,Oromia,2021-01-04,2020-12-24,100,3,621527.693384662,1,244568.590625447,43,93,17675712.86874862,54,7,5,88,9,11,80,7,3,90,7,5,88,6,5,89,7,8,85,6,7,87,6,3,91,7,4,89,8,4,88,6,5,89,8,15,77,9,3,88,7,14,79,95,1,2,2,89,2,8,1,97,0,2,1,95,3,0,2,95,2,2,1,92,3,3,2,93,2,4,1,97,0,1,2,96,2,2,0,96,2,2,0,95,0,2,3,85,1,7,7,97,1,2,0,86,2,9,3,5,2,21,72,82,0,8,10,8,2,26,64,74,0,5,21,95,3,2,0,95,0,2,3,0,98,0,1,1,17,0,34,49,100,17,0,52,19,2,10,19,5,40,17,19,19,11,43,13,14,19,10,56,11,4,19,8,47,17,9,19,12,15,5,49,69,7,15,9,69,13,4,14,69,15,2,14,69,13,2,16,69,10,6,15,69,11,7,13,89,1,2,8,89,1,1,9,89,1,1,9,89,1,2,8,89,1,2,8,89,1,4,6,89,1,2,8,96,1,0,3,96,1,2,1,96,1,3,0,96,2,1,1,96,2,2,0,24,8,38,30,24,8,52,16,24,9,52,15,24,10,36,30,24,11,30,35,24,9,39,28,27,0,39,34,61,1,17,10,6,5,28,1,4,18,31,18,28,2,57,13,28,4,29,39,28,0,15,24,19,4,9,1,28,1,12,14,31,14,30,0,15,27,20,8,30,2,5,59,4,32,6,3,51,8,63,2,24,11,50,2,27,21,50,2,27,21,66,2,19,13,72,2,17,9,63,1,25,11,35,2,1,5,12,15,30,35,0,1,8,12,15,29,36,2,27,19,5,11,36,1,14,22,11,16,36,1,25,17,12,9,59,5,31,5,59,12,19,10,59,10,21,10,37,1,42,20,80,0,4,16,97,0,1,0,0,0,0,0,2,56,3,2,2,7,0,3,10,1,0,5,3,3,0,0,5,42,4,54,0,0,42,3,4,32,16,2,1,0,0,46,5,12,30,7,46,4,28,16,2,3,1,3.032258064516129,2.57531708038372,2.4,1.5491933384829668,14.01923076923077,6.150053035369551,2.6875,1.5731287431590562
ET,ETH,Ethiopia,Addis Abeba,2021-01-13,2021-01-01,100,0,0,0,0,40,98,13385697.342413949,69,1,2,97,0,8,92,1,1,98,0,6,94,1,4,95,1,8,91,2,6,92,1,4,95,1,3,96,1,0,99,0,5,95,0,9,91,1,0,99,1,11,88,98,0,1,1,92,0,2,6,99,0,0,1,94,0,3,3,96,0,1,3,92,0,4,4,94,0,3,3,96,0,1,3,97,0,0,3,100,0,0,0,95,0,1,4,91,0,1,8,100,0,0,0,89,0,5,6,2,0,22,76,78,1,5,16,2,1,42,55,59,0,10,31,90,1,9,0,90,0,5,5,0,95,2,2,1,14,1,33,52,100,4,2,42,31,13,8,8,5,41,22,24,8,7,46,23,16,8,7,58,17,10,8,5,46,27,14,8,7,16,20,49,68,5,12,15,68,7,5,20,68,6,12,14,68,6,7,19,68,7,6,19,68,6,6,20,71,3,0,26,71,3,1,25,71,3,3,23,71,3,2,24,71,3,1,25,71,3,9,17,71,3,3,23,89,0,1,10,89,0,4,7,89,0,4,7,89,0,2,9,89,0,3,8,15,2,46,37,15,2,55,28,15,1,55,29,15,2,46,37,15,1,26,58,15,2,37,46,17,0,39,44,61,1,24,10,2,2,18,0,0,8,40,34,18,0,78,4,18,0,18,64,18,0,50,23,5,0,1,3,18,1,17,17,30,17,18,0,17,45,16,4,18,0,0,73,9,20,1,1,74,4,54,0,42,4,45,0,50,5,46,1,46,7,54,0,36,10,74,0,22,4,63,0,34,3,22,1,0,1,15,14,47,22,1,1,4,8,15,49,24,1,18,26,16,15,24,2,8,14,22,30,24,2,14,22,15,23,65,1,29,5,65,4,9,22,65,4,16,15,27,2,41,30,70,0,12,18,88,0,6,0,1,0,1,0,4,47,2,5,5,2,0,7,4,2,0,0,9,5,1,2,9,29,1,67,3,0,29,0,2,23,37,5,4,0,0,30,1,59,6,4,30,1,26,23,15,3,2,2.566666666666667,2.1444930810596343,2.0588235294117645,1.1440382552221602,15.037878787878785,5.234729150337129,3.121212121212121,2.0866989131909652
ET,ETH,Ethiopia,Oromia,2021-01-13,2020-12-25,100,3,621527.693384662,1,244568.590625447,44,92,17695352.783581633,58,5,5,90,7,8,85,5,2,93,7,5,88,6,5,89,6,7,87,5,7,88,5,3,92,5,4,91,7,5,88,5,5,90,8,13,79,8,2,90,6,13,81,95,1,2,2,92,2,5,1,98,0,1,1,95,3,0,2,95,2,1,2,93,3,3,1,93,2,3,2,97,0,2,1,96,2,1,1,95,2,2,1,95,0,2,3,87,1,5,7,98,1,1,0,87,2,10,1,6,2,21,71,82,0,9,9,9,2,30,59,70,0,7,23,93,3,4,0,93,0,2,5,0,98,0,1,1,20,1,34,45,100,15,0,58,17,2,8,16,5,46,17,16,16,10,47,15,12,16,8,60,12,4,16,8,48,19,9,16,12,18,6,48,68,7,14,11,68,13,2,17,68,13,3,16,68,13,0,19,68,9,6,17,68,11,6,15,89,1,2,8,89,1,1,9,89,1,1,9,89,1,2,8,89,1,2,8,89,1,4,6,89,1,2,8,96,1,0,3,96,1,2,1,96,1,3,0,96,2,1,1,96,2,2,0,21,7,42,30,21,9,55,15,21,10,55,14,21,10,42,27,21,10,34,35,21,10,42,27,24,0,40,36,60,1,18,10,8,3,24,1,1,17,34,23,24,2,63,11,24,3,36,37,24,0,21,23,19,4,8,1,24,2,12,13,33,16,26,1,19,31,18,5,26,2,5,64,3,29,6,3,54,8,59,2,28,11,47,2,31,20,47,2,31,20,60,2,24,14,68,2,20,10,60,1,27,12,31,3,1,4,11,17,33,31,1,1,5,13,19,30,32,2,29,19,6,12,32,1,11,22,14,20,32,1,24,17,14,12,60,4,32,4,60,10,20,10,60,11,19,10,33,3,43,21,79,0,4,17,97,0,2,0,0,0,0,0,1,55,3,3,2,7,0,2,12,1,0,4,3,3,0,0,5,38,4,57,0,1,38,3,4,35,17,2,1,0,0,42,5,11,35,7,42,5,30,18,1,3,1,3.037037037037037,2.766301077688698,2.5714285714285716,1.650840611711114,13.821428571428571,6.9572908595153695,2.54,1.692842073471204
