ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B11..99,B11..77,B11.1,B11.2,V1..99,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
FI,FIN,Finland,Pohjanmaa,2020-12-26,2020-12-21,100,0,0,0,0,6,95,481235.8898567311,80,0,0,100,0,6,94,0,2,98,0,26,74,0,16,84,0,14,86,0,6,94,0,2,98,0,1,99,0,2,98,0,4,96,0,12,88,0,1,99,0,6,94,100,0,0,0,94,0,2,4,98,0,0,2,74,0,3,23,84,0,2,14,86,0,2,12,94,0,0,6,98,0,1,1,99,0,0,1,98,0,1,1,96,0,1,3,88,0,2,10,99,0,0,1,94,0,2,4,5,0,4,91,96,0,1,3,5,4,24,67,76,0,8,16,92,1,7,0,92,0,8,0,100,0,0,18,2,2,78,100,0,0,0,0,9,0,43,34,11,3,19,2,24,50,5,19,5,36,38,2,19,5,33,35,8,19,5,35,37,4,19,6,14,40,21,0,98,0,0,2,98,0,0,2,98,1,0,1,98,1,0,1,98,1,0,1,98,2,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,11,0,16,73,11,1,59,29,11,0,23,66,11,0,59,30,11,0,2,87,11,0,3,86,11,1,56,32,44,33,19,4,0,11,1,2,4,28,54,11,0,89,0,13,0,16,71,13,0,48,26,5,4,2,2,13,0,12,17,41,17,13,1,13,50,19,4,13,0,24,61,2,14,0,27,57,2,84,0,13,3,41,0,58,1,77,0,21,2,41,0,24,35,98,0,2,0,97,0,3,0,14,1,0,1,6,17,61,14,0,0,5,8,11,62,14,2,14,32,33,5,14,0,0,3,10,73,14,0,6,14,18,48,80,2,13,5,80,4,2,14,80,2,7,11,14,1,53,32,68,1,8,23,94,0,1,0,2,2,0,0,1,41,0,1,5,2,2,1,1,12,8,0,2,7,2,2,6,8,18,0,43,38,0,1,18,0,7,14,15,15,20,8,3,20,0,33,11,36,20,0,35,21,18,5,1,10.06060606060606,11.24149510168519,1.5,0.5773502691896257,11.153333333333334,6.077191148240464,2.5875,1.4292934432213151
FI,FIN,Finland,Uusimaa,2020-12-26,2020-12-26,152,0,0,0,0,12,150,1073690.394236619,130,1,0,151,1,21,130,2,2,148,1,23,128,1,46,105,0,21,131,1,11,140,1,2,149,1,5,146,1,1,150,0,3,149,1,18,133,1,5,146,2,10,140,152,0,0,0,131,0,5,16,150,0,1,1,129,0,4,19,106,0,12,34,131,0,4,17,141,0,5,6,150,0,0,2,147,0,0,5,151,0,0,1,149,0,2,1,134,0,3,15,147,0,3,2,142,0,3,7,2,0,7,143,145,0,3,4,3,0,66,83,86,0,15,51,137,0,14,1,137,1,14,0,151,0,1,18,1,4,129,152,0,0,0,0,9,1,99,29,10,4,12,2,52,81,5,12,4,85,46,5,12,2,85,47,6,12,4,84,44,8,12,5,29,81,25,0,150,0,1,1,150,0,0,2,150,0,0,2,150,0,0,2,150,0,1,1,150,0,0,2,152,0,0,0,152,0,0,0,152,0,0,0,152,0,0,0,152,0,0,0,152,0,0,0,152,0,0,0,152,0,0,0,152,0,0,0,152,0,0,0,152,0,0,0,152,0,0,0,12,0,13,127,12,0,68,72,12,0,25,115,12,0,76,64,12,2,6,132,12,1,19,120,13,0,67,72,85,45,20,1,1,13,1,0,11,57,70,13,0,139,0,13,1,12,126,13,0,75,42,12,3,6,1,13,0,30,34,67,8,13,1,30,67,36,5,13,0,68,70,1,13,1,65,72,1,139,0,10,3,84,0,64,4,127,0,23,2,77,0,23,52,146,0,4,2,133,0,16,3,14,0,0,1,10,28,99,14,0,2,1,6,31,98,14,1,12,67,48,10,14,0,0,3,14,121,14,0,5,19,32,82,128,0,18,6,128,1,2,21,128,1,5,18,15,0,83,54,98,0,22,32,132,0,1,0,5,3,0,0,11,50,0,0,3,3,15,0,4,13,5,0,3,24,7,2,6,17,21,1,54,74,1,1,21,0,7,23,28,23,26,17,7,21,1,81,32,17,21,1,39,40,38,8,5,7.657894736842105,11.46304512373444,1.7142857142857142,1.1126972805283737,13.818897637795276,5.187618536162851,2.5307692307692307,1.4207131168136038
FI,FIN,Finland,Varsinais-Suomi,2020-12-26,2020-12-23,100,0,0,0,0,16,95,459711.78872702975,79,0,0,100,0,7,93,0,1,99,1,11,88,0,25,75,0,12,88,0,6,94,0,1,99,0,3,97,0,1,99,0,2,98,0,15,85,0,7,93,0,6,94,100,0,0,0,93,0,1,6,99,0,0,1,89,0,5,6,75,1,6,18,88,1,3,8,94,0,3,3,99,0,0,1,97,1,2,0,99,1,0,0,98,0,2,0,85,0,2,13,93,0,3,4,94,1,3,2,5,0,6,89,94,0,1,5,6,0,40,54,60,1,10,29,90,1,9,0,90,0,10,0,100,0,0,17,2,2,79,100,0,0,0,0,7,0,53,23,8,9,9,1,35,46,9,9,2,58,27,4,9,3,47,35,6,9,4,46,33,8,9,4,14,46,27,0,98,0,0,2,98,0,0,2,98,0,1,1,98,0,0,2,98,0,0,2,98,0,0,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,12,0,18,70,12,0,50,38,12,0,18,70,12,0,51,37,12,0,2,86,12,0,3,85,12,0,47,41,53,37,10,0,0,12,0,0,3,30,55,12,0,88,0,12,0,10,78,12,0,41,35,6,2,2,2,12,0,15,26,38,9,12,0,20,48,15,5,13,0,35,51,1,15,0,36,48,1,82,0,11,7,50,0,48,2,82,0,17,1,49,0,13,38,98,0,2,0,97,0,3,0,17,0,0,2,8,20,53,17,0,0,1,10,12,60,18,1,8,38,27,8,18,0,0,4,7,71,18,0,3,15,21,43,82,0,13,5,82,0,1,17,82,0,4,14,19,0,49,32,68,0,13,19,87,0,3,0,0,3,0,0,7,38,0,1,3,4,7,2,6,11,5,1,3,7,3,1,1,7,19,0,33,46,0,2,19,0,7,14,19,20,14,3,4,20,2,32,24,22,20,1,21,24,19,12,3,4.644444444444445,6.292692571386257,3,1.58113883008419,13.441558441558444,5.62067027865966,2.628205128205128,1.3685614246208948
FI,FIN,Finland,Pirkanmaa,2020-12-27,2020-12-24,100,0,0,0,0,13,98,953443.829745337,85,1,0,99,0,13,87,0,4,96,1,14,85,1,29,70,2,14,84,1,7,92,0,1,99,0,6,94,1,0,99,0,2,98,1,9,90,1,4,95,0,11,89,100,0,0,0,87,0,5,8,96,0,1,3,86,0,2,12,71,0,8,21,86,0,4,10,93,0,4,3,99,0,0,1,94,0,0,6,100,0,0,0,98,0,0,2,91,0,4,5,96,0,3,1,89,0,5,6,2,0,7,91,93,0,2,5,2,0,39,59,61,0,1,38,99,0,1,0,99,0,1,0,100,0,0,3,1,1,95,100,0,0,0,0,4,0,53,28,10,5,7,1,26,59,7,7,4,44,39,6,7,4,42,41,6,7,4,47,35,7,7,4,15,54,20,0,99,1,0,0,99,0,1,0,99,1,0,0,99,1,0,0,99,0,1,0,99,1,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,8,0,14,78,8,0,48,44,8,0,20,72,8,0,56,36,8,0,1,91,8,0,6,86,9,0,45,46,55,30,13,1,1,9,0,1,5,28,57,9,0,89,2,11,2,14,73,11,0,40,36,5,0,7,1,11,0,16,20,39,14,11,0,18,44,20,7,11,0,46,42,1,12,0,41,42,5,86,0,13,1,52,0,42,6,80,0,14,6,44,0,17,39,99,0,0,1,94,0,4,2,14,0,0,1,10,14,61,14,0,0,1,11,16,58,14,0,6,36,38,6,14,0,0,3,8,75,14,0,6,9,24,47,85,0,12,3,85,1,2,12,85,0,4,11,14,0,48,38,62,0,15,23,85,0,1,0,2,2,1,2,7,37,0,1,5,2,7,0,0,15,5,0,3,9,2,1,4,9,15,3,26,54,1,1,15,0,6,14,15,21,14,14,1,15,0,41,24,20,15,0,25,25,19,10,6,5.956521739130435,9.598510351413056,2.2,1.6431676725154984,14.156626506024098,5.0060498221867205,2.630952380952381,1.4871316444167235
FI,FIN,Finland,Pohjanmaa,2020-12-27,2020-12-22,100,0,0,0,0,4,96,470263.6785440906,81,0,0,100,0,7,93,0,2,98,0,26,74,0,17,83,0,15,85,0,6,94,0,2,98,0,1,99,0,2,98,0,5,95,0,10,90,0,0,100,0,9,91,100,0,0,0,93,0,2,5,98,0,0,2,74,1,4,21,83,1,2,14,85,0,3,12,94,0,1,5,98,0,1,1,99,0,0,1,98,1,1,0,95,0,2,3,90,0,1,9,100,0,0,0,91,1,2,6,4,0,3,93,97,0,1,2,4,5,20,71,80,0,7,13,93,1,6,0,93,0,7,0,100,0,0,17,2,1,80,100,0,0,0,0,9,0,41,37,9,4,10,3,28,54,5,10,7,40,41,2,10,6,37,40,7,10,6,37,42,5,10,7,12,50,21,0,99,0,0,1,99,0,0,1,99,1,0,0,99,1,0,0,99,1,0,0,99,1,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,10,1,14,75,10,2,56,32,10,1,23,66,10,1,61,28,10,1,2,87,10,1,3,86,11,1,59,29,41,36,19,4,0,11,1,2,5,29,52,11,0,89,0,12,0,15,73,12,0,50,23,5,5,3,2,12,0,10,19,44,15,12,1,13,52,19,3,12,0,24,61,3,13,1,28,57,1,86,0,10,4,44,0,54,2,77,0,20,3,39,0,25,36,98,0,2,0,97,0,3,0,14,1,0,1,6,17,61,14,0,0,5,6,10,65,14,2,11,38,29,6,14,0,0,3,6,77,14,0,5,13,20,48,82,2,12,4,82,5,1,12,82,2,7,9,14,1,53,32,68,0,9,23,93,0,1,0,1,2,0,0,3,41,0,1,2,2,2,1,2,12,10,0,2,7,2,2,6,8,18,0,46,35,0,1,18,0,6,11,17,16,17,12,3,19,0,35,8,38,19,0,38,18,18,5,2,8.571428571428571,10.469242666822025,1.3333333333333333,0.5773502691896257,11.019736842105264,6.158701589065498,2.5555555555555554,1.3693063937629153
FI,FIN,Finland,Pohjois-Pohjanmaa,2020-12-27,2020-12-22,100,0,0,0,0,6,97,1719491.198175286,80,0,0,100,0,6,94,0,0,100,0,12,88,0,17,83,1,9,90,0,6,94,0,0,100,0,1,99,1,0,99,0,4,96,0,12,88,0,1,99,0,17,83,100,0,0,0,94,0,3,3,100,0,0,0,88,0,2,10,83,0,5,12,91,0,1,8,94,1,0,5,100,0,0,0,99,1,0,0,100,0,0,0,96,0,1,3,88,0,1,11,99,0,0,1,83,0,7,10,3,0,3,94,97,0,0,3,3,0,28,69,72,0,5,23,95,0,5,0,95,0,5,0,100,0,0,8,1,0,91,100,0,0,0,0,5,0,57,27,7,4,9,1,32,52,6,9,1,48,37,5,9,2,42,37,10,9,1,43,38,9,9,2,13,56,20,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,10,0,19,71,10,0,53,37,10,0,23,67,10,0,56,34,10,0,5,85,10,0,5,85,11,0,43,46,57,32,9,1,1,11,0,1,7,32,49,11,1,88,0,14,1,12,73,14,0,51,22,9,0,1,3,14,0,24,23,28,11,14,0,19,47,20,0,14,0,36,48,2,15,0,39,45,1,82,0,12,6,48,0,49,3,78,1,19,2,45,0,11,44,95,0,2,3,95,0,3,2,16,0,0,0,11,21,52,16,0,0,3,7,19,55,18,0,5,42,26,9,18,0,1,2,4,75,18,0,2,11,26,43,87,2,8,3,87,3,2,8,87,1,5,7,18,0,53,29,71,0,11,18,90,0,0,1,1,3,0,1,4,37,0,1,2,4,8,0,1,12,4,0,2,11,6,1,3,8,19,1,34,45,0,1,19,0,8,15,14,25,9,4,6,20,2,35,25,18,20,0,27,10,19,14,10,7.4324324324324325,10.131196431870283,2.5,2.1213203435596424,14.448717948717949,4.744504506302318,2.7848101265822787,1.6066439466098856
FI,FIN,Finland,Uusimaa,2020-12-27,2020-12-27,143,1,2694.2177772889104,0,0,8,140,873001.8122064797,129,0,1,142,0,16,127,0,4,139,0,17,126,0,36,107,0,17,126,0,12,131,0,4,139,0,3,140,0,2,141,0,5,138,1,22,120,0,6,137,0,23,120,142,0,0,1,127,0,5,11,139,0,1,3,126,0,4,13,107,0,10,26,126,0,4,13,131,0,6,6,139,0,2,2,140,0,0,3,141,0,0,2,138,0,1,4,121,0,1,21,137,1,3,2,120,0,6,17,3,0,5,135,138,0,2,3,3,3,58,79,85,0,10,48,133,0,10,0,133,0,10,0,143,0,0,16,2,4,121,143,0,0,0,0,3,1,87,40,5,7,6,1,45,84,7,6,2,80,51,4,6,2,66,61,8,6,2,73,56,6,6,2,24,83,28,0,139,0,1,3,139,0,0,4,139,0,2,2,139,0,0,4,139,0,0,4,139,0,3,1,143,0,0,0,143,0,0,0,143,0,0,0,143,0,0,0,143,0,0,0,143,0,0,0,143,0,0,0,143,0,0,0,143,0,0,0,143,0,0,0,143,0,0,0,143,0,0,0,8,0,22,113,8,0,84,51,8,0,46,89,8,0,83,52,8,0,7,128,8,0,25,110,8,0,61,74,82,46,11,3,1,8,1,1,11,59,63,8,0,135,0,8,2,7,126,8,0,65,50,5,8,4,3,8,0,23,33,65,14,8,0,19,82,27,7,9,0,63,68,3,10,0,72,59,2,121,1,17,4,59,2,72,10,97,1,34,11,60,2,23,58,136,0,4,3,118,0,22,3,11,0,1,1,8,25,97,11,0,0,4,17,20,91,12,1,15,52,47,16,12,1,0,4,13,113,12,0,8,18,28,77,117,1,17,8,117,1,2,23,117,0,3,23,12,2,91,38,105,0,18,20,125,1,1,2,6,1,0,0,7,34,0,0,13,6,7,2,11,10,2,0,3,19,3,2,5,26,12,1,44,82,1,3,12,0,8,33,21,35,20,10,4,13,5,75,32,18,13,2,51,40,20,11,6,5.422972972972973,7.213809954112602,1.6,0.8944271909999159,13.939516129032258,5.37216279512253,2.328,1.3366785991476615
FI,FIN,Finland,Varsinais-Suomi,2020-12-27,2020-12-25,100,0,0,0,0,17,97,397522.3092609778,82,0,0,100,0,5,95,0,0,100,1,8,91,0,19,81,0,12,88,0,3,97,0,1,99,0,1,99,0,0,100,0,2,98,0,13,87,0,5,95,0,5,95,100,0,0,0,95,0,1,4,100,0,0,0,92,0,4,4,81,0,7,12,88,0,3,9,97,0,1,2,99,0,1,0,99,0,1,0,100,0,0,0,98,0,1,1,87,0,1,12,95,0,3,2,95,0,4,1,3,0,6,91,94,0,2,4,3,1,40,56,60,1,11,28,89,1,10,0,89,0,11,0,100,0,0,16,0,0,84,100,0,0,0,0,4,0,52,27,10,7,6,1,36,50,7,6,1,57,33,3,6,3,46,39,6,6,3,47,36,8,6,3,16,50,25,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,7,0,17,76,7,0,39,54,7,0,15,78,7,0,57,36,7,0,3,90,7,0,4,89,7,0,57,36,43,41,14,2,0,7,0,0,5,32,56,7,0,93,0,8,0,8,84,8,0,40,32,10,4,5,1,8,0,19,20,41,12,8,0,21,46,22,3,8,0,36,54,2,12,0,40,48,0,83,0,11,6,61,0,35,4,85,0,11,4,43,0,10,47,97,0,1,2,96,0,4,0,14,1,0,2,5,18,60,14,1,0,1,8,14,62,15,2,7,34,33,9,15,0,0,3,7,75,15,0,3,11,25,46,86,0,9,5,86,0,0,14,86,0,0,14,16,0,57,27,73,0,12,15,88,0,2,0,0,3,0,0,7,32,0,1,4,4,4,4,6,14,7,1,3,6,4,1,1,8,17,0,38,44,0,1,17,0,6,16,17,23,13,5,3,18,3,29,27,23,18,1,13,23,29,12,4,6.864864864864866,9.732997032324176,2.8333333333333335,1.4719601443879744,13.925,5.350440653803518,2.95,1.4574123071085248
FI,FIN,Finland,Pirkanmaa,2020-12-28,2020-12-24,100,0,0,0,0,13,98,954120.9777357583,85,1,0,99,0,12,88,0,4,96,1,14,85,1,30,69,2,13,85,1,7,92,0,1,99,0,6,94,1,0,99,0,2,98,1,9,90,1,4,95,0,11,89,100,0,0,0,88,0,4,8,96,0,1,3,86,0,2,12,70,0,8,22,87,0,3,10,93,0,4,3,99,0,0,1,94,0,0,6,100,0,0,0,98,0,0,2,91,0,4,5,96,0,3,1,89,0,5,6,2,0,7,91,93,0,2,5,2,0,39,59,61,0,1,38,99,0,1,0,99,0,1,0,100,0,0,3,1,1,95,100,0,0,0,0,4,0,52,29,10,5,7,1,26,59,7,7,4,43,40,6,7,4,41,42,6,7,4,46,36,7,7,4,15,55,19,0,99,1,0,0,99,0,1,0,99,1,0,0,99,1,0,0,99,0,1,0,99,1,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,8,0,15,77,8,0,48,44,8,0,20,72,8,0,56,36,8,0,1,91,8,0,6,86,9,0,46,45,54,30,13,1,2,9,0,1,5,28,57,9,0,89,2,11,2,14,73,11,0,40,36,5,0,7,1,11,0,15,20,39,15,11,0,18,43,21,7,11,0,46,42,1,12,0,41,42,5,85,0,14,1,52,0,42,6,80,0,14,6,44,0,17,39,99,0,0,1,94,0,4,2,14,0,0,1,10,14,61,14,0,0,1,11,17,57,14,0,6,36,39,5,14,0,0,3,7,76,14,0,5,9,24,48,86,0,11,3,86,1,2,11,86,0,4,10,14,0,49,37,63,0,15,22,85,0,1,0,2,2,1,2,7,36,0,1,5,2,7,0,0,15,5,0,3,9,2,1,4,10,15,2,26,55,1,1,15,0,7,14,15,21,13,14,1,15,0,40,24,21,15,0,24,26,19,10,6,5.934782608695652,9.608797297645859,2.2,1.6431676725154984,14.168674698795181,4.9995591930285155,2.6547619047619047,1.4766785231389878
FI,FIN,Finland,Pohjanmaa,2020-12-28,2020-12-22,100,0,0,0,0,4,96,470263.6785440906,81,0,0,100,0,7,93,0,2,98,0,26,74,0,17,83,0,15,85,0,6,94,0,2,98,0,1,99,0,2,98,0,5,95,0,10,90,0,0,100,0,9,91,100,0,0,0,93,0,2,5,98,0,0,2,74,1,4,21,83,1,2,14,85,0,3,12,94,0,1,5,98,0,1,1,99,0,0,1,98,1,1,0,95,0,2,3,90,0,1,9,100,0,0,0,91,1,2,6,4,0,3,93,97,0,1,2,4,5,20,71,80,0,7,13,93,1,6,0,93,0,7,0,100,0,0,17,2,1,80,100,0,0,0,0,9,0,41,37,9,4,10,3,28,54,5,10,7,40,41,2,10,6,37,40,7,10,6,37,42,5,10,7,12,50,21,0,99,0,0,1,99,0,0,1,99,1,0,0,99,1,0,0,99,1,0,0,99,1,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,10,1,14,75,10,2,56,32,10,1,23,66,10,1,61,28,10,1,2,87,10,1,3,86,11,1,59,29,41,36,19,4,0,11,1,2,5,29,52,11,0,89,0,12,0,15,73,12,0,50,23,5,5,3,2,12,0,10,19,44,15,12,1,13,52,19,3,12,0,24,61,3,13,1,28,57,1,86,0,10,4,44,0,54,2,77,0,20,3,39,0,25,36,98,0,2,0,97,0,3,0,14,1,0,1,6,17,61,14,0,0,5,6,10,65,14,2,11,38,29,6,14,0,0,3,6,77,14,0,5,13,20,48,82,2,12,4,82,5,1,12,82,2,7,9,14,1,53,32,68,0,9,23,93,0,1,0,1,2,0,0,3,41,0,1,2,2,2,1,2,12,10,0,2,7,2,2,6,8,18,0,46,35,0,1,18,0,6,11,17,16,17,12,3,19,0,35,8,38,19,0,38,18,18,5,2,8.571428571428571,10.469242666822025,1.3333333333333333,0.5773502691896257,11.019736842105264,6.158701589065498,2.5555555555555554,1.3693063937629153
