ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C12..99,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
CL,CHL,Chile,Maule,2020-12-26,2020-12-25,100,1,8818.87926826395,0,0,31,90,939287.9646687811,66,1,1,98,1,13,86,2,1,97,1,10,89,1,19,80,1,9,90,1,5,94,1,3,96,1,2,97,3,2,95,2,5,93,1,17,82,3,3,94,1,13,86,99,0,1,0,87,1,5,7,99,0,0,1,90,0,5,5,81,0,9,10,91,1,5,3,95,0,3,2,97,0,2,1,98,0,0,2,98,0,2,0,95,0,4,1,83,1,7,9,97,0,2,1,87,0,5,8,10,0,13,77,87,0,2,11,10,2,34,54,67,0,10,23,90,0,9,1,90,0,9,1,100,0,0,0,23,0,6,71,100,0,0,0,0,13,0,35,33,9,10,15,4,47,18,16,15,7,55,14,9,15,5,51,15,14,15,6,43,17,19,15,7,11,17,50,94,2,1,3,94,3,0,3,94,2,2,2,94,4,1,1,94,2,2,2,94,3,1,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,17,0,28,55,17,0,47,36,17,0,12,71,17,0,46,37,17,0,8,75,17,0,15,68,19,1,46,34,54,0,28,13,3,2,20,1,1,6,31,41,20,0,80,0,21,0,11,68,21,0,73,1,0,1,0,4,21,0,10,26,29,14,22,1,24,41,8,4,100,100,72,0,27,1,53,0,47,0,88,0,12,0,54,0,25,21,92,0,4,4,86,0,12,2,22,0,0,4,8,19,47,22,0,0,3,8,21,46,24,1,41,21,8,5,24,0,11,13,31,21,24,0,12,24,26,14,64,1,23,12,64,7,17,12,64,6,21,9,24,0,50,26,74,0,7,19,93,0,2,0,0,2,0,0,3,43,0,9,3,2,11,0,3,4,4,0,3,1,1,2,1,13,30,2,29,39,0,0,30,0,4,19,18,14,10,4,1,33,1,39,15,12,33,1,5,19,24,15,3,2.903225806451613,2.0388696003697313,2.5,1.6787441193290353,11.306451612903226,6.11525560683808,3.515625,1.391495569750375
CL,CHL,Chile,Regi<c3><b3>n Metropolitana de Santiago,2020-12-26,2020-12-26,436,1,7596.34253344207,0,0,49,418,4412743.548113451,333,2,6,428,2,27,407,3,4,429,3,35,398,3,76,357,3,42,391,2,29,405,2,9,425,3,15,418,0,2,434,3,25,408,3,87,346,2,3,431,3,64,369,430,0,3,3,409,0,14,13,432,0,2,2,401,0,14,21,360,0,30,46,394,2,18,22,407,0,22,7,427,0,6,3,421,0,9,6,434,0,2,0,411,0,15,10,349,0,31,56,433,0,3,0,372,2,30,32,17,1,25,393,412,0,1,23,18,6,164,248,272,3,26,135,410,1,25,0,410,9,17,0,427,1,8,0,53,2,48,333,436,0,0,0,0,27,0,192,131,50,36,32,8,184,142,70,32,13,254,91,46,32,18,205,102,79,32,15,184,98,107,32,20,49,81,254,388,7,12,29,388,9,17,22,388,12,12,24,388,11,21,16,388,12,9,27,388,11,13,24,436,0,0,0,436,0,0,0,436,0,0,0,436,0,0,0,436,0,0,0,436,0,0,0,436,0,0,0,436,0,0,0,436,0,0,0,436,0,0,0,436,0,0,0,436,0,0,0,37,5,103,291,37,5,203,191,37,8,51,340,37,5,238,156,37,8,31,360,37,8,98,293,43,0,257,136,179,0,159,68,25,5,46,1,3,28,139,219,46,2,387,1,46,7,68,315,46,0,361,14,3,0,0,12,46,0,55,113,159,63,50,1,109,213,47,16,436,436,333,3,97,3,233,5,195,3,385,3,46,2,198,6,119,113,405,3,19,9,338,6,90,2,54,2,5,14,44,97,220,54,0,11,15,57,102,197,60,2,195,111,38,30,60,1,53,70,118,134,60,0,98,107,97,74,236,13,156,31,236,31,84,85,236,26,112,62,67,0,218,151,285,1,63,87,377,2,11,4,9,6,2,5,20,161,1,4,21,10,22,4,19,24,14,2,12,21,10,6,13,92,92,7,158,172,1,6,92,2,47,75,76,67,56,19,2,100,2,307,10,17,100,1,45,101,125,46,18,2.591715976331361,1.849756100986315,2.2,1.1964860832322377,11.194888178913738,6.083055443535152,3.338368580060423,1.5096685558709746
CL,CHL,Chile,Tarapac<c3><a1>,2020-12-26,2020-12-22,100,0,0,0,0,18,94,1009980.0789369766,67,0,0,100,0,8,92,0,3,97,1,10,89,0,19,81,1,9,90,0,9,91,0,5,95,0,1,99,0,3,97,0,6,94,0,22,78,0,1,99,0,19,81,100,0,0,0,92,0,2,6,97,0,3,0,90,0,3,7,81,0,10,9,91,0,2,7,91,0,6,3,95,0,1,4,99,0,1,0,97,0,3,0,94,0,3,3,78,0,9,13,99,0,1,0,81,0,11,8,6,0,11,83,89,0,4,7,7,2,39,52,61,1,15,23,85,0,15,0,85,2,13,0,98,1,1,0,25,0,10,65,100,0,0,0,0,9,0,42,27,15,7,11,4,39,30,16,11,2,50,26,11,11,2,40,25,22,11,2,38,27,22,11,2,10,19,58,91,1,4,4,91,2,2,5,91,2,2,5,91,2,1,6,91,1,3,5,91,1,1,7,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,12,1,27,60,12,1,67,20,12,1,27,60,12,1,45,42,12,1,6,81,12,0,25,63,14,0,51,35,49,0,37,13,1,0,14,0,0,6,23,57,14,0,86,0,16,2,13,69,16,0,79,3,0,0,0,2,16,0,16,30,27,11,17,1,28,45,6,3,100,100,73,0,27,0,33,1,65,1,73,0,27,0,55,0,34,11,94,0,5,1,75,0,25,0,20,0,1,3,15,11,50,20,0,2,6,13,17,42,20,0,41,23,10,6,20,0,13,17,25,25,20,0,16,27,22,15,57,2,28,13,57,3,15,25,57,3,27,13,23,0,40,37,63,1,18,18,82,1,3,1,2,2,0,1,8,43,0,1,5,5,6,4,1,3,0,5,2,2,3,1,5,14,30,1,30,38,0,1,30,0,10,16,15,15,9,2,3,32,1,64,3,0,32,0,8,20,22,12,6,2.8181818181818183,2.0031687371335383,1.7777777777777777,0.8333333333333334,10.796875,5.295040169519528,3.3030303030303036,1.300528850650877
CL,CHL,Chile,Valpara<c3><ad>so,2020-12-26,2020-12-26,172,1,4155.5323822277205,0,0,28,160,1310231.64737628,124,2,3,167,1,11,160,1,3,168,2,16,154,3,30,139,3,16,153,1,12,159,2,5,165,2,8,162,1,2,169,2,10,160,1,30,141,2,2,168,2,30,140,169,0,1,2,161,0,3,8,169,0,1,2,156,1,9,6,142,2,12,16,156,1,6,9,160,0,6,6,167,1,2,2,164,1,3,4,170,0,2,0,162,0,6,4,142,2,14,14,170,0,2,0,142,1,11,18,12,0,18,142,155,0,4,13,13,2,51,106,121,0,11,40,161,0,11,0,161,3,8,0,169,1,2,0,26,2,9,135,172,0,0,0,0,15,0,71,50,20,16,18,4,65,49,36,18,6,85,42,21,18,8,82,34,30,18,8,76,39,31,18,10,14,24,106,164,2,5,1,164,2,3,3,164,2,1,5,164,4,1,3,164,3,1,4,164,4,1,3,172,0,0,0,172,0,0,0,172,0,0,0,172,0,0,0,172,0,0,0,172,0,0,0,172,0,0,0,172,0,0,0,172,0,0,0,172,0,0,0,172,0,0,0,172,0,0,0,21,3,30,118,21,1,78,72,21,2,21,128,21,1,81,69,21,3,17,131,21,1,38,112,23,0,94,55,78,1,58,23,9,3,23,1,0,11,49,88,23,0,148,1,24,1,26,121,24,0,133,6,1,0,0,8,24,0,23,57,46,22,24,2,50,80,13,3,172,172,143,1,28,0,95,2,74,1,152,2,17,1,92,1,46,33,155,1,12,4,134,0,37,1,25,0,0,4,20,32,91,25,0,2,4,21,40,80,26,0,78,45,11,12,26,1,16,34,52,43,26,0,27,50,36,33,97,5,50,20,97,16,23,36,97,10,45,20,29,0,63,80,92,1,27,52,148,0,2,1,8,0,0,1,12,85,0,2,8,6,14,1,3,7,3,1,5,6,4,2,1,24,44,2,50,75,0,1,44,0,6,21,22,27,30,20,2,47,1,99,15,10,47,1,14,42,42,22,4,3.0508474576271185,1.888474377991301,1.8333333333333333,0.7177405625652734,10.911764705882353,6.295225207944809,3.283333333333333,1.5073117778078322
CL,CHL,Chile,-99,2020-12-27,2020-12-25,100,0,0,0,0,12,82,1015268.5426523245,41,2,1,97,3,4,93,3,4,93,2,4,94,3,10,87,3,9,88,2,4,94,2,2,96,2,3,95,3,1,96,3,3,94,3,11,86,1,2,97,4,9,87,99,0,0,1,96,0,3,1,96,0,1,3,96,0,0,4,90,0,5,5,91,1,1,7,96,0,0,4,98,0,1,1,97,0,0,3,99,0,0,1,97,0,3,0,89,0,7,4,98,0,1,1,91,1,7,1,17,1,7,75,93,0,2,5,21,5,22,52,79,1,8,12,92,0,8,0,92,1,6,1,99,0,1,0,36,1,7,56,100,0,0,0,0,23,2,35,18,12,10,25,8,35,16,16,25,14,39,13,9,25,17,39,8,11,25,16,38,8,13,25,15,9,10,41,94,1,3,2,94,2,1,3,94,1,3,2,94,2,2,2,94,2,2,2,94,1,3,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,26,7,20,47,26,4,47,23,26,10,15,49,26,7,30,37,26,8,9,57,26,7,18,49,30,0,37,33,63,0,22,8,6,1,30,1,0,2,29,38,30,1,68,1,31,1,9,59,31,0,65,3,0,0,0,1,31,0,22,12,18,17,31,2,28,26,7,6,100,100,81,1,18,0,54,1,44,1,86,1,13,0,71,1,18,10,91,0,6,3,83,0,17,0,31,0,0,2,5,13,49,31,0,0,3,6,23,37,33,1,35,20,5,6,33,1,14,13,18,21,33,0,21,17,14,15,65,2,26,7,65,9,12,14,65,7,21,7,36,0,27,37,63,0,20,17,83,1,4,2,3,1,1,1,4,57,1,1,6,3,8,0,0,3,3,1,3,1,2,2,1,8,52,1,14,33,0,0,52,0,3,5,2,8,19,7,4,57,3,33,4,3,57,1,7,13,10,6,6,3.1538461538461537,1.6251232694862383,3.5000000000000004,0.7071067811865476,9.806451612903226,5.558293232271394,3.4473684210526314,1.7351278233317977
CL,CHL,Chile,<c3><91>uble,2020-12-27,2020-12-24,100,0,0,0,0,25,96,861234.2800786798,70,0,1,99,3,9,88,2,2,96,1,8,91,1,19,80,1,7,92,1,14,85,1,1,98,2,2,96,1,1,98,2,5,93,0,16,84,2,1,97,2,20,78,99,0,0,1,91,0,3,6,98,0,1,1,92,0,4,4,81,0,11,8,93,0,5,2,86,0,5,9,99,0,1,0,98,1,1,0,99,0,0,1,95,0,1,4,84,0,3,13,99,0,1,0,80,0,10,10,4,0,13,83,87,0,1,12,5,3,25,67,75,0,5,20,95,0,4,1,95,0,5,0,100,0,0,0,14,1,11,74,100,0,0,0,0,10,0,44,31,11,4,11,7,32,33,17,11,7,56,22,4,11,5,51,19,14,11,7,37,24,21,11,8,10,16,55,89,3,3,5,89,6,3,2,89,6,1,4,89,5,2,4,89,5,1,5,89,5,1,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,11,1,20,68,11,1,40,48,11,1,11,77,11,0,33,56,11,1,9,79,11,1,14,74,12,0,46,42,54,0,31,14,0,1,14,0,0,8,21,57,14,1,85,0,14,0,17,69,14,0,82,2,1,0,0,1,14,0,20,28,24,14,15,1,34,42,6,2,100,100,81,0,19,0,61,0,38,1,90,1,9,0,68,1,16,15,92,1,4,3,87,0,13,0,15,0,1,2,14,18,50,15,0,2,3,15,20,45,17,0,49,20,4,10,17,0,12,18,24,29,17,0,19,25,19,20,57,2,30,11,57,5,17,21,57,5,23,15,18,0,36,46,54,0,23,23,78,1,2,1,1,6,0,2,9,42,0,7,6,1,6,1,1,8,2,0,3,4,3,0,0,16,27,0,23,50,0,0,27,0,14,17,12,12,11,5,2,29,2,44,10,15,29,0,6,16,34,13,2,3.4054054054054053,2.2664149303771888,2.2,0.9189365834726815,11.048387096774194,6.146243473155468,3.4782608695652173,1.3891247313260195
CL,CHL,Chile,Antofagasta,2020-12-27,2020-12-26,100,0,0,0,0,11,95,715536.4753705491,74,0,0,100,0,7,93,0,1,99,0,2,98,0,13,87,0,4,96,0,4,96,0,1,99,0,0,100,0,1,99,0,3,97,0,8,92,0,1,99,0,9,91,100,0,0,0,93,0,2,5,99,0,0,1,98,0,2,0,87,0,4,9,96,0,3,1,96,0,1,3,99,0,1,0,100,0,0,0,99,0,0,1,97,0,3,0,92,0,4,4,99,0,0,1,91,0,7,2,5,0,8,87,92,0,2,6,5,1,55,39,45,2,20,33,80,0,20,0,80,2,18,0,98,1,1,0,28,2,6,64,100,0,0,0,0,7,0,43,29,13,8,7,3,51,21,18,7,4,63,19,7,7,3,59,21,10,7,5,52,21,15,7,5,15,20,53,94,0,4,2,94,0,3,3,94,0,3,3,94,0,0,6,94,0,0,6,94,0,2,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,8,1,23,68,8,0,59,33,8,1,24,67,8,0,45,47,8,1,8,83,8,0,21,71,10,0,47,43,53,0,32,9,4,2,11,0,1,9,28,51,11,0,89,0,11,2,22,65,11,0,84,2,0,0,1,2,11,0,17,27,28,17,12,0,39,34,12,3,100,100,77,0,23,0,41,0,58,1,76,0,23,1,55,0,27,18,92,0,5,3,79,0,20,1,16,0,2,2,10,14,56,16,0,0,6,6,19,53,17,0,38,26,10,9,17,1,8,25,20,29,17,1,16,33,15,18,52,1,29,18,52,3,23,22,52,1,30,17,18,0,42,40,60,0,21,19,79,1,6,0,1,2,1,2,8,39,1,1,1,4,4,0,2,5,2,14,3,3,3,1,2,15,24,0,32,44,0,0,24,0,4,21,14,14,16,7,0,26,0,71,3,0,26,0,12,14,29,15,4,2.7857142857142856,2.0066028571830117,1.4285714285714286,0.7867957924694432,10.420289855072463,6.052237790081424,3.527027027027027,1.6404390739749883
CL,CHL,Chile,Araucan<c3><ad>a,2020-12-27,2020-12-26,100,0,0,0,0,28,90,849542.2122182768,66,1,0,99,0,5,95,0,4,96,1,17,82,1,18,81,0,13,87,0,6,94,1,2,97,0,3,97,1,1,98,0,9,91,0,18,82,0,1,99,1,22,77,100,0,0,0,95,0,2,3,96,0,2,2,83,1,8,8,82,0,4,14,87,1,8,4,94,0,3,3,98,0,1,1,97,0,1,2,99,0,1,0,91,1,4,4,82,1,9,8,99,0,0,1,78,1,16,5,9,1,13,77,88,0,2,10,11,2,32,55,68,0,7,25,93,0,7,0,93,2,5,0,98,0,2,0,20,0,9,71,100,0,0,0,0,12,0,35,30,15,8,15,3,34,30,18,15,6,49,16,14,15,6,42,18,19,15,7,30,26,22,15,9,9,16,51,91,1,3,5,91,3,1,5,91,3,2,4,91,3,1,5,91,2,0,7,91,3,1,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,16,1,22,61,16,1,51,32,16,1,11,72,16,1,42,41,16,1,6,77,16,1,13,70,17,0,45,38,55,0,30,11,2,2,17,1,0,2,31,49,17,1,82,0,19,0,16,65,19,0,71,3,1,0,1,5,19,0,12,31,31,7,20,0,35,38,6,1,100,100,79,0,21,0,50,1,49,0,89,0,11,0,58,0,22,20,94,0,5,1,87,0,13,0,20,0,1,1,9,21,48,20,0,1,4,6,17,52,22,0,42,26,5,5,22,0,10,23,20,25,22,0,24,28,14,12,51,5,33,11,51,7,19,23,51,3,24,22,25,0,35,40,60,0,17,23,85,0,4,0,2,2,0,0,7,50,0,0,2,4,6,1,2,5,4,0,1,4,0,2,4,15,30,4,35,31,0,0,30,1,6,17,13,18,11,3,1,32,0,35,15,18,32,1,7,24,23,10,3,2.6944444444444446,1.7698982124799387,2.3636363636363638,1.5015143870590966,11.348484848484848,6.269566109983944,3.227272727272727,1.3450245012976192
CL,CHL,Chile,Arica y Parinacota,2020-12-27,2020-12-22,100,3,14702.0381105656,1,7277.47533980404,13,88,581978.8743693669,71,1,6,93,1,8,91,0,6,94,1,14,85,1,16,83,1,17,82,1,13,86,1,5,94,1,4,95,1,2,97,1,14,85,1,22,77,1,3,96,2,19,79,94,0,5,1,92,0,6,2,94,1,2,3,86,1,3,10,84,0,6,10,83,0,9,8,87,0,7,6,95,0,3,2,96,0,1,3,98,0,1,1,86,0,5,9,78,0,6,16,97,0,2,1,81,1,10,8,12,0,4,84,96,0,0,4,12,4,44,40,56,0,15,29,85,0,15,0,85,1,14,0,99,0,1,0,31,1,13,55,100,0,0,0,0,14,1,40,18,16,11,19,2,34,28,17,19,5,44,22,10,19,7,37,21,16,19,7,30,21,23,19,7,7,13,54,88,1,7,4,88,3,3,6,88,3,3,6,88,2,7,3,88,3,2,7,88,3,3,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,19,3,23,55,19,0,55,26,19,3,24,54,19,2,30,49,19,3,11,67,19,2,15,64,20,0,41,39,59,0,23,16,2,0,20,1,0,2,24,53,20,2,78,0,20,1,14,65,20,0,74,2,0,0,1,3,20,0,23,18,26,13,20,0,37,34,7,2,100,100,77,0,22,1,45,0,55,0,76,0,21,3,70,1,21,8,89,0,10,1,85,0,14,1,21,0,0,4,11,21,43,21,0,3,8,9,18,41,22,0,41,20,12,5,22,1,13,22,21,21,22,1,26,20,14,17,54,3,34,9,54,9,10,27,54,5,28,13,22,0,41,37,63,0,11,26,89,0,1,0,3,0,0,3,4,50,0,2,2,1,10,0,0,6,0,4,3,1,2,1,1,17,29,0,33,37,0,1,29,0,10,13,12,12,15,7,2,29,2,65,1,3,29,1,16,17,21,10,6,2.7674418604651163,2.191294565214662,4,1,11.787878787878787,6.453419252351426,3.485294117647059,1.5787076431852252
CL,CHL,Chile,Atacama,2020-12-27,2020-12-22,100,0,0,0,0,6,93,932974.6793108588,63,0,0,100,1,7,92,1,2,97,0,9,91,1,10,89,0,13,87,0,6,94,1,3,96,1,6,93,2,0,98,0,9,91,1,16,83,2,4,94,2,10,88,100,0,0,0,93,0,3,4,98,0,2,0,91,0,3,6,90,0,4,6,87,0,4,9,94,0,2,4,97,0,3,0,94,0,3,3,100,0,0,0,91,0,3,6,84,1,6,9,96,0,2,2,90,0,6,4,7,0,4,89,97,0,0,3,8,2,41,49,59,0,14,27,86,0,14,0,86,4,10,0,96,1,3,0,24,0,7,69,100,0,0,0,0,9,0,34,32,10,15,11,9,39,24,17,11,10,50,20,9,11,7,47,19,16,11,9,43,21,16,11,13,8,12,56,94,0,3,3,94,0,3,3,94,0,2,4,94,1,2,3,94,1,2,3,94,1,2,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,13,1,28,58,13,3,57,27,13,4,23,60,13,3,39,45,13,2,11,74,13,2,31,54,16,0,41,43,59,0,27,9,2,3,16,1,2,6,25,50,16,1,82,1,16,0,12,72,16,0,74,3,0,0,0,7,16,2,23,16,35,8,16,1,30,42,5,6,100,100,73,1,25,1,45,2,51,2,78,2,16,4,63,2,26,9,89,2,6,3,70,1,25,4,19,0,1,2,10,17,51,19,0,2,1,11,12,55,21,1,38,23,7,10,21,1,15,12,26,25,21,0,19,21,18,21,60,2,31,7,60,8,15,17,60,5,21,14,22,0,41,37,63,0,14,23,89,0,2,0,2,2,1,0,4,49,0,3,3,4,4,1,0,4,0,8,0,2,4,2,5,11,34,0,28,36,0,2,34,0,7,13,11,10,20,3,2,36,4,42,9,9,36,2,6,19,25,10,2,2.5464285714285713,1.9315091284349428,1.6666666666666667,1.1547005383792515,11.661016949152541,5.396710906020078,3.1186440677966103,1.4030108727515371
CL,CHL,Chile,B<c3><ad>o-B<c3><ad>o,2020-12-27,2020-12-27,155,0,0,0,0,43,145,1099072.3440376988,126,2,0,153,2,11,142,2,4,149,1,15,139,1,26,128,0,24,131,2,8,145,1,6,148,2,4,149,1,2,152,3,11,141,2,29,124,2,2,151,2,27,126,155,0,0,0,144,1,3,7,151,0,2,2,140,1,5,9,129,1,6,19,131,0,13,11,147,0,5,3,149,0,2,4,151,0,1,3,153,1,0,1,144,0,5,6,126,0,12,17,153,0,1,1,128,0,11,16,9,1,23,122,134,0,6,15,11,0,50,94,105,0,13,37,142,1,12,0,142,1,11,1,154,1,0,0,24,1,17,113,155,0,0,0,0,12,0,66,50,14,13,13,2,79,40,21,13,5,100,23,14,13,6,80,32,24,13,6,63,44,29,13,8,19,22,93,138,1,7,9,138,3,3,11,138,1,8,8,138,2,5,10,138,3,2,12,138,2,4,11,155,0,0,0,155,0,0,0,155,0,0,0,155,0,0,0,155,0,0,0,155,0,0,0,155,0,0,0,155,0,0,0,155,0,0,0,155,0,0,0,155,0,0,0,155,0,0,0,14,3,32,106,14,1,77,63,14,4,9,128,14,2,73,66,14,4,5,132,14,3,19,119,17,0,62,76,93,0,44,14,2,2,17,1,1,10,54,72,17,1,137,0,17,3,17,118,17,0,126,1,0,2,0,9,17,0,26,49,45,18,17,2,52,66,15,3,155,155,124,0,30,1,79,1,74,1,146,1,7,1,83,1,43,28,151,0,3,1,137,0,17,1,19,0,1,4,29,32,70,19,0,3,10,15,32,76,20,2,71,45,11,6,20,1,19,29,39,47,20,0,33,51,27,24,71,3,59,22,71,10,31,43,71,6,50,28,20,0,65,70,85,0,28,42,127,2,6,0,6,2,1,0,11,62,1,5,9,6,12,1,3,7,4,1,2,6,3,1,3,29,26,1,56,71,0,1,26,1,17,26,29,27,19,9,1,27,5,94,21,8,27,3,13,36,46,20,10,2.703125,1.822954931571179,2.0526315789473686,1.2235505806429958,10.46774193548387,5.892582472314143,3.146341463414634,1.5132362824031966
