ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C12..99,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
ECU,Ecuador,Manabi,2021-01-04,2021-01-01,100,1,29523.078814879398,0,0,40,87,1645658.3685863202,56,4,2,94,3,13,84,3,4,93,5,22,73,4,17,79,3,18,79,3,15,82,4,3,93,3,14,83,3,2,95,5,12,83,1,24,75,3,4,93,3,26,71,98,0,2,0,87,1,7,5,96,1,3,0,78,1,9,12,83,1,9,7,82,0,12,6,85,2,6,7,97,0,2,1,86,1,9,4,98,0,1,1,88,0,5,7,76,1,10,13,96,0,3,1,74,0,15,11,13,0,23,64,80,0,4,16,16,2,22,60,78,1,5,16,95,1,4,0,95,2,3,0,98,0,2,0,0,24,1,13,62,100,0,0,0,0,18,0,32,28,13,9,18,3,43,20,16,18,6,41,23,12,18,9,42,18,13,18,11,36,16,19,18,12,13,11,46,88,8,0,4,88,9,0,3,88,2,9,1,88,9,1,2,88,8,0,4,88,9,0,3,75,4,0,21,75,4,1,20,75,4,3,18,75,2,5,18,75,3,5,17,75,3,11,11,75,4,3,18,86,3,1,10,86,2,4,8,86,3,5,6,86,3,6,5,86,3,5,6,20,1,20,59,20,2,47,31,20,5,27,48,20,3,37,40,20,3,9,68,20,2,17,61,24,0,40,36,60,0,26,11,3,0,25,1,0,12,29,33,25,0,74,1,26,2,9,63,26,0,61,6,2,0,0,5,26,0,24,27,15,8,28,2,27,34,6,3,100,100,81,0,16,3,54,0,45,1,73,0,27,0,64,1,25,10,92,0,6,2,84,0,16,0,33,1,0,0,6,18,42,33,0,2,1,6,16,42,34,1,35,23,4,3,34,1,12,23,17,13,34,0,28,24,6,8,49,1,46,4,49,9,27,15,49,6,30,15,36,0,22,42,58,0,14,28,88,2,1,0,3,3,0,0,3,66,0,2,1,2,7,1,0,1,3,0,2,2,1,1,0,11,43,0,29,28,0,0,43,0,22,10,5,5,10,4,1,44,1,37,9,9,44,0,6,18,20,9,3,2.875,2.0486113615418367,1.8333333333333333,1.3394467690277294,13.795918367346937,6.955152741663115,3.8518518518518516,1.9561939114380886
ECU,Ecuador,Pichincha,2021-01-04,2021-01-03,100,3,25735.16540595662,0,0,38,86,620625.4935561533,56,0,5,95,1,15,84,1,3,96,1,16,83,1,21,78,0,9,91,1,17,82,1,7,92,1,5,94,1,3,96,0,8,92,0,24,76,0,4,96,1,26,73,95,0,4,1,85,0,9,6,97,0,1,2,84,0,8,8,79,0,10,11,91,0,4,5,83,0,11,6,93,0,2,5,95,0,3,2,97,0,2,1,92,0,4,4,76,1,10,13,96,1,2,1,74,1,12,13,14,0,11,75,89,0,2,9,14,1,42,43,58,1,13,28,87,0,12,1,87,7,6,0,93,0,2,5,0,29,1,7,63,100,0,0,0,0,17,1,32,30,13,7,21,4,32,27,16,21,7,46,21,5,21,3,47,18,11,21,3,37,24,15,21,5,7,12,55,93,1,2,4,93,2,1,4,93,1,3,3,93,1,3,3,93,2,0,5,93,2,1,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,23,0,24,53,23,1,45,31,23,2,28,47,23,3,30,44,23,2,6,69,23,2,19,56,23,0,43,34,57,0,35,5,2,1,24,1,1,9,35,30,24,1,75,0,24,1,17,58,24,0,63,6,0,0,0,7,24,0,14,31,27,4,26,0,30,35,6,3,100,100,76,2,22,0,55,1,44,0,72,2,26,0,70,2,16,12,94,0,4,2,81,2,17,0,27,0,1,3,7,18,44,27,0,1,1,11,26,34,31,0,37,22,5,5,31,0,17,20,16,16,31,0,25,25,12,7,50,3,42,5,50,11,21,18,50,10,27,13,34,1,32,33,67,0,17,16,86,1,4,0,4,0,0,0,5,54,0,2,5,0,5,0,3,6,1,0,2,2,4,1,0,15,41,0,29,30,0,0,41,0,10,17,19,8,3,2,0,43,0,43,7,7,43,0,5,15,24,9,4,2.4054054054054053,1.4806053465364064,3.7000000000000006,2.1628170930011112,13.771929824561404,7.509559488363695,3.2857142857142856,1.410535497465551
ECU,Ecuador,Azuay,2021-01-13,2021-01-03,100,1,10028.480936303,1,10028.480936303,47,93,604205.1363632048,69,2,3,95,2,12,86,2,8,90,3,19,78,2,25,73,2,17,81,1,20,79,3,6,91,4,5,91,2,3,95,3,11,86,4,18,78,3,8,89,3,21,76,97,1,1,1,88,1,9,2,92,1,4,3,81,1,11,7,75,2,12,11,83,1,13,3,80,1,14,5,94,0,5,1,95,0,4,1,97,1,2,0,89,1,7,3,82,0,11,7,92,0,5,3,79,1,11,9,7,0,22,71,81,0,9,10,12,1,33,54,67,0,8,25,92,1,7,0,92,6,2,0,94,0,5,1,0,21,2,11,66,29,0,0,69,2,13,0,37,27,15,8,15,1,42,27,15,15,3,48,20,14,15,3,50,17,15,15,2,39,26,18,15,3,15,13,54,89,3,3,5,89,4,2,5,89,1,9,1,89,4,2,5,89,4,2,5,89,4,5,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,15,1,38,46,15,1,55,29,15,1,23,61,15,2,43,40,15,1,8,76,15,1,25,59,17,0,45,38,55,0,30,10,5,0,18,1,0,13,35,33,18,3,79,0,19,0,14,67,19,0,69,8,1,0,0,3,19,0,16,22,27,16,19,0,21,46,12,2,100,100,63,1,36,0,46,2,51,1,78,2,20,0,58,1,32,9,93,2,5,0,76,1,23,0,21,0,1,1,12,15,50,21,0,0,6,11,18,44,22,1,34,31,9,3,22,0,19,15,28,16,22,0,31,26,10,11,43,2,50,5,43,15,24,18,43,12,26,19,23,0,35,42,58,0,15,27,86,1,1,1,1,2,1,3,4,51,1,2,4,1,8,1,0,2,4,0,5,2,1,1,1,16,28,0,39,33,0,0,28,0,24,16,12,10,4,6,0,29,2,49,8,12,29,1,9,19,28,13,1,2.857142857142857,1.8929694486000914,2.7857142857142856,1.7619295117556788,12.462686567164178,6.638565832268465,3.1176470588235294,1.7236667940344188
ECU,Ecuador,El Oro,2021-01-13,2021-01-01,100,3,19565.70176010931,0,0,47,94,944779.1095075451,66,3,7,90,3,15,82,3,7,90,3,15,82,3,25,72,2,18,80,3,24,73,3,8,89,3,11,86,3,6,91,3,16,81,2,27,71,3,5,92,2,28,70,93,0,6,1,85,0,10,5,93,2,3,2,85,0,12,3,75,1,17,7,82,0,10,8,76,2,12,10,92,2,5,1,89,0,7,4,94,0,6,0,84,0,11,5,73,2,14,11,95,0,3,2,72,0,17,11,6,0,20,74,81,0,9,10,7,1,24,68,76,0,11,13,89,4,6,1,89,5,6,0,95,0,4,1,0,19,1,13,67,63,0,1,34,2,14,0,26,34,12,14,15,4,40,20,21,15,6,40,21,18,15,3,51,15,16,15,8,32,28,17,15,9,5,15,56,89,1,3,7,89,1,3,7,89,1,6,4,89,1,3,7,89,1,2,8,89,1,4,6,95,0,0,5,95,0,0,5,95,0,0,5,95,0,0,5,95,0,2,3,95,0,1,4,95,0,1,4,98,0,1,1,98,0,1,1,98,0,1,1,98,0,1,1,98,0,0,2,16,1,24,59,16,1,53,30,16,1,26,57,16,1,38,45,16,3,10,71,16,1,30,53,16,1,42,41,58,1,28,11,1,1,20,0,5,9,40,26,20,0,80,0,22,2,14,62,22,0,66,6,3,0,1,2,22,0,17,30,24,7,22,0,27,38,10,3,100,100,76,0,20,4,47,2,47,4,74,1,24,1,62,1,23,14,90,0,6,4,70,1,28,1,23,1,1,2,11,23,39,23,0,3,3,12,21,38,27,1,36,23,8,5,27,1,20,24,14,14,27,0,33,25,5,10,42,4,51,3,42,12,24,22,42,12,31,15,27,0,34,39,61,0,17,22,83,2,1,2,3,1,2,1,5,50,0,7,6,0,7,0,1,3,1,0,3,1,0,0,0,21,31,0,24,43,0,2,31,0,17,28,13,6,1,2,2,33,1,41,14,11,33,1,15,21,22,6,2,2.9814814814814814,2.2860589861877667,2.4210526315789473,1.1697953037312037,11.693548387096774,5.243540005826433,3.8125,1.5723301886761007
ECU,Ecuador,Guayas,2021-01-13,2021-01-13,217,6,53617.76145139937,2,16286.386012198873,87,200,2280110.9510731483,154,2,11,204,3,35,179,3,11,203,4,60,153,3,48,166,4,54,159,2,37,178,4,13,200,3,20,194,3,8,206,1,28,188,1,64,152,4,5,208,3,52,162,206,1,4,6,182,4,17,14,206,1,4,6,157,5,27,28,169,2,29,17,163,1,26,27,180,1,19,17,204,2,4,7,197,0,17,3,209,1,5,2,189,2,18,8,153,3,34,27,212,0,3,2,165,1,34,17,15,2,39,161,178,0,15,24,15,2,95,105,122,4,20,71,197,2,17,1,197,15,5,0,202,1,11,3,0,41,0,44,132,17,2,1,196,1,19,1,52,70,42,33,27,8,75,56,51,27,9,84,57,40,27,6,85,47,52,27,11,66,58,55,27,11,15,24,140,173,16,16,12,173,20,11,13,173,8,28,8,173,21,6,17,173,22,7,15,173,20,12,12,217,0,0,0,217,0,0,0,217,0,0,0,217,0,0,0,217,0,0,0,217,0,0,0,217,0,0,0,217,0,0,0,217,0,0,0,217,0,0,0,217,0,0,0,217,0,0,0,31,9,69,108,31,7,108,71,31,11,54,121,31,8,73,105,31,12,16,158,31,6,69,111,34,2,95,86,122,1,66,20,3,5,36,0,5,28,68,80,36,0,179,2,39,3,23,152,39,0,136,19,3,2,0,18,39,0,54,54,43,27,39,0,67,83,23,5,217,217,148,1,65,3,109,2,104,2,163,1,51,2,144,2,56,15,201,1,11,4,148,1,68,0,39,2,3,3,26,45,99,39,2,2,8,26,49,91,43,1,86,65,12,10,43,0,49,60,38,27,43,1,76,62,24,11,80,10,112,15,80,29,70,38,80,21,78,38,44,0,76,97,120,1,44,52,175,4,5,0,5,5,0,5,18,100,0,6,7,9,14,2,4,6,4,1,3,7,5,1,10,38,54,1,73,88,1,0,54,0,31,54,36,28,8,6,0,57,2,132,20,6,57,2,26,49,64,12,7,2.83739837398374,1.8214297380950513,2.4545454545454546,1.4381174563233068,11.523809523809524,6.102249005274566,3.550632911392405,1.5702142673149317
ECU,Ecuador,Manabi,2021-01-13,2021-01-03,100,1,22434.8622199127,0,0,19,90,1515693.7918390632,58,3,3,94,3,12,85,3,6,91,5,18,77,4,17,79,3,20,77,3,13,84,4,10,86,3,9,88,4,4,92,5,14,81,2,30,68,4,5,91,4,29,67,97,0,2,1,88,1,7,4,94,1,2,3,82,0,10,8,83,1,11,5,80,0,12,8,87,1,5,7,90,0,7,3,91,1,2,6,96,0,1,3,86,0,8,6,70,1,16,13,95,0,3,2,71,0,17,12,10,0,10,80,91,0,0,9,11,5,30,54,70,1,6,23,94,1,5,0,94,4,2,0,96,0,1,2,1,23,1,21,55,45,0,0,55,0,12,0,26,27,18,17,13,7,35,20,25,13,7,36,20,24,13,11,39,18,19,13,14,34,13,26,13,17,12,8,50,80,12,3,5,80,12,0,8,80,1,15,4,80,13,4,3,80,12,3,5,80,12,4,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,14,4,27,55,14,4,48,34,14,6,27,53,14,6,30,50,14,6,8,72,14,6,19,61,18,0,39,43,61,0,31,3,3,2,19,0,1,17,29,34,19,2,79,0,20,2,10,68,20,0,61,9,0,1,0,9,20,0,29,24,17,10,21,1,26,40,9,3,100,100,73,0,26,1,52,0,46,2,73,0,25,2,70,1,20,9,92,0,6,2,81,0,18,1,26,2,2,1,11,16,42,26,0,0,6,7,27,34,28,1,40,23,5,3,28,0,19,28,16,9,28,0,34,27,3,8,40,2,50,8,40,9,36,15,40,8,34,18,29,1,31,39,61,0,10,29,91,1,3,0,1,2,1,0,1,61,0,3,2,2,6,0,0,2,2,0,1,1,1,2,2,15,35,0,31,34,0,0,35,0,17,17,8,8,13,2,0,40,1,42,14,3,40,1,11,14,22,9,3,2.75625,1.9386227014876836,2,1.3228756555322954,13.363636363636363,6.0165316585764925,3.593220338983051,1.9308622700198195
ECU,Ecuador,Pichincha,2021-01-13,2021-01-13,307,3,12262.572624972901,2,10156.09100635502,137,289,1819406.2933118471,233,4,7,296,3,48,256,5,17,285,4,53,250,3,68,236,5,39,263,4,59,244,4,27,276,3,23,281,3,11,293,3,30,274,1,72,234,6,17,284,4,79,224,300,0,3,4,259,2,29,17,290,1,8,8,254,0,28,25,239,4,30,34,268,2,20,17,248,4,29,26,280,2,15,10,284,0,13,10,296,2,6,3,277,2,14,14,235,2,36,34,290,1,9,7,228,4,39,36,16,2,58,231,251,0,21,35,19,1,142,145,166,1,39,101,268,7,30,2,268,26,13,0,281,0,13,13,0,61,8,55,183,27,1,2,273,4,30,0,112,101,45,19,37,9,131,95,35,37,13,152,65,40,37,7,140,71,52,37,12,103,94,61,37,15,17,42,196,256,22,9,20,256,23,13,15,256,6,33,12,256,20,17,14,256,23,12,16,256,21,11,19,307,0,0,0,307,0,0,0,307,0,0,0,307,0,0,0,307,0,0,0,307,0,0,0,307,0,0,0,307,0,0,0,307,0,0,0,307,0,0,0,307,0,0,0,307,0,0,0,41,9,96,161,41,4,161,101,41,6,93,167,41,5,129,132,41,6,19,241,41,3,83,180,46,0,122,139,185,0,88,21,9,4,49,0,1,40,109,108,49,2,256,0,53,4,37,213,53,0,223,15,1,2,0,13,53,0,51,84,82,37,53,3,82,128,37,4,307,307,212,3,91,1,147,2,156,2,215,2,89,1,179,2,94,32,288,0,18,1,225,0,81,1,58,1,0,11,32,61,144,58,0,1,15,35,70,128,59,1,139,75,27,6,59,0,53,72,78,45,59,0,100,79,44,25,129,9,150,19,129,26,89,63,129,23,93,62,61,1,119,126,181,0,57,69,252,3,7,0,13,10,3,2,17,134,4,4,10,7,17,1,9,11,11,0,12,16,7,7,4,53,70,4,113,118,0,2,70,1,63,70,51,29,13,7,3,73,5,184,25,20,73,0,44,61,89,29,11,2.9935897435897436,2.1266262691569295,2.519230769230769,1.709149365486965,12.440528634361234,6.180882292520984,3.2241379310344827,1.5265965705181506
ECU,Ecuador,Tungurahua,2021-01-13,2021-01-01,100,0,0,0,0,61,95,814960.9767628005,71,1,5,94,1,10,89,1,7,92,1,16,83,1,27,72,1,14,85,1,20,79,0,6,94,1,9,90,1,7,92,1,13,86,1,29,70,1,8,91,1,23,76,95,0,2,3,90,0,2,8,93,0,5,2,84,0,8,8,73,1,13,13,86,0,9,5,80,1,11,8,94,0,3,3,91,0,8,1,93,0,7,0,87,0,7,6,71,0,20,9,92,0,6,2,77,1,12,10,5,0,25,70,75,0,6,19,8,0,38,54,62,0,11,27,89,4,7,0,89,11,0,0,89,0,8,3,0,19,6,16,59,59,0,0,41,0,9,0,34,34,13,10,11,2,41,31,15,11,3,50,26,10,11,2,46,27,14,11,4,35,30,20,11,3,6,18,62,85,5,3,7,85,5,3,7,85,6,6,3,85,5,8,2,85,4,3,8,85,6,3,6,88,0,1,11,88,0,0,12,88,0,0,12,88,0,2,10,88,0,2,10,88,0,3,9,88,0,1,11,95,0,1,4,95,0,1,4,95,0,0,5,95,0,1,4,95,0,2,3,13,0,31,56,13,0,59,28,13,0,35,52,13,1,48,38,13,1,9,77,13,0,26,61,13,0,52,35,48,0,35,10,4,3,15,1,2,12,32,38,15,1,84,0,15,1,18,66,15,0,72,8,1,0,0,4,15,0,15,29,28,13,18,0,32,36,11,3,100,100,69,0,30,1,41,0,57,2,65,0,35,0,52,1,33,14,91,1,6,2,74,1,25,0,20,1,1,3,10,26,39,20,1,0,5,17,25,32,23,2,38,29,5,3,23,0,17,23,18,19,23,0,29,29,12,7,42,3,47,8,42,7,30,21,42,5,27,26,24,0,43,33,67,0,15,18,85,0,3,0,2,3,1,0,6,43,0,3,5,3,4,1,1,4,3,0,5,5,2,1,2,18,26,1,37,36,0,0,26,0,21,20,18,4,8,3,0,29,0,47,8,16,29,0,11,16,25,10,9,2.984126984126984,2.1738331203723655,2.5652173913043477,1.3425243169127241,11.457142857142857,6.1918265767144725,3.3285714285714287,1.7670201607359226
ECU,Ecuador,Azuay,2021-01-14,2021-01-03,100,1,10028.480936303,1,10028.480936303,47,92,609706.7537062796,68,2,3,95,2,12,86,2,7,91,3,19,78,2,26,72,2,17,81,1,20,79,3,5,92,4,5,91,2,3,95,3,11,86,4,19,77,3,8,89,3,22,75,97,1,1,1,88,1,9,2,93,1,4,2,81,1,11,7,74,2,13,11,83,1,13,3,80,1,13,6,95,0,5,0,95,0,4,1,97,1,2,0,89,1,7,3,81,0,12,7,92,0,5,3,78,1,12,9,8,0,22,70,81,0,9,10,13,1,33,53,67,0,8,25,92,1,7,0,92,6,2,0,94,0,5,1,0,22,2,11,65,29,0,0,69,2,14,0,37,26,15,8,16,1,42,27,14,16,3,48,20,13,16,3,50,16,15,16,2,39,26,17,16,3,15,13,53,89,3,3,5,89,4,2,5,89,1,9,1,89,4,2,5,89,4,2,5,89,4,5,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,16,1,37,46,16,1,54,29,16,1,22,61,16,2,42,40,16,1,7,76,16,1,25,58,18,0,44,38,56,0,29,10,5,0,19,1,0,13,34,33,19,3,78,0,20,0,14,66,20,0,68,8,1,0,0,3,20,0,16,22,26,16,20,0,20,46,12,2,100,100,64,1,35,0,47,2,50,1,79,2,19,0,59,1,32,8,94,2,4,0,76,1,23,0,22,0,1,1,12,15,49,22,0,0,6,11,18,43,23,1,34,30,9,3,23,0,19,15,27,16,23,0,31,25,10,11,44,2,49,5,44,15,23,18,44,12,25,19,24,0,35,41,59,0,14,27,87,1,1,1,1,2,1,3,3,52,1,2,4,1,8,1,0,2,4,0,5,1,1,1,1,16,29,0,38,33,0,0,29,0,24,15,12,10,4,6,0,30,2,48,8,12,30,1,8,19,28,13,1,2.8958333333333335,1.893320659731831,2.7857142857142856,1.7619295117556788,12.606060606060607,6.584080539461571,3.1492537313432836,1.71670695460183
ECU,Ecuador,El Oro,2021-01-14,2021-01-01,100,3,19565.70176010931,0,0,47,94,978643.6947499912,66,3,6,91,3,15,82,3,7,90,3,15,82,3,25,72,2,19,79,3,25,72,3,8,89,3,10,87,3,6,91,3,16,81,2,27,71,3,4,93,2,27,71,94,0,5,1,85,0,10,5,93,2,3,2,85,0,12,3,75,1,17,7,81,0,10,9,75,2,12,11,92,2,5,1,90,0,6,4,94,0,6,0,84,0,11,5,73,2,13,12,96,0,2,2,73,0,17,10,6,0,20,74,81,0,9,10,7,1,24,68,76,0,11,13,89,4,6,1,89,5,6,0,95,0,4,1,0,19,1,12,68,62,0,1,35,2,13,0,26,35,12,14,14,4,40,20,22,14,6,40,21,19,14,3,51,15,17,14,8,32,28,18,14,9,5,15,57,89,1,3,7,89,1,3,7,89,1,6,4,89,1,3,7,89,1,2,8,89,1,4,6,95,0,0,5,95,0,0,5,95,0,0,5,95,0,0,5,95,0,2,3,95,0,1,4,95,0,1,4,98,0,1,1,98,0,1,1,98,0,1,1,98,0,1,1,98,0,0,2,15,1,24,60,15,1,53,31,15,1,26,58,15,1,38,46,15,3,10,72,15,1,30,54,15,1,42,42,58,1,28,11,1,1,19,0,5,9,41,26,19,0,81,0,21,2,14,63,21,0,66,6,3,0,1,3,21,0,18,30,24,7,21,0,27,39,10,3,100,100,76,0,20,4,47,2,47,4,74,1,24,1,62,1,23,14,90,0,6,4,70,1,28,1,22,1,1,2,11,23,40,22,0,3,3,12,21,39,26,1,36,23,9,5,26,1,20,24,15,14,26,0,33,26,5,10,41,4,52,3,41,13,24,22,41,13,31,15,26,0,34,40,60,0,18,22,82,2,1,2,3,1,2,1,6,49,0,7,6,0,7,0,1,3,1,0,3,1,0,0,0,22,30,0,24,44,0,2,30,0,17,28,13,6,1,3,2,33,1,41,14,11,33,1,15,21,22,6,2,2.9444444444444446,2.301899680343342,2.4210526315789473,1.1697953037312037,11.693548387096774,5.243540005826433,3.8125,1.5723301886761007
ECU,Ecuador,Guayas,2021-01-14,2021-01-13,100,4,38251.47692043389,1,4346.49735070527,29,87,1040324.3219406931,51,0,5,95,1,16,83,1,7,92,2,25,73,2,23,75,2,20,78,0,15,85,2,9,89,1,13,86,1,4,95,0,8,92,1,30,69,2,3,95,1,29,70,95,0,4,1,84,3,6,7,93,1,3,3,75,3,12,10,77,1,16,6,80,1,10,9,85,0,9,6,91,2,4,3,87,0,9,4,96,1,3,0,92,0,6,2,70,1,18,11,97,0,2,1,71,1,17,11,11,2,13,74,87,0,3,10,11,1,42,46,58,2,11,29,89,0,10,1,89,9,2,0,91,1,4,4,0,25,0,22,53,13,0,0,87,0,13,1,32,27,15,12,18,5,34,26,17,18,5,42,23,12,18,4,36,19,23,18,6,31,26,19,18,6,4,14,58,78,6,9,7,78,9,5,8,78,5,13,4,78,11,2,9,78,11,4,7,78,9,7,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,21,4,28,47,21,3,45,31,21,5,25,49,21,3,30,46,21,4,9,66,21,4,29,46,24,1,39,36,61,0,27,8,2,2,26,0,2,12,32,28,26,0,72,2,28,0,9,63,28,0,56,7,2,1,0,6,28,0,21,22,17,12,29,0,27,33,9,2,100,100,72,0,27,1,55,1,44,0,75,0,25,0,70,1,22,7,91,0,7,2,71,0,29,0,29,1,2,0,13,21,34,29,0,2,3,9,22,35,34,0,29,28,4,5,34,0,16,18,18,14,34,0,26,27,9,4,48,3,40,9,48,12,26,14,48,8,30,14,35,0,29,36,64,1,16,19,86,2,1,0,2,2,0,2,5,58,0,3,1,4,4,2,2,1,1,0,0,2,3,0,3,16,42,1,27,30,0,0,42,0,8,14,22,11,1,2,0,45,1,48,5,1,45,2,5,16,24,7,1,2.877551020408163,1.9539772800327937,2.4545454545454546,1.1281521496355325,10.433962264150944,5.806195079933238,3.943396226415094,1.5982573964696993
