ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
DZ,DZA,Algeria,Alger,2020-12-30,2020-12-27,100,1,107537.12180650099,0,0,67,84,2633720.6030750107,46,3,3,94,3,8,89,3,3,94,3,21,76,3,24,73,3,14,83,2,8,90,3,5,92,3,5,92,3,5,92,2,7,91,2,21,77,2,9,89,3,25,72,97,0,0,3,92,1,3,4,97,0,0,3,79,1,11,9,76,0,13,11,86,1,6,7,92,0,5,3,95,0,2,3,95,0,1,4,95,0,4,1,93,0,2,5,79,1,7,13,91,0,3,6,75,1,13,11,15,1,23,61,80,0,9,11,18,1,26,55,74,2,7,17,93,0,1,5,1,93,0,2,5,0,98,0,2,0,0,29,0,12,59,100,0,21,1,11,22,26,19,28,12,16,20,24,28,9,29,16,18,28,8,27,14,23,28,10,23,15,24,28,14,12,13,33,0,88,1,2,9,88,3,2,7,88,3,3,6,88,3,3,6,88,3,1,8,88,3,0,9,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,30,2,40,28,30,2,51,17,30,3,23,44,30,3,30,37,30,3,10,57,30,2,8,60,31,0,28,41,72,0,14,6,1,7,32,0,1,3,25,39,32,1,66,1,33,1,16,50,33,0,33,27,2,2,1,2,33,0,31,9,10,17,33,1,14,40,9,3,35,0,6,55,4,38,1,8,50,3,60,0,40,0,50,0,48,2,78,0,20,2,70,0,23,7,90,0,9,1,92,0,7,1,39,0,2,3,16,19,21,39,0,0,4,10,23,24,40,0,29,15,7,9,40,0,5,9,9,37,40,0,13,11,15,21,76,2,18,4,76,10,3,11,76,7,7,10,41,0,25,34,66,0,13,21,87,1,1,0,0,4,1,0,6,63,0,2,3,4,3,1,1,6,5,0,1,1,1,1,2,6,50,1,33,15,0,1,50,0,3,12,11,9,6,8,1,53,0,28,14,5,53,0,9,10,15,6,7,7.1326086956521735,8.826476693520243,3.75,2.6708300832013507,12.238095238095237,6.434698332078577,3.5531914893617027,2.194939938153185
DZ,DZA,Algeria,Annaba,2020-12-30,2020-12-23,100,2,120134.8538120304,1,25366.7277264162,35,80,3149183.2884922503,53,8,3,89,3,14,83,7,4,89,6,21,73,6,13,81,6,16,78,7,12,81,7,6,87,7,7,86,6,3,91,7,3,90,6,22,72,9,6,85,7,27,66,97,0,2,1,86,0,3,11,96,0,1,3,79,0,8,13,87,2,3,8,84,1,5,10,88,0,5,7,94,1,1,4,93,0,6,1,97,0,2,1,97,1,1,1,78,1,11,10,94,0,3,3,73,0,14,13,19,1,25,55,75,0,19,6,20,0,26,54,74,3,8,15,92,0,1,7,0,92,0,5,3,0,95,0,2,3,0,31,2,11,56,100,0,21,1,16,16,20,26,26,5,17,19,33,26,11,19,20,24,26,12,23,18,21,26,14,12,26,22,26,16,11,14,33,0,89,3,4,4,89,3,3,5,89,4,2,5,89,3,3,5,89,3,3,5,89,4,1,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,29,6,33,32,29,3,56,12,29,7,21,43,29,7,30,34,29,5,7,59,29,4,19,48,29,2,36,33,64,0,19,12,3,2,30,2,1,14,22,31,30,3,65,2,32,4,14,50,32,2,28,22,8,5,0,3,32,2,28,8,10,20,32,1,19,29,13,6,32,2,9,55,2,32,2,12,51,3,67,2,30,1,44,2,53,1,79,0,19,2,70,1,21,8,93,0,6,1,81,0,19,0,37,2,2,8,13,15,23,37,2,3,4,13,17,24,37,2,30,18,8,5,37,1,7,10,13,32,37,1,15,5,18,24,81,3,16,0,81,6,7,6,81,5,9,5,39,1,22,38,62,0,7,31,94,1,1,0,1,0,0,0,3,72,0,1,5,1,5,3,1,3,2,0,0,2,2,0,1,2,46,1,36,15,0,2,46,1,4,15,10,7,9,7,1,47,2,38,5,8,47,1,4,17,21,9,1,7.1842105263157885,7.859768455285245,1.4761904761904763,0.749603069567329,12.72340425531915,7.106953507594653,3.0816326530612246,1.9773375901899581
DZ,DZA,Algeria,B<c3><a9>ja<c3><af>a,2020-12-30,2020-12-23,100,2,94264.6002677101,1,76936.9936034532,47,88,2598967.599557342,45,4,5,91,6,7,87,4,2,94,7,18,75,5,6,89,3,12,85,6,6,88,5,5,90,6,3,91,4,2,94,7,1,92,4,14,82,5,3,92,4,21,75,95,0,2,3,93,0,2,5,98,1,1,0,82,1,4,13,94,0,2,4,88,0,8,4,94,0,3,3,95,1,2,2,97,0,1,2,98,0,1,1,99,0,0,1,86,2,4,8,97,1,1,1,79,1,10,10,12,0,24,64,77,0,10,13,13,2,19,66,81,1,5,13,95,0,3,2,0,95,0,3,2,0,97,0,0,3,0,22,0,9,69,100,0,15,1,13,13,29,29,18,13,12,25,32,18,12,19,24,27,18,17,27,16,22,18,20,18,25,19,18,22,11,5,44,0,91,2,0,7,91,2,3,4,91,2,4,3,91,1,3,5,91,2,1,6,91,1,2,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,21,5,45,29,21,5,54,20,21,8,33,38,21,5,34,40,21,6,9,64,21,5,27,47,23,0,43,34,57,1,28,5,2,7,27,0,1,13,31,28,27,0,72,1,28,0,12,60,28,0,24,31,9,5,3,0,28,0,30,19,9,14,29,1,23,29,16,2,30,0,3,65,2,32,1,4,59,4,55,2,35,8,46,2,46,6,67,1,27,5,66,3,21,10,91,1,2,6,73,2,20,5,32,3,0,6,14,12,33,32,3,1,5,7,16,36,32,2,30,18,8,10,32,0,9,8,16,35,32,0,10,14,15,29,77,4,14,5,77,14,4,5,77,10,9,4,34,0,28,38,62,0,17,21,83,2,2,0,0,4,0,1,8,56,0,3,4,5,3,1,1,5,5,1,0,3,3,0,1,9,53,0,30,16,0,1,53,0,5,13,11,11,7,0,0,55,1,22,9,13,55,1,4,9,15,10,6,6.642857142857143,8.05634916725696,2.3125,1.922455027649108,8.7,6.513103163662681,3.6363636363636362,2.5251378879311797
DZ,DZA,Algeria,Batna,2020-12-30,2020-12-22,100,2,76192.10484287361,1,17936.3422570345,64,90,5226359.263829314,42,5,5,90,4,10,86,6,4,90,6,22,72,6,14,80,5,16,79,5,10,85,5,9,86,6,7,87,4,3,93,5,9,86,5,18,77,5,8,87,5,27,68,95,0,4,1,90,0,4,6,96,0,1,3,78,0,13,9,86,0,5,9,84,0,11,5,90,0,6,4,91,0,5,4,93,0,4,3,97,0,3,0,91,0,5,4,82,0,10,8,92,0,7,1,73,1,15,11,9,1,25,65,76,0,10,14,11,2,25,62,76,0,9,15,91,0,2,7,0,91,0,8,1,0,92,0,3,5,0,24,2,9,65,100,0,13,0,14,19,23,31,22,6,15,21,36,22,12,21,25,20,22,14,25,10,29,22,9,24,18,27,22,13,15,8,42,0,91,2,5,2,91,5,1,3,91,3,6,0,91,5,2,2,91,5,0,4,91,5,2,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,26,3,42,29,26,4,49,21,26,3,36,35,26,4,38,32,26,5,17,52,26,4,24,46,26,1,43,30,57,0,26,4,6,7,27,0,7,7,38,21,27,1,64,8,27,1,18,54,27,0,22,24,10,6,5,6,27,1,25,16,14,17,28,1,20,33,13,5,30,0,7,58,5,33,1,5,57,4,58,0,38,4,51,0,43,6,64,0,28,8,62,0,26,12,83,0,13,4,76,0,21,3,34,1,2,8,11,15,29,34,0,2,10,9,15,30,37,0,18,12,12,21,37,0,4,9,10,40,37,0,10,16,10,27,75,5,20,0,75,9,8,8,75,9,10,6,40,1,25,34,66,0,16,18,85,0,4,0,0,1,2,1,7,61,0,2,3,5,9,1,0,2,0,0,3,4,1,0,4,5,56,1,35,8,0,0,56,0,7,10,15,7,5,0,0,57,1,21,17,4,57,1,4,12,14,9,3,6.769230769230769,7.972047697719888,2.9,2.789076436460832,11.333333333333334,6.594787947324419,3.263157894736842,2.1268452786369565
DZ,DZA,Algeria,Blida,2020-12-30,2020-12-23,100,4,300654.56414768024,2,195447.37567012245,64,82,4688782.015848028,38,2,6,92,3,15,82,1,9,90,2,26,72,2,24,74,4,16,80,3,15,82,1,11,88,3,8,89,3,7,90,2,5,93,3,18,79,4,5,91,3,25,72,94,1,4,1,85,1,7,7,91,1,5,3,74,3,15,8,76,3,9,12,84,0,10,6,85,0,8,7,89,1,9,1,92,1,4,3,93,0,5,2,95,1,3,1,82,2,7,9,95,1,4,0,75,2,13,10,17,1,24,58,77,0,9,14,18,1,25,56,75,2,6,17,94,0,3,3,0,94,0,3,3,0,97,0,1,2,0,27,2,11,60,100,0,20,0,12,18,24,26,32,2,16,23,27,32,7,23,23,15,32,6,21,20,21,32,6,21,19,22,32,7,10,18,33,0,89,6,1,4,89,6,1,4,89,4,5,2,89,5,5,1,89,7,1,3,89,7,0,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,36,4,35,25,36,1,41,22,36,4,19,41,36,4,28,32,36,4,5,55,36,1,15,48,36,0,25,39,75,0,12,4,6,3,38,0,1,8,24,29,38,0,61,1,40,1,8,51,40,0,31,17,3,4,2,3,40,0,22,11,12,15,41,1,17,24,14,3,41,0,5,49,5,41,2,10,44,3,65,1,28,6,59,2,34,5,81,0,15,4,72,0,17,11,95,0,3,2,85,0,11,4,42,0,1,1,19,25,12,42,0,1,2,18,15,22,44,0,24,17,9,6,44,0,7,12,17,20,44,0,9,17,16,14,75,5,14,6,75,10,5,10,75,7,10,8,47,1,22,30,70,0,10,20,90,1,5,1,1,0,0,0,2,68,0,0,6,1,6,1,0,3,3,0,1,6,1,0,2,2,60,2,26,10,0,2,60,2,2,9,9,11,3,4,0,60,1,25,11,3,60,1,4,13,13,8,1,6.647058823529411,7.066276516993709,3.1052631578947367,2.2581884785549593,12.371428571428572,6.991952156442662,3.736842105263158,1.8260015471163005
DZ,DZA,Algeria,Constantine,2020-12-30,2020-12-22,100,5,510528.1298512126,5,510528.1298512126,72,89,3970147.7165999967,47,4,6,90,3,14,83,4,2,94,3,29,68,5,15,80,3,16,81,4,8,88,4,8,88,5,11,84,3,6,91,3,4,93,2,24,74,3,5,92,1,26,73,94,1,3,2,86,0,5,9,98,0,1,1,71,1,18,10,85,0,7,8,84,1,9,6,92,1,5,2,92,0,5,3,89,0,8,3,94,1,3,2,96,0,3,1,76,3,11,10,95,0,1,4,74,2,15,9,11,0,33,56,68,0,9,23,13,0,22,65,78,0,8,14,92,0,7,1,0,92,0,8,0,0,92,1,2,5,0,22,5,14,59,100,0,16,0,9,18,28,29,23,6,14,19,38,23,14,22,16,25,23,16,23,14,24,23,13,21,20,23,23,17,15,10,35,0,86,4,5,5,86,8,3,3,86,5,7,2,86,6,3,5,86,7,3,4,86,8,2,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,27,4,34,35,27,2,54,17,27,4,32,37,27,4,38,31,27,4,18,51,27,2,21,50,28,2,36,34,64,0,14,11,3,8,30,1,4,8,28,29,30,2,67,1,31,2,18,49,31,1,37,19,6,4,1,1,31,3,34,8,13,11,32,1,16,34,12,5,32,1,7,55,5,33,3,8,54,2,67,0,32,1,47,1,47,5,69,0,26,5,63,2,26,9,83,0,13,4,80,0,19,1,35,2,2,4,18,17,22,35,2,3,10,12,15,23,38,1,32,16,7,6,38,2,5,4,21,30,38,2,9,17,13,21,74,3,18,5,74,8,9,9,74,8,11,7,38,1,20,41,59,2,18,21,84,0,1,0,3,0,2,0,10,64,0,1,3,3,3,0,2,4,2,0,2,0,4,1,2,9,51,0,30,15,0,4,51,1,3,11,12,12,8,1,1,53,1,40,5,1,53,0,10,8,20,4,5,9.325,8.835788241359898,2.625,1.4688800821211287,10.405405405405405,6.215837565174676,2.782608695652174,1.9540617922478056
DZ,DZA,Algeria,Oran,2020-12-30,2020-12-24,100,1,92677.2229469976,0,0,58,88,3835824.406112146,41,2,2,96,1,5,94,2,5,93,3,16,81,3,14,83,3,12,85,3,5,92,2,7,91,3,5,92,2,3,95,3,3,94,3,20,77,1,4,95,0,21,79,98,0,1,1,95,0,3,2,95,0,1,4,84,1,8,7,86,1,4,9,88,0,7,5,95,0,1,4,93,0,5,2,95,1,1,3,97,0,2,1,97,0,0,3,80,1,8,11,96,1,2,1,79,1,11,9,11,1,21,67,80,0,9,11,14,1,25,60,75,1,10,14,90,0,3,7,0,90,0,6,4,0,95,0,2,3,0,26,1,13,60,100,0,18,0,13,16,17,36,22,11,21,13,33,22,15,25,17,21,22,16,17,19,26,22,18,19,18,23,22,19,10,12,37,0,88,8,1,3,88,9,2,1,88,6,5,1,88,6,3,3,88,7,2,3,88,7,3,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,26,4,51,19,26,6,57,11,26,5,30,39,26,5,30,39,26,4,11,59,26,5,25,44,28,0,37,35,63,0,24,8,1,4,29,0,2,9,22,38,29,1,70,0,30,0,20,50,30,0,30,26,8,3,0,3,30,0,33,12,8,17,30,0,23,28,12,7,31,0,7,61,1,35,2,7,55,1,49,0,46,5,43,0,49,8,70,0,26,4,70,1,17,12,89,0,7,4,75,0,22,3,36,0,1,5,18,15,25,36,0,1,2,18,13,30,37,2,27,17,8,9,37,1,9,9,11,33,37,0,17,12,8,26,72,3,19,6,72,8,7,13,72,6,8,14,39,1,29,31,69,0,6,25,94,2,1,1,0,1,0,0,1,65,0,1,10,4,1,1,1,6,1,0,1,1,2,0,2,4,55,0,37,7,0,1,55,0,1,10,13,12,9,0,0,58,0,33,5,4,58,0,5,13,14,3,7,6.67741935483871,7.764822800185433,2.9473684210526314,2.717713176970797,12.538461538461537,6.754515658533669,3.2439024390243905,2.058889115577598
DZ,DZA,Algeria,S<c3><a9>tif,2020-12-30,2020-12-21,100,4,333756.79462867737,3,276805.4533364579,68,88,5701253.366755218,51,5,8,87,5,8,87,5,7,88,3,26,71,6,11,83,4,17,79,7,14,79,5,10,85,3,6,91,5,5,90,3,7,90,6,19,75,7,8,85,5,25,70,92,2,5,1,92,1,3,4,93,0,6,1,74,3,14,9,89,1,4,6,83,2,10,5,86,1,8,5,90,2,7,1,94,1,5,0,95,2,0,3,93,1,4,2,81,3,9,7,92,1,4,3,75,1,16,8,12,0,23,65,79,0,11,10,15,2,21,62,79,2,4,15,96,0,2,2,0,96,1,1,2,0,99,0,1,0,0,24,2,10,64,100,0,19,0,16,10,24,31,25,7,15,20,33,25,12,20,18,25,25,16,16,18,25,25,15,18,17,25,25,17,9,17,32,0,90,5,4,1,90,7,1,2,90,4,5,1,90,6,2,2,90,6,2,2,90,4,4,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,26,8,35,31,26,3,57,14,26,5,35,34,26,7,31,36,26,9,8,57,26,5,20,49,28,2,39,31,61,0,22,10,4,3,29,1,2,8,28,32,29,2,68,1,32,4,16,48,32,1,24,22,15,4,1,1,32,1,34,12,10,11,33,0,10,38,14,5,35,1,6,55,3,37,0,7,53,3,65,0,33,2,44,0,52,4,66,1,27,6,69,1,16,14,93,0,5,2,80,0,19,1,39,3,2,5,15,20,16,39,1,1,6,15,16,22,40,1,30,15,7,7,40,1,5,6,12,36,40,1,9,10,12,28,81,2,13,4,81,7,5,7,81,8,7,4,40,3,27,30,70,0,7,23,93,0,2,2,0,0,0,0,3,67,0,0,8,1,4,3,2,1,4,0,1,4,2,0,0,3,47,4,38,10,0,1,47,1,4,14,11,14,4,5,0,49,3,37,8,3,49,2,8,9,19,8,5,6.692307692307692,8.918206823990213,3.5000000000000004,2.4070973488953085,11.73913043478261,7.26769039458187,3.13953488372093,1.9950103872367995
DZ,DZA,Algeria,Tizi Ouzou,2020-12-30,2020-12-22,100,0,0,0,0,65,94,3640765.338703974,46,3,2,95,4,7,89,4,6,90,4,24,72,3,15,82,4,9,87,3,10,87,3,6,91,3,4,93,4,1,95,3,4,93,2,18,80,4,6,90,4,17,79,98,0,0,2,93,0,2,5,94,0,3,3,76,0,9,15,85,0,6,9,91,0,5,4,90,0,2,8,94,0,5,1,96,0,1,3,99,0,1,0,96,0,2,2,82,0,7,11,94,0,3,3,83,0,11,6,5,1,28,66,74,0,10,16,7,4,13,76,87,0,4,9,96,0,0,4,0,96,0,2,2,0,98,0,1,0,1,16,4,21,59,100,0,12,1,11,23,25,28,21,12,11,23,33,21,12,15,26,26,21,12,17,21,29,21,15,18,24,22,21,18,9,12,40,0,79,13,2,6,79,11,3,7,79,6,10,5,79,10,5,6,79,12,5,4,79,11,3,7,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,24,0,41,35,24,2,59,15,24,2,35,39,24,2,44,30,24,2,11,63,24,1,21,54,26,0,41,33,59,0,22,9,5,5,26,2,2,6,28,36,26,3,71,0,27,0,10,63,27,0,23,29,14,1,3,3,27,0,19,20,23,11,27,0,16,37,18,2,28,0,7,64,1,29,0,6,65,0,59,1,34,6,41,2,49,8,65,3,26,6,56,3,24,17,89,2,6,3,79,0,18,3,29,0,1,3,20,23,24,29,0,1,6,19,19,26,32,0,38,19,7,4,32,1,9,13,17,28,32,0,20,14,13,21,67,2,24,7,67,12,12,9,67,11,17,5,33,0,34,33,67,0,9,24,92,0,2,0,1,1,0,0,4,59,1,2,4,4,4,2,0,2,1,0,1,1,3,1,0,15,53,2,29,11,0,5,53,0,9,11,5,11,9,2,0,54,1,11,12,22,54,1,3,13,18,8,3,10.289473684210526,10.837641846665079,2.6363636363636362,1.9650628136199264,7.973684210526316,6.296660814359886,3.441860465116279,2.270958740073026
DZ,DZA,Algeria,-99,2020-12-31,2020-12-25,100,4,185310.61105324328,1,9728.80298891789,37,85,5567764.746230635,33,9,7,84,11,9,80,8,4,88,11,18,71,10,12,78,8,12,80,10,7,83,9,9,82,8,10,82,7,5,88,9,10,81,10,11,79,10,8,82,10,18,72,93,2,2,3,91,1,3,5,96,1,2,1,82,0,6,12,88,1,6,5,88,2,5,5,93,3,3,1,91,1,5,3,90,2,3,5,95,0,4,1,90,2,4,4,89,1,5,5,92,2,1,5,82,2,6,10,13,2,16,69,86,0,9,5,19,5,19,57,82,1,4,13,96,0,0,3,1,96,0,2,1,1,98,0,2,0,0,30,0,7,63,100,0,21,0,14,16,24,25,28,12,9,23,28,28,17,15,21,19,28,17,14,26,15,28,12,18,23,19,28,15,11,20,26,0,93,3,1,3,93,2,1,4,93,2,3,2,93,2,2,3,93,2,3,2,93,3,0,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,30,5,31,34,30,4,51,15,30,6,25,39,30,4,30,36,30,6,10,54,30,4,23,43,36,3,33,28,67,0,14,12,6,1,36,1,1,8,23,31,36,2,61,1,38,2,13,47,38,0,27,18,8,3,2,4,38,0,20,14,14,14,38,3,12,30,15,2,39,2,7,49,3,40,1,4,50,5,69,2,26,3,50,3,41,6,76,2,19,3,71,1,21,7,91,1,6,2,78,2,20,0,40,0,5,2,9,17,27,40,0,3,6,10,16,25,41,1,24,21,8,5,41,1,5,12,10,31,41,0,15,11,13,20,75,7,15,3,75,9,9,7,75,6,9,10,43,1,21,35,65,0,9,26,92,0,1,1,0,0,1,0,5,72,0,1,4,0,2,3,0,3,0,1,1,4,1,1,3,4,65,3,14,17,0,1,65,2,2,10,8,7,4,2,0,67,4,18,4,7,67,2,4,9,13,3,2,5.043478260869565,6.65704180049944,3.3333333333333335,3.122498999199199,10.666666666666666,4.984591642868435,3.16,1.9933221850301404
