ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C12..99,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
NZ,NZL,New Zealand,Canterbury,2021-01-01,2020-12-31,100,0,0,0,0,10,100,554207.4260836683,76,0,0,100,0,13,87,0,2,98,0,15,85,0,16,84,0,15,85,0,6,94,0,2,98,0,1,99,0,0,100,0,4,96,0,19,81,0,0,100,0,12,88,100,0,0,0,87,0,2,11,98,0,0,2,85,0,5,10,84,0,4,12,85,0,3,12,94,0,2,4,98,0,2,0,99,0,0,1,100,0,0,0,96,0,1,3,81,0,2,17,100,0,0,0,88,0,4,8,0,0,6,94,95,5,0,1,1,24,74,76,1,2,21,98,0,2,0,98,0,2,0,100,0,0,5,1,1,93,100,0,0,0,0,0,4,0,42,30,18,6,7,1,24,59,9,7,1,44,40,8,7,1,40,42,10,7,1,41,45,6,7,2,8,53,30,0,99,0,1,0,99,1,0,0,99,1,0,0,99,1,0,0,99,1,0,0,99,1,0,0,38,2,0,60,38,2,0,60,38,2,3,57,38,3,0,59,38,2,6,54,38,3,2,57,38,2,2,58,91,0,0,9,91,0,1,8,91,0,0,9,91,0,0,9,91,0,1,8,10,1,20,69,10,0,69,21,10,1,54,35,10,1,62,27,10,1,36,53,10,1,10,79,13,1,61,25,39,0,23,18,11,9,14,0,1,4,27,54,14,1,85,0,14,1,8,77,14,0,2,1,1,6,74,2,14,0,9,17,41,19,14,1,3,15,21,46,100,100,82,1,1,16,34,1,6,59,48,1,2,49,41,1,3,55,66,1,1,32,91,1,2,6,16,1,1,1,2,7,72,16,0,0,2,4,16,62,17,1,8,19,23,32,17,0,0,6,12,65,17,0,4,12,18,49,85,0,12,3,85,1,0,14,85,1,0,14,18,1,39,42,58,0,27,15,74,2,5,0,1,2,0,1,15,37,0,2,3,3,9,0,2,7,3,0,3,8,5,3,4,11,21,2,32,44,0,1,21,1,7,12,16,13,18,10,2,24,2,43,16,15,24,2,12,24,23,9,6,3.8181818181818183,3.193545287146729,1.8000000000000003,1.0954451150103321,12.42972972972973,5.246230994912514,2.5616438356164384,1.2245895159179645
NZ,NZL,New Zealand,Hawke's Bay,2021-01-01,2020-12-25,100,0,0,0,0,4,97,600344.6793994519,83,0,0,100,0,13,87,0,4,96,0,15,85,0,19,81,0,16,84,0,4,96,0,0,100,0,3,97,0,0,100,0,2,98,0,15,85,0,1,99,0,6,94,100,0,0,0,87,0,5,8,96,0,2,2,85,0,2,13,81,1,4,14,84,1,0,15,96,1,1,2,100,0,0,0,97,0,1,2,100,0,0,0,98,0,1,1,85,0,2,13,99,0,0,1,94,1,1,4,2,1,2,95,98,1,1,3,1,21,75,79,0,2,19,98,0,2,0,98,0,1,1,100,0,0,6,1,0,93,100,0,0,0,0,0,4,0,36,33,16,11,4,2,30,47,17,4,1,48,37,10,4,2,46,32,16,4,1,43,36,16,4,2,24,39,31,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,82,3,0,15,82,3,0,15,82,4,0,14,82,3,0,15,82,3,0,15,82,4,0,14,82,3,0,15,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,6,2,31,61,6,4,60,30,6,2,52,40,6,0,65,29,6,3,34,57,6,3,11,80,7,0,73,20,27,0,27,20,11,15,8,2,2,5,20,63,8,2,89,1,12,1,18,69,12,0,1,2,0,4,77,4,12,0,13,12,30,33,12,2,3,13,20,50,100,100,69,1,3,27,40,1,5,54,48,1,3,48,36,1,3,60,66,1,2,31,89,0,0,11,13,0,1,0,4,9,73,13,0,0,0,5,10,72,13,0,10,14,24,39,13,0,3,4,10,70,13,0,4,10,25,48,86,0,12,2,86,5,4,5,86,3,6,5,13,0,44,43,57,0,28,15,73,1,4,1,2,2,0,0,17,29,0,5,2,2,10,1,4,10,5,0,3,3,6,0,3,17,15,0,26,59,0,0,15,0,4,10,10,18,26,10,7,16,0,30,30,24,16,1,11,24,30,15,3,6.738095238095237,8.421979153901846,2,0,12.756410256410259,4.652009473463284,3.216867469879518,1.6678318975002038
NZ,NZL,New Zealand,Manawatu-Wanganui,2021-01-01,2020-12-27,100,0,0,0,0,11,95,660308.0691387674,74,0,0,100,0,9,91,0,0,100,0,15,85,0,17,83,0,18,82,0,1,99,0,1,99,0,5,95,0,2,98,0,2,98,0,9,91,0,0,100,0,9,91,100,0,0,0,91,0,2,7,100,0,0,0,85,0,3,12,83,0,5,12,82,0,2,16,99,0,1,0,99,0,0,1,95,0,1,4,98,0,0,2,98,0,2,0,91,0,3,6,100,0,0,0,91,0,3,6,5,0,7,88,93,5,2,6,0,30,64,70,0,2,28,98,0,2,0,98,0,2,0,100,0,0,8,3,0,89,100,0,0,0,0,0,9,0,38,33,15,5,11,1,31,54,3,11,1,47,37,4,11,1,39,43,6,11,1,40,41,7,11,1,16,46,26,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,80,4,0,16,80,3,0,17,80,3,0,17,80,3,0,17,80,3,1,16,80,3,0,17,80,2,1,17,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,11,0,24,65,11,1,62,26,11,0,53,36,11,0,65,24,11,0,33,56,11,1,6,82,15,0,67,18,33,0,26,17,13,11,15,0,2,4,29,50,15,0,85,0,17,1,10,72,17,0,1,1,2,1,74,4,17,0,14,12,31,26,19,2,5,11,21,42,100,100,76,1,3,20,38,1,2,59,47,1,1,51,35,1,2,62,67,1,0,32,94,1,1,4,19,0,1,2,6,4,68,19,0,1,1,5,8,66,21,2,10,15,26,26,21,0,2,1,8,68,21,0,3,9,18,49,88,1,8,3,88,2,0,10,88,1,4,7,21,0,39,40,60,0,17,23,84,0,1,1,0,0,0,1,13,45,0,2,5,2,7,0,1,12,3,0,1,5,0,0,0,17,25,2,29,44,0,0,25,0,7,6,11,10,24,11,6,26,7,21,29,17,26,2,12,19,28,13,0,6.6000000000000005,9.023615740136602,1.5714285714285716,1.1338934190276817,12.77027027027027,5.458554420751845,2.753623188405797,1.4390131126150032
NZ,NZL,New Zealand,Northland,2021-01-01,2020-12-24,100,0,0,0,0,12,93,818156.4512213211,69,1,0,99,2,11,87,1,1,98,2,18,80,2,15,83,1,17,82,2,4,94,2,1,97,1,3,96,2,1,97,2,5,93,2,14,84,2,1,97,2,10,88,100,0,0,0,89,0,3,8,99,0,0,1,82,1,4,13,85,1,4,10,83,1,4,12,96,0,1,3,99,0,0,1,97,0,1,2,99,0,0,1,95,0,2,3,86,0,5,9,99,0,1,0,90,0,6,4,7,0,7,86,94,5,1,9,0,25,66,75,0,3,22,97,1,2,0,97,0,3,0,100,0,0,12,0,1,87,100,0,0,0,0,0,11,0,34,27,20,8,14,0,31,44,11,14,3,40,37,6,14,2,37,37,10,14,2,47,31,6,14,3,13,41,29,0,99,0,1,0,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,1,0,83,0,0,17,83,0,0,17,83,0,0,17,83,0,0,17,83,0,1,16,83,0,0,17,83,0,0,17,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,1,0,17,0,27,56,17,0,60,23,17,1,44,38,17,0,65,18,17,0,31,52,17,0,8,75,19,0,67,14,33,0,30,12,11,14,19,0,0,5,24,52,19,0,80,1,23,1,14,62,23,0,2,0,3,3,65,4,23,0,9,15,33,20,23,3,2,12,18,42,100,100,73,0,4,23,40,0,6,54,56,0,3,41,35,0,5,60,69,0,3,28,92,0,2,6,24,0,1,1,3,11,60,24,1,1,1,8,10,55,24,0,6,18,21,31,24,0,4,3,9,60,24,0,5,12,13,46,83,1,10,6,83,2,2,13,83,1,7,9,26,1,32,41,59,0,15,26,88,2,0,0,1,1,0,0,8,56,0,1,4,0,9,0,2,12,1,0,3,2,1,1,2,6,31,2,14,53,0,0,31,1,5,6,9,10,19,16,3,31,0,11,23,35,31,0,11,18,28,11,1,5.638888888888889,6.91231934520959,1.6666666666666667,1.505545305418162,10.76984126984127,5.116249726579122,2.4927536231884058,1.3130923134722534
NZ,NZL,New Zealand,Otago,2021-01-01,2020-12-30,100,0,0,0,0,11,97,496457.33216823963,74,0,2,98,0,10,90,0,4,96,0,15,85,0,21,79,0,14,86,0,7,93,0,3,97,0,0,100,0,2,98,0,3,97,0,19,81,0,1,99,0,6,94,98,0,2,0,90,0,5,5,96,0,2,2,85,0,2,13,79,0,4,17,86,0,2,12,93,0,4,3,97,0,1,2,100,0,0,0,98,0,2,0,97,0,0,3,81,0,2,17,99,0,0,1,94,0,2,4,3,0,5,92,95,3,2,4,0,27,69,73,1,1,25,99,0,1,0,99,0,1,0,100,0,0,6,0,1,93,100,0,0,0,0,0,6,0,47,31,9,7,7,2,31,51,9,7,1,58,27,7,7,2,45,36,10,7,2,56,28,7,7,6,14,52,21,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,62,2,0,36,62,2,0,36,62,2,0,36,62,2,0,36,62,0,7,31,62,2,0,36,62,2,3,33,93,0,0,7,93,0,0,7,93,0,0,7,93,0,0,7,93,0,0,7,7,2,24,67,7,2,76,15,7,2,68,23,7,1,68,24,7,2,40,51,7,2,11,80,7,0,66,27,34,0,27,16,10,13,7,1,0,6,28,58,7,0,92,1,9,0,12,79,9,0,0,0,3,6,79,3,9,1,5,14,33,38,11,1,4,8,21,55,100,100,76,1,1,22,24,2,1,73,32,2,1,65,32,2,2,64,60,2,0,38,89,1,2,8,12,0,2,1,2,7,76,12,0,0,1,6,8,73,13,2,5,15,34,31,13,1,1,2,2,81,13,0,2,7,29,49,91,1,2,6,91,2,0,7,91,1,3,5,14,1,41,44,56,1,20,23,84,1,0,1,2,0,0,0,12,43,0,6,4,1,10,0,1,12,4,1,0,9,3,4,1,1,22,2,26,50,0,0,22,0,3,9,15,12,20,13,6,23,5,28,26,18,23,3,12,18,28,10,6,5.853658536585366,7.989245820506953,2.5,1.2909944487358056,14.054054054054054,5.695208011864711,2.75,1.563221664330106
NZ,NZL,New Zealand,Taranaki,2021-01-01,2020-12-22,100,1,12288.807082102,0,0,11,97,617913.7251871652,82,0,2,98,0,4,96,0,1,99,0,15,85,0,15,85,0,10,90,0,5,95,0,1,99,0,3,97,0,3,97,0,4,96,0,15,85,0,1,99,0,12,88,98,1,0,1,96,0,2,2,99,0,0,1,85,2,4,9,85,2,3,10,90,1,3,6,95,0,4,1,99,0,0,1,97,0,0,3,97,1,2,0,96,1,1,2,85,1,2,12,99,1,0,0,88,0,3,9,3,0,8,89,94,5,1,5,3,22,70,78,0,0,22,100,0,0,0,100,0,0,0,100,0,0,8,0,0,92,100,0,0,0,0,0,5,0,38,35,15,7,8,0,32,56,4,8,2,48,37,5,8,2,39,47,4,8,2,38,47,5,8,3,10,57,22,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,89,0,0,11,89,0,0,11,89,0,0,11,89,0,0,11,89,0,0,11,89,0,0,11,89,0,0,11,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,11,0,27,62,11,0,75,14,11,0,57,32,11,0,72,17,11,0,39,50,11,0,10,79,11,0,74,15,26,0,28,14,12,20,12,1,0,7,30,50,12,0,88,0,12,2,17,69,12,1,0,0,3,2,78,4,12,1,12,15,30,30,12,1,5,15,23,44,100,100,73,0,2,25,25,0,3,72,43,0,1,56,28,0,7,65,61,0,4,35,90,0,4,6,13,0,0,2,2,9,74,13,0,0,3,9,12,63,13,0,5,17,39,26,13,0,0,5,15,67,13,0,1,17,21,48,82,0,13,5,82,1,4,13,82,1,9,8,13,0,53,34,66,0,13,21,88,0,2,0,1,1,0,1,7,35,0,6,2,1,12,3,2,10,4,0,1,6,1,4,3,10,16,0,29,55,0,0,16,0,6,14,13,17,16,13,5,17,2,28,35,18,17,2,16,18,23,19,5,4.54054054054054,6.491852135110915,1.6,1.3416407864998738,11.805194805194805,5.269172912823778,2.9,1.4016265415670883
NZ,NZL,New Zealand,Waikato,2021-01-01,2020-12-30,100,1,4416.62866756636,0,0,2,95,642372.7518721912,68,1,1,98,1,11,88,1,2,97,1,17,82,1,16,83,1,13,86,1,2,97,1,0,99,1,5,94,1,1,98,1,2,97,1,10,89,1,0,99,1,8,91,99,1,0,0,89,0,3,8,98,1,1,0,83,0,2,15,84,0,7,9,87,0,1,12,98,0,2,0,100,0,0,0,95,0,4,1,99,0,1,0,98,0,0,2,90,0,3,7,100,0,0,0,92,0,2,6,5,0,2,93,98,2,0,6,2,29,63,72,0,1,27,99,0,1,0,99,0,1,0,100,0,0,12,2,1,85,100,0,0,0,0,0,10,0,36,30,18,6,14,3,23,55,5,14,2,46,32,6,14,2,36,40,8,14,2,43,34,7,14,3,13,47,23,0,99,0,1,0,99,0,0,1,99,0,0,1,99,0,0,1,99,0,1,0,99,0,0,1,63,4,0,33,63,3,0,34,63,3,1,33,63,3,2,32,63,3,2,32,63,3,0,34,63,3,1,33,97,1,0,2,97,0,1,2,97,1,0,2,97,1,0,2,97,1,0,2,16,0,23,61,16,0,64,20,16,0,59,25,16,2,62,20,16,1,37,46,16,1,5,78,17,0,58,25,42,0,26,12,11,9,18,1,0,1,27,53,18,0,82,0,19,2,13,66,19,1,0,1,2,3,72,2,19,1,6,21,27,26,21,1,3,9,22,44,100,100,77,0,2,21,36,1,3,60,41,0,4,55,38,1,3,58,63,0,1,36,95,0,1,4,22,0,1,0,2,6,69,22,0,0,2,1,7,68,22,0,7,16,26,29,22,0,1,3,8,66,22,0,2,6,20,50,93,0,3,4,93,0,0,7,93,0,1,6,23,0,34,43,57,0,26,17,76,0,1,1,1,2,0,0,19,42,0,4,3,6,12,1,1,7,1,0,2,3,6,1,3,8,29,2,33,35,0,1,29,0,5,10,15,10,15,10,6,31,3,24,24,18,31,1,9,10,27,13,9,5.945945945945946,7.958035582373977,1,0,12.590909090909092,4.967516862198233,2.9846153846153847,1.556160215204275
NZ,NZL,New Zealand,Wellington,2021-01-01,2020-12-31,100,0,0,0,0,4,96,462825.71025780734,77,0,0,100,0,10,90,0,4,96,0,10,90,0,25,75,0,16,84,0,5,95,0,3,97,0,3,97,0,3,97,0,2,98,0,15,85,0,1,99,0,12,88,100,0,0,0,90,1,5,4,96,0,2,2,90,1,1,8,75,2,7,16,84,1,2,13,95,2,1,2,97,1,0,2,97,1,1,1,97,1,2,0,98,0,1,1,85,2,1,12,99,1,0,0,88,2,2,8,4,0,4,92,96,3,1,4,1,27,68,73,1,1,25,99,0,0,1,99,0,1,0,100,0,0,7,1,0,92,100,0,0,0,0,0,5,0,58,21,10,6,5,1,32,56,6,5,1,50,36,8,5,1,42,44,8,5,0,47,41,7,5,1,13,61,20,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,58,1,1,40,58,1,0,41,58,1,0,41,58,1,0,41,58,1,3,38,58,1,1,40,58,1,2,39,96,0,0,4,96,0,0,4,96,0,0,4,96,0,0,4,96,0,1,3,10,0,30,60,10,0,77,13,10,0,65,25,10,0,77,13,10,1,41,48,10,1,18,71,11,0,70,19,30,0,25,16,14,15,13,1,1,3,31,51,13,0,87,0,15,1,13,71,15,0,0,0,2,5,75,3,15,0,4,18,33,30,15,1,3,7,33,41,100,100,71,0,1,28,23,0,4,73,36,0,2,62,24,0,4,72,60,0,0,40,82,0,4,14,15,0,0,0,2,9,74,15,0,0,0,4,16,65,16,1,1,12,39,31,16,0,0,3,11,70,16,0,0,11,25,48,89,0,6,5,89,2,0,9,89,2,1,8,16,1,41,42,58,0,24,18,79,0,1,1,2,1,0,1,15,38,0,2,3,3,12,1,3,5,1,0,0,10,7,1,2,12,20,1,40,39,0,0,20,0,8,8,12,19,14,11,8,21,3,41,28,7,21,2,9,24,25,11,8,5.159090909090909,6.716668546506993,1,0,12.151898734177216,5.570270461589346,2.84,1.5337641384621146
NZ,NZL,New Zealand,-99,2021-01-02,2020-12-25,100,1,6683.13203345003,1,6683.13203345003,2,93,646808.8739256888,61,3,2,95,4,16,80,4,3,93,2,13,85,3,14,83,3,12,85,3,8,89,3,1,96,3,4,93,3,3,94,3,3,94,4,8,88,4,1,95,4,11,85,98,0,2,0,84,2,3,11,97,0,0,3,87,2,2,9,86,1,3,10,88,0,2,10,92,1,4,3,99,0,0,1,96,0,1,3,97,0,1,2,97,0,1,2,92,0,4,4,99,0,0,1,89,0,3,8,6,1,2,91,99,0,1,8,2,27,63,74,0,1,25,99,0,1,0,99,0,1,0,100,0,0,12,3,0,85,100,0,0,0,0,0,11,0,35,24,19,11,15,5,23,43,14,15,5,33,32,15,15,7,36,30,12,15,7,39,28,11,15,8,10,32,35,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,88,2,0,10,88,2,0,10,88,2,0,10,88,2,0,10,88,2,3,7,88,3,0,9,88,2,2,8,97,0,0,3,97,0,0,3,97,0,0,3,97,0,0,3,97,0,0,3,18,1,26,55,18,2,63,17,18,2,44,36,18,2,54,26,18,3,30,49,18,1,6,75,21,0,56,23,44,0,24,15,9,8,23,1,0,6,23,47,23,1,76,0,25,3,12,60,25,0,4,3,5,5,52,6,25,0,15,10,28,22,27,2,4,13,18,36,100,100,74,2,3,21,37,2,10,51,56,4,7,33,46,4,10,40,70,1,5,24,94,0,4,2,27,0,1,1,3,4,64,27,0,0,1,5,15,52,30,1,9,21,20,19,30,0,3,3,11,53,30,0,4,10,19,37,87,1,8,4,87,4,3,6,87,4,2,7,31,1,36,32,68,1,11,20,90,0,1,1,2,0,0,0,6,55,1,3,3,2,1,0,4,6,1,0,1,5,2,0,3,13,36,2,25,37,0,0,36,1,1,3,11,6,17,18,7,38,3,29,17,13,38,0,10,14,20,14,4,4.535714285714286,7.470842794724842,0,0,11.90566037735849,5.001015861969354,2.754385964912281,1.455049112504282
NZ,NZL,New Zealand,Auckland,2021-01-02,2021-01-01,100,0,0,0,0,9,93,539468.1856255599,71,0,0,100,1,7,92,0,2,98,1,21,78,1,10,89,0,18,82,1,0,99,1,0,99,1,3,96,1,1,98,1,4,95,1,14,85,1,0,99,1,14,85,100,0,0,0,93,0,1,6,98,0,1,1,79,0,9,12,90,0,2,8,82,0,3,15,100,0,0,0,100,0,0,0,97,0,0,3,99,0,1,0,96,0,2,2,86,0,1,13,100,0,0,0,86,0,3,11,7,0,3,90,97,2,1,9,4,35,52,65,1,3,31,97,0,3,0,97,0,3,0,100,0,0,17,1,0,82,100,0,0,0,0,0,9,0,39,32,17,3,12,1,25,55,7,12,1,45,38,4,12,1,38,41,8,12,0,42,39,7,12,3,14,46,25,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,17,3,1,79,17,3,2,78,17,3,1,79,17,4,1,78,17,4,7,72,17,3,5,75,17,4,5,74,89,0,0,11,89,0,0,11,89,0,1,10,89,0,1,10,89,0,2,9,17,0,21,62,17,0,67,16,17,0,54,29,17,0,63,20,17,0,41,42,17,0,17,66,18,0,60,22,40,0,24,12,6,18,19,0,1,6,24,50,19,1,80,0,22,0,5,73,22,0,2,0,9,9,55,3,22,0,11,7,36,24,22,0,4,11,26,37,100,100,79,1,2,18,33,2,7,58,46,2,8,44,37,2,5,56,59,2,4,35,83,2,11,4,23,1,1,2,4,4,65,23,0,0,2,4,8,63,24,0,8,9,36,23,24,0,1,2,8,65,24,0,4,9,15,48,87,1,8,4,87,3,1,9,87,3,2,8,26,0,31,43,57,0,24,19,78,0,4,2,1,0,0,0,15,47,0,1,5,5,6,1,3,8,2,0,1,7,1,3,2,8,29,1,36,34,0,0,29,0,8,10,16,11,17,5,4,29,0,49,10,12,29,0,15,12,22,14,8,4.108108108108108,5.450707312836584,4,2.8284271247461903,13.804687500000002,5.491419849573124,3.1,1.660714007435583
NZ,NZL,New Zealand,Bay of Plenty,2021-01-02,2020-12-27,100,1,77111.7975860609,0,0,4,97,783772.2372471046,74,1,1,98,0,11,89,1,5,94,1,14,85,1,15,84,0,20,80,0,4,96,1,6,93,1,3,96,1,0,99,1,2,97,1,13,86,1,0,99,0,8,92,99,1,0,0,89,0,2,9,95,1,0,4,86,0,1,13,85,0,1,14,80,0,4,16,96,0,1,3,94,0,2,4,97,1,1,1,100,0,0,0,98,0,0,2,87,0,1,12,100,0,0,0,92,0,3,5,3,0,3,94,97,3,0,3,2,22,73,78,0,1,21,99,0,1,0,99,0,1,0,100,0,0,6,1,3,90,100,0,0,0,0,0,5,3,34,28,21,9,10,1,26,49,14,10,2,40,38,10,10,2,36,38,14,10,2,37,38,13,10,3,15,44,28,0,97,0,0,3,97,0,1,2,97,0,1,2,97,0,0,3,97,0,0,3,97,0,0,3,77,5,0,18,77,5,0,18,77,5,1,17,77,5,1,17,77,5,3,15,77,5,0,18,77,5,1,17,97,0,0,3,97,0,0,3,97,0,0,3,97,0,0,3,97,0,0,3,11,1,33,55,11,1,76,12,11,0,60,29,11,0,67,22,11,0,35,54,11,0,9,80,12,0,67,21,33,0,29,13,14,11,13,1,0,6,32,48,13,0,87,0,14,1,13,72,14,0,0,3,4,3,71,5,14,0,11,11,37,27,14,1,2,11,28,44,100,100,68,0,4,28,25,0,3,72,41,0,3,56,34,0,5,61,66,0,2,32,91,0,3,6,15,0,0,0,1,3,81,15,0,0,2,2,10,71,16,1,4,19,32,28,16,0,0,2,13,69,16,0,2,12,23,47,86,0,11,3,86,1,2,11,86,1,2,11,18,1,49,32,68,0,16,16,85,1,2,0,1,0,1,0,10,38,0,7,2,3,4,0,1,11,2,0,2,1,6,2,3,18,24,1,22,50,0,3,24,0,4,5,12,16,22,14,3,25,0,31,23,21,25,0,5,22,31,14,3,6.069767441860465,7.917417053671725,1.3333333333333333,0.5773502691896257,11.095890410958905,5.307657946468699,2.7972972972972974,1.6550440107522344
