ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B11..99,B11..77,B11.1,B11.2,V1..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
CI,CIV,C<c3><b4>te d'Ivoire,Autonome d'Abidjan,2021-01-02,2020-12-30,100,0,0,0,0,7,88,8955086.010928247,37,4,7,89,4,9,87,5,1,94,4,41,55,4,12,84,5,22,73,4,3,93,6,4,90,4,10,86,5,1,94,6,7,87,2,17,81,5,1,94,3,12,85,93,0,3,4,91,2,1,6,99,0,0,1,59,2,15,24,88,0,4,8,78,0,6,16,97,0,0,3,96,0,2,2,90,1,2,7,99,1,0,0,93,1,1,5,83,2,6,9,99,0,1,0,88,1,6,5,12,0,5,83,95,0,2,3,12,1,22,65,78,0,5,17,95,0,4,1,95,0,1,4,0,99,0,1,18,3,19,60,100,16,0,29,20,13,22,25,12,29,13,21,25,14,26,19,16,25,15,26,16,18,25,15,23,15,22,25,17,16,10,32,83,10,1,6,83,7,2,8,83,7,5,5,83,6,5,6,83,10,0,7,83,10,0,7,84,3,0,13,84,3,0,13,84,3,0,13,84,3,0,13,84,2,2,12,84,3,5,8,84,3,0,13,94,0,1,5,94,0,1,5,94,0,0,6,94,0,0,6,94,0,2,4,31,3,41,25,31,4,39,26,31,5,33,31,31,4,41,24,31,5,29,35,31,3,44,22,33,0,45,22,55,0,22,8,6,9,34,1,2,8,28,27,34,1,62,3,36,2,10,52,36,1,13,22,17,7,4,0,36,1,21,18,19,5,37,2,7,27,21,6,38,0,1,59,2,42,2,1,51,4,59,3,26,12,61,3,27,9,67,2,20,11,59,3,14,24,71,2,18,9,56,4,28,12,42,0,0,2,6,14,36,42,0,0,4,3,11,40,42,1,18,17,16,6,42,0,13,13,15,17,42,0,21,10,14,13,71,3,24,2,71,12,3,14,71,9,11,9,46,1,36,17,83,0,12,5,89,0,2,0,0,0,0,9,53,0,1,9,2,4,1,2,1,0,0,4,1,6,0,2,14,62,1,30,5,0,2,62,0,3,11,14,7,2,1,0,62,1,21,15,1,62,1,6,18,10,3,0,3.4666666666666663,2.581402015114338,1.5,0.5773502691896257,7.967741935483871,5.6773460405823535,3.3823529411764706,2.6969646898549526
CI,CIV,C<c3><b4>te d'Ivoire,Lagunes,2021-01-02,2020-12-21,100,1,46111.080732916504,1,46111.080732916504,9,88,9725214.16614326,37,2,5,93,4,7,89,3,1,96,1,27,72,1,14,85,3,11,86,2,7,91,3,0,97,3,1,96,4,1,95,3,2,95,5,13,82,4,2,94,4,8,88,95,0,4,1,93,0,3,4,99,0,1,0,73,0,11,16,86,0,6,8,89,0,2,9,93,0,3,4,100,0,0,0,99,0,1,0,99,0,1,0,98,0,2,0,87,0,4,9,98,0,2,0,92,0,5,3,12,0,4,84,96,0,1,3,12,3,19,66,81,0,5,14,95,0,5,0,95,0,0,5,0,100,0,0,21,0,17,62,100,14,2,20,24,18,22,22,10,33,13,22,22,14,33,15,16,22,16,34,9,19,22,16,33,12,17,22,17,22,8,31,83,4,2,11,83,5,4,8,83,5,7,5,83,4,5,8,83,6,3,8,83,4,6,7,93,0,0,7,93,0,0,7,93,0,0,7,93,0,0,7,93,1,2,4,93,0,3,4,93,0,1,6,97,0,1,2,97,0,2,1,97,0,2,1,97,0,2,1,97,0,1,2,24,2,52,22,24,4,52,20,24,4,39,33,24,4,44,28,24,4,31,41,24,2,43,31,28,1,37,34,63,0,13,9,4,11,29,1,1,11,25,33,29,1,69,1,31,1,14,54,31,0,22,23,10,11,2,1,31,0,22,14,19,14,33,1,9,27,25,5,34,0,1,61,4,37,1,6,54,2,48,0,41,11,48,3,42,7,61,4,28,7,56,3,19,22,69,1,22,8,57,4,35,4,39,0,0,2,7,20,32,39,0,0,2,9,16,34,41,1,19,12,11,16,41,0,11,14,12,22,41,0,23,14,5,17,65,3,29,3,65,20,3,12,65,14,13,8,45,0,36,19,81,0,6,13,95,0,1,1,1,0,0,2,60,1,0,3,3,4,1,2,2,2,0,2,4,1,0,3,12,61,0,28,8,0,3,61,0,6,9,12,6,4,2,0,62,1,23,12,2,62,0,12,11,8,4,3,3.2857142857142856,2.985961551419345,2.25,1.2583057392117916,8.428571428571429,6.280059986907246,3.7567567567567566,2.3500047920211826
CI,CIV,C<c3><b4>te d'Ivoire,Autonome d'Abidjan,2021-01-03,2020-12-31,100,1,46372.6230859178,1,46372.6230859178,13,85,7297336.300722391,39,6,5,89,4,12,84,6,3,91,5,38,57,6,12,82,5,20,75,5,4,91,7,7,86,6,4,90,6,3,91,7,3,90,4,15,81,6,2,92,4,10,86,95,1,1,3,88,3,4,5,97,0,1,2,62,3,17,18,88,1,4,7,80,1,6,13,96,0,2,2,93,0,4,3,96,1,3,0,97,2,0,1,97,2,0,1,85,3,5,7,98,1,0,1,90,2,7,1,15,0,8,77,93,0,4,3,16,2,27,55,73,0,8,19,92,0,7,1,92,0,3,5,0,97,0,3,26,4,15,55,100,19,1,24,22,9,25,24,12,27,16,21,24,15,22,24,15,24,16,27,16,17,24,16,22,18,20,24,18,13,15,30,85,10,0,5,85,5,5,5,85,6,5,4,85,10,2,3,85,10,0,5,85,10,0,5,84,3,0,13,84,3,0,13,84,3,0,13,84,3,0,13,84,2,2,12,84,3,5,8,84,3,0,13,94,0,1,5,94,0,1,5,94,0,0,6,94,0,0,6,94,0,2,4,31,6,27,36,31,7,43,19,31,9,33,27,31,8,39,22,31,7,31,31,31,5,34,30,34,1,41,24,59,0,23,8,5,5,34,2,2,11,21,30,34,2,63,1,37,2,10,51,37,1,19,15,14,8,6,0,37,1,19,16,17,10,39,1,15,21,20,4,40,0,2,57,1,45,0,2,49,4,73,2,17,8,57,1,33,9,67,1,24,8,61,0,18,21,69,1,20,10,66,3,23,8,45,0,0,2,4,13,36,45,0,0,4,5,9,37,46,1,15,18,11,9,46,0,12,11,11,20,46,0,18,11,11,14,73,2,21,4,73,12,5,10,73,10,9,8,50,1,32,17,83,0,9,8,92,0,0,0,0,0,0,8,60,0,2,7,4,3,1,2,2,3,0,0,0,4,0,4,8,59,1,37,3,0,0,59,1,7,8,14,10,1,0,0,60,0,30,9,1,60,1,8,21,5,3,2,3.3170731707317076,2.5341569050696515,1.8333333333333333,1.1690451944500122,9.258064516129032,6.737792625360742,2.8055555555555554,2.0814753619823807
CI,CIV,C<c3><b4>te d'Ivoire,Lagunes,2021-01-03,2020-12-23,100,1,65196.883508661296,1,65196.883508661296,7,86,9289043.636565631,40,3,5,92,4,5,91,3,1,96,1,28,71,1,13,86,4,11,85,2,9,89,3,1,96,3,1,96,4,0,96,4,2,94,5,14,81,4,3,93,4,9,87,95,0,3,2,95,0,2,3,99,0,1,0,72,0,10,18,87,0,4,9,89,0,2,9,91,1,3,5,99,0,0,1,99,0,1,0,100,0,0,0,98,0,2,0,86,0,3,11,97,0,3,0,91,0,4,5,14,0,3,83,97,0,1,2,14,2,22,62,78,0,7,15,93,0,7,0,93,0,0,7,0,100,0,0,25,0,15,60,100,16,2,19,23,18,22,21,10,32,13,24,21,13,34,17,15,21,15,34,11,19,21,15,32,15,17,21,16,22,9,32,85,3,2,10,85,4,4,7,85,4,7,4,85,3,4,8,85,5,3,7,85,4,5,6,93,0,0,7,93,0,0,7,93,0,0,7,93,0,0,7,93,1,2,4,93,0,3,4,93,0,1,6,97,0,1,2,97,0,2,1,97,0,2,1,97,0,2,1,97,0,1,2,26,2,51,21,26,3,50,21,26,3,40,31,26,3,44,27,26,3,30,41,26,1,38,35,29,1,37,33,63,0,14,7,4,12,29,1,1,8,27,34,29,1,69,1,31,1,16,52,31,0,25,23,10,8,2,1,31,0,21,18,18,12,32,1,7,31,26,3,33,0,1,62,4,35,1,6,56,2,49,2,39,10,50,4,40,6,60,5,28,7,56,5,19,20,70,3,20,7,62,6,29,3,37,0,0,2,7,19,35,37,0,0,2,8,15,38,40,1,22,13,9,15,40,0,13,11,13,23,40,0,24,12,6,18,65,3,28,4,65,17,4,14,65,12,12,11,42,0,37,21,79,0,7,14,94,0,1,1,1,0,0,3,58,1,0,3,4,5,1,2,3,3,0,2,3,1,0,2,12,58,0,30,10,0,2,58,0,6,9,12,8,4,3,0,59,1,27,11,2,59,0,13,9,10,5,4,3.483870967741935,3.1077426721221677,2.3333333333333335,1.5275252316519468,10.387096774193548,7.149253664333728,3.3170731707317076,2.4843412043260473
CI,CIV,C<c3><b4>te d'Ivoire,Autonome d'Abidjan,2021-01-04,2020-12-31,100,1,46372.6230859178,1,46372.6230859178,13,85,7383712.582375147,35,6,3,91,4,12,84,6,3,91,5,35,60,6,12,82,5,18,77,5,4,91,7,7,86,6,3,91,6,3,91,8,3,89,4,12,84,6,2,92,4,11,85,97,1,0,2,88,3,4,5,97,0,1,2,65,3,18,14,88,1,5,6,82,1,7,10,96,0,2,2,93,0,4,3,97,1,2,0,97,2,0,1,97,2,0,1,88,3,5,4,98,1,0,1,89,2,7,2,15,0,8,77,93,0,4,3,16,2,26,56,74,0,8,18,92,1,7,0,92,0,2,6,0,98,0,2,26,4,17,53,100,19,1,24,23,9,24,26,11,26,17,20,26,14,21,24,15,26,15,27,15,17,26,14,22,19,19,26,16,15,14,29,83,10,0,7,83,5,5,7,83,6,5,6,83,10,4,3,83,10,0,7,83,10,0,7,84,3,0,13,84,3,0,13,84,3,0,13,84,3,0,13,84,2,2,12,84,3,5,8,84,3,0,13,94,0,1,5,94,0,1,5,94,0,0,6,94,0,0,6,94,0,2,4,33,5,26,36,33,6,42,19,33,7,34,26,33,7,40,20,33,6,32,29,33,4,33,30,36,1,38,25,62,0,21,7,5,5,37,2,2,11,22,26,37,3,59,1,40,2,9,49,40,1,18,15,12,8,6,0,40,1,17,16,15,11,42,1,16,20,17,4,43,0,2,54,1,49,0,2,45,4,74,2,16,8,58,1,32,9,66,1,24,9,60,0,21,19,68,1,21,10,67,3,22,8,49,0,0,2,5,11,33,49,1,0,4,5,8,33,50,0,15,16,11,8,50,1,11,11,11,16,50,0,17,11,10,12,74,2,19,5,74,10,5,11,74,8,9,9,54,1,28,17,83,0,8,9,93,0,0,0,0,0,0,7,65,0,1,6,4,3,1,1,2,3,0,0,0,3,0,4,7,63,1,34,2,0,0,63,1,7,8,11,9,1,0,0,64,0,28,8,0,64,1,7,19,5,2,2,3.4102564102564097,2.64294441781917,1.8333333333333333,1.1690451944500122,9.142857142857142,6.791684925479399,2.90625,2.053468741171324
CI,CIV,C<c3><b4>te d'Ivoire,Lagunes,2021-01-04,2020-12-23,100,1,65196.883508661296,1,65196.883508661296,7,86,9302386.971640991,39,3,5,92,4,5,91,3,1,96,1,28,71,1,13,86,4,11,85,2,9,89,3,1,96,3,1,96,4,0,96,4,2,94,5,14,81,4,3,93,4,9,87,95,0,3,2,95,0,2,3,99,0,1,0,72,0,10,18,87,0,4,9,89,0,2,9,91,1,3,5,99,0,0,1,99,0,1,0,100,0,0,0,98,0,2,0,86,0,3,11,97,0,3,0,91,0,4,5,14,0,3,83,97,0,1,2,14,2,22,62,78,0,7,15,93,0,7,0,93,0,0,7,0,100,0,0,25,0,16,59,100,16,2,19,24,18,21,21,10,31,14,24,21,14,33,17,15,21,15,33,12,19,21,16,31,15,17,21,16,21,10,32,84,4,2,10,84,5,4,7,84,5,7,4,84,4,4,8,84,6,3,7,84,4,6,6,93,0,0,7,93,0,0,7,93,0,0,7,93,0,0,7,93,1,2,4,93,0,3,4,93,0,1,6,97,0,1,2,97,0,2,1,97,0,2,1,97,0,2,1,97,0,1,2,26,1,51,22,26,2,50,22,26,2,41,31,26,2,45,27,26,2,31,41,26,1,38,35,29,1,37,33,63,0,14,7,4,12,29,1,1,8,28,33,29,1,69,1,31,1,16,52,31,0,25,23,10,8,2,1,31,0,22,18,18,11,32,1,7,30,27,3,33,0,1,62,4,35,2,6,55,2,49,2,39,10,50,4,40,6,59,5,29,7,55,5,19,21,69,3,21,7,62,6,29,3,37,0,0,2,8,19,34,37,0,0,2,8,15,38,40,1,22,12,10,15,40,0,13,11,13,23,40,0,24,12,6,18,65,3,28,4,65,17,4,14,65,12,12,11,42,0,37,21,79,0,7,14,94,0,1,1,1,0,0,3,58,1,0,3,4,5,1,3,3,3,0,1,3,1,0,2,12,59,0,29,10,0,2,59,0,6,9,12,8,3,3,0,60,0,27,11,2,60,0,13,9,9,5,4,3.483870967741935,3.1077426721221677,2.3333333333333335,1.5275252316519468,10.633333333333333,7.1365177122649435,3.3000000000000003,2.5135530067911276
CI,CIV,C<c3><b4>te d'Ivoire,Autonome d'Abidjan,2021-01-13,2021-01-03,100,3,242895.6518608724,3,242895.6518608724,21,88,7589420.360051962,36,4,4,92,3,10,87,4,3,93,4,32,64,6,12,82,2,20,78,3,5,92,3,8,89,5,5,90,5,5,90,5,5,90,5,15,80,4,6,90,4,16,80,96,1,1,2,90,1,6,3,97,0,2,1,68,1,15,16,88,1,5,6,80,1,8,11,95,0,3,2,92,0,6,2,95,0,3,2,95,1,2,2,95,2,2,1,85,1,6,8,94,2,2,2,84,2,7,7,12,0,12,76,90,0,8,2,14,2,26,58,74,0,10,16,90,2,7,1,90,1,2,7,0,98,0,2,26,1,24,49,100,20,2,16,24,9,29,26,10,20,19,25,26,13,22,16,23,26,15,23,14,22,26,12,23,19,20,26,14,14,9,37,78,10,1,11,78,7,4,11,78,9,3,10,78,8,8,6,78,9,2,11,78,10,2,10,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,33,4,35,28,33,7,37,23,33,8,32,27,33,8,38,21,33,7,20,40,33,6,30,31,34,1,31,34,69,0,17,8,2,4,36,1,3,13,19,28,36,3,60,1,40,3,12,45,40,1,19,20,7,6,5,2,40,3,17,14,13,13,43,0,21,20,11,5,44,0,1,52,3,50,0,1,44,5,65,2,27,6,63,1,31,5,68,1,22,9,62,1,19,18,80,1,15,4,70,1,25,4,50,0,0,1,8,14,27,50,1,0,2,9,11,27,54,0,18,11,8,9,54,1,11,8,10,16,54,0,14,9,12,11,78,4,13,5,78,8,8,6,78,8,9,5,55,0,30,15,85,0,6,9,94,1,0,0,1,1,0,3,64,0,1,7,4,1,1,3,2,5,0,1,0,1,0,3,7,62,0,32,6,0,0,62,0,5,13,12,7,1,0,0,64,1,28,7,0,64,0,8,16,5,4,3,3.1951219512195124,2.7131117945554877,1.9,1.1005049346146119,9.6,6.8056771433348455,3.9142857142857137,2.9040684298718156
CI,CIV,C<c3><b4>te d'Ivoire,Lagunes,2021-01-13,2020-12-25,100,1,65196.883508661296,1,65196.883508661296,5,85,8268271.967831299,40,3,7,90,3,11,86,2,1,97,1,32,67,1,14,85,3,13,84,2,11,87,3,1,96,2,2,96,3,1,96,3,2,95,3,15,82,3,2,95,3,11,86,93,0,3,4,89,1,4,6,99,0,1,0,68,1,8,23,86,0,5,9,87,0,4,9,89,2,5,4,99,0,0,1,98,1,1,0,99,1,0,0,98,0,2,0,85,1,2,12,98,0,2,0,89,0,4,7,15,0,4,81,96,0,3,1,15,1,23,61,77,0,7,16,93,0,7,0,93,0,1,6,0,99,0,1,25,0,17,58,100,19,2,23,19,17,20,21,10,30,16,23,21,16,32,16,15,21,15,32,13,19,21,16,29,16,18,21,16,19,10,34,84,6,2,8,84,7,3,6,84,7,6,3,84,5,4,7,84,8,3,5,84,5,6,5,93,0,0,7,93,0,0,7,93,0,0,7,93,0,0,7,93,1,2,4,93,0,3,4,93,0,1,6,97,0,1,2,97,0,2,1,97,0,2,1,97,0,2,1,97,0,1,2,24,2,54,20,24,3,47,26,24,3,39,34,24,3,46,27,24,2,29,45,24,2,40,34,27,1,38,34,62,0,15,7,4,12,27,1,1,10,28,33,27,1,72,0,29,1,15,55,29,0,22,28,10,6,4,1,29,0,22,18,21,10,29,1,8,30,29,3,30,0,0,66,4,32,2,6,58,2,46,2,43,9,53,4,38,5,61,6,28,5,54,5,20,21,71,3,19,7,60,6,30,4,34,0,0,1,8,17,40,34,1,0,3,9,11,42,36,1,23,16,9,15,36,0,17,11,12,24,36,0,28,13,8,15,62,3,31,4,62,20,3,15,62,14,12,12,39,0,38,23,77,0,9,14,92,1,1,1,1,0,0,4,54,1,0,6,4,6,0,4,2,4,0,2,3,2,0,1,11,57,0,33,9,0,1,57,0,7,11,10,9,2,3,1,59,0,28,11,2,59,0,13,11,8,4,5,4.088235294117647,3.5365421140963647,1.5,0.7071067811865476,9.852941176470589,7.203249910225399,3.3414634146341466,2.5943183699920196
CI,CIV,C<c3><b4>te d'Ivoire,Autonome d'Abidjan,2021-01-14,2021-01-03,100,3,242895.6518608724,3,242895.6518608724,21,88,7609088.629202258,34,4,4,92,3,10,87,4,3,93,4,33,63,6,11,83,2,20,78,3,5,92,3,8,89,5,5,90,5,6,89,5,5,90,5,16,79,4,6,90,4,17,79,96,1,1,2,90,1,6,3,97,0,2,1,67,1,16,16,89,1,5,5,80,1,8,11,95,0,3,2,92,0,6,2,95,0,3,2,94,1,3,2,95,2,2,1,84,1,7,8,94,2,2,2,83,2,8,7,12,0,12,76,90,0,8,2,14,2,25,59,75,0,9,16,91,2,6,1,91,1,1,7,0,99,0,1,25,1,25,49,100,20,2,16,25,8,29,26,11,19,19,25,26,14,22,16,22,26,16,23,14,21,26,13,23,18,20,26,15,15,9,35,77,11,1,11,77,8,4,11,77,10,3,10,77,9,8,6,77,10,2,11,77,11,2,10,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,33,4,37,26,33,8,36,23,33,9,30,28,33,9,37,21,33,8,20,39,33,7,31,29,34,1,30,35,70,0,16,7,3,4,36,1,2,13,20,28,36,3,60,1,41,3,12,44,41,1,18,20,8,6,4,2,41,3,17,13,12,14,44,0,21,18,11,6,45,0,1,51,3,51,1,1,42,5,63,2,27,8,64,1,30,5,70,1,21,8,63,1,19,17,80,1,16,3,69,1,25,5,51,0,0,1,9,13,26,51,1,0,2,10,10,26,56,0,17,11,8,8,56,1,11,7,10,15,56,0,14,9,11,10,78,4,13,5,78,8,8,6,78,8,9,5,57,0,30,13,87,0,6,7,94,1,0,0,1,1,0,3,64,0,1,7,4,1,1,3,2,5,0,1,0,1,0,3,7,64,0,31,5,0,0,64,0,3,13,12,7,1,0,0,66,1,27,6,0,66,0,8,14,5,4,3,3.2195121951219514,2.7249972029522453,1.9,1.1005049346146119,9.464285714285714,6.806762121744125,3.93939393939394,2.9679474593078834
CI,CIV,C<c3><b4>te d'Ivoire,Lagunes,2021-01-14,2020-12-25,100,1,65196.883508661296,1,65196.883508661296,4,85,8203296.13752974,38,3,7,90,3,12,85,2,1,97,1,32,67,1,14,85,3,13,84,2,11,87,3,1,96,2,2,96,3,1,96,3,2,95,3,15,82,3,2,95,3,11,86,93,0,3,4,88,1,4,7,99,0,1,0,68,1,8,23,86,0,5,9,87,0,4,9,89,2,5,4,99,0,0,1,98,1,1,0,99,1,0,0,98,0,2,0,85,1,2,12,98,0,2,0,89,0,4,7,15,0,3,82,97,0,2,1,15,1,23,61,77,0,8,15,92,0,8,0,92,0,1,7,0,99,0,1,26,0,16,58,100,19,2,21,19,18,21,22,10,28,16,24,22,16,31,16,15,22,15,31,13,19,22,16,28,16,18,22,16,18,10,34,85,6,2,7,85,7,2,6,85,7,5,3,85,5,4,6,85,8,2,5,85,5,5,5,93,0,0,7,93,0,0,7,93,0,0,7,93,0,0,7,93,1,2,4,93,0,3,4,93,0,1,6,97,0,1,2,97,0,2,1,97,0,2,1,97,0,2,1,97,0,1,2,25,2,53,20,25,3,47,25,25,3,39,33,25,3,46,26,25,2,27,46,25,2,41,32,28,1,37,34,63,0,14,7,4,12,28,1,1,9,29,32,28,1,71,0,30,1,13,56,30,0,22,28,9,6,4,1,30,0,22,19,20,9,30,2,7,29,29,3,31,0,0,64,5,34,2,6,56,2,47,2,42,9,53,4,38,5,61,6,28,5,54,5,19,22,73,3,17,7,59,6,31,4,36,0,0,1,8,17,38,36,1,0,3,9,11,40,38,1,23,16,8,14,38,0,17,11,12,22,38,0,28,12,8,14,63,3,30,4,63,19,3,15,63,13,12,12,41,0,37,22,78,0,9,13,92,1,1,1,1,0,0,4,55,1,0,6,4,6,0,3,2,4,0,2,3,2,0,1,11,59,0,31,9,0,1,59,0,6,11,9,9,2,3,1,61,0,27,10,2,61,0,12,10,8,4,5,4.088235294117647,3.5365421140963647,2,0,9.84375,7.216063510020207,3.3589743589743595,2.650592580092426
